,GVA US Equity
2020-09-23,47.5677
2020-09-24,47.3125
2020-09-25,47.7269
2020-09-26,47.7269
2020-09-27,47.7269
2020-09-28,49.8487
2020-09-29,48.7387
2020-09-30,48.223
2020-10-01,48.6982
2020-10-02,51.4232
2020-10-03,51.4232
2020-10-04,51.4232
2020-10-05,52.3101
2020-10-06,50.2397
2020-10-07,52.8918
2020-10-08,55.9464
2020-10-09,56.5088
2020-10-10,56.5088
2020-10-11,56.5088
2020-10-12,58.3644
2020-10-13,54.5311
2020-10-14,53.475
2020-10-15,53.7714
2020-10-16,55.2461
2020-10-17,55.2461
2020-10-18,55.2461
2020-10-19,54.3493
2020-10-20,56.5388
2020-10-21,55.1257
2020-10-22,56.3985
2020-10-23,57.0111
2020-10-24,57.0111
2020-10-25,57.0111
2020-10-26,53.8784
2020-10-27,50.9805
2020-10-28,49.2477
2020-10-29,51.7716
2020-10-30,52.4595
2020-10-31,52.4595
2020-11-01,52.4595
2020-11-02,57.941
2020-11-03,55.8867
2020-11-04,50.2452
2020-11-05,53.0866
2020-11-06,53.2454
2020-11-07,53.2454
2020-11-08,53.2454
2020-11-09,54.1127
2020-11-10,63.4001
2020-11-11,61.876
2020-11-12,57.7391
2020-11-13,59.4319
2020-11-14,59.4319
2020-11-15,59.4319
2020-11-16,60.8325
2020-11-17,61.975
2020-11-18,63.9457
2020-11-19,63.8387
2020-11-20,61.0231
2020-11-21,61.0231
2020-11-22,61.0231
2020-11-23,63.867
2020-11-24,66.1619
2020-11-25,61.5625
2020-11-26,61.5625
2020-11-27,61.989
2020-11-28,61.989
2020-11-29,61.989
2020-11-30,59.2972
2020-12-01,59.9181
2020-12-02,60.2526
2020-12-03,61.1334
2020-12-04,64.1831
2020-12-05,64.1831
2020-12-06,64.1831
2020-12-07,61.8344
2020-12-08,63.4819
2020-12-09,62.9328
2020-12-10,63.319
2020-12-11,62.6104
2020-12-12,62.6104
2020-12-13,62.6104
2020-12-14,59.4637
2020-12-15,60.8217
2020-12-16,61.1582
2020-12-17,60.9551
2020-12-18,61.0888
2020-12-19,61.0888
2020-12-20,61.0888
2020-12-21,61.1117
2020-12-22,61.0
2020-12-23,62.1683
2020-12-24,61.277
2020-12-25,61.277
2020-12-26,61.277
2020-12-27,61.277
2020-12-28,61.6969
2020-12-29,59.8411
2020-12-30,60.9327
2020-12-31,59.421
2021-01-01,59.421
2021-01-02,59.421
2021-01-03,59.421
2021-01-04,59.062
2021-01-05,62.3078
2021-01-06,70.6696
2021-01-07,72.6637
2021-01-08,73.0238
2021-01-09,73.0238
2021-01-10,73.0238
2021-01-11,69.0777
2021-01-12,71.5037
2021-01-13,68.139
2021-01-14,68.8887
2021-01-15,66.9335
2021-01-16,66.9335
2021-01-17,66.9335
2021-01-18,66.9335
2021-01-19,69.0678
2021-01-20,68.4519
2021-01-21,64.5057
2021-01-22,65.0353
2021-01-23,65.0353
2021-01-24,65.0353
2021-01-25,62.59
2021-01-26,60.639
2021-01-27,58.6901
2021-01-28,57.5802
2021-01-29,53.9893
2021-01-30,53.9893
2021-01-31,53.9893
2021-02-01,56.3105
2021-02-02,57.3441
2021-02-03,57.6629
2021-02-04,58.028
2021-02-05,58.4399
2021-02-06,58.4399
2021-02-07,58.4399
2021-02-08,59.0223
2021-02-09,58.2383
2021-02-10,57.8713
2021-02-11,60.4498
2021-02-12,59.3537
2021-02-13,59.3537
2021-02-14,59.3537
2021-02-15,59.3537
2021-02-16,60.7016
2021-02-17,59.4274
2021-02-18,55.3136
2021-02-19,58.1364
2021-02-20,58.1364
2021-02-21,58.1364
2021-02-22,60.8718
2021-02-23,60.3691
2021-02-24,64.5867
2021-02-25,61.6376
2021-02-26,59.2728
2021-02-27,59.2728
2021-02-28,59.2728
2021-03-01,62.4899
2021-03-02,62.0048
2021-03-03,62.8014
2021-03-04,59.7248
2021-03-05,62.368
2021-03-06,62.368
2021-03-07,62.368
2021-03-08,64.1253
2021-03-09,64.2616
2021-03-10,66.4037
2021-03-11,66.7985
2021-03-12,67.5177
2021-03-13,67.5177
2021-03-14,67.5177
2021-03-15,67.7022
2021-03-16,63.7816
2021-03-17,64.0194
2021-03-18,60.9302
2021-03-19,61.5472
2021-03-20,61.5472
2021-03-21,61.5472
2021-03-22,58.0192
2021-03-23,54.8172
2021-03-24,53.2734
2021-03-25,56.0628
2021-03-26,59.2673
2021-03-27,59.2673
2021-03-28,59.2673
2021-03-29,57.2022
2021-03-30,59.8765
2021-03-31,61.398
2021-04-01,60.7074
2021-04-02,60.7074
2021-04-03,60.7074
2021-04-04,60.7074
2021-04-05,61.2515
2021-04-06,59.999
2021-04-07,57.9093
2021-04-08,57.4571
2021-04-09,58.4808
2021-04-10,58.4808
2021-04-11,58.4808
2021-04-12,58.4557
2021-04-13,56.9889
2021-04-14,57.6895
2021-04-15,58.5207
2021-04-16,58.6354
2021-04-17,58.6354
2021-04-18,58.6354
2021-04-19,58.3573
2021-04-20,54.7324
2021-04-21,56.1718
2021-04-22,55.9319
2021-04-23,57.0086
2021-04-24,57.0086
2021-04-25,57.0086
2021-04-26,56.5045
2021-04-27,56.1337
2021-04-28,55.5822
2021-04-29,55.9825
2021-04-30,53.5453
2021-05-01,53.5453
2021-05-02,53.5453
2021-05-03,55.5473
2021-05-04,57.9845
2021-05-05,61.2601
2021-05-06,61.4339
2021-05-07,53.5113
2021-05-08,53.5113
2021-05-09,53.5113
2021-05-10,56.2181
2021-05-11,56.1926
2021-05-12,52.0717
2021-05-13,52.9586
2021-05-14,55.2821
2021-05-15,55.2821
2021-05-16,55.2821
2021-05-17,55.9339
2021-05-18,53.2109
2021-05-19,51.475
2021-05-20,51.1527
2021-05-21,52.6211
2021-05-22,52.6211
2021-05-23,52.6211
2021-05-24,53.5059
2021-05-25,52.4434
2021-05-26,54.7151
2021-05-27,56.3582
2021-05-28,55.0916
2021-05-29,55.0916
2021-05-30,55.0916
2021-05-31,55.0916
2021-06-01,57.048
2021-06-02,55.5359
2021-06-03,54.5558
2021-06-04,54.2431
2021-06-05,54.2431
2021-06-06,54.2431
2021-06-07,53.9764
2021-06-08,54.4169
2021-06-09,52.8203
2021-06-10,50.7488
2021-06-11,53.0678
2021-06-12,53.0678
2021-06-13,53.0678
2021-06-14,51.897
2021-06-15,52.4398
2021-06-16,52.0531
2021-06-17,48.8589
2021-06-18,47.502
2021-06-19,47.502
2021-06-20,47.502
2021-06-21,50.1036
2021-06-22,51.8662
2021-06-23,52.584
2021-06-24,57.0818
2021-06-25,58.5079
2021-06-26,58.5079
2021-06-27,58.5079
2021-06-28,57.4209
2021-06-29,55.0203
2021-06-30,56.0157
2021-07-01,57.5698
2021-07-02,54.2121
2021-07-03,54.2121
2021-07-04,54.2121
2021-07-05,54.2121
2021-07-06,50.89
2021-07-07,50.5501
2021-07-08,49.1907
2021-07-09,51.086
2021-07-10,51.086
2021-07-11,51.086
2021-07-12,52.1745
2021-07-13,49.9259
2021-07-14,47.8632
2021-07-15,47.3514
2021-07-16,45.0847
2021-07-17,45.0847
2021-07-18,45.0847
2021-07-19,43.6997
2021-07-20,47.7232
2021-07-21,49.0832
2021-07-22,46.4491
2021-07-23,47.2678
2021-07-24,47.2678
2021-07-25,47.2678
2021-07-26,47.8428
2021-07-27,46.6531
2021-07-28,48.9269
2021-07-29,50.1719
2021-07-30,48.7732
2021-07-31,48.7732
2021-08-01,48.7732
2021-08-02,47.2689
2021-08-03,50.7321
2021-08-04,49.5153
2021-08-05,50.2892
2021-08-06,51.5614
2021-08-07,51.5614
2021-08-08,51.5614
2021-08-09,49.4376
2021-08-10,52.5415
2021-08-11,55.696
2021-08-12,56.9753
2021-08-13,54.9492
2021-08-14,54.9492
2021-08-15,54.9492
2021-08-16,53.6013
2021-08-17,50.16
2021-08-18,48.6979
2021-08-19,47.4619
2021-08-20,49.0803
2021-08-21,49.0803
2021-08-22,49.0803
2021-08-23,50.6087
2021-08-24,51.7272
2021-08-25,54.1137
2021-08-26,52.19
2021-08-27,54.9055
2021-08-28,54.9055
2021-08-29,54.9055
2021-08-30,53.6071
2021-08-31,52.443
2021-09-01,51.1989
2021-09-02,53.3998
2021-09-03,53.1567
2021-09-04,53.1567
2021-09-05,53.1567
2021-09-06,53.1567
2021-09-07,51.9815
2021-09-08,50.0728
2021-09-09,49.3003
2021-09-10,48.3877
2021-09-11,48.3877
2021-09-12,48.3877
2021-09-13,49.8886
2021-09-14,48.9946
2021-09-15,51.3818
2021-09-16,50.119
2021-09-17,50.8782
2021-09-18,50.8782
2021-09-19,50.8782
2021-09-20,48.5599
2021-09-21,46.175
2021-09-22,48.6569
2021-09-23,51.9324
2021-09-24,51.9777
2021-09-25,51.9777
2021-09-26,51.9777
2021-09-27,54.3148
2021-09-28,52.551
2021-09-29,52.5739
2021-09-30,49.9388
2021-10-01,52.0497
2021-10-02,52.0497
2021-10-03,52.0497
2021-10-04,51.1084
2021-10-05,51.6558
2021-10-06,50.1408
2021-10-07,51.6328
2021-10-08,49.8371
2021-10-09,49.8371
2021-10-10,49.8371
2021-10-11,49.0419
2021-10-12,49.6137
2021-10-13,48.9933
2021-10-14,51.0005
2021-10-15,48.93
2021-10-16,48.93
2021-10-17,48.93
2021-10-18,48.2629
2021-10-19,48.6805
2021-10-20,49.6612
2021-10-21,48.7255
2021-10-22,50.1542
2021-10-23,50.1542
2021-10-24,50.1542
2021-10-25,53.2282
2021-10-26,52.9615
2021-10-27,47.3437
2021-10-28,45.4551
2021-10-29,43.7872
2021-10-30,43.7872
2021-10-31,43.7872
2021-11-01,45.3712
2021-11-02,43.1526
2021-11-03,48.1052
2021-11-04,50.2842
2021-11-05,55.6135
2021-11-06,55.6135
2021-11-07,55.6135
2021-11-08,56.7064
2021-11-09,54.9566
2021-11-10,55.2424
2021-11-11,55.5755
2021-11-12,56.1037
2021-11-13,56.1037
2021-11-14,56.1037
2021-11-15,55.3682
2021-11-16,55.413
2021-11-17,54.9566
2021-11-18,55.1715
2021-11-19,56.5761
2021-11-20,56.5761
2021-11-21,56.5761
2021-11-22,55.5687
2021-11-23,56.5391
2021-11-24,54.0071
2021-11-25,54.0071
2021-11-26,50.9365
2021-11-27,50.9365
2021-11-28,50.9365
2021-11-29,51.5955
2021-11-30,46.2258
2021-12-01,44.5505
2021-12-02,47.4645
2021-12-03,46.7816
2021-12-04,46.7816
2021-12-05,46.7816
2021-12-06,48.8552
2021-12-07,49.6516
2021-12-08,50.4244
2021-12-09,47.9862
2021-12-10,48.1752
2021-12-11,48.1752
2021-12-12,48.1752
2021-12-13,44.2973
2021-12-14,43.3885
2021-12-15,45.3408
2021-12-16,44.6029
2021-12-17,42.9967
2021-12-18,42.9967
2021-12-19,42.9967
2021-12-20,42.3085
2021-12-21,44.6442
2021-12-22,46.7881
2021-12-23,46.928
2021-12-24,46.928
2021-12-25,46.928
2021-12-26,46.928
2021-12-27,47.3859
2021-12-28,47.123
2021-12-29,47.3647
2021-12-30,47.0578
2021-12-31,48.4403
2022-01-01,48.4403
2022-01-02,48.4403
2022-01-03,49.8864
2022-01-04,52.019
2022-01-05,48.8528
2022-01-06,50.0109
2022-01-07,48.2714
2022-01-08,48.2714
2022-01-09,48.2714
2022-01-10,46.4604
2022-01-11,46.588
2022-01-12,43.8583
2022-01-13,46.338
2022-01-14,47.5517
2022-01-15,47.5517
2022-01-16,47.5517
2022-01-17,47.5517
2022-01-18,44.6329
2022-01-19,43.3206
2022-01-20,41.177
2022-01-21,42.2401
2022-01-22,42.2401
2022-01-23,42.2401
2022-01-24,45.6683
2022-01-25,43.6579
2022-01-26,42.839
2022-01-27,41.6505
2022-01-28,42.9281
2022-01-29,42.9281
2022-01-30,42.9281
2022-01-31,43.5186
2022-02-01,44.411
2022-02-02,42.8044
2022-02-03,42.8733
2022-02-04,41.6524
2022-02-05,41.6524
2022-02-06,41.6524
2022-02-07,43.0098
2022-02-08,45.9535
2022-02-09,45.8965
2022-02-10,43.416
2022-02-11,42.7447
2022-02-12,42.7447
2022-02-13,42.7447
2022-02-14,43.717
2022-02-15,46.1016
2022-02-16,46.1363
2022-02-17,43.3082
2022-02-18,43.9967
2022-02-19,43.9967
2022-02-20,43.9967
2022-02-21,43.9967
2022-02-22,41.3962
2022-02-23,40.408
2022-02-24,42.0647
2022-02-25,36.9239
2022-02-26,36.9239
2022-02-27,36.9239
2022-02-28,32.7625
2022-03-01,29.2559
2022-03-02,33.4745
2022-03-03,32.9106
2022-03-04,34.8568
2022-03-05,34.8568
2022-03-06,34.8568
2022-03-07,33.2281
2022-03-08,38.3657
2022-03-09,39.0262
2022-03-10,42.5433
2022-03-11,42.5433
2022-03-12,42.5433
2022-03-13,42.5433
2022-03-14,42.4608
2022-03-15,42.3545
2022-03-16,43.7526
2022-03-17,44.1613
2022-03-18,46.8164
2022-03-19,46.8164
2022-03-20,46.8164
2022-03-21,45.9655
2022-03-22,46.3688
2022-03-23,44.8594
2022-03-24,45.5211
2022-03-25,46.7528
2022-03-26,46.7528
2022-03-27,46.7528
2022-03-28,45.2804
2022-03-29,46.5035
2022-03-30,45.6817
2022-03-31,46.7802
2022-04-01,47.7484
2022-04-02,47.7484
2022-04-03,47.7484
2022-04-04,46.0703
2022-04-05,43.9148
2022-04-06,42.4929
2022-04-07,43.738
2022-04-08,43.4487
2022-04-09,43.4487
2022-04-10,43.4487
2022-04-11,45.2537
2022-04-12,45.4237
2022-04-13,46.3881
2022-04-14,47.283
2022-04-15,47.283
2022-04-16,47.283
2022-04-17,47.283
2022-04-18,45.9109
2022-04-19,47.3509
2022-04-20,47.6323
2022-04-21,45.2849
2022-04-22,42.0545
2022-04-23,42.0545
2022-04-24,42.0545
2022-04-25,42.5051
2022-04-26,40.7304
2022-04-27,40.1962
2022-04-28,40.0603
2022-04-29,39.3719
2022-04-30,39.3719
2022-05-01,39.3719
2022-05-02,42.011
2022-05-03,45.6082
2022-05-04,49.0842
2022-05-05,46.531
2022-05-06,46.6348
2022-05-07,46.6348
2022-05-08,46.6348
2022-05-09,43.8466
2022-05-10,43.1443
2022-05-11,42.0845
2022-05-12,42.0002
2022-05-13,42.7122
2022-05-14,42.7122
2022-05-15,42.7122
2022-05-16,47.3886
2022-05-17,48.5944
2022-05-18,48.7679
2022-05-19,49.8193
2022-05-20,48.9193
2022-05-21,48.9193
2022-05-22,48.9193
2022-05-23,50.9637
2022-05-24,49.965
2022-05-25,51.6455
2022-05-26,51.8892
2022-05-27,53.7499
2022-05-28,53.7499
2022-05-29,53.7499
2022-05-30,53.7499
2022-05-31,52.053
2022-06-01,53.5025
2022-06-02,52.2573
2022-06-03,50.4725
2022-06-04,50.4725
2022-06-05,50.4725
2022-06-06,50.9519
2022-06-07,51.7325
2022-06-08,49.5195
2022-06-09,48.7252
2022-06-10,46.9088
2022-06-11,46.9088
2022-06-12,46.9088
2022-06-13,42.464
2022-06-14,41.3367
2022-06-15,40.6726
2022-06-16,37.6046
2022-06-17,37.1218
2022-06-18,37.1218
2022-06-19,37.1218
2022-06-20,37.1218
2022-06-21,39.5311
2022-06-22,40.2331
2022-06-23,40.1728
2022-06-24,41.9286
2022-06-25,41.9286
2022-06-26,41.9286
2022-06-27,44.3129
2022-06-28,42.0403
2022-06-29,40.9796
2022-06-30,43.2452
2022-07-01,43.418
2022-07-02,43.418
2022-07-03,43.418
2022-07-04,43.418
2022-07-05,42.4812
2022-07-06,40.947
2022-07-07,44.3113
2022-07-08,43.0754
2022-07-09,43.0754
2022-07-10,43.0754
2022-07-11,43.0418
2022-07-12,42.125
2022-07-13,41.9197
2022-07-14,41.7793
2022-07-15,43.3018
2022-07-16,43.3018
2022-07-17,43.3018
2022-07-18,43.1137
2022-07-19,47.1071
2022-07-20,48.9603
2022-07-21,50.2484
2022-07-22,48.9699
2022-07-23,48.9699
2022-07-24,48.9699
2022-07-25,49.0147
2022-07-26,48.5306
2022-07-27,51.3331
2022-07-28,49.0174
2022-07-29,48.7549
2022-07-30,48.7549
2022-07-31,48.7549
2022-08-01,51.9079
2022-08-02,50.5043
2022-08-03,48.9154
2022-08-04,51.3352
2022-08-05,51.3785
2022-08-06,51.3785
2022-08-07,51.3785
2022-08-08,53.1058
2022-08-09,52.1006
2022-08-10,53.7813
2022-08-11,54.2497
2022-08-12,55.7674
2022-08-13,55.7674
2022-08-14,55.7674
2022-08-15,55.7143
2022-08-16,56.7372
2022-08-17,55.3055
2022-08-18,56.4851
2022-08-19,52.6519
2022-08-20,52.6519
2022-08-21,52.6519
2022-08-22,48.4912
2022-08-23,51.8461
2022-08-24,53.4358
2022-08-25,55.8558
2022-08-26,50.5536
2022-08-27,50.5536
2022-08-28,50.5536
2022-08-29,49.2926
2022-08-30,48.0137
2022-08-31,47.4958
2022-09-01,45.1329
2022-09-02,44.5317
2022-09-03,44.5317
2022-09-04,44.5317
2022-09-05,44.5317
2022-09-06,41.9658
2022-09-07,45.187
2022-09-08,45.6772
2022-09-09,48.4928
2022-09-10,48.4928
2022-09-11,48.4928
2022-09-12,49.8577
2022-09-13,43.7198
2022-09-14,42.4716
2022-09-15,42.3753
2022-09-16,41.3728
2022-09-17,41.3728
2022-09-18,41.3728
2022-09-19,45.7816
2022-09-20,44.537
2022-09-21,43.8045
2022-09-22,42.7466
2022-09-23,39.5651
2022-09-24,39.5651
2022-09-25,39.5651
2022-09-26,38.1671
2022-09-27,37.5784
2022-09-28,38.7877
2022-09-29,37.7354
2022-09-30,35.9423
2022-10-01,35.9423
2022-10-02,35.9423
2022-10-03,42.5601
2022-10-04,45.3259
2022-10-05,45.9328
2022-10-06,44.4031
2022-10-07,43.164
2022-10-08,43.164
2022-10-09,43.164
2022-10-10,43.164
2022-10-11,43.7103
2022-10-12,43.577
2022-10-13,47.1619
2022-10-14,42.1092
2022-10-15,42.1092
2022-10-16,42.1092
2022-10-17,45.5675
2022-10-18,46.0491
2022-10-19,45.4412
2022-10-20,43.8649
2022-10-21,45.6966
2022-10-22,45.6966
2022-10-23,45.6966
2022-10-24,48.0474
2022-10-25,49.8649
2022-10-26,49.5834
2022-10-27,59.8426
2022-10-28,63.3275
2022-10-29,63.3275
2022-10-30,63.3275
2022-10-31,64.38
2022-11-01,65.8051
2022-11-02,63.3622
2022-11-03,63.6496
2022-11-04,64.6735
2022-11-05,64.6735
2022-11-06,64.6735
2022-11-07,63.0925
2022-11-08,62.9444
2022-11-09,60.2739
2022-11-10,61.7237
2022-11-11,60.9566
2022-11-12,60.9566
2022-11-13,60.9566
2022-11-14,59.8932
2022-11-15,63.9331
2022-11-16,62.0648
2022-11-17,62.7364
2022-11-18,63.7847
2022-11-19,63.7847
2022-11-20,63.7847
2022-11-21,63.9985
2022-11-22,63.4559
2022-11-23,61.5285
2022-11-24,61.5285
2022-11-25,62.9488
2022-11-26,62.9488
2022-11-27,62.9488
2022-11-28,59.3098
2022-11-29,59.5074
2022-11-30,62.8238
2022-12-01,62.5254
2022-12-02,63.8146
2022-12-03,63.8146
2022-12-04,63.8146
2022-12-05,61.1505
2022-12-06,60.0905
2022-12-07,60.2135
2022-12-08,62.3503
2022-12-09,59.6328
2022-12-10,59.6328
2022-12-11,59.6328
2022-12-12,59.9052
2022-12-13,60.2833
2022-12-14,60.0101
2022-12-15,57.4331
2022-12-16,56.3497
2022-12-17,56.3497
2022-12-18,56.3497
2022-12-19,56.0479
2022-12-20,57.1458
2022-12-21,58.1399
2022-12-22,56.6214
2022-12-23,57.2595
2022-12-24,57.2595
2022-12-25,57.2595
2022-12-26,57.2595
2022-12-27,57.5365
2022-12-28,55.3911
2022-12-29,57.0846
2022-12-30,55.7624
2022-12-31,55.7624
2023-01-01,55.7624
2023-01-02,55.7624
2023-01-03,55.5959
2023-01-04,54.5428
2023-01-05,53.2897
2023-01-06,56.7185
2023-01-07,56.7185
2023-01-08,56.7185
2023-01-09,56.164
2023-01-10,58.0251
2023-01-11,60.2604
2023-01-12,62.7877
2023-01-13,66.575
2023-01-14,66.575
2023-01-15,66.575
2023-01-16,66.575
2023-01-17,66.1259
2023-01-18,66.9786
2023-01-19,66.3713
2023-01-20,67.3832
2023-01-21,67.3832
2023-01-22,67.3832
2023-01-23,67.963
2023-01-24,70.4216
2023-01-25,70.5251
2023-01-26,70.6949
2023-01-27,71.3772
2023-01-28,71.3772
2023-01-29,71.3772
2023-01-30,69.904
2023-01-31,72.7318
2023-02-01,67.1637
2023-02-02,69.991
2023-02-03,70.5611
2023-02-04,70.5611
2023-02-05,70.5611
2023-02-06,69.3348
2023-02-07,68.9674
2023-02-08,66.8158
2023-02-09,62.2825
2023-02-10,61.3882
2023-02-11,61.3882
2023-02-12,61.3882
2023-02-13,62.6491
2023-02-14,60.3259
2023-02-15,61.1623
2023-02-16,65.677
2023-02-17,66.9139
2023-02-18,66.9139
2023-02-19,66.9139
2023-02-20,66.9139
2023-02-21,62.1273
2023-02-22,60.6788
2023-02-23,62.8938
2023-02-24,63.9753
2023-02-25,63.9753
2023-02-26,63.9753
2023-02-27,62.1743
2023-02-28,62.2863
2023-03-01,63.7315
2023-03-02,61.3735
2023-03-03,62.0422
2023-03-04,62.0422
2023-03-05,62.0422
2023-03-06,60.004
2023-03-07,59.3439
2023-03-08,58.9711
2023-03-09,56.5458
2023-03-10,52.8334
2023-03-11,52.8334
2023-03-12,52.8334
2023-03-13,51.1753
2023-03-14,52.4229
2023-03-15,49.8204
2023-03-16,50.2208
2023-03-17,49.9354
2023-03-18,49.9354
2023-03-19,49.9354
