,PII US Equity
2020-06-19,58.8908
2020-06-20,58.8908
2020-06-21,58.8908
2020-06-22,59.4967
2020-06-23,59.6435
2020-06-24,56.4684
2020-06-25,57.3949
2020-06-26,55.0119
2020-06-27,55.0119
2020-06-28,55.0119
2020-06-29,56.4264
2020-06-30,56.6051
2020-07-01,55.2786
2020-07-02,55.8013
2020-07-03,55.8013
2020-07-04,55.8013
2020-07-05,55.8013
2020-07-06,57.8948
2020-07-07,55.3555
2020-07-08,56.7138
2020-07-09,55.1096
2020-07-10,56.3921
2020-07-11,56.3921
2020-07-12,56.3921
2020-07-13,57.4526
2020-07-14,58.6306
2020-07-15,60.6236
2020-07-16,59.5397
2020-07-17,56.7358
2020-07-18,56.7358
2020-07-19,56.7358
2020-07-20,55.884
2020-07-21,57.1435
2020-07-22,57.0911
2020-07-23,55.9756
2020-07-24,55.4156
2020-07-25,55.4156
2020-07-26,55.4156
2020-07-27,57.1947
2020-07-28,61.7451
2020-07-29,62.3248
2020-07-30,60.4302
2020-07-31,59.8672
2020-08-01,59.8672
2020-08-02,59.8672
2020-08-03,61.2684
2020-08-04,60.6088
2020-08-05,61.7989
2020-08-06,58.6551
2020-08-07,59.6682
2020-08-08,59.6682
2020-08-09,59.6682
2020-08-10,59.5535
2020-08-11,60.8192
2020-08-12,60.7184
2020-08-13,61.0258
2020-08-14,56.5295
2020-08-15,56.5295
2020-08-16,56.5295
2020-08-17,57.8446
2020-08-18,56.8351
2020-08-19,56.4469
2020-08-20,54.9425
2020-08-21,53.8693
2020-08-22,53.8693
2020-08-23,53.8693
2020-08-24,56.1102
2020-08-25,56.1002
2020-08-26,56.4283
2020-08-27,56.4776
2020-08-28,56.5706
2020-08-29,56.5706
2020-08-30,56.5706
2020-08-31,53.7742
2020-09-01,56.2631
2020-09-02,58.5172
2020-09-03,51.3364
2020-09-04,50.7468
2020-09-05,50.7468
2020-09-06,50.7468
2020-09-07,50.7468
2020-09-08,46.9269
2020-09-09,46.7841
2020-09-10,45.9796
2020-09-11,45.7679
2020-09-12,45.7679
2020-09-13,45.7679
2020-09-14,46.9534
2020-09-15,46.0069
2020-09-16,45.376
2020-09-17,44.7414
2020-09-18,43.2857
2020-09-19,43.2857
2020-09-20,43.2857
2020-09-21,41.8842
2020-09-22,45.1401
2020-09-23,43.3491
2020-09-24,45.132
2020-09-25,45.5364
2020-09-26,45.5364
2020-09-27,45.5364
2020-09-28,46.8255
2020-09-29,46.1242
2020-09-30,49.22
2020-10-01,49.4185
2020-10-02,53.455
2020-10-03,53.455
2020-10-04,53.455
2020-10-05,56.155
2020-10-06,55.5199
2020-10-07,57.6172
2020-10-08,54.5833
2020-10-09,53.4155
2020-10-10,53.4155
2020-10-11,53.4155
2020-10-12,50.9682
2020-10-13,51.23
2020-10-14,48.9456
2020-10-15,50.9053
2020-10-16,49.7589
2020-10-17,49.7589
2020-10-18,49.7589
2020-10-19,48.2954
2020-10-20,49.3076
2020-10-21,44.7739
2020-10-22,46.2824
2020-10-23,46.173
2020-10-24,46.173
2020-10-25,46.173
2020-10-26,46.069
2020-10-27,46.5773
2020-10-28,46.9363
2020-10-29,45.9314
2020-10-30,45.5075
2020-10-31,45.5075
2020-11-01,45.5075
2020-11-02,47.715
2020-11-03,49.129
2020-11-04,50.5034
2020-11-05,55.1792
2020-11-06,52.4238
2020-11-07,52.4238
2020-11-08,52.4238
2020-11-09,44.8859
2020-11-10,48.2106
2020-11-11,49.8064
2020-11-12,46.7618
2020-11-13,48.6965
2020-11-14,48.6965
2020-11-15,48.6965
2020-11-16,51.2951
2020-11-17,51.7232
2020-11-18,46.9639
2020-11-19,47.8705
2020-11-20,47.8026
2020-11-21,47.8026
2020-11-22,47.8026
2020-11-23,50.1445
2020-11-24,50.5746
2020-11-25,50.8427
2020-11-26,50.8427
2020-11-27,50.7392
2020-11-28,50.7392
2020-11-29,50.7392
2020-11-30,51.6616
2020-12-01,54.2157
2020-12-02,52.598
2020-12-03,51.767
2020-12-04,52.2388
2020-12-05,52.2388
2020-12-06,52.2388
2020-12-07,50.9454
2020-12-08,49.7002
2020-12-09,50.3144
2020-12-10,50.2567
2020-12-11,49.2725
2020-12-12,49.2725
2020-12-13,49.2725
2020-12-14,49.9452
2020-12-15,51.4752
2020-12-16,51.7919
2020-12-17,52.4046
2020-12-18,54.5779
2020-12-19,54.5779
2020-12-20,54.5779
2020-12-21,54.0603
2020-12-22,55.8137
2020-12-23,54.5938
2020-12-24,53.6169
2020-12-25,53.6169
2020-12-26,53.6169
2020-12-27,53.6169
2020-12-28,52.6425
2020-12-29,50.1544
2020-12-30,51.3386
2020-12-31,49.6375
2021-01-01,49.6375
2021-01-02,49.6375
2021-01-03,49.6375
2021-01-04,50.1212
2021-01-05,52.8964
2021-01-06,59.7159
2021-01-07,59.3132
2021-01-08,58.6394
2021-01-09,58.6394
2021-01-10,58.6394
2021-01-11,60.2092
2021-01-12,62.9053
2021-01-13,59.8208
2021-01-14,58.9104
2021-01-15,59.7552
2021-01-16,59.7552
2021-01-17,59.7552
2021-01-18,59.7552
2021-01-19,63.6842
2021-01-20,66.1347
2021-01-21,66.59
2021-01-22,67.2003
2021-01-23,67.2003
2021-01-24,67.2003
2021-01-25,67.6755
2021-01-26,70.1072
2021-01-27,62.7369
2021-01-28,62.9159
2021-01-29,61.8405
2021-01-30,61.8405
2021-01-31,61.8405
2021-02-01,59.2637
2021-02-02,60.1336
2021-02-03,62.1618
2021-02-04,62.5348
2021-02-05,62.0489
2021-02-06,62.0489
2021-02-07,62.0489
2021-02-08,64.3856
2021-02-09,63.9447
2021-02-10,65.0523
2021-02-11,65.7439
2021-02-12,62.9973
2021-02-13,62.9973
2021-02-14,62.9973
2021-02-15,62.9973
2021-02-16,60.1707
2021-02-17,58.4664
2021-02-18,57.5852
2021-02-19,60.9763
2021-02-20,60.9763
2021-02-21,60.9763
2021-02-22,59.8605
2021-02-23,61.3658
2021-02-24,63.4779
2021-02-25,58.5045
2021-02-26,55.6686
2021-02-27,55.6686
2021-02-28,55.6686
2021-03-01,60.1072
2021-03-02,58.7589
2021-03-03,58.6842
2021-03-04,58.3966
2021-03-05,62.7817
2021-03-06,62.7817
2021-03-07,62.7817
2021-03-08,65.3511
2021-03-09,64.911
2021-03-10,64.5314
2021-03-11,66.2967
2021-03-12,66.5168
2021-03-13,66.5168
2021-03-14,66.5168
2021-03-15,68.2578
2021-03-16,64.7156
2021-03-17,63.7297
2021-03-18,60.9901
2021-03-19,62.2791
2021-03-20,62.2791
2021-03-21,62.2791
2021-03-22,62.6925
2021-03-23,56.7068
2021-03-24,54.3283
2021-03-25,56.7555
2021-03-26,58.8335
2021-03-27,58.8335
2021-03-28,58.8335
2021-03-29,58.317
2021-03-30,59.7041
2021-03-31,57.9635
2021-04-01,58.8296
2021-04-02,58.8296
2021-04-03,58.8296
2021-04-04,58.8296
2021-04-05,60.4168
2021-04-06,59.5603
2021-04-07,60.1388
2021-04-08,60.243
2021-04-09,60.5816
2021-04-10,60.5816
2021-04-11,60.5816
2021-04-12,62.4851
2021-04-13,63.4251
2021-04-14,64.5339
2021-04-15,62.5321
2021-04-16,63.7314
2021-04-17,63.7314
2021-04-18,63.7314
2021-04-19,63.2056
2021-04-20,61.6478
2021-04-21,62.7179
2021-04-22,62.9632
2021-04-23,63.8218
2021-04-24,63.8218
2021-04-25,63.8218
2021-04-26,62.1452
2021-04-27,60.3549
2021-04-28,54.9605
2021-04-29,54.7488
2021-04-30,56.6344
2021-05-01,56.6344
2021-05-02,56.6344
2021-05-03,58.5494
2021-05-04,58.1152
2021-05-05,56.8464
2021-05-06,58.7184
2021-05-07,59.392
2021-05-08,59.392
2021-05-09,59.392
2021-05-10,56.14
2021-05-11,56.1705
2021-05-12,47.6976
2021-05-13,50.0689
2021-05-14,50.0611
2021-05-15,50.0611
2021-05-16,50.0611
2021-05-17,48.6421
2021-05-18,47.2639
2021-05-19,47.5033
2021-05-20,46.0066
2021-05-21,45.8986
2021-05-22,45.8986
2021-05-23,45.8986
2021-05-24,45.8113
2021-05-25,46.9974
2021-05-26,47.8848
2021-05-27,48.8462
2021-05-28,48.6177
2021-05-29,48.6177
2021-05-30,48.6177
2021-05-31,48.6177
2021-06-01,50.8805
2021-06-02,45.9862
2021-06-03,43.6652
2021-06-04,44.1366
2021-06-05,44.1366
2021-06-06,44.1366
2021-06-07,43.6564
2021-06-08,44.3445
2021-06-09,42.881
2021-06-10,46.4562
2021-06-11,49.8932
2021-06-12,49.8932
2021-06-13,49.8932
2021-06-14,48.5771
2021-06-15,49.6018
2021-06-16,50.5233
2021-06-17,50.3292
2021-06-18,49.8295
2021-06-19,49.8295
2021-06-20,49.8295
2021-06-21,51.5026
2021-06-22,52.4428
2021-06-23,49.2293
2021-06-24,50.8709
2021-06-25,52.364
2021-06-26,52.364
2021-06-27,52.364
2021-06-28,52.87
2021-06-29,54.2088
2021-06-30,55.1378
2021-07-01,52.3841
2021-07-02,53.2744
2021-07-03,53.2744
2021-07-04,53.2744
2021-07-05,53.2744
2021-07-06,51.7371
2021-07-07,52.5826
2021-07-08,51.1353
2021-07-09,53.8218
2021-07-10,53.8218
2021-07-11,53.8218
2021-07-12,53.3623
2021-07-13,48.3475
2021-07-14,48.6244
2021-07-15,47.6245
2021-07-16,45.6985
2021-07-17,45.6985
2021-07-18,45.6985
2021-07-19,46.0318
2021-07-20,52.6125
2021-07-21,52.9365
2021-07-22,51.5184
2021-07-23,51.8979
2021-07-24,51.8979
2021-07-25,51.8979
2021-07-26,56.0477
2021-07-27,48.6929
2021-07-28,46.967
2021-07-29,48.2494
2021-07-30,48.9993
2021-07-31,48.9993
2021-08-01,48.9993
2021-08-02,48.5974
2021-08-03,51.7212
2021-08-04,50.8307
2021-08-05,50.4956
2021-08-06,49.2752
2021-08-07,49.2752
2021-08-08,49.2752
2021-08-09,46.953
2021-08-10,49.7781
2021-08-11,52.6048
2021-08-12,52.319
2021-08-13,50.0925
2021-08-14,50.0925
2021-08-15,50.0925
2021-08-16,50.862
2021-08-17,47.1363
2021-08-18,45.2821
2021-08-19,43.1127
2021-08-20,44.1164
2021-08-21,44.1164
2021-08-22,44.1164
2021-08-23,44.6033
2021-08-24,46.5218
2021-08-25,45.8786
2021-08-26,43.4323
2021-08-27,43.3573
2021-08-28,43.3573
2021-08-29,43.3573
2021-08-30,43.8387
2021-08-31,41.4286
2021-09-01,40.9059
2021-09-02,40.971
2021-09-03,42.7438
2021-09-04,42.7438
2021-09-05,42.7438
2021-09-06,42.7438
2021-09-07,39.5755
2021-09-08,38.6994
2021-09-09,41.1138
2021-09-10,43.5683
2021-09-11,43.5683
2021-09-12,43.5683
2021-09-13,45.3963
2021-09-14,43.7394
2021-09-15,46.2471
2021-09-16,46.0982
2021-09-17,44.1776
2021-09-18,44.1776
2021-09-19,44.1776
2021-09-20,42.2333
2021-09-21,41.5476
2021-09-22,43.9281
2021-09-23,45.7275
2021-09-24,46.162
2021-09-25,46.162
2021-09-26,46.162
2021-09-27,46.8424
2021-09-28,47.5184
2021-09-29,49.2522
2021-09-30,45.4576
2021-10-01,47.0368
2021-10-02,47.0368
2021-10-03,47.0368
2021-10-04,47.658
2021-10-05,48.3445
2021-10-06,47.221
2021-10-07,49.8607
2021-10-08,53.0077
2021-10-09,53.0077
2021-10-10,53.0077
2021-10-11,52.6094
2021-10-12,51.8734
2021-10-13,51.3139
2021-10-14,53.9042
2021-10-15,55.6406
2021-10-16,55.6406
2021-10-17,55.6406
2021-10-18,57.0837
2021-10-19,55.7052
2021-10-20,51.0434
2021-10-21,52.3961
2021-10-22,50.7052
2021-10-23,50.7052
2021-10-24,50.7052
2021-10-25,50.8271
2021-10-26,42.4602
2021-10-27,43.4133
2021-10-28,41.9819
2021-10-29,41.7506
2021-10-30,41.7506
2021-10-31,41.7506
2021-11-01,46.6188
2021-11-02,47.8774
2021-11-03,49.2031
2021-11-04,49.7902
2021-11-05,49.7639
2021-11-06,49.7639
2021-11-07,49.7639
2021-11-08,49.6196
2021-11-09,47.161
2021-11-10,46.3407
2021-11-11,46.2368
2021-11-12,50.6212
2021-11-13,50.6212
2021-11-14,50.6212
2021-11-15,51.7216
2021-11-16,51.4252
2021-11-17,48.3381
2021-11-18,47.7873
2021-11-19,46.4449
2021-11-20,46.4449
2021-11-21,46.4449
2021-11-22,50.3728
2021-11-23,48.3779
2021-11-24,49.11
2021-11-25,49.11
2021-11-26,46.4859
2021-11-27,46.4859
2021-11-28,46.4859
2021-11-29,43.8771
2021-11-30,41.1932
2021-12-01,40.5603
2021-12-02,43.0927
2021-12-03,41.5801
2021-12-04,41.5801
2021-12-05,41.5801
2021-12-06,42.6022
2021-12-07,41.8012
2021-12-08,42.01
2021-12-09,39.5573
2021-12-10,38.3775
2021-12-11,38.3775
2021-12-12,38.3775
2021-12-13,38.8877
2021-12-14,38.4085
2021-12-15,42.0572
2021-12-16,40.5338
2021-12-17,37.4059
2021-12-18,37.4059
2021-12-19,37.4059
2021-12-20,37.1311
2021-12-21,39.2951
2021-12-22,40.0857
2021-12-23,41.1927
2021-12-24,41.1927
2021-12-25,41.1927
2021-12-26,41.1927
2021-12-27,41.9863
2021-12-28,43.4252
2021-12-29,44.1684
2021-12-30,44.917
2021-12-31,45.1375
2022-01-01,45.1375
2022-01-02,45.1375
2022-01-03,45.6106
2022-01-04,49.1632
2022-01-05,49.3608
2022-01-06,50.2038
2022-01-07,50.4598
2022-01-08,50.4598
2022-01-09,50.4598
2022-01-10,53.4895
2022-01-11,52.6622
2022-01-12,52.6392
2022-01-13,54.4756
2022-01-14,54.5166
2022-01-15,54.5166
2022-01-16,54.5166
2022-01-17,54.5166
2022-01-18,46.8556
2022-01-19,48.1337
2022-01-20,42.6341
2022-01-21,41.7699
2022-01-22,41.7699
2022-01-23,41.7699
2022-01-24,46.3049
2022-01-25,45.5208
2022-01-26,47.6127
2022-01-27,45.6047
2022-01-28,48.7179
2022-01-29,48.7179
2022-01-30,48.7179
2022-01-31,49.0408
2022-02-01,51.2459
2022-02-02,51.011
2022-02-03,50.6937
2022-02-04,51.367
2022-02-05,51.367
2022-02-06,51.367
2022-02-07,52.5473
2022-02-08,55.227
2022-02-09,56.1806
2022-02-10,55.0229
2022-02-11,56.0741
2022-02-12,56.0741
2022-02-13,56.0741
2022-02-14,54.0323
2022-02-15,57.8637
2022-02-16,60.5033
2022-02-17,58.2472
2022-02-18,58.1717
2022-02-19,58.1717
2022-02-20,58.1717
2022-02-21,58.1717
2022-02-22,56.5044
2022-02-23,53.5947
2022-02-24,51.5496
2022-02-25,52.9728
2022-02-26,52.9728
2022-02-27,52.9728
2022-02-28,55.0374
2022-03-01,50.4544
2022-03-02,53.9766
2022-03-03,54.7353
2022-03-04,51.0158
2022-03-05,51.0158
2022-03-06,51.0158
2022-03-07,44.7404
2022-03-08,44.1623
2022-03-09,47.5457
2022-03-10,46.1515
2022-03-11,43.3567
2022-03-12,43.3567
2022-03-13,43.3567
2022-03-14,42.0851
2022-03-15,43.5636
2022-03-16,44.3442
2022-03-17,43.87
2022-03-18,47.0615
2022-03-19,47.0615
2022-03-20,47.0615
2022-03-21,45.653
2022-03-22,46.7096
2022-03-23,42.8633
2022-03-24,45.3514
2022-03-25,45.135
2022-03-26,45.135
2022-03-27,45.135
2022-03-28,46.0471
2022-03-29,49.5199
2022-03-30,48.6104
2022-03-31,44.8777
2022-04-01,45.7459
2022-04-02,45.7459
2022-04-03,45.7459
2022-04-04,46.8666
2022-04-05,44.2023
2022-04-06,43.514
2022-04-07,44.2568
2022-04-08,45.0292
2022-04-09,45.0292
2022-04-10,45.0292
2022-04-11,46.0091
2022-04-12,46.0592
2022-04-13,47.4068
2022-04-14,47.2846
2022-04-15,47.2846
2022-04-16,47.2846
2022-04-17,47.2846
2022-04-18,46.0415
2022-04-19,48.9307
2022-04-20,48.627
2022-04-21,47.1839
2022-04-22,44.4401
2022-04-23,44.4401
2022-04-24,44.4401
2022-04-25,47.5764
2022-04-26,41.9645
2022-04-27,41.1469
2022-04-28,41.5743
2022-04-29,39.9275
2022-04-30,39.9275
2022-05-01,39.9275
2022-05-02,41.8497
2022-05-03,46.5389
2022-05-04,52.3339
2022-05-05,47.7991
2022-05-06,48.2116
2022-05-07,48.2116
2022-05-08,48.2116
2022-05-09,47.7469
2022-05-10,46.2647
2022-05-11,45.3877
2022-05-12,48.9371
2022-05-13,52.6818
2022-05-14,52.6818
2022-05-15,52.6818
2022-05-16,49.8147
2022-05-17,52.7746
2022-05-18,47.7618
2022-05-19,46.6714
2022-05-20,45.4241
2022-05-21,45.4241
2022-05-22,45.4241
2022-05-23,46.7272
2022-05-24,45.0353
2022-05-25,48.3985
2022-05-26,49.5381
2022-05-27,50.6923
2022-05-28,50.6923
2022-05-29,50.6923
2022-05-30,50.6923
2022-05-31,50.6575
2022-06-01,48.8988
2022-06-02,50.7827
2022-06-03,47.0449
2022-06-04,47.0449
2022-06-05,47.0449
2022-06-06,49.0949
2022-06-07,49.8875
2022-06-08,50.7151
2022-06-09,50.5858
2022-06-10,47.1428
2022-06-11,47.1428
2022-06-12,47.1428
2022-06-13,46.2393
2022-06-14,47.6816
2022-06-15,48.0375
2022-06-16,45.5189
2022-06-17,45.9815
2022-06-18,45.9815
2022-06-19,45.9815
2022-06-20,45.9815
2022-06-21,48.2361
2022-06-22,49.2909
2022-06-23,50.302
2022-06-24,52.1339
2022-06-25,52.1339
2022-06-26,52.1339
2022-06-27,51.7177
2022-06-28,49.8432
2022-06-29,48.8592
2022-06-30,46.994
2022-07-01,48.1536
2022-07-02,48.1536
2022-07-03,48.1536
2022-07-04,48.1536
2022-07-05,52.3557
2022-07-06,52.7161
2022-07-07,54.8638
2022-07-08,54.707
2022-07-09,54.707
2022-07-10,54.707
2022-07-11,51.4151
2022-07-12,53.0863
2022-07-13,53.5388
2022-07-14,51.4461
2022-07-15,51.6796
2022-07-16,51.6796
2022-07-17,51.6796
2022-07-18,51.8749
2022-07-19,53.6743
2022-07-20,54.5293
2022-07-21,55.4944
2022-07-22,55.519
2022-07-23,55.519
2022-07-24,55.519
2022-07-25,54.6759
2022-07-26,52.485
2022-07-27,53.3011
2022-07-28,55.1897
2022-07-29,57.1091
2022-07-30,57.1091
2022-07-31,57.1091
2022-08-01,56.8384
2022-08-02,54.2197
2022-08-03,56.1058
2022-08-04,55.8944
2022-08-05,54.834
2022-08-06,54.834
2022-08-07,54.834
2022-08-08,56.1353
2022-08-09,55.7942
2022-08-10,57.0168
2022-08-11,57.8693
2022-08-12,58.2175
2022-08-13,58.2175
2022-08-14,58.2175
2022-08-15,58.334
2022-08-16,59.754
2022-08-17,57.9468
2022-08-18,59.1957
2022-08-19,58.2903
2022-08-20,58.2903
2022-08-21,58.2903
2022-08-22,55.3001
2022-08-23,55.4521
2022-08-24,55.8867
2022-08-25,57.9118
2022-08-26,53.2779
2022-08-27,53.2779
2022-08-28,53.2779
2022-08-29,52.8928
2022-08-30,51.8119
2022-08-31,50.5319
2022-09-01,50.9266
2022-09-02,49.6604
2022-09-03,49.6604
2022-09-04,49.6604
2022-09-05,49.6604
2022-09-06,46.3181
2022-09-07,49.1934
2022-09-08,49.5286
2022-09-09,50.2788
2022-09-10,50.2788
2022-09-11,50.2788
2022-09-12,52.9407
2022-09-13,48.4511
2022-09-14,48.859
2022-09-15,48.4038
2022-09-16,46.0687
2022-09-17,46.0687
2022-09-18,46.0687
2022-09-19,47.9968
2022-09-20,45.9048
2022-09-21,44.0705
2022-09-22,41.8298
2022-09-23,39.5554
2022-09-24,39.5554
2022-09-25,39.5554
2022-09-26,39.6154
2022-09-27,41.2232
2022-09-28,45.0719
2022-09-29,40.6659
2022-09-30,39.4405
2022-10-01,39.4405
2022-10-02,39.4405
2022-10-03,41.5802
2022-10-04,46.0214
2022-10-05,44.4232
2022-10-06,43.3423
2022-10-07,41.9409
2022-10-08,41.9409
2022-10-09,41.9409
2022-10-10,42.9422
2022-10-11,44.3011
2022-10-12,44.659
2022-10-13,43.7519
2022-10-14,41.6794
2022-10-15,41.6794
2022-10-16,41.6794
2022-10-17,43.5099
2022-10-18,44.4427
2022-10-19,41.0614
2022-10-20,40.3835
2022-10-21,40.4581
2022-10-22,40.4581
2022-10-23,40.4581
2022-10-24,42.0895
2022-10-25,45.2384
2022-10-26,46.8806
2022-10-27,47.427
2022-10-28,48.4647
2022-10-29,48.4647
2022-10-30,48.4647
2022-10-31,48.2884
2022-11-01,50.5073
2022-11-02,47.475
2022-11-03,47.064
2022-11-04,50.1229
2022-11-05,50.1229
2022-11-06,50.1229
2022-11-07,52.1782
2022-11-08,53.6763
2022-11-09,50.7367
2022-11-10,55.4302
2022-11-11,58.7883
2022-11-12,58.7883
2022-11-13,58.7883
2022-11-14,54.7412
2022-11-15,54.0917
2022-11-16,52.5785
2022-11-17,53.5343
2022-11-18,53.8331
2022-11-19,53.8331
2022-11-20,53.8331
2022-11-21,53.4695
2022-11-22,55.1911
2022-11-23,55.3667
2022-11-24,55.3667
2022-11-25,55.0236
2022-11-26,55.0236
2022-11-27,55.0236
2022-11-28,55.2602
2022-11-29,55.4878
2022-11-30,56.7287
2022-12-01,56.6704
2022-12-02,58.5527
2022-12-03,58.5527
2022-12-04,58.5527
2022-12-05,53.0574
2022-12-06,53.3872
2022-12-07,50.8432
2022-12-08,48.4547
2022-12-09,48.3753
2022-12-10,48.3753
2022-12-11,48.3753
2022-12-12,51.1267
2022-12-13,50.7056
2022-12-14,50.6022
2022-12-15,49.3268
2022-12-16,46.811
2022-12-17,46.811
2022-12-18,46.811
2022-12-19,44.6422
2022-12-20,43.8883
2022-12-21,46.2905
2022-12-22,44.4304
2022-12-23,45.5068
2022-12-24,45.5068
2022-12-25,45.5068
2022-12-26,45.5068
2022-12-27,45.278
2022-12-28,43.5067
2022-12-29,45.7598
2022-12-30,46.198
2022-12-31,46.198
2023-01-01,46.198
2023-01-02,46.198
2023-01-03,45.7821
2023-01-04,46.7736
2023-01-05,46.9842
2023-01-06,48.6846
2023-01-07,48.6846
2023-01-08,48.6846
2023-01-09,48.7146
2023-01-10,49.7787
2023-01-11,51.2824
2023-01-12,52.5383
2023-01-13,51.6626
2023-01-14,51.6626
2023-01-15,51.6626
2023-01-16,51.6626
2023-01-17,52.1356
2023-01-18,48.2004
2023-01-19,47.1512
2023-01-20,49.0833
2023-01-21,49.0833
2023-01-22,49.0833
2023-01-23,51.0759
2023-01-24,51.1263
2023-01-25,51.5401
2023-01-26,51.7093
2023-01-27,52.4815
2023-01-28,52.4815
2023-01-29,52.4815
2023-01-30,51.8148
2023-01-31,59.6062
2023-02-01,61.8864
2023-02-02,62.5923
2023-02-03,61.8563
2023-02-04,61.8563
2023-02-05,61.8563
2023-02-06,59.9887
2023-02-07,59.9267
2023-02-08,60.2665
2023-02-09,57.7591
2023-02-10,57.9419
2023-02-11,57.9419
2023-02-12,57.9419
2023-02-13,59.6494
2023-02-14,60.0577
2023-02-15,62.1097
2023-02-16,61.9299
2023-02-17,61.2248
2023-02-18,61.2248
2023-02-19,61.2248
2023-02-20,61.2248
2023-02-21,57.3857
2023-02-22,56.4953
2023-02-23,56.3773
2023-02-24,54.2036
2023-02-25,54.2036
2023-02-26,54.2036
2023-02-27,55.0411
2023-02-28,54.5224
2023-03-01,54.5451
2023-03-02,56.4259
2023-03-03,56.7584
2023-03-04,56.7584
2023-03-05,56.7584
2023-03-06,55.8328
2023-03-07,58.0885
2023-03-08,59.7495
2023-03-09,53.0206
2023-03-10,50.2387
2023-03-11,50.2387
2023-03-12,50.2387
2023-03-13,49.5747
2023-03-14,49.6833
2023-03-15,45.5965
2023-03-16,47.7461
2023-03-17,44.4837
2023-03-18,44.4837
