,EXC US Equity
2023-03-22,44.4813
2023-03-23,43.0002
2023-03-24,46.9587
2023-03-25,46.9587
2023-03-26,46.9587
2023-03-27,47.9652
2023-03-28,49.037
2023-03-29,50.2042
2023-03-30,51.2541
2023-03-31,52.7652
2023-04-01,52.7652
2023-04-02,52.7652
2023-04-03,52.4593
2023-04-04,52.6368
2023-04-05,56.253
2023-04-06,56.6688
2023-04-07,56.6688
2023-04-08,56.6688
2023-04-09,56.6688
2023-04-10,57.3145
2023-04-11,57.3145
2023-04-12,56.5035
2023-04-13,55.6438
2023-04-14,52.348
2023-04-15,52.348
2023-04-16,52.348
2023-04-17,54.336
2023-04-18,54.9836
2023-04-19,55.6701
2023-04-20,55.4859
2023-04-21,56.3087
2023-04-22,56.3087
2023-04-23,56.3087
2023-04-24,57.1651
2023-04-25,57.7609
2023-04-26,53.794
2023-04-27,53.7474
2023-04-28,52.1593
2023-04-29,52.1593
2023-04-30,52.1593
2023-05-01,55.1435
2023-05-02,52.3584
2023-05-03,51.3038
2023-05-04,52.2572
2023-05-05,53.446
2023-05-06,53.446
2023-05-07,53.446
2023-05-08,53.0689
2023-05-09,52.3524
2023-05-10,53.6472
2023-05-11,51.5229
2023-05-12,49.7931
2023-05-13,49.7931
2023-05-14,49.7931
2023-05-15,45.5593
2023-05-16,40.5512
2023-05-17,40.1895
2023-05-18,40.8346
2023-05-19,43.1758
2023-05-20,43.1758
2023-05-21,43.1758
2023-05-22,44.362
2023-05-23,45.8585
2023-05-24,44.7305
2023-05-25,42.3523
2023-05-26,41.92
2023-05-27,41.92
2023-05-28,41.92
2023-05-29,41.92
2023-05-30,41.7364
2023-05-31,43.3286
2023-06-01,42.6671
2023-06-02,43.7642
2023-06-03,43.7642
2023-06-04,43.7642
2023-06-05,45.2606
2023-06-06,44.2936
2023-06-07,47.2824
2023-06-08,46.3664
2023-06-09,46.1462
2023-06-10,46.1462
2023-06-11,46.1462
2023-06-12,45.3881
2023-06-13,44.8944
2023-06-14,46.6411
2023-06-15,50.2122
2023-06-16,52.0614
2023-06-17,52.0614
2023-06-18,52.0614
2023-06-19,52.0614
2023-06-20,49.7575
2023-06-21,50.5759
2023-06-22,48.7866
2023-06-23,45.7544
2023-06-24,45.7544
2023-06-25,45.7544
2023-06-26,49.1689
2023-06-27,50.3242
2023-06-28,47.0913
2023-06-29,47.1874
2023-06-30,50.1403
2023-07-01,50.1403
2023-07-02,50.1403
2023-07-03,51.5201
2023-07-04,51.5201
2023-07-05,53.3716
2023-07-06,51.3885
2023-07-07,50.9225
2023-07-08,50.9225
2023-07-09,50.9225
2023-07-10,51.0144
2023-07-11,54.2496
2023-07-12,55.6606
2023-07-13,56.1949
2023-07-14,55.3457
2023-07-15,55.3457
2023-07-16,55.3457
2023-07-17,54.0776
2023-07-18,51.5329
2023-07-19,52.5944
2023-07-20,54.8198
2023-07-21,57.0712
2023-07-22,57.0712
2023-07-23,57.0712
2023-07-24,58.1888
2023-07-25,58.9392
2023-07-26,59.649
2023-07-27,53.1072
2023-07-28,51.8732
2023-07-29,51.8732
2023-07-30,51.8732
2023-07-31,52.5747
2023-08-01,50.7109
2023-08-02,50.8495
2023-08-03,46.353
2023-08-04,44.0176
2023-08-05,44.0176
2023-08-06,44.0176
2023-08-07,44.268
2023-08-08,44.8296
2023-08-09,45.7044
2023-08-10,45.4413
2023-08-11,47.1206
2023-08-12,47.1206
2023-08-13,47.1206
2023-08-14,46.7918
2023-08-15,44.541
2023-08-16,45.753
2023-08-17,46.5765
2023-08-18,46.8547
2023-08-19,46.8547
2023-08-20,46.8547
2023-08-21,45.5302
2023-08-22,47.022
2023-08-23,48.427
2023-08-24,47.5401
2023-08-25,48.7955
2023-08-26,48.7955
2023-08-27,48.7955
2023-08-28,48.5225
2023-08-29,49.9703
2023-08-30,49.5093
2023-08-31,47.7989
2023-09-01,47.0699
2023-09-02,47.0699
2023-09-03,47.0699
2023-09-04,47.0699
2023-09-05,44.4789
2023-09-06,46.6923
2023-09-07,50.8078
2023-09-08,50.863
2023-09-09,50.863
2023-09-10,50.863
2023-09-11,50.863
2023-09-12,50.741
2023-09-13,53.9949
2023-09-14,57.6037
2023-09-15,56.3794
2023-09-16,56.3794
2023-09-17,56.3794
2023-09-18,55.3545
2023-09-19,52.7505
2023-09-20,51.3233
2023-09-21,49.2003
2023-09-22,47.8177
2023-09-23,47.8177
2023-09-24,47.8177
2023-09-25,48.3582
2023-09-26,42.5352
2023-09-27,40.9816
2023-09-28,37.2789
2023-09-29,36.9411
2023-09-30,36.9411
2023-10-01,36.9411
2023-10-02,32.8983
2023-10-03,35.6163
2023-10-04,37.7504
2023-10-05,37.7504
2023-10-06,41.6055
2023-10-07,41.6055
2023-10-08,41.6055
2023-10-09,44.8737
2023-10-10,47.706
2023-10-11,51.1108
2023-10-12,50.177
2023-10-13,50.7094
2023-10-14,50.7094
2023-10-15,50.7094
2023-10-16,51.6884
2023-10-17,51.1628
2023-10-18,50.4392
2023-10-19,49.7597
2023-10-20,47.5358
2023-10-21,47.5358
2023-10-22,47.5358
2023-10-23,43.6696
2023-10-24,45.9921
2023-10-25,46.6842
2023-10-26,47.4309
2023-10-27,44.347
2023-10-28,44.347
2023-10-29,44.347
2023-10-30,44.4508
2023-10-31,46.9578
2023-11-01,49.7809
2023-11-02,54.7244
2023-11-03,54.0656
2023-11-04,54.0656
2023-11-05,54.0656
2023-11-06,51.5876
2023-11-07,50.3497
2023-11-08,49.6456
2023-11-09,48.207
2023-11-10,49.0402
2023-11-11,49.0402
2023-11-12,49.0402
2023-11-13,46.3411
2023-11-14,51.4358
2023-11-15,51.7653
2023-11-16,50.9164
2023-11-17,48.6156
2023-11-18,48.6156
2023-11-19,48.6156
2023-11-20,49.1981
2023-11-21,48.3263
2023-11-22,48.2378
2023-11-23,48.2378
2023-11-24,49.8056
2023-11-25,49.8056
2023-11-26,49.8056
2023-11-27,49.5703
2023-11-28,49.6687
2023-11-29,46.087
2023-11-30,46.7066
2023-12-01,49.1258
2023-12-02,49.1258
2023-12-03,49.1258
2023-12-04,47.9072
2023-12-05,46.8438
2023-12-06,51.2708
2023-12-07,50.9333
2023-12-08,50.2971
2023-12-09,50.2971
2023-12-10,50.2971
2023-12-11,51.7828
2023-12-12,51.3728
2023-12-13,58.0691
2023-12-14,45.2575
2023-12-15,38.4374
2023-12-16,38.4374
2023-12-17,38.4374
2023-12-18,36.0146
2023-12-19,39.6472
2023-12-20,38.2434
2023-12-21,39.2083
2023-12-22,39.918
2023-12-23,39.918
2023-12-24,39.918
2023-12-25,39.918
2023-12-26,40.9316
2023-12-27,40.6166
2023-12-28,42.3011
2023-12-29,42.4929
2023-12-30,42.4929
2023-12-31,42.4929
2024-01-01,42.4929
2024-01-02,44.662
2024-01-03,43.7926
2024-01-04,43.3114
2024-01-05,44.4558
2024-01-06,44.4558
2024-01-07,44.4558
2024-01-08,45.9351
2024-01-09,45.1173
2024-01-10,45.9142
2024-01-11,44.4778
2024-01-12,44.014
2024-01-13,44.014
2024-01-14,44.014
2024-01-15,44.014
2024-01-16,42.7941
2024-01-17,42.4324
2024-01-18,41.4762
2024-01-19,40.6272
2024-01-20,40.6272
2024-01-21,40.6272
2024-01-22,40.0402
2024-01-23,39.6778
2024-01-24,37.5369
2024-01-25,41.5311
2024-01-26,42.0454
2024-01-27,42.0454
2024-01-28,42.0454
2024-01-29,43.3573
2024-01-30,42.5041
2024-01-31,41.6562
2024-02-01,42.6911
2024-02-02,40.33
2024-02-03,40.33
2024-02-04,40.33
2024-02-05,37.9636
2024-02-06,39.4243
2024-02-07,40.3758
2024-02-08,39.2024
2024-02-09,39.6688
2024-02-10,39.6688
2024-02-11,39.6688
2024-02-12,42.4111
2024-02-13,41.7209
2024-02-14,41.4637
2024-02-15,45.1608
2024-02-16,45.4018
2024-02-17,45.4018
2024-02-18,45.4018
2024-02-19,45.4018
2024-02-20,44.6706
2024-02-21,51.3368
2024-02-22,50.5702
2024-02-23,50.9908
2024-02-24,50.9908
2024-02-25,50.9908
2024-02-26,48.8413
2024-02-27,51.3046
2024-02-28,49.5595
2024-02-29,49.7321
2024-03-01,49.8666
2024-03-02,49.8666
2024-03-03,49.8666
2024-03-04,52.9487
2024-03-05,53.2419
2024-03-06,54.903
2024-03-07,55.5563
2024-03-08,56.091
2024-03-09,56.091
2024-03-10,56.091
2024-03-11,57.0369
2024-03-12,56.0592
2024-03-13,55.9489
2024-03-14,53.6566
2024-03-15,53.1737
2024-03-16,53.1737
2024-03-17,53.1737
2024-03-18,53.7479
2024-03-19,54.7523
2024-03-20,53.3261
2024-03-21,55.5766
2024-03-22,53.6961
2024-03-23,53.6961
2024-03-24,53.6961
2024-03-25,54.4212
2024-03-26,52.7684
2024-03-27,56.3178
2024-03-28,57.4642
2024-03-29,57.4642
2024-03-30,57.4642
2024-03-31,57.4642
2024-04-01,55.4941
2024-04-02,57.0617
2024-04-03,54.9452
2024-04-04,54.9919
2024-04-05,55.5634
2024-04-06,55.5634
2024-04-07,55.5634
2024-04-08,57.6051
