,SKYW US Equity
2020-04-07,38.0582
2020-04-08,39.2009
2020-04-09,41.8361
2020-04-10,41.8361
2020-04-11,41.8361
2020-04-12,41.8361
2020-04-13,40.7779
2020-04-14,41.0998
2020-04-15,41.0648
2020-04-16,39.7624
2020-04-17,40.3203
2020-04-18,40.3203
2020-04-19,40.3203
2020-04-20,39.7951
2020-04-21,39.266
2020-04-22,38.6112
2020-04-23,40.2266
2020-04-24,41.3254
2020-04-25,41.3254
2020-04-26,41.3254
2020-04-27,42.8273
2020-04-28,45.1677
2020-04-29,47.759
2020-04-30,46.9873
2020-05-01,43.776
2020-05-02,43.776
2020-05-03,43.776
2020-05-04,42.9218
2020-05-05,41.8438
2020-05-06,41.189
2020-05-07,41.2585
2020-05-08,47.068
2020-05-09,47.068
2020-05-10,47.068
2020-05-11,45.7795
2020-05-12,44.0395
2020-05-13,42.4901
2020-05-14,41.7522
2020-05-15,42.8345
2020-05-16,42.8345
2020-05-17,42.8345
2020-05-18,45.921
2020-05-19,45.0902
2020-05-20,46.6807
2020-05-21,47.3611
2020-05-22,47.3611
2020-05-23,47.3611
2020-05-24,47.3611
2020-05-25,47.3611
2020-05-26,49.9403
2020-05-27,53.376
2020-05-28,51.7323
2020-05-29,51.129
2020-05-30,51.129
2020-05-31,51.129
2020-06-01,52.0733
2020-06-02,53.0407
2020-06-03,55.6537
2020-06-04,58.2825
2020-06-05,60.3033
2020-06-06,60.3033
2020-06-07,60.3033
2020-06-08,63.5475
2020-06-09,59.8929
2020-06-10,53.7136
2020-06-11,48.4099
2020-06-12,51.1866
2020-06-13,51.1866
2020-06-14,51.1866
2020-06-15,51.8153
2020-06-16,52.7379
2020-06-17,51.0293
2020-06-18,51.4343
2020-06-19,50.1708
2020-06-20,50.1708
2020-06-21,50.1708
2020-06-22,49.4857
2020-06-23,49.6947
2020-06-24,47.1056
2020-06-25,48.4978
2020-06-26,47.8983
2020-06-27,47.8983
2020-06-28,47.8983
2020-06-29,49.8732
2020-06-30,49.6682
2020-07-01,48.6131
2020-07-02,48.2367
2020-07-03,48.2367
2020-07-04,48.2367
2020-07-05,48.2367
2020-07-06,49.1818
2020-07-07,47.7616
2020-07-08,47.4496
2020-07-09,45.7364
2020-07-10,47.7484
2020-07-11,47.7484
2020-07-12,47.7484
2020-07-13,47.43
2020-07-14,47.8004
2020-07-15,50.1419
2020-07-16,48.7192
2020-07-17,48.0431
2020-07-18,48.0431
2020-07-19,48.0431
2020-07-20,46.6092
2020-07-21,46.5326
2020-07-22,46.2964
2020-07-23,46.9693
2020-07-24,46.1038
2020-07-25,46.1038
2020-07-26,46.1038
2020-07-27,46.4441
2020-07-28,47.353
2020-07-29,46.9078
2020-07-30,46.4449
2020-07-31,44.1577
2020-08-01,44.1577
2020-08-02,44.1577
2020-08-03,45.1254
2020-08-04,45.8134
2020-08-05,47.1836
2020-08-06,47.6534
2020-08-07,48.6127
2020-08-08,48.6127
2020-08-09,48.6127
2020-08-10,51.2672
2020-08-11,52.0707
2020-08-12,50.6401
2020-08-13,49.8646
2020-08-14,51.0674
2020-08-15,51.0674
2020-08-16,51.0674
2020-08-17,49.9651
2020-08-18,49.6052
2020-08-19,50.3874
2020-08-20,49.921
2020-08-21,48.8539
2020-08-22,48.8539
2020-08-23,48.8539
2020-08-24,53.2832
2020-08-25,52.8746
2020-08-26,51.8688
2020-08-27,54.5519
2020-08-28,55.46
2020-08-29,55.46
2020-08-30,55.46
2020-08-31,53.5163
2020-09-01,53.4376
2020-09-02,54.6257
2020-09-03,54.5086
2020-09-04,55.9733
2020-09-05,55.9733
2020-09-06,55.9733
2020-09-07,55.9733
2020-09-08,56.0012
2020-09-09,53.2923
2020-09-10,52.7642
2020-09-11,54.3638
2020-09-12,54.3638
2020-09-13,54.3638
2020-09-14,54.1847
2020-09-15,54.2159
2020-09-16,55.2253
2020-09-17,53.8625
2020-09-18,52.4297
2020-09-19,52.4297
2020-09-20,52.4297
2020-09-21,48.5453
2020-09-22,47.7993
2020-09-23,45.2271
2020-09-24,44.7168
2020-09-25,45.5639
2020-09-26,45.5639
2020-09-27,45.5639
2020-09-28,48.5656
2020-09-29,46.2995
2020-09-30,46.374
2020-10-01,48.0512
2020-10-02,49.7668
2020-10-03,49.7668
2020-10-04,49.7668
2020-10-05,49.4998
2020-10-06,47.8531
2020-10-07,49.3888
2020-10-08,49.4827
2020-10-09,50.0385
2020-10-10,50.0385
2020-10-11,50.0385
2020-10-12,48.7191
2020-10-13,47.2981
2020-10-14,47.9388
2020-10-15,47.8611
2020-10-16,47.6217
2020-10-17,47.6217
2020-10-18,47.6217
2020-10-19,47.9807
2020-10-20,48.8867
2020-10-21,47.642
2020-10-22,52.826
2020-10-23,54.4642
2020-10-24,54.4642
2020-10-25,54.4642
2020-10-26,49.7924
2020-10-27,46.4505
2020-10-28,43.2475
2020-10-29,45.9771
2020-10-30,45.7595
2020-10-31,45.7595
2020-11-01,45.7595
2020-11-02,45.2988
2020-11-03,46.727
2020-11-04,45.4981
2020-11-05,50.4094
2020-11-06,49.9675
2020-11-07,49.9675
2020-11-08,49.9675
2020-11-09,58.2885
2020-11-10,58.3969
2020-11-11,54.666
2020-11-12,52.4462
2020-11-13,56.0269
2020-11-14,56.0269
2020-11-15,56.0269
2020-11-16,57.7758
2020-11-17,58.6766
2020-11-18,59.8013
2020-11-19,60.554
2020-11-20,58.2955
2020-11-21,58.2955
2020-11-22,58.2955
2020-11-23,60.2443
2020-11-24,63.8723
2020-11-25,64.2496
2020-11-26,64.2496
2020-11-27,64.4841
2020-11-28,64.4841
2020-11-29,64.4841
2020-11-30,63.7759
2020-12-01,64.2052
2020-12-02,65.4855
2020-12-03,66.1713
2020-12-04,65.9132
2020-12-05,65.9132
2020-12-06,65.9132
2020-12-07,63.1126
2020-12-08,63.1126
2020-12-09,63.365
2020-12-10,64.2753
2020-12-11,60.8021
2020-12-12,60.8021
2020-12-13,60.8021
2020-12-14,60.6326
2020-12-15,62.3557
2020-12-16,60.3858
2020-12-17,59.5457
2020-12-18,55.8427
2020-12-19,55.8427
2020-12-20,55.8427
2020-12-21,53.5705
2020-12-22,53.1417
2020-12-23,54.7856
2020-12-24,54.3947
2020-12-25,54.3947
2020-12-26,54.3947
2020-12-27,54.3947
2020-12-28,54.679
2020-12-29,53.3433
2020-12-30,54.374
2020-12-31,53.956
2021-01-01,53.956
2021-01-02,53.956
2021-01-03,53.956
2021-01-04,49.3092
2021-01-05,51.0037
2021-01-06,55.1044
2021-01-07,55.2797
2021-01-08,54.6973
2021-01-09,54.6973
2021-01-10,54.6973
2021-01-11,53.5502
2021-01-12,55.6758
2021-01-13,56.2349
2021-01-14,58.3298
2021-01-15,54.8468
2021-01-16,54.8468
2021-01-17,54.8468
2021-01-18,54.8468
2021-01-19,55.7578
2021-01-20,56.8042
2021-01-21,54.7039
2021-01-22,55.5702
2021-01-23,55.5702
2021-01-24,55.5702
2021-01-25,53.0857
2021-01-26,51.1248
2021-01-27,49.6371
2021-01-28,52.4294
2021-01-29,48.8382
2021-01-30,48.8382
2021-01-31,48.8382
2021-02-01,49.7462
2021-02-02,50.0519
2021-02-03,53.5428
2021-02-04,57.5631
2021-02-05,55.1146
2021-02-06,55.1146
2021-02-07,55.1146
2021-02-08,58.542
2021-02-09,57.6062
2021-02-10,57.9336
2021-02-11,57.21
2021-02-12,57.9394
2021-02-13,57.9394
2021-02-14,57.9394
2021-02-15,57.9394
2021-02-16,61.3347
2021-02-17,64.4657
2021-02-18,65.6883
2021-02-19,67.6955
2021-02-20,67.6955
2021-02-21,67.6955
2021-02-22,69.8244
2021-02-23,72.8841
2021-02-24,71.8633
2021-02-25,65.3453
2021-02-26,65.8642
2021-02-27,65.8642
2021-02-28,65.8642
2021-03-01,66.0906
2021-03-02,64.5494
2021-03-03,65.1296
2021-03-04,62.791
2021-03-05,63.1025
2021-03-06,63.1025
2021-03-07,63.1025
2021-03-08,66.0341
2021-03-09,65.6013
2021-03-10,64.49
2021-03-11,64.713
2021-03-12,66.9667
2021-03-13,66.9667
2021-03-14,66.9667
2021-03-15,67.7597
2021-03-16,62.4073
2021-03-17,63.5019
2021-03-18,62.8764
2021-03-19,61.7405
2021-03-20,61.7405
2021-03-21,61.7405
2021-03-22,58.1618
2021-03-23,54.7703
2021-03-24,52.287
2021-03-25,54.6582
2021-03-26,56.2914
2021-03-27,56.2914
2021-03-28,56.2914
2021-03-29,53.8848
2021-03-30,56.2436
2021-03-31,54.6708
2021-04-01,55.3512
2021-04-02,55.3512
2021-04-03,55.3512
2021-04-04,55.3512
2021-04-05,55.363
2021-04-06,56.3724
2021-04-07,53.5711
2021-04-08,52.8985
2021-04-09,53.4644
2021-04-10,53.4644
2021-04-11,53.4644
2021-04-12,52.0386
2021-04-13,51.9499
2021-04-14,52.0063
2021-04-15,51.3056
2021-04-16,50.477
2021-04-17,50.477
2021-04-18,50.477
2021-04-19,48.6225
2021-04-20,45.4128
2021-04-21,48.9312
2021-04-22,48.0977
2021-04-23,50.1523
2021-04-24,50.1523
2021-04-25,50.1523
2021-04-26,50.7515
2021-04-27,50.1883
2021-04-28,49.241
2021-04-29,49.0865
2021-04-30,47.1128
2021-05-01,47.1128
2021-05-02,47.1128
2021-05-03,47.6696
2021-05-04,44.815
2021-05-05,46.4646
2021-05-06,46.8073
2021-05-07,47.3822
2021-05-08,47.3822
2021-05-09,47.3822
2021-05-10,46.0407
2021-05-11,44.775
2021-05-12,42.3929
2021-05-13,45.3633
2021-05-14,48.356
2021-05-15,48.356
2021-05-16,48.356
2021-05-17,48.5877
2021-05-18,47.7331
2021-05-19,47.3977
2021-05-20,45.858
2021-05-21,47.0683
2021-05-22,47.0683
2021-05-23,47.0683
2021-05-24,46.3537
2021-05-25,45.9437
2021-05-26,47.1998
2021-05-27,48.9371
2021-05-28,47.996
2021-05-29,47.996
2021-05-30,47.996
2021-05-31,47.996
2021-06-01,51.509
2021-06-02,49.4156
2021-06-03,48.2199
2021-06-04,46.4021
2021-06-05,46.4021
2021-06-06,46.4021
2021-06-07,46.6333
2021-06-08,48.9317
2021-06-09,47.7708
2021-06-10,45.5679
2021-06-11,47.7719
2021-06-12,47.7719
2021-06-13,47.7719
2021-06-14,46.2067
2021-06-15,45.5755
2021-06-16,45.3731
2021-06-17,43.9263
2021-06-18,42.7938
2021-06-19,42.7938
2021-06-20,42.7938
2021-06-21,45.127
2021-06-22,44.4451
2021-06-23,43.8623
2021-06-24,44.7875
2021-06-25,42.3954
2021-06-26,42.3954
2021-06-27,42.3954
2021-06-28,40.0699
2021-06-29,38.9497
2021-06-30,39.7038
2021-07-01,43.5576
2021-07-02,41.5341
2021-07-03,41.5341
2021-07-04,41.5341
2021-07-05,41.5341
2021-07-06,39.8617
2021-07-07,39.2816
2021-07-08,38.1191
2021-07-09,41.5613
2021-07-10,41.5613
2021-07-11,41.5613
2021-07-12,41.4046
2021-07-13,39.4792
2021-07-14,39.6418
2021-07-15,40.0464
2021-07-16,36.6794
2021-07-17,36.6794
2021-07-18,36.6794
2021-07-19,33.7804
2021-07-20,39.6686
2021-07-21,41.5357
2021-07-22,40.2336
2021-07-23,39.6393
2021-07-24,39.6393
2021-07-25,39.6393
2021-07-26,42.2852
2021-07-27,41.4975
2021-07-28,42.9432
2021-07-29,44.3849
2021-07-30,42.7103
2021-07-31,42.7103
2021-08-01,42.7103
2021-08-02,42.0118
2021-08-03,41.7203
2021-08-04,40.8408
2021-08-05,44.1526
2021-08-06,44.792
2021-08-07,44.792
2021-08-08,44.792
2021-08-09,43.1913
2021-08-10,46.3601
2021-08-11,48.3039
2021-08-12,47.3548
2021-08-13,46.8085
2021-08-14,46.8085
2021-08-15,46.8085
2021-08-16,47.5753
2021-08-17,46.8039
2021-08-18,45.7086
2021-08-19,42.8392
2021-08-20,44.0218
2021-08-21,44.0218
2021-08-22,44.0218
2021-08-23,46.9046
2021-08-24,51.5403
2021-08-25,57.7594
2021-08-26,56.0521
2021-08-27,58.0594
2021-08-28,58.0594
2021-08-29,58.0594
2021-08-30,53.9688
2021-08-31,54.6696
2021-09-01,53.6352
2021-09-02,54.1142
2021-09-03,52.7919
2021-09-04,52.7919
2021-09-05,52.7919
2021-09-06,52.7919
2021-09-07,53.28
2021-09-08,50.9252
2021-09-09,52.0859
2021-09-10,48.7275
2021-09-11,48.7275
2021-09-12,48.7275
2021-09-13,52.7172
2021-09-14,51.5205
2021-09-15,51.7533
2021-09-16,52.77
2021-09-17,53.9438
2021-09-18,53.9438
2021-09-19,53.9438
2021-09-20,54.0526
2021-09-21,51.3968
2021-09-22,54.3299
2021-09-23,56.9729
2021-09-24,58.4726
2021-09-25,58.4726
2021-09-26,58.4726
2021-09-27,59.9556
2021-09-28,57.9827
2021-09-29,58.494
2021-09-30,56.2575
2021-10-01,59.7592
2021-10-02,59.7592
2021-10-03,59.7592
2021-10-04,59.7592
2021-10-05,60.0058
2021-10-06,59.1376
2021-10-07,57.5901
2021-10-08,58.3185
2021-10-09,58.3185
2021-10-10,58.3185
2021-10-11,57.3004
2021-10-12,57.7641
2021-10-13,54.7863
2021-10-14,55.389
2021-10-15,53.9978
2021-10-16,53.9978
2021-10-17,53.9978
2021-10-18,52.6867
2021-10-19,51.1011
2021-10-20,49.3277
2021-10-21,50.6963
2021-10-22,48.8054
2021-10-23,48.8054
2021-10-24,48.8054
2021-10-25,49.3504
2021-10-26,49.0338
2021-10-27,46.6489
2021-10-28,47.7919
2021-10-29,42.8143
2021-10-30,42.8143
2021-10-31,42.8143
2021-11-01,44.1427
2021-11-02,45.1415
2021-11-03,47.3052
2021-11-04,46.7383
2021-11-05,54.2645
2021-11-06,54.2645
2021-11-07,54.2645
2021-11-08,55.7702
2021-11-09,54.9447
2021-11-10,54.0979
2021-11-11,53.6331
2021-11-12,51.2294
2021-11-13,51.2294
2021-11-14,51.2294
2021-11-15,51.1037
2021-11-16,48.5185
2021-11-17,47.8878
2021-11-18,46.7493
2021-11-19,44.0642
2021-11-20,44.0642
2021-11-21,44.0642
2021-11-22,45.6402
2021-11-23,45.8157
2021-11-24,45.2781
2021-11-25,45.2781
2021-11-26,40.4179
2021-11-27,40.4179
2021-11-28,40.4179
2021-11-29,40.2207
2021-11-30,37.8332
2021-12-01,35.7389
2021-12-02,40.644
2021-12-03,39.2923
2021-12-04,39.2923
2021-12-05,39.2923
2021-12-06,44.3773
2021-12-07,43.9812
2021-12-08,45.5081
2021-12-09,44.1089
2021-12-10,43.6046
2021-12-11,43.6046
2021-12-12,43.6046
2021-12-13,41.4009
2021-12-14,41.814
2021-12-15,39.9343
2021-12-16,38.8775
2021-12-17,40.5444
2021-12-18,40.5444
2021-12-19,40.5444
2021-12-20,39.9739
2021-12-21,45.3397
2021-12-22,45.1096
2021-12-23,46.5993
2021-12-24,46.5993
2021-12-25,46.5993
2021-12-26,46.5993
2021-12-27,45.9767
2021-12-28,45.7761
2021-12-29,44.7961
2021-12-30,43.7504
2021-12-31,43.5955
2022-01-01,43.5955
2022-01-02,43.5955
2022-01-03,46.1015
2022-01-04,48.452
2022-01-05,46.6
2022-01-06,46.7517
2022-01-07,47.58
2022-01-08,47.58
2022-01-09,47.58
2022-01-10,47.174
2022-01-11,48.1101
2022-01-12,45.8565
2022-01-13,48.8281
2022-01-14,48.6634
2022-01-15,48.6634
2022-01-16,48.6634
2022-01-17,48.6634
2022-01-18,47.3599
2022-01-19,46.2058
2022-01-20,45.0523
2022-01-21,42.5982
2022-01-22,42.5982
2022-01-23,42.5982
2022-01-24,43.0189
2022-01-25,43.0644
2022-01-26,42.1941
2022-01-27,41.483
2022-01-28,40.7551
2022-01-29,40.7551
2022-01-30,40.7551
2022-01-31,43.4204
2022-02-01,45.7817
2022-02-02,45.0195
2022-02-03,43.5023
2022-02-04,31.8602
2022-02-05,31.8602
2022-02-06,31.8602
2022-02-07,35.8553
2022-02-08,38.5483
2022-02-09,39.2556
2022-02-10,38.9175
2022-02-11,37.8555
2022-02-12,37.8555
2022-02-13,37.8555
2022-02-14,37.1643
2022-02-15,39.4516
2022-02-16,39.1488
2022-02-17,37.0637
2022-02-18,36.2549
2022-02-19,36.2549
2022-02-20,36.2549
2022-02-21,36.2549
2022-02-22,35.2071
2022-02-23,33.6684
2022-02-24,35.3175
2022-02-25,36.1711
2022-02-26,36.1711
2022-02-27,36.1711
2022-02-28,35.0902
2022-03-01,32.7973
2022-03-02,35.5974
2022-03-03,34.8924
2022-03-04,33.4641
2022-03-05,33.4641
2022-03-06,33.4641
2022-03-07,30.7647
2022-03-08,35.8683
2022-03-09,37.2629
2022-03-10,36.2548
2022-03-11,36.3948
2022-03-12,36.3948
2022-03-13,36.3948
2022-03-14,36.1484
2022-03-15,37.9287
2022-03-16,41.4996
2022-03-17,42.2921
2022-03-18,42.0815
2022-03-19,42.0815
2022-03-20,42.0815
2022-03-21,41.4971
2022-03-22,42.682
2022-03-23,41.748
2022-03-24,42.6141
2022-03-25,42.9068
2022-03-26,42.9068
2022-03-27,42.9068
2022-03-28,43.3974
2022-03-29,44.5757
2022-03-30,44.0753
2022-03-31,44.4755
2022-04-01,45.0631
2022-04-02,45.0631
2022-04-03,45.0631
2022-04-04,44.5937
2022-04-05,43.9497
2022-04-06,43.0233
2022-04-07,43.4511
2022-04-08,42.5186
2022-04-09,42.5186
2022-04-10,42.5186
2022-04-11,43.6906
2022-04-12,44.7522
2022-04-13,47.0446
2022-04-14,47.0945
2022-04-15,47.0945
2022-04-16,47.0945
2022-04-17,47.0945
2022-04-18,46.5723
2022-04-19,49.7312
2022-04-20,50.3339
2022-04-21,54.0709
2022-04-22,50.997
2022-04-23,50.997
2022-04-24,50.997
2022-04-25,50.7152
2022-04-26,47.6506
2022-04-27,45.0632
2022-04-28,46.7283
2022-04-29,46.7525
2022-04-30,46.7525
2022-05-01,46.7525
2022-05-02,46.447
2022-05-03,45.5021
2022-05-04,46.0042
2022-05-05,44.2294
2022-05-06,42.0279
2022-05-07,42.0279
2022-05-08,42.0279
2022-05-09,39.4545
2022-05-10,41.2996
2022-05-11,41.2209
2022-05-12,39.9787
2022-05-13,41.8769
2022-05-14,41.8769
2022-05-15,41.8769
2022-05-16,40.8246
2022-05-17,44.7725
2022-05-18,43.1081
2022-05-19,42.3547
2022-05-20,40.4949
2022-05-21,40.4949
2022-05-22,40.4949
2022-05-23,40.838
2022-05-24,38.1103
2022-05-25,39.1325
2022-05-26,42.0735
2022-05-27,45.8229
2022-05-28,45.8229
2022-05-29,45.8229
2022-05-30,45.8229
2022-05-31,46.8365
2022-06-01,46.5508
2022-06-02,45.7733
2022-06-03,45.5261
2022-06-04,45.5261
2022-06-05,45.5261
2022-06-06,46.6108
2022-06-07,47.7675
2022-06-08,45.6045
2022-06-09,42.9304
2022-06-10,39.8723
2022-06-11,39.8723
2022-06-12,39.8723
2022-06-13,37.036
2022-06-14,36.8824
2022-06-15,38.1504
2022-06-16,34.88
2022-06-17,37.0107
2022-06-18,37.0107
2022-06-19,37.0107
2022-06-20,37.0107
2022-06-21,36.6254
2022-06-22,37.6185
2022-06-23,37.2808
2022-06-24,41.2981
2022-06-25,41.2981
2022-06-26,41.2981
2022-06-27,40.1208
2022-06-28,39.5378
2022-06-29,38.8594
2022-06-30,39.219
2022-07-01,41.4742
2022-07-02,41.4742
2022-07-03,41.4742
2022-07-04,41.4742
2022-07-05,41.3489
2022-07-06,39.9144
2022-07-07,40.008
2022-07-08,39.8155
2022-07-09,39.8155
2022-07-10,39.8155
2022-07-11,38.9326
2022-07-12,41.922
2022-07-13,41.7154
2022-07-14,41.0868
2022-07-15,42.1226
2022-07-16,42.1226
2022-07-17,42.1226
2022-07-18,42.393
2022-07-19,45.0171
2022-07-20,45.7612
2022-07-21,43.3595
2022-07-22,42.647
2022-07-23,42.647
2022-07-24,42.647
2022-07-25,43.2669
2022-07-26,41.7622
2022-07-27,45.0674
2022-07-28,46.3025
2022-07-29,51.1737
2022-07-30,51.1737
2022-07-31,51.1737
2022-08-01,51.7844
2022-08-02,50.8278
2022-08-03,53.415
2022-08-04,52.4631
2022-08-05,51.6039
2022-08-06,51.6039
2022-08-07,51.6039
2022-08-08,52.0967
2022-08-09,47.3446
2022-08-10,49.5768
2022-08-11,49.4626
2022-08-12,50.7816
2022-08-13,50.7816
2022-08-14,50.7816
2022-08-15,51.907
2022-08-16,52.3119
2022-08-17,48.6497
2022-08-18,48.2741
2022-08-19,45.1662
2022-08-20,45.1662
2022-08-21,45.1662
2022-08-22,43.1641
2022-08-23,42.962
2022-08-24,43.2711
2022-08-25,45.6733
2022-08-26,44.7619
2022-08-27,44.7619
2022-08-28,44.7619
2022-08-29,44.1271
2022-08-30,44.831
2022-08-31,43.4988
2022-09-01,43.1601
2022-09-02,42.1969
2022-09-03,42.1969
2022-09-04,42.1969
2022-09-05,42.1969
2022-09-06,41.6874
2022-09-07,43.9435
2022-09-08,40.8694
2022-09-09,40.9087
2022-09-10,40.9087
2022-09-11,40.9087
2022-09-12,42.2562
2022-09-13,38.6371
2022-09-14,38.5865
2022-09-15,37.2724
2022-09-16,35.356
2022-09-17,35.356
2022-09-18,35.356
2022-09-19,36.1205
2022-09-20,35.4696
2022-09-21,33.6792
2022-09-22,33.3177
2022-09-23,32.7048
2022-09-24,32.7048
2022-09-25,32.7048
2022-09-26,31.2092
2022-09-27,33.8773
2022-09-28,35.9595
2022-09-29,34.9188
2022-09-30,34.4629
2022-10-01,34.4629
2022-10-02,34.4629
2022-10-03,35.4268
2022-10-04,40.1533
2022-10-05,40.1948
2022-10-06,40.7058
2022-10-07,39.5692
2022-10-08,39.5692
2022-10-09,39.5692
2022-10-10,40.2332
2022-10-11,40.0511
2022-10-12,41.2881
2022-10-13,41.6571
2022-10-14,41.9403
2022-10-15,41.9403
2022-10-16,41.9403
2022-10-17,42.0373
2022-10-18,44.0672
2022-10-19,41.9331
2022-10-20,41.5451
2022-10-21,42.199
2022-10-22,42.199
2022-10-23,42.199
2022-10-24,44.2343
2022-10-25,46.8324
2022-10-26,46.0655
2022-10-27,47.6524
2022-10-28,43.4158
2022-10-29,43.4158
2022-10-30,43.4158
2022-10-31,43.3792
2022-11-01,43.625
2022-11-02,41.7857
2022-11-03,41.6744
2022-11-04,43.39
2022-11-05,43.39
2022-11-06,43.39
2022-11-07,44.5657
2022-11-08,41.6117
2022-11-09,41.0927
2022-11-10,46.2905
2022-11-11,47.4777
2022-11-12,47.4777
2022-11-13,47.4777
2022-11-14,46.4163
2022-11-15,46.4163
2022-11-16,44.729
2022-11-17,44.1219
2022-11-18,46.7629
2022-11-19,46.7629
2022-11-20,46.7629
2022-11-21,46.1666
2022-11-22,44.8976
2022-11-23,46.4212
2022-11-24,46.4212
2022-11-25,48.0074
2022-11-26,48.0074
2022-11-27,48.0074
2022-11-28,47.2833
2022-11-29,49.3575
2022-11-30,49.9396
2022-12-01,48.1273
2022-12-02,48.3823
2022-12-03,48.3823
2022-12-04,48.3823
2022-12-05,49.4616
2022-12-06,50.2306
2022-12-07,47.8696
2022-12-08,47.2827
2022-12-09,48.7981
2022-12-10,48.7981
2022-12-11,48.7981
2022-12-12,51.0344
2022-12-13,50.3467
2022-12-14,52.0437
2022-12-15,48.1728
2022-12-16,42.1229
2022-12-17,42.1229
2022-12-18,42.1229
2022-12-19,40.5428
2022-12-20,39.063
2022-12-21,38.5307
2022-12-22,38.3505
2022-12-23,38.2764
2022-12-24,38.2764
2022-12-25,38.2764
2022-12-26,38.2764
2022-12-27,37.1266
2022-12-28,35.6267
2022-12-29,41.8735
2022-12-30,44.7494
2022-12-31,44.7494
2023-01-01,44.7494
2023-01-02,44.7494
2023-01-03,44.4246
2023-01-04,48.8865
2023-01-05,49.8713
2023-01-06,52.861
2023-01-07,52.861
2023-01-08,52.861
2023-01-09,54.0753
2023-01-10,55.765
2023-01-11,56.872
2023-01-12,59.4085
2023-01-13,60.7724
2023-01-14,60.7724
2023-01-15,60.7724
2023-01-16,60.7724
2023-01-17,57.5234
2023-01-18,56.2316
2023-01-19,56.3817
2023-01-20,56.6509
2023-01-21,56.6509
2023-01-22,56.6509
2023-01-23,58.3962
2023-01-24,57.0531
2023-01-25,57.3264
2023-01-26,57.8811
2023-01-27,58.9072
2023-01-28,58.9072
2023-01-29,58.9072
2023-01-30,57.1887
2023-01-31,60.3178
2023-02-01,58.4095
2023-02-02,63.4657
2023-02-03,49.3698
2023-02-04,49.3698
2023-02-05,49.3698
2023-02-06,49.2351
2023-02-07,49.8017
2023-02-08,51.6173
2023-02-09,51.3954
2023-02-10,50.9798
2023-02-11,50.9798
2023-02-12,50.9798
2023-02-13,52.8446
2023-02-14,56.1314
2023-02-15,56.6679
2023-02-16,54.7527
2023-02-17,55.6436
2023-02-18,55.6436
2023-02-19,55.6436
2023-02-20,55.6436
2023-02-21,51.2729
2023-02-22,51.7929
2023-02-23,53.6683
2023-02-24,52.6663
2023-02-25,52.6663
2023-02-26,52.6663
2023-02-27,49.7122
2023-02-28,50.0023
2023-03-01,50.7735
2023-03-02,54.9496
2023-03-03,55.9942
2023-03-04,55.9942
2023-03-05,55.9942
2023-03-06,53.3569
2023-03-07,55.9751
2023-03-08,56.5826
2023-03-09,53.025
2023-03-10,50.4089
2023-03-11,50.4089
2023-03-12,50.4089
2023-03-13,48.9758
2023-03-14,51.1156
2023-03-15,46.9467
2023-03-16,47.1509
2023-03-17,45.4613
2023-03-18,45.4613
2023-03-19,45.4613
