,GLW US Equity
2023-03-20,46.6071
2023-03-21,48.3828
2023-03-22,45.2018
2023-03-23,44.8292
2023-03-24,45.6301
2023-03-25,45.6301
2023-03-26,45.6301
2023-03-27,47.6971
2023-03-28,48.5072
2023-03-29,51.6449
2023-03-30,53.3161
2023-03-31,54.9276
2023-04-01,54.9276
2023-04-02,54.9276
2023-04-03,53.5556
2023-04-04,51.4604
2023-04-05,50.7884
2023-04-06,50.1508
2023-04-07,50.1508
2023-04-08,50.1508
2023-04-09,50.1508
2023-04-10,53.1189
2023-04-11,53.4863
2023-04-12,52.4657
2023-04-13,53.1971
2023-04-14,52.5369
2023-04-15,52.5369
2023-04-16,52.5369
2023-04-17,52.3576
2023-04-18,51.2718
2023-04-19,49.0784
2023-04-20,48.9916
2023-04-21,47.3471
2023-04-22,47.3471
2023-04-23,47.3471
2023-04-24,47.6342
2023-04-25,44.4186
2023-04-26,41.9459
2023-04-27,44.4556
2023-04-28,46.6543
2023-04-29,46.6543
2023-04-30,46.6543
2023-05-01,46.2114
2023-05-02,43.7878
2023-05-03,40.8561
2023-05-04,39.8464
2023-05-05,40.4051
2023-05-06,40.4051
2023-05-07,40.4051
2023-05-08,40.3698
2023-05-09,39.2709
2023-05-10,39.9797
2023-05-11,38.8608
2023-05-12,38.9178
2023-05-13,38.9178
2023-05-14,38.9178
2023-05-15,40.1313
2023-05-16,38.011
2023-05-17,39.1201
2023-05-18,41.7857
2023-05-19,41.9535
2023-05-20,41.9535
2023-05-21,41.9535
2023-05-22,42.9739
2023-05-23,40.0223
2023-05-24,44.1533
2023-05-25,42.2141
2023-05-26,44.7255
2023-05-27,44.7255
2023-05-28,44.7255
2023-05-29,44.7255
2023-05-30,44.3559
2023-05-31,42.9289
2023-06-01,43.2526
2023-06-02,46.5957
2023-06-03,46.5957
2023-06-04,46.5957
2023-06-05,44.6403
2023-06-06,45.8164
2023-06-07,48.8007
2023-06-08,47.8619
2023-06-09,52.7838
2023-06-10,52.7838
2023-06-11,52.7838
2023-06-12,52.9925
2023-06-13,53.6703
2023-06-14,54.7254
2023-06-15,57.1485
2023-06-16,63.8527
2023-06-17,63.8527
2023-06-18,63.8527
2023-06-19,63.8527
2023-06-20,59.3154
2023-06-21,57.1912
2023-06-22,57.2901
2023-06-23,54.7184
2023-06-24,54.7184
2023-06-25,54.7184
2023-06-26,55.6948
2023-06-27,57.5546
2023-06-28,57.854
2023-06-29,57.5275
2023-06-30,58.6654
2023-07-01,58.6654
2023-07-02,58.6654
2023-07-03,59.0778
2023-07-04,59.0778
2023-07-05,58.177
2023-07-06,56.5421
2023-07-07,56.7327
2023-07-08,56.7327
2023-07-09,56.7327
2023-07-10,57.9535
2023-07-11,59.3621
2023-07-12,59.9466
2023-07-13,60.8921
2023-07-14,50.2299
2023-07-15,50.2299
2023-07-16,50.2299
2023-07-17,50.3889
2023-07-18,50.5116
2023-07-19,50.3827
2023-07-20,48.6282
2023-07-21,48.7632
2023-07-22,48.7632
2023-07-23,48.7632
2023-07-24,48.631
2023-07-25,52.2486
2023-07-26,53.9068
2023-07-27,51.1941
2023-07-28,50.9693
2023-07-29,50.9693
2023-07-30,50.9693
2023-07-31,51.7584
2023-08-01,50.8183
2023-08-02,51.1396
2023-08-03,49.9814
2023-08-04,47.7888
2023-08-05,47.7888
2023-08-06,47.7888
2023-08-07,47.8392
2023-08-08,46.5389
2023-08-09,45.3103
2023-08-10,45.8579
2023-08-11,44.7908
2023-08-12,44.7908
2023-08-13,44.7908
2023-08-14,44.4651
2023-08-15,42.3268
2023-08-16,41.7088
2023-08-17,43.4181
2023-08-18,44.1443
2023-08-19,44.1443
2023-08-20,44.1443
2023-08-21,43.4237
2023-08-22,43.229
2023-08-23,44.766
2023-08-24,43.497
2023-08-25,46.5087
2023-08-26,46.5087
2023-08-27,46.5087
2023-08-28,47.8273
2023-08-29,49.2965
2023-08-30,50.1173
2023-08-31,50.4728
2023-09-01,50.715
2023-09-02,50.715
2023-09-03,50.715
2023-09-04,50.715
2023-09-05,46.8079
2023-09-06,44.962
2023-09-07,43.1996
2023-09-08,42.4403
2023-09-09,42.4403
2023-09-10,42.4403
2023-09-11,40.7606
2023-09-12,43.2221
2023-09-13,42.5614
2023-09-14,44.0583
2023-09-15,42.7487
2023-09-16,42.7487
2023-09-17,42.7487
2023-09-18,45.0468
2023-09-19,47.0515
2023-09-20,45.608
2023-09-21,43.2832
2023-09-22,43.5538
2023-09-23,43.5538
2023-09-24,43.5538
2023-09-25,42.2505
2023-09-26,38.2272
2023-09-27,37.9633
2023-09-28,39.826
2023-09-29,40.8853
2023-09-30,40.8853
2023-10-01,40.8853
2023-10-02,39.6342
2023-10-03,38.7381
2023-10-04,39.1128
2023-10-05,37.2729
2023-10-06,36.8136
2023-10-07,36.8136
2023-10-08,36.8136
2023-10-09,36.168
2023-10-10,35.299
2023-10-11,34.6197
2023-10-12,30.671
2023-10-13,29.9425
2023-10-14,29.9425
2023-10-15,29.9425
2023-10-16,33.7667
2023-10-17,32.9357
2023-10-18,30.7372
2023-10-19,30.1376
2023-10-20,29.2352
2023-10-21,29.2352
2023-10-22,29.2352
2023-10-23,28.4226
2023-10-24,28.1862
2023-10-25,27.9117
2023-10-26,29.248
2023-10-27,28.0297
2023-10-28,28.0297
2023-10-29,28.0297
2023-10-30,28.6626
2023-10-31,29.5778
2023-11-01,29.1904
2023-11-02,35.4842
2023-11-03,39.7183
2023-11-04,39.7183
2023-11-05,39.7183
2023-11-06,38.7147
2023-11-07,37.5464
2023-11-08,36.8109
2023-11-09,35.725
2023-11-10,40.3515
2023-11-11,40.3515
2023-11-12,40.3515
2023-11-13,40.6414
2023-11-14,45.6916
2023-11-15,48.6824
2023-11-16,47.0796
2023-11-17,47.6939
2023-11-18,47.6939
2023-11-19,47.6939
2023-11-20,46.63
2023-11-21,45.6323
2023-11-22,45.9645
2023-11-23,45.9645
2023-11-24,46.2364
2023-11-25,46.2364
2023-11-26,46.2364
2023-11-27,44.3327
2023-11-28,43.7121
2023-11-29,46.9262
2023-11-30,48.7047
2023-12-01,50.9106
2023-12-02,50.9106
2023-12-03,50.9106
2023-12-04,51.035
2023-12-05,48.4911
2023-12-06,50.593
2023-12-07,51.9453
2023-12-08,52.5559
2023-12-09,52.5559
2023-12-10,52.5559
2023-12-11,54.8696
2023-12-12,54.2382
2023-12-13,55.8162
2023-12-14,60.4649
2023-12-15,59.6623
2023-12-16,59.6623
2023-12-17,59.6623
2023-12-18,57.0964
2023-12-19,58.5314
2023-12-20,54.3039
2023-12-21,56.5212
2023-12-22,56.7735
2023-12-23,56.7735
2023-12-24,56.7735
2023-12-25,56.7735
2023-12-26,57.8858
2023-12-27,58.439
2023-12-28,58.7953
2023-12-29,57.4844
2023-12-30,57.4844
2023-12-31,57.4844
2024-01-01,57.4844
2024-01-02,57.7012
2024-01-03,55.0858
2024-01-04,55.9465
2024-01-05,57.5726
2024-01-06,57.5726
2024-01-07,57.5726
2024-01-08,61.3857
2024-01-09,56.2916
2024-01-10,56.7996
2024-01-11,57.0578
2024-01-12,56.087
2024-01-13,56.087
2024-01-14,56.087
2024-01-15,56.087
2024-01-16,53.5295
2024-01-17,51.1789
2024-01-18,52.9689
2024-01-19,54.5267
2024-01-20,54.5267
2024-01-21,54.5267
2024-01-22,55.5068
2024-01-23,53.3905
2024-01-24,53.7892
2024-01-25,56.2765
2024-01-26,56.4919
2024-01-27,56.4919
2024-01-28,56.4919
2024-01-29,58.0417
2024-01-30,67.045
2024-01-31,61.8709
2024-02-01,59.5241
2024-02-02,60.1496
2024-02-03,60.1496
2024-02-04,60.1496
2024-02-05,58.7411
2024-02-06,58.8656
2024-02-07,57.3725
2024-02-08,57.0135
2024-02-09,58.4048
2024-02-10,58.4048
2024-02-11,58.4048
2024-02-12,59.0243
2024-02-13,53.7045
2024-02-14,55.854
2024-02-15,57.082
2024-02-16,56.3866
2024-02-17,56.3866
2024-02-18,56.3866
2024-02-19,56.3866
2024-02-20,58.0604
2024-02-21,57.8188
2024-02-22,59.7261
2024-02-23,59.7261
2024-02-24,59.7261
2024-02-25,59.7261
2024-02-26,58.5667
2024-02-27,58.0487
2024-02-28,57.6496
2024-02-29,58.3894
2024-03-01,59.4163
2024-03-02,59.4163
2024-03-03,59.4163
2024-03-04,63.5383
2024-03-05,57.7924
2024-03-06,59.139
2024-03-07,57.8457
2024-03-08,58.3394
2024-03-09,58.3394
2024-03-10,58.3394
2024-03-11,59.1933
2024-03-12,59.1273
2024-03-13,58.0561
2024-03-14,56.7272
2024-03-15,56.5932
2024-03-16,56.5932
2024-03-17,56.5932
2024-03-18,55.3752
2024-03-19,56.5574
2024-03-20,57.1971
2024-03-21,59.5589
2024-03-22,55.6891
2024-03-23,55.6891
2024-03-24,55.6891
2024-03-25,55.0286
2024-03-26,53.9691
2024-03-27,57.707
2024-03-28,57.3003
2024-03-29,57.3003
2024-03-30,57.3003
2024-03-31,57.3003
2024-04-01,55.3495
2024-04-02,54.2945
2024-04-03,54.63
2024-04-04,53.2814
2024-04-05,54.2739
2024-04-06,54.2739
2024-04-07,54.2739
2024-04-08,51.9245
