,FIBK US Equity
2020-08-11,56.5054
2020-08-12,56.5817
2020-08-13,53.4978
2020-08-14,55.2654
2020-08-15,55.2654
2020-08-16,55.2654
2020-08-17,54.4475
2020-08-18,51.8557
2020-08-19,52.0471
2020-08-20,50.9524
2020-08-21,50.6943
2020-08-22,50.6943
2020-08-23,50.6943
2020-08-24,55.4299
2020-08-25,55.1107
2020-08-26,53.5405
2020-08-27,54.8909
2020-08-28,54.4751
2020-08-29,54.4751
2020-08-30,54.4751
2020-08-31,54.6581
2020-09-01,54.9008
2020-09-02,54.0839
2020-09-03,54.5964
2020-09-04,55.5529
2020-09-05,55.5529
2020-09-06,55.5529
2020-09-07,55.5529
2020-09-08,53.0976
2020-09-09,51.9241
2020-09-10,50.6846
2020-09-11,50.6438
2020-09-12,50.6438
2020-09-13,50.6438
2020-09-14,52.2214
2020-09-15,51.9041
2020-09-16,51.3176
2020-09-17,52.9934
2020-09-18,52.7164
2020-09-19,52.7164
2020-09-20,52.7164
2020-09-21,48.573
2020-09-22,48.924
2020-09-23,47.6622
2020-09-24,47.6058
2020-09-25,49.1024
2020-09-26,49.1024
2020-09-27,49.1024
2020-09-28,51.8586
2020-09-29,51.4865
2020-09-30,51.6659
2020-10-01,52.6028
2020-10-02,55.1554
2020-10-03,55.1554
2020-10-04,55.1554
2020-10-05,57.7248
2020-10-06,59.8798
2020-10-07,61.8456
2020-10-08,62.6692
2020-10-09,62.7367
2020-10-10,62.7367
2020-10-11,62.7367
2020-10-12,64.3583
2020-10-13,58.7102
2020-10-14,57.44
2020-10-15,59.6277
2020-10-16,59.1491
2020-10-17,59.1491
2020-10-18,59.1491
2020-10-19,58.3189
2020-10-20,59.2556
2020-10-21,59.3798
2020-10-22,62.3271
2020-10-23,61.1428
2020-10-24,61.1428
2020-10-25,61.1428
2020-10-26,59.7839
2020-10-27,59.525
2020-10-28,58.003
2020-10-29,57.2642
2020-10-30,55.6152
2020-10-31,55.6152
2020-11-01,55.6152
2020-11-02,57.2836
2020-11-03,59.4991
2020-11-04,50.2153
2020-11-05,52.4672
2020-11-06,51.5089
2020-11-07,51.5089
2020-11-08,51.5089
2020-11-09,60.1738
2020-11-10,62.3185
2020-11-11,58.4501
2020-11-12,56.7207
2020-11-13,59.0383
2020-11-14,59.0383
2020-11-15,59.0383
2020-11-16,62.3858
2020-11-17,62.499
2020-11-18,60.4681
2020-11-19,60.8256
2020-11-20,59.6015
2020-11-21,59.6015
2020-11-22,59.6015
2020-11-23,60.4433
2020-11-24,63.2186
2020-11-25,61.4458
2020-11-26,61.4458
2020-11-27,59.4778
2020-11-28,59.4778
2020-11-29,59.4778
2020-11-30,54.9856
2020-12-01,56.1282
2020-12-02,58.1432
2020-12-03,57.5466
2020-12-04,58.6618
2020-12-05,58.6618
2020-12-06,58.6618
2020-12-07,58.6357
2020-12-08,59.4757
2020-12-09,60.0354
2020-12-10,59.051
2020-12-11,58.6249
2020-12-12,58.6249
2020-12-13,58.6249
2020-12-14,57.7341
2020-12-15,59.5983
2020-12-16,58.5128
2020-12-17,58.3642
2020-12-18,57.3102
2020-12-19,57.3102
2020-12-20,57.3102
2020-12-21,55.9076
2020-12-22,55.9551
2020-12-23,57.7653
2020-12-24,58.1122
2020-12-25,58.1122
2020-12-26,58.1122
2020-12-27,58.1122
2020-12-28,58.7663
2020-12-29,56.3603
2020-12-30,57.2173
2020-12-31,57.7568
2021-01-01,57.7568
2021-01-02,57.7568
2021-01-03,57.7568
2021-01-04,56.2883
2021-01-05,56.5739
2021-01-06,62.4753
2021-01-07,62.9634
2021-01-08,59.3998
2021-01-09,59.3998
2021-01-10,59.3998
2021-01-11,60.3755
2021-01-12,62.3909
2021-01-13,59.0591
2021-01-14,59.1459
2021-01-15,59.4572
2021-01-16,59.4572
2021-01-17,59.4572
2021-01-18,59.4572
2021-01-19,58.5346
2021-01-20,57.9696
2021-01-21,55.1206
2021-01-22,56.6484
2021-01-23,56.6484
2021-01-24,56.6484
2021-01-25,54.8437
2021-01-26,51.9596
2021-01-27,50.0044
2021-01-28,50.2849
2021-01-29,46.9346
2021-01-30,46.9346
2021-01-31,46.9346
2021-02-01,49.293
2021-02-02,50.0128
2021-02-03,50.7089
2021-02-04,53.8719
2021-02-05,54.1023
2021-02-06,54.1023
2021-02-07,54.1023
2021-02-08,57.389
2021-02-09,59.2502
2021-02-10,59.7383
2021-02-11,58.4221
2021-02-12,60.3643
2021-02-13,60.3643
2021-02-14,60.3643
2021-02-15,60.3643
2021-02-16,61.2569
2021-02-17,61.0142
2021-02-18,60.9072
2021-02-19,61.7173
2021-02-20,61.7173
2021-02-21,61.7173
2021-02-22,65.0755
2021-02-23,65.2962
2021-02-24,67.0948
2021-02-25,65.6411
2021-02-26,61.4376
2021-02-27,61.4376
2021-02-28,61.4376
2021-03-01,64.8135
2021-03-02,60.9992
2021-03-03,63.0362
2021-03-04,61.3319
2021-03-05,63.9113
2021-03-06,63.9113
2021-03-07,63.9113
2021-03-08,66.6465
2021-03-09,62.5217
2021-03-10,65.0814
2021-03-11,65.2986
2021-03-12,66.8384
2021-03-13,66.8384
2021-03-14,66.8384
2021-03-15,63.2999
2021-03-16,62.0295
2021-03-17,61.9177
2021-03-18,63.237
2021-03-19,61.1315
2021-03-20,61.1315
2021-03-21,61.1315
2021-03-22,55.8064
2021-03-23,51.9686
2021-03-24,52.1106
2021-03-25,53.6099
2021-03-26,55.3116
2021-03-27,55.3116
2021-03-28,55.3116
2021-03-29,52.1071
2021-03-30,53.644
2021-03-31,52.746
2021-04-01,53.708
2021-04-02,53.708
2021-04-03,53.708
2021-04-04,53.708
2021-04-05,53.45
2021-04-06,53.5758
2021-04-07,52.5714
2021-04-08,53.7314
2021-04-09,54.831
2021-04-10,54.831
2021-04-11,54.831
2021-04-12,56.1624
2021-04-13,52.8138
2021-04-14,54.1312
2021-04-15,53.7242
2021-04-16,55.3311
2021-04-17,55.3311
2021-04-18,55.3311
2021-04-19,56.2444
2021-04-20,52.7177
2021-04-21,54.7878
2021-04-22,52.5562
2021-04-23,56.3568
2021-04-24,56.3568
2021-04-25,56.3568
2021-04-26,55.6379
2021-04-27,55.5621
2021-04-28,53.355
2021-04-29,54.2732
2021-04-30,52.1494
2021-05-01,52.1494
2021-05-02,52.1494
2021-05-03,53.823
2021-05-04,53.8664
2021-05-05,53.6839
2021-05-06,54.9252
2021-05-07,53.7599
2021-05-08,53.7599
2021-05-09,53.7599
2021-05-10,51.9933
2021-05-11,50.2839
2021-05-12,48.3169
2021-05-13,52.9886
2021-05-14,53.7027
2021-05-15,53.7027
2021-05-16,53.7027
2021-05-17,53.4926
2021-05-18,50.5269
2021-05-19,49.4511
2021-05-20,48.7195
2021-05-21,50.5607
2021-05-22,50.5607
2021-05-23,50.5607
2021-05-24,50.611
2021-05-25,47.7487
2021-05-26,49.8341
2021-05-27,52.0344
2021-05-28,52.4658
2021-05-29,52.4658
2021-05-30,52.4658
2021-05-31,52.4658
2021-06-01,53.6866
2021-06-02,53.5749
2021-06-03,52.7522
2021-06-04,50.831
2021-06-05,50.831
2021-06-06,50.831
2021-06-07,50.5275
2021-06-08,51.6408
2021-06-09,49.3702
2021-06-10,47.9172
2021-06-11,47.5686
2021-06-12,47.5686
2021-06-13,47.5686
2021-06-14,44.6474
2021-06-15,46.3953
2021-06-16,47.3443
2021-06-17,43.3045
2021-06-18,38.6199
2021-06-19,38.6199
2021-06-20,38.6199
2021-06-21,43.7358
2021-06-22,43.4886
2021-06-23,43.3407
2021-06-24,44.7833
2021-06-25,44.3342
2021-06-26,44.3342
2021-06-27,44.3342
2021-06-28,42.7808
2021-06-29,41.7222
2021-06-30,41.2695
2021-07-01,42.8281
2021-07-02,41.8372
2021-07-03,41.8372
2021-07-04,41.8372
2021-07-05,41.8372
2021-07-06,41.7917
2021-07-07,41.6046
2021-07-08,41.2228
2021-07-09,44.7934
2021-07-10,44.7934
2021-07-11,44.7934
2021-07-12,45.1099
2021-07-13,43.0668
2021-07-14,44.0498
2021-07-15,46.0107
2021-07-16,44.9945
2021-07-17,44.9945
2021-07-18,44.9945
2021-07-19,41.3406
2021-07-20,44.058
2021-07-21,45.5321
2021-07-22,42.7408
2021-07-23,44.1574
2021-07-24,44.1574
2021-07-25,44.1574
2021-07-26,45.224
2021-07-27,45.0967
2021-07-28,42.709
2021-07-29,45.12
2021-07-30,45.3671
2021-07-31,45.3671
2021-08-01,45.3671
2021-08-02,44.8965
2021-08-03,48.3162
2021-08-04,48.0937
2021-08-05,50.3413
2021-08-06,53.1565
2021-08-07,53.1565
2021-08-08,53.1565
2021-08-09,52.9413
2021-08-10,54.8327
2021-08-11,57.5792
2021-08-12,55.5902
2021-08-13,53.852
2021-08-14,53.852
2021-08-15,53.852
2021-08-16,54.8941
2021-08-17,54.0419
2021-08-18,54.4484
2021-08-19,52.7435
2021-08-20,55.6186
2021-08-21,55.6186
2021-08-22,55.6186
2021-08-23,55.323
2021-08-24,53.5878
2021-08-25,52.4636
2021-08-26,50.4011
2021-08-27,54.6998
2021-08-28,54.6998
2021-08-29,54.6998
2021-08-30,49.8528
2021-08-31,50.7715
2021-09-01,50.8264
2021-09-02,48.5073
2021-09-03,47.6936
2021-09-04,47.6936
2021-09-05,47.6936
2021-09-06,47.6936
2021-09-07,46.301
2021-09-08,44.4918
2021-09-09,44.8738
2021-09-10,43.3811
2021-09-11,43.3811
2021-09-12,43.3811
2021-09-13,45.7006
2021-09-14,45.7006
2021-09-15,46.7702
2021-09-16,39.1543
2021-09-17,38.2742
2021-09-18,38.2742
2021-09-19,38.2742
2021-09-20,36.9939
2021-09-21,36.7949
2021-09-22,36.2703
2021-09-23,38.9045
2021-09-24,40.2492
2021-09-25,40.2492
2021-09-26,40.2492
2021-09-27,43.8001
2021-09-28,43.6309
2021-09-29,43.7273
2021-09-30,44.673
2021-10-01,45.9686
2021-10-02,45.9686
2021-10-03,45.9686
2021-10-04,48.9082
2021-10-05,51.3027
2021-10-06,50.6226
2021-10-07,50.857
2021-10-08,50.4543
2021-10-09,50.4543
2021-10-10,50.4543
2021-10-11,49.1838
2021-10-12,49.8215
2021-10-13,46.4735
2021-10-14,47.6857
2021-10-15,46.2223
2021-10-16,46.2223
2021-10-17,46.2223
2021-10-18,45.7
2021-10-19,46.1892
2021-10-20,49.2949
2021-10-21,48.851
2021-10-22,51.4664
2021-10-23,51.4664
2021-10-24,51.4664
2021-10-25,52.7921
2021-10-26,50.7896
2021-10-27,52.1052
2021-10-28,52.3249
2021-10-29,48.9713
2021-10-30,48.9713
2021-10-31,48.9713
2021-11-01,52.5242
2021-11-02,50.6366
2021-11-03,54.374
2021-11-04,52.6915
2021-11-05,54.7341
2021-11-06,54.7341
2021-11-07,54.7341
2021-11-08,54.9516
2021-11-09,53.2315
2021-11-10,53.521
2021-11-11,55.2954
2021-11-12,54.2925
2021-11-13,54.2925
2021-11-14,54.2925
2021-11-15,55.5577
2021-11-16,56.3251
2021-11-17,55.3726
2021-11-18,54.8193
2021-11-19,54.4814
2021-11-20,54.4814
2021-11-21,54.4814
2021-11-22,55.5213
2021-11-23,54.4299
2021-11-24,52.4858
2021-11-25,52.4858
2021-11-26,44.7945
2021-11-27,44.7945
2021-11-28,44.7945
2021-11-29,45.9357
2021-11-30,45.5812
2021-12-01,42.316
2021-12-02,46.4232
2021-12-03,44.3281
2021-12-04,44.3281
2021-12-05,44.3281
2021-12-06,49.6686
2021-12-07,47.1805
2021-12-08,46.8152
2021-12-09,44.6935
2021-12-10,44.787
2021-12-11,44.787
2021-12-12,44.787
2021-12-13,43.5671
2021-12-14,46.3392
2021-12-15,45.6538
2021-12-16,46.0033
2021-12-17,42.3407
2021-12-18,42.3407
2021-12-19,42.3407
2021-12-20,40.8809
2021-12-21,42.8534
2021-12-22,43.6636
2021-12-23,44.0248
2021-12-24,44.0248
2021-12-25,44.0248
2021-12-26,44.0248
2021-12-27,46.136
2021-12-28,48.308
2021-12-29,49.2456
2021-12-30,48.744
2021-12-31,48.9654
2022-01-01,48.9654
2022-01-02,48.9654
2022-01-03,51.4451
2022-01-04,56.6963
2022-01-05,57.3879
2022-01-06,59.1014
2022-01-07,59.4106
2022-01-08,59.4106
2022-01-09,59.4106
2022-01-10,60.4339
2022-01-11,59.6738
2022-01-12,57.8459
2022-01-13,57.4178
2022-01-14,57.8747
2022-01-15,57.8747
2022-01-16,57.8747
2022-01-17,57.8747
2022-01-18,54.7302
2022-01-19,52.4199
2022-01-20,45.0133
2022-01-21,41.6206
2022-01-22,41.6206
2022-01-23,41.6206
2022-01-24,45.7891
2022-01-25,44.8168
2022-01-26,44.7466
2022-01-27,40.2071
2022-01-28,39.7087
2022-01-29,39.7087
2022-01-30,39.7087
2022-01-31,38.619
2022-02-01,43.463
2022-02-02,40.44
2022-02-03,39.1609
2022-02-04,40.5975
2022-02-05,40.5975
2022-02-06,40.5975
2022-02-07,42.2301
2022-02-08,44.9112
2022-02-09,43.837
2022-02-10,43.3324
2022-02-11,44.7041
2022-02-12,44.7041
2022-02-13,44.7041
2022-02-14,43.8692
2022-02-15,46.1156
2022-02-16,47.9296
2022-02-17,46.3618
2022-02-18,47.6572
2022-02-19,47.6572
2022-02-20,47.6572
2022-02-21,47.6572
2022-02-22,47.4154
2022-02-23,47.443
2022-02-24,45.875
2022-02-25,50.9585
2022-02-26,50.9585
2022-02-27,50.9585
2022-02-28,52.8993
2022-03-01,47.0284
2022-03-02,50.003
2022-03-03,50.5639
2022-03-04,48.0225
2022-03-05,48.0225
2022-03-06,48.0225
2022-03-07,47.1199
2022-03-08,47.9156
2022-03-09,48.5706
2022-03-10,49.1343
2022-03-11,49.3839
2022-03-12,49.3839
2022-03-13,49.3839
2022-03-14,49.3088
2022-03-15,49.9386
2022-03-16,51.4971
2022-03-17,49.0989
2022-03-18,47.0084
2022-03-19,47.0084
2022-03-20,47.0084
2022-03-21,45.8544
2022-03-22,48.9854
2022-03-23,46.288
2022-03-24,46.3151
2022-03-25,49.7954
2022-03-26,49.7954
2022-03-27,49.7954
2022-03-28,49.1266
2022-03-29,49.7983
2022-03-30,45.214
2022-03-31,44.6196
2022-04-01,43.7599
2022-04-02,43.7599
2022-04-03,43.7599
2022-04-04,43.2953
2022-04-05,41.9991
2022-04-06,40.5106
2022-04-07,39.8018
2022-04-08,39.5911
2022-04-09,39.5911
2022-04-10,39.5911
2022-04-11,40.7593
2022-04-12,39.9817
2022-04-13,41.5634
2022-04-14,40.2379
2022-04-15,40.2379
2022-04-16,40.2379
2022-04-17,40.2379
2022-04-18,40.8102
2022-04-19,44.4674
2022-04-20,44.317
2022-04-21,43.3562
2022-04-22,41.9691
2022-04-23,41.9691
2022-04-24,41.9691
2022-04-25,41.9195
2022-04-26,38.7925
2022-04-27,38.8996
2022-04-28,38.1624
2022-04-29,37.028
2022-04-30,37.028
2022-05-01,37.028
2022-05-02,42.476
2022-05-03,46.7754
2022-05-04,47.8772
2022-05-05,44.6326
2022-05-06,45.1985
2022-05-07,45.1985
2022-05-08,45.1985
2022-05-09,46.494
2022-05-10,44.254
2022-05-11,43.4988
2022-05-12,45.0325
2022-05-13,45.5937
2022-05-14,45.5937
2022-05-15,45.5937
2022-05-16,44.7019
2022-05-17,47.7788
2022-05-18,45.4783
2022-05-19,44.0656
2022-05-20,44.606
2022-05-21,44.606
2022-05-22,44.606
2022-05-23,47.3602
2022-05-24,47.7827
2022-05-25,50.4565
2022-05-26,53.8919
2022-05-27,56.8879
2022-05-28,56.8879
2022-05-29,56.8879
2022-05-30,56.8879
2022-05-31,56.8879
2022-06-01,54.9765
2022-06-02,56.3943
2022-06-03,57.2821
2022-06-04,57.2821
2022-06-05,57.2821
2022-06-06,55.9757
2022-06-07,56.5754
2022-06-08,55.1822
2022-06-09,51.9796
2022-06-10,50.5497
2022-06-11,50.5497
2022-06-12,50.5497
2022-06-13,49.346
2022-06-14,50.1644
2022-06-15,51.9982
2022-06-16,48.887
2022-06-17,50.6567
2022-06-18,50.6567
2022-06-19,50.6567
2022-06-20,50.6567
2022-06-21,53.6804
2022-06-22,53.9388
2022-06-23,52.841
2022-06-24,54.7973
2022-06-25,54.7973
2022-06-26,54.7973
2022-06-27,56.2437
2022-06-28,55.8545
2022-06-29,55.0661
2022-06-30,54.9657
2022-07-01,56.628
2022-07-02,56.628
2022-07-03,56.628
2022-07-04,56.628
2022-07-05,56.7633
2022-07-06,56.508
2022-07-07,57.3027
2022-07-08,56.3142
2022-07-09,56.3142
2022-07-10,56.3142
2022-07-11,55.5516
2022-07-12,55.8915
2022-07-13,53.4693
2022-07-14,52.3517
2022-07-15,53.2943
2022-07-16,53.2943
2022-07-17,53.2943
2022-07-18,53.9008
2022-07-19,56.62
2022-07-20,57.3937
2022-07-21,57.9524
2022-07-22,58.2668
2022-07-23,58.2668
2022-07-24,58.2668
2022-07-25,60.4399
2022-07-26,60.03
2022-07-27,60.9136
2022-07-28,59.9213
2022-07-29,61.6154
2022-07-30,61.6154
2022-07-31,61.6154
2022-08-01,61.4688
2022-08-02,58.7685
2022-08-03,60.0334
2022-08-04,57.4169
2022-08-05,59.2226
2022-08-06,59.2226
2022-08-07,59.2226
2022-08-08,59.6774
2022-08-09,59.3838
2022-08-10,60.2604
2022-08-11,61.6119
2022-08-12,63.161
2022-08-13,63.161
2022-08-14,63.161
2022-08-15,64.2276
2022-08-16,64.8591
2022-08-17,61.6427
2022-08-18,61.806
2022-08-19,60.5266
2022-08-20,60.5266
2022-08-21,60.5266
2022-08-22,59.6222
2022-08-23,56.7827
2022-08-24,56.0298
2022-08-25,57.5063
2022-08-26,55.1374
2022-08-27,55.1374
2022-08-28,55.1374
2022-08-29,52.2925
2022-08-30,54.9003
2022-08-31,54.9003
2022-09-01,52.5363
2022-09-02,50.8598
2022-09-03,50.8598
2022-09-04,50.8598
2022-09-05,50.8598
2022-09-06,48.2755
2022-09-07,50.8586
2022-09-08,54.3563
2022-09-09,55.4258
2022-09-10,55.4258
2022-09-11,55.4258
2022-09-12,56.4806
2022-09-13,52.3693
2022-09-14,54.8895
2022-09-15,58.5705
2022-09-16,58.8496
2022-09-17,58.8496
2022-09-18,58.8496
2022-09-19,61.6972
2022-09-20,63.0208
2022-09-21,61.8237
2022-09-22,60.0977
2022-09-23,55.3059
2022-09-24,55.3059
2022-09-25,55.3059
2022-09-26,55.9748
2022-09-27,52.7469
2022-09-28,51.9259
2022-09-29,50.2345
2022-09-30,50.811
2022-10-01,50.811
2022-10-02,50.811
2022-10-03,52.5524
2022-10-04,56.8131
2022-10-05,56.495
2022-10-06,56.8077
2022-10-07,54.1121
2022-10-08,54.1121
2022-10-09,54.1121
2022-10-10,55.4186
2022-10-11,55.4841
2022-10-12,56.2822
2022-10-13,61.411
2022-10-14,57.9363
2022-10-15,57.9363
2022-10-16,57.9363
2022-10-17,60.7978
2022-10-18,59.3786
2022-10-19,59.4058
2022-10-20,53.6069
2022-10-21,53.5722
2022-10-22,53.5722
2022-10-23,53.5722
2022-10-24,53.8808
2022-10-25,52.5087
2022-10-26,57.7516
2022-10-27,59.0577
2022-10-28,61.1688
2022-10-29,61.1688
2022-10-30,61.1688
2022-10-31,62.5098
2022-11-01,62.0818
2022-11-02,61.2535
2022-11-03,59.7609
2022-11-04,62.4045
2022-11-05,62.4045
2022-11-06,62.4045
2022-11-07,61.6457
2022-11-08,61.3614
2022-11-09,59.4959
2022-11-10,62.257
2022-11-11,55.5239
2022-11-12,55.5239
2022-11-13,55.5239
2022-11-14,55.9258
2022-11-15,54.8657
2022-11-16,53.1509
2022-11-17,52.6502
2022-11-18,55.4571
2022-11-19,55.4571
2022-11-20,55.4571
2022-11-21,55.0741
2022-11-22,56.0168
2022-11-23,54.5807
2022-11-24,54.5807
2022-11-25,56.2905
2022-11-26,56.2905
2022-11-27,56.2905
2022-11-28,53.002
2022-11-29,52.3623
2022-11-30,52.9192
2022-12-01,51.0998
2022-12-02,51.0998
2022-12-03,51.0998
2022-12-04,51.0998
2022-12-05,46.4558
2022-12-06,45.5051
2022-12-07,45.7563
2022-12-08,45.0807
2022-12-09,42.9628
2022-12-10,42.9628
2022-12-11,42.9628
2022-12-12,43.657
2022-12-13,40.018
2022-12-14,37.7637
2022-12-15,37.0912
2022-12-16,35.9557
2022-12-17,35.9557
2022-12-18,35.9557
2022-12-19,35.8611
2022-12-20,37.3536
2022-12-21,39.4364
2022-12-22,38.3804
2022-12-23,39.3465
2022-12-24,39.3465
2022-12-25,39.3465
2022-12-26,39.3465
2022-12-27,39.602
2022-12-28,39.0349
2022-12-29,41.753
2022-12-30,41.2398
2022-12-31,41.2398
2023-01-01,41.2398
2023-01-02,41.2398
2023-01-03,42.3608
2023-01-04,41.7585
2023-01-05,40.5653
2023-01-06,44.6953
2023-01-07,44.6953
2023-01-08,44.6953
2023-01-09,43.2383
2023-01-10,43.2383
2023-01-11,43.6316
2023-01-12,46.4464
2023-01-13,45.7305
2023-01-14,45.7305
2023-01-15,45.7305
2023-01-16,45.7305
2023-01-17,43.4776
2023-01-18,39.7957
2023-01-19,39.1562
2023-01-20,41.6264
2023-01-21,41.6264
2023-01-22,41.6264
2023-01-23,41.9313
2023-01-24,39.5791
2023-01-25,43.377
2023-01-26,42.1753
2023-01-27,32.4286
2023-01-28,32.4286
2023-01-29,32.4286
2023-01-30,34.9385
2023-01-31,40.4828
2023-02-01,42.7538
2023-02-02,44.1619
2023-02-03,45.7523
2023-02-04,45.7523
2023-02-05,45.7523
2023-02-06,45.0923
2023-02-07,45.7462
2023-02-08,44.4425
2023-02-09,44.1302
2023-02-10,44.9307
2023-02-11,44.9307
2023-02-12,44.9307
2023-02-13,46.0959
2023-02-14,44.8342
2023-02-15,47.2252
2023-02-16,45.0376
2023-02-17,46.9916
2023-02-18,46.9916
2023-02-19,46.9916
2023-02-20,46.9916
2023-02-21,44.1501
2023-02-22,43.7074
2023-02-23,44.7192
2023-02-24,43.9564
2023-02-25,43.9564
2023-02-26,43.9564
2023-02-27,44.027
2023-02-28,42.8821
2023-03-01,41.4937
2023-03-02,40.2513
2023-03-03,42.4145
2023-03-04,42.4145
2023-03-05,42.4145
2023-03-06,42.5655
2023-03-07,40.3756
2023-03-08,39.0759
2023-03-09,34.625
2023-03-10,34.2073
2023-03-11,34.2073
2023-03-12,34.2073
2023-03-13,32.7953
2023-03-14,33.2907
2023-03-15,34.2105
2023-03-16,35.5885
2023-03-17,31.5123
2023-03-18,31.5123
2023-03-19,31.5123
