,HGV US Equity
2020-05-16,45.1449
2020-05-17,45.1449
2020-05-18,50.3405
2020-05-19,48.954
2020-05-20,50.6269
2020-05-21,50.7029
2020-05-22,50.5821
2020-05-23,50.5821
2020-05-24,50.5821
2020-05-25,50.5821
2020-05-26,52.6249
2020-05-27,53.9927
2020-05-28,54.0303
2020-05-29,52.4553
2020-05-30,52.4553
2020-05-31,52.4553
2020-06-01,54.1308
2020-06-02,55.8885
2020-06-03,56.6562
2020-06-04,57.5478
2020-06-05,58.4148
2020-06-06,58.4148
2020-06-07,58.4148
2020-06-08,60.0331
2020-06-09,57.9536
2020-06-10,55.4111
2020-06-11,50.2427
2020-06-12,52.5328
2020-06-13,52.5328
2020-06-14,52.5328
2020-06-15,52.2818
2020-06-16,53.1123
2020-06-17,50.3106
2020-06-18,50.0028
2020-06-19,49.1323
2020-06-20,49.1323
2020-06-21,49.1323
2020-06-22,50.0111
2020-06-23,50.6352
2020-06-24,48.5385
2020-06-25,48.3889
2020-06-26,44.3309
2020-06-27,44.3309
2020-06-28,44.3309
2020-06-29,46.0765
2020-06-30,46.424
2020-07-01,47.5661
2020-07-02,47.8944
2020-07-03,47.8944
2020-07-04,47.8944
2020-07-05,47.8944
2020-07-06,51.0003
2020-07-07,49.9878
2020-07-08,49.8967
2020-07-09,47.1211
2020-07-10,48.7491
2020-07-11,48.7491
2020-07-12,48.7491
2020-07-13,48.7964
2020-07-14,49.3998
2020-07-15,52.9133
2020-07-16,52.251
2020-07-17,51.4369
2020-07-18,51.4369
2020-07-19,51.4369
2020-07-20,47.8171
2020-07-21,48.8266
2020-07-22,49.3335
2020-07-23,48.4121
2020-07-24,47.7264
2020-07-25,47.7264
2020-07-26,47.7264
2020-07-27,47.4865
2020-07-28,46.5188
2020-07-29,48.8634
2020-07-30,49.7025
2020-07-31,48.4434
2020-08-01,48.4434
2020-08-02,48.4434
2020-08-03,48.3658
2020-08-04,49.8344
2020-08-05,51.0571
2020-08-06,51.8131
2020-08-07,52.5975
2020-08-08,52.5975
2020-08-09,52.5975
2020-08-10,53.621
2020-08-11,54.2662
2020-08-12,54.3483
2020-08-13,53.7493
2020-08-14,52.9444
2020-08-15,52.9444
2020-08-16,52.9444
2020-08-17,50.1293
2020-08-18,48.9834
2020-08-19,48.6106
2020-08-20,47.7645
2020-08-21,46.675
2020-08-22,46.675
2020-08-23,46.675
2020-08-24,49.4038
2020-08-25,49.5707
2020-08-26,48.4146
2020-08-27,53.6254
2020-08-28,56.7062
2020-08-29,56.7062
2020-08-30,56.7062
2020-08-31,52.183
2020-09-01,53.5252
2020-09-02,54.8367
2020-09-03,53.0969
2020-09-04,54.1904
2020-09-05,54.1904
2020-09-06,54.1904
2020-09-07,54.1904
2020-09-08,55.19
2020-09-09,53.8752
2020-09-10,54.1014
2020-09-11,51.6136
2020-09-12,51.6136
2020-09-13,51.6136
2020-09-14,54.6508
2020-09-15,52.2414
2020-09-16,51.1968
2020-09-17,51.0106
2020-09-18,49.1609
2020-09-19,49.1609
2020-09-20,49.1609
2020-09-21,45.9977
2020-09-22,46.5475
2020-09-23,46.7126
2020-09-24,46.9499
2020-09-25,48.8355
2020-09-26,48.8355
2020-09-27,48.8355
2020-09-28,51.6603
2020-09-29,49.2278
2020-09-30,48.5218
2020-10-01,49.8166
2020-10-02,50.4293
2020-10-03,50.4293
2020-10-04,50.4293
2020-10-05,51.0153
2020-10-06,51.8978
2020-10-07,54.3254
2020-10-08,54.694
2020-10-09,54.3913
2020-10-10,54.3913
2020-10-11,54.3913
2020-10-12,53.8136
2020-10-13,51.0818
2020-10-14,50.6086
2020-10-15,51.2199
2020-10-16,50.385
2020-10-17,50.385
2020-10-18,50.385
2020-10-19,48.6689
2020-10-20,52.2869
2020-10-21,53.9161
2020-10-22,55.7401
2020-10-23,55.537
2020-10-24,55.537
2020-10-25,55.537
2020-10-26,51.7539
2020-10-27,51.3436
2020-10-28,46.0864
2020-10-29,46.9315
2020-10-30,45.9278
2020-10-31,45.9278
2020-11-01,45.9278
2020-11-02,50.583
2020-11-03,54.5116
2020-11-04,51.6888
2020-11-05,55.9881
2020-11-06,56.0142
2020-11-07,56.0142
2020-11-08,56.0142
2020-11-09,63.7403
2020-11-10,63.6404
2020-11-11,61.2231
2020-11-12,58.7563
2020-11-13,60.8683
2020-11-14,60.8683
2020-11-15,60.8683
2020-11-16,62.6135
2020-11-17,63.073
2020-11-18,63.0925
2020-11-19,62.4766
2020-11-20,61.6808
2020-11-21,61.6808
2020-11-22,61.6808
2020-11-23,63.3602
2020-11-24,65.063
2020-11-25,61.1329
2020-11-26,61.1329
2020-11-27,61.9799
2020-11-28,61.9799
2020-11-29,61.9799
2020-11-30,59.4937
2020-12-01,60.3382
2020-12-02,59.4181
2020-12-03,59.7807
2020-12-04,63.2803
2020-12-05,63.2803
2020-12-06,63.2803
2020-12-07,61.5021
2020-12-08,62.1457
2020-12-09,63.7244
2020-12-10,63.8643
2020-12-11,62.2672
2020-12-12,62.2672
2020-12-13,62.2672
2020-12-14,61.1425
2020-12-15,62.5424
2020-12-16,60.2952
2020-12-17,59.8434
2020-12-18,61.7588
2020-12-19,61.7588
2020-12-20,61.7588
2020-12-21,61.9154
2020-12-22,61.1019
2020-12-23,62.1996
2020-12-24,61.8538
2020-12-25,61.8538
2020-12-26,61.8538
2020-12-27,61.8538
2020-12-28,62.6649
2020-12-29,61.6283
2020-12-30,63.2952
2020-12-31,63.5798
2021-01-01,63.5798
2021-01-02,63.5798
2021-01-03,63.5798
2021-01-04,58.7128
2021-01-05,60.6957
2021-01-06,64.2074
2021-01-07,63.6792
2021-01-08,63.5248
2021-01-09,63.5248
2021-01-10,63.5248
2021-01-11,63.7295
2021-01-12,63.6474
2021-01-13,61.3173
2021-01-14,62.681
2021-01-15,63.4327
2021-01-16,63.4327
2021-01-17,63.4327
2021-01-18,63.4327
2021-01-19,65.8433
2021-01-20,66.9177
2021-01-21,65.9732
2021-01-22,65.4519
2021-01-23,65.4519
2021-01-24,65.4519
2021-01-25,62.3111
2021-01-26,59.0998
2021-01-27,51.0376
2021-01-28,52.4631
2021-01-29,50.409
2021-01-30,50.409
2021-01-31,50.409
2021-02-01,53.8243
2021-02-02,57.6333
2021-02-03,57.8594
2021-02-04,60.252
2021-02-05,61.4968
2021-02-06,61.4968
2021-02-07,61.4968
2021-02-08,60.8723
2021-02-09,60.8386
2021-02-10,60.6998
2021-02-11,61.9785
2021-02-12,63.9982
2021-02-13,63.9982
2021-02-14,63.9982
2021-02-15,63.9982
2021-02-16,65.0101
2021-02-17,67.2748
2021-02-18,66.2681
2021-02-19,69.6914
2021-02-20,69.6914
2021-02-21,69.6914
2021-02-22,69.0292
2021-02-23,69.1974
2021-02-24,71.8396
2021-02-25,66.2107
2021-02-26,67.0291
2021-02-27,67.0291
2021-02-28,67.0291
2021-03-01,70.5394
2021-03-02,66.1904
2021-03-03,66.0994
2021-03-04,63.108
2021-03-05,64.9617
2021-03-06,64.9617
2021-03-07,64.9617
2021-03-08,65.0099
2021-03-09,64.9791
2021-03-10,64.0352
2021-03-11,63.6843
2021-03-12,62.556
2021-03-13,62.556
2021-03-14,62.556
2021-03-15,64.7524
2021-03-16,60.3229
2021-03-17,61.4961
2021-03-18,57.3907
2021-03-19,58.1873
2021-03-20,58.1873
2021-03-21,58.1873
2021-03-22,55.735
2021-03-23,51.7439
2021-03-24,50.8087
2021-03-25,53.7487
2021-03-26,52.5307
2021-03-27,52.5307
2021-03-28,52.5307
2021-03-29,52.3863
2021-03-30,53.7886
2021-03-31,53.4073
2021-04-01,54.5409
2021-04-02,54.5409
2021-04-03,54.5409
2021-04-04,54.5409
2021-04-05,54.2997
2021-04-06,55.255
2021-04-07,54.6084
2021-04-08,55.7042
2021-04-09,55.5272
2021-04-10,55.5272
2021-04-11,55.5272
2021-04-12,54.5116
2021-04-13,55.695
2021-04-14,58.6401
2021-04-15,59.8362
2021-04-16,63.9712
2021-04-17,63.9712
2021-04-18,63.9712
2021-04-19,63.9894
2021-04-20,62.0779
2021-04-21,64.0011
2021-04-22,64.2037
2021-04-23,62.9056
2021-04-24,62.9056
2021-04-25,62.9056
2021-04-26,63.7417
2021-04-27,65.5536
2021-04-28,66.2373
2021-04-29,66.8288
2021-04-30,65.7811
2021-05-01,65.7811
2021-05-02,65.7811
2021-05-03,66.6575
2021-05-04,66.0617
2021-05-05,64.2064
2021-05-06,59.8587
2021-05-07,62.3484
2021-05-08,62.3484
2021-05-09,62.3484
2021-05-10,58.8296
2021-05-11,58.1811
2021-05-12,55.1277
2021-05-13,57.0918
2021-05-14,61.1982
2021-05-15,61.1982
2021-05-16,61.1982
2021-05-17,62.2939
2021-05-18,61.8347
2021-05-19,60.6929
2021-05-20,60.7132
2021-05-21,61.1076
2021-05-22,61.1076
2021-05-23,61.1076
2021-05-24,63.5952
2021-05-25,63.5615
2021-05-26,63.0098
2021-05-27,62.3796
2021-05-28,61.3916
2021-05-29,61.3916
2021-05-30,61.3916
2021-05-31,61.3916
2021-06-01,63.7265
2021-06-02,63.2588
2021-06-03,60.1999
2021-06-04,60.7639
2021-06-05,60.7639
2021-06-06,60.7639
2021-06-07,61.286
2021-06-08,61.6077
2021-06-09,61.8187
2021-06-10,61.1619
2021-06-11,62.2599
2021-06-12,62.2599
2021-06-13,62.2599
2021-06-14,59.0369
2021-06-15,55.5652
2021-06-16,52.8739
2021-06-17,50.002
2021-06-18,48.0488
2021-06-19,48.0488
2021-06-20,48.0488
2021-06-21,50.5187
2021-06-22,49.3062
2021-06-23,49.3362
2021-06-24,49.2159
2021-06-25,47.3063
2021-06-26,47.3063
2021-06-27,47.3063
2021-06-28,46.3757
2021-06-29,45.707
2021-06-30,44.6361
2021-07-01,49.0425
2021-07-02,46.6839
2021-07-03,46.6839
2021-07-04,46.6839
2021-07-05,46.6839
2021-07-06,43.3058
2021-07-07,41.0324
2021-07-08,40.4482
2021-07-09,44.6241
2021-07-10,44.6241
2021-07-11,44.6241
2021-07-12,44.6555
2021-07-13,42.8719
2021-07-14,44.6125
2021-07-15,42.9335
2021-07-16,40.845
2021-07-17,40.845
2021-07-18,40.845
2021-07-19,38.4277
2021-07-20,42.6714
2021-07-21,46.3256
2021-07-22,44.7234
2021-07-23,45.2907
2021-07-24,45.2907
2021-07-25,45.2907
2021-07-26,46.3447
2021-07-27,46.3736
2021-07-28,46.5225
2021-07-29,47.6945
2021-07-30,47.2278
2021-07-31,47.2278
2021-08-01,47.2278
2021-08-02,46.1291
2021-08-03,45.338
2021-08-04,44.8442
2021-08-05,49.7222
2021-08-06,50.8819
2021-08-07,50.8819
2021-08-08,50.8819
2021-08-09,50.4306
2021-08-10,52.2979
2021-08-11,50.1015
2021-08-12,46.8504
2021-08-13,45.6253
2021-08-14,45.6253
2021-08-15,45.6253
2021-08-16,46.5061
2021-08-17,43.6335
2021-08-18,41.8585
2021-08-19,40.1904
2021-08-20,42.6846
2021-08-21,42.6846
2021-08-22,42.6846
2021-08-23,45.4408
2021-08-24,50.7783
2021-08-25,51.9073
2021-08-26,50.3412
2021-08-27,55.3063
2021-08-28,55.3063
2021-08-29,55.3063
2021-08-30,55.0892
2021-08-31,56.3734
2021-09-01,57.3096
2021-09-02,58.4257
2021-09-03,56.0358
2021-09-04,56.0358
2021-09-05,56.0358
2021-09-06,56.0358
2021-09-07,55.6624
2021-09-08,55.1941
2021-09-09,56.9278
2021-09-10,56.9976
2021-09-11,56.9976
2021-09-12,56.9976
2021-09-13,59.0563
2021-09-14,61.9265
2021-09-15,60.5483
2021-09-16,61.2537
2021-09-17,59.695
2021-09-18,59.695
2021-09-19,59.695
2021-09-20,57.1261
2021-09-21,56.8177
2021-09-22,59.7411
2021-09-23,63.7451
2021-09-24,65.2785
2021-09-25,65.2785
2021-09-26,65.2785
2021-09-27,66.3169
2021-09-28,63.7407
2021-09-29,63.8483
2021-09-30,58.9884
2021-10-01,62.0679
2021-10-02,62.0679
2021-10-03,62.0679
2021-10-04,58.3542
2021-10-05,59.4253
2021-10-06,57.4234
2021-10-07,58.9663
2021-10-08,56.3145
2021-10-09,56.3145
2021-10-10,56.3145
2021-10-11,56.7444
2021-10-12,58.7118
2021-10-13,56.2698
2021-10-14,57.3515
2021-10-15,58.36
2021-10-16,58.36
2021-10-17,58.36
2021-10-18,56.5083
2021-10-19,52.4809
2021-10-20,54.5597
2021-10-21,57.7351
2021-10-22,57.9837
2021-10-23,57.9837
2021-10-24,57.9837
2021-10-25,58.8251
2021-10-26,59.765
2021-10-27,56.4454
2021-10-28,57.1174
2021-10-29,58.6924
2021-10-30,58.6924
2021-10-31,58.6924
2021-11-01,61.4673
2021-11-02,59.8844
2021-11-03,62.6749
2021-11-04,61.6801
2021-11-05,64.7111
2021-11-06,64.7111
2021-11-07,64.7111
2021-11-08,63.3641
2021-11-09,57.6276
2021-11-10,58.6703
2021-11-11,57.3649
2021-11-12,56.0101
2021-11-13,56.0101
2021-11-14,56.0101
2021-11-15,57.3544
2021-11-16,57.4553
2021-11-17,57.3384
2021-11-18,62.1794
2021-11-19,58.3703
2021-11-20,58.3703
2021-11-21,58.3703
2021-11-22,56.7529
2021-11-23,56.9154
2021-11-24,56.9822
2021-11-25,56.9822
2021-11-26,50.0144
2021-11-27,50.0144
2021-11-28,50.0144
2021-11-29,49.8508
2021-11-30,46.9729
2021-12-01,43.5428
2021-12-02,50.7273
2021-12-03,49.4872
2021-12-04,49.4872
2021-12-05,49.4872
2021-12-06,51.5649
2021-12-07,52.2473
2021-12-08,53.8178
2021-12-09,52.6575
2021-12-10,52.434
2021-12-11,52.434
2021-12-12,52.434
2021-12-13,47.7553
2021-12-14,46.7873
2021-12-15,46.3981
2021-12-16,44.5266
2021-12-17,46.2571
2021-12-18,46.2571
2021-12-19,46.2571
2021-12-20,44.9544
2021-12-21,49.2394
2021-12-22,51.4473
2021-12-23,53.5102
2021-12-24,53.5102
2021-12-25,53.5102
2021-12-26,53.5102
2021-12-27,54.8924
2021-12-28,55.1432
2021-12-29,55.2148
2021-12-30,53.8635
2021-12-31,54.5896
2022-01-01,54.5896
2022-01-02,54.5896
2022-01-03,54.926
2022-01-04,57.3473
2022-01-05,54.4689
2022-01-06,55.9304
2022-01-07,57.2635
2022-01-08,57.2635
2022-01-09,57.2635
2022-01-10,53.9249
2022-01-11,52.9018
2022-01-12,54.3004
2022-01-13,53.7441
2022-01-14,52.2959
2022-01-15,52.2959
2022-01-16,52.2959
2022-01-17,52.2959
2022-01-18,48.3829
2022-01-19,46.0472
2022-01-20,45.2692
2022-01-21,43.9642
2022-01-22,43.9642
2022-01-23,43.9642
2022-01-24,46.7183
2022-01-25,46.2809
2022-01-26,45.5356
2022-01-27,43.8511
2022-01-28,46.0614
2022-01-29,46.0614
2022-01-30,46.0614
2022-01-31,48.8502
2022-02-01,48.6894
2022-02-02,46.2491
2022-02-03,45.7442
2022-02-04,46.3319
2022-02-05,46.3319
2022-02-06,46.3319
2022-02-07,49.0276
2022-02-08,51.1135
2022-02-09,52.8054
2022-02-10,53.7205
2022-02-11,52.1863
2022-02-12,52.1863
2022-02-13,52.1863
2022-02-14,51.1202
2022-02-15,56.6478
2022-02-16,57.4724
2022-02-17,53.3763
2022-02-18,52.6792
2022-02-19,52.6792
2022-02-20,52.6792
2022-02-21,52.6792
2022-02-22,51.5353
2022-02-23,50.1635
2022-02-24,49.5143
2022-02-25,53.021
2022-02-26,53.021
2022-02-27,53.021
2022-02-28,52.9698
2022-03-01,48.8088
2022-03-02,51.5902
2022-03-03,50.0063
2022-03-04,47.6473
2022-03-05,47.6473
2022-03-06,47.6473
2022-03-07,41.967
2022-03-08,44.9096
2022-03-09,46.582
2022-03-10,49.6343
2022-03-11,49.5544
2022-03-12,49.5544
2022-03-13,49.5544
2022-03-14,48.8896
2022-03-15,50.4882
2022-03-16,53.8787
2022-03-17,52.8807
2022-03-18,53.8546
2022-03-19,53.8546
2022-03-20,53.8546
2022-03-21,53.389
2022-03-22,54.6452
2022-03-23,52.031
2022-03-24,53.8146
2022-03-25,53.8409
2022-03-26,53.8409
2022-03-27,53.8409
2022-03-28,52.8293
2022-03-29,54.542
2022-03-30,53.615
2022-03-31,52.1912
2022-04-01,52.0799
2022-04-02,52.0799
2022-04-03,52.0799
2022-04-04,52.0471
2022-04-05,49.7303
2022-04-06,46.0527
2022-04-07,46.531
2022-04-08,45.7212
2022-04-09,45.7212
2022-04-10,45.7212
2022-04-11,44.6868
2022-04-12,46.3099
2022-04-13,48.3173
2022-04-14,48.5514
2022-04-15,48.5514
2022-04-16,48.5514
2022-04-17,48.5514
2022-04-18,47.8152
2022-04-19,50.1119
2022-04-20,51.182
2022-04-21,49.9541
2022-04-22,47.4828
2022-04-23,47.4828
2022-04-24,47.4828
2022-04-25,48.6318
2022-04-26,45.7895
2022-04-27,46.6099
2022-04-28,47.7306
2022-04-29,45.0887
2022-04-30,45.0887
2022-05-01,45.0887
2022-05-02,45.3647
2022-05-03,42.8259
2022-05-04,42.6095
2022-05-05,39.8333
2022-05-06,40.9868
2022-05-07,40.9868
2022-05-08,40.9868
2022-05-09,38.1921
2022-05-10,43.7707
2022-05-11,42.7885
2022-05-12,41.174
2022-05-13,44.2551
2022-05-14,44.2551
2022-05-15,44.2551
2022-05-16,43.0045
2022-05-17,44.3237
2022-05-18,41.7407
2022-05-19,41.864
2022-05-20,40.9046
2022-05-21,40.9046
2022-05-22,40.9046
2022-05-23,41.2759
2022-05-24,40.0146
2022-05-25,43.1282
2022-05-26,47.6307
2022-05-27,49.193
2022-05-28,49.193
2022-05-29,49.193
2022-05-30,49.193
2022-05-31,48.6578
2022-06-01,48.146
2022-06-02,50.0484
2022-06-03,49.6054
2022-06-04,49.6054
2022-06-05,49.6054
2022-06-06,51.1702
2022-06-07,52.6147
2022-06-08,51.646
2022-06-09,49.1186
2022-06-10,45.2235
2022-06-11,45.2235
2022-06-12,45.2235
2022-06-13,41.965
2022-06-14,42.3806
2022-06-15,43.6674
2022-06-16,38.9167
2022-06-17,38.2885
2022-06-18,38.2885
2022-06-19,38.2885
2022-06-20,38.2885
2022-06-21,37.2305
2022-06-22,36.6049
2022-06-23,35.5293
2022-06-24,40.4903
2022-06-25,40.4903
2022-06-26,40.4903
2022-06-27,40.4903
2022-06-28,40.0615
2022-06-29,39.0168
2022-06-30,38.1284
2022-07-01,39.3133
2022-07-02,39.3133
2022-07-03,39.3133
2022-07-04,39.3133
2022-07-05,39.5604
2022-07-06,38.0681
2022-07-07,42.2059
2022-07-08,42.2059
2022-07-09,42.2059
2022-07-10,42.2059
2022-07-11,41.2105
2022-07-12,41.6094
2022-07-13,42.1124
2022-07-14,41.2637
2022-07-15,42.968
2022-07-16,42.968
2022-07-17,42.968
2022-07-18,43.6951
2022-07-19,46.6071
2022-07-20,46.9963
2022-07-21,48.1689
2022-07-22,47.3941
2022-07-23,47.3941
2022-07-24,47.3941
2022-07-25,48.1419
2022-07-26,46.7836
2022-07-27,49.6827
2022-07-28,49.408
2022-07-29,49.4272
2022-07-30,49.4272
2022-07-31,49.4272
2022-08-01,51.0678
2022-08-02,50.3521
2022-08-03,52.4397
2022-08-04,53.0209
2022-08-05,51.5086
2022-08-06,51.5086
2022-08-07,51.5086
2022-08-08,53.4725
2022-08-09,51.1028
2022-08-10,54.4204
2022-08-11,54.0849
2022-08-12,56.6431
2022-08-13,56.6431
2022-08-14,56.6431
2022-08-15,56.6431
2022-08-16,56.7998
2022-08-17,55.2176
2022-08-18,55.5333
2022-08-19,53.2491
2022-08-20,53.2491
2022-08-21,53.2491
2022-08-22,50.8061
2022-08-23,52.2695
2022-08-24,53.0026
2022-08-25,53.9904
2022-08-26,49.2762
2022-08-27,49.2762
2022-08-28,49.2762
2022-08-29,50.0957
2022-08-30,48.4361
2022-08-31,47.2511
2022-09-01,46.9344
2022-09-02,46.5911
2022-09-03,46.5911
2022-09-04,46.5911
2022-09-05,46.5911
2022-09-06,44.0428
2022-09-07,45.9484
2022-09-08,45.8288
2022-09-09,49.794
2022-09-10,49.794
2022-09-11,49.794
2022-09-12,50.5388
2022-09-13,46.2962
2022-09-14,46.9356
2022-09-15,46.5795
2022-09-16,43.9719
2022-09-17,43.9719
2022-09-18,43.9719
2022-09-19,44.6088
2022-09-20,43.8826
2022-09-21,41.4573
2022-09-22,37.9708
2022-09-23,36.2596
2022-09-24,36.2596
2022-09-25,36.2596
2022-09-26,35.7952
2022-09-27,37.8535
2022-09-28,39.6547
2022-09-29,37.8124
2022-09-30,36.1636
2022-10-01,36.1636
2022-10-02,36.1636
2022-10-03,38.8476
2022-10-04,43.3638
2022-10-05,44.0759
2022-10-06,43.1075
2022-10-07,42.1002
2022-10-08,42.1002
2022-10-09,42.1002
2022-10-10,42.2166
2022-10-11,42.9522
2022-10-12,43.8584
2022-10-13,45.9842
2022-10-14,44.9775
2022-10-15,44.9775
2022-10-16,44.9775
2022-10-17,47.3398
2022-10-18,48.7971
2022-10-19,48.3151
2022-10-20,46.9185
2022-10-21,47.5968
2022-10-22,47.5968
2022-10-23,47.5968
2022-10-24,47.1668
2022-10-25,49.1621
2022-10-26,49.3036
2022-10-27,48.3297
2022-10-28,50.3585
2022-10-29,50.3585
2022-10-30,50.3585
2022-10-31,52.2073
2022-11-01,51.7834
2022-11-02,47.3173
2022-11-03,46.6634
2022-11-04,48.218
2022-11-05,48.218
2022-11-06,48.218
2022-11-07,47.0911
2022-11-08,48.4132
2022-11-09,54.3568
2022-11-10,61.3453
2022-11-11,60.3075
2022-11-12,60.3075
2022-11-13,60.3075
2022-11-14,58.3578
2022-11-15,57.2411
2022-11-16,57.5668
2022-11-17,56.7896
2022-11-18,56.0541
2022-11-19,56.0541
2022-11-20,56.0541
2022-11-21,56.0541
2022-11-22,56.6548
2022-11-23,55.9908
2022-11-24,55.9908
2022-11-25,58.0452
2022-11-26,58.0452
2022-11-27,58.0452
2022-11-28,56.0101
2022-11-29,57.3798
2022-11-30,59.2368
2022-12-01,58.7818
2022-12-02,58.0761
2022-12-03,58.0761
2022-12-04,58.0761
2022-12-05,56.1971
2022-12-06,54.2516
2022-12-07,50.4008
2022-12-08,52.1361
2022-12-09,51.7803
2022-12-10,51.7803
2022-12-11,51.7803
2022-12-12,53.0186
2022-12-13,54.8809
2022-12-14,55.3856
2022-12-15,52.6203
2022-12-16,50.7216
2022-12-17,50.7216
2022-12-18,50.7216
2022-12-19,47.4903
2022-12-20,47.4252
2022-12-21,47.358
2022-12-22,44.7568
2022-12-23,46.4693
2022-12-24,46.4693
2022-12-25,46.4693
2022-12-26,46.4693
2022-12-27,45.2141
2022-12-28,43.3752
2022-12-29,45.959
2022-12-30,46.0862
2022-12-31,46.0862
2023-01-01,46.0862
2023-01-02,46.0862
2023-01-03,45.9296
2023-01-04,49.8349
2023-01-05,49.859
2023-01-06,53.347
2023-01-07,53.347
2023-01-08,53.347
2023-01-09,54.0089
2023-01-10,54.696
2023-01-11,58.4267
2023-01-12,58.8936
2023-01-13,59.54
2023-01-14,59.54
2023-01-15,59.54
2023-01-16,59.54
2023-01-17,59.277
2023-01-18,57.5249
2023-01-19,58.4771
2023-01-20,61.8944
2023-01-21,61.8944
2023-01-22,61.8944
2023-01-23,60.7063
2023-01-24,61.0351
2023-01-25,62.0968
2023-01-26,62.8021
2023-01-27,62.0276
2023-01-28,62.0276
2023-01-29,62.0276
2023-01-30,61.1179
2023-01-31,63.4545
2023-02-01,64.52
2023-02-02,67.3529
2023-02-03,65.0276
2023-02-04,65.0276
2023-02-05,65.0276
2023-02-06,59.546
2023-02-07,61.803
2023-02-08,58.3536
2023-02-09,57.7497
2023-02-10,54.7673
2023-02-11,54.7673
2023-02-12,54.7673
2023-02-13,57.4669
2023-02-14,58.5351
2023-02-15,60.142
2023-02-16,58.2983
2023-02-17,56.5307
2023-02-18,56.5307
2023-02-19,56.5307
2023-02-20,56.5307
2023-02-21,52.5952
2023-02-22,54.9277
2023-02-23,55.288
2023-02-24,55.1201
2023-02-25,55.1201
2023-02-26,55.1201
2023-02-27,57.0113
2023-02-28,57.1067
2023-03-01,56.6644
2023-03-02,57.3281
2023-03-03,56.729
2023-03-04,56.729
2023-03-05,56.729
2023-03-06,61.5142
2023-03-07,58.6753
2023-03-08,57.4701
2023-03-09,53.0345
2023-03-10,49.33
2023-03-11,49.33
2023-03-12,49.33
2023-03-13,46.4011
2023-03-14,47.7317
2023-03-15,45.5943
2023-03-16,45.1577
2023-03-17,44.5509
2023-03-18,44.5509
2023-03-19,44.5509
