,TRN US Equity
2021-07-18,45.3591
2021-07-19,42.8085
2021-07-20,45.8864
2021-07-21,47.7059
2021-07-22,45.9618
2021-07-23,47.2908
2021-07-24,47.2908
2021-07-25,47.2908
2021-07-26,49.6907
2021-07-27,48.0317
2021-07-28,49.0554
2021-07-29,49.9166
2021-07-30,50.0137
2021-07-31,50.0137
2021-08-01,50.0137
2021-08-02,49.5827
2021-08-03,52.5442
2021-08-04,50.423
2021-08-05,51.263
2021-08-06,52.3864
2021-08-07,52.3864
2021-08-08,52.3864
2021-08-09,52.0672
2021-08-10,54.4901
2021-08-11,57.5291
2021-08-12,57.5291
2021-08-13,56.6724
2021-08-14,56.6724
2021-08-15,56.6724
2021-08-16,54.6444
2021-08-17,53.9659
2021-08-18,50.7773
2021-08-19,50.2537
2021-08-20,51.7297
2021-08-21,51.7297
2021-08-22,51.7297
2021-08-23,53.9329
2021-08-24,54.3192
2021-08-25,54.9381
2021-08-26,54.8168
2021-08-27,57.5635
2021-08-28,57.5635
2021-08-29,57.5635
2021-08-30,55.431
2021-08-31,54.2319
2021-09-01,52.5846
2021-09-02,54.3931
2021-09-03,52.1045
2021-09-04,52.1045
2021-09-05,52.1045
2021-09-06,52.1045
2021-09-07,50.5747
2021-09-08,49.8
2021-09-09,52.7251
2021-09-10,51.5504
2021-09-11,51.5504
2021-09-12,51.5504
2021-09-13,51.2456
2021-09-14,47.6395
2021-09-15,48.2483
2021-09-16,46.3995
2021-09-17,45.7831
2021-09-18,45.7831
2021-09-19,45.7831
2021-09-20,44.9256
2021-09-21,45.1382
2021-09-22,46.8365
2021-09-23,48.8433
2021-09-24,48.5339
2021-09-25,48.5339
2021-09-26,48.5339
2021-09-27,51.7734
2021-09-28,50.7656
2021-09-29,50.481
2021-09-30,47.4904
2021-10-01,50.258
2021-10-02,50.258
2021-10-03,50.258
2021-10-04,51.4848
2021-10-05,51.362
2021-10-06,51.6009
2021-10-07,52.2481
2021-10-08,52.4126
2021-10-09,52.4126
2021-10-10,52.4126
2021-10-11,53.6116
2021-10-12,53.8604
2021-10-13,53.7114
2021-10-14,55.3007
2021-10-15,56.874
2021-10-16,56.874
2021-10-17,56.874
2021-10-18,55.6999
2021-10-19,54.0726
2021-10-20,57.3568
2021-10-21,53.5931
2021-10-22,57.0527
2021-10-23,57.0527
2021-10-24,57.0527
2021-10-25,57.7122
2021-10-26,53.2909
2021-10-27,49.4162
2021-10-28,50.7311
2021-10-29,49.6785
2021-10-30,49.6785
2021-10-31,49.6785
2021-11-01,53.338
2021-11-02,52.9605
2021-11-03,53.8244
2021-11-04,52.6928
2021-11-05,56.7453
2021-11-06,56.7453
2021-11-07,56.7453
2021-11-08,57.4853
2021-11-09,52.1564
2021-11-10,49.7879
2021-11-11,49.3464
2021-11-12,51.7093
2021-11-13,51.7093
2021-11-14,51.7093
2021-11-15,50.0488
2021-11-16,47.8454
2021-11-17,49.5772
2021-11-18,48.5263
2021-11-19,47.7679
2021-11-20,47.7679
2021-11-21,47.7679
2021-11-22,52.8174
2021-11-23,52.0312
2021-11-24,51.5026
2021-11-25,51.5026
2021-11-26,48.175
2021-11-27,48.175
2021-11-28,48.175
2021-11-29,48.1051
2021-11-30,43.6798
2021-12-01,40.9925
2021-12-02,44.1641
2021-12-03,43.6957
2021-12-04,43.6957
2021-12-05,43.6957
2021-12-06,47.9762
2021-12-07,49.1428
2021-12-08,50.774
2021-12-09,50.5727
2021-12-10,50.7411
2021-12-11,50.7411
2021-12-12,50.7411
2021-12-13,51.0173
2021-12-14,52.2636
2021-12-15,53.1541
2021-12-16,51.9209
2021-12-17,52.4558
2021-12-18,52.4558
2021-12-19,52.4558
2021-12-20,51.0078
2021-12-21,53.4166
2021-12-22,54.0445
2021-12-23,54.7457
2021-12-24,54.7457
2021-12-25,54.7457
2021-12-26,54.7457
2021-12-27,54.959
2021-12-28,54.4282
2021-12-29,54.9162
2021-12-30,54.7296
2021-12-31,57.2811
2022-01-01,57.2811
2022-01-02,57.2811
2022-01-03,58.1425
2022-01-04,61.179
2022-01-05,59.3
2022-01-06,60.0679
2022-01-07,59.9662
2022-01-08,59.9662
2022-01-09,59.9662
2022-01-10,57.691
2022-01-11,58.2373
2022-01-12,56.8204
2022-01-13,57.8884
2022-01-14,58.6813
2022-01-15,58.6813
2022-01-16,58.6813
2022-01-17,58.6813
2022-01-18,55.6856
2022-01-19,52.6646
2022-01-20,47.7708
2022-01-21,44.3595
2022-01-22,44.3595
2022-01-23,44.3595
2022-01-24,47.4802
2022-01-25,48.2911
2022-01-26,49.3429
2022-01-27,46.8769
2022-01-28,48.7126
2022-01-29,48.7126
2022-01-30,48.7126
2022-01-31,49.3563
2022-02-01,51.9307
2022-02-02,51.3174
2022-02-03,50.8206
2022-02-04,50.0686
2022-02-05,50.0686
2022-02-06,50.0686
2022-02-07,51.1894
2022-02-08,54.0727
2022-02-09,54.7172
2022-02-10,53.5736
2022-02-11,54.479
2022-02-12,54.479
2022-02-13,54.479
2022-02-14,54.5588
2022-02-15,56.1093
2022-02-16,58.9689
2022-02-17,51.0971
2022-02-18,50.8577
2022-02-19,50.8577
2022-02-20,50.8577
2022-02-21,50.8577
2022-02-22,51.2906
2022-02-23,47.732
2022-02-24,46.7259
2022-02-25,48.6341
2022-02-26,48.6341
2022-02-27,48.6341
2022-02-28,48.6754
2022-03-01,46.2129
2022-03-02,51.489
2022-03-03,52.1822
2022-03-04,54.4839
2022-03-05,54.4839
2022-03-06,54.4839
2022-03-07,55.9355
2022-03-08,58.0286
2022-03-09,58.7459
2022-03-10,59.9467
2022-03-11,61.5497
2022-03-12,61.5497
2022-03-13,61.5497
2022-03-14,59.6295
2022-03-15,60.3904
2022-03-16,61.2369
2022-03-17,63.0459
2022-03-18,65.5913
2022-03-19,65.5913
2022-03-20,65.5913
2022-03-21,65.6686
2022-03-22,65.6951
2022-03-23,64.3561
2022-03-24,66.1409
2022-03-25,67.6368
2022-03-26,67.6368
2022-03-27,67.6368
2022-03-28,65.073
2022-03-29,64.8695
2022-03-30,64.5043
2022-03-31,62.6792
2022-04-01,60.9959
2022-04-02,60.9959
2022-04-03,60.9959
2022-04-04,59.4445
2022-04-05,52.9304
2022-04-06,51.4423
2022-04-07,50.9617
2022-04-08,48.9886
2022-04-09,48.9886
2022-04-10,48.9886
2022-04-11,49.1109
2022-04-12,50.2219
2022-04-13,51.6083
2022-04-14,51.8125
2022-04-15,51.8125
2022-04-16,51.8125
2022-04-17,51.8125
2022-04-18,52.0636
2022-04-19,54.0848
2022-04-20,53.8451
2022-04-21,51.9864
2022-04-22,48.3557
2022-04-23,48.3557
2022-04-24,48.3557
2022-04-25,49.1179
2022-04-26,46.7661
2022-04-27,38.3255
2022-04-28,39.9027
2022-04-29,37.735
2022-04-30,37.735
2022-05-01,37.735
2022-05-02,36.4156
2022-05-03,39.2413
2022-05-04,41.9117
2022-05-05,39.4088
2022-05-06,37.4128
2022-05-07,37.4128
2022-05-08,37.4128
2022-05-09,34.4663
2022-05-10,33.2643
2022-05-11,31.2936
2022-05-12,31.2139
2022-05-13,33.4072
2022-05-14,33.4072
2022-05-15,33.4072
2022-05-16,33.6698
2022-05-17,37.0503
2022-05-18,35.7385
2022-05-19,34.5646
2022-05-20,33.6237
2022-05-21,33.6237
2022-05-22,33.6237
2022-05-23,35.4417
2022-05-24,34.0629
2022-05-25,34.5022
2022-05-26,36.2595
2022-05-27,39.2924
2022-05-28,39.2924
2022-05-29,39.2924
2022-05-30,39.2924
2022-05-31,38.9462
2022-06-01,37.9616
2022-06-02,41.5556
2022-06-03,41.9554
2022-06-04,41.9554
2022-06-05,41.9554
2022-06-06,46.9146
2022-06-07,47.2326
2022-06-08,45.5395
2022-06-09,43.2242
2022-06-10,40.5194
2022-06-11,40.5194
2022-06-12,40.5194
2022-06-13,38.7701
2022-06-14,38.422
2022-06-15,39.2682
2022-06-16,35.539
2022-06-17,37.8247
2022-06-18,37.8247
2022-06-19,37.8247
2022-06-20,37.8247
2022-06-21,41.3485
2022-06-22,41.2213
2022-06-23,41.1427
2022-06-24,43.6249
2022-06-25,43.6249
2022-06-26,43.6249
2022-06-27,45.3681
2022-06-28,43.6581
2022-06-29,42.7144
2022-06-30,43.3109
2022-07-01,44.027
2022-07-02,44.027
2022-07-03,44.027
2022-07-04,44.027
2022-07-05,40.5161
2022-07-06,38.1437
2022-07-07,40.3863
2022-07-08,39.4093
2022-07-09,39.4093
2022-07-10,39.4093
2022-07-11,38.5436
2022-07-12,38.6631
2022-07-13,37.9757
2022-07-14,38.2309
2022-07-15,40.6713
2022-07-16,40.6713
2022-07-17,40.6713
2022-07-18,41.5364
2022-07-19,47.2915
2022-07-20,48.8007
2022-07-21,48.2807
2022-07-22,46.8288
2022-07-23,46.8288
2022-07-24,46.8288
2022-07-25,48.8786
2022-07-26,47.8263
2022-07-27,50.8696
2022-07-28,52.6358
2022-07-29,54.0946
2022-07-30,54.0946
2022-07-31,54.0946
2022-08-01,53.8755
2022-08-02,52.6616
2022-08-03,53.4183
2022-08-04,52.0706
2022-08-05,54.511
2022-08-06,54.511
2022-08-07,54.511
2022-08-08,55.2437
2022-08-09,54.6499
2022-08-10,57.0387
2022-08-11,58.0149
2022-08-12,60.29
2022-08-13,60.29
2022-08-14,60.29
2022-08-15,59.3936
2022-08-16,59.6301
2022-08-17,56.9286
2022-08-18,57.1834
2022-08-19,55.0766
2022-08-20,55.0766
2022-08-21,55.0766
2022-08-22,52.4385
2022-08-23,52.7929
2022-08-24,53.5097
2022-08-25,55.1985
2022-08-26,50.2781
2022-08-27,50.2781
2022-08-28,50.2781
2022-08-29,48.9774
2022-08-30,47.563
2022-08-31,45.361
2022-09-01,44.6051
2022-09-02,42.5329
2022-09-03,42.5329
2022-09-04,42.5329
2022-09-05,42.5329
2022-09-06,42.8288
2022-09-07,45.2054
2022-09-08,44.6329
2022-09-09,45.8431
2022-09-10,45.8431
2022-09-11,45.8431
2022-09-12,48.3788
2022-09-13,45.3131
2022-09-14,44.4197
2022-09-15,43.2437
2022-09-16,41.7815
2022-09-17,41.7815
2022-09-18,41.7815
2022-09-19,43.7491
2022-09-20,43.6165
2022-09-21,44.6576
2022-09-22,43.1466
2022-09-23,40.1446
2022-09-24,40.1446
2022-09-25,40.1446
2022-09-26,40.2818
2022-09-27,40.423
2022-09-28,43.5099
2022-09-29,40.1087
2022-09-30,38.5783
2022-10-01,38.5783
2022-10-02,38.5783
2022-10-03,44.8194
2022-10-04,47.2388
2022-10-05,47.965
2022-10-06,48.4058
2022-10-07,46.9987
2022-10-08,46.9987
2022-10-09,46.9987
2022-10-10,46.6905
2022-10-11,45.2908
2022-10-12,43.993
2022-10-13,46.1436
2022-10-14,43.6432
2022-10-15,43.6432
2022-10-16,43.6432
2022-10-17,47.9605
2022-10-18,50.0297
2022-10-19,48.8517
2022-10-20,46.4556
2022-10-21,48.8009
2022-10-22,48.8009
2022-10-23,48.8009
2022-10-24,49.1553
2022-10-25,53.0241
2022-10-26,54.8475
2022-10-27,59.6529
2022-10-28,62.5289
2022-10-29,62.5289
2022-10-30,62.5289
2022-10-31,63.3919
2022-11-01,64.0938
2022-11-02,59.5536
2022-11-03,61.4594
2022-11-04,64.1539
2022-11-05,64.1539
2022-11-06,64.1539
2022-11-07,62.9796
2022-11-08,62.3357
2022-11-09,58.5515
2022-11-10,61.9212
2022-11-11,62.3299
2022-11-12,62.3299
2022-11-13,62.3299
2022-11-14,63.0078
2022-11-15,61.9593
2022-11-16,61.5356
2022-11-17,61.7161
2022-11-18,60.7572
2022-11-19,60.7572
2022-11-20,60.7572
2022-11-21,62.0703
2022-11-22,63.0523
2022-11-23,62.662
2022-11-24,62.662
2022-11-25,62.7336
2022-11-26,62.7336
2022-11-27,62.7336
2022-11-28,60.4938
2022-11-29,60.5977
2022-11-30,62.2175
2022-12-01,63.7822
2022-12-02,64.5185
2022-12-03,64.5185
2022-12-04,64.5185
2022-12-05,60.0383
2022-12-06,56.6705
2022-12-07,55.9921
2022-12-08,55.9921
2022-12-09,56.8931
2022-12-10,56.8931
2022-12-11,56.8931
2022-12-12,58.8874
2022-12-13,59.8085
2022-12-14,57.9901
2022-12-15,53.7967
2022-12-16,52.6565
2022-12-17,52.6565
2022-12-18,52.6565
2022-12-19,55.6061
2022-12-20,55.9468
2022-12-21,57.7096
2022-12-22,54.7934
2022-12-23,55.3125
2022-12-24,55.3125
2022-12-25,55.3125
2022-12-26,55.3125
2022-12-27,55.0582
2022-12-28,52.3205
2022-12-29,54.5954
2022-12-30,53.6422
2022-12-31,53.6422
2023-01-01,53.6422
2023-01-02,53.6422
2023-01-03,54.2542
2023-01-04,54.7486
2023-01-05,53.1516
2023-01-06,44.8436
2023-01-07,44.8436
2023-01-08,44.8436
2023-01-09,44.2207
2023-01-10,46.59
2023-01-11,47.8803
2023-01-12,49.6889
2023-01-13,49.8783
2023-01-14,49.8783
2023-01-15,49.8783
2023-01-16,49.8783
2023-01-17,49.0193
2023-01-18,48.5706
2023-01-19,47.0741
2023-01-20,47.6422
2023-01-21,47.6422
2023-01-22,47.6422
2023-01-23,47.5103
2023-01-24,48.4695
2023-01-25,49.7484
2023-01-26,50.795
2023-01-27,51.0134
2023-01-28,51.0134
2023-01-29,51.0134
2023-01-30,49.0612
2023-01-31,52.5978
2023-02-01,51.2823
2023-02-02,51.922
2023-02-03,52.4247
2023-02-04,52.4247
2023-02-05,52.4247
2023-02-06,50.0655
2023-02-07,51.0004
2023-02-08,48.2705
2023-02-09,46.405
2023-02-10,47.319
2023-02-11,47.319
2023-02-12,47.319
2023-02-13,49.0767
2023-02-14,47.5451
2023-02-15,47.9055
2023-02-16,49.0325
2023-02-17,51.476
2023-02-18,51.476
2023-02-19,51.476
2023-02-20,51.476
2023-02-21,43.5845
2023-02-22,42.3294
2023-02-23,45.9257
2023-02-24,46.6781
2023-02-25,46.6781
2023-02-26,46.6781
2023-02-27,48.6153
2023-02-28,50.4439
2023-03-01,50.4777
2023-03-02,50.2299
2023-03-03,50.9768
2023-03-04,50.9768
2023-03-05,50.9768
2023-03-06,47.9296
2023-03-07,43.7749
2023-03-08,45.2985
2023-03-09,43.8591
2023-03-10,41.581
2023-03-11,41.581
2023-03-12,41.581
2023-03-13,37.1185
2023-03-14,37.4676
2023-03-15,35.8656
2023-03-16,37.4466
2023-03-17,35.3082
2023-03-18,35.3082
