,LGND US Equity
2023-03-18,51.6159
2023-03-19,51.6159
2023-03-20,51.1046
2023-03-21,50.5649
2023-03-22,46.9252
2023-03-23,48.1541
2023-03-24,48.8266
2023-03-25,48.8266
2023-03-26,48.8266
2023-03-27,49.8363
2023-03-28,53.2433
2023-03-29,51.584
2023-03-30,50.8187
2023-03-31,53.0125
2023-04-01,53.0125
2023-04-02,53.0125
2023-04-03,50.8611
2023-04-04,50.3593
2023-04-05,50.37
2023-04-06,52.4014
2023-04-07,52.4014
2023-04-08,52.4014
2023-04-09,52.4014
2023-04-10,52.2269
2023-04-11,54.4459
2023-04-12,50.9903
2023-04-13,54.4974
2023-04-14,53.185
2023-04-15,53.185
2023-04-16,53.185
2023-04-17,54.5214
2023-04-18,54.9932
2023-04-19,56.5816
2023-04-20,55.2411
2023-04-21,55.5064
2023-04-22,55.5064
2023-04-23,55.5064
2023-04-24,55.7375
2023-04-25,54.4897
2023-04-26,55.8259
2023-04-27,55.4183
2023-04-28,54.2161
2023-04-29,54.2161
2023-04-30,54.2161
2023-05-01,54.6301
2023-05-02,51.9384
2023-05-03,52.8297
2023-05-04,54.3062
2023-05-05,57.1464
2023-05-06,57.1464
2023-05-07,57.1464
2023-05-08,54.626
2023-05-09,55.073
2023-05-10,54.7058
2023-05-11,54.8443
2023-05-12,52.0211
2023-05-13,52.0211
2023-05-14,52.0211
2023-05-15,54.3123
2023-05-16,53.697
2023-05-17,55.7594
2023-05-18,52.9903
2023-05-19,49.778
2023-05-20,49.778
2023-05-21,49.778
2023-05-22,50.9717
2023-05-23,53.3359
2023-05-24,49.9295
2023-05-25,46.7105
2023-05-26,47.2545
2023-05-27,47.2545
2023-05-28,47.2545
2023-05-29,47.2545
2023-05-30,44.5371
2023-05-31,45.2264
2023-06-01,46.6238
2023-06-02,51.3367
2023-06-03,51.3367
2023-06-04,51.3367
2023-06-05,46.8492
2023-06-06,48.4709
2023-06-07,50.8002
2023-06-08,50.3088
2023-06-09,49.7579
2023-06-10,49.7579
2023-06-11,49.7579
2023-06-12,50.0625
2023-06-13,53.0592
2023-06-14,54.1673
2023-06-15,55.1443
2023-06-16,53.9898
2023-06-17,53.9898
2023-06-18,53.9898
2023-06-19,53.9898
2023-06-20,53.1033
2023-06-21,52.5843
2023-06-22,51.1529
2023-06-23,48.2097
2023-06-24,48.2097
2023-06-25,48.2097
2023-06-26,47.3039
2023-06-27,46.6916
2023-06-28,47.1465
2023-06-29,47.8374
2023-06-30,47.2459
2023-07-01,47.2459
2023-07-02,47.2459
2023-07-03,48.0041
2023-07-04,48.0041
2023-07-05,46.5589
2023-07-06,44.7213
2023-07-07,44.421
2023-07-08,44.421
2023-07-09,44.421
2023-07-10,44.7164
2023-07-11,44.2782
2023-07-12,43.4942
2023-07-13,43.0262
2023-07-14,42.2588
2023-07-15,42.2588
2023-07-16,42.2588
2023-07-17,43.7812
2023-07-18,42.9699
2023-07-19,42.3005
2023-07-20,42.2481
2023-07-21,42.1133
2023-07-22,42.1133
2023-07-23,42.1133
2023-07-24,40.8848
2023-07-25,42.3007
2023-07-26,43.1008
2023-07-27,42.6925
2023-07-28,43.8134
2023-07-29,43.8134
2023-07-30,43.8134
2023-07-31,42.1957
2023-08-01,41.8553
2023-08-02,41.124
2023-08-03,41.6406
2023-08-04,42.3816
2023-08-05,42.3816
2023-08-06,42.3816
2023-08-07,41.5942
2023-08-08,43.4356
2023-08-09,50.4283
2023-08-10,47.0901
2023-08-11,44.764
2023-08-12,44.764
2023-08-13,44.764
2023-08-14,44.6583
2023-08-15,45.4958
2023-08-16,44.2979
2023-08-17,43.8889
2023-08-18,43.269
2023-08-19,43.269
2023-08-20,43.269
2023-08-21,43.3539
2023-08-22,43.7458
2023-08-23,45.4166
2023-08-24,43.5236
2023-08-25,42.3671
2023-08-26,42.3671
2023-08-27,42.3671
2023-08-28,41.6536
2023-08-29,40.6811
2023-08-30,44.794
2023-08-31,44.0647
2023-09-01,45.7402
2023-09-02,45.7402
2023-09-03,45.7402
2023-09-04,45.7402
2023-09-05,40.7981
2023-09-06,42.7949
2023-09-07,41.3372
2023-09-08,40.6289
2023-09-09,40.6289
2023-09-10,40.6289
2023-09-11,41.8998
2023-09-12,40.478
2023-09-13,40.5234
2023-09-14,39.8322
2023-09-15,39.343
2023-09-16,39.343
2023-09-17,39.343
2023-09-18,40.7512
2023-09-19,42.5127
2023-09-20,38.892
2023-09-21,36.4008
2023-09-22,36.0711
2023-09-23,36.0711
2023-09-24,36.0711
2023-09-25,35.7639
2023-09-26,39.0582
2023-09-27,41.9333
2023-09-28,41.9783
2023-09-29,39.4955
2023-09-30,39.4955
2023-10-01,39.4955
2023-10-02,38.3739
2023-10-03,37.7529
2023-10-04,37.1312
2023-10-05,36.8176
2023-10-06,36.8963
2023-10-07,36.8963
2023-10-08,36.8963
2023-10-09,38.7141
2023-10-10,42.4659
2023-10-11,39.984
2023-10-12,34.8329
2023-10-13,34.5027
2023-10-14,34.5027
2023-10-15,34.5027
2023-10-16,37.8551
2023-10-17,37.4941
2023-10-18,34.5573
2023-10-19,33.1887
2023-10-20,32.3857
2023-10-21,32.3857
2023-10-22,32.3857
2023-10-23,31.5501
2023-10-24,32.8513
2023-10-25,31.0104
2023-10-26,32.8828
2023-10-27,31.1883
2023-10-28,31.1883
2023-10-29,31.1883
2023-10-30,34.2465
2023-10-31,37.3907
2023-11-01,39.5187
2023-11-02,37.5699
2023-11-03,41.9058
2023-11-04,41.9058
2023-11-05,41.9058
2023-11-06,40.8556
2023-11-07,40.7878
2023-11-08,39.5259
2023-11-09,44.1573
2023-11-10,45.4835
2023-11-11,45.4835
2023-11-12,45.4835
2023-11-13,45.1686
2023-11-14,47.4965
2023-11-15,47.5142
2023-11-16,48.6797
2023-11-17,49.9014
2023-11-18,49.9014
2023-11-19,49.9014
2023-11-20,50.4321
2023-11-21,51.0754
2023-11-22,52.8854
2023-11-23,52.8854
2023-11-24,53.8793
2023-11-25,53.8793
2023-11-26,53.8793
2023-11-27,51.7753
2023-11-28,49.9446
2023-11-29,49.2642
2023-11-30,50.4899
2023-12-01,51.3135
2023-12-02,51.3135
2023-12-03,51.3135
2023-12-04,53.3568
2023-12-05,52.8244
2023-12-06,53.1222
2023-12-07,56.0459
2023-12-08,56.7647
2023-12-09,56.7647
2023-12-10,56.7647
2023-12-11,57.9832
2023-12-12,58.6529
2023-12-13,64.9275
2023-12-14,65.4647
2023-12-15,64.6077
2023-12-16,64.6077
2023-12-17,64.6077
2023-12-18,66.9105
2023-12-19,68.1057
2023-12-20,65.9523
2023-12-21,67.7124
2023-12-22,68.4767
2023-12-23,68.4767
2023-12-24,68.4767
2023-12-25,68.4767
2023-12-26,69.6987
2023-12-27,68.836
2023-12-28,67.7456
2023-12-29,66.7022
2023-12-30,66.7022
2023-12-31,66.7022
2024-01-01,66.7022
2024-01-02,67.7897
2024-01-03,62.4115
2024-01-04,62.8414
2024-01-05,63.4761
2024-01-06,63.4761
2024-01-07,63.4761
2024-01-08,67.7447
2024-01-09,65.7134
2024-01-10,65.8194
2024-01-11,62.8057
2024-01-12,63.3332
2024-01-13,63.3332
2024-01-14,63.3332
2024-01-15,63.3332
2024-01-16,60.0459
2024-01-17,59.6067
2024-01-18,60.1382
2024-01-19,61.9443
2024-01-20,61.9443
2024-01-21,61.9443
2024-01-22,63.1104
2024-01-23,63.3375
2024-01-24,64.1565
2024-01-25,65.6156
2024-01-26,67.0525
2024-01-27,67.0525
2024-01-28,67.0525
2024-01-29,63.7501
2024-01-30,61.1715
2024-01-31,59.4203
2024-02-01,60.948
2024-02-02,61.467
2024-02-03,61.467
2024-02-04,61.467
2024-02-05,61.723
2024-02-06,62.5662
2024-02-07,60.6908
2024-02-08,62.0159
2024-02-09,62.6952
2024-02-10,62.6952
2024-02-11,62.6952
2024-02-12,62.1084
2024-02-13,52.3159
2024-02-14,56.3372
2024-02-15,57.785
2024-02-16,55.9406
2024-02-17,55.9406
2024-02-18,55.9406
2024-02-19,55.9406
2024-02-20,53.6331
2024-02-21,54.0887
2024-02-22,55.4327
2024-02-23,58.6804
2024-02-24,58.6804
2024-02-25,58.6804
2024-02-26,56.0291
2024-02-27,70.2179
2024-02-28,63.2856
2024-02-29,57.2571
2024-03-01,56.5329
2024-03-02,56.5329
2024-03-03,56.5329
2024-03-04,53.9068
2024-03-05,51.5719
2024-03-06,50.2968
2024-03-07,50.0586
2024-03-08,51.3497
2024-03-09,51.3497
2024-03-10,51.3497
2024-03-11,49.7927
2024-03-12,49.9065
2024-03-13,50.3296
2024-03-14,49.4332
2024-03-15,48.5284
2024-03-16,48.5284
2024-03-17,48.5284
2024-03-18,49.7185
2024-03-19,49.7986
2024-03-20,50.8396
2024-03-21,50.6585
2024-03-22,48.331
2024-03-23,48.331
2024-03-24,48.331
2024-03-25,46.3635
2024-03-26,45.6928
2024-03-27,48.9845
2024-03-28,51.1173
2024-03-29,51.1173
2024-03-30,51.1173
2024-03-31,51.1173
2024-04-01,51.6882
2024-04-02,51.2057
2024-04-03,52.9756
2024-04-04,56.4682
2024-04-05,56.4415
2024-04-06,56.4415
2024-04-07,56.4415
2024-04-08,58.1205
