,VSH US Equity
,RSI_30D
2020-01-01,63.9874
2020-01-02,65.0086
2020-01-03,62.1811
2020-01-04,62.1811
2020-01-05,62.1811
2020-01-06,60.6838
2020-01-07,63.9097
2020-01-08,63.3806
2020-01-09,64.0981
2020-01-10,61.9456
2020-01-11,61.9456
2020-01-12,61.9456
2020-01-13,64.2727
2020-01-14,67.6392
2020-01-15,68.1428
2020-01-16,69.5714
2020-01-17,69.2959
2020-01-18,69.2959
2020-01-19,69.2959
2020-01-20,69.2959
2020-01-21,66.6558
2020-01-22,64.5504
2020-01-23,63.941
2020-01-24,58.4751
2020-01-25,58.4751
2020-01-26,58.4751
2020-01-27,52.7644
2020-01-28,55.0884
2020-01-29,52.36
2020-01-30,51.3805
2020-01-31,48.2303
2020-02-01,48.2303
2020-02-02,48.2303
2020-02-03,48.061
2020-02-04,50.6313
2020-02-05,52.6602
2020-02-06,51.6836
2020-02-07,49.7738
2020-02-08,49.7738
2020-02-09,49.7738
2020-02-10,49.4783
2020-02-11,50.9251
2020-02-12,53.2891
2020-02-13,52.3975
2020-02-14,49.3471
2020-02-15,49.3471
2020-02-16,49.3471
2020-02-17,49.3471
2020-02-18,48.1864
2020-02-19,50.0696
2020-02-20,49.8881
2020-02-21,47.0084
2020-02-22,47.0084
2020-02-23,47.0084
2020-02-24,42.5491
2020-02-25,41.0954
2020-02-26,42.9176
2020-02-27,39.1174
2020-02-28,41.147
2020-02-29,41.147
2020-03-01,41.147
2020-03-02,43.7534
2020-03-03,41.8793
2020-03-04,44.957
2020-03-05,41.131
2020-03-06,39.6195
2020-03-07,39.6195
2020-03-08,39.6195
2020-03-09,32.9408
2020-03-10,35.9993
2020-03-11,31.8965
2020-03-12,27.3472
2020-03-13,35.3541
2020-03-14,35.3541
2020-03-15,35.3541
2020-03-16,30.8895
2020-03-17,34.2229
2020-03-18,32.0715
2020-03-19,32.7223
2020-03-20,34.8046
2020-03-21,34.8046
2020-03-22,34.8046
2020-03-23,35.3401
2020-03-24,39.455
2020-03-25,42.183
2020-03-26,44.1212
2020-03-27,42.1131
2020-03-28,42.1131
2020-03-29,42.1131
2020-03-30,42.9073
2020-03-31,41.9904
2020-04-01,39.3381
2020-04-02,39.4678
2020-04-03,38.8661
2020-04-04,38.8661
2020-04-05,38.8661
2020-04-06,43.4229
2020-04-07,43.9966
2020-04-08,46.5354
2020-04-09,46.9118
2020-04-10,46.9118
2020-04-11,46.9118
2020-04-12,46.9118
2020-04-13,47.529
2020-04-14,47.6788
2020-04-15,44.4489
2020-04-16,44.1471
2020-04-17,45.8893
2020-04-18,45.8893
2020-04-19,45.8893
2020-04-20,44.9401
2020-04-21,43.8965
2020-04-22,45.5321
2020-04-23,45.9882
2020-04-24,47.197
2020-04-25,47.197
2020-04-26,47.197
2020-04-27,48.8611
2020-04-28,49.4317
2020-04-29,53.1011
2020-04-30,51.2105
2020-05-01,49.3914
2020-05-02,49.3914
2020-05-03,49.3914
2020-05-04,48.2681
2020-05-05,48.8696
2020-05-06,49.1592
2020-05-07,50.3554
2020-05-08,52.5705
2020-05-09,52.5705
2020-05-10,52.5705
2020-05-11,50.6285
2020-05-12,47.0339
2020-05-13,44.0969
2020-05-14,45.1239
2020-05-15,44.4428
2020-05-16,44.4428
2020-05-17,44.4428
2020-05-18,48.9397
2020-05-19,47.8875
2020-05-20,50.0782
2020-05-21,48.7425
2020-05-22,49.5296
2020-05-23,49.5296
2020-05-24,49.5296
2020-05-25,49.5296
2020-05-26,52.0769
2020-05-27,53.2825
2020-05-28,50.7048
2020-05-29,50.822
2020-05-30,50.822
2020-05-31,50.822
2020-06-01,51.3307
2020-06-02,52.1441
2020-06-03,54.1971
2020-06-04,53.6528
2020-06-05,55.8322
2020-06-06,55.8322
2020-06-07,55.8322
2020-06-08,56.2245
2020-06-09,53.8227
2020-06-10,51.1311
2020-06-11,46.5149
2020-06-12,48.0536
2020-06-13,48.0536
2020-06-14,48.0536
2020-06-15,47.7635
2020-06-16,49.7409
2020-06-17,48.2416
2020-06-18,47.5302
2020-06-19,46.7867
2020-06-20,46.7867
2020-06-21,46.7867
2020-06-22,47.0608
2020-06-23,48.1319
2020-06-24,45.7827
2020-06-25,46.105
2020-06-26,45.6064
2020-06-27,45.6064
2020-06-28,45.6064
2020-06-29,46.9779
2020-06-30,48.076
2020-07-01,46.2908
2020-07-02,46.8205
2020-07-03,46.8205
2020-07-04,46.8205
2020-07-05,46.8205
2020-07-06,47.7718
2020-07-07,45.9683
2020-07-08,47.175
2020-07-09,47.175
2020-07-10,48.056
2020-07-11,48.056
2020-07-12,48.056
2020-07-13,48.0968
2020-07-14,49.0873
2020-07-15,51.1372
2020-07-16,49.9541
2020-07-17,49.8307
2020-07-18,49.8307
2020-07-19,49.8307
2020-07-20,49.6615
2020-07-21,49.4877
2020-07-22,49.0438
2020-07-23,49.7893
2020-07-24,48.2822
2020-07-25,48.2822
2020-07-26,48.2822
2020-07-27,50.6695
2020-07-28,48.2309
2020-07-29,51.1154
2020-07-30,50.3446
2020-07-31,50.5262
2020-08-01,50.5262
2020-08-02,50.5262
2020-08-03,52.1553
2020-08-04,55.0477
2020-08-05,56.2154
2020-08-06,55.8017
2020-08-07,54.7085
2020-08-08,54.7085
2020-08-09,54.7085
2020-08-10,55.1414
2020-08-11,56.4756
2020-08-12,58.1376
2020-08-13,56.7368
2020-08-14,56.2879
2020-08-15,56.2879
2020-08-16,56.2879
2020-08-17,55.1591
2020-08-18,51.9782
2020-08-19,52.7428
2020-08-20,50.7574
2020-08-21,49.9386
2020-08-22,49.9386
2020-08-23,49.9386
2020-08-24,52.7942
2020-08-25,52.8422
2020-08-26,51.8607
2020-08-27,49.788
2020-08-28,51.5844
2020-08-29,51.5844
2020-08-30,51.5844
2020-08-31,49.3908
2020-09-01,50.9326
2020-09-02,53.0533
2020-09-03,50.0358
2020-09-04,49.8336
2020-09-05,49.8336
2020-09-06,49.8336
2020-09-07,49.8336
2020-09-08,46.5722
2020-09-09,48.195
2020-09-10,46.8804
2020-09-11,46.4987
2020-09-12,46.4987
2020-09-13,46.4987
2020-09-14,49.0724
2020-09-15,49.2303
2020-09-16,50.1367
2020-09-17,49.1751
2020-09-18,48.9056
2020-09-19,48.9056
2020-09-20,48.9056
2020-09-21,45.309
2020-09-22,46.071
2020-09-23,44.8285
2020-09-24,45.974
2020-09-25,45.974
2020-09-26,45.974
2020-09-27,45.974
2020-09-28,50.49
2020-09-29,49.9364
2020-09-30,48.7206
2020-10-01,50.1474
2020-10-02,49.0739
2020-10-03,49.0739
2020-10-04,49.0739
2020-10-05,53.3179
2020-10-06,52.0522
2020-10-07,57.2106
2020-10-08,59.1873
2020-10-09,58.9475
2020-10-10,58.9475
2020-10-11,58.9475
2020-10-12,59.2887
2020-10-13,56.9037
2020-10-14,56.6017
2020-10-15,59.5341
2020-10-16,57.9387
2020-10-17,57.9387
2020-10-18,57.9387
2020-10-19,57.8154
2020-10-20,57.186
2020-10-21,55.5591
2020-10-22,57.3455
2020-10-23,57.8196
2020-10-24,57.8196
2020-10-25,57.8196
