,LNT US Equity
2020-08-12,58.1543
2020-08-13,58.2623
2020-08-14,57.6166
2020-08-15,57.6166
2020-08-16,57.6166
2020-08-17,57.9152
2020-08-18,57.1145
2020-08-19,57.5276
2020-08-20,56.861
2020-08-21,58.0184
2020-08-22,58.0184
2020-08-23,58.0184
2020-08-24,59.4142
2020-08-25,58.014
2020-08-26,57.2808
2020-08-27,57.1385
2020-08-28,58.0019
2020-08-29,58.0019
2020-08-30,58.0019
2020-08-31,57.3668
2020-09-01,54.9154
2020-09-02,58.1719
2020-09-03,55.7366
2020-09-04,53.4551
2020-09-05,53.4551
2020-09-06,53.4551
2020-09-07,53.4551
2020-09-08,51.4063
2020-09-09,54.5855
2020-09-10,49.5413
2020-09-11,48.9359
2020-09-12,48.9359
2020-09-13,48.9359
2020-09-14,50.2787
2020-09-15,51.4861
2020-09-16,52.3218
2020-09-17,49.7228
2020-09-18,46.4669
2020-09-19,46.4669
2020-09-20,46.4669
2020-09-21,43.6343
2020-09-22,44.1852
2020-09-23,43.7429
2020-09-24,44.0647
2020-09-25,48.4003
2020-09-26,48.4003
2020-09-27,48.4003
2020-09-28,48.805
2020-09-29,47.6722
2020-09-30,49.3626
2020-10-01,51.3039
2020-10-02,53.3707
2020-10-03,53.3707
2020-10-04,53.3707
2020-10-05,53.9559
2020-10-06,56.7147
2020-10-07,55.7233
2020-10-08,58.3931
2020-10-09,56.9716
2020-10-10,56.9716
2020-10-11,56.9716
2020-10-12,56.9065
2020-10-13,54.8312
2020-10-14,54.7344
2020-10-15,56.0714
2020-10-16,56.9655
2020-10-17,56.9655
2020-10-18,56.9655
2020-10-19,56.372
2020-10-20,57.5036
2020-10-21,58.819
2020-10-22,60.8737
2020-10-23,61.3842
2020-10-24,61.3842
2020-10-25,61.3842
2020-10-26,61.7772
2020-10-27,62.5896
2020-10-28,56.4242
2020-10-29,57.5657
2020-10-30,56.5324
2020-10-31,56.5324
2020-11-01,56.5324
2020-11-02,60.1318
2020-11-03,59.2321
2020-11-04,55.4558
2020-11-05,53.9673
2020-11-06,52.976
2020-11-07,52.976
2020-11-08,52.976
2020-11-09,58.248
2020-11-10,59.0096
2020-11-11,60.0601
2020-11-12,55.9037
2020-11-13,56.0743
2020-11-14,56.0743
2020-11-15,56.0743
2020-11-16,56.669
2020-11-17,51.527
2020-11-18,47.2001
2020-11-19,45.7946
2020-11-20,46.9035
2020-11-21,46.9035
2020-11-22,46.9035
2020-11-23,46.6076
2020-11-24,48.3491
2020-11-25,48.7397
2020-11-26,48.7397
2020-11-27,46.7794
2020-11-28,46.7794
2020-11-29,46.7794
2020-11-30,46.3678
2020-12-01,48.6184
2020-12-02,49.8896
2020-12-03,48.6176
2020-12-04,47.3154
2020-12-05,47.3154
2020-12-06,47.3154
2020-12-07,48.6638
2020-12-08,47.0882
2020-12-09,45.8465
2020-12-10,44.7056
2020-12-11,44.2993
2020-12-12,44.2993
2020-12-13,44.2993
2020-12-14,43.3396
2020-12-15,46.7404
2020-12-16,44.7628
2020-12-17,45.0553
2020-12-18,43.2647
2020-12-19,43.2647
2020-12-20,43.2647
2020-12-21,41.484
2020-12-22,41.0775
2020-12-23,39.5353
2020-12-24,41.2598
2020-12-25,41.2598
2020-12-26,41.2598
2020-12-27,41.2598
2020-12-28,42.2885
2020-12-29,42.895
2020-12-30,43.8995
2020-12-31,46.5731
2021-01-01,46.5731
2021-01-02,46.5731
2021-01-03,46.5731
2021-01-04,43.6655
2021-01-05,43.0111
2021-01-06,45.6096
2021-01-07,40.7929
2021-01-08,41.603
2021-01-09,41.603
2021-01-10,41.603
2021-01-11,39.7285
2021-01-12,38.5603
2021-01-13,41.027
2021-01-14,39.5232
2021-01-15,43.997
2021-01-16,43.997
2021-01-17,43.997
2021-01-18,43.997
2021-01-19,44.4896
2021-01-20,45.3901
2021-01-21,44.9479
2021-01-22,44.0598
2021-01-23,44.0598
2021-01-24,44.0598
2021-01-25,47.4998
2021-01-26,45.7381
2021-01-27,43.5602
2021-01-28,44.7801
2021-01-29,43.9831
2021-01-30,43.9831
2021-01-31,43.9831
2021-02-01,44.9637
2021-02-02,45.1953
2021-02-03,45.5003
2021-02-04,46.677
2021-02-05,47.4427
2021-02-06,47.4427
2021-02-07,47.4427
2021-02-08,45.5772
2021-02-09,44.9287
2021-02-10,45.9414
2021-02-11,44.6964
2021-02-12,43.4487
2021-02-13,43.4487
2021-02-14,43.4487
2021-02-15,43.4487
2021-02-16,42.0885
2021-02-17,43.6607
2021-02-18,45.1257
2021-02-19,42.2338
2021-02-20,42.2338
2021-02-21,42.2338
2021-02-22,40.8521
2021-02-23,44.951
2021-02-24,42.9898
2021-02-25,42.5508
2021-02-26,39.4031
2021-02-27,39.4031
2021-02-28,39.4031
2021-03-01,42.7693
2021-03-02,42.8399
2021-03-03,42.2998
2021-03-04,43.3707
2021-03-05,47.5066
2021-03-06,47.5066
2021-03-07,47.5066
2021-03-08,51.5656
2021-03-09,52.0595
2021-03-10,53.5301
2021-03-11,52.2302
2021-03-12,55.3956
2021-03-13,55.3956
2021-03-14,55.3956
2021-03-15,59.2857
2021-03-16,59.2974
2021-03-17,56.0123
2021-03-18,56.1899
2021-03-19,56.1564
2021-03-20,56.1564
2021-03-21,56.1564
2021-03-22,55.2702
2021-03-23,59.2603
2021-03-24,59.854
2021-03-25,60.8687
2021-03-26,61.3852
2021-03-27,61.3852
2021-03-28,61.3852
2021-03-29,62.927
2021-03-30,61.1185
2021-03-31,61.1185
2021-04-01,61.6104
2021-04-02,61.6104
2021-04-03,61.6104
2021-04-04,61.6104
2021-04-05,62.7797
2021-04-06,62.6974
2021-04-07,60.9209
2021-04-08,59.9403
2021-04-09,59.3636
2021-04-10,59.3636
2021-04-11,59.3636
2021-04-12,59.9332
2021-04-13,60.7862
2021-04-14,61.8231
2021-04-15,63.955
2021-04-16,65.1625
2021-04-17,65.1625
2021-04-18,65.1625
2021-04-19,65.2378
2021-04-20,68.1568
2021-04-21,66.5586
2021-04-22,65.4841
2021-04-23,63.5909
2021-04-24,63.5909
2021-04-25,63.5909
2021-04-26,62.6765
2021-04-27,59.4908
2021-04-28,58.5501
2021-04-29,59.9957
2021-04-30,62.2271
2021-05-01,62.2271
2021-05-02,62.2271
2021-05-03,62.2271
2021-05-04,63.2409
2021-05-05,59.0836
2021-05-06,61.781
2021-05-07,62.2371
2021-05-08,62.2371
2021-05-09,62.2371
2021-05-10,65.287
2021-05-11,61.1491
2021-05-12,56.7452
2021-05-13,59.5266
2021-05-14,59.0858
2021-05-15,59.0858
2021-05-16,59.0858
2021-05-17,58.0483
2021-05-18,60.8901
2021-05-19,61.1333
2021-05-20,61.2827
2021-05-21,62.1606
2021-05-22,62.1606
2021-05-23,62.1606
2021-05-24,61.953
2021-05-25,60.0445
2021-05-26,59.6725
2021-05-27,56.6084
2021-05-28,57.7885
2021-05-29,57.7885
2021-05-30,57.7885
2021-05-31,57.7885
2021-06-01,57.1454
2021-06-02,58.9473
2021-06-03,60.4422
2021-06-04,60.3564
2021-06-05,60.3564
2021-06-06,60.3564
2021-06-07,60.3121
2021-06-08,58.0645
2021-06-09,60.2005
2021-06-10,60.897
2021-06-11,61.0146
2021-06-12,61.0146
2021-06-13,61.0146
2021-06-14,60.9672
2021-06-15,61.5242
2021-06-16,56.0961
2021-06-17,57.8876
2021-06-18,50.8956
2021-06-19,50.8956
2021-06-20,50.8956
2021-06-21,54.0997
2021-06-22,53.7369
2021-06-23,52.0055
2021-06-24,50.8405
2021-06-25,53.1752
2021-06-26,53.1752
2021-06-27,53.1752
2021-06-28,53.1017
2021-06-29,48.3652
2021-06-30,48.4346
2021-07-01,50.2018
2021-07-02,50.7157
2021-07-03,50.7157
2021-07-04,50.7157
2021-07-05,50.7157
2021-07-06,50.6076
2021-07-07,52.1542
2021-07-08,52.1894
2021-07-09,51.8736
2021-07-10,51.8736
2021-07-11,51.8736
2021-07-12,52.5421
2021-07-13,50.877
2021-07-14,53.4807
2021-07-15,55.5024
2021-07-16,57.9163
2021-07-17,57.9163
2021-07-18,57.9163
2021-07-19,55.8005
2021-07-20,56.6523
2021-07-21,53.0329
2021-07-22,53.5162
2021-07-23,56.9527
2021-07-24,56.9527
2021-07-25,56.9527
2021-07-26,56.9112
2021-07-27,60.2899
2021-07-28,58.7711
2021-07-29,58.4833
2021-07-30,56.9037
2021-07-31,56.9037
2021-08-01,56.9037
2021-08-02,58.8312
2021-08-03,61.2324
2021-08-04,61.0107
2021-08-05,62.5269
2021-08-06,63.4261
2021-08-07,63.4261
2021-08-08,63.4261
2021-08-09,62.9056
2021-08-10,62.0437
2021-08-11,62.9766
2021-08-12,62.1373
2021-08-13,63.3558
2021-08-14,63.3558
2021-08-15,63.3558
2021-08-16,64.9767
2021-08-17,65.2556
2021-08-18,63.5794
2021-08-19,63.76
2021-08-20,65.806
2021-08-21,65.806
2021-08-22,65.806
2021-08-23,59.7718
2021-08-24,58.3537
2021-08-25,57.8953
2021-08-26,57.9977
2021-08-27,58.8601
2021-08-28,58.8601
2021-08-29,58.8601
2021-08-30,59.0342
2021-08-31,58.522
2021-09-01,61.4622
2021-09-02,62.7788
2021-09-03,59.7896
2021-09-04,59.7896
2021-09-05,59.7896
2021-09-06,59.7896
2021-09-07,52.1692
2021-09-08,56.5945
2021-09-09,55.0881
2021-09-10,51.6101
2021-09-11,51.6101
2021-09-12,51.6101
2021-09-13,50.4065
2021-09-14,49.8756
2021-09-15,49.8394
2021-09-16,47.6226
2021-09-17,44.8908
2021-09-18,44.8908
2021-09-19,44.8908
2021-09-20,45.1685
2021-09-21,43.9252
2021-09-22,43.6635
2021-09-23,43.0334
2021-09-24,42.5652
2021-09-25,42.5652
2021-09-26,42.5652
2021-09-27,39.6637
2021-09-28,38.5002
2021-09-29,42.6919
2021-09-30,40.3608
2021-10-01,39.7772
2021-10-02,39.7772
2021-10-03,39.7772
2021-10-04,44.1234
2021-10-05,42.8619
2021-10-06,45.4962
2021-10-07,44.1754
2021-10-08,42.0698
2021-10-09,42.0698
2021-10-10,42.0698
2021-10-11,38.5404
2021-10-12,39.8652
2021-10-13,41.7162
2021-10-14,44.2831
2021-10-15,43.2119
2021-10-16,43.2119
2021-10-17,43.2119
2021-10-18,41.9631
2021-10-19,43.2735
2021-10-20,46.1586
2021-10-21,47.2266
2021-10-22,49.4066
2021-10-23,49.4066
2021-10-24,49.4066
2021-10-25,46.6236
2021-10-26,47.6972
2021-10-27,46.7557
2021-10-28,47.9254
2021-10-29,48.3995
2021-10-30,48.3995
2021-10-31,48.3995
2021-11-01,49.4067
2021-11-02,50.2322
2021-11-03,47.9452
2021-11-04,45.3805
2021-11-05,48.2097
2021-11-06,48.2097
2021-11-07,48.2097
2021-11-08,44.6662
2021-11-09,45.2143
2021-11-10,47.5436
2021-11-11,45.1892
2021-11-12,45.1291
2021-11-13,45.1291
2021-11-14,45.1291
2021-11-15,48.4925
2021-11-16,47.6966
2021-11-17,48.1194
2021-11-18,45.3985
2021-11-19,50.5755
2021-11-20,50.5755
2021-11-21,50.5755
2021-11-22,53.7564
2021-11-23,53.7233
2021-11-24,52.9139
2021-11-25,52.9139
2021-11-26,50.0536
2021-11-27,50.0536
2021-11-28,50.0536
2021-11-29,51.7106
2021-11-30,44.6454
2021-12-01,46.3803
2021-12-02,48.0641
2021-12-03,50.8911
2021-12-04,50.8911
2021-12-05,50.8911
2021-12-06,53.4598
2021-12-07,54.4555
2021-12-08,54.4555
2021-12-09,53.8696
2021-12-10,55.8109
2021-12-11,55.8109
2021-12-12,55.8109
2021-12-13,57.678
2021-12-14,57.3154
2021-12-15,59.5852
2021-12-16,60.7003
2021-12-17,56.7037
2021-12-18,56.7037
2021-12-19,56.7037
2021-12-20,57.0902
2021-12-21,55.3957
2021-12-22,55.856
2021-12-23,55.7568
2021-12-24,55.7568
2021-12-25,55.7568
2021-12-26,55.7568
2021-12-27,56.9178
2021-12-28,58.6769
2021-12-29,59.7368
2021-12-30,60.5641
2021-12-31,60.6134
2022-01-01,60.6134
2022-01-02,60.6134
2022-01-03,58.2794
2022-01-04,57.7966
2022-01-05,59.2472
2022-01-06,58.2877
2022-01-07,58.2097
2022-01-08,58.2097
2022-01-09,58.2097
2022-01-10,56.7942
2022-01-11,53.681
2022-01-12,54.7023
2022-01-13,56.2447
2022-01-14,54.1143
2022-01-15,54.1143
2022-01-16,54.1143
2022-01-17,54.1143
2022-01-18,52.6661
2022-01-19,51.7704
2022-01-20,52.8001
2022-01-21,52.9008
2022-01-22,52.9008
2022-01-23,52.9008
2022-01-24,49.2427
2022-01-25,47.7545
2022-01-26,47.0525
2022-01-27,49.9864
2022-01-28,52.7724
2022-01-29,52.7724
2022-01-30,52.7724
2022-01-31,54.5145
2022-02-01,50.3246
2022-02-02,53.9833
2022-02-03,53.9833
2022-02-04,51.5133
2022-02-05,51.5133
2022-02-06,51.5133
2022-02-07,51.4133
2022-02-08,52.5877
2022-02-09,51.3726
2022-02-10,45.4997
2022-02-11,46.2398
2022-02-12,46.2398
2022-02-13,46.2398
2022-02-14,44.5885
2022-02-15,43.159
2022-02-16,43.1041
2022-02-17,44.1709
2022-02-18,45.9076
2022-02-19,45.9076
2022-02-20,45.9076
2022-02-21,45.9076
2022-02-22,44.7086
2022-02-23,42.5804
2022-02-24,42.4956
2022-02-25,49.2585
2022-02-26,49.2585
2022-02-27,49.2585
2022-02-28,50.8908
2022-03-01,47.5193
2022-03-02,48.6711
2022-03-03,52.812
2022-03-04,56.6568
2022-03-05,56.6568
2022-03-06,56.6568
2022-03-07,57.0616
2022-03-08,56.1992
2022-03-09,53.8902
2022-03-10,54.9005
2022-03-11,55.1351
2022-03-12,55.1351
2022-03-13,55.1351
2022-03-14,55.4019
2022-03-15,57.8637
2022-03-16,56.4388
2022-03-17,56.7536
2022-03-18,54.4799
2022-03-19,54.4799
2022-03-20,54.4799
2022-03-21,56.1873
2022-03-22,52.8356
2022-03-23,54.2074
2022-03-24,54.617
2022-03-25,57.9144
2022-03-26,57.9144
2022-03-27,57.9144
2022-03-28,58.3336
2022-03-29,58.8327
2022-03-30,60.4969
2022-03-31,59.0444
2022-04-01,61.0056
2022-04-02,61.0056
2022-04-03,61.0056
2022-04-04,58.8463
2022-04-05,60.2766
2022-04-06,64.3596
2022-04-07,61.4738
2022-04-08,62.5007
2022-04-09,62.5007
2022-04-10,62.5007
2022-04-11,60.8902
2022-04-12,61.5016
2022-04-13,58.017
2022-04-14,57.3704
2022-04-15,57.3704
2022-04-16,57.3704
2022-04-17,57.3704
2022-04-18,55.2061
2022-04-19,58.0246
2022-04-20,60.7129
2022-04-21,58.6286
2022-04-22,54.713
2022-04-23,54.713
2022-04-24,54.713
2022-04-25,51.8831
2022-04-26,50.7453
2022-04-27,48.7109
2022-04-28,50.8341
2022-04-29,45.2365
2022-04-30,45.2365
2022-05-01,45.2365
2022-05-02,43.2807
2022-05-03,43.1801
2022-05-04,46.7878
2022-05-05,46.0372
2022-05-06,45.7767
2022-05-07,45.7767
2022-05-08,45.7767
2022-05-09,45.7321
2022-05-10,44.195
2022-05-11,44.6966
2022-05-12,44.2622
2022-05-13,45.4742
2022-05-14,45.4742
2022-05-15,45.4742
2022-05-16,46.6737
2022-05-17,49.127
2022-05-18,47.0875
2022-05-19,46.014
2022-05-20,46.5014
2022-05-21,46.5014
2022-05-22,46.5014
2022-05-23,47.4542
2022-05-24,53.4798
2022-05-25,53.2891
2022-05-26,56.0895
2022-05-27,58.8721
2022-05-28,58.8721
2022-05-29,58.8721
2022-05-30,58.8721
2022-05-31,58.9536
2022-06-01,57.1089
2022-06-02,54.8812
2022-06-03,54.0801
2022-06-04,54.0801
2022-06-05,54.0801
2022-06-06,55.0628
2022-06-07,56.5294
2022-06-08,51.0128
2022-06-09,47.5257
2022-06-10,46.8366
2022-06-11,46.8366
2022-06-12,46.8366
2022-06-13,42.8174
2022-06-14,39.6094
2022-06-15,39.9512
2022-06-16,38.612
2022-06-17,38.2332
2022-06-18,38.2332
2022-06-19,38.2332
2022-06-20,38.2332
2022-06-21,39.544
2022-06-22,40.3794
2022-06-23,43.1171
2022-06-24,45.1548
2022-06-25,45.1548
2022-06-26,45.1548
2022-06-27,46.6805
2022-06-28,46.9309
2022-06-29,46.7945
2022-06-30,48.4476
2022-07-01,51.9694
2022-07-02,51.9694
2022-07-03,51.9694
2022-07-04,51.9694
2022-07-05,47.0708
2022-07-06,48.1525
2022-07-07,46.9232
2022-07-08,45.9233
2022-07-09,45.9233
2022-07-10,45.9233
2022-07-11,47.3555
2022-07-12,47.1328
2022-07-13,47.0185
2022-07-14,47.3094
2022-07-15,48.0604
2022-07-16,48.0604
2022-07-17,48.0604
2022-07-18,44.8707
2022-07-19,45.8619
2022-07-20,44.151
2022-07-21,44.5221
2022-07-22,46.9887
2022-07-23,46.9887
2022-07-24,46.9887
2022-07-25,48.2597
2022-07-26,50.2295
2022-07-27,50.3858
2022-07-28,54.7036
2022-07-29,56.7109
2022-07-30,56.7109
2022-07-31,56.7109
2022-08-01,56.6243
2022-08-02,56.2985
2022-08-03,57.4049
2022-08-04,57.0315
2022-08-05,57.3424
2022-08-06,57.3424
2022-08-07,57.3424
2022-08-08,56.5929
2022-08-09,58.5428
2022-08-10,58.7585
2022-08-11,57.7232
2022-08-12,61.7019
2022-08-13,61.7019
2022-08-14,61.7019
2022-08-15,62.762
2022-08-16,63.2045
2022-08-17,63.6303
2022-08-18,63.2893
2022-08-19,62.7866
2022-08-20,62.7866
2022-08-21,62.7866
2022-08-22,60.0537
2022-08-23,58.1623
2022-08-24,57.8722
2022-08-25,58.9059
2022-08-26,55.8525
2022-08-27,55.8525
2022-08-28,55.8525
2022-08-29,56.4913
2022-08-30,53.202
2022-08-31,51.5355
2022-09-01,54.4852
2022-09-02,52.6333
2022-09-03,52.6333
2022-09-04,52.6333
2022-09-05,52.6333
2022-09-06,51.5833
2022-09-07,56.846
2022-09-08,55.9745
2022-09-09,56.5614
2022-09-10,56.5614
2022-09-11,56.5614
2022-09-12,57.6035
2022-09-13,51.2169
2022-09-14,52.5382
2022-09-15,47.9931
2022-09-16,49.6721
2022-09-17,49.6721
2022-09-18,49.6721
2022-09-19,52.2778
2022-09-20,50.2903
2022-09-21,48.1953
2022-09-22,47.5128
2022-09-23,46.3252
2022-09-24,46.3252
2022-09-25,46.3252
2022-09-26,42.9482
2022-09-27,40.5084
2022-09-28,41.5759
2022-09-29,36.6646
2022-09-30,34.2359
2022-10-01,34.2359
2022-10-02,34.2359
2022-10-03,37.914
2022-10-04,39.6849
2022-10-05,36.5743
2022-10-06,34.0395
2022-10-07,32.0002
2022-10-08,32.0002
2022-10-09,32.0002
2022-10-10,32.5748
2022-10-11,33.6556
2022-10-12,30.8828
2022-10-13,34.4798
2022-10-14,33.7679
2022-10-15,33.7679
2022-10-16,33.7679
2022-10-17,35.7528
2022-10-18,38.5291
2022-10-19,37.7147
2022-10-20,35.4696
2022-10-21,37.9253
2022-10-22,37.9253
2022-10-23,37.9253
2022-10-24,38.0404
2022-10-25,40.1297
2022-10-26,39.9918
2022-10-27,40.6253
2022-10-28,44.891
2022-10-29,44.891
2022-10-30,44.891
2022-10-31,44.5421
2022-11-01,45.5491
2022-11-02,44.6199
2022-11-03,44.6885
2022-11-04,46.0269
2022-11-05,46.0269
2022-11-06,46.0269
2022-11-07,43.8325
2022-11-08,47.0094
2022-11-09,47.7893
2022-11-10,52.197
2022-11-11,49.0713
2022-11-12,49.0713
2022-11-13,49.0713
2022-11-14,47.9322
2022-11-15,48.56
2022-11-16,50.319
2022-11-17,48.8654
2022-11-18,51.7676
2022-11-19,51.7676
2022-11-20,51.7676
2022-11-21,51.9192
2022-11-22,52.075
2022-11-23,53.1546
2022-11-24,53.1546
2022-11-25,54.0883
2022-11-26,54.0883
2022-11-27,54.0883
2022-11-28,52.5751
2022-11-29,51.0107
2022-11-30,53.4909
2022-12-01,51.7928
2022-12-02,50.229
2022-12-03,50.229
2022-12-04,50.229
2022-12-05,49.6763
2022-12-06,51.3173
2022-12-07,49.5587
2022-12-08,51.6129
2022-12-09,51.2567
2022-12-10,51.2567
2022-12-11,51.2567
2022-12-12,53.8512
2022-12-13,53.5005
2022-12-14,52.626
2022-12-15,51.0851
2022-12-16,49.3195
2022-12-17,49.3195
2022-12-18,49.3195
2022-12-19,48.6066
2022-12-20,48.2907
2022-12-21,50.5016
2022-12-22,49.7678
2022-12-23,51.0263
2022-12-24,51.0263
2022-12-25,51.0263
2022-12-26,51.0263
2022-12-27,52.7143
2022-12-28,50.6843
2022-12-29,52.5736
2022-12-30,50.5695
2022-12-31,50.5695
2023-01-01,50.5695
2023-01-02,50.5695
2023-01-03,50.9469
2023-01-04,51.9434
2023-01-05,47.9599
2023-01-06,50.827
2023-01-07,50.827
2023-01-08,50.827
2023-01-09,51.0328
2023-01-10,49.9041
2023-01-11,52.1631
2023-01-12,51.8142
2023-01-13,51.0822
2023-01-14,51.0822
2023-01-15,51.0822
2023-01-16,51.0822
2023-01-17,49.9986
2023-01-18,46.7316
2023-01-19,45.6065
2023-01-20,47.3886
2023-01-21,47.3886
2023-01-22,47.3886
2023-01-23,47.365
2023-01-24,48.5579
2023-01-25,48.7715
2023-01-26,48.8812
2023-01-27,48.8001
2023-01-28,48.8001
2023-01-29,48.8001
2023-01-30,47.9221
2023-01-31,49.0569
2023-02-01,51.1158
2023-02-02,51.1733
2023-02-03,47.1036
2023-02-04,47.1036
2023-02-05,47.1036
2023-02-06,48.852
2023-02-07,47.7722
2023-02-08,45.3274
2023-02-09,43.9124
2023-02-10,47.4576
2023-02-11,47.4576
2023-02-12,47.4576
2023-02-13,49.0521
2023-02-14,47.7147
2023-02-15,48.1534
2023-02-16,47.3317
2023-02-17,49.7842
2023-02-18,49.7842
2023-02-19,49.7842
2023-02-20,49.7842
2023-02-21,48.0281
2023-02-22,47.8066
2023-02-23,47.049
2023-02-24,46.2901
2023-02-25,46.2901
2023-02-26,46.2901
2023-02-27,42.946
2023-02-28,42.4674
2023-03-01,39.9923
2023-03-02,44.3964
2023-03-03,45.8686
2023-03-04,45.8686
2023-03-05,45.8686
2023-03-06,45.5825
2023-03-07,43.1285
2023-03-08,44.9613
2023-03-09,44.1742
2023-03-10,41.5752
2023-03-11,41.5752
2023-03-12,41.5752
2023-03-13,45.5692
2023-03-14,47.2465
2023-03-15,50.099
2023-03-16,51.1242
