,RSG US Equity
2020-05-20,50.5535
2020-05-21,49.611
2020-05-22,49.9436
2020-05-23,49.9436
2020-05-24,49.9436
2020-05-25,49.9436
2020-05-26,51.6986
2020-05-27,52.94
2020-05-28,53.88
2020-05-29,54.463
2020-05-30,54.463
2020-05-31,54.463
2020-06-01,53.9555
2020-06-02,55.6048
2020-06-03,56.2613
2020-06-04,55.6889
2020-06-05,58.7856
2020-06-06,58.7856
2020-06-07,58.7856
2020-06-08,58.6475
2020-06-09,55.9419
2020-06-10,54.4151
2020-06-11,48.5667
2020-06-12,48.6468
2020-06-13,48.6468
2020-06-14,48.6468
2020-06-15,48.5686
2020-06-16,49.8906
2020-06-17,49.712
2020-06-18,49.5895
2020-06-19,46.5304
2020-06-20,46.5304
2020-06-21,46.5304
2020-06-22,48.1838
2020-06-23,48.312
2020-06-24,46.0159
2020-06-25,47.0309
2020-06-26,47.541
2020-06-27,47.541
2020-06-28,47.541
2020-06-29,48.3135
2020-06-30,50.1413
2020-07-01,49.2698
2020-07-02,49.0559
2020-07-03,49.0559
2020-07-04,49.0559
2020-07-05,49.0559
2020-07-06,49.5374
2020-07-07,48.56
2020-07-08,47.3586
2020-07-09,48.1216
2020-07-10,50.0396
2020-07-11,50.0396
2020-07-12,50.0396
2020-07-13,49.9649
2020-07-14,51.9092
2020-07-15,53.6994
2020-07-16,54.1201
2020-07-17,57.3037
2020-07-18,57.3037
2020-07-19,57.3037
2020-07-20,54.0744
2020-07-21,54.115
2020-07-22,54.9781
2020-07-23,55.2408
2020-07-24,53.8384
2020-07-25,53.8384
2020-07-26,53.8384
2020-07-27,53.8679
2020-07-28,54.3067
2020-07-29,56.5615
2020-07-30,56.8351
2020-07-31,57.1146
2020-08-01,57.1146
2020-08-02,57.1146
2020-08-03,57.385
2020-08-04,55.7291
2020-08-05,55.5068
2020-08-06,57.7267
2020-08-07,61.5408
2020-08-08,61.5408
2020-08-09,61.5408
2020-08-10,61.937
2020-08-11,61.915
2020-08-12,62.4121
2020-08-13,61.1956
2020-08-14,60.4142
2020-08-15,60.4142
2020-08-16,60.4142
2020-08-17,59.1052
2020-08-18,57.566
2020-08-19,57.6163
2020-08-20,57.2414
2020-08-21,58.6673
2020-08-22,58.6673
2020-08-23,58.6673
2020-08-24,60.7638
2020-08-25,61.433
2020-08-26,62.2885
2020-08-27,63.287
2020-08-28,63.6602
2020-08-29,63.6602
2020-08-30,63.6602
2020-08-31,63.1071
2020-09-01,64.0285
2020-09-02,66.2038
2020-09-03,62.7746
2020-09-04,62.8228
2020-09-05,62.8228
2020-09-06,62.8228
2020-09-07,62.8228
2020-09-08,62.2392
2020-09-09,65.2155
2020-09-10,64.7077
2020-09-11,65.8686
2020-09-12,65.8686
2020-09-13,65.8686
2020-09-14,67.3594
2020-09-15,67.4459
2020-09-16,66.146
2020-09-17,66.2243
2020-09-18,64.1967
2020-09-19,64.1967
2020-09-20,64.1967
2020-09-21,59.2492
2020-09-22,61.1027
2020-09-23,53.9294
2020-09-24,54.4003
2020-09-25,57.4255
2020-09-26,57.4255
2020-09-27,57.4255
2020-09-28,58.0932
2020-09-29,56.8169
2020-09-30,56.4707
2020-10-01,55.5531
2020-10-02,56.2307
2020-10-03,56.2307
2020-10-04,56.2307
2020-10-05,56.6411
2020-10-06,54.0215
2020-10-07,54.9252
2020-10-08,56.1018
2020-10-09,55.177
2020-10-10,55.177
2020-10-11,55.177
2020-10-12,57.8897
2020-10-13,55.6359
2020-10-14,55.2063
2020-10-15,55.1286
2020-10-16,55.4529
2020-10-17,55.4529
2020-10-18,55.4529
2020-10-19,51.6673
2020-10-20,52.0817
2020-10-21,50.562
2020-10-22,50.8054
2020-10-23,53.4156
2020-10-24,53.4156
2020-10-25,53.4156
2020-10-26,48.5466
2020-10-27,45.4745
2020-10-28,40.4866
2020-10-29,42.1577
2020-10-30,43.9738
2020-10-31,43.9738
2020-11-01,43.9738
2020-11-02,47.702
2020-11-03,52.6054
2020-11-04,55.1245
2020-11-05,57.7182
2020-11-06,60.0072
2020-11-07,60.0072
2020-11-08,60.0072
2020-11-09,64.2535
2020-11-10,66.1198
2020-11-11,66.6483
2020-11-12,63.2528
2020-11-13,63.3948
2020-11-14,63.3948
2020-11-15,63.3948
2020-11-16,64.2175
2020-11-17,63.1745
2020-11-18,60.5183
2020-11-19,60.3747
2020-11-20,58.2305
2020-11-21,58.2305
2020-11-22,58.2305
2020-11-23,56.1102
2020-11-24,56.1102
2020-11-25,55.4302
2020-11-26,55.4302
2020-11-27,54.6246
2020-11-28,54.6246
2020-11-29,54.6246
2020-11-30,53.9753
2020-12-01,54.7234
2020-12-02,51.8831
2020-12-03,49.9668
2020-12-04,51.6659
2020-12-05,51.6659
2020-12-06,51.6659
2020-12-07,50.0973
2020-12-08,49.7732
2020-12-09,49.0777
2020-12-10,47.4948
2020-12-11,50.4619
2020-12-12,50.4619
2020-12-13,50.4619
2020-12-14,50.304
2020-12-15,52.7874
2020-12-16,51.1599
2020-12-17,53.8985
2020-12-18,53.6686
2020-12-19,53.6686
2020-12-20,53.6686
2020-12-21,50.5471
2020-12-22,51.6429
2020-12-23,50.041
2020-12-24,51.2387
2020-12-25,51.2387
2020-12-26,51.2387
2020-12-27,51.2387
2020-12-28,52.7323
2020-12-29,51.0928
2020-12-30,51.2691
2020-12-31,53.2445
2021-01-01,53.2445
2021-01-02,53.2445
2021-01-03,53.2445
2021-01-04,47.7944
2021-01-05,47.9939
2021-01-06,52.225
2021-01-07,53.7709
2021-01-08,54.116
2021-01-09,54.116
2021-01-10,54.116
2021-01-11,51.6812
2021-01-12,50.7138
2021-01-13,49.1713
2021-01-14,47.7973
2021-01-15,48.0207
2021-01-16,48.0207
2021-01-17,48.0207
2021-01-18,48.0207
2021-01-19,49.7591
2021-01-20,49.7794
2021-01-21,48.3512
2021-01-22,49.2632
2021-01-23,49.2632
2021-01-24,49.2632
2021-01-25,48.725
2021-01-26,47.1075
2021-01-27,41.7532
2021-01-28,44.9978
2021-01-29,42.7348
2021-01-30,42.7348
2021-01-31,42.7348
2021-02-01,43.7039
2021-02-02,45.6083
2021-02-03,44.9614
2021-02-04,46.1152
2021-02-05,44.1473
2021-02-06,44.1473
2021-02-07,44.1473
2021-02-08,45.9737
2021-02-09,45.5387
2021-02-10,43.7201
2021-02-11,45.4222
2021-02-12,45.3669
2021-02-13,45.3669
2021-02-14,45.3669
2021-02-15,45.3669
2021-02-16,43.7506
2021-02-17,43.2077
2021-02-18,46.9317
2021-02-19,44.8361
2021-02-20,44.8361
2021-02-21,44.8361
2021-02-22,42.0998
2021-02-23,42.0331
2021-02-24,43.493
2021-02-25,45.4119
2021-02-26,43.0121
2021-02-27,43.0121
2021-02-28,43.0121
2021-03-01,46.6016
2021-03-02,48.3453
2021-03-03,47.8752
2021-03-04,47.938
2021-03-05,53.814
2021-03-06,53.814
2021-03-07,53.814
2021-03-08,55.8201
2021-03-09,53.7696
2021-03-10,55.7985
2021-03-11,54.4807
2021-03-12,56.0979
2021-03-13,56.0979
2021-03-14,56.0979
2021-03-15,56.7307
2021-03-16,56.7803
2021-03-17,51.9187
2021-03-18,56.0121
2021-03-19,54.64
2021-03-20,54.64
2021-03-21,54.64
2021-03-22,55.6685
2021-03-23,55.923
2021-03-24,58.1003
2021-03-25,59.3898
2021-03-26,62.4158
2021-03-27,62.4158
2021-03-28,62.4158
2021-03-29,62.0462
2021-03-30,60.5411
2021-03-31,59.1267
2021-04-01,59.6772
2021-04-02,59.6772
2021-04-03,59.6772
2021-04-04,59.6772
2021-04-05,61.6005
2021-04-06,62.341
2021-04-07,63.4417
2021-04-08,63.3699
2021-04-09,65.0098
2021-04-10,65.0098
2021-04-11,65.0098
2021-04-12,64.364
2021-04-13,64.8366
2021-04-14,64.3948
2021-04-15,65.4685
2021-04-16,65.6258
2021-04-17,65.6258
2021-04-18,65.6258
2021-04-19,66.1335
2021-04-20,66.6288
2021-04-21,67.8863
2021-04-22,67.0546
2021-04-23,68.1781
2021-04-24,68.1781
2021-04-25,68.1781
2021-04-26,63.1511
2021-04-27,63.5773
2021-04-28,62.9359
2021-04-29,65.1648
2021-04-30,65.4997
2021-05-01,65.4997
2021-05-02,65.4997
2021-05-03,67.9483
2021-05-04,68.9074
2021-05-05,69.777
2021-05-06,71.5365
2021-05-07,71.6696
2021-05-08,71.6696
2021-05-09,71.6696
2021-05-10,73.0559
2021-05-11,66.8383
2021-05-12,61.6619
2021-05-13,64.962
2021-05-14,66.0168
2021-05-15,66.0168
2021-05-16,66.0168
2021-05-17,63.498
2021-05-18,61.6558
2021-05-19,59.3892
2021-05-20,61.1671
2021-05-21,61.2661
2021-05-22,61.2661
2021-05-23,61.2661
2021-05-24,61.0132
2021-05-25,59.2645
2021-05-26,57.7549
2021-05-27,59.4149
2021-05-28,59.6985
2021-05-29,59.6985
2021-05-30,59.6985
2021-05-31,59.6985
2021-06-01,57.8181
2021-06-02,58.796
2021-06-03,58.6292
2021-06-04,59.2107
2021-06-05,59.2107
2021-06-06,59.2107
2021-06-07,57.5613
2021-06-08,58.3671
2021-06-09,58.7631
2021-06-10,58.4234
2021-06-11,59.3033
2021-06-12,59.3033
2021-06-13,59.3033
2021-06-14,59.4355
2021-06-15,61.259
2021-06-16,57.3919
2021-06-17,55.9008
2021-06-18,50.9435
2021-06-19,50.9435
2021-06-20,50.9435
2021-06-21,54.7215
2021-06-22,55.3546
2021-06-23,53.2695
2021-06-24,54.2007
2021-06-25,55.1067
2021-06-26,55.1067
2021-06-27,55.1067
2021-06-28,55.0588
2021-06-29,56.8083
2021-06-30,58.2252
2021-07-01,59.3221
2021-07-02,60.744
2021-07-03,60.744
2021-07-04,60.744
2021-07-05,60.744
2021-07-06,62.1304
2021-07-07,64.9449
2021-07-08,60.7467
2021-07-09,61.1848
2021-07-10,61.1848
2021-07-11,61.1848
2021-07-12,61.1325
2021-07-13,61.0246
2021-07-14,63.1119
2021-07-15,64.1996
2021-07-16,65.3045
2021-07-17,65.3045
2021-07-18,65.3045
2021-07-19,61.152
2021-07-20,63.3399
2021-07-21,62.7528
2021-07-22,62.9787
2021-07-23,64.8082
2021-07-24,64.8082
2021-07-25,64.8082
2021-07-26,63.796
2021-07-27,64.2612
2021-07-28,62.0983
2021-07-29,62.3227
2021-07-30,66.8241
2021-07-31,66.8241
2021-08-01,66.8241
2021-08-02,65.8074
2021-08-03,68.2246
2021-08-04,66.6011
2021-08-05,64.072
2021-08-06,64.193
2021-08-07,64.193
2021-08-08,64.193
2021-08-09,62.8518
2021-08-10,61.8157
2021-08-11,65.2895
2021-08-12,65.894
2021-08-13,66.5821
2021-08-14,66.5821
2021-08-15,66.5821
2021-08-16,68.1735
2021-08-17,67.28
2021-08-18,61.8187
2021-08-19,64.3804
2021-08-20,65.7278
2021-08-21,65.7278
2021-08-22,65.7278
2021-08-23,64.3908
2021-08-24,65.5884
2021-08-25,65.892
2021-08-26,66.4487
2021-08-27,67.1422
2021-08-28,67.1422
2021-08-29,67.1422
2021-08-30,68.1104
2021-08-31,67.7035
2021-09-01,68.6583
2021-09-02,70.3409
2021-09-03,68.4693
2021-09-04,68.4693
2021-09-05,68.4693
2021-09-06,68.4693
2021-09-07,62.6398
2021-09-08,64.5178
2021-09-09,62.9077
2021-09-10,63.2839
2021-09-11,63.2839
2021-09-12,63.2839
2021-09-13,64.1709
2021-09-14,64.3521
2021-09-15,64.8577
2021-09-16,61.4947
2021-09-17,59.9012
2021-09-18,59.9012
2021-09-19,59.9012
2021-09-20,60.0941
2021-09-21,60.0126
2021-09-22,61.7469
2021-09-23,61.9054
2021-09-24,62.3184
2021-09-25,62.3184
2021-09-26,62.3184
2021-09-27,56.7813
2021-09-28,52.1332
2021-09-29,55.2945
2021-09-30,51.038
2021-10-01,52.3291
2021-10-02,52.3291
2021-10-03,52.3291
2021-10-04,50.8388
2021-10-05,53.4664
2021-10-06,57.1095
2021-10-07,59.4926
2021-10-08,60.3654
2021-10-09,60.3654
2021-10-10,60.3654
2021-10-11,61.1002
2021-10-12,61.2192
2021-10-13,61.7189
2021-10-14,64.7124
2021-10-15,62.4975
2021-10-16,62.4975
2021-10-17,62.4975
2021-10-18,61.6669
2021-10-19,63.1437
2021-10-20,64.6625
2021-10-21,66.9548
2021-10-22,69.2382
2021-10-23,69.2382
2021-10-24,69.2382
2021-10-25,64.5538
2021-10-26,62.7193
2021-10-27,60.0101
2021-10-28,61.0884
2021-10-29,66.5373
2021-10-30,66.5373
2021-10-31,66.5373
2021-11-01,62.7421
2021-11-02,64.4113
2021-11-03,61.1391
2021-11-04,62.3869
2021-11-05,60.9885
2021-11-06,60.9885
2021-11-07,60.9885
2021-11-08,61.3561
2021-11-09,61.4266
2021-11-10,62.9421
2021-11-11,61.3501
2021-11-12,63.2831
2021-11-13,63.2831
2021-11-14,63.2831
2021-11-15,63.2439
2021-11-16,64.5606
2021-11-17,65.6895
2021-11-18,65.6685
2021-11-19,63.5857
2021-11-20,63.5857
2021-11-21,63.5857
2021-11-22,64.2026
2021-11-23,65.2679
2021-11-24,65.8569
2021-11-25,65.8569
2021-11-26,59.015
2021-11-27,59.015
2021-11-28,59.015
2021-11-29,62.8211
2021-11-30,53.2985
2021-12-01,52.8405
2021-12-02,57.5208
2021-12-03,56.6393
2021-12-04,56.6393
2021-12-05,56.6393
2021-12-06,56.4516
2021-12-07,56.8272
2021-12-08,56.3247
2021-12-09,55.1475
2021-12-10,56.3606
2021-12-11,56.3606
2021-12-12,56.3606
2021-12-13,57.1716
2021-12-14,56.0617
2021-12-15,58.11
2021-12-16,60.3198
2021-12-17,54.0688
2021-12-18,54.0688
2021-12-19,54.0688
2021-12-20,52.3484
2021-12-21,51.8875
2021-12-22,52.7606
2021-12-23,54.4343
2021-12-24,54.4343
2021-12-25,54.4343
2021-12-26,54.4343
2021-12-27,56.6246
2021-12-28,57.9075
2021-12-29,58.997
2021-12-30,57.7017
2021-12-31,59.1918
2022-01-01,59.1918
2022-01-02,59.1918
2022-01-03,53.2922
2022-01-04,54.6465
2022-01-05,51.4543
2022-01-06,51.7674
2022-01-07,50.918
2022-01-08,50.918
2022-01-09,50.918
2022-01-10,48.2231
2022-01-11,48.8383
2022-01-12,48.4833
2022-01-13,46.9939
2022-01-14,46.0271
2022-01-15,46.0271
2022-01-16,46.0271
2022-01-17,46.0271
2022-01-18,44.509
2022-01-19,45.315
2022-01-20,44.3282
2022-01-21,43.8833
2022-01-22,43.8833
2022-01-23,43.8833
2022-01-24,43.3953
2022-01-25,40.117
2022-01-26,40.553
2022-01-27,38.864
2022-01-28,43.6994
2022-01-29,43.6994
2022-01-30,43.6994
2022-01-31,45.3155
2022-02-01,43.3147
2022-02-02,47.2046
2022-02-03,45.2943
2022-02-04,44.5757
2022-02-05,44.5757
2022-02-06,44.5757
2022-02-07,44.5286
2022-02-08,45.3213
2022-02-09,46.3538
2022-02-10,43.9759
2022-02-11,38.1005
2022-02-12,38.1005
2022-02-13,38.1005
2022-02-14,36.6318
2022-02-15,36.5323
2022-02-16,35.7021
2022-02-17,34.9615
2022-02-18,36.3115
2022-02-19,36.3115
2022-02-20,36.3115
2022-02-21,36.3115
2022-02-22,35.9494
2022-02-23,34.815
2022-02-24,37.3868
2022-02-25,42.6849
2022-02-26,42.6849
2022-02-27,42.6849
2022-02-28,42.0287
2022-03-01,43.4154
2022-03-02,48.3509
2022-03-03,50.0878
2022-03-04,54.3112
2022-03-05,54.3112
2022-03-06,54.3112
2022-03-07,51.8584
2022-03-08,46.6048
2022-03-09,49.507
2022-03-10,50.5728
2022-03-11,50.3036
2022-03-12,50.3036
2022-03-13,50.3036
2022-03-14,52.33
2022-03-15,52.9369
2022-03-16,53.9344
2022-03-17,55.445
2022-03-18,55.3949
2022-03-19,55.3949
2022-03-20,55.3949
2022-03-21,55.4366
2022-03-22,52.8694
2022-03-23,52.819
2022-03-24,53.63
2022-03-25,55.1029
2022-03-26,55.1029
2022-03-27,55.1029
2022-03-28,56.7936
2022-03-29,57.3999
2022-03-30,58.5198
2022-03-31,56.0247
2022-04-01,56.8498
2022-04-02,56.8498
2022-04-03,56.8498
2022-04-04,55.2622
2022-04-05,56.5403
2022-04-06,56.7327
2022-04-07,58.7758
2022-04-08,59.3691
2022-04-09,59.3691
2022-04-10,59.3691
2022-04-11,59.2728
2022-04-12,56.343
2022-04-13,55.1899
2022-04-14,54.5216
2022-04-15,54.5216
2022-04-16,54.5216
2022-04-17,54.5216
2022-04-18,53.8926
2022-04-19,55.7229
2022-04-20,56.4781
2022-04-21,57.0962
2022-04-22,53.248
2022-04-23,53.248
2022-04-24,53.248
2022-04-25,53.3155
2022-04-26,56.5972
2022-04-27,59.0456
2022-04-28,60.2176
2022-04-29,54.3351
2022-04-30,54.3351
2022-05-01,54.3351
2022-05-02,50.0177
2022-05-03,50.3165
2022-05-04,53.1421
2022-05-05,49.1392
2022-05-06,54.4619
2022-05-07,54.4619
2022-05-08,54.4619
2022-05-09,49.7619
2022-05-10,47.9059
2022-05-11,47.9387
2022-05-12,46.507
2022-05-13,49.9583
2022-05-14,49.9583
2022-05-15,49.9583
2022-05-16,49.8848
2022-05-17,51.4782
2022-05-18,47.1257
2022-05-19,46.5685
2022-05-20,48.6685
2022-05-21,48.6685
2022-05-22,48.6685
2022-05-23,50.2431
2022-05-24,52.7173
2022-05-25,52.1783
2022-05-26,53.3525
2022-05-27,55.9211
2022-05-28,55.9211
2022-05-29,55.9211
2022-05-30,55.9211
2022-05-31,52.5959
2022-06-01,52.7207
2022-06-02,54.0863
2022-06-03,52.9935
2022-06-04,52.9935
2022-06-05,52.9935
2022-06-06,51.7033
2022-06-07,53.8207
2022-06-08,50.3976
2022-06-09,46.8242
2022-06-10,45.0901
2022-06-11,45.0901
2022-06-12,45.0901
2022-06-13,43.0904
2022-06-14,42.1603
2022-06-15,42.5011
2022-06-16,41.1627
2022-06-17,40.3173
2022-06-18,40.3173
2022-06-19,40.3173
2022-06-20,40.3173
2022-06-21,44.6558
2022-06-22,45.1335
2022-06-23,47.005
2022-06-24,50.2249
2022-06-25,50.2249
2022-06-26,50.2249
2022-06-27,49.7349
2022-06-28,48.2829
2022-06-29,50.5866
2022-06-30,51.6749
2022-07-01,53.7178
2022-07-02,53.7178
2022-07-03,53.7178
2022-07-04,53.7178
2022-07-05,50.1973
2022-07-06,52.2976
2022-07-07,50.4379
2022-07-08,50.3894
2022-07-09,50.3894
2022-07-10,50.3894
2022-07-11,50.6448
2022-07-12,48.9212
2022-07-13,48.1815
2022-07-14,48.9481
2022-07-15,49.6227
2022-07-16,49.6227
2022-07-17,49.6227
2022-07-18,47.3128
2022-07-19,49.6202
2022-07-20,50.0222
2022-07-21,52.0734
2022-07-22,51.8276
2022-07-23,51.8276
2022-07-24,51.8276
2022-07-25,52.904
2022-07-26,52.259
2022-07-27,53.7852
2022-07-28,57.9563
2022-07-29,59.1911
2022-07-30,59.1911
2022-07-31,59.1911
2022-08-01,58.0201
2022-08-02,58.477
2022-08-03,60.4113
2022-08-04,61.3889
2022-08-05,61.6978
2022-08-06,61.6978
2022-08-07,61.6978
2022-08-08,62.5082
2022-08-09,62.4791
2022-08-10,62.5872
2022-08-11,60.8641
2022-08-12,63.5164
2022-08-13,63.5164
2022-08-14,63.5164
2022-08-15,64.6079
2022-08-16,65.5491
2022-08-17,66.2234
2022-08-18,65.209
2022-08-19,63.8126
2022-08-20,63.8126
2022-08-21,63.8126
2022-08-22,63.6667
2022-08-23,62.6621
2022-08-24,63.5782
2022-08-25,64.4236
2022-08-26,59.73
2022-08-27,59.73
2022-08-28,59.73
2022-08-29,60.5457
2022-08-30,58.0366
2022-08-31,56.3759
2022-09-01,57.771
2022-09-02,56.0215
2022-09-03,56.0215
2022-09-04,56.0215
2022-09-05,56.0215
2022-09-06,57.4451
2022-09-07,60.9811
2022-09-08,61.5051
2022-09-09,61.0496
2022-09-10,61.0496
2022-09-11,61.0496
2022-09-12,61.4468
2022-09-13,58.6091
2022-09-14,58.0667
2022-09-15,57.6096
2022-09-16,54.5034
2022-09-17,54.5034
2022-09-18,54.5034
2022-09-19,57.2519
2022-09-20,54.8495
2022-09-21,53.3251
2022-09-22,51.0164
2022-09-23,49.643
2022-09-24,49.643
2022-09-25,49.643
2022-09-26,49.0704
2022-09-27,47.1892
2022-09-28,49.1774
2022-09-29,45.9674
2022-09-30,44.8965
2022-10-01,44.8965
2022-10-02,44.8965
2022-10-03,49.2534
2022-10-04,53.0467
2022-10-05,51.3809
2022-10-06,43.2963
2022-10-07,39.8062
2022-10-08,39.8062
2022-10-09,39.8062
2022-10-10,40.8331
2022-10-11,40.4556
2022-10-12,39.4788
2022-10-13,42.1849
2022-10-14,39.5361
2022-10-15,39.5361
2022-10-16,39.5361
2022-10-17,43.331
2022-10-18,46.334
2022-10-19,46.6702
2022-10-20,45.1712
2022-10-21,46.4863
2022-10-22,46.4863
2022-10-23,46.4863
2022-10-24,47.5483
2022-10-25,48.1433
2022-10-26,46.6919
2022-10-27,47.7917
2022-10-28,46.375
2022-10-29,46.375
2022-10-30,46.375
2022-10-31,45.8358
2022-11-01,44.4608
2022-11-02,43.6518
2022-11-03,45.3852
2022-11-04,43.6052
2022-11-05,43.6052
2022-11-06,43.6052
2022-11-07,45.484
2022-11-08,46.6819
2022-11-09,46.2229
2022-11-10,49.4026
2022-11-11,45.6001
2022-11-12,45.6001
2022-11-13,45.6001
2022-11-14,44.5884
2022-11-15,43.5156
2022-11-16,45.8397
2022-11-17,47.0676
2022-11-18,49.2305
2022-11-19,49.2305
2022-11-20,49.2305
2022-11-21,50.0411
2022-11-22,50.8318
2022-11-23,51.4124
2022-11-24,51.4124
2022-11-25,52.4345
2022-11-26,52.4345
2022-11-27,52.4345
2022-11-28,52.0056
2022-11-29,52.1518
2022-11-30,55.0295
2022-12-01,55.5118
2022-12-02,56.3229
2022-12-03,56.3229
2022-12-04,56.3229
2022-12-05,54.4426
2022-12-06,51.6469
2022-12-07,50.047
2022-12-08,50.9685
2022-12-09,50.3039
2022-12-10,50.3039
2022-12-11,50.3039
2022-12-12,51.5269
2022-12-13,50.9871
2022-12-14,50.3762
2022-12-15,47.2253
2022-12-16,45.0919
2022-12-17,45.0919
2022-12-18,45.0919
2022-12-19,43.0267
2022-12-20,43.5754
2022-12-21,45.5775
2022-12-22,43.3246
2022-12-23,45.1531
2022-12-24,45.1531
2022-12-25,45.1531
2022-12-26,45.1531
2022-12-27,45.3588
2022-12-28,43.654
2022-12-29,45.5333
2022-12-30,44.0917
2022-12-31,44.0917
2023-01-01,44.0917
2023-01-02,44.0917
2023-01-03,43.7407
2023-01-04,43.2466
2023-01-05,40.2598
2023-01-06,44.3928
2023-01-07,44.3928
2023-01-08,44.3928
2023-01-09,43.699
2023-01-10,41.0052
2023-01-11,43.4695
2023-01-12,39.8756
2023-01-13,42.0745
2023-01-14,42.0745
2023-01-15,42.0745
2023-01-16,42.0745
2023-01-17,43.1238
2023-01-18,39.7744
2023-01-19,39.3205
2023-01-20,41.3959
2023-01-21,41.3959
2023-01-22,41.3959
2023-01-23,41.6254
2023-01-24,41.5166
2023-01-25,43.0157
2023-01-26,42.5831
2023-01-27,42.5614
2023-01-28,42.5614
2023-01-29,42.5614
2023-01-30,42.9655
2023-01-31,44.0218
2023-02-01,43.9857
2023-02-02,41.3535
2023-02-03,42.2121
2023-02-04,42.2121
2023-02-05,42.2121
2023-02-06,43.4957
2023-02-07,44.1296
2023-02-08,44.3396
2023-02-09,45.9871
2023-02-10,48.9307
2023-02-11,48.9307
2023-02-12,48.9307
2023-02-13,47.1049
2023-02-14,45.5338
2023-02-15,47.0059
2023-02-16,52.8113
2023-02-17,55.2039
2023-02-18,55.2039
2023-02-19,55.2039
2023-02-20,55.2039
2023-02-21,52.8943
2023-02-22,51.4285
2023-02-23,50.7283
2023-02-24,51.8881
2023-02-25,51.8881
2023-02-26,51.8881
2023-02-27,51.382
2023-02-28,50.9253
2023-03-01,50.4756
2023-03-02,51.2088
2023-03-03,50.9183
2023-03-04,50.9183
2023-03-05,50.9183
2023-03-06,51.6501
2023-03-07,48.837
2023-03-08,49.4286
2023-03-09,49.9642
2023-03-10,47.9999
2023-03-11,47.9999
2023-03-12,47.9999
2023-03-13,50.1548
2023-03-14,55.3066
2023-03-15,56.2978
2023-03-16,57.2779
2023-03-17,52.7629
2023-03-18,52.7629
2023-03-19,52.7629
