,WERN US Equity
,RSI_30D
2023-03-17,43.8241
2023-03-18,43.8241
2023-03-19,43.8241
2023-03-20,43.3814
2023-03-21,45.9399
2023-03-22,44.2735
2023-03-23,42.302
2023-03-24,42.5426
2023-03-25,42.5426
2023-03-26,42.5426
2023-03-27,45.6889
2023-03-28,47.4926
2023-03-29,47.7758
2023-03-30,47.54
2023-03-31,52.4015
2023-04-01,52.4015
2023-04-02,52.4015
2023-04-03,50.996
2023-04-04,48.2321
2023-04-05,48.9254
2023-04-06,49.2312
2023-04-07,49.2312
2023-04-08,49.2312
2023-04-09,49.2312
2023-04-10,53.0683
2023-04-11,55.2422
2023-04-12,56.1142
2023-04-13,55.5544
2023-04-14,56.8417
2023-04-15,56.8417
2023-04-16,56.8417
2023-04-17,52.8654
2023-04-18,54.4466
2023-04-19,54.7395
2023-04-20,54.9302
2023-04-21,54.5565
2023-04-22,54.5565
2023-04-23,54.5565
2023-04-24,54.6725
2023-04-25,49.9558
2023-04-26,45.3945
2023-04-27,48.5346
2023-04-28,50.2973
2023-04-29,50.2973
2023-04-30,50.2973
2023-05-01,53.0855
2023-05-02,52.674
2023-05-03,52.9168
2023-05-04,51.0219
2023-05-05,53.2223
2023-05-06,53.2223
2023-05-07,53.2223
2023-05-08,50.9718
2023-05-09,49.4354
2023-05-10,49.1234
2023-05-11,48.6612
2023-05-12,51.0436
2023-05-13,51.0436
2023-05-14,51.0436
2023-05-15,49.7888
2023-05-16,47.0268
2023-05-17,48.8427
2023-05-18,48.4703
2023-05-19,47.9467
2023-05-20,47.9467
2023-05-21,47.9467
2023-05-22,48.2359
2023-05-23,49.7446
2023-05-24,47.3741
2023-05-25,49.8767
2023-05-26,48.992
2023-05-27,48.992
2023-05-28,48.992
2023-05-29,48.992
2023-05-30,50.4955
2023-05-31,46.6435
2023-06-01,47.8774
2023-06-02,48.7267
2023-06-03,48.7267
2023-06-04,48.7267
2023-06-05,44.3773
2023-06-06,47.4086
2023-06-07,51.3285
2023-06-08,49.846
2023-06-09,46.9864
2023-06-10,46.9864
2023-06-11,46.9864
2023-06-12,46.6092
2023-06-13,46.2761
2023-06-14,47.2362
2023-06-15,49.1743
2023-06-16,48.8369
2023-06-17,48.8369
2023-06-18,48.8369
2023-06-19,48.8369
2023-06-20,46.4991
2023-06-21,47.7769
2023-06-22,47.9606
2023-06-23,47.1598
2023-06-24,47.1598
2023-06-25,47.1598
2023-06-26,47.9623
2023-06-27,50.1251
2023-06-28,48.7579
2023-06-29,50.2551
2023-06-30,49.2288
2023-07-01,49.2288
2023-07-02,49.2288
2023-07-03,50.0599
2023-07-04,50.0599
2023-07-05,47.1429
2023-07-06,47.4762
2023-07-07,46.6546
2023-07-08,46.6546
2023-07-09,46.6546
2023-07-10,47.2838
2023-07-11,48.9114
2023-07-12,48.9114
2023-07-13,47.1225
2023-07-14,46.7621
2023-07-15,46.7621
2023-07-16,46.7621
2023-07-17,44.3686
2023-07-18,46.557
2023-07-19,51.0555
2023-07-20,53.1124
2023-07-21,54.1396
2023-07-22,54.1396
2023-07-23,54.1396
2023-07-24,55.6186
2023-07-25,54.742
2023-07-26,57.5671
2023-07-27,55.3777
2023-07-28,58.3288
2023-07-29,58.3288
2023-07-30,58.3288
2023-07-31,57.7436
2023-08-01,55.4071
2023-08-02,55.2293
2023-08-03,56.1037
2023-08-04,52.8637
2023-08-05,52.8637
2023-08-06,52.8637
2023-08-07,53.2626
2023-08-08,51.8315
2023-08-09,51.0358
2023-08-10,50.4437
2023-08-11,51.8378
2023-08-12,51.8378
2023-08-13,51.8378
2023-08-14,50.757
2023-08-15,46.8185
2023-08-16,44.1242
2023-08-17,43.7148
2023-08-18,45.9029
2023-08-19,45.9029
2023-08-20,45.9029
2023-08-21,44.1283
2023-08-22,42.57
2023-08-23,43.675
2023-08-24,44.3246
2023-08-25,43.3213
2023-08-26,43.3213
2023-08-27,43.3213
2023-08-28,43.9968
2023-08-29,46.2202
2023-08-30,46.1205
2023-08-31,41.1338
2023-09-01,40.7424
2023-09-02,40.7424
2023-09-03,40.7424
2023-09-04,40.7424
2023-09-05,38.3176
2023-09-06,38.0573
2023-09-07,37.2457
2023-09-08,35.4065
2023-09-09,35.4065
2023-09-10,35.4065
2023-09-11,37.0797
2023-09-12,34.9596
2023-09-13,39.8035
2023-09-14,40.7016
2023-09-15,40.2158
2023-09-16,40.2158
2023-09-17,40.2158
2023-09-18,40.7442
2023-09-19,40.5446
2023-09-20,40.9719
2023-09-21,38.8625
2023-09-22,37.7874
2023-09-23,37.7874
2023-09-24,37.7874
2023-09-25,38.7316
2023-09-26,37.2018
2023-09-27,36.338
2023-09-28,37.6026
2023-09-29,38.8634
2023-09-30,38.8634
2023-10-01,38.8634
2023-10-02,38.4173
2023-10-03,37.3814
2023-10-04,36.9108
2023-10-05,38.2184
2023-10-06,38.573
2023-10-07,38.573
2023-10-08,38.573
2023-10-09,41.4533
2023-10-10,42.4164
2023-10-11,42.3443
2023-10-12,41.5055
2023-10-13,39.7691
2023-10-14,39.7691
2023-10-15,39.7691
2023-10-16,44.2954
2023-10-17,44.9467
2023-10-18,38.8397
2023-10-19,35.0745
2023-10-20,40.6418
2023-10-21,40.6418
2023-10-22,40.6418
2023-10-23,38.1677
2023-10-24,38.6153
2023-10-25,37.9183
2023-10-26,38.004
2023-10-27,37.0511
2023-10-28,37.0511
2023-10-29,37.0511
2023-10-30,37.3221
2023-10-31,37.0471
2023-11-01,36.1383
2023-11-02,36.1873
2023-11-03,40.4921
2023-11-04,40.4921
2023-11-05,40.4921
2023-11-06,41.6993
2023-11-07,41.4416
2023-11-08,40.63
2023-11-09,38.9567
2023-11-10,41.0877
2023-11-11,41.0877
2023-11-12,41.0877
2023-11-13,43.1411
2023-11-14,47.7083
2023-11-15,52.0909
2023-11-16,48.5482
2023-11-17,48.4469
2023-11-18,48.4469
2023-11-19,48.4469
2023-11-20,48.7784
2023-11-21,50.5334
2023-11-22,51.0753
2023-11-23,51.0753
2023-11-24,52.4756
2023-11-25,52.4756
2023-11-26,52.4756
2023-11-27,52.7981
2023-11-28,52.2278
2023-11-29,52.6061
2023-11-30,54.0369
2023-12-01,57.3006
2023-12-02,57.3006
2023-12-03,57.3006
2023-12-04,57.9646
2023-12-05,54.7914
2023-12-06,54.8624
2023-12-07,55.4416
2023-12-08,53.9642
2023-12-09,53.9642
2023-12-10,53.9642
2023-12-11,55.8453
2023-12-12,55.3863
2023-12-13,55.7997
2023-12-14,59.6023
2023-12-15,60.2895
2023-12-16,60.2895
2023-12-17,60.2895
2023-12-18,55.6711
2023-12-19,58.4328
2023-12-20,57.8044
2023-12-21,60.5034
2023-12-22,60.8648
2023-12-23,60.8648
2023-12-24,60.8648
2023-12-25,60.8648
2023-12-26,61.6511
2023-12-27,60.4905
2023-12-28,60.9969
2023-12-29,58.8914
2023-12-30,58.8914
2023-12-31,58.8914
2024-01-01,58.8914
2024-01-02,56.5888
2024-01-03,51.7218
2024-01-04,51.797
2024-01-05,51.797
2024-01-06,51.797
2024-01-07,51.797
2024-01-08,54.7409
2024-01-09,51.6849
2024-01-10,51.5218
2024-01-11,49.5803
2024-01-12,49.1808
2024-01-13,49.1808
2024-01-14,49.1808
2024-01-15,49.1808
2024-01-16,47.4794
2024-01-17,45.9866
2024-01-18,48.6827
2024-01-19,48.405
2024-01-20,48.405
2024-01-21,48.405
2024-01-22,55.0385
2024-01-23,52.6764
2024-01-24,51.8954
2024-01-25,51.8557
2024-01-26,50.2619
2024-01-27,50.2619
2024-01-28,50.2619
2024-01-29,50.6152
2024-01-30,49.2873
2024-01-31,46.6407
2024-02-01,46.4164
2024-02-02,48.3844
2024-02-03,48.3844
2024-02-04,48.3844
2024-02-05,47.4439
2024-02-06,49.557
2024-02-07,56.2844
2024-02-08,53.9894
2024-02-09,54.3944
2024-02-10,54.3944
2024-02-11,54.3944
2024-02-12,56.4751
2024-02-13,51.9597
2024-02-14,52.6684
2024-02-15,49.0006
2024-02-16,48.0264
2024-02-17,48.0264
2024-02-18,48.0264
2024-02-19,48.0264
2024-02-20,47.7555
2024-02-21,49.8411
2024-02-22,52.9756
2024-02-23,50.6277
2024-02-24,50.6277
2024-02-25,50.6277
2024-02-26,48.6019
2024-02-27,49.8137
2024-02-28,46.3572
2024-02-29,48.8943
2024-03-01,45.4115
2024-03-02,45.4115
2024-03-03,45.4115
2024-03-04,42.699
2024-03-05,41.1726
2024-03-06,42.9313
2024-03-07,46.9662
2024-03-08,45.7952
2024-03-09,45.7952
2024-03-10,45.7952
2024-03-11,47.4041
2024-03-12,46.5081
2024-03-13,46.7035
2024-03-14,44.1456
2024-03-15,43.4499
2024-03-16,43.4499
2024-03-17,43.4499
2024-03-18,42.2317
2024-03-19,43.269
2024-03-20,46.0999
2024-03-21,47.967
2024-03-22,45.9175
2024-03-23,45.9175
2024-03-24,45.9175
2024-03-25,45.1031
2024-03-26,45.5167
2024-03-27,47.164
2024-03-28,48.9919
2024-03-29,48.9919
2024-03-30,48.9919
2024-03-31,48.9919
2024-04-01,47.2694
2024-04-02,45.6964
2024-04-03,46.6663
2024-04-04,45.7604
2024-04-05,46.1926
2024-04-06,46.1926
2024-04-07,46.1926
2024-04-08,46.066
