,CRD/B US Equity
2023-03-21,65.3635
2023-03-22,66.09
2023-03-23,63.0792
2023-03-24,66.2972
2023-03-25,66.2972
2023-03-26,66.2972
2023-03-27,71.622
2023-03-28,70.6265
2023-03-29,67.7058
2023-03-30,65.3752
2023-03-31,65.8614
2023-04-01,65.8614
2023-04-02,65.8614
2023-04-03,72.0254
2023-04-04,66.8141
2023-04-05,68.1924
2023-04-06,68.2544
2023-04-07,68.2544
2023-04-08,68.2544
2023-04-09,68.2544
2023-04-10,66.2493
2023-04-11,63.0587
2023-04-12,62.6838
2023-04-13,63.1373
2023-04-14,63.5949
2023-04-15,63.5949
2023-04-16,63.5949
2023-04-17,64.9093
2023-04-18,63.7527
2023-04-19,62.1358
2023-04-20,62.8665
2023-04-21,63.112
2023-04-22,63.112
2023-04-23,63.112
2023-04-24,62.1208
2023-04-25,64.4323
2023-04-26,59.9705
2023-04-27,60.2295
2023-04-28,60.4939
2023-04-29,60.4939
2023-04-30,60.4939
2023-05-01,59.5384
2023-05-02,59.9127
2023-05-03,58.9259
2023-05-04,58.4987
2023-05-05,58.7052
2023-05-06,58.7052
2023-05-07,58.7052
2023-05-08,62.905
2023-05-09,63.6013
2023-05-10,59.5539
2023-05-11,61.4569
2023-05-12,63.2459
2023-05-13,63.2459
2023-05-14,63.2459
2023-05-15,61.6255
2023-05-16,57.0866
2023-05-17,58.5512
2023-05-18,55.49
2023-05-19,57.1583
2023-05-20,57.1583
2023-05-21,57.1583
2023-05-22,56.19
2023-05-23,58.2915
2023-05-24,57.7927
2023-05-25,59.5938
2023-05-26,60.2085
2023-05-27,60.2085
2023-05-28,60.2085
2023-05-29,60.2085
2023-05-30,61.0836
2023-05-31,61.8643
2023-06-01,61.722
2023-06-02,63.2106
2023-06-03,63.2106
2023-06-04,63.2106
2023-06-05,61.7493
2023-06-06,62.6427
2023-06-07,63.0886
2023-06-08,60.835
2023-06-09,58.1149
2023-06-10,58.1149
2023-06-11,58.1149
2023-06-12,57.0046
2023-06-13,57.216
2023-06-14,57.216
2023-06-15,58.4192
2023-06-16,55.0693
2023-06-17,55.0693
2023-06-18,55.0693
2023-06-19,55.0693
2023-06-20,62.1061
2023-06-21,62.8583
2023-06-22,57.8433
2023-06-23,56.0182
2023-06-24,56.0182
2023-06-25,56.0182
2023-06-26,57.1374
2023-06-27,57.4177
2023-06-28,55.9052
2023-06-29,59.408
2023-06-30,60.8473
2023-07-01,60.8473
2023-07-02,60.8473
2023-07-03,60.9316
2023-07-04,60.9316
2023-07-05,54.9358
2023-07-06,53.3832
2023-07-07,53.1612
2023-07-08,53.1612
2023-07-09,53.1612
2023-07-10,52.2617
2023-07-11,52.2617
2023-07-12,51.3322
2023-07-13,51.6657
2023-07-14,48.2459
2023-07-15,48.2459
2023-07-16,48.2459
2023-07-17,49.8485
2023-07-18,52.9691
2023-07-19,48.2562
2023-07-20,52.2516
2023-07-21,49.0211
2023-07-22,49.0211
2023-07-23,49.0211
2023-07-24,48.4576
2023-07-25,48.7623
2023-07-26,49.5843
2023-07-27,44.7562
2023-07-28,43.6568
2023-07-29,43.6568
2023-07-30,43.6568
2023-07-31,48.9459
2023-08-01,50.6635
2023-08-02,50.9331
2023-08-03,50.9331
2023-08-04,50.4414
2023-08-05,50.4414
2023-08-06,50.4414
2023-08-07,49.2608
2023-08-08,48.2865
2023-08-09,51.0886
2023-08-10,52.236
2023-08-11,52.1306
2023-08-12,52.1306
2023-08-13,52.1306
2023-08-14,50.6501
2023-08-15,51.8623
2023-08-16,51.3114
2023-08-17,50.985
2023-08-18,51.5293
2023-08-19,51.5293
2023-08-20,51.5293
2023-08-21,52.2966
2023-08-22,52.2966
2023-08-23,52.2966
2023-08-24,54.3535
2023-08-25,56.509
2023-08-26,56.509
2023-08-27,56.509
2023-08-28,58.3406
2023-08-29,59.1319
2023-08-30,63.9958
2023-08-31,64.3153
2023-09-01,61.358
2023-09-02,61.358
2023-09-03,61.358
2023-09-04,61.358
2023-09-05,60.5353
2023-09-06,61.943
2023-09-07,60.6834
2023-09-08,59.9824
2023-09-09,59.9824
2023-09-10,59.9824
2023-09-11,54.158
2023-09-12,53.9173
2023-09-13,54.6471
2023-09-14,57.8073
2023-09-15,55.5547
2023-09-16,55.5547
2023-09-17,55.5547
2023-09-18,55.8513
2023-09-19,53.7487
2023-09-20,51.7339
2023-09-21,52.4924
2023-09-22,51.069
2023-09-23,51.069
2023-09-24,51.069
2023-09-25,49.7888
2023-09-26,49.7888
2023-09-27,48.9531
2023-09-28,46.9722
2023-09-29,46.5141
2023-09-30,46.5141
2023-10-01,46.5141
2023-10-02,44.9275
2023-10-03,44.9331
2023-10-04,44.8116
2023-10-05,43.1855
2023-10-06,43.7884
2023-10-07,43.7884
2023-10-08,43.7884
2023-10-09,44.8479
2023-10-10,43.2806
2023-10-11,43.4379
2023-10-12,42.5828
2023-10-13,42.2143
2023-10-14,42.2143
2023-10-15,42.2143
2023-10-16,42.3862
2023-10-17,42.1269
2023-10-18,42.8502
2023-10-19,42.3033
2023-10-20,40.8211
2023-10-21,40.8211
2023-10-22,40.8211
2023-10-23,39.3932
2023-10-24,39.5919
2023-10-25,40.5993
2023-10-26,41.4079
2023-10-27,40.8329
2023-10-28,40.8329
2023-10-29,40.8329
2023-10-30,44.798
2023-10-31,44.3369
2023-11-01,45.4975
2023-11-02,46.27
2023-11-03,49.4221
2023-11-04,49.4221
2023-11-05,49.4221
2023-11-06,50.3091
2023-11-07,56.4688
2023-11-08,52.4986
2023-11-09,59.9677
2023-11-10,60.9369
2023-11-11,60.9369
2023-11-12,60.9369
2023-11-13,59.6098
2023-11-14,62.7564
2023-11-15,56.9434
2023-11-16,58.2999
2023-11-17,60.6158
2023-11-18,60.6158
2023-11-19,60.6158
2023-11-20,64.1794
2023-11-21,61.0371
2023-11-22,64.6734
2023-11-23,64.6734
2023-11-24,66.5711
2023-11-25,66.5711
2023-11-26,66.5711
2023-11-27,65.0584
2023-11-28,60.0533
2023-11-29,62.3577
2023-11-30,63.4484
2023-12-01,64.1644
2023-12-02,64.1644
2023-12-03,64.1644
2023-12-04,65.6273
2023-12-05,65.2337
2023-12-06,66.4813
2023-12-07,64.2103
2023-12-08,60.1395
2023-12-09,60.1395
2023-12-10,60.1395
2023-12-11,63.823
2023-12-12,61.8521
2023-12-13,61.8521
2023-12-14,63.7545
2023-12-15,65.5952
2023-12-16,65.5952
2023-12-17,65.5952
2023-12-18,65.8515
2023-12-19,67.9507
2023-12-20,64.5692
2023-12-21,68.4551
2023-12-22,67.8803
2023-12-23,67.8803
2023-12-24,67.8803
2023-12-25,67.8803
2023-12-26,68.9588
2023-12-27,68.9588
2023-12-28,69.0144
2023-12-29,73.8632
2023-12-30,73.8632
2023-12-31,73.8632
2024-01-01,73.8632
2024-01-02,68.8479
2024-01-03,68.4207
2024-01-04,67.4466
2024-01-05,63.3029
2024-01-06,63.3029
2024-01-07,63.3029
2024-01-08,64.5424
2024-01-09,62.1726
2024-01-10,61.8788
2024-01-11,60.1157
2024-01-12,61.2577
2024-01-13,61.2577
2024-01-14,61.2577
2024-01-15,61.2577
2024-01-16,62.1909
2024-01-17,62.8694
2024-01-18,61.2164
2024-01-19,61.1125
2024-01-20,61.1125
2024-01-21,61.1125
2024-01-22,61.7834
2024-01-23,61.9194
2024-01-24,60.9108
2024-01-25,58.3961
2024-01-26,60.6606
2024-01-27,60.6606
2024-01-28,60.6606
2024-01-29,59.6849
2024-01-30,59.2468
2024-01-31,55.6544
2024-02-01,58.1993
2024-02-02,59.1545
2024-02-03,59.1545
2024-02-04,59.1545
2024-02-05,51.724
2024-02-06,54.3519
2024-02-07,54.2646
2024-02-08,56.2285
2024-02-09,57.9578
2024-02-10,57.9578
2024-02-11,57.9578
2024-02-12,54.568
2024-02-13,58.5899
2024-02-14,59.2627
2024-02-15,58.3709
2024-02-16,59.0717
2024-02-17,59.0717
2024-02-18,59.0717
2024-02-19,59.0717
2024-02-20,55.8027
2024-02-21,54.1277
2024-02-22,53.7936
2024-02-23,54.1616
2024-02-24,54.1616
2024-02-25,54.1616
2024-02-26,57.2804
2024-02-27,49.9553
2024-02-28,47.8303
2024-02-29,46.1912
2024-03-01,48.527
2024-03-02,48.527
2024-03-03,48.527
2024-03-04,51.0677
2024-03-05,37.5064
2024-03-06,35.217
2024-03-07,34.0383
2024-03-08,33.6951
2024-03-09,33.6951
2024-03-10,33.6951
2024-03-11,32.9394
2024-03-12,33.9837
2024-03-13,33.5514
2024-03-14,37.2671
2024-03-15,34.5298
2024-03-16,34.5298
2024-03-17,34.5298
2024-03-18,37.2982
2024-03-19,38.4871
2024-03-20,41.4491
2024-03-21,40.9495
2024-03-22,42.3277
2024-03-23,42.3277
2024-03-24,42.3277
2024-03-25,41.4147
2024-03-26,43.9174
2024-03-27,44.559
2024-03-28,44.1787
2024-03-29,44.1787
2024-03-30,44.1787
2024-03-31,44.1787
2024-04-01,42.6263
2024-04-02,42.2079
2024-04-03,43.2327
2024-04-04,43.5563
2024-04-05,44.2142
2024-04-06,44.2142
2024-04-07,44.2142
2024-04-08,42.6707
