,USNA US Equity
2021-01-14,51.6392
2021-01-15,51.926
2021-01-16,51.926
2021-01-17,51.926
2021-01-18,51.926
2021-01-19,56.2229
2021-01-20,59.2934
2021-01-21,60.2016
2021-01-22,61.3898
2021-01-23,61.3898
2021-01-24,61.3898
2021-01-25,64.4416
2021-01-26,64.2598
2021-01-27,59.4051
2021-01-28,58.3146
2021-01-29,53.4236
2021-01-30,53.4236
2021-01-31,53.4236
2021-02-01,52.1079
2021-02-02,52.9996
2021-02-03,53.308
2021-02-04,56.2986
2021-02-05,54.8275
2021-02-06,54.8275
2021-02-07,54.8275
2021-02-08,56.0283
2021-02-09,58.3096
2021-02-10,68.1694
2021-02-11,61.2975
2021-02-12,58.1216
2021-02-13,58.1216
2021-02-14,58.1216
2021-02-15,58.1216
2021-02-16,59.1795
2021-02-17,58.888
2021-02-18,57.5395
2021-02-19,58.3376
2021-02-20,58.3376
2021-02-21,58.3376
2021-02-22,58.3551
2021-02-23,59.5616
2021-02-24,60.3706
2021-02-25,62.5554
2021-02-26,63.0563
2021-02-27,63.0563
2021-02-28,63.0563
2021-03-01,64.356
2021-03-02,64.6428
2021-03-03,65.6775
2021-03-04,65.25
2021-03-05,66.2301
2021-03-06,66.2301
2021-03-07,66.2301
2021-03-08,65.1653
2021-03-09,59.7823
2021-03-10,57.6379
2021-03-11,61.0939
2021-03-12,62.2161
2021-03-13,62.2161
2021-03-14,62.2161
2021-03-15,62.3454
2021-03-16,60.5759
2021-03-17,60.8372
2021-03-18,59.1473
2021-03-19,61.5015
2021-03-20,61.5015
2021-03-21,61.5015
2021-03-22,58.6117
2021-03-23,56.167
2021-03-24,52.5958
2021-03-25,54.0863
2021-03-26,56.3681
2021-03-27,56.3681
2021-03-28,56.3681
2021-03-29,55.2821
2021-03-30,55.7233
2021-03-31,55.9243
2021-04-01,57.4195
2021-04-02,57.4195
2021-04-03,57.4195
2021-04-04,57.4195
2021-04-05,57.6278
2021-04-06,57.5748
2021-04-07,58.0635
2021-04-08,57.4765
2021-04-09,57.9684
2021-04-10,57.9684
2021-04-11,57.9684
2021-04-12,58.7457
2021-04-13,58.2637
2021-04-14,58.6802
2021-04-15,59.5052
2021-04-16,55.6004
2021-04-17,55.6004
2021-04-18,55.6004
2021-04-19,57.6091
2021-04-20,57.8419
2021-04-21,56.7519
2021-04-22,52.6334
2021-04-23,51.801
2021-04-24,51.801
2021-04-25,51.801
2021-04-26,51.048
2021-04-27,49.8088
2021-04-28,42.2826
2021-04-29,47.2783
2021-04-30,44.5061
2021-05-01,44.5061
2021-05-02,44.5061
2021-05-03,45.8819
2021-05-04,45.4525
2021-05-05,49.942
2021-05-06,53.8418
2021-05-07,52.6222
2021-05-08,52.6222
2021-05-09,52.6222
2021-05-10,54.0387
2021-05-11,54.3674
2021-05-12,51.9486
2021-05-13,54.6042
2021-05-14,54.8509
2021-05-15,54.8509
2021-05-16,54.8509
2021-05-17,54.7562
2021-05-18,55.1766
2021-05-19,56.1698
2021-05-20,57.21
2021-05-21,56.7062
2021-05-22,56.7062
2021-05-23,56.7062
2021-05-24,59.4571
2021-05-25,58.5058
2021-05-26,59.6321
2021-05-27,59.5471
2021-05-28,60.0382
2021-05-29,60.0382
2021-05-30,60.0382
2021-05-31,60.0382
2021-06-01,60.7384
2021-06-02,60.0485
2021-06-03,58.8801
2021-06-04,58.7091
2021-06-05,58.7091
2021-06-06,58.7091
2021-06-07,57.9961
2021-06-08,55.8597
2021-06-09,56.0917
2021-06-10,56.7601
2021-06-11,57.3324
2021-06-12,57.3324
2021-06-13,57.3324
2021-06-14,55.6109
2021-06-15,54.3606
2021-06-16,55.2394
2021-06-17,54.4058
2021-06-18,51.0133
2021-06-19,51.0133
2021-06-20,51.0133
2021-06-21,50.7979
2021-06-22,51.6871
2021-06-23,52.6033
2021-06-24,52.9062
2021-06-25,52.0629
2021-06-26,52.0629
2021-06-27,52.0629
2021-06-28,52.9496
2021-06-29,53.1417
2021-06-30,53.5829
2021-07-01,54.0798
2021-07-02,52.8888
2021-07-03,52.8888
2021-07-04,52.8888
2021-07-05,52.8888
2021-07-06,50.5298
2021-07-07,49.7945
2021-07-08,49.4965
2021-07-09,52.0038
2021-07-10,52.0038
2021-07-11,52.0038
2021-07-12,49.2142
2021-07-13,48.4029
2021-07-14,49.55
2021-07-15,48.765
2021-07-16,48.5943
2021-07-17,48.5943
2021-07-18,48.5943
2021-07-19,48.5357
2021-07-20,52.0994
2021-07-21,51.6447
2021-07-22,48.5937
2021-07-23,51.2424
2021-07-24,51.2424
2021-07-25,51.2424
2021-07-26,53.1342
2021-07-27,50.1628
2021-07-28,48.573
2021-07-29,45.47
2021-07-30,41.2513
2021-07-31,41.2513
2021-08-01,41.2513
2021-08-02,43.6715
2021-08-03,44.8652
2021-08-04,41.6882
2021-08-05,44.3145
2021-08-06,44.8972
2021-08-07,44.8972
2021-08-08,44.8972
2021-08-09,41.565
2021-08-10,42.5331
2021-08-11,42.1993
2021-08-12,42.1422
2021-08-13,42.7425
2021-08-14,42.7425
2021-08-15,42.7425
2021-08-16,42.5295
2021-08-17,43.0745
2021-08-18,42.1988
2021-08-19,42.4847
2021-08-20,44.558
2021-08-21,44.558
2021-08-22,44.558
2021-08-23,45.896
2021-08-24,43.796
2021-08-25,45.1478
2021-08-26,44.3939
2021-08-27,49.5425
2021-08-28,49.5425
2021-08-29,49.5425
2021-08-30,48.8426
2021-08-31,48.3775
2021-09-01,49.6474
2021-09-02,48.4153
2021-09-03,51.9071
2021-09-04,51.9071
2021-09-05,51.9071
2021-09-06,51.9071
2021-09-07,52.64
2021-09-08,53.1021
2021-09-09,50.0699
2021-09-10,49.8735
2021-09-11,49.8735
2021-09-12,49.8735
2021-09-13,46.815
2021-09-14,36.8304
2021-09-15,34.7257
2021-09-16,34.6715
2021-09-17,37.6141
2021-09-18,37.6141
2021-09-19,37.6141
2021-09-20,36.5979
2021-09-21,35.8494
2021-09-22,37.8913
2021-09-23,39.1219
2021-09-24,40.8808
2021-09-25,40.8808
2021-09-26,40.8808
2021-09-27,43.7573
2021-09-28,43.459
2021-09-29,44.3191
2021-09-30,45.2187
2021-10-01,47.7302
2021-10-02,47.7302
2021-10-03,47.7302
2021-10-04,49.3996
2021-10-05,51.4546
2021-10-06,50.2028
2021-10-07,52.2444
2021-10-08,51.2453
2021-10-09,51.2453
2021-10-10,51.2453
2021-10-11,51.8635
2021-10-12,53.11
2021-10-13,53.689
2021-10-14,55.2881
2021-10-15,56.7388
2021-10-16,56.7388
2021-10-17,56.7388
2021-10-18,57.1453
2021-10-19,56.4281
2021-10-20,57.3882
2021-10-21,58.5571
2021-10-22,57.4845
2021-10-23,57.4845
2021-10-24,57.4845
2021-10-25,58.58
2021-10-26,56.8168
2021-10-27,44.0642
2021-10-28,47.7772
2021-10-29,51.33
2021-10-30,51.33
2021-10-31,51.33
2021-11-01,53.6783
2021-11-02,55.0509
2021-11-03,57.3751
2021-11-04,58.3858
2021-11-05,58.0973
2021-11-06,58.0973
2021-11-07,58.0973
2021-11-08,56.0747
2021-11-09,55.0828
2021-11-10,54.6825
2021-11-11,55.1044
2021-11-12,55.5891
2021-11-13,55.5891
2021-11-14,55.5891
2021-11-15,56.6846
2021-11-16,59.4403
2021-11-17,57.7351
2021-11-18,56.3713
2021-11-19,56.5553
2021-11-20,56.5553
2021-11-21,56.5553
2021-11-22,54.6477
2021-11-23,56.2194
2021-11-24,55.421
2021-11-25,55.421
2021-11-26,51.318
2021-11-27,51.318
2021-11-28,51.318
2021-11-29,52.1635
2021-11-30,51.682
2021-12-01,50.4604
2021-12-02,52.0938
2021-12-03,52.8092
2021-12-04,52.8092
2021-12-05,52.8092
2021-12-06,53.7987
2021-12-07,52.8589
2021-12-08,53.4976
2021-12-09,52.9121
2021-12-10,53.7841
2021-12-11,53.7841
2021-12-12,53.7841
2021-12-13,53.4361
2021-12-14,53.5276
2021-12-15,56.182
2021-12-16,51.0592
2021-12-17,53.421
2021-12-18,53.421
2021-12-19,53.421
2021-12-20,49.7673
2021-12-21,52.7902
2021-12-22,51.8626
2021-12-23,51.682
2021-12-24,51.682
2021-12-25,51.682
2021-12-26,51.682
2021-12-27,53.0851
2021-12-28,52.3836
2021-12-29,54.1293
2021-12-30,52.6369
2021-12-31,52.5591
2022-01-01,52.5591
2022-01-02,52.5591
2022-01-03,55.5202
2022-01-04,54.6682
2022-01-05,51.6425
2022-01-06,52.9122
2022-01-07,51.569
2022-01-08,51.569
2022-01-09,51.569
2022-01-10,49.2944
2022-01-11,51.3691
2022-01-12,51.1995
2022-01-13,51.4574
2022-01-14,51.9824
2022-01-15,51.9824
2022-01-16,51.9824
2022-01-17,51.9824
2022-01-18,47.7818
2022-01-19,47.2255
2022-01-20,46.9337
2022-01-21,45.551
2022-01-22,45.551
2022-01-23,45.551
2022-01-24,48.3866
2022-01-25,47.0724
2022-01-26,42.1663
2022-01-27,41.3029
2022-01-28,42.5413
2022-01-29,42.5413
2022-01-30,42.5413
2022-01-31,42.6061
2022-02-01,43.1805
2022-02-02,41.5109
2022-02-03,39.9144
2022-02-04,37.6874
2022-02-05,37.6874
2022-02-06,37.6874
2022-02-07,39.4805
2022-02-08,42.185
2022-02-09,31.3823
2022-02-10,34.2621
2022-02-11,36.9271
2022-02-12,36.9271
2022-02-13,36.9271
2022-02-14,38.786
2022-02-15,37.3647
2022-02-16,41.4956
2022-02-17,39.6656
2022-02-18,41.5876
2022-02-19,41.5876
2022-02-20,41.5876
2022-02-21,41.5876
2022-02-22,39.3123
2022-02-23,38.5298
2022-02-24,37.8134
2022-02-25,39.6798
2022-02-26,39.6798
2022-02-27,39.6798
2022-02-28,40.4789
2022-03-01,40.4212
2022-03-02,42.8646
2022-03-03,42.0767
2022-03-04,36.0101
2022-03-05,36.0101
2022-03-06,36.0101
2022-03-07,39.2388
2022-03-08,42.2529
2022-03-09,41.1551
2022-03-10,38.7918
2022-03-11,37.4279
2022-03-12,37.4279
2022-03-13,37.4279
2022-03-14,37.1136
2022-03-15,37.8128
2022-03-16,38.0557
2022-03-17,36.8256
2022-03-18,35.6155
2022-03-19,35.6155
2022-03-20,35.6155
2022-03-21,36.6411
2022-03-22,36.3417
2022-03-23,33.9678
2022-03-24,34.3968
2022-03-25,34.9433
2022-03-26,34.9433
2022-03-27,34.9433
2022-03-28,36.6008
2022-03-29,38.5064
2022-03-30,37.525
2022-03-31,37.5433
2022-04-01,37.4073
2022-04-02,37.4073
2022-04-03,37.4073
2022-04-04,37.2097
2022-04-05,36.9014
2022-04-06,35.9648
2022-04-07,38.2234
2022-04-08,40.7961
2022-04-09,40.7961
2022-04-10,40.7961
2022-04-11,42.2027
2022-04-12,45.1363
2022-04-13,45.1069
2022-04-14,44.0089
2022-04-15,44.0089
2022-04-16,44.0089
2022-04-17,44.0089
2022-04-18,40.2304
2022-04-19,42.5061
2022-04-20,43.8897
2022-04-21,41.7182
2022-04-22,39.3419
2022-04-23,39.3419
2022-04-24,39.3419
2022-04-25,40.989
2022-04-26,37.2458
2022-04-27,37.9917
2022-04-28,39.6918
2022-04-29,39.4419
2022-04-30,39.4419
2022-05-01,39.4419
2022-05-02,39.7037
2022-05-03,40.2572
2022-05-04,38.956
2022-05-05,36.7969
2022-05-06,36.5743
2022-05-07,36.5743
2022-05-08,36.5743
2022-05-09,37.6019
2022-05-10,35.586
2022-05-11,32.5913
2022-05-12,35.48
2022-05-13,35.6385
2022-05-14,35.6385
2022-05-15,35.6385
2022-05-16,34.225
2022-05-17,37.1413
2022-05-18,34.6544
2022-05-19,34.2623
2022-05-20,34.7247
2022-05-21,34.7247
2022-05-22,34.7247
2022-05-23,34.0144
2022-05-24,33.5837
2022-05-25,35.8524
2022-05-26,38.2953
2022-05-27,40.41
2022-05-28,40.41
2022-05-29,40.41
2022-05-30,40.41
2022-05-31,38.7344
2022-06-01,40.7597
2022-06-02,42.9854
2022-06-03,45.0504
2022-06-04,45.0504
2022-06-05,45.0504
2022-06-06,46.9695
2022-06-07,45.5002
2022-06-08,43.9512
2022-06-09,44.2901
2022-06-10,42.6745
2022-06-11,42.6745
2022-06-12,42.6745
2022-06-13,40.3822
2022-06-14,39.9713
2022-06-15,44.5659
2022-06-16,41.8444
2022-06-17,42.3894
2022-06-18,42.3894
2022-06-19,42.3894
2022-06-20,42.3894
2022-06-21,44.4901
2022-06-22,45.9722
2022-06-23,47.8545
2022-06-24,48.6273
2022-06-25,48.6273
2022-06-26,48.6273
2022-06-27,49.1631
2022-06-28,46.5888
2022-06-29,46.4994
2022-06-30,45.7723
2022-07-01,50.2026
2022-07-02,50.2026
2022-07-03,50.2026
2022-07-04,50.2026
2022-07-05,50.4722
2022-07-06,52.5658
2022-07-07,40.1659
2022-07-08,39.97
2022-07-09,39.97
2022-07-10,39.97
2022-07-11,39.0168
2022-07-12,41.4051
2022-07-13,41.1856
2022-07-14,38.9023
2022-07-15,41.7437
2022-07-16,41.7437
2022-07-17,41.7437
2022-07-18,40.9322
2022-07-19,43.0547
2022-07-20,45.4751
2022-07-21,46.4677
2022-07-22,45.5727
2022-07-23,45.5727
2022-07-24,45.5727
2022-07-25,44.9108
2022-07-26,45.3367
2022-07-27,46.0608
2022-07-28,47.2
2022-07-29,46.4592
2022-07-30,46.4592
2022-07-31,46.4592
2022-08-01,47.001
2022-08-02,46.3166
2022-08-03,48.4985
2022-08-04,48.6106
2022-08-05,46.474
2022-08-06,46.474
2022-08-07,46.474
2022-08-08,46.963
2022-08-09,43.0485
2022-08-10,46.3482
2022-08-11,46.3967
2022-08-12,46.6789
2022-08-13,46.6789
2022-08-14,46.6789
2022-08-15,49.4633
2022-08-16,51.8093
2022-08-17,51.4269
2022-08-18,52.3219
2022-08-19,49.0127
2022-08-20,49.0127
2022-08-21,49.0127
2022-08-22,46.8845
2022-08-23,44.4996
2022-08-24,43.9383
2022-08-25,45.9856
2022-08-26,43.2281
2022-08-27,43.2281
2022-08-28,43.2281
2022-08-29,42.7263
2022-08-30,41.8375
2022-08-31,41.0062
2022-09-01,40.2926
2022-09-02,39.2456
2022-09-03,39.2456
2022-09-04,39.2456
2022-09-05,39.2456
2022-09-06,36.9366
2022-09-07,38.3557
2022-09-08,38.0283
2022-09-09,39.8194
2022-09-10,39.8194
2022-09-11,39.8194
2022-09-12,42.0655
2022-09-13,39.0738
2022-09-14,37.7791
2022-09-15,38.2066
2022-09-16,36.9069
2022-09-17,36.9069
2022-09-18,36.9069
2022-09-19,38.6307
2022-09-20,36.9846
2022-09-21,36.6661
2022-09-22,36.4975
2022-09-23,36.2634
2022-09-24,36.2634
2022-09-25,36.2634
2022-09-26,36.1623
2022-09-27,35.1739
2022-09-28,35.338
2022-09-29,34.4237
2022-09-30,33.416
2022-10-01,33.416
2022-10-02,33.416
2022-10-03,34.9429
2022-10-04,38.4962
2022-10-05,36.9478
2022-10-06,36.2739
2022-10-07,35.057
2022-10-08,35.057
2022-10-09,35.057
2022-10-10,36.8901
2022-10-11,39.877
2022-10-12,40.5436
2022-10-13,42.3083
2022-10-14,40.7747
2022-10-15,40.7747
2022-10-16,40.7747
2022-10-17,44.1712
2022-10-18,44.6872
2022-10-19,40.8447
2022-10-20,40.0766
2022-10-21,40.965
2022-10-22,40.965
2022-10-23,40.965
2022-10-24,40.7516
2022-10-25,43.5131
2022-10-26,41.3319
2022-10-27,38.677
2022-10-28,39.204
2022-10-29,39.204
2022-10-30,39.204
2022-10-31,35.604
2022-11-01,38.2676
2022-11-02,35.1838
2022-11-03,32.4666
2022-11-04,35.575
2022-11-05,35.575
2022-11-06,35.575
2022-11-07,37.4884
2022-11-08,37.2457
2022-11-09,35.1597
2022-11-10,40.819
2022-11-11,40.6041
2022-11-12,40.6041
2022-11-13,40.6041
2022-11-14,39.5741
2022-11-15,41.6742
2022-11-16,40.4419
2022-11-17,42.2268
2022-11-18,43.2544
2022-11-19,43.2544
2022-11-20,43.2544
2022-11-21,44.3479
2022-11-22,44.802
2022-11-23,44.016
2022-11-24,44.016
2022-11-25,43.5135
2022-11-26,43.5135
2022-11-27,43.5135
2022-11-28,44.2843
2022-11-29,46.7941
2022-11-30,47.4024
2022-12-01,46.0411
2022-12-02,46.8949
2022-12-03,46.8949
2022-12-04,46.8949
2022-12-05,47.9324
2022-12-06,47.9151
2022-12-07,44.4788
2022-12-08,42.5715
2022-12-09,42.436
2022-12-10,42.436
2022-12-11,42.436
2022-12-12,43.4703
2022-12-13,43.7214
2022-12-14,43.6712
2022-12-15,40.5286
2022-12-16,44.1754
2022-12-17,44.1754
2022-12-18,44.1754
2022-12-19,43.9808
2022-12-20,45.3103
2022-12-21,47.7363
2022-12-22,48.5557
2022-12-23,48.793
2022-12-24,48.793
2022-12-25,48.793
2022-12-26,48.793
2022-12-27,50.1797
2022-12-28,47.8072
2022-12-29,48.0123
2022-12-30,46.5553
2022-12-31,46.5553
2023-01-01,46.5553
2023-01-02,46.5553
2023-01-03,49.1666
2023-01-04,49.8108
2023-01-05,49.0868
2023-01-06,51.9753
2023-01-07,51.9753
2023-01-08,51.9753
2023-01-09,52.6508
2023-01-10,55.1668
2023-01-11,54.9654
2023-01-12,56.6395
2023-01-13,55.344
2023-01-14,55.344
2023-01-15,55.344
2023-01-16,55.344
2023-01-17,50.3643
2023-01-18,50.6196
2023-01-19,50.2493
2023-01-20,53.0892
2023-01-21,53.0892
2023-01-22,53.0892
2023-01-23,53.2043
2023-01-24,50.8996
2023-01-25,51.3681
2023-01-26,50.395
2023-01-27,51.3692
2023-01-28,51.3692
2023-01-29,51.3692
2023-01-30,52.7263
2023-01-31,56.0088
2023-02-01,58.5434
2023-02-02,60.0584
2023-02-03,58.2672
2023-02-04,58.2672
2023-02-05,58.2672
2023-02-06,55.3809
2023-02-07,57.0873
2023-02-08,59.9767
2023-02-09,60.749
2023-02-10,58.6419
2023-02-11,58.6419
2023-02-12,58.6419
2023-02-13,58.6186
2023-02-14,57.8553
2023-02-15,60.4522
2023-02-16,60.0108
2023-02-17,60.1779
2023-02-18,60.1779
2023-02-19,60.1779
2023-02-20,60.1779
2023-02-21,58.1421
2023-02-22,56.7926
2023-02-23,56.5212
2023-02-24,57.6999
2023-02-25,57.6999
2023-02-26,57.6999
2023-02-27,56.8513
2023-02-28,56.0247
2023-03-01,58.0929
2023-03-02,60.0196
2023-03-03,61.1047
2023-03-04,61.1047
2023-03-05,61.1047
2023-03-06,55.813
2023-03-07,53.6883
2023-03-08,52.6404
2023-03-09,52.9502
2023-03-10,52.5237
2023-03-11,52.5237
2023-03-12,52.5237
2023-03-13,51.8516
2023-03-14,54.6797
2023-03-15,52.6441
2023-03-16,57.6877
2023-03-17,54.0677
2023-03-18,54.0677
2023-03-19,54.0677
2023-03-20,54.9197
2023-03-21,53.6661
