,DTE US Equity
2020-10-11,57.2153
2020-10-12,57.7198
2020-10-13,55.3633
2020-10-14,55.7241
2020-10-15,53.7358
2020-10-16,55.2737
2020-10-17,55.2737
2020-10-18,55.2737
2020-10-19,53.7383
2020-10-20,57.1894
2020-10-21,57.3141
2020-10-22,58.9331
2020-10-23,60.9993
2020-10-24,60.9993
2020-10-25,60.9993
2020-10-26,59.6663
2020-10-27,62.403
2020-10-28,55.704
2020-10-29,56.9608
2020-10-30,56.8975
2020-10-31,56.8975
2020-11-01,56.8975
2020-11-02,59.0431
2020-11-03,59.7343
2020-11-04,58.0152
2020-11-05,57.9617
2020-11-06,56.2575
2020-11-07,56.2575
2020-11-08,56.2575
2020-11-09,60.8936
2020-11-10,63.4744
2020-11-11,60.9441
2020-11-12,58.988
2020-11-13,60.8225
2020-11-14,60.8225
2020-11-15,60.8225
2020-11-16,64.2099
2020-11-17,61.3328
2020-11-18,58.3094
2020-11-19,57.7074
2020-11-20,57.8741
2020-11-21,57.8741
2020-11-22,57.8741
2020-11-23,58.341
2020-11-24,59.4402
2020-11-25,59.8866
2020-11-26,59.8866
2020-11-27,55.4661
2020-11-28,55.4661
2020-11-29,55.4661
2020-11-30,52.5256
2020-12-01,52.9336
2020-12-02,55.256
2020-12-03,53.1796
2020-12-04,52.2279
2020-12-05,52.2279
2020-12-06,52.2279
2020-12-07,51.0928
2020-12-08,50.8599
2020-12-09,51.2258
2020-12-10,50.383
2020-12-11,51.3099
2020-12-12,51.3099
2020-12-13,51.3099
2020-12-14,49.5633
2020-12-15,50.9885
2020-12-16,49.5734
2020-12-17,49.5734
2020-12-18,48.6806
2020-12-19,48.6806
2020-12-20,48.6806
2020-12-21,44.9987
2020-12-22,45.7317
2020-12-23,45.3651
2020-12-24,46.8431
2020-12-25,46.8431
2020-12-26,46.8431
2020-12-27,46.8431
2020-12-28,46.2863
2020-12-29,46.2998
2020-12-30,46.8789
2020-12-31,49.2381
2021-01-01,49.2381
2021-01-02,49.2381
2021-01-03,49.2381
2021-01-04,46.7584
2021-01-05,47.018
2021-01-06,49.8665
2021-01-07,46.3044
2021-01-08,45.6547
2021-01-09,45.6547
2021-01-10,45.6547
2021-01-11,45.4119
2021-01-12,47.1832
2021-01-13,50.5183
2021-01-14,50.3519
2021-01-15,52.6121
2021-01-16,52.6121
2021-01-17,52.6121
2021-01-18,52.6121
2021-01-19,49.2479
2021-01-20,50.9322
2021-01-21,51.2741
2021-01-22,50.4686
2021-01-23,50.4686
2021-01-24,50.4686
2021-01-25,52.3905
2021-01-26,51.5045
2021-01-27,48.8131
2021-01-28,49.3267
2021-01-29,46.3883
2021-01-30,46.3883
2021-01-31,46.3883
2021-02-01,47.5295
2021-02-02,47.7487
2021-02-03,46.1292
2021-02-04,47.9281
2021-02-05,50.6201
2021-02-06,50.6201
2021-02-07,50.6201
2021-02-08,49.6732
2021-02-09,50.1157
2021-02-10,51.2312
2021-02-11,50.9896
2021-02-12,49.4982
2021-02-13,49.4982
2021-02-14,49.4982
2021-02-15,49.4982
2021-02-16,49.0179
2021-02-17,48.3752
2021-02-18,48.1575
2021-02-19,48.4455
2021-02-20,48.4455
2021-02-21,48.4455
2021-02-22,51.4965
2021-02-23,56.2179
2021-02-24,53.5453
2021-02-25,49.7607
2021-02-26,45.3707
2021-02-27,45.3707
2021-02-28,45.3707
2021-03-01,47.2578
2021-03-02,45.9143
2021-03-03,45.712
2021-03-04,48.8258
2021-03-05,52.6502
2021-03-06,52.6502
2021-03-07,52.6502
2021-03-08,54.4508
2021-03-09,54.3021
2021-03-10,56.106
2021-03-11,55.6374
2021-03-12,58.4314
2021-03-13,58.4314
2021-03-14,58.4314
2021-03-15,61.9747
2021-03-16,60.3519
2021-03-17,59.8263
2021-03-18,60.2835
2021-03-19,60.191
2021-03-20,60.191
2021-03-21,60.191
2021-03-22,56.7834
2021-03-23,57.9971
2021-03-24,59.821
2021-03-25,61.941
2021-03-26,62.451
2021-03-27,62.451
2021-03-28,62.451
2021-03-29,63.1881
2021-03-30,62.3922
2021-03-31,61.7517
2021-04-01,61.5673
2021-04-02,61.5673
2021-04-03,61.5673
2021-04-04,61.5673
2021-04-05,63.0112
2021-04-06,63.7312
2021-04-07,64.3082
2021-04-08,62.9451
2021-04-09,63.4895
2021-04-10,63.4895
2021-04-11,63.4895
2021-04-12,63.6735
2021-04-13,65.7731
2021-04-14,66.8532
2021-04-15,67.5909
2021-04-16,68.7277
2021-04-17,68.7277
2021-04-18,68.7277
2021-04-19,66.7497
2021-04-20,68.6274
2021-04-21,65.6488
2021-04-22,62.0439
2021-04-23,61.462
2021-04-24,61.462
2021-04-25,61.462
2021-04-26,60.9246
2021-04-27,58.6609
2021-04-28,59.0665
2021-04-29,62.5036
2021-04-30,62.9998
2021-05-01,62.9998
2021-05-02,62.9998
2021-05-03,63.4564
2021-05-04,63.6663
2021-05-05,60.3632
2021-05-06,63.1017
2021-05-07,63.5219
2021-05-08,63.5219
2021-05-09,63.5219
2021-05-10,66.0449
2021-05-11,62.5518
2021-05-12,56.6878
2021-05-13,58.527
2021-05-14,59.4499
2021-05-15,59.4499
2021-05-16,59.4499
2021-05-17,58.8981
2021-05-18,54.5162
2021-05-19,55.6349
2021-05-20,57.3965
2021-05-21,57.7414
2021-05-22,57.7414
2021-05-23,57.7414
2021-05-24,59.3873
2021-05-25,54.4175
2021-05-26,53.1456
2021-05-27,53.2778
2021-05-28,53.3397
2021-05-29,53.3397
2021-05-30,53.3397
2021-05-31,53.3397
2021-06-01,53.4418
2021-06-02,52.5057
2021-06-03,52.8044
2021-06-04,52.3095
2021-06-05,52.3095
2021-06-06,52.3095
2021-06-07,53.0352
2021-06-08,52.4363
2021-06-09,54.6006
2021-06-10,53.2235
2021-06-11,53.9045
2021-06-12,53.9045
2021-06-13,53.9045
2021-06-14,53.4761
2021-06-15,52.1889
2021-06-16,48.8479
2021-06-17,47.2382
2021-06-18,44.9293
2021-06-19,44.9293
2021-06-20,44.9293
2021-06-21,46.747
2021-06-22,45.0783
2021-06-23,43.433
2021-06-24,42.983
2021-06-25,44.8462
2021-06-26,44.8462
2021-06-27,44.8462
2021-06-28,44.456
2021-06-29,42.3257
2021-06-30,42.5332
2021-07-01,45.9915
2021-07-02,45.7438
2021-07-03,45.7438
2021-07-04,45.7438
2021-07-05,45.7438
2021-07-06,46.9263
2021-07-07,50.2511
2021-07-08,50.7701
2021-07-09,53.3256
2021-07-10,53.3256
2021-07-11,53.3256
2021-07-12,54.0461
2021-07-13,51.7725
2021-07-14,51.7725
2021-07-15,53.4674
2021-07-16,55.7452
2021-07-17,55.7452
2021-07-18,55.7452
2021-07-19,49.4811
2021-07-20,53.3065
2021-07-21,51.3496
2021-07-22,51.0624
2021-07-23,53.549
2021-07-24,53.549
2021-07-25,53.549
2021-07-26,52.6514
2021-07-27,57.029
2021-07-28,55.1402
2021-07-29,55.7999
2021-07-30,54.2797
2021-07-31,54.2797
2021-08-01,54.2797
2021-08-02,54.7208
2021-08-03,55.5604
2021-08-04,54.885
2021-08-05,57.3162
2021-08-06,57.6991
2021-08-07,57.6991
2021-08-08,57.6991
2021-08-09,58.1955
2021-08-10,58.3535
2021-08-11,58.6446
2021-08-12,58.1078
2021-08-13,58.7029
2021-08-14,58.7029
2021-08-15,58.7029
2021-08-16,57.9727
2021-08-17,58.5242
2021-08-18,58.0917
2021-08-19,58.1482
2021-08-20,60.5489
2021-08-21,60.5489
2021-08-22,60.5489
2021-08-23,59.6571
2021-08-24,57.893
2021-08-25,58.4515
2021-08-26,57.6603
2021-08-27,57.9849
2021-08-28,57.9849
2021-08-29,57.9849
2021-08-30,57.2752
2021-08-31,57.1017
2021-09-01,59.2918
2021-09-02,60.8186
2021-09-03,56.8157
2021-09-04,56.8157
2021-09-05,56.8157
2021-09-06,56.8157
2021-09-07,52.9737
2021-09-08,57.1536
2021-09-09,55.2695
2021-09-10,51.1392
2021-09-11,51.1392
2021-09-12,51.1392
2021-09-13,49.6052
2021-09-14,48.294
2021-09-15,47.188
2021-09-16,48.7179
2021-09-17,43.4444
2021-09-18,43.4444
2021-09-19,43.4444
2021-09-20,43.3203
2021-09-21,42.3368
2021-09-22,43.7069
2021-09-23,43.3332
2021-09-24,43.2567
2021-09-25,43.2567
2021-09-26,43.2567
2021-09-27,41.1696
2021-09-28,39.1119
2021-09-29,43.3665
2021-09-30,40.8971
2021-10-01,40.8294
2021-10-02,40.8294
2021-10-03,40.8294
2021-10-04,44.0419
2021-10-05,45.8134
2021-10-06,49.0037
2021-10-07,48.5669
2021-10-08,46.745
2021-10-09,46.745
2021-10-10,46.745
2021-10-11,43.1776
2021-10-12,44.6131
2021-10-13,47.1014
2021-10-14,49.2968
2021-10-15,49.258
2021-10-16,49.258
2021-10-17,49.258
2021-10-18,46.7277
2021-10-19,48.2977
2021-10-20,50.2917
2021-10-21,50.1516
2021-10-22,51.3529
2021-10-23,51.3529
2021-10-24,51.3529
2021-10-25,50.6168
2021-10-26,52.0786
2021-10-27,46.9831
2021-10-28,48.1963
2021-10-29,46.2302
2021-10-30,46.2302
2021-10-31,46.2302
2021-11-01,45.5412
2021-11-02,45.7832
2021-11-03,46.1879
2021-11-04,46.5092
2021-11-05,48.1781
2021-11-06,48.1781
2021-11-07,48.1781
2021-11-08,44.6265
2021-11-09,45.0225
2021-11-10,46.5799
2021-11-11,45.2345
2021-11-12,44.205
2021-11-13,44.205
2021-11-14,44.205
2021-11-15,47.1179
2021-11-16,46.2913
2021-11-17,46.2095
2021-11-18,43.4862
2021-11-19,43.1026
2021-11-20,43.1026
2021-11-21,43.1026
2021-11-22,47.3322
2021-11-23,45.9469
2021-11-24,45.8062
2021-11-25,45.8062
2021-11-26,42.8584
2021-11-27,42.8584
2021-11-28,42.8584
2021-11-29,44.8628
2021-11-30,39.4323
2021-12-01,41.3217
2021-12-02,43.2437
2021-12-03,47.2203
2021-12-04,47.2203
2021-12-05,47.2203
2021-12-06,51.4984
2021-12-07,52.9062
2021-12-08,51.9737
2021-12-09,53.2099
2021-12-10,54.8851
2021-12-11,54.8851
2021-12-12,54.8851
2021-12-13,56.4335
2021-12-14,56.9006
2021-12-15,60.1613
2021-12-16,61.1972
2021-12-17,55.3514
2021-12-18,55.3514
2021-12-19,55.3514
2021-12-20,56.1585
2021-12-21,54.8995
2021-12-22,55.2508
2021-12-23,55.4466
2021-12-24,55.4466
2021-12-25,55.4466
2021-12-26,55.4466
2021-12-27,57.1128
2021-12-28,58.4851
2021-12-29,59.4758
2021-12-30,59.3406
2021-12-31,59.6883
2022-01-01,59.6883
2022-01-02,59.6883
2022-01-03,58.8366
2022-01-04,59.1714
2022-01-05,58.8496
2022-01-06,59.4118
2022-01-07,59.6257
2022-01-08,59.6257
2022-01-09,59.6257
2022-01-10,60.4525
2022-01-11,56.8649
2022-01-12,57.6804
2022-01-13,58.841
2022-01-14,57.6538
2022-01-15,57.6538
2022-01-16,57.6538
2022-01-17,57.6538
2022-01-18,55.0983
2022-01-19,55.6875
2022-01-20,54.8909
2022-01-21,55.1052
2022-01-22,55.1052
2022-01-23,55.1052
2022-01-24,51.1346
2022-01-25,52.8045
2022-01-26,53.9972
2022-01-27,57.3049
2022-01-28,58.1265
2022-01-29,58.1265
2022-01-30,58.1265
2022-01-31,58.4916
2022-02-01,53.5354
2022-02-02,56.924
2022-02-03,56.5098
2022-02-04,56.3601
2022-02-05,56.3601
2022-02-06,56.3601
2022-02-07,55.3488
2022-02-08,56.0223
2022-02-09,57.2158
2022-02-10,46.8678
2022-02-11,47.4609
2022-02-12,47.4609
2022-02-13,47.4609
2022-02-14,47.2466
2022-02-15,47.8228
2022-02-16,48.2278
2022-02-17,52.5852
2022-02-18,54.136
2022-02-19,54.136
2022-02-20,54.136
2022-02-21,54.136
2022-02-22,51.8972
2022-02-23,49.6682
2022-02-24,50.6518
2022-02-25,58.084
2022-02-26,58.084
2022-02-27,58.084
2022-02-28,57.3204
2022-03-01,54.0722
2022-03-02,57.7628
2022-03-03,61.589
2022-03-04,64.6992
2022-03-05,64.6992
2022-03-06,64.6992
2022-03-07,63.1731
2022-03-08,61.3459
2022-03-09,59.1977
2022-03-10,61.9428
2022-03-11,61.3224
2022-03-12,61.3224
2022-03-13,61.3224
2022-03-14,60.468
2022-03-15,61.9781
2022-03-16,62.0144
2022-03-17,61.994
2022-03-18,60.2881
2022-03-19,60.2881
2022-03-20,60.2881
2022-03-21,61.651
2022-03-22,58.8322
2022-03-23,60.5118
2022-03-24,61.5883
2022-03-25,64.101
2022-03-26,64.101
2022-03-27,64.101
2022-03-28,63.7867
2022-03-29,64.8447
2022-03-30,67.0492
2022-03-31,66.2852
2022-04-01,69.1238
2022-04-02,69.1238
2022-04-03,69.1238
2022-04-04,66.3508
2022-04-05,67.0399
2022-04-06,70.2143
2022-04-07,67.617
2022-04-08,68.5753
2022-04-09,68.5753
2022-04-10,68.5753
2022-04-11,67.5814
2022-04-12,68.5345
2022-04-13,66.0587
2022-04-14,66.611
2022-04-15,66.611
2022-04-16,66.611
2022-04-17,66.611
2022-04-18,66.611
2022-04-19,67.2448
2022-04-20,68.6307
2022-04-21,66.8111
2022-04-22,63.7512
2022-04-23,63.7512
2022-04-24,63.7512
2022-04-25,61.5492
2022-04-26,59.2968
2022-04-27,59.0129
2022-04-28,60.5127
2022-04-29,52.7357
2022-04-30,52.7357
2022-05-01,52.7357
2022-05-02,49.3662
2022-05-03,50.6013
2022-05-04,52.1958
2022-05-05,49.426
2022-05-06,50.6199
2022-05-07,50.6199
2022-05-08,50.6199
2022-05-09,50.3882
2022-05-10,48.7862
2022-05-11,51.2422
2022-05-12,49.2309
2022-05-13,50.8006
2022-05-14,50.8006
2022-05-15,50.8006
2022-05-16,51.5888
2022-05-17,50.4539
2022-05-18,48.5635
2022-05-19,49.3339
2022-05-20,49.1845
2022-05-21,49.1845
2022-05-22,49.1845
2022-05-23,52.2797
2022-05-24,56.6958
2022-05-25,54.9375
2022-05-26,55.1558
2022-05-27,56.5772
2022-05-28,56.5772
2022-05-29,56.5772
2022-05-30,56.5772
2022-05-31,54.0391
2022-06-01,53.8036
2022-06-02,54.1208
2022-06-03,52.9755
2022-06-04,52.9755
2022-06-05,52.9755
2022-06-06,53.671
2022-06-07,55.758
2022-06-08,51.4638
2022-06-09,47.2582
2022-06-10,46.0227
2022-06-11,46.0227
2022-06-12,46.0227
2022-06-13,39.7447
2022-06-14,36.9876
2022-06-15,37.1432
2022-06-16,35.5736
2022-06-17,34.7845
2022-06-18,34.7845
2022-06-19,34.7845
2022-06-20,34.7845
2022-06-21,37.0879
2022-06-22,38.2945
2022-06-23,42.0325
2022-06-24,45.542
2022-06-25,45.542
2022-06-26,45.542
2022-06-27,47.4093
2022-06-28,48.5251
2022-06-29,49.5568
2022-06-30,50.434
2022-07-01,53.3251
2022-07-02,53.3251
2022-07-03,53.3251
2022-07-04,53.3251
2022-07-05,47.424
2022-07-06,49.7062
2022-07-07,48.7941
2022-07-08,48.2469
2022-07-09,48.2469
2022-07-10,48.2469
2022-07-11,49.6187
2022-07-12,48.7013
2022-07-13,47.8897
2022-07-14,47.8897
2022-07-15,48.7643
2022-07-16,48.7643
2022-07-17,48.7643
2022-07-18,46.9281
2022-07-19,47.4969
2022-07-20,44.4131
2022-07-21,44.4982
2022-07-22,47.5816
2022-07-23,47.5816
2022-07-24,47.5816
2022-07-25,49.1032
2022-07-26,50.8095
2022-07-27,51.3011
2022-07-28,54.407
2022-07-29,55.648
2022-07-30,55.648
2022-07-31,55.648
2022-08-01,55.7851
2022-08-02,55.0228
2022-08-03,55.6497
2022-08-04,53.5415
2022-08-05,53.6693
2022-08-06,53.6693
2022-08-07,53.6693
2022-08-08,54.5112
2022-08-09,57.9186
2022-08-10,57.4575
2022-08-11,58.7122
2022-08-12,60.4922
2022-08-13,60.4922
2022-08-14,60.4922
2022-08-15,61.7343
2022-08-16,61.7667
2022-08-17,59.8086
2022-08-18,60.3542
2022-08-19,61.1664
2022-08-20,61.1664
2022-08-21,61.1664
2022-08-22,58.5092
2022-08-23,57.2067
2022-08-24,57.6938
2022-08-25,58.3775
2022-08-26,55.623
2022-08-27,55.623
2022-08-28,55.623
2022-08-29,56.006
2022-08-30,52.5699
2022-08-31,50.8233
2022-09-01,54.225
2022-09-02,51.7559
2022-09-03,51.7559
2022-09-04,51.7559
2022-09-05,51.7559
2022-09-06,51.841
2022-09-07,57.1669
2022-09-08,56.2078
2022-09-09,57.2062
2022-09-10,57.2062
2022-09-11,57.2062
2022-09-12,57.7769
2022-09-13,53.1149
2022-09-14,54.4748
2022-09-15,49.6695
2022-09-16,49.9162
2022-09-17,49.9162
2022-09-18,49.9162
2022-09-19,51.2525
2022-09-20,48.2807
2022-09-21,45.7225
2022-09-22,45.7105
2022-09-23,44.5924
2022-09-24,44.5924
2022-09-25,44.5924
2022-09-26,41.5631
2022-09-27,40.1677
2022-09-28,42.3974
2022-09-29,37.5052
2022-09-30,34.8368
2022-10-01,34.8368
2022-10-02,34.8368
2022-10-03,37.5622
2022-10-04,39.9131
2022-10-05,37.7344
2022-10-06,33.6613
2022-10-07,31.56
2022-10-08,31.56
2022-10-09,31.56
2022-10-10,30.8606
2022-10-11,30.823
2022-10-12,28.8345
2022-10-13,33.5523
2022-10-14,32.2809
2022-10-15,32.2809
2022-10-16,32.2809
2022-10-17,35.429
2022-10-18,38.8296
2022-10-19,37.9287
2022-10-20,36.0472
2022-10-21,37.8627
2022-10-22,37.8627
2022-10-23,37.8627
2022-10-24,37.9211
2022-10-25,39.8292
2022-10-26,39.9464
2022-10-27,40.0068
2022-10-28,44.9982
2022-10-29,44.9982
2022-10-30,44.9982
2022-10-31,43.6789
2022-11-01,44.144
2022-11-02,42.8288
2022-11-03,43.7925
2022-11-04,44.4042
2022-11-05,44.4042
2022-11-06,44.4042
2022-11-07,42.839
2022-11-08,43.5333
2022-11-09,43.0853
2022-11-10,48.5307
2022-11-11,47.2751
2022-11-12,47.2751
2022-11-13,47.2751
2022-11-14,46.1085
2022-11-15,47.6868
2022-11-16,48.4512
2022-11-17,46.5029
2022-11-18,48.0188
2022-11-19,48.0188
2022-11-20,48.0188
2022-11-21,46.4181
2022-11-22,47.1808
2022-11-23,48.1159
2022-11-24,48.1159
2022-11-25,48.4498
2022-11-26,48.4498
2022-11-27,48.4498
2022-11-28,49.0579
2022-11-29,47.7469
2022-11-30,49.9692
2022-12-01,50.0977
2022-12-02,48.8474
2022-12-03,48.8474
2022-12-04,48.8474
2022-12-05,47.6859
2022-12-06,49.9157
2022-12-07,48.2014
2022-12-08,51.9979
2022-12-09,51.4339
2022-12-10,51.4339
2022-12-11,51.4339
2022-12-12,54.6392
2022-12-13,54.9612
2022-12-14,55.1101
2022-12-15,53.1747
2022-12-16,50.2857
2022-12-17,50.2857
2022-12-18,50.2857
2022-12-19,49.5236
2022-12-20,49.8796
2022-12-21,52.2354
2022-12-22,51.3688
2022-12-23,53.4708
2022-12-24,53.4708
2022-12-25,53.4708
2022-12-26,53.4708
2022-12-27,54.2591
2022-12-28,52.9019
2022-12-29,54.0325
2022-12-30,51.8206
2022-12-31,51.8206
2023-01-01,51.8206
2023-01-02,51.8206
2023-01-03,52.2253
2023-01-04,54.2719
2023-01-05,50.3598
2023-01-06,53.6751
2023-01-07,53.6751
2023-01-08,53.6751
2023-01-09,54.7891
2023-01-10,54.2074
2023-01-11,54.9938
2023-01-12,53.1981
2023-01-13,51.296
2023-01-14,51.296
2023-01-15,51.296
2023-01-16,51.296
2023-01-17,50.5028
2023-01-18,46.4186
2023-01-19,44.9412
2023-01-20,46.7849
2023-01-21,46.7849
2023-01-22,46.7849
2023-01-23,46.5561
2023-01-24,46.1592
2023-01-25,46.1353
2023-01-26,46.0612
2023-01-27,46.4174
2023-01-28,46.4174
2023-01-29,46.4174
2023-01-30,47.5228
2023-01-31,50.4387
2023-02-01,50.1842
2023-02-02,48.1188
2023-02-03,45.5629
2023-02-04,45.5629
2023-02-05,45.5629
2023-02-06,47.1418
2023-02-07,46.9954
2023-02-08,45.1124
2023-02-09,44.7492
2023-02-10,47.3787
2023-02-11,47.3787
2023-02-12,47.3787
2023-02-13,47.9281
2023-02-14,47.4441
2023-02-15,48.2549
2023-02-16,47.0621
2023-02-17,50.0577
2023-02-18,50.0577
2023-02-19,50.0577
2023-02-20,50.0577
2023-02-21,47.0702
2023-02-22,46.4714
2023-02-23,45.7847
2023-02-24,46.9109
2023-02-25,46.9109
2023-02-26,46.9109
2023-02-27,44.842
2023-02-28,42.4163
2023-03-01,39.0161
2023-03-02,41.5665
2023-03-03,43.1886
2023-03-04,43.1886
2023-03-05,43.1886
2023-03-06,42.6566
2023-03-07,39.5828
2023-03-08,41.3029
2023-03-09,40.6063
2023-03-10,38.1125
2023-03-11,38.1125
2023-03-12,38.1125
2023-03-13,42.0249
2023-03-14,42.9768
2023-03-15,45.2481
2023-03-16,45.6241
2023-03-17,44.0735
2023-03-18,44.0735
2023-03-19,44.0735
