,BERY US Equity
,RSI_30D
2020-01-01,67.0872
2020-01-02,67.1676
2020-01-03,62.0017
2020-01-04,62.0017
2020-01-05,62.0017
2020-01-06,58.6996
2020-01-07,55.1815
2020-01-08,54.1454
2020-01-09,53.604
2020-01-10,54.0428
2020-01-11,54.0428
2020-01-12,54.0428
2020-01-13,56.7245
2020-01-14,58.5988
2020-01-15,62.2759
2020-01-16,63.1762
2020-01-17,65.9529
2020-01-18,65.9529
2020-01-19,65.9529
2020-01-20,65.9529
2020-01-21,63.4116
2020-01-22,63.6445
2020-01-23,59.2247
2020-01-24,54.5384
2020-01-25,54.5384
2020-01-26,54.5384
2020-01-27,54.7207
2020-01-28,53.8643
2020-01-29,54.3145
2020-01-30,54.7065
2020-01-31,43.1783
2020-02-01,43.1783
2020-02-02,43.1783
2020-02-03,44.649
2020-02-04,43.6919
2020-02-05,49.0011
2020-02-06,46.1009
2020-02-07,43.0763
2020-02-08,43.0763
2020-02-09,43.0763
2020-02-10,42.4085
2020-02-11,45.6825
2020-02-12,45.5351
2020-02-13,44.5196
2020-02-14,43.6839
2020-02-15,43.6839
2020-02-16,43.6839
2020-02-17,43.6839
2020-02-18,44.7567
2020-02-19,46.4934
2020-02-20,46.7716
2020-02-21,50.6363
2020-02-22,50.6363
2020-02-23,50.6363
2020-02-24,50.2045
2020-02-25,43.4135
2020-02-26,38.2963
2020-02-27,36.0305
2020-02-28,37.1464
2020-02-29,37.1464
2020-03-01,37.1464
2020-03-02,38.2606
2020-03-03,35.1715
2020-03-04,36.5403
2020-03-05,33.8212
2020-03-06,33.3611
2020-03-07,33.3611
2020-03-08,33.3611
2020-03-09,29.2215
2020-03-10,32.6043
2020-03-11,29.7912
2020-03-12,27.0834
2020-03-13,32.2345
2020-03-14,32.2345
2020-03-15,32.2345
2020-03-16,28.9912
2020-03-17,29.7608
2020-03-18,31.61
2020-03-19,32.4181
2020-03-20,35.7969
2020-03-21,35.7969
2020-03-22,35.7969
2020-03-23,34.0257
2020-03-24,37.4139
2020-03-25,42.7757
2020-03-26,47.1534
2020-03-27,45.2699
2020-03-28,45.2699
2020-03-29,45.2699
2020-03-30,44.247
2020-03-31,44.5065
2020-04-01,43.6786
2020-04-02,44.874
2020-04-03,42.8341
2020-04-04,42.8341
2020-04-05,42.8341
2020-04-06,47.2331
2020-04-07,46.8506
2020-04-08,48.7963
2020-04-09,51.0304
2020-04-10,51.0304
2020-04-11,51.0304
2020-04-12,51.0304
