,LECO US Equity
2023-03-19,48.4131
2023-03-20,51.188
2023-03-21,53.6362
2023-03-22,50.3151
2023-03-23,50.8321
2023-03-24,48.4984
2023-03-25,48.4984
2023-03-26,48.4984
2023-03-27,49.7207
2023-03-28,51.7525
2023-03-29,53.2613
2023-03-30,54.4159
2023-03-31,55.3736
2023-04-01,55.3736
2023-04-02,55.3736
2023-04-03,55.3958
2023-04-04,49.8002
2023-04-05,47.0103
2023-04-06,43.8157
2023-04-07,43.8157
2023-04-08,43.8157
2023-04-09,43.8157
2023-04-10,48.0094
2023-04-11,48.6226
2023-04-12,48.5014
2023-04-13,48.0134
2023-04-14,47.614
2023-04-15,47.614
2023-04-16,47.614
2023-04-17,48.5728
2023-04-18,49.3192
2023-04-19,48.7164
2023-04-20,48.2769
2023-04-21,48.4994
2023-04-22,48.4994
2023-04-23,48.4994
2023-04-24,49.1243
2023-04-25,47.1185
2023-04-26,45.2089
2023-04-27,51.8969
2023-04-28,54.8296
2023-04-29,54.8296
2023-04-30,54.8296
2023-05-01,56.7572
2023-05-02,56.3689
2023-05-03,56.1702
2023-05-04,53.2648
2023-05-05,55.9783
2023-05-06,55.9783
2023-05-07,55.9783
2023-05-08,55.1394
2023-05-09,54.8912
2023-05-10,53.8787
2023-05-11,52.9313
2023-05-12,53.9585
2023-05-13,53.9585
2023-05-14,53.9585
2023-05-15,55.0513
2023-05-16,52.9256
2023-05-17,54.2658
2023-05-18,55.2695
2023-05-19,55.0741
2023-05-20,55.0741
2023-05-21,55.0741
2023-05-22,55.9441
2023-05-23,54.4199
2023-05-24,53.2083
2023-05-25,55.2688
2023-05-26,57.3775
2023-05-27,57.3775
2023-05-28,57.3775
2023-05-29,57.3775
2023-05-30,58.6704
2023-05-31,53.1026
2023-06-01,57.2345
2023-06-02,61.361
2023-06-03,61.361
2023-06-04,61.361
2023-06-05,60.3312
2023-06-06,62.0827
2023-06-07,65.0206
2023-06-08,65.7569
2023-06-09,65.6693
2023-06-10,65.6693
2023-06-11,65.6693
2023-06-12,66.4497
2023-06-13,68.0418
2023-06-14,67.3233
2023-06-15,68.0829
2023-06-16,67.9169
2023-06-17,67.9169
2023-06-18,67.9169
2023-06-19,67.9169
2023-06-20,66.3198
2023-06-21,66.6596
2023-06-22,64.2898
2023-06-23,60.9239
2023-06-24,60.9239
2023-06-25,60.9239
2023-06-26,62.3196
2023-06-27,63.6622
2023-06-28,63.7927
2023-06-29,65.9123
2023-06-30,66.6228
2023-07-01,66.6228
2023-07-02,66.6228
2023-07-03,66.8114
2023-07-04,66.8114
2023-07-05,62.432
2023-07-06,60.8148
2023-07-07,60.913
2023-07-08,60.913
2023-07-09,60.913
2023-07-10,63.1904
2023-07-11,63.8358
2023-07-12,64.4322
2023-07-13,64.8966
2023-07-14,64.8966
2023-07-15,64.8966
2023-07-16,64.8966
2023-07-17,66.6446
2023-07-18,69.4496
2023-07-19,70.0949
2023-07-20,70.6197
2023-07-21,67.9952
2023-07-22,67.9952
2023-07-23,67.9952
2023-07-24,66.9261
2023-07-25,65.1445
2023-07-26,63.4876
2023-07-27,57.0674
2023-07-28,58.0374
2023-07-29,58.0374
2023-07-30,58.0374
2023-07-31,59.1388
2023-08-01,58.5651
2023-08-02,56.1814
2023-08-03,53.5077
2023-08-04,50.418
2023-08-05,50.418
2023-08-06,50.418
2023-08-07,54.7322
2023-08-08,52.8883
2023-08-09,50.8735
2023-08-10,49.0488
2023-08-11,48.5526
2023-08-12,48.5526
2023-08-13,48.5526
2023-08-14,49.7342
2023-08-15,48.3801
2023-08-16,47.2127
2023-08-17,44.996
2023-08-18,44.5819
2023-08-19,44.5819
2023-08-20,44.5819
2023-08-21,46.1822
2023-08-22,45.9201
2023-08-23,48.2516
2023-08-24,46.3584
2023-08-25,47.0952
2023-08-26,47.0952
2023-08-27,47.0952
2023-08-28,48.6781
2023-08-29,51.0528
2023-08-30,52.3445
2023-08-31,52.2272
2023-09-01,53.6651
2023-09-02,53.6651
2023-09-03,53.6651
2023-09-04,53.6651
2023-09-05,46.9079
2023-09-06,46.9251
2023-09-07,43.0033
2023-09-08,42.7321
2023-09-09,42.7321
2023-09-10,42.7321
2023-09-11,43.4787
2023-09-12,44.7122
2023-09-13,42.2023
2023-09-14,44.1234
2023-09-15,44.2793
2023-09-16,44.2793
2023-09-17,44.2793
2023-09-18,44.1519
2023-09-19,43.7612
2023-09-20,43.1799
2023-09-21,40.852
2023-09-22,41.0001
2023-09-23,41.0001
2023-09-24,41.0001
2023-09-25,44.0443
2023-09-26,42.7031
2023-09-27,45.0158
2023-09-28,49.1912
2023-09-29,47.2099
2023-09-30,47.2099
2023-10-01,47.2099
2023-10-02,44.9649
2023-10-03,45.6654
2023-10-04,46.6996
2023-10-05,46.585
2023-10-06,49.9536
2023-10-07,49.9536
2023-10-08,49.9536
2023-10-09,50.2858
2023-10-10,50.9506
2023-10-11,52.8799
2023-10-12,50.0021
2023-10-13,48.9146
2023-10-14,48.9146
2023-10-15,48.9146
2023-10-16,50.7294
2023-10-17,53.1951
2023-10-18,43.6066
2023-10-19,42.5726
2023-10-20,41.0225
2023-10-21,41.0225
2023-10-22,41.0225
2023-10-23,40.5787
2023-10-24,38.725
2023-10-25,36.7407
2023-10-26,40.0281
2023-10-27,43.8043
2023-10-28,43.8043
2023-10-29,43.8043
2023-10-30,45.3
2023-10-31,45.4729
2023-11-01,46.6312
2023-11-02,49.8327
2023-11-03,52.2375
2023-11-04,52.2375
2023-11-05,52.2375
2023-11-06,51.4659
2023-11-07,49.6144
2023-11-08,51.2501
2023-11-09,52.2378
2023-11-10,54.458
2023-11-11,54.458
2023-11-12,54.458
2023-11-13,55.5719
2023-11-14,59.1388
2023-11-15,59.5432
2023-11-16,58.6885
2023-11-17,59.0139
2023-11-18,59.0139
2023-11-19,59.0139
2023-11-20,58.9072
2023-11-21,59.2878
2023-11-22,58.073
2023-11-23,58.073
2023-11-24,59.0536
2023-11-25,59.0536
2023-11-26,59.0536
2023-11-27,59.7898
2023-11-28,56.9614
2023-11-29,58.2063
2023-11-30,59.71
2023-12-01,62.0204
2023-12-02,62.0204
2023-12-03,62.0204
2023-12-04,63.4746
2023-12-05,62.2954
2023-12-06,62.0748
2023-12-07,63.2376
2023-12-08,64.4541
2023-12-09,64.4541
2023-12-10,64.4541
2023-12-11,65.3001
2023-12-12,63.5219
2023-12-13,65.1596
2023-12-14,68.8705
2023-12-15,68.8385
2023-12-16,68.8385
2023-12-17,68.8385
2023-12-18,69.5509
2023-12-19,67.4637
2023-12-20,65.7434
2023-12-21,66.9196
2023-12-22,67.8663
2023-12-23,67.8663
2023-12-24,67.8663
2023-12-25,67.8663
2023-12-26,68.6299
2023-12-27,68.9497
2023-12-28,68.205
2023-12-29,66.295
2023-12-30,66.295
2023-12-31,66.295
2024-01-01,66.295
2024-01-02,62.21
2024-01-03,58.1746
2024-01-04,59.8558
2024-01-05,58.9296
2024-01-06,58.9296
2024-01-07,58.9296
2024-01-08,59.5899
2024-01-09,57.738
2024-01-10,56.6491
2024-01-11,57.5434
2024-01-12,59.0062
2024-01-13,59.0062
2024-01-14,59.0062
2024-01-15,59.0062
2024-01-16,59.1347
2024-01-17,56.9393
2024-01-18,60.4786
2024-01-19,63.7181
2024-01-20,63.7181
2024-01-21,63.7181
2024-01-22,65.1614
2024-01-23,64.5389
2024-01-24,61.8009
2024-01-25,63.5209
2024-01-26,64.1961
2024-01-27,64.1961
2024-01-28,64.1961
2024-01-29,65.1596
2024-01-30,65.8736
2024-01-31,60.9965
2024-02-01,63.1083
2024-02-02,63.508
2024-02-03,63.508
2024-02-04,63.508
2024-02-05,59.7938
2024-02-06,60.502
2024-02-07,62.3344
2024-02-08,64.1608
2024-02-09,64.9799
2024-02-10,64.9799
2024-02-11,64.9799
2024-02-12,65.018
2024-02-13,60.6871
2024-02-14,63.1465
2024-02-15,71.0878
2024-02-16,71.1231
2024-02-17,71.1231
2024-02-18,71.1231
2024-02-19,71.1231
2024-02-20,68.6036
2024-02-21,68.1573
2024-02-22,68.9842
2024-02-23,69.5793
2024-02-24,69.5793
2024-02-25,69.5793
2024-02-26,70.8151
2024-02-27,70.9334
2024-02-28,72.0781
2024-02-29,72.0893
2024-03-01,69.7522
2024-03-02,69.7522
2024-03-03,69.7522
2024-03-04,70.2123
2024-03-05,67.8833
2024-03-06,68.5347
2024-03-07,68.8967
2024-03-08,68.1754
2024-03-09,68.1754
2024-03-10,68.1754
2024-03-11,66.5242
2024-03-12,66.2726
2024-03-13,62.5898
2024-03-14,60.7417
2024-03-15,61.6999
2024-03-16,61.6999
2024-03-17,61.6999
2024-03-18,62.006
2024-03-19,63.8069
2024-03-20,65.906
2024-03-21,66.4489
2024-03-22,66.9573
2024-03-23,66.9573
2024-03-24,66.9573
2024-03-25,64.912
2024-03-26,61.9228
2024-03-27,65.2385
2024-03-28,62.52
2024-03-29,62.52
2024-03-30,62.52
2024-03-31,62.52
2024-04-01,60.0464
2024-04-02,57.1795
2024-04-03,57.6912
2024-04-04,55.1583
2024-04-05,55.8271
2024-04-06,55.8271
2024-04-07,55.8271
2024-04-08,54.6674
