,EBIXQ US Equity
2020-06-05,62.8789
2020-06-06,62.8789
2020-06-07,62.8789
2020-06-08,66.2518
2020-06-09,61.4207
2020-06-10,57.24
2020-06-11,51.0372
2020-06-12,52.7339
2020-06-13,52.7339
2020-06-14,52.7339
2020-06-15,53.828
2020-06-16,54.0396
2020-06-17,52.0804
2020-06-18,52.3059
2020-06-19,51.2824
2020-06-20,51.2824
2020-06-21,51.2824
2020-06-22,50.3951
2020-06-23,51.2754
2020-06-24,47.2438
2020-06-25,48.8194
2020-06-26,47.1777
2020-06-27,47.1777
2020-06-28,47.1777
2020-06-29,48.9695
2020-06-30,49.7371
2020-07-01,48.7684
2020-07-02,48.5078
2020-07-03,48.5078
2020-07-04,48.5078
2020-07-05,48.5078
2020-07-06,48.5788
2020-07-07,47.132
2020-07-08,47.2454
2020-07-09,45.7071
2020-07-10,45.8674
2020-07-11,45.8674
2020-07-12,45.8674
2020-07-13,46.7617
2020-07-14,46.1876
2020-07-15,49.5699
2020-07-16,49.9741
2020-07-17,50.0726
2020-07-18,50.0726
2020-07-19,50.0726
2020-07-20,50.3559
2020-07-21,51.8792
2020-07-22,51.1799
2020-07-23,51.2218
2020-07-24,48.0869
2020-07-25,48.0869
2020-07-26,48.0869
2020-07-27,47.5544
2020-07-28,46.6903
2020-07-29,49.8335
2020-07-30,49.5743
2020-07-31,50.1443
2020-08-01,50.1443
2020-08-02,50.1443
2020-08-03,51.2289
2020-08-04,52.3565
2020-08-05,53.4694
2020-08-06,54.4618
2020-08-07,58.8266
2020-08-08,58.8266
2020-08-09,58.8266
2020-08-10,58.9003
2020-08-11,56.168
2020-08-12,56.8775
2020-08-13,57.0573
2020-08-14,57.1599
2020-08-15,57.1599
2020-08-16,57.1599
2020-08-17,57.8273
2020-08-18,56.6574
2020-08-19,56.427
2020-08-20,55.0943
2020-08-21,54.2301
2020-08-22,54.2301
2020-08-23,54.2301
2020-08-24,55.2231
2020-08-25,54.3601
2020-08-26,52.7432
2020-08-27,49.4769
2020-08-28,53.4451
2020-08-29,53.4451
2020-08-30,53.4451
2020-08-31,49.17
2020-09-01,49.9735
2020-09-02,49.6487
2020-09-03,46.4316
2020-09-04,46.0172
2020-09-05,46.0172
2020-09-06,46.0172
2020-09-07,46.0172
2020-09-08,44.2908
2020-09-09,44.133
2020-09-10,41.7798
2020-09-11,41.8398
2020-09-12,41.8398
2020-09-13,41.8398
2020-09-14,42.7246
2020-09-15,43.5971
2020-09-16,43.737
2020-09-17,44.3718
2020-09-18,43.7841
2020-09-19,43.7841
2020-09-20,43.7841
2020-09-21,41.6033
2020-09-22,41.8417
2020-09-23,41.4789
2020-09-24,41.1606
2020-09-25,43.4241
2020-09-26,43.4241
2020-09-27,43.4241
2020-09-28,45.3237
2020-09-29,45.427
2020-09-30,45.7454
2020-10-01,50.2188
2020-10-02,48.4011
2020-10-03,48.4011
2020-10-04,48.4011
2020-10-05,50.0802
2020-10-06,46.8097
2020-10-07,47.4232
2020-10-08,48.5856
2020-10-09,48.6834
2020-10-10,48.6834
2020-10-11,48.6834
2020-10-12,49.8673
2020-10-13,48.5165
2020-10-14,48.0993
2020-10-15,48.3818
2020-10-16,47.1535
2020-10-17,47.1535
2020-10-18,47.1535
2020-10-19,42.1564
2020-10-20,41.991
2020-10-21,42.6505
2020-10-22,45.4794
2020-10-23,45.3252
2020-10-24,45.3252
2020-10-25,45.3252
2020-10-26,44.5748
2020-10-27,42.9799
2020-10-28,40.0972
2020-10-29,40.6274
2020-10-30,39.7319
2020-10-31,39.7319
2020-11-01,39.7319
2020-11-02,43.5154
2020-11-03,46.8566
2020-11-04,44.0431
2020-11-05,46.0536
2020-11-06,45.7256
2020-11-07,45.7256
2020-11-08,45.7256
2020-11-09,62.9651
2020-11-10,65.295
2020-11-11,65.7812
2020-11-12,62.564
2020-11-13,63.6993
2020-11-14,63.6993
2020-11-15,63.6993
2020-11-16,68.9069
2020-11-17,68.348
2020-11-18,70.1982
2020-11-19,64.7728
2020-11-20,66.0697
2020-11-21,66.0697
2020-11-22,66.0697
2020-11-23,68.9863
2020-11-24,71.1095
2020-11-25,68.4202
2020-11-26,68.4202
2020-11-27,69.0849
2020-11-28,69.0849
2020-11-29,69.0849
2020-11-30,65.8913
2020-12-01,64.659
2020-12-02,65.5116
2020-12-03,65.3226
2020-12-04,66.2542
2020-12-05,66.2542
2020-12-06,66.2542
2020-12-07,64.9373
2020-12-08,66.396
2020-12-09,65.8738
2020-12-10,67.4864
2020-12-11,66.9241
2020-12-12,66.9241
2020-12-13,66.9241
2020-12-14,63.5859
2020-12-15,64.4484
2020-12-16,64.5174
2020-12-17,64.6452
2020-12-18,65.2068
2020-12-19,65.2068
2020-12-20,65.2068
2020-12-21,64.2324
2020-12-22,65.1162
2020-12-23,66.0716
2020-12-24,66.2627
2020-12-25,66.2627
2020-12-26,66.2627
2020-12-27,66.2627
2020-12-28,67.3178
2020-12-29,62.9611
2020-12-30,64.3408
2020-12-31,65.5346
2021-01-01,65.5346
2021-01-02,65.5346
2021-01-03,65.5346
2021-01-04,64.4466
2021-01-05,65.3915
2021-01-06,68.3529
2021-01-07,68.3794
2021-01-08,64.704
2021-01-09,64.704
2021-01-10,64.704
2021-01-11,62.7594
2021-01-12,63.9716
2021-01-13,64.5755
2021-01-14,69.6201
2021-01-15,67.5166
2021-01-16,67.5166
2021-01-17,67.5166
2021-01-18,67.5166
2021-01-19,67.753
2021-01-20,69.2401
2021-01-21,70.5308
2021-01-22,71.2004
2021-01-23,71.2004
2021-01-24,71.2004
2021-01-25,71.7863
2021-01-26,73.8427
2021-01-27,81.3092
2021-01-28,69.6613
2021-01-29,68.6001
2021-01-30,68.6001
2021-01-31,68.6001
2021-02-01,69.7384
2021-02-02,53.8332
2021-02-03,58.1595
2021-02-04,57.7758
2021-02-05,58.7489
2021-02-06,58.7489
2021-02-07,58.7489
2021-02-08,62.1564
2021-02-09,63.7753
2021-02-10,62.5932
2021-02-11,60.6326
2021-02-12,59.9773
2021-02-13,59.9773
2021-02-14,59.9773
2021-02-15,59.9773
2021-02-16,59.5753
2021-02-17,60.4297
2021-02-18,58.6646
2021-02-19,58.6646
2021-02-20,58.6646
2021-02-21,58.6646
2021-02-22,41.2615
2021-02-23,37.1496
2021-02-24,38.834
2021-02-25,38.0708
2021-02-26,38.6371
2021-02-27,38.6371
2021-02-28,38.6371
2021-03-01,39.9327
2021-03-02,39.3305
2021-03-03,39.1091
2021-03-04,39.0968
2021-03-05,39.5883
2021-03-06,39.5883
2021-03-07,39.5883
2021-03-08,42.2681
2021-03-09,43.2977
2021-03-10,44.3889
2021-03-11,45.3468
2021-03-12,47.3856
2021-03-13,47.3856
2021-03-14,47.3856
2021-03-15,47.7188
2021-03-16,46.388
2021-03-17,46.2973
2021-03-18,46.7671
2021-03-19,47.343
2021-03-20,47.343
2021-03-21,47.343
2021-03-22,47.7862
2021-03-23,46.0808
2021-03-24,43.9299
2021-03-25,46.2831
2021-03-26,46.2742
2021-03-27,46.2742
2021-03-28,46.2742
2021-03-29,45.2801
2021-03-30,46.7434
2021-03-31,47.3538
2021-04-01,47.2555
2021-04-02,47.2555
2021-04-03,47.2555
2021-04-04,47.2555
2021-04-05,46.7933
2021-04-06,47.2918
2021-04-07,45.845
2021-04-08,46.522
2021-04-09,46.2444
2021-04-10,46.2444
2021-04-11,46.2444
2021-04-12,45.4352
2021-04-13,45.1193
2021-04-14,45.3092
2021-04-15,44.9758
2021-04-16,44.3243
2021-04-17,44.3243
2021-04-18,44.3243
2021-04-19,44.0415
2021-04-20,43.6334
2021-04-21,46.0806
2021-04-22,46.3798
2021-04-23,48.0351
2021-04-24,48.0351
2021-04-25,48.0351
2021-04-26,49.9503
2021-04-27,50.9624
2021-04-28,49.2178
2021-04-29,49.714
2021-04-30,46.3382
2021-05-01,46.3382
2021-05-02,46.3382
2021-05-03,46.9617
2021-05-04,46.8655
2021-05-05,46.9458
2021-05-06,46.4377
2021-05-07,46.9132
2021-05-08,46.9132
2021-05-09,46.9132
2021-05-10,45.3083
2021-05-11,43.4707
2021-05-12,41.7464
2021-05-13,42.709
2021-05-14,44.918
2021-05-15,44.918
2021-05-16,44.918
2021-05-17,44.281
2021-05-18,43.257
2021-05-19,42.91
2021-05-20,43.2631
2021-05-21,43.9012
2021-05-22,43.9012
2021-05-23,43.9012
2021-05-24,44.0842
2021-05-25,41.6041
2021-05-26,42.9204
2021-05-27,45.1338
2021-05-28,44.3824
2021-05-29,44.3824
2021-05-30,44.3824
2021-05-31,44.3824
2021-06-01,45.7569
2021-06-02,47.5258
2021-06-03,47.4538
2021-06-04,48.5614
2021-06-05,48.5614
2021-06-06,48.5614
2021-06-07,50.5984
2021-06-08,56.0207
2021-06-09,57.87
2021-06-10,57.1509
2021-06-11,60.5019
2021-06-12,60.5019
2021-06-13,60.5019
2021-06-14,58.2379
2021-06-15,56.715
2021-06-16,57.3296
2021-06-17,57.9176
2021-06-18,52.8029
2021-06-19,52.8029
2021-06-20,52.8029
2021-06-21,54.5876
2021-06-22,54.0497
2021-06-23,56.1901
2021-06-24,58.4514
2021-06-25,56.566
2021-06-26,56.566
2021-06-27,56.566
2021-06-28,55.3044
2021-06-29,54.0936
2021-06-30,52.9497
2021-07-01,52.1583
2021-07-02,50.226
2021-07-03,50.226
2021-07-04,50.226
2021-07-05,50.226
2021-07-06,49.4119
2021-07-07,48.7719
2021-07-08,47.9159
2021-07-09,51.167
2021-07-10,51.167
2021-07-11,51.167
2021-07-12,50.7573
2021-07-13,49.1654
2021-07-14,48.0416
2021-07-15,46.4303
2021-07-16,44.6431
2021-07-17,44.6431
2021-07-18,44.6431
2021-07-19,43.9595
2021-07-20,46.3631
2021-07-21,47.9943
2021-07-22,46.4613
2021-07-23,45.6717
2021-07-24,45.6717
2021-07-25,45.6717
2021-07-26,47.6554
2021-07-27,46.1982
2021-07-28,48.025
2021-07-29,48.3275
2021-07-30,47.4701
2021-07-31,47.4701
2021-08-01,47.4701
2021-08-02,47.3542
2021-08-03,47.8155
2021-08-04,46.5302
2021-08-05,47.3987
2021-08-06,47.8597
2021-08-07,47.8597
2021-08-08,47.8597
2021-08-09,48.5824
2021-08-10,49.4245
2021-08-11,49.9894
2021-08-12,48.45
2021-08-13,46.1553
2021-08-14,46.1553
2021-08-15,46.1553
2021-08-16,45.0411
2021-08-17,44.0677
2021-08-18,43.4344
2021-08-19,41.6788
2021-08-20,42.9419
2021-08-21,42.9419
2021-08-22,42.9419
2021-08-23,45.8789
2021-08-24,46.5061
2021-08-25,46.0461
2021-08-26,43.5295
2021-08-27,45.8851
2021-08-28,45.8851
2021-08-29,45.8851
2021-08-30,45.0362
2021-08-31,46.2278
2021-09-01,46.7435
2021-09-02,47.2544
2021-09-03,46.0442
2021-09-04,46.0442
2021-09-05,46.0442
2021-09-06,46.0442
2021-09-07,43.772
2021-09-08,44.1581
2021-09-09,43.3064
2021-09-10,41.8901
2021-09-11,41.8901
2021-09-12,41.8901
2021-09-13,43.7011
2021-09-14,44.3507
2021-09-15,45.0071
2021-09-16,43.7117
2021-09-17,45.246
2021-09-18,45.246
2021-09-19,45.246
2021-09-20,43.2151
2021-09-21,42.5726
2021-09-22,44.3502
2021-09-23,46.6895
2021-09-24,46.3896
2021-09-25,46.3896
2021-09-26,46.3896
2021-09-27,49.9845
2021-09-28,46.3129
2021-09-29,44.284
2021-09-30,44.4375
2021-10-01,47.6323
2021-10-02,47.6323
2021-10-03,47.6323
2021-10-04,45.243
2021-10-05,45.3326
2021-10-06,47.4949
2021-10-07,48.5051
2021-10-08,48.7093
2021-10-09,48.7093
2021-10-10,48.7093
2021-10-11,46.9752
2021-10-12,47.3751
2021-10-13,48.639
2021-10-14,52.9707
2021-10-15,54.862
2021-10-16,54.862
2021-10-17,54.862
2021-10-18,53.283
2021-10-19,55.8609
2021-10-20,55.55
2021-10-21,57.2956
2021-10-22,56.5514
2021-10-23,56.5514
2021-10-24,56.5514
2021-10-25,57.8324
2021-10-26,57.7308
2021-10-27,54.5896
2021-10-28,57.51
2021-10-29,59.4629
2021-10-30,59.4629
2021-10-31,59.4629
2021-11-01,64.0243
2021-11-02,65.1472
2021-11-03,69.148
2021-11-04,69.3817
2021-11-05,70.1276
2021-11-06,70.1276
2021-11-07,70.1276
2021-11-08,69.0359
2021-11-09,58.7978
2021-11-10,59.2853
2021-11-11,61.3357
2021-11-12,60.848
2021-11-13,60.848
2021-11-14,60.848
2021-11-15,60.9016
2021-11-16,60.92
2021-11-17,59.9255
2021-11-18,58.5016
2021-11-19,56.0822
2021-11-20,56.0822
2021-11-21,56.0822
2021-11-22,56.3644
2021-11-23,56.6965
2021-11-24,57.4778
2021-11-25,57.4778
2021-11-26,48.0814
2021-11-27,48.0814
2021-11-28,48.0814
2021-11-29,48.308
2021-11-30,45.9337
2021-12-01,45.5919
2021-12-02,49.0025
2021-12-03,45.8176
2021-12-04,45.8176
2021-12-05,45.8176
2021-12-06,49.2311
2021-12-07,51.5819
2021-12-08,50.0275
2021-12-09,47.4395
2021-12-10,46.9017
2021-12-11,46.9017
2021-12-12,46.9017
2021-12-13,45.2885
2021-12-14,43.6046
2021-12-15,45.8062
2021-12-16,44.9374
2021-12-17,47.0388
2021-12-18,47.0388
2021-12-19,47.0388
2021-12-20,44.0392
2021-12-21,47.0221
2021-12-22,47.4331
2021-12-23,48.5841
2021-12-24,48.5841
2021-12-25,48.5841
2021-12-26,48.5841
2021-12-27,48.9116
2021-12-28,48.1709
2021-12-29,48.8576
2021-12-30,47.7878
2021-12-31,47.6996
2022-01-01,47.6996
2022-01-02,47.6996
2022-01-03,50.2184
2022-01-04,50.0772
2022-01-05,46.9794
2022-01-06,49.1565
2022-01-07,47.6227
2022-01-08,47.6227
2022-01-09,47.6227
2022-01-10,47.7205
2022-01-11,49.5718
2022-01-12,58.9503
2022-01-13,48.7582
2022-01-14,51.0206
2022-01-15,51.0206
2022-01-16,51.0206
2022-01-17,51.0206
2022-01-18,50.1932
2022-01-19,48.8779
2022-01-20,47.8173
2022-01-21,47.2117
2022-01-22,47.2117
2022-01-23,47.2117
2022-01-24,48.0995
2022-01-25,47.7285
2022-01-26,46.8911
2022-01-27,44.8808
2022-01-28,46.1973
2022-01-29,46.1973
2022-01-30,46.1973
2022-01-31,48.9188
2022-02-01,48.224
2022-02-02,46.7243
2022-02-03,43.836
2022-02-04,44.504
2022-02-05,44.504
2022-02-06,44.504
2022-02-07,43.0314
2022-02-08,44.3164
2022-02-09,48.6682
2022-02-10,46.5285
2022-02-11,46.9566
2022-02-12,46.9566
2022-02-13,46.9566
2022-02-14,52.7539
2022-02-15,55.8328
2022-02-16,54.5878
2022-02-17,51.6778
2022-02-18,49.3184
2022-02-19,49.3184
2022-02-20,49.3184
2022-02-21,49.3184
2022-02-22,50.7716
2022-02-23,50.1273
2022-02-24,49.2976
2022-02-25,48.4351
2022-02-26,48.4351
2022-02-27,48.4351
2022-02-28,48.2002
2022-03-01,43.1728
2022-03-02,45.0341
2022-03-03,43.9579
2022-03-04,41.4615
2022-03-05,41.4615
2022-03-06,41.4615
2022-03-07,41.2718
2022-03-08,42.8743
2022-03-09,53.2422
2022-03-10,63.7043
2022-03-11,59.7009
2022-03-12,59.7009
2022-03-13,59.7009
2022-03-14,52.0265
2022-03-15,51.6715
2022-03-16,53.856
2022-03-17,54.7287
2022-03-18,54.7382
2022-03-19,54.7382
2022-03-20,54.7382
2022-03-21,54.2245
2022-03-22,55.5103
2022-03-23,55.2286
2022-03-24,54.6917
2022-03-25,53.9473
2022-03-26,53.9473
2022-03-27,53.9473
2022-03-28,53.7804
2022-03-29,56.7502
2022-03-30,54.1322
2022-03-31,51.2298
2022-04-01,51.0535
2022-04-02,51.0535
2022-04-03,51.0535
2022-04-04,53.101
2022-04-05,51.5845
2022-04-06,50.0698
2022-04-07,51.1026
2022-04-08,49.8677
2022-04-09,49.8677
2022-04-10,49.8677
2022-04-11,49.9891
2022-04-12,49.678
2022-04-13,51.0763
2022-04-14,49.7619
2022-04-15,49.7619
2022-04-16,49.7619
2022-04-17,49.7619
2022-04-18,49.9318
2022-04-19,50.9093
2022-04-20,49.8747
2022-04-21,48.8876
2022-04-22,46.8382
2022-04-23,46.8382
2022-04-24,46.8382
2022-04-25,47.1613
2022-04-26,46.3271
2022-04-27,46.5445
2022-04-28,47.7026
2022-04-29,46.8512
2022-04-30,46.8512
2022-05-01,46.8512
2022-05-02,47.7516
2022-05-03,47.8821
2022-05-04,48.9535
2022-05-05,47.2379
2022-05-06,46.4789
2022-05-07,46.4789
2022-05-08,46.4789
2022-05-09,44.412
2022-05-10,43.9498
2022-05-11,44.3244
2022-05-12,43.2772
2022-05-13,48.2957
2022-05-14,48.2957
2022-05-15,48.2957
2022-05-16,48.9346
2022-05-17,52.2287
2022-05-18,49.6431
2022-05-19,47.6161
2022-05-20,47.3604
2022-05-21,47.3604
2022-05-22,47.3604
2022-05-23,48.3892
2022-05-24,44.9201
2022-05-25,47.141
2022-05-26,47.4565
2022-05-27,49.19
2022-05-28,49.19
2022-05-29,49.19
2022-05-30,49.19
2022-05-31,47.5516
2022-06-01,48.7185
2022-06-02,51.6584
2022-06-03,50.761
2022-06-04,50.761
2022-06-05,50.761
2022-06-06,50.7113
2022-06-07,52.1493
2022-06-08,48.6361
2022-06-09,47.4258
2022-06-10,42.7804
2022-06-11,42.7804
2022-06-12,42.7804
2022-06-13,39.6539
2022-06-14,39.479
2022-06-15,40.1705
2022-06-16,31.5301
2022-06-17,34.8851
2022-06-18,34.8851
2022-06-19,34.8851
2022-06-20,34.8851
2022-06-21,34.064
2022-06-22,35.4572
2022-06-23,35.3584
2022-06-24,38.1477
2022-06-25,38.1477
2022-06-26,38.1477
2022-06-27,38.483
2022-06-28,37.6683
2022-06-29,37.1064
2022-06-30,37.035
2022-07-01,36.9404
2022-07-02,36.9404
2022-07-03,36.9404
2022-07-04,36.9404
2022-07-05,38.5459
2022-07-06,38.1731
2022-07-07,39.9748
2022-07-08,40.5719
2022-07-09,40.5719
2022-07-10,40.5719
2022-07-11,39.6688
2022-07-12,40.5502
2022-07-13,40.8923
2022-07-14,40.6771
2022-07-15,41.6696
2022-07-16,41.6696
2022-07-17,41.6696
2022-07-18,42.1105
2022-07-19,43.4765
2022-07-20,45.5484
2022-07-21,47.2834
2022-07-22,47.8625
2022-07-23,47.8625
2022-07-24,47.8625
2022-07-25,46.3504
2022-07-26,46.5075
2022-07-27,48.0999
2022-07-28,49.6503
2022-07-29,50.9783
2022-07-30,50.9783
2022-07-31,50.9783
2022-08-01,49.2375
2022-08-02,48.7509
2022-08-03,52.6605
2022-08-04,51.386
2022-08-05,51.7884
2022-08-06,51.7884
2022-08-07,51.7884
2022-08-08,52.7447
2022-08-09,45.9614
2022-08-10,50.7607
2022-08-11,52.4815
2022-08-12,51.0295
2022-08-13,51.0295
2022-08-14,51.0295
2022-08-15,52.0941
2022-08-16,51.8468
2022-08-17,50.7082
2022-08-18,52.3489
2022-08-19,51.0266
2022-08-20,51.0266
2022-08-21,51.0266
2022-08-22,49.9889
2022-08-23,50.007
2022-08-24,50.9635
2022-08-25,53.2246
2022-08-26,51.1498
2022-08-27,51.1498
2022-08-28,51.1498
2022-08-29,52.0451
2022-08-30,54.7396
2022-08-31,54.4867
2022-09-01,53.3047
2022-09-02,51.782
2022-09-03,51.782
2022-09-04,51.782
2022-09-05,51.782
2022-09-06,48.5713
2022-09-07,49.0328
2022-09-08,49.8667
2022-09-09,49.9061
2022-09-10,49.9061
2022-09-11,49.9061
2022-09-12,50.6094
2022-09-13,48.0568
2022-09-14,48.3516
2022-09-15,49.6396
2022-09-16,48.9768
2022-09-17,48.9768
2022-09-18,48.9768
2022-09-19,45.4092
2022-09-20,45.6119
2022-09-21,44.6964
2022-09-22,42.4907
2022-09-23,42.3107
2022-09-24,42.3107
2022-09-25,42.3107
2022-09-26,41.3858
2022-09-27,40.9141
2022-09-28,41.8113
2022-09-29,40.2314
2022-09-30,41.8102
2022-10-01,41.8102
2022-10-02,41.8102
2022-10-03,41.5217
2022-10-04,45.4901
2022-10-05,45.056
2022-10-06,44.5326
2022-10-07,41.8945
2022-10-08,41.8945
2022-10-09,41.8945
2022-10-10,41.4102
2022-10-11,42.1299
2022-10-12,41.7423
2022-10-13,43.2768
2022-10-14,41.4569
2022-10-15,41.4569
2022-10-16,41.4569
2022-10-17,43.2448
2022-10-18,43.7525
2022-10-19,41.5318
2022-10-20,40.9529
2022-10-21,43.205
2022-10-22,43.205
2022-10-23,43.205
2022-10-24,44.8717
2022-10-25,47.3376
2022-10-26,47.8152
2022-10-27,47.3219
2022-10-28,48.9298
2022-10-29,48.9298
2022-10-30,48.9298
2022-10-31,47.3829
2022-11-01,46.2424
2022-11-02,43.3999
2022-11-03,42.4627
2022-11-04,42.9482
2022-11-05,42.9482
2022-11-06,42.9482
2022-11-07,40.2267
2022-11-08,40.9755
2022-11-09,39.2177
2022-11-10,55.3372
2022-11-11,56.8117
2022-11-12,56.8117
2022-11-13,56.8117
2022-11-14,55.1089
2022-11-15,59.7113
2022-11-16,49.2465
2022-11-17,48.2792
2022-11-18,46.8959
2022-11-19,46.8959
2022-11-20,46.8959
2022-11-21,46.7419
2022-11-22,47.9267
2022-11-23,48.3876
2022-11-24,48.3876
2022-11-25,48.3195
2022-11-26,48.3195
2022-11-27,48.3195
2022-11-28,45.7876
2022-11-29,46.1334
2022-11-30,48.0565
2022-12-01,48.7314
2022-12-02,48.1985
2022-12-03,48.1985
2022-12-04,48.1985
2022-12-05,47.1851
2022-12-06,47.5922
2022-12-07,47.821
2022-12-08,50.5616
2022-12-09,50.038
2022-12-10,50.038
2022-12-11,50.038
2022-12-12,52.7813
2022-12-13,51.9649
2022-12-14,52.6258
2022-12-15,49.0912
2022-12-16,48.7956
2022-12-17,48.7956
2022-12-18,48.7956
2022-12-19,48.0964
2022-12-20,49.3617
2022-12-21,49.8759
2022-12-22,49.3147
2022-12-23,48.8988
2022-12-24,48.8988
2022-12-25,48.8988
2022-12-26,48.8988
2022-12-27,49.3408
2022-12-28,48.2057
2022-12-29,51.5712
2022-12-30,50.3427
2022-12-31,50.3427
2023-01-01,50.3427
2023-01-02,50.3427
2023-01-03,49.132
2023-01-04,49.8848
2023-01-05,46.2147
2023-01-06,47.0642
2023-01-07,47.0642
2023-01-08,47.0642
2023-01-09,45.7819
2023-01-10,48.0279
2023-01-11,49.8501
2023-01-12,50.335
2023-01-13,48.8458
2023-01-14,48.8458
2023-01-15,48.8458
2023-01-16,48.8458
2023-01-17,50.18
2023-01-18,48.8159
2023-01-19,47.5479
2023-01-20,49.378
2023-01-21,49.378
2023-01-22,49.378
2023-01-23,50.5125
2023-01-24,49.9459
2023-01-25,48.9094
2023-01-26,49.8073
2023-01-27,48.6944
2023-01-28,48.6944
2023-01-29,48.6944
2023-01-30,46.6832
2023-01-31,48.9953
2023-02-01,49.9248
2023-02-02,53.5268
2023-02-03,51.9593
2023-02-04,51.9593
2023-02-05,51.9593
2023-02-06,50.2838
2023-02-07,51.7944
2023-02-08,51.5332
2023-02-09,51.6089
2023-02-10,48.1568
2023-02-11,48.1568
2023-02-12,48.1568
2023-02-13,46.605
2023-02-14,47.0189
2023-02-15,46.9186
2023-02-16,44.1872
2023-02-17,44.0687
2023-02-18,44.0687
2023-02-19,44.0687
2023-02-20,44.0687
2023-02-21,42.2634
2023-02-22,47.0968
2023-02-23,46.4904
2023-02-24,44.8421
2023-02-25,44.8421
2023-02-26,44.8421
2023-02-27,45.906
2023-02-28,45.6598
2023-03-01,44.8387
2023-03-02,45.575
2023-03-03,47.0673
2023-03-04,47.0673
2023-03-05,47.0673
2023-03-06,44.322
2023-03-07,43.2966
2023-03-08,44.8063
2023-03-09,44.838
2023-03-10,43.2472
2023-03-11,43.2472
2023-03-12,43.2472
2023-03-13,42.5917
2023-03-14,43.8448
2023-03-15,39.397
2023-03-16,40.5106
2023-03-17,38.1794
2023-03-18,38.1794
2023-03-19,38.1794
