,FRCB US Equity
2020-03-31,41.4446
2020-04-01,41.1956
2020-04-02,42.5208
2020-04-03,41.6015
2020-04-04,41.6015
2020-04-05,41.6015
2020-04-06,45.4046
2020-04-07,46.2683
2020-04-08,47.9559
2020-04-09,50.9823
2020-04-10,50.9823
2020-04-11,50.9823
2020-04-12,50.9823
2020-04-13,48.0939
2020-04-14,51.0077
2020-04-15,48.6925
2020-04-16,49.0048
2020-04-17,51.2513
2020-04-18,51.2513
2020-04-19,51.2513
2020-04-20,51.4346
2020-04-21,50.1235
2020-04-22,50.3135
2020-04-23,50.7907
2020-04-24,51.2799
2020-04-25,51.2799
2020-04-26,51.2799
2020-04-27,53.5733
2020-04-28,53.8386
2020-04-29,54.7021
2020-04-30,53.2242
2020-05-01,51.142
2020-05-02,51.142
2020-05-03,51.142
2020-05-04,50.2678
2020-05-05,50.6847
2020-05-06,50.5693
2020-05-07,51.8837
2020-05-08,53.0146
2020-05-09,53.0146
2020-05-10,53.0146
2020-05-11,52.2449
2020-05-12,49.969
2020-05-13,48.0867
2020-05-14,48.3785
2020-05-15,48.2174
2020-05-16,48.2174
2020-05-17,48.2174
2020-05-18,51.4212
2020-05-19,49.3033
2020-05-20,50.0213
2020-05-21,49.8776
2020-05-22,49.0851
2020-05-23,49.0851
2020-05-24,49.0851
2020-05-25,49.0851
2020-05-26,53.5223
2020-05-27,57.3418
2020-05-28,55.4522
2020-05-29,54.9917
2020-05-30,54.9917
2020-05-31,54.9917
2020-06-01,55.3322
2020-06-02,55.6299
2020-06-03,58.267
2020-06-04,60.0818
2020-06-05,61.1142
2020-06-06,61.1142
2020-06-07,61.1142
2020-06-08,59.7959
2020-06-09,57.8451
2020-06-10,55.4319
2020-06-11,50.9751
2020-06-12,51.8635
2020-06-13,51.8635
2020-06-14,51.8635
2020-06-15,52.2878
2020-06-16,54.336
2020-06-17,53.8434
2020-06-18,54.1017
2020-06-19,54.1489
2020-06-20,54.1489
2020-06-21,54.1489
2020-06-22,54.0124
2020-06-23,52.416
2020-06-24,50.4163
2020-06-25,52.1285
2020-06-26,49.1929
2020-06-27,49.1929
2020-06-28,49.1929
2020-06-29,50.1193
2020-06-30,50.6418
2020-07-01,49.9753
2020-07-02,49.6865
2020-07-03,49.6865
2020-07-04,49.6865
2020-07-05,49.6865
2020-07-06,50.5306
2020-07-07,48.9406
2020-07-08,49.092
2020-07-09,47.9956
2020-07-10,50.4319
2020-07-11,50.4319
2020-07-12,50.4319
2020-07-13,51.3833
2020-07-14,52.8178
2020-07-15,54.4904
2020-07-16,55.4323
2020-07-17,55.1372
2020-07-18,55.1372
2020-07-19,55.1372
2020-07-20,54.6678
2020-07-21,56.3434
2020-07-22,55.7163
2020-07-23,57.1106
2020-07-24,56.8214
2020-07-25,56.8214
2020-07-26,56.8214
2020-07-27,55.9231
2020-07-28,54.2919
2020-07-29,55.6484
2020-07-30,54.3983
2020-07-31,54.4314
2020-08-01,54.4314
2020-08-02,54.4314
2020-08-03,54.8214
2020-08-04,55.0464
2020-08-05,56.2175
2020-08-06,55.5521
2020-08-07,57.4369
2020-08-08,57.4369
2020-08-09,57.4369
2020-08-10,57.4541
2020-08-11,59.8621
2020-08-12,60.1467
2020-08-13,57.9956
2020-08-14,57.6942
2020-08-15,57.6942
2020-08-16,57.6942
2020-08-17,55.5206
2020-08-18,54.0733
2020-08-19,54.4272
2020-08-20,52.3184
2020-08-21,52.4859
2020-08-22,52.4859
2020-08-23,52.4859
2020-08-24,54.6676
2020-08-25,55.2492
2020-08-26,52.5555
2020-08-27,54.0154
2020-08-28,53.8937
2020-08-29,53.8937
2020-08-30,53.8937
2020-08-31,51.6895
2020-09-01,52.1979
2020-09-02,53.3246
2020-09-03,51.5978
2020-09-04,53.318
2020-09-05,53.318
2020-09-06,53.318
2020-09-07,53.318
2020-09-08,48.2289
2020-09-09,47.5701
2020-09-10,45.5059
2020-09-11,44.9784
2020-09-12,44.9784
2020-09-13,44.9784
2020-09-14,46.1216
2020-09-15,46.3347
2020-09-16,46.7323
2020-09-17,46.1617
2020-09-18,46.8994
2020-09-19,46.8994
2020-09-20,46.8994
2020-09-21,43.986
2020-09-22,41.2428
2020-09-23,39.0997
2020-09-24,41.9312
2020-09-25,44.4343
2020-09-26,44.4343
2020-09-27,44.4343
2020-09-28,48.3453
2020-09-29,47.8114
2020-09-30,49.418
2020-10-01,50.8918
2020-10-02,53.6337
2020-10-03,53.6337
2020-10-04,53.6337
2020-10-05,57.832
2020-10-06,59.0611
2020-10-07,62.222
2020-10-08,62.9946
2020-10-09,62.9429
2020-10-10,62.9429
2020-10-11,62.9429
2020-10-12,64.3726
2020-10-13,61.9397
2020-10-14,58.7183
2020-10-15,62.2084
2020-10-16,63.0452
2020-10-17,63.0452
2020-10-18,63.0452
2020-10-19,61.9924
2020-10-20,63.276
2020-10-21,63.5541
2020-10-22,65.3945
2020-10-23,65.6449
2020-10-24,65.6449
2020-10-25,65.6449
2020-10-26,62.6362
2020-10-27,59.0945
2020-10-28,57.0898
2020-10-29,58.2453
2020-10-30,59.039
2020-10-31,59.039
2020-11-01,59.039
2020-11-02,59.9255
2020-11-03,61.4289
2020-11-04,54.8304
2020-11-05,58.362
2020-11-06,59.8577
2020-11-07,59.8577
2020-11-08,59.8577
2020-11-09,64.6451
2020-11-10,62.1804
2020-11-11,62.2177
2020-11-12,58.6328
2020-11-13,60.3841
2020-11-14,60.3841
2020-11-15,60.3841
2020-11-16,61.2175
2020-11-17,60.4047
2020-11-18,59.0431
2020-11-19,58.1753
2020-11-20,55.8898
2020-11-21,55.8898
2020-11-22,55.8898
2020-11-23,56.5166
2020-11-24,59.3195
2020-11-25,57.6782
2020-11-26,57.6782
2020-11-27,55.1853
2020-11-28,55.1853
2020-11-29,55.1853
2020-11-30,54.4603
2020-12-01,55.8823
2020-12-02,56.0893
2020-12-03,54.265
2020-12-04,53.9544
2020-12-05,53.9544
2020-12-06,53.9544
2020-12-07,54.4933
2020-12-08,54.4933
2020-12-09,54.1121
2020-12-10,54.614
2020-12-11,53.8496
2020-12-12,53.8496
2020-12-13,53.8496
2020-12-14,53.4347
2020-12-15,57.8803
2020-12-16,58.8101
2020-12-17,61.0498
2020-12-18,58.3496
2020-12-19,58.3496
2020-12-20,58.3496
2020-12-21,58.3151
2020-12-22,59.0663
2020-12-23,62.0603
2020-12-24,62.113
2020-12-25,62.113
2020-12-26,62.113
2020-12-27,62.113
2020-12-28,63.7064
2020-12-29,63.3586
2020-12-30,65.117
2020-12-31,66.5767
2021-01-01,66.5767
2021-01-02,66.5767
2021-01-03,66.5767
2021-01-04,66.7734
2021-01-05,67.7552
2021-01-06,72.1471
2021-01-07,74.0851
2021-01-08,74.8909
2021-01-09,74.8909
2021-01-10,74.8909
2021-01-11,75.6605
2021-01-12,75.2082
2021-01-13,72.426
2021-01-14,68.3313
2021-01-15,63.3347
2021-01-16,63.3347
2021-01-17,63.3347
2021-01-18,63.3347
2021-01-19,64.1428
2021-01-20,64.5129
2021-01-21,62.7749
2021-01-22,64.3776
2021-01-23,64.3776
2021-01-24,64.3776
2021-01-25,64.2733
2021-01-26,60.1196
2021-01-27,54.7098
2021-01-28,55.1592
2021-01-29,52.7283
2021-01-30,52.7283
2021-01-31,52.7283
2021-02-01,53.7468
2021-02-02,58.0364
2021-02-03,58.4506
2021-02-04,60.7255
2021-02-05,60.3108
2021-02-06,60.3108
2021-02-07,60.3108
2021-02-08,60.6746
2021-02-09,59.606
2021-02-10,59.9428
2021-02-11,59.1141
2021-02-12,59.4044
2021-02-13,59.4044
2021-02-14,59.4044
2021-02-15,59.4044
2021-02-16,64.5515
2021-02-17,64.5816
2021-02-18,62.9976
2021-02-19,66.1343
2021-02-20,66.1343
2021-02-21,66.1343
2021-02-22,67.6869
2021-02-23,69.1743
2021-02-24,71.7281
2021-02-25,66.246
2021-02-26,59.1009
2021-02-27,59.1009
2021-02-28,59.1009
2021-03-01,63.0332
2021-03-02,57.836
2021-03-03,57.5076
2021-03-04,58.2075
2021-03-05,58.5919
2021-03-06,58.5919
2021-03-07,58.5919
2021-03-08,61.4226
2021-03-09,59.2207
2021-03-10,59.6904
2021-03-11,59.8447
2021-03-12,61.4529
2021-03-13,61.4529
2021-03-14,61.4529
2021-03-15,58.6979
2021-03-16,58.531
2021-03-17,58.2818
2021-03-18,58.6856
2021-03-19,57.2171
2021-03-20,57.2171
2021-03-21,57.2171
2021-03-22,55.6576
2021-03-23,54.026
2021-03-24,54.4321
2021-03-25,56.2068
2021-03-26,57.3746
2021-03-27,57.3746
2021-03-28,57.3746
2021-03-29,54.0347
2021-03-30,55.4249
2021-03-31,54.3897
2021-04-01,55.1706
2021-04-02,55.1706
2021-04-03,55.1706
2021-04-04,55.1706
2021-04-05,54.7874
2021-04-06,55.8471
2021-04-07,55.8213
2021-04-08,56.6588
2021-04-09,57.741
2021-04-10,57.741
2021-04-11,57.741
2021-04-12,58.6336
2021-04-13,55.6926
2021-04-14,57.8717
2021-04-15,60.2383
2021-04-16,61.8989
2021-04-17,61.8989
2021-04-18,61.8989
2021-04-19,58.3054
2021-04-20,55.7643
2021-04-21,57.1338
2021-04-22,55.3929
2021-04-23,59.3359
2021-04-24,59.3359
2021-04-25,59.3359
2021-04-26,60.4609
2021-04-27,60.9282
2021-04-28,61.6052
2021-04-29,63.3429
2021-04-30,60.7476
2021-05-01,60.7476
2021-05-02,60.7476
2021-05-03,59.0504
2021-05-04,60.6969
2021-05-05,61.9968
2021-05-06,62.2268
2021-05-07,62.7597
2021-05-08,62.7597
2021-05-09,62.7597
2021-05-10,63.1905
2021-05-11,60.991
2021-05-12,58.0279
2021-05-13,60.7444
2021-05-14,61.4341
2021-05-15,61.4341
2021-05-16,61.4341
2021-05-17,62.1727
2021-05-18,59.4456
2021-05-19,58.303
2021-05-20,58.863
2021-05-21,60.715
2021-05-22,60.715
2021-05-23,60.715
2021-05-24,61.1878
2021-05-25,59.1463
2021-05-26,59.313
2021-05-27,61.2809
2021-05-28,61.0661
2021-05-29,61.0661
2021-05-30,61.0661
2021-05-31,61.0661
2021-06-01,61.1557
2021-06-02,62.0023
2021-06-03,62.79
2021-06-04,63.3649
2021-06-05,63.3649
2021-06-06,63.3649
2021-06-07,62.763
2021-06-08,63.132
2021-06-09,62.688
2021-06-10,59.5854
2021-06-11,58.3122
2021-06-12,58.3122
2021-06-13,58.3122
2021-06-14,53.622
2021-06-15,54.561
2021-06-16,53.8584
2021-06-17,49.0541
2021-06-18,46.5524
2021-06-19,46.5524
2021-06-20,46.5524
2021-06-21,51.0155
2021-06-22,51.288
2021-06-23,51.7454
2021-06-24,52.3161
2021-06-25,55.0725
2021-06-26,55.0725
2021-06-27,55.0725
2021-06-28,53.2503
2021-06-29,52.6046
2021-06-30,53.5965
2021-07-01,55.6518
2021-07-02,56.263
2021-07-03,56.263
2021-07-04,56.263
2021-07-05,56.263
2021-07-06,54.9926
2021-07-07,55.2458
2021-07-08,52.1799
2021-07-09,58.3255
2021-07-10,58.3255
2021-07-11,58.3255
2021-07-12,59.9799
2021-07-13,59.9307
2021-07-14,60.0595
2021-07-15,61.856
2021-07-16,57.583
2021-07-17,57.583
2021-07-18,57.583
2021-07-19,51.5544
2021-07-20,54.9981
2021-07-21,56.6807
2021-07-22,55.4367
2021-07-23,56.9541
2021-07-24,56.9541
2021-07-25,56.9541
2021-07-26,56.1165
2021-07-27,55.3253
2021-07-28,57.2193
2021-07-29,57.7973
2021-07-30,54.7942
2021-07-31,54.7942
2021-08-01,54.7942
2021-08-02,54.0122
2021-08-03,55.5683
2021-08-04,55.0584
2021-08-05,57.4153
2021-08-06,60.2899
2021-08-07,60.2899
2021-08-08,60.2899
2021-08-09,59.3953
2021-08-10,54.7205
2021-08-11,58.3346
2021-08-12,56.0029
2021-08-13,54.9964
2021-08-14,54.9964
2021-08-15,54.9964
2021-08-16,56.383
2021-08-17,53.5631
2021-08-18,51.7818
2021-08-19,51.4437
2021-08-20,51.5412
2021-08-21,51.5412
2021-08-22,51.5412
2021-08-23,52.0112
2021-08-24,53.5435
2021-08-25,55.5271
2021-08-26,53.9178
2021-08-27,56.8821
2021-08-28,56.8821
2021-08-29,56.8821
2021-08-30,53.1941
2021-08-31,53.6867
2021-09-01,53.5158
2021-09-02,55.5324
2021-09-03,55.7813
2021-09-04,55.7813
2021-09-05,55.7813
2021-09-06,55.7813
2021-09-07,53.057
2021-09-08,52.1962
2021-09-09,52.0453
2021-09-10,52.1056
2021-09-11,52.1056
2021-09-12,52.1056
2021-09-13,55.0167
2021-09-14,53.4134
2021-09-15,54.098
2021-09-16,54.3564
2021-09-17,53.5721
2021-09-18,53.5721
2021-09-19,53.5721
2021-09-20,47.7344
2021-09-21,47.3055
2021-09-22,47.6328
2021-09-23,50.2558
2021-09-24,51.6418
2021-09-25,51.6418
2021-09-26,51.6418
2021-09-27,53.3143
2021-09-28,47.5046
2021-09-29,49.4301
2021-09-30,48.031
2021-10-01,51.6063
2021-10-02,51.6063
2021-10-03,51.6063
2021-10-04,51.3759
2021-10-05,54.3032
2021-10-06,53.8586
2021-10-07,55.002
2021-10-08,55.732
2021-10-09,55.732
2021-10-10,55.732
2021-10-11,54.0018
2021-10-12,53.0287
2021-10-13,55.8542
2021-10-14,59.2346
2021-10-15,59.2698
2021-10-16,59.2698
2021-10-17,59.2698
2021-10-18,57.8212
2021-10-19,59.2916
2021-10-20,60.1304
2021-10-21,61.4962
2021-10-22,63.3311
2021-10-23,63.3311
2021-10-24,63.3311
2021-10-25,60.9915
2021-10-26,61.0612
2021-10-27,57.873
2021-10-28,60.4856
2021-10-29,60.5146
2021-10-30,60.5146
2021-10-31,60.5146
2021-11-01,60.7824
2021-11-02,61.3192
2021-11-03,62.5294
2021-11-04,61.8393
2021-11-05,61.8704
2021-11-06,61.8704
2021-11-07,61.8704
2021-11-08,61.3327
2021-11-09,61.8537
2021-11-10,62.0612
2021-11-11,62.2121
2021-11-12,61.4194
2021-11-13,61.4194
2021-11-14,61.4194
2021-11-15,61.8566
2021-11-16,63.3944
2021-11-17,60.732
2021-11-18,60.028
2021-11-19,59.6878
2021-11-20,59.6878
2021-11-21,59.6878
2021-11-22,58.32
2021-11-23,59.4229
2021-11-24,58.2715
2021-11-25,58.2715
2021-11-26,51.0922
2021-11-27,51.0922
2021-11-28,51.0922
2021-11-29,53.9032
2021-11-30,49.523
2021-12-01,49.7348
2021-12-02,54.4231
2021-12-03,47.0646
2021-12-04,47.0646
2021-12-05,47.0646
2021-12-06,52.5627
2021-12-07,52.2248
2021-12-08,51.9022
2021-12-09,49.4408
2021-12-10,48.65
2021-12-11,48.65
2021-12-12,48.65
2021-12-13,46.3361
2021-12-14,45.2073
2021-12-15,46.9149
2021-12-16,46.0864
2021-12-17,42.7136
2021-12-18,42.7136
2021-12-19,42.7136
2021-12-20,40.8509
2021-12-21,44.4471
2021-12-22,45.3669
2021-12-23,46.8638
2021-12-24,46.8638
2021-12-25,46.8638
2021-12-26,46.8638
2021-12-27,49.3044
2021-12-28,49.3614
2021-12-29,49.0479
2021-12-30,48.9675
2021-12-31,48.7345
2022-01-01,48.7345
2022-01-02,48.7345
2022-01-03,42.5527
2022-01-04,46.5822
2022-01-05,43.7742
2022-01-06,47.0813
2022-01-07,48.0512
2022-01-08,48.0512
2022-01-09,48.0512
2022-01-10,47.0591
2022-01-11,48.9716
2022-01-12,50.8353
2022-01-13,46.1693
2022-01-14,41.74
2022-01-15,41.74
2022-01-16,41.74
2022-01-17,41.74
2022-01-18,36.5442
2022-01-19,34.385
2022-01-20,33.6712
2022-01-21,32.2165
2022-01-22,32.2165
2022-01-23,32.2165
2022-01-24,36.9195
2022-01-25,35.1109
2022-01-26,34.3773
2022-01-27,33.2866
2022-01-28,36.4503
2022-01-29,36.4503
2022-01-30,36.4503
2022-01-31,39.1885
2022-02-01,41.0141
2022-02-02,41.7704
2022-02-03,40.4864
2022-02-04,41.0698
2022-02-05,41.0698
2022-02-06,41.0698
2022-02-07,40.7194
2022-02-08,41.9573
2022-02-09,43.5667
2022-02-10,42.1327
2022-02-11,40.3236
2022-02-12,40.3236
2022-02-13,40.3236
2022-02-14,40.0519
2022-02-15,41.1103
2022-02-16,42.2043
2022-02-17,41.0464
2022-02-18,39.2576
2022-02-19,39.2576
2022-02-20,39.2576
2022-02-21,39.2576
2022-02-22,41.2236
2022-02-23,37.1808
2022-02-24,39.8336
2022-02-25,42.9462
2022-02-26,42.9462
2022-02-27,42.9462
2022-02-28,44.0262
2022-03-01,40.2967
2022-03-02,43.3536
2022-03-03,43.3807
2022-03-04,41.3456
2022-03-05,41.3456
2022-03-06,41.3456
2022-03-07,38.9066
2022-03-08,38.1843
2022-03-09,42.7788
2022-03-10,42.3832
2022-03-11,41.0609
2022-03-12,41.0609
2022-03-13,41.0609
2022-03-14,40.0052
2022-03-15,41.8845
2022-03-16,46.2112
2022-03-17,46.0211
2022-03-18,46.8158
2022-03-19,46.8158
2022-03-20,46.8158
2022-03-21,45.6368
2022-03-22,47.0271
2022-03-23,44.457
2022-03-24,45.2854
2022-03-25,45.5671
2022-03-26,45.5671
2022-03-27,45.5671
2022-03-28,45.6109
2022-03-29,46.9983
2022-03-30,45.4192
2022-03-31,43.6288
2022-04-01,43.5517
2022-04-02,43.5517
2022-04-03,43.5517
2022-04-04,43.2682
2022-04-05,42.5633
2022-04-06,41.0327
2022-04-07,41.3023
2022-04-08,42.1172
2022-04-09,42.1172
2022-04-10,42.1172
2022-04-11,41.812
2022-04-12,40.6046
2022-04-13,47.4631
2022-04-14,44.9412
2022-04-15,44.9412
2022-04-16,44.9412
2022-04-17,44.9412
2022-04-18,44.3094
2022-04-19,46.5466
2022-04-20,47.1294
2022-04-21,44.6994
2022-04-22,43.5758
2022-04-23,43.5758
2022-04-24,43.5758
2022-04-25,43.2764
2022-04-26,41.198
2022-04-27,41.0263
2022-04-28,42.5461
2022-04-29,40.433
2022-04-30,40.433
2022-05-01,40.433
2022-05-02,42.5041
2022-05-03,43.2951
2022-05-04,45.1966
2022-05-05,41.6506
2022-05-06,39.714
2022-05-07,39.714
2022-05-08,39.714
2022-05-09,39.4176
2022-05-10,38.7316
2022-05-11,37.3771
2022-05-12,37.7216
2022-05-13,38.7453
2022-05-14,38.7453
2022-05-15,38.7453
2022-05-16,37.5981
2022-05-17,41.0319
2022-05-18,39.9999
2022-05-19,41.799
2022-05-20,42.3445
2022-05-21,42.3445
2022-05-22,42.3445
2022-05-23,45.0682
2022-05-24,43.7094
2022-05-25,45.4569
2022-05-26,48.0662
2022-05-27,50.5941
2022-05-28,50.5941
2022-05-29,50.5941
2022-05-30,50.5941
2022-05-31,49.2129
2022-06-01,48.4087
2022-06-02,49.5479
2022-06-03,48.5051
2022-06-04,48.5051
2022-06-05,48.5051
2022-06-06,48.8845
2022-06-07,48.4902
2022-06-08,46.9008
2022-06-09,44.8813
2022-06-10,41.5648
2022-06-11,41.5648
2022-06-12,41.5648
2022-06-13,38.1789
2022-06-14,40.053
2022-06-15,42.3112
2022-06-16,39.6754
2022-06-17,40.8076
2022-06-18,40.8076
2022-06-19,40.8076
2022-06-20,40.8076
2022-06-21,42.6052
2022-06-22,43.7592
2022-06-23,43.9042
2022-06-24,47.6552
2022-06-25,47.6552
2022-06-26,47.6552
2022-06-27,47.8749
2022-06-28,47.846
2022-06-29,47.0484
2022-06-30,46.0785
2022-07-01,48.1949
2022-07-02,48.1949
2022-07-03,48.1949
2022-07-04,48.1949
2022-07-05,48.6928
2022-07-06,48.9798
2022-07-07,50.711
2022-07-08,50.5479
2022-07-09,50.5479
2022-07-10,50.5479
2022-07-11,50.1101
2022-07-12,49.5952
2022-07-13,48.7225
2022-07-14,50.6434
2022-07-15,53.9164
2022-07-16,53.9164
2022-07-17,53.9164
2022-07-18,51.9355
2022-07-19,54.7767
2022-07-20,56.8609
2022-07-21,57.7811
2022-07-22,54.7675
2022-07-23,54.7675
2022-07-24,54.7675
2022-07-25,54.5903
2022-07-26,52.168
2022-07-27,54.0707
2022-07-28,55.2671
2022-07-29,57.0136
2022-07-30,57.0136
2022-07-31,57.0136
2022-08-01,56.7563
2022-08-02,54.2247
2022-08-03,56.5688
2022-08-04,56.1833
2022-08-05,57.1027
2022-08-06,57.1027
2022-08-07,57.1027
2022-08-08,55.5865
2022-08-09,55.0639
2022-08-10,55.9977
2022-08-11,57.9739
2022-08-12,59.7092
2022-08-13,59.7092
2022-08-14,59.7092
2022-08-15,59.7209
2022-08-16,60.4391
2022-08-17,57.6057
2022-08-18,56.8306
2022-08-19,54.7312
2022-08-20,54.7312
2022-08-21,54.7312
2022-08-22,52.1363
2022-08-23,51.2798
2022-08-24,51.6607
2022-08-25,53.5536
2022-08-26,48.4727
2022-08-27,48.4727
2022-08-28,48.4727
2022-08-29,47.0155
2022-08-30,46.7111
2022-08-31,45.8253
2022-09-01,45.4741
2022-09-02,44.0154
2022-09-03,44.0154
2022-09-04,44.0154
2022-09-05,44.0154
2022-09-06,43.2734
2022-09-07,46.2915
2022-09-08,48.0975
2022-09-09,49.7501
2022-09-10,49.7501
2022-09-11,49.7501
2022-09-12,51.5234
2022-09-13,46.4045
2022-09-14,43.9702
2022-09-15,43.4187
2022-09-16,40.5101
2022-09-17,40.5101
2022-09-18,40.5101
2022-09-19,42.53
2022-09-20,41.1887
2022-09-21,39.9921
2022-09-22,37.3167
2022-09-23,37.644
2022-09-24,37.644
2022-09-25,37.644
2022-09-26,37.8472
2022-09-27,36.6129
2022-09-28,39.0621
2022-09-29,37.3304
2022-09-30,36.2178
2022-10-01,36.2178
2022-10-02,36.2178
2022-10-03,39.7827
2022-10-04,45.7011
2022-10-05,44.6759
2022-10-06,43.8112
2022-10-07,42.601
2022-10-08,42.601
2022-10-09,42.601
2022-10-10,41.0265
2022-10-11,39.0567
2022-10-12,38.5676
2022-10-13,42.6287
2022-10-14,33.0012
2022-10-15,33.0012
2022-10-16,33.0012
2022-10-17,37.4377
2022-10-18,36.6531
2022-10-19,34.7108
2022-10-20,34.5988
2022-10-21,35.1936
2022-10-22,35.1936
2022-10-23,35.1936
2022-10-24,36.2298
2022-10-25,38.5889
2022-10-26,38.397
2022-10-27,38.3284
2022-10-28,40.9083
2022-10-29,40.9083
2022-10-30,40.9083
2022-10-31,40.8195
2022-11-01,40.9938
2022-11-02,38.8174
2022-11-03,37.6181
2022-11-04,38.7328
2022-11-05,38.7328
2022-11-06,38.7328
2022-11-07,37.5147
2022-11-08,38.9432
2022-11-09,38.1721
2022-11-10,47.5301
2022-11-11,48.9954
2022-11-12,48.9954
2022-11-13,48.9954
2022-11-14,46.2903
2022-11-15,49.9323
2022-11-16,47.5175
2022-11-17,45.943
2022-11-18,45.7697
2022-11-19,45.7697
2022-11-20,45.7697
2022-11-21,45.8496
2022-11-22,45.5716
2022-11-23,47.106
2022-11-24,47.106
2022-11-25,47.1596
2022-11-26,47.1596
2022-11-27,47.1596
2022-11-28,45.2382
2022-11-29,45.8695
2022-11-30,49.473
2022-12-01,49.3324
2022-12-02,48.6515
2022-12-03,48.6515
2022-12-04,48.6515
2022-12-05,45.2827
2022-12-06,44.633
2022-12-07,43.7769
2022-12-08,43.6621
2022-12-09,43.7661
2022-12-10,43.7661
2022-12-11,43.7661
2022-12-12,45.7488
2022-12-13,48.4356
2022-12-14,47.8556
2022-12-15,46.1919
2022-12-16,46.7958
2022-12-17,46.7958
2022-12-18,46.7958
2022-12-19,45.8566
2022-12-20,45.3944
2022-12-21,47.3343
2022-12-22,45.9378
2022-12-23,46.0986
2022-12-24,46.0986
2022-12-25,46.0986
2022-12-26,46.0986
2022-12-27,46.3089
2022-12-28,45.7093
2022-12-29,48.8846
2022-12-30,48.1256
2022-12-31,48.1256
2023-01-01,48.1256
2023-01-02,48.1256
2023-01-03,47.8809
2023-01-04,49.5856
2023-01-05,47.2209
2023-01-06,51.5756
2023-01-07,51.5756
2023-01-08,51.5756
2023-01-09,50.11
2023-01-10,51.6674
2023-01-11,52.5148
2023-01-12,52.1544
2023-01-13,53.0365
2023-01-14,53.0365
2023-01-15,53.0365
2023-01-16,53.0365
2023-01-17,54.8144
2023-01-18,55.0094
2023-01-19,54.4229
2023-01-20,57.8683
2023-01-21,57.8683
2023-01-22,57.8683
2023-01-23,58.8722
2023-01-24,57.4816
2023-01-25,58.6159
2023-01-26,59.2789
2023-01-27,60.6694
2023-01-28,60.6694
2023-01-29,60.6694
2023-01-30,59.8669
2023-01-31,60.3267
2023-02-01,61.7741
2023-02-02,64.0288
2023-02-03,61.5701
2023-02-04,61.5701
2023-02-05,61.5701
2023-02-06,59.4631
2023-02-07,60.3568
2023-02-08,57.7417
2023-02-09,54.0639
2023-02-10,53.1314
2023-02-11,53.1314
2023-02-12,53.1314
2023-02-13,54.0378
2023-02-14,52.9038
2023-02-15,51.5606
2023-02-16,49.1539
2023-02-17,47.7566
2023-02-18,47.7566
2023-02-19,47.7566
2023-02-20,47.7566
2023-02-21,43.5058
2023-02-22,43.7443
2023-02-23,43.8582
2023-02-24,41.9786
2023-02-25,41.9786
2023-02-26,41.9786
2023-02-27,43.2988
2023-02-28,44.2956
2023-03-01,43.9286
2023-03-02,41.981
2023-03-03,45.1528
2023-03-04,45.1528
2023-03-05,45.1528
2023-03-06,44.3244
2023-03-07,40.0483
2023-03-08,39.681
2023-03-09,30.5182
2023-03-10,25.8793
2023-03-11,25.8793
2023-03-12,25.8793
2023-03-13,16.6127
2023-03-14,21.4587
2023-03-15,20.2349
2023-03-16,21.9261
2023-03-17,20.3157
2023-03-18,20.3157
2023-03-19,20.3157
