,EHC US Equity
2020-05-31,54.8329
2020-06-01,55.6135
2020-06-02,55.3569
2020-06-03,55.1438
2020-06-04,52.5706
2020-06-05,54.3118
2020-06-06,54.3118
2020-06-07,54.3118
2020-06-08,55.659
2020-06-09,53.4126
2020-06-10,52.133
2020-06-11,46.5577
2020-06-12,46.0648
2020-06-13,46.0648
2020-06-14,46.0648
2020-06-15,46.6838
2020-06-16,47.4952
2020-06-17,45.8022
2020-06-18,45.4196
2020-06-19,44.3934
2020-06-20,44.3934
2020-06-21,44.3934
2020-06-22,43.8754
2020-06-23,43.2799
2020-06-24,40.9784
2020-06-25,40.6256
2020-06-26,39.4351
2020-06-27,39.4351
2020-06-28,39.4351
2020-06-29,41.4289
2020-06-30,43.5845
2020-07-01,44.6856
2020-07-02,44.0409
2020-07-03,44.0409
2020-07-04,44.0409
2020-07-05,44.0409
2020-07-06,45.1697
2020-07-07,44.1449
2020-07-08,43.4347
2020-07-09,42.1342
2020-07-10,43.6667
2020-07-11,43.6667
2020-07-12,43.6667
2020-07-13,43.1401
2020-07-14,46.0279
2020-07-15,49.3766
2020-07-16,49.5764
2020-07-17,49.0954
2020-07-18,49.0954
2020-07-19,49.0954
2020-07-20,47.1876
2020-07-21,49.8566
2020-07-22,50.4103
2020-07-23,51.4516
2020-07-24,50.5811
2020-07-25,50.5811
2020-07-26,50.5811
2020-07-27,51.6086
2020-07-28,54.5541
2020-07-29,55.4473
2020-07-30,53.8437
2020-07-31,52.9301
2020-08-01,52.9301
2020-08-02,52.9301
2020-08-03,53.0674
2020-08-04,52.8283
2020-08-05,52.9599
2020-08-06,52.8751
2020-08-07,52.082
2020-08-08,52.082
2020-08-09,52.082
2020-08-10,51.3543
2020-08-11,49.0745
2020-08-12,48.0129
2020-08-13,46.3069
2020-08-14,44.8584
2020-08-15,44.8584
2020-08-16,44.8584
2020-08-17,44.01
2020-08-18,44.3793
2020-08-19,43.4739
2020-08-20,42.6362
2020-08-21,42.5734
2020-08-22,42.5734
2020-08-23,42.5734
2020-08-24,42.7698
2020-08-25,42.7026
2020-08-26,42.9343
2020-08-27,49.9301
2020-08-28,51.797
2020-08-29,51.797
2020-08-30,51.797
2020-08-31,50.0556
2020-09-01,50.6525
2020-09-02,53.356
2020-09-03,51.5825
2020-09-04,51.563
2020-09-05,51.563
2020-09-06,51.563
2020-09-07,51.563
2020-09-08,49.1801
2020-09-09,47.0228
2020-09-10,46.7554
2020-09-11,47.4967
2020-09-12,47.4967
2020-09-13,47.4967
2020-09-14,49.7101
2020-09-15,49.1644
2020-09-16,49.7151
2020-09-17,50.1906
2020-09-18,49.5791
2020-09-19,49.5791
2020-09-20,49.5791
2020-09-21,46.7736
2020-09-22,43.8184
2020-09-23,42.7122
2020-09-24,42.6239
2020-09-25,45.6034
2020-09-26,45.6034
2020-09-27,45.6034
2020-09-28,46.6776
2020-09-29,46.5192
2020-09-30,51.4026
2020-10-01,53.0558
2020-10-02,52.234
2020-10-03,52.234
2020-10-04,52.234
2020-10-05,53.5654
2020-10-06,51.8079
2020-10-07,52.809
2020-10-08,54.7908
2020-10-09,55.1348
2020-10-10,55.1348
2020-10-11,55.1348
2020-10-12,55.6199
2020-10-13,54.1422
2020-10-14,55.408
2020-10-15,56.9871
2020-10-16,56.8585
2020-10-17,56.8585
2020-10-18,56.8585
2020-10-19,51.6725
2020-10-20,52.9124
2020-10-21,51.9473
2020-10-22,54.848
2020-10-23,54.5383
2020-10-24,54.5383
2020-10-25,54.5383
2020-10-26,50.1252
2020-10-27,49.2419
2020-10-28,46.7849
2020-10-29,45.8461
2020-10-30,42.1798
2020-10-31,42.1798
2020-11-01,42.1798
2020-11-02,46.0439
2020-11-03,46.6585
2020-11-04,48.5807
2020-11-05,51.5269
2020-11-06,49.7194
2020-11-07,49.7194
2020-11-08,49.7194
2020-11-09,59.3807
2020-11-10,60.8891
2020-11-11,57.2428
2020-11-12,55.8865
2020-11-13,59.396
2020-11-14,59.396
2020-11-15,59.396
2020-11-16,61.3993
2020-11-17,65.0799
2020-11-18,64.8052
2020-11-19,66.5299
2020-11-20,66.5491
2020-11-21,66.5491
2020-11-22,66.5491
2020-11-23,68.2776
2020-11-24,70.1506
2020-11-25,69.3079
2020-11-26,69.3079
2020-11-27,68.204
2020-11-28,68.204
2020-11-29,68.204
2020-11-30,65.7472
2020-12-01,64.3686
2020-12-02,64.4425
2020-12-03,63.7967
2020-12-04,64.1347
2020-12-05,64.1347
2020-12-06,64.1347
2020-12-07,64.3983
2020-12-08,65.6257
2020-12-09,70.2865
2020-12-10,68.4275
2020-12-11,67.2476
2020-12-12,67.2476
2020-12-13,67.2476
2020-12-14,65.3892
2020-12-15,65.6504
2020-12-16,63.5279
2020-12-17,63.9783
2020-12-18,62.0752
2020-12-19,62.0752
2020-12-20,62.0752
2020-12-21,62.0752
2020-12-22,62.3746
2020-12-23,63.1275
2020-12-24,62.5235
2020-12-25,62.5235
2020-12-26,62.5235
2020-12-27,62.5235
2020-12-28,61.8242
2020-12-29,61.8793
2020-12-30,61.764
2020-12-31,62.6599
2021-01-01,62.6599
2021-01-02,62.6599
2021-01-03,62.6599
2021-01-04,61.814
2021-01-05,62.4286
2021-01-06,66.8092
2021-01-07,66.8092
2021-01-08,64.7943
2021-01-09,64.7943
2021-01-10,64.7943
2021-01-11,62.2296
2021-01-12,62.7147
2021-01-13,59.9726
2021-01-14,58.1516
2021-01-15,59.6234
2021-01-16,59.6234
2021-01-17,59.6234
2021-01-18,59.6234
2021-01-19,59.0294
2021-01-20,63.9835
2021-01-21,65.0787
2021-01-22,64.8676
2021-01-23,64.8676
2021-01-24,64.8676
2021-01-25,60.9799
2021-01-26,61.2049
2021-01-27,54.1745
2021-01-28,51.0869
2021-01-29,50.732
2021-01-30,50.732
2021-01-31,50.732
2021-02-01,51.9969
2021-02-02,52.1125
2021-02-03,53.7902
2021-02-04,55.4674
2021-02-05,53.4419
2021-02-06,53.4419
2021-02-07,53.4419
2021-02-08,53.0858
2021-02-09,53.1028
2021-02-10,53.1379
2021-02-11,54.4796
2021-02-12,53.4588
2021-02-13,53.4588
2021-02-14,53.4588
2021-02-15,53.4588
2021-02-16,49.9606
2021-02-17,49.3752
2021-02-18,49.5527
2021-02-19,49.8358
2021-02-20,49.8358
2021-02-21,49.8358
2021-02-22,47.8137
2021-02-23,49.3559
2021-02-24,53.9763
2021-02-25,49.7986
2021-02-26,49.6881
2021-02-27,49.6881
2021-02-28,49.6881
2021-03-01,48.7554
2021-03-02,49.6548
2021-03-03,48.7126
2021-03-04,45.2842
2021-03-05,48.869
2021-03-06,48.869
2021-03-07,48.869
2021-03-08,51.3511
2021-03-09,51.3511
2021-03-10,47.1169
2021-03-11,47.551
2021-03-12,49.2924
2021-03-13,49.2924
2021-03-14,49.2924
2021-03-15,52.3542
2021-03-16,48.4576
2021-03-17,48.8967
2021-03-18,49.9034
2021-03-19,50.3824
2021-03-20,50.3824
2021-03-21,50.3824
2021-03-22,48.3628
2021-03-23,49.0851
2021-03-24,53.1684
2021-03-25,53.7239
2021-03-26,54.8164
2021-03-27,54.8164
2021-03-28,54.8164
2021-03-29,52.5008
2021-03-30,53.8508
2021-03-31,52.6617
2021-04-01,53.8022
2021-04-02,53.8022
2021-04-03,53.8022
2021-04-04,53.8022
2021-04-05,50.6022
2021-04-06,50.0229
2021-04-07,51.6859
2021-04-08,52.4081
2021-04-09,51.9186
2021-04-10,51.9186
2021-04-11,51.9186
2021-04-12,50.9922
2021-04-13,50.4964
2021-04-14,50.5561
2021-04-15,53.8375
2021-04-16,57.6933
2021-04-17,57.6933
2021-04-18,57.6933
2021-04-19,58.0605
2021-04-20,58.0152
2021-04-21,61.5096
2021-04-22,61.2518
2021-04-23,63.2235
2021-04-24,63.2235
2021-04-25,63.2235
2021-04-26,59.9297
2021-04-27,54.9074
2021-04-28,56.458
2021-04-29,56.6759
2021-04-30,54.499
2021-05-01,54.499
2021-05-02,54.499
2021-05-03,53.6697
2021-05-04,55.3757
2021-05-05,53.8083
2021-05-06,55.0404
2021-05-07,54.9365
2021-05-08,54.9365
2021-05-09,54.9365
2021-05-10,56.9847
2021-05-11,58.24
2021-05-12,57.704
2021-05-13,58.9577
2021-05-14,55.5718
2021-05-15,55.5718
2021-05-16,55.5718
2021-05-17,56.3348
2021-05-18,53.5646
2021-05-19,53.8691
2021-05-20,54.4867
2021-05-21,54.9636
2021-05-22,54.9636
2021-05-23,54.9636
2021-05-24,55.6478
2021-05-25,54.5813
2021-05-26,54.254
2021-05-27,51.9737
2021-05-28,53.4854
2021-05-29,53.4854
2021-05-30,53.4854
2021-05-31,53.4854
2021-06-01,53.6892
2021-06-02,48.7811
2021-06-03,46.98
2021-06-04,45.4001
2021-06-05,45.4001
2021-06-06,45.4001
2021-06-07,44.9236
2021-06-08,47.3037
2021-06-09,47.4167
2021-06-10,48.4685
2021-06-11,49.8887
2021-06-12,49.8887
2021-06-13,49.8887
2021-06-14,47.4412
2021-06-15,47.2729
2021-06-16,43.2627
2021-06-17,43.4347
2021-06-18,41.5364
2021-06-19,41.5364
2021-06-20,41.5364
2021-06-21,46.1656
2021-06-22,44.4756
2021-06-23,43.3981
2021-06-24,43.0688
2021-06-25,45.81
2021-06-26,45.81
2021-06-27,45.81
2021-06-28,44.3623
2021-06-29,41.5726
2021-06-30,40.7372
2021-07-01,44.7892
2021-07-02,48.3377
2021-07-03,48.3377
2021-07-04,48.3377
2021-07-05,48.3377
2021-07-06,47.1436
2021-07-07,48.2592
2021-07-08,47.6618
2021-07-09,48.4077
2021-07-10,48.4077
2021-07-11,48.4077
2021-07-12,48.306
2021-07-13,46.0434
2021-07-14,45.058
2021-07-15,45.5309
2021-07-16,44.9506
2021-07-17,44.9506
2021-07-18,44.9506
2021-07-19,41.92
2021-07-20,46.4965
2021-07-21,46.5188
2021-07-22,44.4624
2021-07-23,46.0085
2021-07-24,46.0085
2021-07-25,46.0085
2021-07-26,47.8683
2021-07-27,49.3892
2021-07-28,49.135
2021-07-29,53.0708
2021-07-30,53.8141
2021-07-31,53.8141
2021-08-01,53.8141
2021-08-02,55.5579
2021-08-03,55.132
2021-08-04,53.597
2021-08-05,48.4838
2021-08-06,48.1246
2021-08-07,48.1246
2021-08-08,48.1246
2021-08-09,48.2568
2021-08-10,45.6496
2021-08-11,43.3391
2021-08-12,42.8505
2021-08-13,44.7361
2021-08-14,44.7361
2021-08-15,44.7361
2021-08-16,44.9502
2021-08-17,44.5338
2021-08-18,41.6988
2021-08-19,41.3878
2021-08-20,43.2174
2021-08-21,43.2174
2021-08-22,43.2174
2021-08-23,41.9394
2021-08-24,44.5472
2021-08-25,43.8159
2021-08-26,42.5655
2021-08-27,43.7334
2021-08-28,43.7334
2021-08-29,43.7334
2021-08-30,46.3182
2021-08-31,46.0632
2021-09-01,48.6005
2021-09-02,51.5906
2021-09-03,50.3063
2021-09-04,50.3063
2021-09-05,50.3063
2021-09-06,50.3063
2021-09-07,48.5858
2021-09-08,49.7404
2021-09-09,49.7638
2021-09-10,47.4825
2021-09-11,47.4825
2021-09-12,47.4825
2021-09-13,44.1922
2021-09-14,41.9694
2021-09-15,43.4656
2021-09-16,42.6179
2021-09-17,41.6814
2021-09-18,41.6814
2021-09-19,41.6814
2021-09-20,39.0712
2021-09-21,40.4377
2021-09-22,44.8534
2021-09-23,44.085
2021-09-24,45.6736
2021-09-25,45.6736
2021-09-26,45.6736
2021-09-27,46.8105
2021-09-28,45.6975
2021-09-29,44.8598
2021-09-30,42.4551
2021-10-01,40.3289
2021-10-02,40.3289
2021-10-03,40.3289
2021-10-04,39.5516
2021-10-05,37.9028
2021-10-06,36.7633
2021-10-07,36.0962
2021-10-08,35.559
2021-10-09,35.559
2021-10-10,35.559
2021-10-11,31.9649
2021-10-12,30.9056
2021-10-13,29.8687
2021-10-14,30.0205
2021-10-15,31.6131
2021-10-16,31.6131
2021-10-17,31.6131
2021-10-18,33.5972
2021-10-19,32.8503
2021-10-20,36.6116
2021-10-21,41.2558
2021-10-22,40.9384
2021-10-23,40.9384
2021-10-24,40.9384
2021-10-25,37.205
2021-10-26,36.3884
2021-10-27,33.32
2021-10-28,31.0448
2021-10-29,30.7496
2021-10-30,30.7496
2021-10-31,30.7496
2021-11-01,31.6371
2021-11-02,28.7812
2021-11-03,31.872
2021-11-04,30.5683
2021-11-05,38.6523
2021-11-06,38.6523
2021-11-07,38.6523
2021-11-08,39.494
2021-11-09,37.7058
2021-11-10,39.5253
2021-11-11,38.3405
2021-11-12,38.1434
2021-11-13,38.1434
2021-11-14,38.1434
2021-11-15,36.6364
2021-11-16,37.1238
2021-11-17,38.5245
2021-11-18,37.0213
2021-11-19,35.7222
2021-11-20,35.7222
2021-11-21,35.7222
2021-11-22,39.2922
2021-11-23,40.7012
2021-11-24,39.4158
2021-11-25,39.4158
2021-11-26,37.1737
2021-11-27,37.1737
2021-11-28,37.1737
2021-11-29,35.1775
2021-11-30,32.9834
2021-12-01,31.9012
2021-12-02,35.6082
2021-12-03,36.354
2021-12-04,36.354
2021-12-05,36.354
2021-12-06,40.8981
2021-12-07,42.7824
2021-12-08,43.3447
2021-12-09,42.6041
2021-12-10,45.8204
2021-12-11,45.8204
2021-12-12,45.8204
2021-12-13,46.2233
2021-12-14,47.6415
2021-12-15,45.9544
2021-12-16,45.2548
2021-12-17,44.7038
2021-12-18,44.7038
2021-12-19,44.7038
2021-12-20,43.9503
2021-12-21,45.8017
2021-12-22,46.7867
2021-12-23,47.5452
2021-12-24,47.5452
2021-12-25,47.5452
2021-12-26,47.5452
2021-12-27,48.6804
2021-12-28,52.211
2021-12-29,50.6631
2021-12-30,50.9639
2021-12-31,50.0869
2022-01-01,50.0869
2022-01-02,50.0869
2022-01-03,52.9557
2022-01-04,54.4854
2022-01-05,51.9324
2022-01-06,48.3221
2022-01-07,48.3945
2022-01-08,48.3945
2022-01-09,48.3945
2022-01-10,49.76
2022-01-11,48.1946
2022-01-12,46.9582
2022-01-13,49.151
2022-01-14,51.1337
2022-01-15,51.1337
2022-01-16,51.1337
2022-01-17,51.1337
2022-01-18,44.3209
2022-01-19,43.7367
2022-01-20,44.9811
2022-01-21,46.0699
2022-01-22,46.0699
2022-01-23,46.0699
2022-01-24,47.7286
2022-01-25,45.8464
2022-01-26,44.8553
2022-01-27,44.8244
2022-01-28,45.7886
2022-01-29,45.7886
2022-01-30,45.7886
2022-01-31,45.7555
2022-02-01,44.7847
2022-02-02,47.8252
2022-02-03,45.2635
2022-02-04,43.3482
2022-02-05,43.3482
2022-02-06,43.3482
2022-02-07,42.2123
2022-02-08,47.2635
2022-02-09,49.8964
2022-02-10,49.6632
2022-02-11,49.6632
2022-02-12,49.6632
2022-02-13,49.6632
2022-02-14,50.7022
2022-02-15,54.8673
2022-02-16,56.3485
2022-02-17,54.8805
2022-02-18,53.0653
2022-02-19,53.0653
2022-02-20,53.0653
2022-02-21,53.0653
2022-02-22,53.0104
2022-02-23,51.4485
2022-02-24,52.2868
2022-02-25,54.745
2022-02-26,54.745
2022-02-27,54.745
2022-02-28,52.8727
2022-03-01,53.4877
2022-03-02,54.6299
2022-03-03,55.3208
2022-03-04,55.7359
2022-03-05,55.7359
2022-03-06,55.7359
2022-03-07,54.6436
2022-03-08,54.3259
2022-03-09,57.4482
2022-03-10,55.4346
2022-03-11,54.613
2022-03-12,54.613
2022-03-13,54.613
2022-03-14,52.4479
2022-03-15,55.0631
2022-03-16,56.9689
2022-03-17,58.294
2022-03-18,57.4444
2022-03-19,57.4444
2022-03-20,57.4444
2022-03-21,57.0037
2022-03-22,56.333
2022-03-23,53.4284
2022-03-24,53.8691
2022-03-25,53.585
2022-03-26,53.585
2022-03-27,53.585
2022-03-28,56.039
2022-03-29,59.457
2022-03-30,59.086
2022-03-31,59.5285
2022-04-01,60.4143
2022-04-02,60.4143
2022-04-03,60.4143
2022-04-04,58.0065
2022-04-05,56.3863
2022-04-06,56.6044
2022-04-07,58.5347
2022-04-08,60.9003
2022-04-09,60.9003
2022-04-10,60.9003
2022-04-11,59.4427
2022-04-12,59.1943
2022-04-13,60.2762
2022-04-14,63.0885
2022-04-15,63.0885
2022-04-16,63.0885
2022-04-17,63.0885
2022-04-18,56.3235
2022-04-19,57.1678
2022-04-20,58.815
2022-04-21,58.3598
2022-04-22,47.3775
2022-04-23,47.3775
2022-04-24,47.3775
2022-04-25,49.451
2022-04-26,46.9714
2022-04-27,44.9638
2022-04-28,50.0469
2022-04-29,50.7535
2022-04-30,50.7535
2022-05-01,50.7535
2022-05-02,49.8381
2022-05-03,49.3388
2022-05-04,50.2729
2022-05-05,48.5024
2022-05-06,46.1111
2022-05-07,46.1111
2022-05-08,46.1111
2022-05-09,43.1187
2022-05-10,42.7714
2022-05-11,41.2641
2022-05-12,43.8841
2022-05-13,44.5328
2022-05-14,44.5328
2022-05-15,44.5328
2022-05-16,45.3453
2022-05-17,48.5008
2022-05-18,44.737
2022-05-19,45.1738
2022-05-20,46.1226
2022-05-21,46.1226
2022-05-22,46.1226
2022-05-23,45.3257
2022-05-24,44.658
2022-05-25,45.3639
2022-05-26,45.3823
2022-05-27,47.6882
2022-05-28,47.6882
2022-05-29,47.6882
2022-05-30,47.6882
2022-05-31,48.1911
2022-06-01,46.7629
2022-06-02,48.4356
2022-06-03,47.4858
2022-06-04,47.4858
2022-06-05,47.4858
2022-06-06,47.1782
2022-06-07,41.7664
2022-06-08,39.8505
2022-06-09,37.778
2022-06-10,37.1044
2022-06-11,37.1044
2022-06-12,37.1044
2022-06-13,35.1813
2022-06-14,34.3895
2022-06-15,35.778
2022-06-16,33.9702
2022-06-17,37.8558
2022-06-18,37.8558
2022-06-19,37.8558
2022-06-20,37.8558
2022-06-21,35.108
2022-06-22,36.8638
2022-06-23,36.6813
2022-06-24,41.6675
2022-06-25,41.6675
2022-06-26,41.6675
2022-06-27,40.7475
2022-06-28,40.6346
2022-06-29,41.4365
2022-06-30,40.2083
2022-07-01,44.6898
2022-07-02,44.6898
2022-07-03,44.6898
2022-07-04,44.6898
2022-07-05,46.7188
2022-07-06,46.9057
2022-07-07,48.8649
2022-07-08,48.5916
2022-07-09,48.5916
2022-07-10,48.5916
2022-07-11,48.1734
2022-07-12,48.7849
2022-07-13,49.0071
2022-07-14,48.0155
2022-07-15,51.254
2022-07-16,51.254
2022-07-17,51.254
2022-07-18,50.2558
2022-07-19,51.9344
2022-07-20,50.9315
2022-07-21,50.9315
2022-07-22,52.7085
2022-07-23,52.7085
2022-07-24,52.7085
2022-07-25,51.8585
2022-07-26,51.8814
2022-07-27,51.3249
2022-07-28,52.5689
2022-07-29,54.1314
2022-07-30,54.1314
2022-07-31,54.1314
2022-08-01,54.2941
2022-08-02,54.8153
2022-08-03,60.0429
2022-08-04,58.6618
2022-08-05,58.7436
2022-08-06,58.7436
2022-08-07,58.7436
2022-08-08,58.4147
2022-08-09,55.1618
2022-08-10,58.1133
2022-08-11,57.598
2022-08-12,59.5561
2022-08-13,59.5561
2022-08-14,59.5561
2022-08-15,59.6373
2022-08-16,58.0403
2022-08-17,57.4696
2022-08-18,56.921
2022-08-19,55.5498
2022-08-20,55.5498
2022-08-21,55.5498
2022-08-22,52.0342
2022-08-23,50.2282
2022-08-24,51.5017
2022-08-25,51.8915
2022-08-26,45.9561
2022-08-27,45.9561
2022-08-28,45.9561
2022-08-29,47.5283
2022-08-30,45.9804
2022-08-31,45.3096
2022-09-01,45.649
2022-09-02,44.9516
2022-09-03,44.9516
2022-09-04,44.9516
2022-09-05,44.9516
2022-09-06,44.6354
2022-09-07,50.3099
2022-09-08,52.6713
2022-09-09,54.8229
2022-09-10,54.8229
2022-09-11,54.8229
2022-09-12,57.8496
2022-09-13,52.0567
2022-09-14,50.0554
2022-09-15,50.5249
2022-09-16,51.0688
2022-09-17,51.0688
2022-09-18,51.0688
2022-09-19,52.0013
2022-09-20,48.8978
2022-09-21,46.4431
2022-09-22,44.7962
2022-09-23,44.0886
2022-09-24,44.0886
2022-09-25,44.0886
2022-09-26,42.5778
2022-09-27,40.9909
2022-09-28,44.9543
2022-09-29,42.0161
2022-09-30,40.7063
2022-10-01,40.7063
2022-10-02,40.7063
2022-10-03,44.9524
2022-10-04,49.7287
2022-10-05,50.2986
2022-10-06,49.2822
2022-10-07,48.08
2022-10-08,48.08
2022-10-09,48.08
2022-10-10,47.5294
2022-10-11,48.0568
2022-10-12,44.8688
2022-10-13,47.7753
2022-10-14,45.8032
2022-10-15,45.8032
2022-10-16,45.8032
2022-10-17,49.4425
2022-10-18,50.8319
2022-10-19,50.1195
2022-10-20,50.5575
2022-10-21,46.9152
2022-10-22,46.9152
2022-10-23,46.9152
2022-10-24,46.7485
2022-10-25,49.9396
2022-10-26,53.8124
2022-10-27,55.5652
2022-10-28,59.4109
2022-10-29,59.4109
2022-10-30,59.4109
2022-10-31,58.99
2022-11-01,60.0868
2022-11-02,57.5398
2022-11-03,58.0457
2022-11-04,58.6023
2022-11-05,58.6023
2022-11-06,58.6023
2022-11-07,58.9622
2022-11-08,57.9427
2022-11-09,58.422
2022-11-10,62.1459
2022-11-11,60.9099
2022-11-12,60.9099
2022-11-13,60.9099
2022-11-14,60.1626
2022-11-15,61.0282
2022-11-16,58.068
2022-11-17,57.4102
2022-11-18,58.5492
2022-11-19,58.5492
2022-11-20,58.5492
2022-11-21,58.2176
2022-11-22,59.6692
2022-11-23,59.0522
2022-11-24,59.0522
2022-11-25,60.1601
2022-11-26,60.1601
2022-11-27,60.1601
2022-11-28,57.7958
2022-11-29,58.7491
2022-11-30,61.6837
2022-12-01,59.8908
2022-12-02,60.2724
2022-12-03,60.2724
2022-12-04,60.2724
2022-12-05,59.333
2022-12-06,57.7476
2022-12-07,57.3951
2022-12-08,57.6815
2022-12-09,55.5197
2022-12-10,55.5197
2022-12-11,55.5197
2022-12-12,56.5034
2022-12-13,57.6502
2022-12-14,59.0185
2022-12-15,58.0619
2022-12-16,58.1821
2022-12-17,58.1821
2022-12-18,58.1821
2022-12-19,57.444
2022-12-20,58.3891
2022-12-21,60.7913
2022-12-22,60.4903
2022-12-23,61.2057
2022-12-24,61.2057
2022-12-25,61.2057
2022-12-26,61.2057
2022-12-27,60.6065
2022-12-28,59.5901
2022-12-29,61.6683
2022-12-30,62.0128
2022-12-31,62.0128
2023-01-01,62.0128
2023-01-02,62.0128
2023-01-03,60.8483
2023-01-04,61.1288
2023-01-05,61.2832
2023-01-06,64.9479
2023-01-07,64.9479
2023-01-08,64.9479
2023-01-09,61.3057
2023-01-10,61.6559
2023-01-11,59.1168
2023-01-12,60.6223
2023-01-13,61.807
2023-01-14,61.807
2023-01-15,61.807
2023-01-16,61.807
2023-01-17,62.0968
2023-01-18,62.4754
2023-01-19,64.3385
2023-01-20,65.1835
2023-01-21,65.1835
2023-01-22,65.1835
2023-01-23,63.7659
2023-01-24,61.667
2023-01-25,62.5741
2023-01-26,61.4635
2023-01-27,59.9716
2023-01-28,59.9716
2023-01-29,59.9716
2023-01-30,58.4005
2023-01-31,61.8682
2023-02-01,63.4544
2023-02-02,57.8828
2023-02-03,57.8211
2023-02-04,57.8211
2023-02-05,57.8211
2023-02-06,52.071
2023-02-07,50.4617
2023-02-08,54.2156
2023-02-09,54.9486
2023-02-10,56.1801
2023-02-11,56.1801
2023-02-12,56.1801
2023-02-13,56.748
2023-02-14,56.4569
2023-02-15,57.8871
2023-02-16,58.6123
2023-02-17,59.4441
2023-02-18,59.4441
2023-02-19,59.4441
2023-02-20,59.4441
2023-02-21,54.6589
2023-02-22,55.1722
2023-02-23,53.4646
2023-02-24,51.6456
2023-02-25,51.6456
2023-02-26,51.6456
2023-02-27,51.3717
2023-02-28,42.8977
2023-03-01,42.2765
2023-03-02,40.9123
2023-03-03,40.3848
2023-03-04,40.3848
2023-03-05,40.3848
2023-03-06,39.5448
2023-03-07,39.1141
2023-03-08,38.8753
2023-03-09,38.0147
2023-03-10,36.705
2023-03-11,36.705
2023-03-12,36.705
2023-03-13,35.6249
2023-03-14,36.4061
2023-03-15,34.5576
2023-03-16,37.6009
2023-03-17,34.9754
2023-03-18,34.9754
2023-03-19,34.9754
2023-03-20,37.9729
