,TSLA US Equity
2020-06-19,62.619
2020-06-20,62.619
2020-06-21,62.619
2020-06-22,62.079
2020-06-23,62.4587
2020-06-24,59.1001
2020-06-25,60.4509
2020-06-26,58.3686
2020-06-27,58.3686
2020-06-28,58.3686
2020-06-29,60.9963
2020-06-30,64.3063
2020-07-01,65.9935
2020-07-02,69.345
2020-07-03,69.345
2020-07-04,69.345
2020-07-05,69.345
2020-07-06,74.165
2020-07-07,74.628
2020-07-08,72.856
2020-07-09,73.6233
2020-07-10,77.1598
2020-07-11,77.1598
2020-07-12,77.1598
2020-07-13,73.9152
2020-07-14,74.3775
2020-07-15,75.0543
2020-07-16,71.9985
2020-07-17,72.0037
2020-07-18,72.0037
2020-07-19,72.0037
2020-07-20,75.3662
2020-07-21,70.7508
2020-07-22,71.334
2020-07-23,66.7793
2020-07-24,61.8292
2020-07-25,61.8292
2020-07-26,61.8292
2020-07-27,65.2316
2020-07-28,62.2756
2020-07-29,62.899
2020-07-30,62.3515
2020-07-31,59.7257
2020-08-01,59.7257
2020-08-02,59.7257
2020-08-03,61.3362
2020-08-04,61.395
2020-08-05,61.2994
2020-08-06,61.4425
2020-08-07,59.5998
2020-08-08,59.5998
2020-08-09,59.5998
2020-08-10,57.9354
2020-08-11,55.8476
2020-08-12,61.6799
2020-08-13,63.511
2020-08-14,64.3025
2020-08-15,64.3025
2020-08-16,64.3025
2020-08-17,68.6774
2020-08-18,69.7445
2020-08-19,69.3379
2020-08-20,71.7886
2020-08-21,72.671
2020-08-22,72.671
2020-08-23,72.671
2020-08-24,70.9647
2020-08-25,71.1438
2020-08-26,73.5412
2020-08-27,74.9598
2020-08-28,73.7482
2020-08-29,73.7482
2020-08-30,73.7482
2020-08-31,77.8186
2020-09-01,72.9265
2020-09-02,67.6901
2020-09-03,61.0737
2020-09-04,62.147
2020-09-05,62.147
2020-09-06,62.147
2020-09-07,62.147
2020-09-08,50.8565
2020-09-09,54.3674
2020-09-10,54.8356
2020-09-11,54.966
2020-09-12,54.966
2020-09-13,54.966
2020-09-14,59.1152
2020-09-15,61.475
2020-09-16,60.5159
2020-09-17,58.358
2020-09-18,59.8698
2020-09-19,59.8698
2020-09-20,59.8698
2020-09-21,60.4444
2020-09-22,57.4855
2020-09-23,52.8215
2020-09-24,53.4828
2020-09-25,55.1922
2020-09-26,55.1922
2020-09-27,55.1922
2020-09-28,56.3681
2020-09-29,56.1339
2020-09-30,56.9965
2020-10-01,58.6182
2020-10-02,54.9184
2020-10-03,54.9184
2020-10-04,54.9184
2020-10-05,55.8417
2020-10-06,54.5645
2020-10-07,55.5813
2020-10-08,55.6376
2020-10-09,56.3823
2020-10-10,56.3823
2020-10-11,56.3823
2020-10-12,57.1467
2020-10-13,57.5501
2020-10-14,58.8979
2020-10-15,57.3023
2020-10-16,56.1356
2020-10-17,56.1356
2020-10-18,56.1356
2020-10-19,55.0233
2020-10-20,53.9119
2020-10-21,53.9876
2020-10-22,54.3367
2020-10-23,53.6469
2020-10-24,53.6469
2020-10-25,53.6469
2020-10-26,53.5992
2020-10-27,54.1301
2020-10-28,51.5427
2020-10-29,52.1525
2020-10-30,49.1222
2020-10-31,49.1222
2020-11-01,49.1222
2020-11-02,50.7423
2020-11-03,53.6086
2020-11-04,53.2088
2020-11-05,55.2328
2020-11-06,54.0815
2020-11-07,54.0815
2020-11-08,54.0815
2020-11-09,52.8645
2020-11-10,51.3647
2020-11-11,52.2354
2020-11-12,51.4791
2020-11-13,51.0153
2020-11-14,51.0153
2020-11-15,51.0153
2020-11-16,50.9556
2020-11-17,55.3747
2020-11-18,60.3407
2020-11-19,61.5812
2020-11-20,60.094
2020-11-21,60.094
2020-11-22,60.094
2020-11-23,63.1653
2020-11-24,65.9821
2020-11-25,67.4137
2020-11-26,67.4137
2020-11-27,68.2857
2020-11-28,68.2857
2020-11-29,68.2857
2020-11-30,65.4863
2020-12-01,66.8161
2020-12-02,64.4307
2020-12-03,66.3458
2020-12-04,66.7723
2020-12-05,66.7723
2020-12-06,66.7723
2020-12-07,69.7642
2020-12-08,70.2902
2020-12-09,63.864
2020-12-10,65.4881
2020-12-11,63.2642
2020-12-12,63.2642
2020-12-13,63.2642
2020-12-14,65.3885
2020-12-15,64.5372
2020-12-16,63.1818
2020-12-17,65.5479
2020-12-18,68.0543
2020-12-19,68.0543
2020-12-20,68.0543
2020-12-21,62.6141
2020-12-22,61.5408
2020-12-23,61.9406
2020-12-24,63.0531
2020-12-25,63.0531
2020-12-26,63.0531
2020-12-27,63.0531
2020-12-28,63.1884
2020-12-29,63.3548
2020-12-30,65.3806
2020-12-31,66.1137
2021-01-01,66.1137
2021-01-02,66.1137
2021-01-03,66.1137
2021-01-04,67.6804
2021-01-05,68.0193
2021-01-06,69.32
2021-01-07,72.6337
2021-01-08,75.5445
2021-01-09,75.5445
2021-01-10,75.5445
2021-01-11,67.5486
2021-01-12,69.4099
2021-01-13,69.6439
2021-01-14,68.6157
2021-01-15,66.5798
2021-01-16,66.5798
2021-01-17,66.5798
2021-01-18,66.5798
2021-01-19,67.552
2021-01-20,67.8623
2021-01-21,67.2467
2021-01-22,67.3393
2021-01-23,67.3393
2021-01-24,67.3393
2021-01-25,69.2044
2021-01-26,69.3258
2021-01-27,67.0637
2021-01-28,63.7954
2021-01-29,59.4261
2021-01-30,59.4261
2021-01-31,59.4261
2021-02-01,62.3709
2021-02-02,64.2819
2021-02-03,62.4804
2021-02-04,62.0135
2021-02-05,62.153
2021-02-06,62.153
2021-02-07,62.153
2021-02-08,62.8575
2021-02-09,61.3828
2021-02-10,56.9623
2021-02-11,57.448
2021-02-12,57.7695
2021-02-13,57.7695
2021-02-14,57.7695
2021-02-15,57.7695
2021-02-16,55.8227
2021-02-17,55.9716
2021-02-18,54.9036
2021-02-19,54.2986
2021-02-20,54.2986
2021-02-21,54.2986
2021-02-22,48.2545
2021-02-23,46.9862
2021-02-24,50.6837
2021-02-25,46.0793
2021-02-26,45.5978
2021-02-27,45.5978
2021-02-28,45.5978
2021-03-01,49.1122
2021-03-02,46.7825
2021-03-03,44.5128
2021-03-04,42.4759
2021-03-05,41.0391
2021-03-06,41.0391
2021-03-07,41.0391
2021-03-08,39.0081
2021-03-09,47.5104
2021-03-10,47.1708
2021-03-11,49.3122
2021-03-12,48.9303
2021-03-13,48.9303
2021-03-14,48.9303
2021-03-15,49.9018
2021-03-16,47.8439
2021-03-17,49.5707
2021-03-18,46.4651
2021-03-19,46.5867
2021-03-20,46.5867
2021-03-21,46.5867
2021-03-22,47.6753
2021-03-23,47.1601
2021-03-24,45.1089
2021-03-25,45.8816
2021-03-26,44.4935
2021-03-27,44.4935
2021-03-28,44.4935
2021-03-29,44.022
2021-03-30,45.9645
2021-03-31,48.4232
2021-04-01,47.9912
2021-04-02,47.9912
2021-04-03,47.9912
2021-04-04,47.9912
2021-04-05,50.1719
2021-04-06,50.2139
2021-04-07,48.6758
2021-04-08,49.6667
2021-04-09,49.148
2021-04-10,49.148
2021-04-11,49.148
2021-04-12,51.0933
2021-04-13,55.3634
2021-04-14,52.9772
2021-04-15,53.434
2021-04-16,53.4997
2021-04-17,53.4997
2021-04-18,53.4997
2021-04-19,51.4698
2021-04-20,51.7978
2021-04-21,53.6649
2021-04-22,51.6528
2021-04-23,52.3868
2021-04-24,52.3868
2021-04-25,52.3868
2021-04-26,53.055
2021-04-27,50.2795
2021-04-28,49.4524
2021-04-29,48.0758
2021-04-30,50.7215
2021-05-01,50.7215
2021-05-02,50.7215
2021-05-03,48.7766
2021-05-04,47.9016
2021-05-05,47.6933
2021-05-06,47.1037
2021-05-07,47.8987
2021-05-08,47.8987
2021-05-09,47.8987
2021-05-10,44.5033
2021-05-11,43.629
2021-05-12,41.6755
2021-05-13,40.4276
2021-05-14,42.2032
2021-05-15,42.2032
2021-05-16,42.2032
2021-05-17,41.2925
2021-05-18,41.3979
2021-05-19,40.3595
2021-05-20,42.763
2021-05-21,42.3167
2021-05-22,42.3167
2021-05-23,42.3167
2021-05-24,44.8943
2021-05-25,44.7526
2021-05-26,46.2014
2021-05-27,47.3605
2021-05-28,46.8588
2021-05-29,46.8588
2021-05-30,46.8588
2021-05-31,46.8588
2021-06-01,46.7387
2021-06-02,45.04
2021-06-03,42.3059
2021-06-04,45.1049
2021-06-05,45.1049
2021-06-06,45.1049
2021-06-07,45.7367
2021-06-08,45.5992
2021-06-09,45.1605
2021-06-10,46.4177
2021-06-11,46.3954
2021-06-12,46.3954
2021-06-13,46.3954
2021-06-14,47.2845
2021-06-15,45.4517
2021-06-16,46.1014
2021-06-17,47.4789
2021-06-18,48.2614
2021-06-19,48.2614
2021-06-20,48.2614
2021-06-21,47.988
2021-06-22,48.3395
2021-06-23,52.1561
2021-06-24,54.6106
2021-06-25,53.6372
2021-06-26,53.6372
2021-06-27,53.6372
2021-06-28,55.3809
2021-06-29,54.3814
2021-06-30,54.2465
2021-07-01,54.0138
2021-07-02,54.1259
2021-07-03,54.1259
2021-07-04,54.1259
2021-07-05,54.1259
2021-07-06,51.563
2021-07-07,49.6823
2021-07-08,50.699
2021-07-09,51.2163
2021-07-10,51.2163
2021-07-11,51.2163
2021-07-12,54.636
2021-07-13,52.3693
2021-07-14,50.4563
2021-07-15,50.109
2021-07-16,49.3034
2021-07-17,49.3034
2021-07-18,49.3034
2021-07-19,49.5664
2021-07-20,51.4271
2021-07-21,50.7208
2021-07-22,49.9003
2021-07-23,49.099
2021-07-24,49.099
2021-07-25,49.099
2021-07-26,51.0674
2021-07-27,49.2895
2021-07-28,49.6005
2021-07-29,53.6592
2021-07-30,54.8784
2021-07-31,54.8784
2021-08-01,54.8784
2021-08-02,57.516
2021-08-03,57.524
2021-08-04,57.6631
2021-08-05,58.1091
2021-08-06,55.5737
2021-08-07,55.5737
2021-08-08,55.5737
2021-08-09,57.3893
2021-08-10,56.772
2021-08-11,56.4108
2021-08-12,58.2388
2021-08-13,57.3627
2021-08-14,57.3627
2021-08-15,57.3627
2021-08-16,52.3877
2021-08-17,49.459
2021-08-18,52.5795
2021-08-19,50.4321
2021-08-20,51.3317
2021-08-21,51.3317
2021-08-22,51.3317
2021-08-23,54.6004
2021-08-24,54.8642
2021-08-25,55.1974
2021-08-26,53.6787
2021-08-27,55.0498
2021-08-28,55.0498
2021-08-29,55.0498
2021-08-30,57.3544
2021-08-31,57.9197
2021-09-01,57.6518
2021-09-02,57.3655
2021-09-03,57.517
2021-09-04,57.517
2021-09-05,57.517
2021-09-06,57.517
2021-09-07,59.932
2021-09-08,60.0474
2021-09-09,60.171
2021-09-10,56.7597
2021-09-11,56.7597
2021-09-12,56.7597
2021-09-13,57.6587
2021-09-14,57.8594
2021-09-15,59.3752
2021-09-16,59.5292
2021-09-17,59.8685
2021-09-18,59.8685
2021-09-19,59.8685
2021-09-20,54.3416
2021-09-21,55.6714
2021-09-22,57.4209
2021-09-23,57.6549
2021-09-24,60.4026
2021-09-25,60.4026
2021-09-26,60.4026
2021-09-27,62.4634
2021-09-28,59.8434
2021-09-29,60.3114
2021-09-30,59.2018
2021-10-01,59.1516
2021-10-02,59.1516
2021-10-03,59.1516
2021-10-04,60.0032
2021-10-05,59.811
2021-10-06,60.1147
2021-10-07,61.6226
2021-10-08,59.8718
2021-10-09,59.8718
2021-10-10,59.8718
2021-10-11,60.7873
2021-10-12,62.6696
2021-10-13,63.377
2021-10-14,64.3217
2021-10-15,67.2999
2021-10-16,67.2999
2021-10-17,67.2999
2021-10-18,70.1268
2021-10-19,68.7999
2021-10-20,68.9591
2021-10-21,71.7111
2021-10-22,73.0837
2021-10-23,73.0837
2021-10-24,73.0837
2021-10-25,80.3345
2021-10-26,79.1039
2021-10-27,80.0588
2021-10-28,81.7943
2021-10-29,83.2194
2021-10-30,83.2194
2021-10-31,83.2194
2021-11-01,86.1002
2021-11-02,80.5656
2021-11-03,81.9395
2021-11-04,82.4321
2021-11-05,81.3142
2021-11-06,81.3142
2021-11-07,81.3142
2021-11-08,73.5132
2021-11-09,59.5751
2021-11-10,61.9539
2021-11-11,61.5795
2021-11-12,59.0763
2021-11-13,59.0763
2021-11-14,59.0763
2021-11-15,57.4677
2021-11-16,59.8046
2021-11-17,61.6137
2021-11-18,61.9942
2021-11-19,64.0299
2021-11-20,64.0299
2021-11-21,64.0299
2021-11-22,64.9749
2021-11-23,60.9728
2021-11-24,61.3318
2021-11-25,61.3318
2021-11-26,58.6052
2021-11-27,58.6052
2021-11-28,58.6052
2021-11-29,61.4686
2021-11-30,61.8538
2021-12-01,58.0122
2021-12-02,57.2435
2021-12-03,52.4317
2021-12-04,52.4317
2021-12-05,52.4317
2021-12-06,52.0444
2021-12-07,54.5361
2021-12-08,55.4993
2021-12-09,51.2469
2021-12-10,52.0191
2021-12-11,52.0191
2021-12-12,52.0191
2021-12-13,48.9504
2021-12-14,48.4886
2021-12-15,49.5774
2021-12-16,46.7101
2021-12-17,47.0747
2021-12-18,47.0747
2021-12-19,47.0747
2021-12-20,45.2261
2021-12-21,47.737
2021-12-22,51.8952
2021-12-23,54.9588
2021-12-24,54.9588
2021-12-25,54.9588
2021-12-26,54.9588
2021-12-27,56.2933
2021-12-28,55.9451
2021-12-29,55.7963
2021-12-30,54.7491
2021-12-31,53.8546
2022-01-01,53.8546
2022-01-02,53.8546
2022-01-03,60.8355
2022-01-04,57.668
2022-01-05,54.0991
2022-01-06,52.811
2022-01-07,50.7948
2022-01-08,50.7948
2022-01-09,50.7948
2022-01-10,52.3486
2022-01-11,52.6603
2022-01-12,54.7014
2022-01-13,50.6669
2022-01-14,51.5604
2022-01-15,51.5604
2022-01-16,51.5604
2022-01-17,51.5604
2022-01-18,50.558
2022-01-19,48.768
2022-01-20,48.8013
2022-01-21,46.1747
2022-01-22,46.1747
2022-01-23,46.1747
2022-01-24,45.5022
2022-01-25,44.9373
2022-01-26,46.0724
2022-01-27,41.0808
2022-01-28,42.1141
2022-01-29,42.1141
2022-01-30,42.1141
2022-01-31,47.1382
2022-02-01,46.8834
2022-02-02,45.6882
2022-02-03,45.0147
2022-02-04,46.8124
2022-02-05,46.8124
2022-02-06,46.8124
2022-02-07,46.0392
2022-02-08,46.872
2022-02-09,47.4444
2022-02-10,46.036
2022-02-11,43.8504
2022-02-12,43.8504
2022-02-13,43.8504
2022-02-14,44.8093
2022-02-15,47.553
2022-02-16,47.6084
2022-02-17,45.1879
2022-02-18,44.23
2022-02-19,44.23
2022-02-20,44.23
2022-02-21,44.23
2022-02-22,42.5233
2022-02-23,39.938
2022-02-24,42.2582
2022-02-25,42.8243
2022-02-26,42.8243
2022-02-27,42.8243
2022-02-28,46.4393
2022-03-01,46.1373
2022-03-02,47.0495
2022-03-03,44.9877
2022-03-04,44.9375
2022-03-05,44.9375
2022-03-06,44.9375
2022-03-07,43.2552
2022-03-08,44.5185
2022-03-09,46.6613
2022-03-10,45.5726
2022-03-11,43.3963
2022-03-12,43.3963
2022-03-13,43.3963
2022-03-14,41.9964
2022-03-15,44.2756
2022-03-16,46.6178
2022-03-17,48.4518
2022-03-18,50.3523
2022-03-19,50.3523
2022-03-20,50.3523
2022-03-21,51.2206
2022-03-22,54.9817
2022-03-23,55.2332
2022-03-24,55.968
2022-03-25,55.7583
2022-03-26,55.7583
2022-03-27,55.7583
2022-03-28,59.6314
2022-03-29,59.9765
2022-03-30,59.5961
2022-03-31,58.4692
2022-04-01,58.8128
2022-04-02,58.8128
2022-04-03,58.8128
2022-04-04,61.669
2022-04-05,57.9664
2022-04-06,55.0933
2022-04-07,55.6678
2022-04-08,53.7042
2022-04-09,53.7042
2022-04-10,53.7042
2022-04-11,50.8119
2022-04-12,51.4138
2022-04-13,53.3133
2022-04-14,51.1315
2022-04-15,51.1315
2022-04-16,51.1315
2022-04-17,51.1315
2022-04-18,52.1766
2022-04-19,53.4504
2022-04-20,50.4802
2022-04-21,52.1839
2022-04-22,51.9655
2022-04-23,51.9655
2022-04-24,51.9655
2022-04-25,51.5448
2022-04-26,45.0227
2022-04-27,45.3223
2022-04-28,45.1224
2022-04-29,44.7776
2022-04-30,44.7776
2022-05-01,44.7776
2022-05-02,46.7829
2022-05-03,47.172
2022-05-04,49.7829
2022-05-05,45.525
2022-05-06,45.1409
2022-05-07,45.1409
2022-05-08,45.1409
2022-05-09,41.4197
2022-05-10,42.2308
2022-05-11,39.3521
2022-05-12,39.1016
2022-05-13,41.7601
2022-05-14,41.7601
2022-05-15,41.7601
2022-05-16,39.8056
2022-05-17,42.1137
2022-05-18,39.9116
2022-05-19,39.8953
2022-05-20,38.0262
2022-05-21,38.0262
2022-05-22,38.0262
2022-05-23,38.7436
2022-05-24,36.8676
2022-05-25,38.8748
2022-05-26,41.925
2022-05-27,44.9398
2022-05-28,44.9398
2022-05-29,44.9398
2022-05-30,44.9398
2022-05-31,44.8762
2022-06-01,44.0342
2022-06-02,46.0609
2022-06-03,42.7561
2022-06-04,42.7561
2022-06-05,42.7561
2022-06-06,43.4197
2022-06-07,43.5288
2022-06-08,44.0771
2022-06-09,43.7586
2022-06-10,42.6547
2022-06-11,42.6547
2022-06-12,42.6547
2022-06-13,40.3327
2022-06-14,41.3644
2022-06-15,43.7296
2022-06-16,40.9235
2022-06-17,41.636
2022-06-18,41.636
2022-06-19,41.636
2022-06-20,41.636
2022-06-21,45.4098
2022-06-22,45.2679
2022-06-23,45.1119
2022-06-24,47.0857
2022-06-25,47.0857
2022-06-26,47.0857
2022-06-27,46.9565
2022-06-28,44.9679
2022-06-29,44.3069
2022-06-30,43.6679
2022-07-01,44.2457
2022-07-02,44.2457
2022-07-03,44.2457
2022-07-04,44.2457
2022-07-05,45.4498
2022-07-06,45.2177
2022-07-07,47.8637
2022-07-08,49.0987
2022-07-09,49.0987
2022-07-10,49.0987
2022-07-11,46.1156
2022-07-12,45.8919
2022-07-13,46.7253
2022-07-14,46.9962
2022-07-15,47.3774
2022-07-16,47.3774
2022-07-17,47.3774
2022-07-18,47.4843
2022-07-19,48.6061
2022-07-20,49.0512
2022-07-21,54.1034
2022-07-22,54.2076
2022-07-23,54.2076
2022-07-24,54.2076
2022-07-25,53.319
2022-07-26,51.1401
2022-07-27,54.3569
2022-07-28,55.5112
2022-07-29,58.4187
2022-07-30,58.4187
2022-07-31,58.4187
2022-08-01,58.4406
2022-08-02,59.0241
2022-08-03,60.2128
2022-08-04,60.4285
2022-08-05,55.2976
2022-08-06,55.2976
2022-08-07,55.2976
2022-08-08,55.7258
2022-08-09,54.0407
2022-08-10,56.1723
2022-08-11,54.3447
2022-08-12,56.8627
2022-08-13,56.8627
2022-08-14,56.8627
2022-08-15,58.504
2022-08-16,57.8286
2022-08-17,57.1926
2022-08-18,56.9084
2022-08-19,55.342
2022-08-20,55.342
2022-08-21,55.342
2022-08-22,53.6781
2022-08-23,55.0325
2022-08-24,55.1659
2022-08-25,54.8971
2022-08-26,52.8269
2022-08-27,52.8269
2022-08-28,52.8269
2022-08-29,51.9957
2022-08-30,50.2161
2022-08-31,49.6995
2022-09-01,50.0934
2022-09-02,48.3378
2022-09-03,48.3378
2022-09-04,48.3378
2022-09-05,48.3378
2022-09-06,49.448
2022-09-07,51.8094
2022-09-08,53.1654
2022-09-09,55.5882
2022-09-10,55.5882
2022-09-11,55.5882
2022-09-12,56.6437
2022-09-13,53.2494
2022-09-14,55.5966
2022-09-15,55.846
2022-09-16,55.7324
2022-09-17,55.7324
2022-09-18,55.7324
2022-09-19,57.0261
2022-09-20,56.9238
2022-09-21,54.5623
2022-09-22,51.1804
2022-09-23,47.8485
2022-09-24,47.8485
2022-09-25,47.8485
2022-09-26,48.028
2022-09-27,49.8478
2022-09-28,51.0927
2022-09-29,46.307
2022-09-30,45.6391
2022-10-01,45.6391
2022-10-02,45.6391
2022-10-03,40.9256
2022-10-04,42.8082
2022-10-05,41.1454
2022-10-06,40.6383
2022-10-07,37.9214
2022-10-08,37.9214
2022-10-09,37.9214
2022-10-10,37.9023
2022-10-11,36.7742
2022-10-12,36.9964
2022-10-13,38.3533
2022-10-14,35.4075
2022-10-15,35.4075
2022-10-16,35.4075
2022-10-17,39.5314
2022-10-18,39.7641
2022-10-19,40.2877
2022-10-20,37.5909
2022-10-21,39.6191
2022-10-22,39.6191
2022-10-23,39.6191
2022-10-24,39.0345
2022-10-25,42.1268
2022-10-26,42.7257
2022-10-27,42.8494
2022-10-28,43.8067
2022-10-29,43.8067
2022-10-30,43.8067
2022-10-31,43.5909
2022-11-01,43.6729
2022-11-02,40.855
2022-11-03,40.9563
2022-11-04,39.3021
2022-11-05,39.3021
2022-11-06,39.3021
2022-11-07,37.2401
2022-11-08,36.1487
2022-11-09,33.7234
2022-11-10,37.8542
2022-11-11,39.416
2022-11-12,39.416
2022-11-13,39.416
2022-11-14,38.4599
2022-11-15,39.5091
2022-11-16,38.0583
2022-11-17,37.3489
2022-11-18,36.7852
2022-11-19,36.7852
2022-11-20,36.7852
2022-11-21,34.5549
2022-11-22,35.2276
2022-11-23,39.424
2022-11-24,39.424
2022-11-25,39.3565
2022-11-26,39.3565
2022-11-27,39.3565
2022-11-28,39.3754
2022-11-29,38.9372
2022-11-30,43.2721
2022-12-01,43.2721
2022-12-02,43.3218
2022-12-03,43.3218
2022-12-04,43.3218
2022-12-05,40.4779
2022-12-06,39.9036
2022-12-07,38.6567
2022-12-08,38.5275
2022-12-09,40.4536
2022-12-10,40.4536
2022-12-11,40.4536
2022-12-12,37.9887
2022-12-13,36.5782
2022-12-14,35.7487
2022-12-15,36.0632
2022-12-16,34.5667
2022-12-17,34.5667
2022-12-18,34.5667
2022-12-19,34.495
2022-12-20,32.1814
2022-12-21,32.1389
2022-12-22,29.9643
2022-12-23,29.5914
2022-12-24,29.5914
2022-12-25,29.5914
2022-12-26,29.5914
2022-12-27,27.3434
2022-12-28,28.7815
2022-12-29,32.2806
2022-12-30,32.7906
2022-12-31,32.7906
2023-01-01,32.7906
2023-01-02,32.7906
2023-01-03,30.1833
2023-01-04,32.2312
2023-01-05,31.659
2023-01-06,32.6781
2023-01-07,32.6781
2023-01-08,32.6781
2023-01-09,35.1461
2023-01-10,34.9643
2023-01-11,36.5764
2023-01-12,36.7027
2023-01-13,36.4466
2023-01-14,36.4466
2023-01-15,36.4466
2023-01-16,36.4466
2023-01-17,39.8493
2023-01-18,39.202
2023-01-19,38.8145
2023-01-20,41.1506
2023-01-21,41.1506
2023-01-22,41.1506
2023-01-23,44.757
2023-01-24,44.8044
2023-01-25,44.9928
2023-01-26,50.1558
2023-01-27,55.0171
2023-01-28,55.0171
2023-01-29,55.0171
2023-01-30,51.6921
2023-01-31,53.3927
2023-02-01,55.4197
2023-02-02,57.0386
2023-02-03,57.4372
2023-02-04,57.4372
2023-02-05,57.4372
2023-02-06,58.5493
2023-02-07,59.0242
2023-02-08,60.0589
2023-02-09,61.4155
2023-02-10,57.8969
2023-02-11,57.8969
2023-02-12,57.8969
2023-02-13,57.166
2023-02-14,60.5143
2023-02-15,61.5756
2023-02-16,57.6562
2023-02-17,59.0423
2023-02-18,59.0423
2023-02-19,59.0423
2023-02-20,59.0423
2023-02-21,55.7485
2023-02-22,56.5485
2023-02-23,56.8284
2023-02-24,55.2492
2023-02-25,55.2492
2023-02-26,55.2492
2023-02-27,57.7641
2023-02-28,57.1705
2023-03-01,56.2547
2023-03-02,52.7272
2023-03-03,54.4426
2023-03-04,54.4426
2023-03-05,54.4426
2023-03-06,53.2871
2023-03-07,51.5523
2023-03-08,49.9768
2023-03-09,47.5846
2023-03-10,47.7328
2023-03-11,47.7328
2023-03-12,47.7328
2023-03-13,48.0368
2023-03-14,50.5489
2023-03-15,49.7526
2023-03-16,50.8025
2023-03-17,49.6363
2023-03-18,49.6363
2023-03-19,49.6363
