,NVRI US Equity
2020-06-22,54.5895
2020-06-23,56.2612
2020-06-24,54.6243
2020-06-25,56.0304
2020-06-26,54.6897
2020-06-27,54.6897
2020-06-28,54.6897
2020-06-29,55.9479
2020-06-30,56.9375
2020-07-01,54.6108
2020-07-02,54.7268
2020-07-03,54.7268
2020-07-04,54.7268
2020-07-05,54.7268
2020-07-06,55.1712
2020-07-07,52.9833
2020-07-08,52.9477
2020-07-09,52.0075
2020-07-10,54.453
2020-07-11,54.453
2020-07-12,54.453
2020-07-13,55.5024
2020-07-14,56.8631
2020-07-15,58.6368
2020-07-16,58.3925
2020-07-17,58.5117
2020-07-18,58.5117
2020-07-19,58.5117
2020-07-20,58.4684
2020-07-21,60.0593
2020-07-22,60.4212
2020-07-23,61.8803
2020-07-24,61.4024
2020-07-25,61.4024
2020-07-26,61.4024
2020-07-27,61.6475
2020-07-28,60.6024
2020-07-29,62.2723
2020-07-30,62.6126
2020-07-31,63.0203
2020-08-01,63.0203
2020-08-02,63.0203
2020-08-03,65.6993
2020-08-04,64.3071
2020-08-05,62.7722
2020-08-06,57.1297
2020-08-07,58.8135
2020-08-08,58.8135
2020-08-09,58.8135
2020-08-10,62.6519
2020-08-11,59.9202
2020-08-12,58.7048
2020-08-13,56.8722
2020-08-14,55.6599
2020-08-15,55.6599
2020-08-16,55.6599
2020-08-17,53.7394
2020-08-18,52.8563
2020-08-19,53.2536
2020-08-20,52.3409
2020-08-21,51.9225
2020-08-22,51.9225
2020-08-23,51.9225
2020-08-24,52.9726
2020-08-25,51.2568
2020-08-26,50.7888
2020-08-27,51.6604
2020-08-28,52.2026
2020-08-29,52.2026
2020-08-30,52.2026
2020-08-31,50.4467
2020-09-01,51.9473
2020-09-02,52.1613
2020-09-03,50.486
2020-09-04,51.2065
2020-09-05,51.2065
2020-09-06,51.2065
2020-09-07,51.2065
2020-09-08,47.5389
2020-09-09,48.2404
2020-09-10,47.3667
2020-09-11,46.1561
2020-09-12,46.1561
2020-09-13,46.1561
2020-09-14,48.163
2020-09-15,48.7891
2020-09-16,52.5304
2020-09-17,55.828
2020-09-18,55.6798
2020-09-19,55.6798
2020-09-20,55.6798
2020-09-21,49.5964
2020-09-22,47.3976
2020-09-23,45.2831
2020-09-24,46.0829
2020-09-25,46.1734
2020-09-26,46.1734
2020-09-27,46.1734
2020-09-28,49.9914
2020-09-29,49.2118
2020-09-30,49.7663
2020-10-01,50.2846
2020-10-02,51.9928
2020-10-03,51.9928
2020-10-04,51.9928
2020-10-05,53.72
2020-10-06,52.9227
2020-10-07,53.7989
2020-10-08,55.2752
2020-10-09,54.5736
2020-10-10,54.5736
2020-10-11,54.5736
2020-10-12,55.8167
2020-10-13,53.6403
2020-10-14,51.9352
2020-10-15,54.7817
2020-10-16,54.1381
2020-10-17,54.1381
2020-10-18,54.1381
2020-10-19,52.7572
2020-10-20,54.2239
2020-10-21,54.4391
2020-10-22,56.5116
2020-10-23,56.4574
2020-10-24,56.4574
2020-10-25,56.4574
2020-10-26,51.6396
2020-10-27,50.6409
2020-10-28,45.9561
2020-10-29,45.3477
2020-10-30,43.4059
2020-10-31,43.4059
2020-11-01,43.4059
2020-11-02,45.9002
2020-11-03,46.4744
2020-11-04,43.4156
2020-11-05,45.1142
2020-11-06,43.7554
2020-11-07,43.7554
2020-11-08,43.7554
2020-11-09,52.8264
2020-11-10,55.0485
2020-11-11,53.2249
2020-11-12,52.6634
2020-11-13,53.8855
2020-11-14,53.8855
2020-11-15,53.8855
2020-11-16,56.9937
2020-11-17,55.8923
2020-11-18,58.3274
2020-11-19,59.4844
2020-11-20,59.0382
2020-11-21,59.0382
2020-11-22,59.0382
2020-11-23,61.5168
2020-11-24,63.3415
2020-11-25,61.1597
2020-11-26,61.1597
2020-11-27,61.1144
2020-11-28,61.1144
2020-11-29,61.1144
2020-11-30,56.5172
2020-12-01,58.4393
2020-12-02,59.3828
2020-12-03,59.7666
2020-12-04,62.8403
2020-12-05,62.8403
2020-12-06,62.8403
2020-12-07,62.8937
2020-12-08,62.9212
2020-12-09,59.4977
2020-12-10,58.5745
2020-12-11,55.6806
2020-12-12,55.6806
2020-12-13,55.6806
2020-12-14,56.0768
2020-12-15,55.7332
2020-12-16,53.6914
2020-12-17,54.9367
2020-12-18,53.3673
2020-12-19,53.3673
2020-12-20,53.3673
2020-12-21,51.6351
2020-12-22,52.2082
2020-12-23,53.7942
2020-12-24,54.6467
2020-12-25,54.6467
2020-12-26,54.6467
2020-12-27,54.6467
2020-12-28,53.1042
2020-12-29,51.9767
2020-12-30,54.8739
2020-12-31,56.2742
2021-01-01,56.2742
2021-01-02,56.2742
2021-01-03,56.2742
2021-01-04,52.3528
2021-01-05,56.331
2021-01-06,60.2155
2021-01-07,59.4995
2021-01-08,57.7447
2021-01-09,57.7447
2021-01-10,57.7447
2021-01-11,57.5774
2021-01-12,58.9612
2021-01-13,55.5458
2021-01-14,56.839
2021-01-15,55.5346
2021-01-16,55.5346
2021-01-17,55.5346
2021-01-18,55.5346
2021-01-19,55.8945
2021-01-20,54.3231
2021-01-21,51.4487
2021-01-22,53.4387
2021-01-23,53.4387
2021-01-24,53.4387
2021-01-25,52.6553
2021-01-26,51.5223
2021-01-27,52.3273
2021-01-28,50.8967
2021-01-29,47.4658
2021-01-30,47.4658
2021-01-31,47.4658
2021-02-01,50.2202
2021-02-02,51.1992
2021-02-03,50.8543
2021-02-04,51.3813
2021-02-05,51.877
2021-02-06,51.877
2021-02-07,51.877
2021-02-08,55.8527
2021-02-09,56.5551
2021-02-10,56.6231
2021-02-11,56.6231
2021-02-12,54.9659
2021-02-13,54.9659
2021-02-14,54.9659
2021-02-15,54.9659
2021-02-16,56.5377
2021-02-17,57.1138
2021-02-18,56.0097
2021-02-19,58.1909
2021-02-20,58.1909
2021-02-21,58.1909
2021-02-22,60.8673
2021-02-23,64.4567
2021-02-24,63.5668
2021-02-25,50.3444
2021-02-26,44.7578
2021-02-27,44.7578
2021-02-28,44.7578
2021-03-01,51.2309
2021-03-02,47.2096
2021-03-03,46.0822
2021-03-04,45.461
2021-03-05,47.3258
2021-03-06,47.3258
2021-03-07,47.3258
2021-03-08,48.2139
2021-03-09,48.1614
2021-03-10,50.5298
2021-03-11,50.0566
2021-03-12,49.6604
2021-03-13,49.6604
2021-03-14,49.6604
2021-03-15,48.6644
2021-03-16,50.5974
2021-03-17,51.0309
2021-03-18,50.002
2021-03-19,51.7484
2021-03-20,51.7484
2021-03-21,51.7484
2021-03-22,50.8453
2021-03-23,46.24
2021-03-24,45.4155
2021-03-25,46.529
2021-03-26,47.7268
2021-03-27,47.7268
2021-03-28,47.7268
2021-03-29,46.3695
2021-03-30,47.115
2021-03-31,48.3107
2021-04-01,50.4711
2021-04-02,50.4711
2021-04-03,50.4711
2021-04-04,50.4711
2021-04-05,50.1568
2021-04-06,50.06
2021-04-07,48.9849
2021-04-08,49.4612
2021-04-09,50.2845
2021-04-10,50.2845
2021-04-11,50.2845
2021-04-12,51.1084
2021-04-13,49.4483
2021-04-14,51.5939
2021-04-15,52.4029
2021-04-16,53.0122
2021-04-17,53.0122
2021-04-18,53.0122
2021-04-19,52.2814
2021-04-20,47.6663
2021-04-21,50.6036
2021-04-22,49.2753
2021-04-23,50.7831
2021-04-24,50.7831
2021-04-25,50.7831
2021-04-26,53.0785
2021-04-27,52.3212
2021-04-28,52.8842
2021-04-29,51.8047
2021-04-30,50.2675
2021-05-01,50.2675
2021-05-02,50.2675
2021-05-03,53.3369
2021-05-04,54.4043
2021-05-05,59.3066
2021-05-06,61.4262
2021-05-07,63.5108
2021-05-08,63.5108
2021-05-09,63.5108
2021-05-10,59.6458
2021-05-11,60.1135
2021-05-12,57.9909
2021-05-13,61.3052
2021-05-14,61.9446
2021-05-15,61.9446
2021-05-16,61.9446
2021-05-17,62.1526
2021-05-18,62.1526
2021-05-19,60.8478
2021-05-20,59.7855
2021-05-21,60.3948
2021-05-22,60.3948
2021-05-23,60.3948
2021-05-24,60.2716
2021-05-25,58.0262
2021-05-26,57.7833
2021-05-27,59.0542
2021-05-28,59.4361
2021-05-29,59.4361
2021-05-30,59.4361
2021-05-31,59.4361
2021-06-01,61.6021
2021-06-02,60.2019
2021-06-03,59.7628
2021-06-04,60.7115
2021-06-05,60.7115
2021-06-06,60.7115
2021-06-07,59.2219
2021-06-08,61.5298
2021-06-09,60.441
2021-06-10,59.6224
2021-06-11,59.3912
2021-06-12,59.3912
2021-06-13,59.3912
2021-06-14,57.0572
2021-06-15,55.6379
2021-06-16,56.0269
2021-06-17,51.4845
2021-06-18,49.0617
2021-06-19,49.0617
2021-06-20,49.0617
2021-06-21,51.1383
2021-06-22,52.3085
2021-06-23,50.6232
2021-06-24,53.574
2021-06-25,50.0991
2021-06-26,50.0991
2021-06-27,50.0991
2021-06-28,47.5666
2021-06-29,47.5325
2021-06-30,48.2227
2021-07-01,50.2895
2021-07-02,51.2054
2021-07-03,51.2054
2021-07-04,51.2054
2021-07-05,51.2054
2021-07-06,45.7315
2021-07-07,44.8471
2021-07-08,44.5921
2021-07-09,46.7826
2021-07-10,46.7826
2021-07-11,46.7826
2021-07-12,47.1301
2021-07-13,45.2943
2021-07-14,45.619
2021-07-15,46.0741
2021-07-16,44.0625
2021-07-17,44.0625
2021-07-18,44.0625
2021-07-19,41.9396
2021-07-20,44.696
2021-07-21,45.7212
2021-07-22,43.7736
2021-07-23,43.9015
2021-07-24,43.9015
2021-07-25,43.9015
2021-07-26,46.14
2021-07-27,46.8029
2021-07-28,48.444
2021-07-29,49.6492
2021-07-30,49.7302
2021-07-31,49.7302
2021-08-01,49.7302
2021-08-02,49.4012
2021-08-03,50.0845
2021-08-04,45.05
2021-08-05,43.4953
2021-08-06,44.7066
2021-08-07,44.7066
2021-08-08,44.7066
2021-08-09,45.4681
2021-08-10,46.7183
2021-08-11,48.8416
2021-08-12,47.6783
2021-08-13,45.8476
2021-08-14,45.8476
2021-08-15,45.8476
2021-08-16,44.9734
2021-08-17,43.554
2021-08-18,42.3885
2021-08-19,41.3861
2021-08-20,43.9334
2021-08-21,43.9334
2021-08-22,43.9334
2021-08-23,45.8074
2021-08-24,48.0958
2021-08-25,47.7279
2021-08-26,44.4816
2021-08-27,46.6089
2021-08-28,46.6089
2021-08-29,46.6089
2021-08-30,45.3097
2021-08-31,44.8532
2021-09-01,44.2764
2021-09-02,45.8142
2021-09-03,45.1694
2021-09-04,45.1694
2021-09-05,45.1694
2021-09-06,45.1694
2021-09-07,45.3683
2021-09-08,43.6883
2021-09-09,42.9262
2021-09-10,41.0921
2021-09-11,41.0921
2021-09-12,41.0921
2021-09-13,42.0191
2021-09-14,39.1685
2021-09-15,41.1256
2021-09-16,39.1013
2021-09-17,38.9949
2021-09-18,38.9949
2021-09-19,38.9949
2021-09-20,36.9827
2021-09-21,36.3142
2021-09-22,39.8566
2021-09-23,41.2517
2021-09-24,41.3599
2021-09-25,41.3599
2021-09-26,41.3599
2021-09-27,45.6583
2021-09-28,44.6387
2021-09-29,45.1456
2021-09-30,44.0606
2021-10-01,47.0
2021-10-02,47.0
2021-10-03,47.0
2021-10-04,47.0992
2021-10-05,47.4551
2021-10-06,43.9989
2021-10-07,45.0984
2021-10-08,44.7951
2021-10-09,44.7951
2021-10-10,44.7951
2021-10-11,43.7516
2021-10-12,44.3661
2021-10-13,45.7593
2021-10-14,44.6941
2021-10-15,45.6053
2021-10-16,45.6053
2021-10-17,45.6053
2021-10-18,45.4118
2021-10-19,45.362
2021-10-20,47.6191
2021-10-21,46.933
2021-10-22,47.1149
2021-10-23,47.1149
2021-10-24,47.1149
2021-10-25,49.1583
2021-10-26,46.5325
2021-10-27,44.6315
2021-10-28,47.2236
2021-10-29,46.8542
2021-10-30,46.8542
2021-10-31,46.8542
2021-11-01,52.6069
2021-11-02,37.8381
2021-11-03,36.2834
2021-11-04,38.0392
2021-11-05,43.0866
2021-11-06,43.0866
2021-11-07,43.0866
2021-11-08,41.7059
2021-11-09,41.456
2021-11-10,42.2612
2021-11-11,43.1155
2021-11-12,42.3982
2021-11-13,42.3982
2021-11-14,42.3982
2021-11-15,42.0878
2021-11-16,41.9466
2021-11-17,41.0909
2021-11-18,40.6619
2021-11-19,39.9782
2021-11-20,39.9782
2021-11-21,39.9782
2021-11-22,39.9417
2021-11-23,43.2188
2021-11-24,43.8424
2021-11-25,43.8424
2021-11-26,42.2812
2021-11-27,42.2812
2021-11-28,42.2812
2021-11-29,41.4205
2021-11-30,41.8657
2021-12-01,41.8246
2021-12-02,46.2969
2021-12-03,46.7616
2021-12-04,46.7616
2021-12-05,46.7616
2021-12-06,50.7761
2021-12-07,50.0618
2021-12-08,50.8252
2021-12-09,50.2785
2021-12-10,49.875
2021-12-11,49.875
2021-12-12,49.875
2021-12-13,48.4664
2021-12-14,48.0652
2021-12-15,48.778
2021-12-16,48.7248
2021-12-17,51.5155
2021-12-18,51.5155
2021-12-19,51.5155
2021-12-20,49.389
2021-12-21,52.8961
2021-12-22,53.1431
2021-12-23,55.045
2021-12-24,55.045
2021-12-25,55.045
2021-12-26,55.045
2021-12-27,56.7224
2021-12-28,56.3598
2021-12-29,56.1125
2021-12-30,52.985
2021-12-31,52.1182
2022-01-01,52.1182
2022-01-02,52.1182
2022-01-03,53.0193
2022-01-04,53.8127
2022-01-05,51.3601
2022-01-06,52.4536
2022-01-07,49.7354
2022-01-08,49.7354
2022-01-09,49.7354
2022-01-10,49.6787
2022-01-11,50.7809
2022-01-12,51.8152
2022-01-13,54.6625
2022-01-14,55.4995
2022-01-15,55.4995
2022-01-16,55.4995
2022-01-17,55.4995
2022-01-18,53.3962
2022-01-19,51.6772
2022-01-20,47.9158
2022-01-21,46.8992
2022-01-22,46.8992
2022-01-23,46.8992
2022-01-24,49.1321
2022-01-25,47.8184
2022-01-26,45.0166
2022-01-27,43.4087
2022-01-28,45.0096
2022-01-29,45.0096
2022-01-30,45.0096
2022-01-31,46.4559
2022-02-01,47.9317
2022-02-02,47.1784
2022-02-03,45.1343
2022-02-04,44.2694
2022-02-05,44.2694
2022-02-06,44.2694
2022-02-07,43.6585
2022-02-08,47.9897
2022-02-09,48.8612
2022-02-10,47.6498
2022-02-11,46.7238
2022-02-12,46.7238
2022-02-13,46.7238
2022-02-14,47.5305
2022-02-15,50.6238
2022-02-16,53.359
2022-02-17,51.4144
2022-02-18,49.9868
2022-02-19,49.9868
2022-02-20,49.9868
2022-02-21,49.9868
2022-02-22,48.0543
2022-02-23,46.6679
2022-02-24,30.7022
2022-02-25,33.8545
2022-02-26,33.8545
2022-02-27,33.8545
2022-02-28,35.253
2022-03-01,35.7549
2022-03-02,39.4451
2022-03-03,40.3314
2022-03-04,39.359
2022-03-05,39.359
2022-03-06,39.359
2022-03-07,39.505
2022-03-08,41.0708
2022-03-09,42.5606
2022-03-10,43.2785
2022-03-11,43.6669
2022-03-12,43.6669
2022-03-13,43.6669
2022-03-14,44.4538
2022-03-15,43.2811
2022-03-16,43.843
2022-03-17,44.3614
2022-03-18,43.53
2022-03-19,43.53
2022-03-20,43.53
2022-03-21,41.866
2022-03-22,40.7651
2022-03-23,39.3138
2022-03-24,38.8246
2022-03-25,39.1859
2022-03-26,39.1859
2022-03-27,39.1859
2022-03-28,37.9119
2022-03-29,39.6345
2022-03-30,39.3121
2022-03-31,39.9438
2022-04-01,40.9609
2022-04-02,40.9609
2022-04-03,40.9609
2022-04-04,40.6493
2022-04-05,38.9002
2022-04-06,36.5416
2022-04-07,36.815
2022-04-08,36.1308
2022-04-09,36.1308
2022-04-10,36.1308
2022-04-11,36.0086
2022-04-12,36.9641
2022-04-13,37.9229
2022-04-14,37.3799
2022-04-15,37.3799
2022-04-16,37.3799
2022-04-17,37.3799
2022-04-18,36.6118
2022-04-19,39.3425
2022-04-20,39.9373
2022-04-21,40.0892
2022-04-22,37.0811
2022-04-23,37.0811
2022-04-24,37.0811
2022-04-25,36.5322
2022-04-26,34.4653
2022-04-27,34.6281
2022-04-28,36.4254
2022-04-29,34.5071
2022-04-30,34.5071
2022-05-01,34.5071
2022-05-02,35.0012
2022-05-03,28.6021
2022-05-04,32.1816
2022-05-05,30.4074
2022-05-06,30.0582
2022-05-07,30.0582
2022-05-08,30.0582
2022-05-09,28.4018
2022-05-10,28.2824
2022-05-11,28.2824
2022-05-12,29.0013
2022-05-13,29.8898
2022-05-14,29.8898
2022-05-15,29.8898
2022-05-16,29.4735
2022-05-17,32.0041
2022-05-18,31.3289
2022-05-19,30.5871
2022-05-20,29.5032
2022-05-21,29.5032
2022-05-22,29.5032
2022-05-23,32.3153
2022-05-24,31.29
2022-05-25,31.5396
2022-05-26,33.3763
2022-05-27,37.4035
2022-05-28,37.4035
2022-05-29,37.4035
2022-05-30,37.4035
2022-05-31,37.1756
2022-06-01,36.8504
2022-06-02,37.5767
2022-06-03,37.7413
2022-06-04,37.7413
2022-06-05,37.7413
2022-06-06,39.2331
2022-06-07,41.1773
2022-06-08,40.0721
2022-06-09,38.9369
2022-06-10,36.4448
2022-06-11,36.4448
2022-06-12,36.4448
2022-06-13,35.162
2022-06-14,34.6941
2022-06-15,35.4055
2022-06-16,33.6068
2022-06-17,35.1319
2022-06-18,35.1319
2022-06-19,35.1319
2022-06-20,35.1319
2022-06-21,34.4104
2022-06-22,34.2165
2022-06-23,35.1612
2022-06-24,37.3034
2022-06-25,37.3034
2022-06-26,37.3034
2022-06-27,37.1929
2022-06-28,36.4663
2022-06-29,34.8932
2022-06-30,35.3903
2022-07-01,36.6905
2022-07-02,36.6905
2022-07-03,36.6905
2022-07-04,36.6905
2022-07-05,34.2755
2022-07-06,32.7549
2022-07-07,33.0621
2022-07-08,33.377
2022-07-09,33.377
2022-07-10,33.377
2022-07-11,32.4301
2022-07-12,30.5852
2022-07-13,30.1535
2022-07-14,29.5777
2022-07-15,25.7981
2022-07-16,25.7981
2022-07-17,25.7981
2022-07-18,26.8841
2022-07-19,29.1372
2022-07-20,29.2446
2022-07-21,27.8474
2022-07-22,26.852
2022-07-23,26.852
2022-07-24,26.852
2022-07-25,27.4112
2022-07-26,26.6524
2022-07-27,29.887
2022-07-28,29.8401
2022-07-29,29.7917
2022-07-30,29.7917
2022-07-31,29.7917
2022-08-01,29.7418
2022-08-02,34.8247
2022-08-03,37.1252
2022-08-04,40.9477
2022-08-05,45.5973
2022-08-06,45.5973
2022-08-07,45.5973
2022-08-08,46.4207
2022-08-09,44.943
2022-08-10,46.94
2022-08-11,47.2697
2022-08-12,47.6066
2022-08-13,47.6066
2022-08-14,47.6066
2022-08-15,47.3718
2022-08-16,47.2112
2022-08-17,44.2622
2022-08-18,44.4511
2022-08-19,43.3121
2022-08-20,43.3121
2022-08-21,43.3121
2022-08-22,41.2007
2022-08-23,42.2057
2022-08-24,44.9321
2022-08-25,46.335
2022-08-26,43.435
2022-08-27,43.435
2022-08-28,43.435
2022-08-29,43.0681
2022-08-30,42.5476
2022-08-31,41.7277
2022-09-01,39.306
2022-09-02,38.6911
2022-09-03,38.6911
2022-09-04,38.6911
2022-09-05,38.6911
2022-09-06,41.0241
2022-09-07,43.3553
2022-09-08,43.7553
2022-09-09,45.9277
2022-09-10,45.9277
2022-09-11,45.9277
2022-09-12,45.7615
2022-09-13,43.2515
2022-09-14,40.1639
2022-09-15,39.8139
2022-09-16,38.902
2022-09-17,38.902
2022-09-18,38.902
2022-09-19,40.8427
2022-09-20,39.3348
2022-09-21,38.4947
2022-09-22,36.6716
2022-09-23,34.3061
2022-09-24,34.3061
2022-09-25,34.3061
2022-09-26,33.8895
2022-09-27,33.648
2022-09-28,34.1336
2022-09-29,32.5326
2022-09-30,31.6467
2022-10-01,31.6467
2022-10-02,31.6467
2022-10-03,37.1906
2022-10-04,40.3834
2022-10-05,42.6937
2022-10-06,41.7477
2022-10-07,40.3257
2022-10-08,40.3257
2022-10-09,40.3257
2022-10-10,40.6395
2022-10-11,40.9606
2022-10-12,40.8083
2022-10-13,42.4675
2022-10-14,40.6597
2022-10-15,40.6597
2022-10-16,40.6597
2022-10-17,43.1626
2022-10-18,43.9075
2022-10-19,42.5877
2022-10-20,42.0162
2022-10-21,44.8597
2022-10-22,44.8597
2022-10-23,44.8597
2022-10-24,43.8334
2022-10-25,45.9648
2022-10-26,46.3857
2022-10-27,46.6009
2022-10-28,50.8832
2022-10-29,50.8832
2022-10-30,50.8832
2022-10-31,51.1725
2022-11-01,60.6776
2022-11-02,52.1218
2022-11-03,53.178
2022-11-04,55.8638
2022-11-05,55.8638
2022-11-06,55.8638
2022-11-07,56.4453
2022-11-08,58.2171
2022-11-09,56.6836
2022-11-10,58.7445
2022-11-11,59.231
2022-11-12,59.231
2022-11-13,59.231
2022-11-14,57.9066
2022-11-15,60.2366
2022-11-16,59.9656
2022-11-17,59.5038
2022-11-18,59.2208
2022-11-19,59.2208
2022-11-20,59.2208
2022-11-21,57.5227
2022-11-22,61.2868
2022-11-23,61.4664
2022-11-24,61.4664
2022-11-25,60.594
2022-11-26,60.594
2022-11-27,60.594
2022-11-28,59.1464
2022-11-29,58.5675
2022-11-30,62.1451
2022-12-01,61.8491
2022-12-02,61.5459
2022-12-03,61.5459
2022-12-04,61.5459
2022-12-05,60.8261
2022-12-06,59.1893
2022-12-07,59.4713
2022-12-08,57.0251
2022-12-09,55.6439
2022-12-10,55.6439
2022-12-11,55.6439
2022-12-12,58.0466
2022-12-13,52.9472
2022-12-14,52.3418
2022-12-15,52.4222
2022-12-16,49.7318
2022-12-17,49.7318
2022-12-18,49.7318
2022-12-19,46.8436
2022-12-20,49.0541
2022-12-21,49.1383
2022-12-22,48.8047
2022-12-23,48.8944
2022-12-24,48.8944
2022-12-25,48.8944
2022-12-26,48.8944
2022-12-27,49.8045
2022-12-28,48.2921
2022-12-29,50.8358
2022-12-30,50.378
2022-12-31,50.378
2023-01-01,50.378
2023-01-02,50.378
2023-01-03,51.1964
2023-01-04,53.1503
2023-01-05,54.9321
2023-01-06,55.5154
2023-01-07,55.5154
2023-01-08,55.5154
2023-01-09,56.8365
2023-01-10,58.8889
2023-01-11,58.4466
2023-01-12,58.767
2023-01-13,59.7305
2023-01-14,59.7305
2023-01-15,59.7305
2023-01-16,59.7305
2023-01-17,58.3207
2023-01-18,55.1771
2023-01-19,55.1771
2023-01-20,58.0304
2023-01-21,58.0304
2023-01-22,58.0304
2023-01-23,60.7703
2023-01-24,60.4205
2023-01-25,59.4762
2023-01-26,60.279
2023-01-27,60.4411
2023-01-28,60.4411
2023-01-29,60.4411
2023-01-30,59.4372
2023-01-31,61.9693
2023-02-01,63.3438
2023-02-02,64.7355
2023-02-03,63.9424
2023-02-04,63.9424
2023-02-05,63.9424
2023-02-06,63.2742
2023-02-07,64.2783
2023-02-08,62.2469
2023-02-09,60.5318
2023-02-10,60.9598
2023-02-11,60.9598
2023-02-12,60.9598
2023-02-13,62.6364
2023-02-14,61.8126
2023-02-15,63.8613
2023-02-16,61.8033
2023-02-17,64.56
2023-02-18,64.56
2023-02-19,64.56
2023-02-20,64.56
2023-02-21,59.6015
2023-02-22,59.7654
2023-02-23,60.9935
2023-02-24,56.1476
2023-02-25,56.1476
2023-02-26,56.1476
2023-02-27,59.0226
2023-02-28,59.4159
2023-03-01,58.8318
2023-03-02,59.5718
2023-03-03,58.0137
2023-03-04,58.0137
2023-03-05,58.0137
2023-03-06,46.1128
2023-03-07,48.9107
2023-03-08,52.4243
2023-03-09,51.2638
2023-03-10,48.5631
2023-03-11,48.5631
2023-03-12,48.5631
2023-03-13,45.0265
2023-03-14,47.9096
2023-03-15,45.3792
2023-03-16,47.6222
2023-03-17,44.9241
