,PAYX US Equity
2023-03-21,46.024
2023-03-22,42.317
2023-03-23,43.5012
2023-03-24,44.8884
2023-03-25,44.8884
2023-03-26,44.8884
2023-03-27,45.2362
2023-03-28,45.1135
2023-03-29,54.1778
2023-03-30,51.0948
2023-03-31,52.2794
2023-04-01,52.2794
2023-04-02,52.2794
2023-04-03,48.5057
2023-04-04,46.9673
2023-04-05,45.8418
2023-04-06,46.104
2023-04-07,46.104
2023-04-08,46.104
2023-04-09,46.104
2023-04-10,46.4362
2023-04-11,46.541
2023-04-12,45.4256
2023-04-13,46.5727
2023-04-14,45.0226
2023-04-15,45.0226
2023-04-16,45.0226
2023-04-17,47.2748
2023-04-18,46.9492
2023-04-19,47.5991
2023-04-20,46.7174
2023-04-21,47.3657
2023-04-22,47.3657
2023-04-23,47.3657
2023-04-24,49.3085
2023-04-25,45.5742
2023-04-26,42.6424
2023-04-27,46.0778
2023-04-28,48.6783
2023-04-29,48.6783
2023-04-30,48.6783
2023-05-01,48.9431
2023-05-02,46.0519
2023-05-03,46.1451
2023-05-04,45.5976
2023-05-05,46.4782
2023-05-06,46.4782
2023-05-07,46.4782
2023-05-08,44.6961
2023-05-09,46.0096
2023-05-10,49.1068
2023-05-11,46.6449
2023-05-12,47.0276
2023-05-13,47.0276
2023-05-14,47.0276
2023-05-15,48.7655
2023-05-16,46.1818
2023-05-17,47.8743
2023-05-18,49.77
2023-05-19,48.9446
2023-05-20,48.9446
2023-05-21,48.9446
2023-05-22,51.3583
2023-05-23,49.8791
2023-05-24,49.2102
2023-05-25,48.6265
2023-05-26,49.0296
2023-05-27,49.0296
2023-05-28,49.0296
2023-05-29,49.0296
2023-05-30,47.9166
2023-05-31,44.8578
2023-06-01,48.0868
2023-06-02,51.9942
2023-06-03,51.9942
2023-06-04,51.9942
2023-06-05,53.6507
2023-06-06,53.3244
2023-06-07,53.9283
2023-06-08,52.5909
2023-06-09,53.5074
2023-06-10,53.5074
2023-06-11,53.5074
2023-06-12,55.2248
2023-06-13,55.7323
2023-06-14,52.8271
2023-06-15,55.007
2023-06-16,55.3447
2023-06-17,55.3447
2023-06-18,55.3447
2023-06-19,55.3447
2023-06-20,53.3476
2023-06-21,54.1339
2023-06-22,51.8169
2023-06-23,47.9574
2023-06-24,47.9574
2023-06-25,47.9574
2023-06-26,50.9274
2023-06-27,51.4576
2023-06-28,50.9693
2023-06-29,49.1208
2023-06-30,52.4073
2023-07-01,52.4073
2023-07-02,52.4073
2023-07-03,51.8615
2023-07-04,51.8615
2023-07-05,53.6226
2023-07-06,54.6452
2023-07-07,54.2329
2023-07-08,54.2329
2023-07-09,54.2329
2023-07-10,57.8086
2023-07-11,59.592
2023-07-12,60.0341
2023-07-13,62.0491
2023-07-14,62.3778
2023-07-15,62.3778
2023-07-16,62.3778
2023-07-17,62.5506
2023-07-18,63.727
2023-07-19,64.8304
2023-07-20,65.3561
2023-07-21,64.543
2023-07-22,64.543
2023-07-23,64.543
2023-07-24,66.3539
2023-07-25,65.9185
2023-07-26,68.4594
2023-07-27,67.1319
2023-07-28,66.1274
2023-07-29,66.1274
2023-07-30,66.1274
2023-07-31,64.1601
2023-08-01,64.5137
2023-08-02,61.8758
2023-08-03,62.1912
2023-08-04,59.1541
2023-08-05,59.1541
2023-08-06,59.1541
2023-08-07,61.5585
2023-08-08,59.5198
2023-08-09,60.702
2023-08-10,61.0195
2023-08-11,62.3636
2023-08-12,62.3636
2023-08-13,62.3636
2023-08-14,61.4495
2023-08-15,58.8979
2023-08-16,56.9919
2023-08-17,54.4819
2023-08-18,53.6348
2023-08-19,53.6348
2023-08-20,53.6348
2023-08-21,53.7635
2023-08-22,51.9083
2023-08-23,55.0192
2023-08-24,53.5978
2023-08-25,55.1451
2023-08-26,55.1451
2023-08-27,55.1451
2023-08-28,55.6004
2023-08-29,55.2139
2023-08-30,56.0049
2023-08-31,55.4522
2023-09-01,55.7084
2023-09-02,55.7084
2023-09-03,55.7084
2023-09-04,55.7084
2023-09-05,53.7702
2023-09-06,51.9547
2023-09-07,51.6301
2023-09-08,52.2304
2023-09-09,52.2304
2023-09-10,52.2304
2023-09-11,51.014
2023-09-12,50.7693
2023-09-13,49.8935
2023-09-14,49.2063
2023-09-15,44.0304
2023-09-16,44.0304
2023-09-17,44.0304
2023-09-18,44.7191
2023-09-19,44.4528
2023-09-20,43.6134
2023-09-21,39.96
2023-09-22,39.4343
2023-09-23,39.4343
2023-09-24,39.4343
2023-09-25,42.4787
2023-09-26,40.0538
2023-09-27,47.2913
2023-09-28,48.33
2023-09-29,45.6021
2023-09-30,45.6021
2023-10-01,45.6021
2023-10-02,43.4074
2023-10-03,44.2314
2023-10-04,46.068
2023-10-05,45.4575
2023-10-06,49.7118
2023-10-07,49.7118
2023-10-08,49.7118
2023-10-09,52.3846
2023-10-10,51.2166
2023-10-11,51.5686
2023-10-12,51.4018
2023-10-13,50.4232
2023-10-14,50.4232
2023-10-15,50.4232
2023-10-16,51.6544
2023-10-17,52.324
2023-10-18,50.7802
2023-10-19,50.638
2023-10-20,46.9193
2023-10-21,46.9193
2023-10-22,46.9193
2023-10-23,48.0545
2023-10-24,48.9333
2023-10-25,41.6074
2023-10-26,41.0401
2023-10-27,38.3595
2023-10-28,38.3595
2023-10-29,38.3595
2023-10-30,40.2126
2023-10-31,41.092
2023-11-01,38.4246
2023-11-02,44.5612
2023-11-03,42.1421
2023-11-04,42.1421
2023-11-05,42.1421
2023-11-06,43.7606
2023-11-07,45.3572
2023-11-08,47.6061
2023-11-09,47.5661
2023-11-10,49.6226
2023-11-11,49.6226
2023-11-12,49.6226
2023-11-13,49.5364
2023-11-14,52.0902
2023-11-15,53.2989
2023-11-16,52.2909
2023-11-17,53.7255
2023-11-18,53.7255
2023-11-19,53.7255
2023-11-20,55.409
2023-11-21,54.7333
2023-11-22,55.5404
2023-11-23,55.5404
2023-11-24,54.7699
2023-11-25,54.7699
2023-11-26,54.7699
2023-11-27,55.4098
2023-11-28,56.305
2023-11-29,58.4553
2023-11-30,59.5313
2023-12-01,61.9554
2023-12-02,61.9554
2023-12-03,61.9554
2023-12-04,62.2671
2023-12-05,60.0357
2023-12-06,61.7522
2023-12-07,62.2504
2023-12-08,60.636
2023-12-09,60.636
2023-12-10,60.636
2023-12-11,62.1166
2023-12-12,63.7427
2023-12-13,65.4999
2023-12-14,62.8925
2023-12-15,62.9043
2023-12-16,62.9043
2023-12-17,62.9043
2023-12-18,63.9747
2023-12-19,65.1871
2023-12-20,63.2372
2023-12-21,48.7143
2023-12-22,49.9874
2023-12-23,49.9874
2023-12-24,49.9874
2023-12-25,49.9874
2023-12-26,50.4118
2023-12-27,48.9219
2023-12-28,49.5198
2023-12-29,48.9819
2023-12-30,48.9819
2023-12-31,48.9819
2024-01-01,48.9819
2024-01-02,47.2921
2024-01-03,45.9306
2024-01-04,47.4649
2024-01-05,47.6626
2024-01-06,47.6626
2024-01-07,47.6626
2024-01-08,49.8986
2024-01-09,48.742
2024-01-10,49.0777
2024-01-11,49.4669
2024-01-12,50.377
2024-01-13,50.377
2024-01-14,50.377
2024-01-15,50.377
2024-01-16,50.5201
2024-01-17,51.0071
2024-01-18,51.4356
2024-01-19,54.1786
2024-01-20,54.1786
2024-01-21,54.1786
2024-01-22,55.2429
2024-01-23,55.2889
2024-01-24,53.5232
2024-01-25,51.9008
2024-01-26,51.7716
2024-01-27,51.7716
2024-01-28,51.7716
2024-01-29,52.5051
2024-01-30,54.3191
2024-01-31,52.9571
2024-02-01,51.732
2024-02-02,52.93
2024-02-03,52.93
2024-02-04,52.93
2024-02-05,49.3729
2024-02-06,53.3413
2024-02-07,53.1726
2024-02-08,54.2537
2024-02-09,54.7195
2024-02-10,54.7195
2024-02-11,54.7195
2024-02-12,54.6367
2024-02-13,53.1593
2024-02-14,54.6425
2024-02-15,55.6404
2024-02-16,56.6614
2024-02-17,56.6614
2024-02-18,56.6614
2024-02-19,56.6614
2024-02-20,58.5195
2024-02-21,56.1416
2024-02-22,58.2603
2024-02-23,58.1015
2024-02-24,58.1015
2024-02-25,58.1015
2024-02-26,55.2741
2024-02-27,54.2632
2024-02-28,53.2136
2024-02-29,53.6114
2024-03-01,52.7497
2024-03-02,52.7497
2024-03-03,52.7497
2024-03-04,52.9702
2024-03-05,48.4797
2024-03-06,49.5286
2024-03-07,50.3649
2024-03-08,49.7046
2024-03-09,49.7046
2024-03-10,49.7046
2024-03-11,51.4464
2024-03-12,53.4983
2024-03-13,52.3206
2024-03-14,51.0682
2024-03-15,48.3124
2024-03-16,48.3124
2024-03-17,48.3124
2024-03-18,48.8875
2024-03-19,49.9944
2024-03-20,54.0311
2024-03-21,52.5315
2024-03-22,49.3787
2024-03-23,49.3787
2024-03-24,49.3787
2024-03-25,45.7914
2024-03-26,47.1024
2024-03-27,50.9612
2024-03-28,53.2585
2024-03-29,53.2585
2024-03-30,53.2585
2024-03-31,53.2585
2024-04-01,50.9638
2024-04-02,51.8013
2024-04-03,48.4167
2024-04-04,47.9361
2024-04-05,52.2746
2024-04-06,52.2746
2024-04-07,52.2746
2024-04-08,54.6777
