,VNO US Equity
2020-09-20,48.412
2020-09-21,44.9229
2020-09-22,45.2325
2020-09-23,43.2667
2020-09-24,43.9521
2020-09-25,45.6889
2020-09-26,45.6889
2020-09-27,45.6889
2020-09-28,48.1898
2020-09-29,46.5643
2020-09-30,46.4125
2020-10-01,48.2361
2020-10-02,50.2126
2020-10-03,50.2126
2020-10-04,50.2126
2020-10-05,49.952
2020-10-06,49.3651
2020-10-07,50.1661
2020-10-08,52.0789
2020-10-09,49.8047
2020-10-10,49.8047
2020-10-11,49.8047
2020-10-12,49.7656
2020-10-13,46.8906
2020-10-14,46.8721
2020-10-15,47.2606
2020-10-16,46.9645
2020-10-17,46.9645
2020-10-18,46.9645
2020-10-19,44.2498
2020-10-20,44.8076
2020-10-21,43.5127
2020-10-22,47.0889
2020-10-23,47.8982
2020-10-24,47.8982
2020-10-25,47.8982
2020-10-26,46.085
2020-10-27,44.3302
2020-10-28,41.1089
2020-10-29,40.8269
2020-10-30,42.1078
2020-10-31,42.1078
2020-11-01,42.1078
2020-11-02,46.1359
2020-11-03,49.291
2020-11-04,45.0288
2020-11-05,45.4575
2020-11-06,43.8308
2020-11-07,43.8308
2020-11-08,43.8308
2020-11-09,57.5827
2020-11-10,58.0045
2020-11-11,55.3306
2020-11-12,52.9833
2020-11-13,56.2872
2020-11-14,56.2872
2020-11-15,56.2872
2020-11-16,58.034
2020-11-17,59.857
2020-11-18,57.0626
2020-11-19,57.1235
2020-11-20,57.2364
2020-11-21,57.2364
2020-11-22,57.2364
2020-11-23,58.6027
2020-11-24,59.6071
2020-11-25,57.4614
2020-11-26,57.4614
2020-11-27,56.9573
2020-11-28,56.9573
2020-11-29,56.9573
2020-11-30,54.5336
2020-12-01,55.0767
2020-12-02,55.6667
2020-12-03,56.4693
2020-12-04,58.3051
2020-12-05,58.3051
2020-12-06,58.3051
2020-12-07,56.3779
2020-12-08,55.3858
2020-12-09,54.7516
2020-12-10,54.7975
2020-12-11,53.1071
2020-12-12,53.1071
2020-12-13,53.1071
2020-12-14,51.7993
2020-12-15,52.9643
2020-12-16,51.9075
2020-12-17,52.2017
2020-12-18,49.1459
2020-12-19,49.1459
2020-12-20,49.1459
2020-12-21,48.2192
2020-12-22,46.8904
2020-12-23,48.896
2020-12-24,48.3261
2020-12-25,48.3261
2020-12-26,48.3261
2020-12-27,48.3261
2020-12-28,49.8932
2020-12-29,48.0935
2020-12-30,48.9403
2020-12-31,50.6623
2021-01-01,50.6623
2021-01-02,50.6623
2021-01-03,50.6623
2021-01-04,49.3751
2021-01-05,47.5022
2021-01-06,49.6893
2021-01-07,47.9696
2021-01-08,48.4603
2021-01-09,48.4603
2021-01-10,48.4603
2021-01-11,46.9752
2021-01-12,48.271
2021-01-13,49.624
2021-01-14,52.1561
2021-01-15,53.3239
2021-01-16,53.3239
2021-01-17,53.3239
2021-01-18,53.3239
2021-01-19,51.6133
2021-01-20,52.3475
2021-01-21,51.2138
2021-01-22,51.8803
2021-01-23,51.8803
2021-01-24,51.8803
2021-01-25,53.5782
2021-01-26,54.2986
2021-01-27,55.1883
2021-01-28,56.439
2021-01-29,56.4143
2021-01-30,56.4143
2021-01-31,56.4143
2021-02-01,54.0005
2021-02-02,51.0342
2021-02-03,51.1623
2021-02-04,50.7503
2021-02-05,50.8413
2021-02-06,50.8413
2021-02-07,50.8413
2021-02-08,52.3223
2021-02-09,51.4587
2021-02-10,54.1642
2021-02-11,54.5539
2021-02-12,52.7742
2021-02-13,52.7742
2021-02-14,52.7742
2021-02-15,52.7742
2021-02-16,50.3369
2021-02-17,49.7131
2021-02-18,47.4218
2021-02-19,50.0697
2021-02-20,50.0697
2021-02-21,50.0697
2021-02-22,57.1025
2021-02-23,60.7232
2021-02-24,63.3069
2021-02-25,58.93
2021-02-26,59.3109
2021-02-27,59.3109
2021-02-28,59.3109
2021-03-01,60.9878
2021-03-02,60.0956
2021-03-03,62.0958
2021-03-04,60.775
2021-03-05,61.2832
2021-03-06,61.2832
2021-03-07,61.2832
2021-03-08,65.4504
2021-03-09,62.9315
2021-03-10,63.2903
2021-03-11,64.6407
2021-03-12,65.8762
2021-03-13,65.8762
2021-03-14,65.8762
2021-03-15,64.4034
2021-03-16,61.8205
2021-03-17,63.3414
2021-03-18,63.1323
2021-03-19,62.5157
2021-03-20,62.5157
2021-03-21,62.5157
2021-03-22,60.1322
2021-03-23,56.3413
2021-03-24,56.0891
2021-03-25,57.9398
2021-03-26,59.4444
2021-03-27,59.4444
2021-03-28,59.4444
2021-03-29,56.2674
2021-03-30,57.4593
2021-03-31,55.0188
2021-04-01,56.6336
2021-04-02,56.6336
2021-04-03,56.6336
2021-04-04,56.6336
2021-04-05,55.3991
2021-04-06,55.616
2021-04-07,55.6331
2021-04-08,54.4567
2021-04-09,54.8409
2021-04-10,54.8409
2021-04-11,54.8409
2021-04-12,55.3969
2021-04-13,55.0231
2021-04-14,53.3024
2021-04-15,52.9551
2021-04-16,53.1865
2021-04-17,53.1865
2021-04-18,53.1865
2021-04-19,54.2653
2021-04-20,51.8652
2021-04-21,54.0118
2021-04-22,51.1608
2021-04-23,52.3342
2021-04-24,52.3342
2021-04-25,52.3342
2021-04-26,53.7958
2021-04-27,54.5577
2021-04-28,54.4322
2021-04-29,55.3667
2021-04-30,53.9871
2021-05-01,53.9871
2021-05-02,53.9871
2021-05-03,53.8823
2021-05-04,57.5488
2021-05-05,54.3766
2021-05-06,55.6615
2021-05-07,54.9048
2021-05-08,54.9048
2021-05-09,54.9048
2021-05-10,55.9724
2021-05-11,54.6344
2021-05-12,51.0019
2021-05-13,51.4426
2021-05-14,52.806
2021-05-15,52.806
2021-05-16,52.806
2021-05-17,54.5297
2021-05-18,55.2759
2021-05-19,51.5683
2021-05-20,52.885
2021-05-21,53.5162
2021-05-22,53.5162
2021-05-23,53.5162
2021-05-24,55.75
2021-05-25,52.5969
2021-05-26,54.5222
2021-05-27,54.9265
2021-05-28,56.0539
2021-05-29,56.0539
2021-05-30,56.0539
2021-05-31,56.0539
2021-06-01,59.1269
2021-06-02,60.392
2021-06-03,59.0028
2021-06-04,57.4445
2021-06-05,57.4445
2021-06-06,57.4445
2021-06-07,60.4405
2021-06-08,59.861
2021-06-09,60.6235
2021-06-10,60.7551
2021-06-11,59.9552
2021-06-12,59.9552
2021-06-13,59.9552
2021-06-14,60.0761
2021-06-15,58.464
2021-06-16,56.6539
2021-06-17,53.7205
2021-06-18,50.0355
2021-06-19,50.0355
2021-06-20,50.0355
2021-06-21,53.8592
2021-06-22,51.7259
2021-06-23,52.1317
2021-06-24,53.1281
2021-06-25,54.028
2021-06-26,54.028
2021-06-27,54.028
2021-06-28,51.0137
2021-06-29,49.5478
2021-06-30,50.0106
2021-07-01,50.9658
2021-07-02,50.1024
2021-07-03,50.1024
2021-07-04,50.1024
2021-07-05,50.1024
2021-07-06,48.3096
2021-07-07,47.0517
2021-07-08,45.6333
2021-07-09,49.9033
2021-07-10,49.9033
2021-07-11,49.9033
2021-07-12,51.3026
2021-07-13,47.625
2021-07-14,48.4148
2021-07-15,47.5343
2021-07-16,46.8844
2021-07-17,46.8844
2021-07-18,46.8844
2021-07-19,42.3297
2021-07-20,46.7514
2021-07-21,48.3799
2021-07-22,45.3275
2021-07-23,45.268
2021-07-24,45.268
2021-07-25,45.268
2021-07-26,45.9529
2021-07-27,45.9529
2021-07-28,45.6472
2021-07-29,45.1371
2021-07-30,44.182
2021-07-31,44.182
2021-08-01,44.182
2021-08-02,43.7368
2021-08-03,41.9649
2021-08-04,40.0383
2021-08-05,42.8405
2021-08-06,44.8378
2021-08-07,44.8378
2021-08-08,44.8378
2021-08-09,43.8336
2021-08-10,43.2106
2021-08-11,46.3114
2021-08-12,44.8156
2021-08-13,45.571
2021-08-14,45.571
2021-08-15,45.571
2021-08-16,45.1683
2021-08-17,44.6401
2021-08-18,41.8772
2021-08-19,41.3695
2021-08-20,41.4334
2021-08-21,41.4334
2021-08-22,41.4334
2021-08-23,42.8188
2021-08-24,44.0292
2021-08-25,44.0292
2021-08-26,42.9288
2021-08-27,45.0118
2021-08-28,45.0118
2021-08-29,45.0118
2021-08-30,43.7531
2021-08-31,45.2703
2021-09-01,47.9839
2021-09-02,46.6756
2021-09-03,45.5546
2021-09-04,45.5546
2021-09-05,45.5546
2021-09-06,45.5546
2021-09-07,46.0774
2021-09-08,46.934
2021-09-09,44.4878
2021-09-10,41.5521
2021-09-11,41.5521
2021-09-12,41.5521
2021-09-13,44.8854
2021-09-14,44.1124
2021-09-15,45.2185
2021-09-16,46.1587
2021-09-17,45.2446
2021-09-18,45.2446
2021-09-19,45.2446
2021-09-20,44.9654
2021-09-21,46.0332
2021-09-22,49.4685
2021-09-23,51.7675
2021-09-24,54.0442
2021-09-25,54.0442
2021-09-26,54.0442
2021-09-27,54.7893
2021-09-28,54.451
2021-09-29,50.8769
2021-09-30,47.4772
2021-10-01,51.734
2021-10-02,51.734
2021-10-03,51.734
2021-10-04,51.9518
2021-10-05,50.6516
2021-10-06,51.2823
2021-10-07,51.8608
2021-10-08,52.6175
2021-10-09,52.6175
2021-10-10,52.6175
2021-10-11,53.7175
2021-10-12,53.8924
2021-10-13,54.1611
2021-10-14,55.1524
2021-10-15,56.4801
2021-10-16,56.4801
2021-10-17,56.4801
2021-10-18,56.5097
2021-10-19,54.3677
2021-10-20,58.3088
2021-10-21,54.1183
2021-10-22,54.5515
2021-10-23,54.5515
2021-10-24,54.5515
2021-10-25,54.0238
2021-10-26,52.2463
2021-10-27,48.0164
2021-10-28,49.7076
2021-10-29,47.2474
2021-10-30,47.2474
2021-10-31,47.2474
2021-11-01,49.995
2021-11-02,48.5099
2021-11-03,52.5086
2021-11-04,50.2683
2021-11-05,54.2984
2021-11-06,54.2984
2021-11-07,54.2984
2021-11-08,56.8999
2021-11-09,55.6557
2021-11-10,54.454
2021-11-11,55.2781
2021-11-12,56.1243
2021-11-13,56.1243
2021-11-14,56.1243
2021-11-15,58.67
2021-11-16,54.5967
2021-11-17,52.7728
2021-11-18,54.4217
2021-11-19,51.48
2021-11-20,51.48
2021-11-21,51.48
2021-11-22,51.2098
2021-11-23,50.9884
2021-11-24,51.125
2021-11-25,51.125
2021-11-26,45.932
2021-11-27,45.932
2021-11-28,45.932
2021-11-29,44.5701
2021-11-30,41.3646
2021-12-01,39.3905
2021-12-02,45.0916
2021-12-03,44.4555
2021-12-04,44.4555
2021-12-05,44.4555
2021-12-06,47.3741
2021-12-07,47.945
2021-12-08,49.9475
2021-12-09,48.4428
2021-12-10,47.472
2021-12-11,47.472
2021-12-12,47.472
2021-12-13,46.0182
2021-12-14,44.777
2021-12-15,44.6657
2021-12-16,43.8761
2021-12-17,44.8274
2021-12-18,44.8274
2021-12-19,44.8274
2021-12-20,42.0984
2021-12-21,47.3938
2021-12-22,46.8932
2021-12-23,47.4413
2021-12-24,47.4413
2021-12-25,47.4413
2021-12-26,47.4413
2021-12-27,47.8391
2021-12-28,47.8142
2021-12-29,47.9546
2021-12-30,50.0409
2021-12-31,48.512
2022-01-01,48.512
2022-01-02,48.512
2022-01-03,53.4661
2022-01-04,56.8859
2022-01-05,54.6067
2022-01-06,55.9331
2022-01-07,57.39
2022-01-08,57.39
2022-01-09,57.39
2022-01-10,56.9384
2022-01-11,56.7076
2022-01-12,55.4577
2022-01-13,58.2058
2022-01-14,58.0266
2022-01-15,58.0266
2022-01-16,58.0266
2022-01-17,58.0266
2022-01-18,55.2131
2022-01-19,51.93
2022-01-20,49.0147
2022-01-21,46.3244
2022-01-22,46.3244
2022-01-23,46.3244
2022-01-24,45.5507
2022-01-25,44.5393
2022-01-26,44.0553
2022-01-27,41.3509
2022-01-28,45.0793
2022-01-29,45.0793
2022-01-30,45.0793
2022-01-31,46.9653
2022-02-01,48.5185
2022-02-02,47.933
2022-02-03,46.1358
2022-02-04,46.0213
2022-02-05,46.0213
2022-02-06,46.0213
2022-02-07,47.0804
2022-02-08,46.3329
2022-02-09,49.0588
2022-02-10,48.3297
2022-02-11,48.2274
2022-02-12,48.2274
2022-02-13,48.2274
2022-02-14,46.7684
2022-02-15,53.9273
2022-02-16,56.9534
2022-02-17,57.1164
2022-02-18,55.5126
2022-02-19,55.5126
2022-02-20,55.5126
2022-02-21,55.5126
2022-02-22,52.0289
2022-02-23,48.9889
2022-02-24,50.1931
2022-02-25,53.2658
2022-02-26,53.2658
2022-02-27,53.2658
2022-02-28,52.1485
2022-03-01,49.4976
2022-03-02,51.6038
2022-03-03,52.311
2022-03-04,53.2743
2022-03-05,53.2743
2022-03-06,53.2743
2022-03-07,51.7135
2022-03-08,54.413
2022-03-09,57.5809
2022-03-10,57.8764
2022-03-11,57.7204
2022-03-12,57.7204
2022-03-13,57.7204
2022-03-14,56.4613
2022-03-15,55.6761
2022-03-16,55.2785
2022-03-17,55.563
2022-03-18,57.105
2022-03-19,57.105
2022-03-20,57.105
2022-03-21,56.2518
2022-03-22,56.5651
2022-03-23,54.6283
2022-03-24,54.8906
2022-03-25,57.8044
2022-03-26,57.8044
2022-03-27,57.8044
2022-03-28,55.61
2022-03-29,57.9233
2022-03-30,55.6929
2022-03-31,53.2976
2022-04-01,53.2976
2022-04-02,53.2976
2022-04-03,53.2976
2022-04-04,50.9016
2022-04-05,47.9063
2022-04-06,47.3112
2022-04-07,44.7578
2022-04-08,43.875
2022-04-09,43.875
2022-04-10,43.875
2022-04-11,44.2729
2022-04-12,44.5634
2022-04-13,45.791
2022-04-14,44.1302
2022-04-15,44.1302
2022-04-16,44.1302
2022-04-17,44.1302
2022-04-18,42.8714
2022-04-19,45.2929
2022-04-20,46.5657
2022-04-21,46.0618
2022-04-22,43.7594
2022-04-23,43.7594
2022-04-24,43.7594
2022-04-25,45.0294
2022-04-26,43.5284
2022-04-27,41.1049
2022-04-28,43.3518
2022-04-29,39.6048
2022-04-30,39.6048
2022-05-01,39.6048
2022-05-02,38.0122
2022-05-03,40.4878
2022-05-04,39.319
2022-05-05,37.7154
2022-05-06,36.8151
2022-05-07,36.8151
2022-05-08,36.8151
2022-05-09,35.3422
2022-05-10,32.5944
2022-05-11,32.6272
2022-05-12,34.0564
2022-05-13,35.3433
2022-05-14,35.3433
2022-05-15,35.3433
2022-05-16,35.2521
2022-05-17,38.845
2022-05-18,36.0076
2022-05-19,34.6883
2022-05-20,34.9801
2022-05-21,34.9801
2022-05-22,34.9801
2022-05-23,36.4489
2022-05-24,36.3357
2022-05-25,38.6362
2022-05-26,40.0136
2022-05-27,41.6214
2022-05-28,41.6214
2022-05-29,41.6214
2022-05-30,41.6214
2022-05-31,40.3491
2022-06-01,37.9879
2022-06-02,38.8324
2022-06-03,36.9504
2022-06-04,36.9504
2022-06-05,36.9504
2022-06-06,36.9111
2022-06-07,38.9957
2022-06-08,36.9774
2022-06-09,34.6359
2022-06-10,34.2412
2022-06-11,34.2412
2022-06-12,34.2412
2022-06-13,30.8665
2022-06-14,30.4405
2022-06-15,32.136
2022-06-16,29.7055
2022-06-17,31.6561
2022-06-18,31.6561
2022-06-19,31.6561
2022-06-20,31.6561
2022-06-21,31.3919
2022-06-22,31.1233
2022-06-23,32.7346
2022-06-24,37.1024
2022-06-25,37.1024
2022-06-26,37.1024
2022-06-27,36.1997
2022-06-28,36.4608
2022-06-29,35.5027
2022-06-30,34.816
2022-07-01,37.777
2022-07-02,37.777
2022-07-03,37.777
2022-07-04,37.777
2022-07-05,40.1115
2022-07-06,38.6722
2022-07-07,40.3487
2022-07-08,38.856
2022-07-09,38.856
2022-07-10,38.856
2022-07-11,37.6551
2022-07-12,40.0816
2022-07-13,38.6879
2022-07-14,38.4843
2022-07-15,39.245
2022-07-16,39.245
2022-07-17,39.245
2022-07-18,39.4806
2022-07-19,41.4601
2022-07-20,42.2222
2022-07-21,41.3031
2022-07-22,41.9906
2022-07-23,41.9906
2022-07-24,41.9906
2022-07-25,41.8133
2022-07-26,40.1352
2022-07-27,41.5831
2022-07-28,44.1007
2022-07-29,45.3857
2022-07-30,45.3857
2022-07-31,45.3857
2022-08-01,44.5767
2022-08-02,42.5476
2022-08-03,41.6583
2022-08-04,40.1765
2022-08-05,39.5626
2022-08-06,39.5626
2022-08-07,39.5626
2022-08-08,42.695
2022-08-09,41.7511
2022-08-10,45.8883
2022-08-11,49.6804
2022-08-12,49.7107
2022-08-13,49.7107
2022-08-14,49.7107
2022-08-15,48.2053
2022-08-16,49.3478
2022-08-17,46.8532
2022-08-18,46.7949
2022-08-19,45.0003
2022-08-20,45.0003
2022-08-21,45.0003
2022-08-22,41.2519
2022-08-23,42.9483
2022-08-24,42.431
2022-08-25,43.0343
2022-08-26,40.7228
2022-08-27,40.7228
2022-08-28,40.7228
2022-08-29,39.6823
2022-08-30,39.0918
2022-08-31,38.6702
2022-09-01,37.2286
2022-09-02,39.2152
2022-09-03,39.2152
2022-09-04,39.2152
2022-09-05,39.2152
2022-09-06,40.0397
2022-09-07,41.6005
2022-09-08,45.215
2022-09-09,45.156
2022-09-10,45.156
2022-09-11,45.156
2022-09-12,47.2565
2022-09-13,42.9582
2022-09-14,42.1334
2022-09-15,41.6004
2022-09-16,43.271
2022-09-17,43.271
2022-09-18,43.271
2022-09-19,43.4569
2022-09-20,41.5684
2022-09-21,39.0529
2022-09-22,38.6496
2022-09-23,37.2567
2022-09-24,37.2567
2022-09-25,37.2567
2022-09-26,34.6929
2022-09-27,34.0809
2022-09-28,38.0004
2022-09-29,35.5648
2022-09-30,36.4235
2022-10-01,36.4235
2022-10-02,36.4235
2022-10-03,36.5031
2022-10-04,39.7042
2022-10-05,36.1832
2022-10-06,35.523
2022-10-07,33.7943
2022-10-08,33.7943
2022-10-09,33.7943
2022-10-10,33.6532
2022-10-11,33.529
2022-10-12,33.317
2022-10-13,35.6732
2022-10-14,36.8277
2022-10-15,36.8277
2022-10-16,36.8277
2022-10-17,40.7194
2022-10-18,40.4072
2022-10-19,37.4156
2022-10-20,38.3905
2022-10-21,40.5
2022-10-22,40.5
2022-10-23,40.5
2022-10-24,42.0306
2022-10-25,45.3975
2022-10-26,44.3595
2022-10-27,43.9381
2022-10-28,45.9561
2022-10-29,45.9561
2022-10-30,45.9561
2022-10-31,45.3342
2022-11-01,44.1567
2022-11-02,43.1424
2022-11-03,42.593
2022-11-04,46.4341
2022-11-05,46.4341
2022-11-06,46.4341
2022-11-07,45.8063
2022-11-08,46.2946
2022-11-09,44.5075
2022-11-10,53.1586
2022-11-11,55.0613
2022-11-12,55.0613
2022-11-13,55.0613
2022-11-14,52.3749
2022-11-15,52.8622
2022-11-16,50.5038
2022-11-17,49.5585
2022-11-18,49.3427
2022-11-19,49.3427
2022-11-20,49.3427
2022-11-21,49.9545
2022-11-22,51.6091
2022-11-23,51.5074
2022-11-24,51.5074
2022-11-25,52.8521
2022-11-26,52.8521
2022-11-27,52.8521
2022-11-28,51.7563
2022-11-29,53.4939
2022-11-30,53.4202
2022-12-01,51.5463
2022-12-02,49.9816
2022-12-03,49.9816
2022-12-04,49.9816
2022-12-05,45.3236
2022-12-06,42.7748
2022-12-07,40.8523
2022-12-08,41.4572
2022-12-09,43.834
2022-12-10,43.834
2022-12-11,43.834
2022-12-12,45.6529
2022-12-13,47.247
2022-12-14,46.9681
2022-12-15,45.8182
2022-12-16,43.0205
2022-12-17,43.0205
2022-12-18,43.0205
2022-12-19,42.0694
2022-12-20,41.6492
2022-12-21,41.4209
2022-12-22,42.9178
2022-12-23,42.9178
2022-12-24,42.9178
2022-12-25,42.9178
2022-12-26,42.9178
2022-12-27,43.2116
2022-12-28,41.2356
2022-12-29,42.6985
2022-12-30,41.3821
2022-12-31,41.3821
2023-01-01,41.3821
2023-01-02,41.3821
2023-01-03,42.3453
2023-01-04,43.2227
2023-01-05,43.8415
2023-01-06,45.5518
2023-01-07,45.5518
2023-01-08,45.5518
2023-01-09,43.5467
2023-01-10,46.2518
2023-01-11,49.2091
2023-01-12,50.9811
2023-01-13,52.0129
2023-01-14,52.0129
2023-01-15,52.0129
2023-01-16,52.0129
2023-01-17,51.9725
2023-01-18,51.029
2023-01-19,47.5359
2023-01-20,47.864
2023-01-21,47.864
2023-01-22,47.864
2023-01-23,48.5712
2023-01-24,47.3594
2023-01-25,48.8085
2023-01-26,48.2828
2023-01-27,54.4567
2023-01-28,54.4567
2023-01-29,54.4567
2023-01-30,54.1556
2023-01-31,57.4898
2023-02-01,57.9512
2023-02-02,63.2553
2023-02-03,57.1261
2023-02-04,57.1261
2023-02-05,57.1261
2023-02-06,53.7753
2023-02-07,53.8058
2023-02-08,51.9976
2023-02-09,50.1846
2023-02-10,50.9524
2023-02-11,50.9524
2023-02-12,50.9524
2023-02-13,52.1465
2023-02-14,50.5892
2023-02-15,51.675
2023-02-16,48.7324
2023-02-17,47.386
2023-02-18,47.386
2023-02-19,47.386
2023-02-20,47.386
2023-02-21,44.4136
2023-02-22,43.5309
2023-02-23,43.8005
2023-02-24,42.2216
2023-02-25,42.2216
2023-02-26,42.2216
2023-02-27,41.1221
2023-02-28,40.4624
2023-03-01,39.8868
2023-03-02,39.9751
2023-03-03,39.7035
2023-03-04,39.7035
2023-03-05,39.7035
2023-03-06,40.9035
2023-03-07,37.5714
2023-03-08,38.0839
2023-03-09,35.6613
2023-03-10,33.7198
2023-03-11,33.7198
2023-03-12,33.7198
2023-03-13,33.7198
2023-03-14,31.5698
2023-03-15,31.2492
2023-03-16,29.5422
2023-03-17,27.3354
2023-03-18,27.3354
2023-03-19,27.3354
2023-03-20,28.2428
2023-03-21,30.7764
