,USB US Equity
2022-01-03,49.7168
2022-01-04,53.3634
2022-01-05,52.5486
2022-01-06,56.1045
2022-01-07,58.0477
2022-01-08,58.0477
2022-01-09,58.0477
2022-01-10,58.7633
2022-01-11,60.2443
2022-01-12,60.9506
2022-01-13,62.2627
2022-01-14,62.3749
2022-01-15,62.3749
2022-01-16,62.3749
2022-01-17,62.3749
2022-01-18,59.1628
2022-01-19,47.6261
2022-01-20,46.7842
2022-01-21,43.3889
2022-01-22,43.3889
2022-01-23,43.3889
2022-01-24,47.0812
2022-01-25,48.305
2022-01-26,48.6123
2022-01-27,48.3743
2022-01-28,49.7322
2022-01-29,49.7322
2022-01-30,49.7322
2022-01-31,49.9662
2022-02-01,52.225
2022-02-02,53.2361
2022-02-03,51.8291
2022-02-04,52.9698
2022-02-05,52.9698
2022-02-06,52.9698
2022-02-07,52.6882
2022-02-08,52.6882
2022-02-09,53.0664
2022-02-10,51.7079
2022-02-11,50.0867
2022-02-12,50.0867
2022-02-13,50.0867
2022-02-14,48.467
2022-02-15,50.2771
2022-02-16,50.2525
2022-02-17,46.7624
2022-02-18,46.6939
2022-02-19,46.6939
2022-02-20,46.6939
2022-02-21,46.6939
2022-02-22,48.5135
2022-02-23,45.8535
2022-02-24,43.0507
2022-02-25,48.0525
2022-02-26,48.0525
2022-02-27,48.0525
2022-02-28,46.3755
2022-03-01,41.3716
2022-03-02,46.6388
2022-03-03,46.8057
2022-03-04,44.8818
2022-03-05,44.8818
2022-03-06,44.8818
2022-03-07,41.3182
2022-03-08,41.6526
2022-03-09,44.4052
2022-03-10,41.9363
2022-03-11,41.4036
2022-03-12,41.4036
2022-03-13,41.4036
2022-03-14,44.2068
2022-03-15,45.1464
2022-03-16,48.8682
2022-03-17,49.5649
2022-03-18,49.3394
2022-03-19,49.3394
2022-03-20,49.3394
2022-03-21,48.6335
2022-03-22,50.3418
2022-03-23,48.0908
2022-03-24,48.4981
2022-03-25,50.6411
2022-03-26,50.6411
2022-03-27,50.6411
2022-03-28,49.8194
2022-03-29,50.146
2022-03-30,47.6593
2022-03-31,43.9391
2022-04-01,43.5064
2022-04-02,43.5064
2022-04-03,43.5064
2022-04-04,43.0851
2022-04-05,43.8816
2022-04-06,43.8256
2022-04-07,43.0864
2022-04-08,42.4596
2022-04-09,42.4596
2022-04-10,42.4596
2022-04-11,41.4575
2022-04-12,39.8071
2022-04-13,39.4282
2022-04-14,44.8575
2022-04-15,44.8575
2022-04-16,44.8575
2022-04-17,44.8575
2022-04-18,44.9304
2022-04-19,45.2799
2022-04-20,45.7126
2022-04-21,44.8281
2022-04-22,41.1886
2022-04-23,41.1886
2022-04-24,41.1886
2022-04-25,41.2159
2022-04-26,39.674
2022-04-27,38.9482
2022-04-28,40.1106
2022-04-29,37.3861
2022-04-30,37.3861
2022-05-01,37.3861
2022-05-02,38.2365
2022-05-03,40.0376
2022-05-04,42.9785
2022-05-05,40.4791
2022-05-06,40.6176
2022-05-07,40.6176
2022-05-08,40.6176
2022-05-09,41.0432
2022-05-10,40.8815
2022-05-11,39.0895
2022-05-12,39.4859
2022-05-13,39.5172
2022-05-14,39.5172
2022-05-15,39.5172
2022-05-16,38.8311
2022-05-17,43.1044
2022-05-18,41.8976
2022-05-19,42.3228
2022-05-20,42.2543
2022-05-21,42.2543
2022-05-22,42.2543
2022-05-23,46.8275
2022-05-24,47.6354
2022-05-25,48.0577
2022-05-26,50.6643
2022-05-27,51.6161
2022-05-28,51.6161
2022-05-29,51.6161
2022-05-30,51.6161
2022-05-31,53.0982
2022-06-01,49.468
2022-06-02,50.606
2022-06-03,49.9564
2022-06-04,49.9564
2022-06-05,49.9564
2022-06-06,50.8003
2022-06-07,51.6438
2022-06-08,49.6006
2022-06-09,45.6797
2022-06-10,42.0163
2022-06-11,42.0163
2022-06-12,42.0163
2022-06-13,38.7055
2022-06-14,36.3158
2022-06-15,38.201
2022-06-16,36.54
2022-06-17,36.54
2022-06-18,36.54
2022-06-19,36.54
2022-06-20,36.54
2022-06-21,39.2762
2022-06-22,39.7726
2022-06-23,38.2871
2022-06-24,43.3393
2022-06-25,43.3393
2022-06-26,43.3393
2022-06-27,42.7957
2022-06-28,42.0678
2022-06-29,41.4338
2022-06-30,41.2265
2022-07-01,42.9109
2022-07-02,42.9109
2022-07-03,42.9109
2022-07-04,42.9109
2022-07-05,42.6227
2022-07-06,42.7451
2022-07-07,43.5548
2022-07-08,42.9983
2022-07-09,42.9983
2022-07-10,42.9983
2022-07-11,42.5581
2022-07-12,42.1858
2022-07-13,40.059
2022-07-14,37.6701
2022-07-15,45.0236
2022-07-16,45.0236
2022-07-17,45.0236
2022-07-18,45.3399
2022-07-19,47.5533
2022-07-20,46.5288
2022-07-21,48.1085
2022-07-22,48.3901
2022-07-23,48.3901
2022-07-24,48.3901
2022-07-25,49.3569
2022-07-26,47.6461
2022-07-27,49.8989
2022-07-28,44.6416
2022-07-29,47.5932
2022-07-30,47.5932
2022-07-31,47.5932
2022-08-01,48.41
2022-08-02,46.9925
2022-08-03,48.9392
2022-08-04,47.4812
2022-08-05,48.3447
2022-08-06,48.3447
2022-08-07,48.3447
2022-08-08,47.24
2022-08-09,47.8839
2022-08-10,49.786
2022-08-11,51.3048
2022-08-12,52.1712
2022-08-13,52.1712
2022-08-14,52.1712
2022-08-15,52.9841
2022-08-16,53.5635
2022-08-17,52.7384
2022-08-18,52.6762
2022-08-19,51.4217
2022-08-20,51.4217
2022-08-21,51.4217
2022-08-22,48.4103
2022-08-23,47.8648
2022-08-24,47.2274
2022-08-25,49.0462
2022-08-26,45.4368
2022-08-27,45.4368
2022-08-28,45.4368
2022-08-29,44.3989
2022-08-30,43.8935
2022-08-31,43.0924
2022-09-01,44.0086
2022-09-02,43.1246
2022-09-03,43.1246
2022-09-04,43.1246
2022-09-05,43.1246
2022-09-06,42.49
2022-09-07,44.6514
2022-09-08,48.5188
2022-09-09,50.1925
2022-09-10,50.1925
2022-09-11,50.1925
2022-09-12,50.1289
2022-09-13,43.3625
2022-09-14,43.1599
2022-09-15,45.6863
2022-09-16,45.6863
2022-09-17,45.6863
2022-09-18,45.6863
2022-09-19,46.6098
2022-09-20,43.4441
2022-09-21,40.8231
2022-09-22,38.7687
2022-09-23,36.8301
2022-09-24,36.8301
2022-09-25,36.8301
2022-09-26,34.7369
2022-09-27,34.5453
2022-09-28,36.2194
2022-09-29,35.7822
2022-09-30,34.9304
2022-10-01,34.9304
2022-10-02,34.9304
2022-10-03,39.4743
2022-10-04,42.968
2022-10-05,41.9518
2022-10-06,39.4386
2022-10-07,37.6074
2022-10-08,37.6074
2022-10-09,37.6074
2022-10-10,36.8629
2022-10-11,34.8565
2022-10-12,35.9659
2022-10-13,43.0514
2022-10-14,46.797
2022-10-15,46.797
2022-10-16,46.797
2022-10-17,46.5238
2022-10-18,46.9511
2022-10-19,43.4909
2022-10-20,40.9565
2022-10-21,42.3468
2022-10-22,42.3468
2022-10-23,42.3468
2022-10-24,44.037
2022-10-25,46.3467
2022-10-26,47.318
2022-10-27,46.606
2022-10-28,48.6184
2022-10-29,48.6184
2022-10-30,48.6184
2022-10-31,47.642
2022-11-01,48.7585
2022-11-02,46.0868
2022-11-03,45.516
2022-11-04,48.9928
2022-11-05,48.9928
2022-11-06,48.9928
2022-11-07,50.7054
2022-11-08,52.2227
2022-11-09,49.9133
2022-11-10,53.6312
2022-11-11,53.7402
2022-11-12,53.7402
2022-11-13,53.7402
2022-11-14,51.0827
2022-11-15,50.888
2022-11-16,48.8656
2022-11-17,48.4859
2022-11-18,50.0177
2022-11-19,50.0177
2022-11-20,50.0177
2022-11-21,50.0428
2022-11-22,51.3615
2022-11-23,51.867
2022-11-24,51.867
2022-11-25,52.252
2022-11-26,52.252
2022-11-27,52.252
2022-11-28,50.7949
2022-11-29,53.0107
2022-11-30,54.9844
2022-12-01,54.8652
2022-12-02,55.5873
2022-12-03,55.5873
2022-12-04,55.5873
2022-12-05,50.5922
2022-12-06,48.0859
2022-12-07,49.7325
2022-12-08,49.7325
2022-12-09,48.5367
2022-12-10,48.5367
2022-12-11,48.5367
2022-12-12,49.5134
2022-12-13,51.6557
2022-12-14,49.0398
2022-12-15,47.8644
2022-12-16,46.1114
2022-12-17,46.1114
2022-12-18,46.1114
2022-12-19,45.6105
2022-12-20,45.5593
2022-12-21,47.9179
2022-12-22,48.3335
2022-12-23,49.3783
2022-12-24,49.3783
2022-12-25,49.3783
2022-12-26,49.3783
2022-12-27,50.7041
2022-12-28,49.8045
2022-12-29,51.888
2022-12-30,52.0058
2022-12-31,52.0058
2023-01-01,52.0058
2023-01-02,52.0058
2023-01-03,54.9435
2023-01-04,58.4905
2023-01-05,57.2823
2023-01-06,58.8457
2023-01-07,58.8457
2023-01-08,58.8457
2023-01-09,59.5633
2023-01-10,59.6845
2023-01-11,60.7791
2023-01-12,61.9199
2023-01-13,60.9269
2023-01-14,60.9269
2023-01-15,60.9269
2023-01-16,60.9269
2023-01-17,61.1992
2023-01-18,55.2916
2023-01-19,54.6885
2023-01-20,56.9294
2023-01-21,56.9294
2023-01-22,56.9294
2023-01-23,59.9188
2023-01-24,56.5624
2023-01-25,62.0204
2023-01-26,60.5913
2023-01-27,60.9225
2023-01-28,60.9225
2023-01-29,60.9225
2023-01-30,60.7245
2023-01-31,62.8083
2023-02-01,60.8706
2023-02-02,60.637
2023-02-03,60.969
2023-02-04,60.969
2023-02-05,60.969
2023-02-06,59.7526
2023-02-07,61.3919
2023-02-08,59.3094
2023-02-09,58.2867
2023-02-10,58.0452
2023-02-11,58.0452
2023-02-12,58.0452
2023-02-13,59.024
2023-02-14,59.1252
2023-02-15,58.937
2023-02-16,56.9493
2023-02-17,57.0906
2023-02-18,57.0906
2023-02-19,57.0906
2023-02-20,57.0906
2023-02-21,53.7695
2023-02-22,53.2413
2023-02-23,53.8046
2023-02-24,53.5082
2023-02-25,53.5082
2023-02-26,53.5082
2023-02-27,53.2805
2023-02-28,53.7891
2023-03-01,52.145
2023-03-02,48.4942
2023-03-03,51.3151
2023-03-04,51.3151
2023-03-05,51.3151
2023-03-06,51.3495
2023-03-07,46.2075
2023-03-08,45.8636
2023-03-09,37.4939
2023-03-10,34.1033
2023-03-11,34.1033
2023-03-12,34.1033
2023-03-13,27.7897
2023-03-14,30.9344
2023-03-15,28.2212
2023-03-16,31.0035
2023-03-17,26.9918
2023-03-18,26.9918
2023-03-19,26.9918
