,USB US Equity
,RSI_30D
2020-01-01,61.4114
2020-01-02,60.836
2020-01-03,56.6284
2020-01-04,56.6284
2020-01-05,56.6284
2020-01-06,52.2907
2020-01-07,49.5892
2020-01-08,49.0176
2020-01-09,49.1187
2020-01-10,47.2291
2020-01-11,47.2291
2020-01-12,47.2291
2020-01-13,47.4436
2020-01-14,46.8525
2020-01-15,39.9087
2020-01-16,41.1344
2020-01-17,42.024
2020-01-18,42.024
2020-01-19,42.024
2020-01-20,42.024
2020-01-21,38.5232
2020-01-22,41.3493
2020-01-23,41.1237
2020-01-24,37.4583
2020-01-25,37.4583
2020-01-26,37.4583
2020-01-27,36.4878
2020-01-28,38.2531
2020-01-29,37.3798
2020-01-30,40.8707
2020-01-31,37.4485
2020-02-01,37.4485
2020-02-02,37.4485
2020-02-03,39.8269
2020-02-04,42.3825
2020-02-05,46.7115
2020-02-06,45.2752
2020-02-07,44.6363
2020-02-08,44.6363
2020-02-09,44.6363
2020-02-10,44.7259
2020-02-11,46.0368
2020-02-12,45.5741
2020-02-13,47.2646
2020-02-14,46.979
2020-02-15,46.979
2020-02-16,46.979
2020-02-17,46.979
2020-02-18,44.2525
2020-02-19,45.8086
2020-02-20,46.0446
2020-02-21,45.0301
2020-02-22,45.0301
2020-02-23,45.0301
2020-02-24,39.7081
2020-02-25,33.1928
2020-02-26,30.8415
2020-02-27,26.8668
2020-02-28,25.1731
2020-02-29,25.1731
2020-03-01,25.1731
2020-03-02,32.2135
2020-03-03,28.8503
2020-03-04,30.8797
2020-03-05,26.8112
2020-03-06,25.2235
2020-03-07,25.2235
2020-03-08,25.2235
2020-03-09,19.67
2020-03-10,26.045
2020-03-11,23.9828
2020-03-12,20.7632
2020-03-13,32.0288
2020-03-14,32.0288
2020-03-15,32.0288
2020-03-16,28.5625
2020-03-17,30.5368
2020-03-18,29.9998
2020-03-19,30.3692
2020-03-20,29.8722
2020-03-21,29.8722
2020-03-22,29.8722
2020-03-23,27.2483
2020-03-24,31.1498
2020-03-25,32.5186
2020-03-26,38.811
2020-03-27,38.4446
2020-03-28,38.4446
2020-03-29,38.4446
2020-03-30,39.2065
2020-03-31,37.882
2020-04-01,35.6696
2020-04-02,36.791
2020-04-03,35.5103
2020-04-04,35.5103
2020-04-05,35.5103
2020-04-06,40.1417
2020-04-07,40.2534
2020-04-08,41.9342
2020-04-09,45.1281
2020-04-10,45.1281
2020-04-11,45.1281
2020-04-12,45.1281
2020-04-13,43.8191
2020-04-14,42.8098
2020-04-15,40.4076
2020-04-16,38.9874
2020-04-17,43.3463
2020-04-18,43.3463
2020-04-19,43.3463
2020-04-20,42.5694
2020-04-21,41.1379
2020-04-22,41.8302
2020-04-23,41.993
2020-04-24,42.8618
2020-04-25,42.8618
2020-04-26,42.8618
2020-04-27,45.3868
2020-04-28,46.3906
2020-04-29,48.6841
2020-04-30,46.4577
2020-05-01,44.7718
2020-05-02,44.7718
2020-05-03,44.7718
2020-05-04,44.2711
2020-05-05,43.2803
2020-05-06,42.9276
2020-05-07,44.3352
2020-05-08,45.1132
2020-05-09,45.1132
2020-05-10,45.1132
2020-05-11,43.5119
2020-05-12,41.6545
2020-05-13,39.4028
2020-05-14,41.9411
2020-05-15,41.4297
2020-05-16,41.4297
2020-05-17,41.4297
2020-05-18,44.677
2020-05-19,43.6128
2020-05-20,45.1049
2020-05-21,44.944
2020-05-22,44.9585
2020-05-23,44.9585
2020-05-24,44.9585
2020-05-25,44.9585
2020-05-26,48.9928
2020-05-27,51.2733
2020-05-28,49.8438
2020-05-29,48.643
2020-05-30,48.643
2020-05-31,48.643
2020-06-01,50.1216
2020-06-02,50.0293
2020-06-03,52.682
2020-06-04,54.3728
2020-06-05,57.0026
2020-06-06,57.0026
2020-06-07,57.0026
2020-06-08,58.2368
2020-06-09,56.1737
2020-06-10,52.3883
2020-06-11,48.5193
2020-06-12,50.1597
2020-06-13,50.1597
2020-06-14,50.1597
2020-06-15,51.6376
2020-06-16,52.283
2020-06-17,51.2347
2020-06-18,51.3077
2020-06-19,51.6819
2020-06-20,51.6819
2020-06-21,51.6819
2020-06-22,50.8067
2020-06-23,51.3054
2020-06-24,48.9677
2020-06-25,50.5573
2020-06-26,47.9515
2020-06-27,47.9515
2020-06-28,47.9515
2020-06-29,48.9344
2020-06-30,49.5863
2020-07-01,48.4429
2020-07-02,48.3194
2020-07-03,48.3194
2020-07-04,48.3194
2020-07-05,48.3194
2020-07-06,49.7047
2020-07-07,47.937
2020-07-08,47.8385
2020-07-09,46.0341
2020-07-10,49.4298
2020-07-11,49.4298
2020-07-12,49.4298
2020-07-13,50.0015
2020-07-14,49.2047
2020-07-15,51.2153
2020-07-16,51.0914
2020-07-17,48.7563
2020-07-18,48.7563
2020-07-19,48.7563
2020-07-20,48.073
2020-07-21,49.7058
2020-07-22,49.1777
2020-07-23,50.0019
2020-07-24,50.2474
2020-07-25,50.2474
2020-07-26,50.2474
2020-07-27,48.9867
2020-07-28,49.264
2020-07-29,51.6265
2020-07-30,50.2338
2020-07-31,50.1114
2020-08-01,50.1114
2020-08-02,50.1114
2020-08-03,50.0394
2020-08-04,49.0008
2020-08-05,50.183
2020-08-06,50.0497
2020-08-07,51.3303
2020-08-08,51.3303
2020-08-09,51.3303
2020-08-10,51.3496
2020-08-11,52.8922
2020-08-12,51.9131
2020-08-13,50.9792
2020-08-14,51.8148
2020-08-15,51.8148
2020-08-16,51.8148
2020-08-17,49.9875
2020-08-18,48.7325
2020-08-19,48.3766
2020-08-20,47.2221
2020-08-21,46.3892
2020-08-22,46.3892
2020-08-23,46.3892
2020-08-24,49.908
2020-08-25,49.6018
2020-08-26,48.7401
2020-08-27,50.3862
2020-08-28,50.9743
2020-08-29,50.9743
2020-08-30,50.9743
2020-08-31,49.1209
2020-09-01,49.8053
2020-09-02,51.9274
2020-09-03,51.5598
2020-09-04,53.4901
2020-09-05,53.4901
2020-09-06,53.4901
2020-09-07,53.4901
2020-09-08,49.6606
2020-09-09,49.2249
2020-09-10,47.5225
2020-09-11,49.6827
2020-09-12,49.6827
2020-09-13,49.6827
2020-09-14,52.3649
2020-09-15,51.0635
2020-09-16,52.9124
2020-09-17,52.2559
2020-09-18,51.5937
2020-09-19,51.5937
2020-09-20,51.5937
2020-09-21,48.1784
2020-09-22,46.924
2020-09-23,44.6253
2020-09-24,45.2112
2020-09-25,46.3098
2020-09-26,46.3098
2020-09-27,46.3098
2020-09-28,48.6388
2020-09-29,47.7621
2020-09-30,49.1347
2020-10-01,49.5091
2020-10-02,51.4079
2020-10-03,51.4079
2020-10-04,51.4079
2020-10-05,53.6559
2020-10-06,52.8393
2020-10-07,55.9071
2020-10-08,57.393
2020-10-09,56.4779
2020-10-10,56.4779
2020-10-11,56.4779
2020-10-12,57.7041
2020-10-13,54.0891
2020-10-14,53.6448
2020-10-15,55.6194
2020-10-16,55.6194
2020-10-17,55.6194
2020-10-18,55.6194
2020-10-19,55.1393
2020-10-20,55.6978
2020-10-21,54.556
2020-10-22,58.3184
2020-10-23,58.7019
2020-10-24,58.7019
2020-10-25,58.7019
2020-10-26,56.6065
2020-10-27,52.3278
2020-10-28,49.553
2020-10-29,51.4023
2020-10-30,53.421
2020-10-31,53.421
2020-11-01,53.421
2020-11-02,55.1511
2020-11-03,57.3895
2020-11-04,52.7959
2020-11-05,55.7361
2020-11-06,52.7339
2020-11-07,52.7339
2020-11-08,52.7339
2020-11-09,61.1153
2020-11-10,61.0704
2020-11-11,60.1785
2020-11-12,58.0642
2020-11-13,58.8596
2020-11-14,58.8596
2020-11-15,58.8596
2020-11-16,60.3681
2020-11-17,59.7836
2020-11-18,57.9946
2020-11-19,57.9481
2020-11-20,56.5843
2020-11-21,56.5843
2020-11-22,56.5843
2020-11-23,57.354
2020-11-24,61.1791
2020-11-25,59.4595
2020-11-26,59.4595
2020-11-27,58.3519
2020-11-28,58.3519
2020-11-29,58.3519
2020-11-30,56.0538
2020-12-01,57.8402
2020-12-02,58.5607
2020-12-03,59.0489
2020-12-04,59.726
2020-12-05,59.726
2020-12-06,59.726
2020-12-07,58.3049
2020-12-08,58.6265
2020-12-09,60.1628
2020-12-10,60.6321
2020-12-11,59.8754
2020-12-12,59.8754
2020-12-13,59.8754
2020-12-14,57.1606
2020-12-15,57.8893
2020-12-16,58.199
2020-12-17,58.0059
2020-12-18,56.8356
2020-12-19,56.8356
2020-12-20,56.8356
2020-12-21,57.8208
2020-12-22,58.3646
2020-12-23,60.6649
2020-12-24,59.9436
2020-12-25,59.9436
2020-12-26,59.9436
2020-12-27,59.9436
2020-12-28,60.2896
2020-12-29,58.6557
2020-12-30,59.6045
2020-12-31,60.5413
2021-01-01,60.5413
2021-01-02,60.5413
2021-01-03,60.5413
2021-01-04,59.0287
2021-01-05,59.3639
2021-01-06,64.8049
2021-01-07,66.4663
2021-01-08,64.319
2021-01-09,64.319
2021-01-10,64.319
2021-01-11,64.3546
2021-01-12,64.9152
2021-01-13,64.4417
2021-01-14,63.6526
2021-01-15,60.7101
2021-01-16,60.7101
2021-01-17,60.7101
2021-01-18,60.7101
2021-01-19,59.6405
2021-01-20,52.4306
2021-01-21,52.6447
2021-01-22,53.1055
2021-01-23,53.1055
2021-01-24,53.1055
2021-01-25,52.8256
2021-01-26,51.2334
2021-01-27,45.3315
2021-01-28,47.8388
2021-01-29,45.7583
2021-01-30,45.7583
2021-01-31,45.7583
2021-02-01,45.5356
2021-02-02,49.3596
2021-02-03,50.5099
2021-02-04,54.063
2021-02-05,54.1492
2021-02-06,54.1492
2021-02-07,54.1492
2021-02-08,56.3726
2021-02-09,56.8059
2021-02-10,56.0923
2021-02-11,55.8133
2021-02-12,56.6825
2021-02-13,56.6825
2021-02-14,56.6825
2021-02-15,56.6825
2021-02-16,58.851
2021-02-17,60.1781
2021-02-18,59.4458
2021-02-19,61.39
2021-02-20,61.39
2021-02-21,61.39
2021-02-22,63.1419
2021-02-23,64.3601
2021-02-24,66.4168
2021-02-25,62.7342
2021-02-26,58.1286
2021-02-27,58.1286
2021-02-28,58.1286
2021-03-01,60.2756
2021-03-02,58.9019
2021-03-03,59.8485
2021-03-04,59.4596
2021-03-05,62.0985
2021-03-06,62.0985
2021-03-07,62.0985
2021-03-08,64.6893
2021-03-09,61.5228
2021-03-10,62.9581
2021-03-11,61.7929
2021-03-12,63.8682
2021-03-13,63.8682
2021-03-14,63.8682
2021-03-15,62.0834
2021-03-16,61.705
2021-03-17,62.7942
2021-03-18,65.5683
2021-03-19,62.6888
2021-03-20,62.6888
2021-03-21,62.6888
2021-03-22,60.1867
2021-03-23,58.542
2021-03-24,58.2675
2021-03-25,60.7269
2021-03-26,62.8331
2021-03-27,62.8331
2021-03-28,62.8331
2021-03-29,61.2624
2021-03-30,62.3715
2021-03-31,60.9074
2021-04-01,61.7695
2021-04-02,61.7695
2021-04-03,61.7695
2021-04-04,61.7695
2021-04-05,62.6541
2021-04-06,62.2677
2021-04-07,63.2394
2021-04-08,63.1524
2021-04-09,64.0231
2021-04-10,64.0231
2021-04-11,64.0231
2021-04-12,64.6832
2021-04-13,61.5383
2021-04-14,63.2124
2021-04-15,59.6768
2021-04-16,62.3437
2021-04-17,62.3437
2021-04-18,62.3437
2021-04-19,61.9558
2021-04-20,57.959
2021-04-21,59.3515
2021-04-22,57.2375
2021-04-23,59.1767
2021-04-24,59.1767
2021-04-25,59.1767
2021-04-26,60.1549
2021-04-27,61.0683
2021-04-28,62.1686
2021-04-29,63.8902
2021-04-30,62.0173
2021-05-01,62.0173
2021-05-02,62.0173
2021-05-03,61.8518
2021-05-04,64.0204
2021-05-05,63.4225
2021-05-06,65.1081
2021-05-07,64.9018
2021-05-08,64.9018
2021-05-09,64.9018
2021-05-10,64.2997
2021-05-11,61.2997
2021-05-12,59.6347
2021-05-13,62.3928
2021-05-14,63.7408
2021-05-15,63.7408
2021-05-16,63.7408
2021-05-17,64.232
2021-05-18,60.3949
2021-05-19,58.3276
2021-05-20,57.1853
2021-05-21,58.596
2021-05-22,58.596
2021-05-23,58.596
2021-05-24,58.6912
2021-05-25,56.6186
2021-05-26,56.7826
2021-05-27,58.8164
2021-05-28,58.8956
2021-05-29,58.8956
2021-05-30,58.8956
2021-05-31,58.8956
2021-06-01,59.3207
2021-06-02,58.3691
2021-06-03,58.2784
2021-06-04,58.567
2021-06-05,58.567
2021-06-06,58.567
2021-06-07,57.835
2021-06-08,57.0334
2021-06-09,53.8233
2021-06-10,51.9614
2021-06-11,53.3441
2021-06-12,53.3441
2021-06-13,53.3441
2021-06-14,50.5605
2021-06-15,51.4956
2021-06-16,51.2949
2021-06-17,44.3464
2021-06-18,42.215
2021-06-19,42.215
2021-06-20,42.215
2021-06-21,45.6351
2021-06-22,45.5452
2021-06-23,46.0948
2021-06-24,48.0998
2021-06-25,50.5918
2021-06-26,50.5918
2021-06-27,50.5918
2021-06-28,49.8012
2021-06-29,48.6262
2021-06-30,49.4575
2021-07-01,51.0693
2021-07-02,51.0417
2021-07-03,51.0417
2021-07-04,51.0417
2021-07-05,51.0417
2021-07-06,46.9467
2021-07-07,46.8968
2021-07-08,44.569
2021-07-09,49.8052
2021-07-10,49.8052
2021-07-11,49.8052
2021-07-12,51.3091
2021-07-13,49.6443
2021-07-14,49.8229
2021-07-15,54.2152
2021-07-16,50.1228
2021-07-17,50.1228
2021-07-18,50.1228
2021-07-19,44.5186
2021-07-20,48.0853
2021-07-21,50.4026
2021-07-22,47.6475
2021-07-23,47.4736
2021-07-24,47.4736
2021-07-25,47.4736
2021-07-26,48.4676
2021-07-27,48.4058
2021-07-28,48.1728
2021-07-29,49.0945
2021-07-30,47.1431
2021-07-31,47.1431
2021-08-01,47.1431
2021-08-02,46.2763
2021-08-03,48.106
2021-08-04,46.3236
2021-08-05,48.1204
2021-08-06,50.8226
2021-08-07,50.8226
2021-08-08,50.8226
2021-08-09,50.9115
2021-08-10,52.316
2021-08-11,54.6997
2021-08-12,54.8249
2021-08-13,53.2276
2021-08-14,53.2276
2021-08-15,53.2276
2021-08-16,51.6223
2021-08-17,49.6905
2021-08-18,48.0596
2021-08-19,46.4815
2021-08-20,47.3381
2021-08-21,47.3381
2021-08-22,47.3381
2021-08-23,48.5656
2021-08-24,50.1359
2021-08-25,52.098
2021-08-26,51.0956
2021-08-27,53.5458
2021-08-28,53.5458
2021-08-29,53.5458
2021-08-30,50.5315
2021-08-31,51.2528
2021-09-01,48.3807
2021-09-02,49.0346
2021-09-03,48.354
2021-09-04,48.354
2021-09-05,48.354
2021-09-06,48.354
2021-09-07,47.5999
2021-09-08,46.4523
2021-09-09,47.7294
2021-09-10,46.8386
2021-09-11,46.8386
2021-09-12,46.8386
2021-09-13,49.6994
2021-09-14,48.1502
2021-09-15,52.7238
2021-09-16,51.0002
2021-09-17,50.7794
2021-09-18,50.7794
2021-09-19,50.7794
2021-09-20,47.6272
2021-09-21,50.9876
2021-09-22,52.7968
2021-09-23,55.6278
2021-09-24,56.6103
2021-09-25,56.6103
2021-09-26,56.6103
2021-09-27,59.0668
2021-09-28,57.3241
2021-09-29,57.8953
2021-09-30,55.7837
2021-10-01,58.3155
2021-10-02,58.3155
2021-10-03,58.3155
2021-10-04,57.7198
2021-10-05,59.1464
2021-10-06,59.4444
2021-10-07,60.2505
2021-10-08,61.0879
2021-10-09,61.0879
2021-10-10,61.0879
2021-10-11,59.7001
2021-10-12,59.1499
2021-10-13,58.5622
2021-10-14,54.6837
2021-10-15,55.0187
2021-10-16,55.0187
2021-10-17,55.0187
2021-10-18,55.8072
2021-10-19,57.5026
2021-10-20,60.0362
2021-10-21,58.8558
2021-10-22,59.995
2021-10-23,59.995
2021-10-24,59.995
2021-10-25,59.3274
2021-10-26,59.0801
2021-10-27,52.919
2021-10-28,54.3994
2021-10-29,52.9164
2021-10-30,52.9164
2021-10-31,52.9164
2021-11-01,53.8689
2021-11-02,54.0565
2021-11-03,56.2862
2021-11-04,52.106
2021-11-05,53.0599
2021-11-06,53.0599
2021-11-07,53.0599
2021-11-08,53.0599
2021-11-09,51.4031
2021-11-10,52.4437
2021-11-11,53.1602
2021-11-12,52.3721
2021-11-13,52.3721
2021-11-14,52.3721
2021-11-15,52.2576
2021-11-16,52.419
2021-11-17,48.9924
2021-11-18,47.2099
2021-11-19,44.5567
2021-11-20,44.5567
2021-11-21,44.5567
2021-11-22,48.4842
2021-11-23,51.2836
2021-11-24,50.6824
2021-11-25,50.6824
2021-11-26,45.116
2021-11-27,45.116
2021-11-28,45.116
2021-11-29,44.898
2021-11-30,40.7065
2021-12-01,39.7924
2021-12-02,44.4049
2021-12-03,42.4626
2021-12-04,42.4626
2021-12-05,42.4626
2021-12-06,45.6061
2021-12-07,47.4703
2021-12-08,46.1571
2021-12-09,46.5571
2021-12-10,47.8766
2021-12-11,47.8766
2021-12-12,47.8766
2021-12-13,45.8883
2021-12-14,47.0614
2021-12-15,45.8649
2021-12-16,47.5353
2021-12-17,44.0695
2021-12-18,44.0695
2021-12-19,44.0695
2021-12-20,42.4497
2021-12-21,44.8162
2021-12-22,45.3673
2021-12-23,45.9499
2021-12-24,45.9499
2021-12-25,45.9499
2021-12-26,45.9499
2021-12-27,46.9975
2021-12-28,47.0223
2021-12-29,46.6846
2021-12-30,46.7112
2021-12-31,46.7661
2022-01-01,46.7661
2022-01-02,46.7661
