,WMT US Equity
,RSI_30D
2020-01-01,49.2756
2020-01-02,49.5882
2020-01-03,46.4776
2020-01-04,46.4776
2020-01-05,46.4776
2020-01-06,45.7983
2020-01-07,42.8555
2020-01-08,41.835
2020-01-09,45.8376
2020-01-10,43.3192
2020-01-11,43.3192
2020-01-12,43.3192
2020-01-13,42.0984
2020-01-14,43.0938
2020-01-15,40.9111
2020-01-16,42.9696
2020-01-17,40.7434
2020-01-18,40.7434
2020-01-19,40.7434
2020-01-20,40.7434
2020-01-21,42.7981
2020-01-22,44.4123
2020-01-23,43.6871
2020-01-24,40.3065
2020-01-25,40.3065
2020-01-26,40.3065
2020-01-27,44.8727
2020-01-28,46.9573
2020-01-29,45.2586
2020-01-30,47.1796
2020-01-31,42.5058
2020-02-01,42.5058
2020-02-02,42.5058
2020-02-03,42.0521
2020-02-04,44.8212
2020-02-05,48.7246
2020-02-06,47.5938
2020-02-07,47.9438
2020-02-08,47.9438
2020-02-09,47.9438
2020-02-10,45.2637
2020-02-11,45.6565
2020-02-12,46.8405
2020-02-13,50.7616
2020-02-14,51.8025
2020-02-15,51.8025
2020-02-16,51.8025
2020-02-17,51.8025
2020-02-18,55.5602
2020-02-19,50.9546
2020-02-20,50.9761
2020-02-21,52.8829
2020-02-22,52.8829
2020-02-23,52.8829
2020-02-24,47.9805
2020-02-25,44.3485
2020-02-26,43.2774
2020-02-27,38.0145
2020-02-28,34.5199
2020-02-29,34.5199
2020-03-01,34.5199
2020-03-02,49.1099
2020-03-03,45.3258
2020-03-04,50.4582
2020-03-05,49.4018
2020-03-06,51.0361
2020-03-07,51.0361
2020-03-08,51.0361
2020-03-09,50.9452
2020-03-10,54.1233
2020-03-11,47.619
2020-03-12,38.3792
2020-03-13,48.4062
2020-03-14,48.4062
2020-03-15,48.4062
2020-03-16,43.1066
2020-03-17,52.3057
2020-03-18,54.3344
2020-03-19,52.5235
2020-03-20,48.9523
2020-03-21,48.9523
2020-03-22,48.9523
2020-03-23,49.1546
2020-03-24,49.6539
2020-03-25,46.1353
2020-03-26,46.4282
2020-03-27,46.2794
2020-03-28,46.2794
2020-03-29,46.2794
2020-03-30,50.1432
2020-03-31,49.1204
2020-04-01,49.4735
2020-04-02,52.4354
2020-04-03,52.9604
2020-04-04,52.9604
2020-04-05,52.9604
2020-04-06,56.8702
2020-04-07,53.9958
2020-04-08,53.8922
2020-04-09,53.8637
2020-04-10,53.8637
2020-04-11,53.8637
2020-04-12,53.8637
2020-04-13,55.9718
2020-04-14,58.0673
2020-04-15,57.8824
2020-04-16,59.8493
2020-04-17,59.6797
2020-04-18,59.6797
2020-04-19,59.6797
2020-04-20,57.8467
2020-04-21,57.3331
2020-04-22,58.7423
2020-04-23,56.2705
2020-04-24,56.8293
2020-04-25,56.8293
2020-04-26,56.8293
2020-04-27,55.9035
2020-04-28,55.6566
2020-04-29,52.162
2020-04-30,50.6298
2020-05-01,51.6124
2020-05-02,51.6124
2020-05-03,51.6124
2020-05-04,52.173
2020-05-05,52.9182
2020-05-06,51.7599
2020-05-07,51.0536
2020-05-08,51.8736
2020-05-09,51.8736
2020-05-10,51.8736
2020-05-11,52.4466
2020-05-12,52.5347
2020-05-13,52.4707
2020-05-14,52.1982
2020-05-15,54.3302
2020-05-16,54.3302
2020-05-17,54.3302
2020-05-18,55.7244
2020-05-19,53.083
2020-05-20,53.5037
2020-05-21,53.051
2020-05-22,52.393
2020-05-23,52.393
2020-05-24,52.393
2020-05-25,52.393
2020-05-26,51.9187
2020-05-27,50.5291
2020-05-28,51.7016
2020-05-29,52.061
2020-05-30,52.061
2020-05-31,52.061
2020-06-01,51.9529
2020-06-02,51.9306
2020-06-03,51.3941
2020-06-04,49.8525
2020-06-05,49.2346
2020-06-06,49.2346
2020-06-07,49.2346
2020-06-08,48.8701
2020-06-09,49.0043
2020-06-10,48.7755
2020-06-11,47.4835
2020-06-12,44.7881
2020-06-13,44.7881
2020-06-14,44.7881
2020-06-15,45.2532
2020-06-16,47.3711
2020-06-17,46.6341
2020-06-18,45.4082
2020-06-19,47.9402
2020-06-20,47.9402
2020-06-21,47.9402
2020-06-22,50.2869
2020-06-23,49.5172
2020-06-24,48.5469
2020-06-25,47.8044
2020-06-26,46.0865
2020-06-27,46.0865
2020-06-28,46.0865
2020-06-29,47.1328
2020-06-30,48.1457
2020-07-01,48.0267
2020-07-02,47.3807
2020-07-03,47.3807
2020-07-04,47.3807
2020-07-05,47.3807
2020-07-06,46.9451
2020-07-07,57.1968
2020-07-08,53.845
2020-07-09,57.2616
2020-07-10,59.9748
2020-07-11,59.9748
2020-07-12,59.9748
2020-07-13,58.455
2020-07-14,60.6682
2020-07-15,60.6548
2020-07-16,60.8341
2020-07-17,60.1816
2020-07-18,60.1816
2020-07-19,60.1816
2020-07-20,59.7921
2020-07-21,60.6316
2020-07-22,60.9551
2020-07-23,59.3942
2020-07-24,58.7835
2020-07-25,58.7835
2020-07-26,58.7835
2020-07-27,58.7366
2020-07-28,59.3512
2020-07-29,57.6241
2020-07-30,56.7146
2020-07-31,55.5686
2020-08-01,55.5686
2020-08-02,55.5686
2020-08-03,55.4077
2020-08-04,58.3279
2020-08-05,55.3932
2020-08-06,54.6778
2020-08-07,55.4795
2020-08-08,55.4795
2020-08-09,55.4795
2020-08-10,57.8552
2020-08-11,55.1761
2020-08-12,57.2368
2020-08-13,57.8325
2020-08-14,58.7248
2020-08-15,58.7248
2020-08-16,58.7248
2020-08-17,62.0479
2020-08-18,60.5518
2020-08-19,56.8848
2020-08-20,54.1699
2020-08-21,55.4374
2020-08-22,55.4374
2020-08-23,55.4374
2020-08-24,54.9921
2020-08-25,53.9463
2020-08-26,54.0367
2020-08-27,60.7848
2020-08-28,64.1542
2020-08-29,64.1542
2020-08-30,64.1542
2020-08-31,61.9777
2020-09-01,68.6166
2020-09-02,68.6749
2020-09-03,64.3622
2020-09-04,62.163
2020-09-05,62.163
2020-09-06,62.163
2020-09-07,62.163
2020-09-08,57.002
2020-09-09,58.1828
2020-09-10,54.85
2020-09-11,54.7342
2020-09-12,54.7342
2020-09-13,54.7342
2020-09-14,55.2848
2020-09-15,55.3211
2020-09-16,54.0733
2020-09-17,54.4884
2020-09-18,52.8786
2020-09-19,52.8786
2020-09-20,52.8786
2020-09-21,54.6412
2020-09-22,55.8317
2020-09-23,53.1325
2020-09-24,53.839
2020-09-25,54.4098
2020-09-26,54.4098
2020-09-27,54.4098
2020-09-28,54.3854
2020-09-29,54.2469
2020-09-30,57.0927
2020-10-01,60.0355
2020-10-02,56.758
2020-10-03,56.758
2020-10-04,56.758
2020-10-05,57.9545
2020-10-06,56.499
2020-10-07,56.7487
2020-10-08,57.2081
2020-10-09,58.5828
2020-10-10,58.5828
2020-10-11,58.5828
2020-10-12,59.9604
2020-10-13,61.7338
2020-10-14,58.627
2020-10-15,59.1746
2020-10-16,59.3444
2020-10-17,59.3444
2020-10-18,59.3444
2020-10-19,56.9482
2020-10-20,57.8975
2020-10-21,58.3969
2020-10-22,57.2036
2020-10-23,57.5205
2020-10-24,57.5205
2020-10-25,57.5205
2020-10-26,55.1407
2020-10-27,55.9331
2020-10-28,52.1359
2020-10-29,51.9811
2020-10-30,50.4697
2020-10-31,50.4697
2020-11-01,50.4697
2020-11-02,52.4852
2020-11-03,55.2051
2020-11-04,54.1013
2020-11-05,55.7854
2020-11-06,58.202
2020-11-07,58.202
2020-11-08,58.202
2020-11-09,55.1772
2020-11-10,57.2587
2020-11-11,59.5847
2020-11-12,59.8184
2020-11-13,61.9229
2020-11-14,61.9229
2020-11-15,61.9229
2020-11-16,63.5474
2020-11-17,59.3173
2020-11-18,58.9471
2020-11-19,61.6281
2020-11-20,59.1488
2020-11-21,59.1488
2020-11-22,59.1488
2020-11-23,59.7634
2020-11-24,60.1499
2020-11-25,60.5781
2020-11-26,60.5781
2020-11-27,60.2503
2020-11-28,60.2503
2020-11-29,60.2503
2020-11-30,61.3689
2020-12-01,61.1446
2020-12-02,58.042
2020-12-03,56.3401
2020-12-04,55.799
2020-12-05,55.799
2020-12-06,55.799
2020-12-07,54.6846
2020-12-08,56.2004
2020-12-09,54.5385
2020-12-10,53.5767
2020-12-11,53.5201
2020-12-12,53.5201
2020-12-13,53.5201
2020-12-14,51.6162
2020-12-15,51.5179
2020-12-16,51.3013
2020-12-17,52.2293
2020-12-18,51.9998
2020-12-19,51.9998
2020-12-20,51.9998
2020-12-21,52.0289
2020-12-22,49.2953
2020-12-23,47.8553
2020-12-24,48.3017
2020-12-25,48.3017
2020-12-26,48.3017
2020-12-27,48.3017
2020-12-28,50.9689
2020-12-29,49.5543
2020-12-30,49.3694
2020-12-31,49.3218
2021-01-01,49.3218
2021-01-02,49.3218
2021-01-03,49.3218
2021-01-04,53.0373
2021-01-05,51.7509
2021-01-06,53.1231
2021-01-07,53.1059
2021-01-08,53.0705
2021-01-09,53.0705
2021-01-10,53.0705
2021-01-11,54.1171
2021-01-12,56.6623
2021-01-13,53.8657
2021-01-14,53.0109
2021-01-15,49.0987
2021-01-16,49.0987
2021-01-17,49.0987
2021-01-18,49.0987
2021-01-19,47.1669
2021-01-20,50.5785
2021-01-21,49.5481
2021-01-22,51.8249
2021-01-23,51.8249
2021-01-24,51.8249
2021-01-25,51.6132
2021-01-26,53.589
2021-01-27,47.9184
2021-01-28,47.7901
2021-01-29,43.4329
2021-01-30,43.4329
2021-01-31,43.4329
2021-02-01,41.9521
2021-02-02,44.3646
2021-02-03,45.042
2021-02-04,47.1027
2021-02-05,49.7828
2021-02-06,49.7828
2021-02-07,49.7828
2021-02-08,50.7283
2021-02-09,51.8482
2021-02-10,49.3809
2021-02-11,49.2242
2021-02-12,49.8974
2021-02-13,49.8974
2021-02-14,49.8974
2021-02-15,49.8974
2021-02-16,51.6511
2021-02-17,53.8152
2021-02-18,41.8194
2021-02-19,42.7602
2021-02-20,42.7602
2021-02-21,42.7602
2021-02-22,42.0872
2021-02-23,39.8702
2021-02-24,37.7746
2021-02-25,36.6632
2021-02-26,34.9494
2021-02-27,34.9494
2021-02-28,34.9494
2021-03-01,37.1212
2021-03-02,36.0396
2021-03-03,33.9905
2021-03-04,33.9429
2021-03-05,36.3819
2021-03-06,36.3819
2021-03-07,36.3819
2021-03-08,35.3295
2021-03-09,36.8682
2021-03-10,41.5543
2021-03-11,41.5058
2021-03-12,44.1844
2021-03-13,44.1844
2021-03-14,44.1844
2021-03-15,43.4704
2021-03-16,43.4283
2021-03-17,42.254
2021-03-18,40.4914
2021-03-19,42.9668
2021-03-20,42.9668
2021-03-21,42.9668
2021-03-22,43.8467
2021-03-23,45.9948
2021-03-24,45.0523
2021-03-25,46.2869
2021-03-26,47.7969
2021-03-27,47.7969
2021-03-28,47.7969
2021-03-29,49.8042
2021-03-30,48.6359
2021-03-31,48.7563
2021-04-01,48.4821
2021-04-02,48.4821
2021-04-03,48.4821
2021-04-04,48.4821
2021-04-05,53.4003
2021-04-06,54.1958
2021-04-07,53.7706
2021-04-08,53.64
2021-04-09,53.7304
2021-04-10,53.7304
2021-04-11,53.7304
2021-04-12,53.7571
2021-04-13,53.077
2021-04-14,52.9963
2021-04-15,54.2057
2021-04-16,54.8495
2021-04-17,54.8495
2021-04-18,54.8495
2021-04-19,53.2992
2021-04-20,54.8822
2021-04-21,55.475
2021-04-22,52.7974
2021-04-23,53.149
2021-04-24,53.149
2021-04-25,53.149
2021-04-26,49.8265
2021-04-27,50.5813
2021-04-28,49.7737
2021-04-29,52.5563
2021-04-30,52.9898
2021-05-01,52.9898
2021-05-02,52.9898
2021-05-03,56.2539
2021-05-04,53.8057
2021-05-05,53.5988
2021-05-06,55.0929
2021-05-07,53.576
2021-05-08,53.576
2021-05-09,53.576
2021-05-10,54.5209
2021-05-11,52.2668
2021-05-12,46.6012
2021-05-13,50.1618
2021-05-14,52.0043
2021-05-15,52.0043
2021-05-16,52.0043
2021-05-17,51.0435
2021-05-18,55.1523
2021-05-19,55.1652
2021-05-20,55.822
2021-05-21,54.711
2021-05-22,54.711
2021-05-23,54.711
2021-05-24,54.7249
2021-05-25,55.5443
2021-05-26,55.2412
2021-05-27,54.3744
2021-05-28,54.893
2021-05-29,54.893
2021-05-30,54.893
2021-05-31,54.893
2021-06-01,54.1995
2021-06-02,53.6124
2021-06-03,54.0278
2021-06-04,54.4498
2021-06-05,54.4498
2021-06-06,54.4498
2021-06-07,52.5535
2021-06-08,50.504
2021-06-09,49.1151
2021-06-10,50.6137
2021-06-11,52.1976
2021-06-12,52.1976
2021-06-13,52.1976
2021-06-14,51.8221
2021-06-15,50.7099
2021-06-16,45.562
2021-06-17,46.6818
2021-06-18,42.6239
2021-06-19,42.6239
2021-06-20,42.6239
2021-06-21,45.0091
2021-06-22,46.1944
2021-06-23,44.5089
2021-06-24,46.3082
2021-06-25,49.2132
2021-06-26,49.2132
2021-06-27,49.2132
2021-06-28,48.4927
2021-06-29,47.1639
2021-06-30,53.3174
2021-07-01,50.535
2021-07-02,51.7456
2021-07-03,51.7456
2021-07-04,51.7456
2021-07-05,51.7456
2021-07-06,51.4652
2021-07-07,51.0778
2021-07-08,50.8712
2021-07-09,52.0584
2021-07-10,52.0584
