,EA US Equity
,RSI_30D
2020-01-01,64.6636
2020-01-02,64.2105
2020-01-03,63.8295
2020-01-04,63.8295
2020-01-05,63.8295
2020-01-06,66.1729
2020-01-07,65.096
2020-01-08,66.6783
2020-01-09,66.3108
2020-01-10,64.1445
2020-01-11,64.1445
2020-01-12,64.1445
2020-01-13,65.981
2020-01-14,65.3058
2020-01-15,65.3517
2020-01-16,67.7746
2020-01-17,69.9731
2020-01-18,69.9731
2020-01-19,69.9731
2020-01-20,69.9731
2020-01-21,68.4685
2020-01-22,69.3598
2020-01-23,69.8652
2020-01-24,66.5184
2020-01-25,66.5184
2020-01-26,66.5184
2020-01-27,61.8044
2020-01-28,63.8128
2020-01-29,64.2626
2020-01-30,62.7785
2020-01-31,54.311
2020-02-01,54.311
2020-02-02,54.311
2020-02-03,49.0161
2020-02-04,52.3999
2020-02-05,53.5775
2020-02-06,56.7916
2020-02-07,55.143
2020-02-08,55.143
2020-02-09,55.143
2020-02-10,54.4422
2020-02-11,54.9584
2020-02-12,55.9901
2020-02-13,54.3243
2020-02-14,55.643
2020-02-15,55.643
2020-02-16,55.643
2020-02-17,55.643
2020-02-18,55.1969
2020-02-19,55.7079
2020-02-20,54.5415
2020-02-21,52.2207
2020-02-22,52.2207
2020-02-23,52.2207
2020-02-24,50.3939
2020-02-25,47.4997
2020-02-26,49.6046
2020-02-27,43.6711
2020-02-28,41.8061
2020-02-29,41.8061
2020-03-01,41.8061
2020-03-02,50.5997
2020-03-03,50.3289
2020-03-04,56.7882
2020-03-05,54.474
2020-03-06,51.0967
2020-03-07,51.0967
2020-03-08,51.0967
2020-03-09,43.6654
2020-03-10,46.5865
2020-03-11,44.4457
2020-03-12,38.0139
2020-03-13,42.1194
2020-03-14,42.1194
2020-03-15,42.1194
2020-03-16,36.4687
2020-03-17,42.8414
2020-03-18,39.6658
2020-03-19,39.5783
2020-03-20,37.784
2020-03-21,37.784
2020-03-22,37.784
2020-03-23,44.8548
2020-03-24,44.143
2020-03-25,41.4337
2020-03-26,48.1831
2020-03-27,45.9867
2020-03-28,45.9867
2020-03-29,45.9867
2020-03-30,47.4867
2020-03-31,49.0513
2020-04-01,47.493
2020-04-02,50.4303
2020-04-03,50.7536
2020-04-04,50.7536
2020-04-05,50.7536
2020-04-06,52.9185
2020-04-07,52.7945
2020-04-08,53.0817
2020-04-09,52.3947
2020-04-10,52.3947
2020-04-11,52.3947
2020-04-12,52.3947
2020-04-13,54.5258
2020-04-14,56.1111
2020-04-15,56.9527
2020-04-16,59.4477
2020-04-17,57.2419
2020-04-18,57.2419
2020-04-19,57.2419
2020-04-20,57.3861
2020-04-21,55.7846
2020-04-22,56.5467
2020-04-23,56.4615
2020-04-24,57.5734
2020-04-25,57.5734
2020-04-26,57.5734
2020-04-27,57.3359
2020-04-28,53.6499
2020-04-29,54.575
2020-04-30,55.5253
2020-05-01,54.7329
2020-05-02,54.7329
2020-05-03,54.7329
2020-05-04,57.0148
2020-05-05,58.6968
2020-05-06,55.2459
2020-05-07,56.1656
2020-05-08,56.0208
2020-05-09,56.0208
2020-05-10,56.0208
2020-05-11,56.5043
