,PLCE US Equity
2023-03-18,45.2529
2023-03-19,45.2529
2023-03-20,47.2518
2023-03-21,46.8918
2023-03-22,45.5144
2023-03-23,44.583
2023-03-24,44.3129
2023-03-25,44.3129
2023-03-26,44.3129
2023-03-27,45.7444
2023-03-28,46.1205
2023-03-29,45.4225
2023-03-30,46.5021
2023-03-31,49.8462
2023-04-01,49.8462
2023-04-02,49.8462
2023-04-03,51.1499
2023-04-04,49.8607
2023-04-05,46.5739
2023-04-06,46.5739
2023-04-07,46.5739
2023-04-08,46.5739
2023-04-09,46.5739
2023-04-10,45.716
2023-04-11,42.787
2023-04-12,38.2755
2023-04-13,37.0684
2023-04-14,36.8814
2023-04-15,36.8814
2023-04-16,36.8814
2023-04-17,37.5936
2023-04-18,41.3487
2023-04-19,40.4055
2023-04-20,39.6518
2023-04-21,40.8329
2023-04-22,40.8329
2023-04-23,40.8329
2023-04-24,40.1954
2023-04-25,37.6954
2023-04-26,37.1139
2023-04-27,37.8316
2023-04-28,37.1479
2023-04-29,37.1479
2023-04-30,37.1479
2023-05-01,36.6056
2023-05-02,34.3225
2023-05-03,33.2667
2023-05-04,32.8192
2023-05-05,34.3193
2023-05-06,34.3193
2023-05-07,34.3193
2023-05-08,34.3667
2023-05-09,35.3319
2023-05-10,34.608
2023-05-11,36.9174
2023-05-12,35.3538
2023-05-13,35.3538
2023-05-14,35.3538
2023-05-15,35.5503
2023-05-16,32.9481
2023-05-17,35.2884
2023-05-18,34.2827
2023-05-19,32.3853
2023-05-20,32.3853
2023-05-21,32.3853
2023-05-22,33.515
2023-05-23,34.06
2023-05-24,28.4822
2023-05-25,27.2638
2023-05-26,27.2009
2023-05-27,27.2009
2023-05-28,27.2009
2023-05-29,27.2009
2023-05-30,26.3304
2023-05-31,25.2366
2023-06-01,24.7672
2023-06-02,28.0073
2023-06-03,28.0073
2023-06-04,28.0073
2023-06-05,27.7525
2023-06-06,31.0229
2023-06-07,35.2584
2023-06-08,34.4746
2023-06-09,34.1856
2023-06-10,34.1856
2023-06-11,34.1856
2023-06-12,35.1529
2023-06-13,38.3569
2023-06-14,37.5219
2023-06-15,40.7927
2023-06-16,40.0739
2023-06-17,40.0739
2023-06-18,40.0739
2023-06-19,40.0739
2023-06-20,41.4089
2023-06-21,42.7089
2023-06-22,42.8728
2023-06-23,42.1248
2023-06-24,42.1248
2023-06-25,42.1248
2023-06-26,42.32
2023-06-27,44.4312
2023-06-28,43.1637
2023-06-29,45.329
2023-06-30,47.0476
2023-07-01,47.0476
2023-07-02,47.0476
2023-07-03,49.7516
2023-07-04,49.7516
2023-07-05,48.3193
2023-07-06,52.6576
2023-07-07,53.0483
2023-07-08,53.0483
2023-07-09,53.0483
2023-07-10,54.0546
2023-07-11,53.933
2023-07-12,53.6832
2023-07-13,52.021
2023-07-14,53.9389
2023-07-15,53.9389
2023-07-16,53.9389
2023-07-17,55.4448
2023-07-18,56.1943
2023-07-19,57.3002
2023-07-20,55.8418
2023-07-21,54.4529
2023-07-22,54.4529
2023-07-23,54.4529
2023-07-24,57.5039
2023-07-25,58.1245
2023-07-26,59.9087
2023-07-27,57.4018
2023-07-28,58.8691
2023-07-29,58.8691
2023-07-30,58.8691
2023-07-31,59.9592
2023-08-01,60.8278
2023-08-02,59.3742
2023-08-03,58.7209
2023-08-04,58.5236
2023-08-05,58.5236
2023-08-06,58.5236
2023-08-07,57.2058
2023-08-08,54.7976
2023-08-09,48.4655
2023-08-10,48.5271
2023-08-11,47.1866
2023-08-12,47.1866
2023-08-13,47.1866
2023-08-14,49.3875
2023-08-15,47.3837
2023-08-16,48.721
2023-08-17,52.1604
2023-08-18,50.8696
2023-08-19,50.8696
2023-08-20,50.8696
2023-08-21,51.3368
2023-08-22,49.9249
2023-08-23,49.5773
2023-08-24,47.6013
2023-08-25,48.7232
2023-08-26,48.7232
2023-08-27,48.7232
2023-08-28,47.509
2023-08-29,49.6298
2023-08-30,48.0518
2023-08-31,48.8386
2023-09-01,51.0743
2023-09-02,51.0743
2023-09-03,51.0743
2023-09-04,51.0743
2023-09-05,48.8653
2023-09-06,46.6204
2023-09-07,44.9566
2023-09-08,42.1453
2023-09-09,42.1453
2023-09-10,42.1453
2023-09-11,43.7696
2023-09-12,43.4497
2023-09-13,44.613
2023-09-14,48.473
2023-09-15,46.1119
2023-09-16,46.1119
2023-09-17,46.1119
2023-09-18,48.4199
2023-09-19,50.8711
2023-09-20,51.9298
2023-09-21,51.3574
2023-09-22,48.475
2023-09-23,48.475
2023-09-24,48.475
2023-09-25,48.398
2023-09-26,46.7468
2023-09-27,48.4088
2023-09-28,50.1615
2023-09-29,51.4778
2023-09-30,51.4778
2023-10-01,51.4778
2023-10-02,50.0482
2023-10-03,46.1655
2023-10-04,44.8124
2023-10-05,42.5867
2023-10-06,46.3137
2023-10-07,46.3137
2023-10-08,46.3137
2023-10-09,48.4269
2023-10-10,51.4128
2023-10-11,49.433
2023-10-12,45.9094
2023-10-13,46.2116
2023-10-14,46.2116
2023-10-15,46.2116
2023-10-16,49.8693
2023-10-17,52.9959
2023-10-18,53.8839
2023-10-19,54.1198
2023-10-20,54.7898
2023-10-21,54.7898
2023-10-22,54.7898
2023-10-23,53.1644
2023-10-24,52.859
2023-10-25,52.7806
2023-10-26,54.424
2023-10-27,50.8229
2023-10-28,50.8229
2023-10-29,50.8229
2023-10-30,53.0631
2023-10-31,51.6848
2023-11-01,50.5134
2023-11-02,49.2666
2023-11-03,52.3612
2023-11-04,52.3612
2023-11-05,52.3612
2023-11-06,49.3718
2023-11-07,48.7989
2023-11-08,47.9443
2023-11-09,46.1854
2023-11-10,46.3238
2023-11-11,46.3238
2023-11-12,46.3238
2023-11-13,46.6685
2023-11-14,51.0664
2023-11-15,54.033
2023-11-16,43.0108
2023-11-17,40.2176
2023-11-18,40.2176
2023-11-19,40.2176
2023-11-20,40.5929
2023-11-21,40.5809
2023-11-22,42.2552
2023-11-23,42.2552
2023-11-24,42.1002
2023-11-25,42.1002
2023-11-26,42.1002
2023-11-27,42.6084
2023-11-28,42.457
2023-11-29,46.5653
2023-11-30,46.7875
2023-12-01,47.857
2023-12-02,47.857
2023-12-03,47.857
2023-12-04,48.2388
2023-12-05,45.1451
2023-12-06,46.7258
2023-12-07,47.0803
2023-12-08,46.9833
2023-12-09,46.9833
2023-12-10,46.9833
2023-12-11,46.8004
2023-12-12,46.2751
2023-12-13,49.5443
2023-12-14,47.7211
2023-12-15,48.1348
2023-12-16,48.1348
2023-12-17,48.1348
2023-12-18,47.5684
2023-12-19,48.6237
2023-12-20,48.2147
2023-12-21,49.0411
2023-12-22,49.0214
2023-12-23,49.0214
2023-12-24,49.0214
2023-12-25,49.0214
2023-12-26,49.877
2023-12-27,50.0673
2023-12-28,48.8729
2023-12-29,48.3825
2023-12-30,48.3825
2023-12-31,48.3825
2024-01-01,48.3825
2024-01-02,47.7787
2024-01-03,43.6343
2024-01-04,44.7887
2024-01-05,44.1265
2024-01-06,44.1265
2024-01-07,44.1265
2024-01-08,44.8215
2024-01-09,43.7754
2024-01-10,45.8618
2024-01-11,45.1107
2024-01-12,44.7109
2024-01-13,44.7109
2024-01-14,44.7109
2024-01-15,44.7109
2024-01-16,48.1158
2024-01-17,49.1403
2024-01-18,48.1118
2024-01-19,47.0701
2024-01-20,47.0701
2024-01-21,47.0701
2024-01-22,49.1262
2024-01-23,52.0293
2024-01-24,53.0493
2024-01-25,53.6477
2024-01-26,53.693
2024-01-27,53.693
2024-01-28,53.693
2024-01-29,49.4502
2024-01-30,47.0735
2024-01-31,47.7172
2024-02-01,47.2372
2024-02-02,45.6974
2024-02-03,45.6974
2024-02-04,45.6974
2024-02-05,42.8698
2024-02-06,42.5422
2024-02-07,41.3372
2024-02-08,42.5917
2024-02-09,31.2198
2024-02-10,31.2198
2024-02-11,31.2198
2024-02-12,40.0927
2024-02-13,34.116
2024-02-14,39.9699
2024-02-15,55.0538
2024-02-16,57.6967
2024-02-17,57.6967
2024-02-18,57.6967
2024-02-19,57.6967
2024-02-20,52.311
2024-02-21,48.0401
2024-02-22,47.6748
2024-02-23,48.5449
2024-02-24,48.5449
2024-02-25,48.5449
2024-02-26,48.4722
2024-02-27,48.2181
2024-02-28,47.3622
2024-02-29,47.4077
2024-03-01,47.0192
2024-03-02,47.0192
2024-03-03,47.0192
2024-03-04,46.4131
2024-03-05,45.8765
2024-03-06,44.4208
2024-03-07,44.1458
2024-03-08,43.4395
2024-03-09,43.4395
2024-03-10,43.4395
2024-03-11,44.3054
2024-03-12,43.0518
2024-03-13,42.8428
2024-03-14,41.016
2024-03-15,40.9035
2024-03-16,40.9035
2024-03-17,40.9035
2024-03-18,41.1261
2024-03-19,41.3058
2024-03-20,42.0871
2024-03-21,41.4316
2024-03-22,40.8106
2024-03-23,40.8106
2024-03-24,40.8106
2024-03-25,40.2236
2024-03-26,39.3693
2024-03-27,41.035
2024-03-28,39.9501
2024-03-29,39.9501
2024-03-30,39.9501
2024-03-31,39.9501
2024-04-01,39.0558
2024-04-02,38.4012
2024-04-03,38.326
2024-04-04,36.893
2024-04-05,36.1393
2024-04-06,36.1393
2024-04-07,36.1393
2024-04-08,36.1611
