,EME US Equity
2020-05-16,43.8314
2020-05-17,43.8314
2020-05-18,48.1069
2020-05-19,47.7958
2020-05-20,48.1427
2020-05-21,49.5882
2020-05-22,48.2775
2020-05-23,48.2775
2020-05-24,48.2775
2020-05-25,48.2775
2020-05-26,50.9197
2020-05-27,53.7058
2020-05-28,50.8129
2020-05-29,49.4049
2020-05-30,49.4049
2020-05-31,49.4049
2020-06-01,50.3978
2020-06-02,51.2139
2020-06-03,52.9852
2020-06-04,53.1857
2020-06-05,54.9073
2020-06-06,54.9073
2020-06-07,54.9073
2020-06-08,55.7528
2020-06-09,54.1811
2020-06-10,52.7964
2020-06-11,48.0798
2020-06-12,47.9932
2020-06-13,47.9932
2020-06-14,47.9932
2020-06-15,48.3081
2020-06-16,50.0715
2020-06-17,48.2271
2020-06-18,47.8048
2020-06-19,47.4174
2020-06-20,47.4174
2020-06-21,47.4174
2020-06-22,48.8801
2020-06-23,48.9643
2020-06-24,46.7011
2020-06-25,48.4998
2020-06-26,49.1173
2020-06-27,49.1173
2020-06-28,49.1173
2020-06-29,50.6613
2020-06-30,51.4695
2020-07-01,50.0464
2020-07-02,50.2025
2020-07-03,50.2025
2020-07-04,50.2025
2020-07-05,50.2025
2020-07-06,50.6906
2020-07-07,48.0552
2020-07-08,46.709
2020-07-09,44.8774
2020-07-10,46.1765
2020-07-11,46.1765
2020-07-12,46.1765
2020-07-13,46.5815
2020-07-14,47.9714
2020-07-15,50.5097
2020-07-16,50.0298
2020-07-17,49.9123
2020-07-18,49.9123
2020-07-19,49.9123
2020-07-20,48.4155
2020-07-21,49.2367
2020-07-22,49.623
2020-07-23,50.4154
2020-07-24,49.6082
2020-07-25,49.6082
2020-07-26,49.6082
2020-07-27,50.7432
2020-07-28,51.0285
2020-07-29,57.2685
2020-07-30,55.5414
2020-07-31,54.6762
2020-08-01,54.6762
2020-08-02,54.6762
2020-08-03,57.2638
2020-08-04,58.7728
2020-08-05,59.5346
2020-08-06,58.431
2020-08-07,60.126
2020-08-08,60.126
2020-08-09,60.126
2020-08-10,61.7987
2020-08-11,61.9112
2020-08-12,62.2737
2020-08-13,61.2154
2020-08-14,60.259
2020-08-15,60.259
2020-08-16,60.259
2020-08-17,60.4849
2020-08-18,59.6158
2020-08-19,59.5227
2020-08-20,57.7947
2020-08-21,56.8564
2020-08-22,56.8564
2020-08-23,56.8564
2020-08-24,58.0125
2020-08-25,57.3134
2020-08-26,56.6871
2020-08-27,58.2133
2020-08-28,59.331
2020-08-29,59.331
2020-08-30,59.331
2020-08-31,57.7499
2020-09-01,58.8599
2020-09-02,59.7168
2020-09-03,53.9383
2020-09-04,53.0921
2020-09-05,53.0921
2020-09-06,53.0921
2020-09-07,53.0921
2020-09-08,50.6548
2020-09-09,50.7931
2020-09-10,48.6765
2020-09-11,47.4758
2020-09-12,47.4758
2020-09-13,47.4758
2020-09-14,49.4967
2020-09-15,49.1002
2020-09-16,49.6515
2020-09-17,50.5795
2020-09-18,48.0104
2020-09-19,48.0104
2020-09-20,48.0104
2020-09-21,43.3029
2020-09-22,44.8112
2020-09-23,45.0606
2020-09-24,45.6639
2020-09-25,45.2045
2020-09-26,45.2045
2020-09-27,45.2045
2020-09-28,48.0963
2020-09-29,46.9967
2020-09-30,47.3479
2020-10-01,47.9961
2020-10-02,49.6473
2020-10-03,49.6473
2020-10-04,49.6473
2020-10-05,52.1644
2020-10-06,52.2691
2020-10-07,52.469
2020-10-08,53.4768
2020-10-09,53.3149
2020-10-10,53.3149
2020-10-11,53.3149
2020-10-12,56.4379
2020-10-13,53.525
2020-10-14,52.3011
2020-10-15,52.8204
2020-10-16,52.3913
2020-10-17,52.3913
2020-10-18,52.3913
2020-10-19,51.9727
2020-10-20,52.7202
2020-10-21,51.68
2020-10-22,50.7756
2020-10-23,51.1441
2020-10-24,51.1441
2020-10-25,51.1441
2020-10-26,48.2127
2020-10-27,43.9775
2020-10-28,40.2746
2020-10-29,44.6648
2020-10-30,47.8221
2020-10-31,47.8221
2020-11-01,47.8221
2020-11-02,51.7512
2020-11-03,53.8418
2020-11-04,52.4775
2020-11-05,55.707
2020-11-06,54.8623
2020-11-07,54.8623
2020-11-08,54.8623
2020-11-09,60.0106
2020-11-10,63.8361
2020-11-11,61.9955
2020-11-12,60.1553
2020-11-13,62.0767
2020-11-14,62.0767
2020-11-15,62.0767
2020-11-16,65.3505
2020-11-17,65.6694
2020-11-18,65.2078
2020-11-19,66.4202
2020-11-20,65.3245
2020-11-21,65.3245
2020-11-22,65.3245
2020-11-23,66.3612
2020-11-24,67.5153
2020-11-25,66.9004
2020-11-26,66.9004
2020-11-27,66.935
2020-11-28,66.935
2020-11-29,66.935
2020-11-30,63.7124
2020-12-01,64.7908
2020-12-02,62.5662
2020-12-03,61.9213
2020-12-04,64.4577
2020-12-05,64.4577
2020-12-06,64.4577
2020-12-07,63.4691
2020-12-08,64.5372
2020-12-09,66.0236
2020-12-10,64.8434
2020-12-11,65.1373
2020-12-12,65.1373
2020-12-13,65.1373
2020-12-14,63.0104
2020-12-15,63.6995
2020-12-16,64.5239
2020-12-17,64.5341
2020-12-18,63.4622
2020-12-19,63.4622
2020-12-20,63.4622
2020-12-21,62.9875
2020-12-22,63.6181
2020-12-23,65.5892
2020-12-24,65.9665
2020-12-25,65.9665
2020-12-26,65.9665
2020-12-27,65.9665
2020-12-28,65.6356
2020-12-29,63.5141
2020-12-30,64.6391
2020-12-31,63.5023
2021-01-01,63.5023
2021-01-02,63.5023
2021-01-03,63.5023
2021-01-04,59.1581
2021-01-05,61.8006
2021-01-06,69.2618
2021-01-07,70.6484
2021-01-08,67.1083
2021-01-09,67.1083
2021-01-10,67.1083
2021-01-11,65.4129
2021-01-12,66.4335
2021-01-13,64.8786
2021-01-14,65.6833
2021-01-15,64.1121
2021-01-16,64.1121
2021-01-17,64.1121
2021-01-18,64.1121
2021-01-19,64.1401
2021-01-20,64.8685
2021-01-21,58.4129
2021-01-22,60.8229
2021-01-23,60.8229
2021-01-24,60.8229
2021-01-25,56.4073
2021-01-26,56.1139
2021-01-27,49.6963
2021-01-28,52.3951
2021-01-29,49.3223
2021-01-30,49.3223
2021-01-31,49.3223
2021-02-01,51.8916
2021-02-02,53.2642
2021-02-03,53.2193
2021-02-04,54.3241
2021-02-05,55.1823
2021-02-06,55.1823
2021-02-07,55.1823
2021-02-08,56.7757
2021-02-09,55.9895
2021-02-10,56.3468
2021-02-11,55.1501
2021-02-12,53.7038
2021-02-13,53.7038
2021-02-14,53.7038
2021-02-15,53.7038
2021-02-16,53.934
2021-02-17,51.9243
2021-02-18,49.9033
2021-02-19,52.0436
2021-02-20,52.0436
2021-02-21,52.0436
2021-02-22,53.3654
2021-02-23,55.1534
2021-02-24,58.7526
2021-02-25,59.9258
2021-02-26,56.5095
2021-02-27,56.5095
2021-02-28,56.5095
2021-03-01,60.2611
2021-03-02,58.3562
2021-03-03,59.8153
2021-03-04,58.0078
2021-03-05,61.4508
2021-03-06,61.4508
2021-03-07,61.4508
2021-03-08,63.3598
2021-03-09,63.5552
2021-03-10,66.6301
2021-03-11,67.0447
2021-03-12,68.7792
2021-03-13,68.7792
2021-03-14,68.7792
2021-03-15,67.0006
2021-03-16,65.1435
2021-03-17,65.9068
2021-03-18,65.2841
2021-03-19,64.9271
2021-03-20,64.9271
2021-03-21,64.9271
2021-03-22,61.0035
2021-03-23,55.6234
2021-03-24,56.6557
2021-03-25,59.2795
2021-03-26,61.1341
2021-03-27,61.1341
2021-03-28,61.1341
2021-03-29,59.0661
2021-03-30,60.9903
2021-03-31,60.1732
2021-04-01,61.2615
2021-04-02,61.2615
2021-04-03,61.2615
2021-04-04,61.2615
2021-04-05,61.6875
2021-04-06,61.9516
2021-04-07,61.5129
2021-04-08,62.4153
2021-04-09,63.5902
2021-04-10,63.5902
2021-04-11,63.5902
2021-04-12,64.7026
2021-04-13,63.0993
2021-04-14,63.86
2021-04-15,64.2903
2021-04-16,65.1781
2021-04-17,65.1781
2021-04-18,65.1781
2021-04-19,64.853
2021-04-20,62.511
2021-04-21,63.5466
2021-04-22,62.9657
2021-04-23,64.6533
2021-04-24,64.6533
2021-04-25,64.6533
2021-04-26,64.3456
2021-04-27,64.2251
2021-04-28,64.07
2021-04-29,64.98
2021-04-30,62.1464
2021-05-01,62.1464
2021-05-02,62.1464
2021-05-03,62.8137
2021-05-04,62.9918
2021-05-05,64.5095
2021-05-06,66.0466
2021-05-07,67.0668
2021-05-08,67.0668
2021-05-09,67.0668
2021-05-10,65.4691
2021-05-11,65.1479
2021-05-12,57.9517
2021-05-13,61.4215
2021-05-14,62.8094
2021-05-15,62.8094
2021-05-16,62.8094
2021-05-17,63.1692
2021-05-18,58.551
2021-05-19,57.9551
2021-05-20,58.2966
2021-05-21,58.4562
2021-05-22,58.4562
2021-05-23,58.4562
2021-05-24,59.4297
2021-05-25,57.1172
2021-05-26,59.1861
2021-05-27,61.0536
2021-05-28,61.8008
2021-05-29,61.8008
2021-05-30,61.8008
2021-05-31,61.8008
2021-06-01,63.2766
2021-06-02,60.7594
2021-06-03,60.3069
2021-06-04,61.8615
2021-06-05,61.8615
2021-06-06,61.8615
2021-06-07,62.6188
2021-06-08,63.4161
2021-06-09,61.3619
2021-06-10,56.9389
2021-06-11,58.9686
2021-06-12,58.9686
2021-06-13,58.9686
2021-06-14,56.356
2021-06-15,57.7895
2021-06-16,57.0976
2021-06-17,53.0283
2021-06-18,48.3574
2021-06-19,48.3574
2021-06-20,48.3574
2021-06-21,52.2657
2021-06-22,52.4259
2021-06-23,51.9748
2021-06-24,55.5551
2021-06-25,53.4157
2021-06-26,53.4157
2021-06-27,53.4157
2021-06-28,52.1882
2021-06-29,51.3848
2021-06-30,52.8255
2021-07-01,52.9697
2021-07-02,51.5721
2021-07-03,51.5721
2021-07-04,51.5721
2021-07-05,51.5721
2021-07-06,49.4355
2021-07-07,50.7681
2021-07-08,48.6673
2021-07-09,51.9476
2021-07-10,51.9476
2021-07-11,51.9476
2021-07-12,52.8629
2021-07-13,51.2847
2021-07-14,51.2619
2021-07-15,51.1092
2021-07-16,48.5632
2021-07-17,48.5632
2021-07-18,48.5632
2021-07-19,45.5072
2021-07-20,50.6295
2021-07-21,51.0546
2021-07-22,47.8816
2021-07-23,50.7863
2021-07-24,50.7863
2021-07-25,50.7863
2021-07-26,50.8066
2021-07-27,51.0774
2021-07-28,52.6136
2021-07-29,52.3265
2021-07-30,51.0133
2021-07-31,51.0133
2021-08-01,51.0133
2021-08-02,47.4072
2021-08-03,49.8868
2021-08-04,48.6377
2021-08-05,49.7426
2021-08-06,50.5917
2021-08-07,50.5917
2021-08-08,50.5917
2021-08-09,48.3077
2021-08-10,49.8291
2021-08-11,51.3743
2021-08-12,49.7772
2021-08-13,48.968
2021-08-14,48.968
2021-08-15,48.968
2021-08-16,48.2659
2021-08-17,46.9283
2021-08-18,47.6
2021-08-19,48.2408
2021-08-20,49.3015
2021-08-21,49.3015
2021-08-22,49.3015
2021-08-23,48.9276
2021-08-24,50.5422
2021-08-25,52.4005
2021-08-26,50.0749
2021-08-27,54.1059
2021-08-28,54.1059
2021-08-29,54.1059
2021-08-30,52.7418
2021-08-31,50.9026
2021-09-01,49.6917
2021-09-02,51.8301
2021-09-03,51.51
2021-09-04,51.51
2021-09-05,51.51
2021-09-06,51.51
2021-09-07,47.4852
2021-09-08,48.7578
2021-09-09,46.9908
2021-09-10,45.7187
2021-09-11,45.7187
2021-09-12,45.7187
2021-09-13,47.4521
2021-09-14,45.0333
2021-09-15,47.4957
2021-09-16,46.3314
2021-09-17,44.7891
2021-09-18,44.7891
2021-09-19,44.7891
2021-09-20,42.9408
2021-09-21,41.1189
2021-09-22,42.9701
2021-09-23,49.154
2021-09-24,49.1647
2021-09-25,49.1647
2021-09-26,49.1647
2021-09-27,51.4252
2021-09-28,48.5621
2021-09-29,49.1733
2021-09-30,46.1572
2021-10-01,49.0789
2021-10-02,49.0789
2021-10-03,49.0789
2021-10-04,50.7342
2021-10-05,50.0265
2021-10-06,49.1526
2021-10-07,49.9925
2021-10-08,49.1421
2021-10-09,49.1421
2021-10-10,49.1421
2021-10-11,47.5018
2021-10-12,46.3997
2021-10-13,47.1166
2021-10-14,50.0649
2021-10-15,47.5243
2021-10-16,47.5243
2021-10-17,47.5243
2021-10-18,49.2488
2021-10-19,49.1417
2021-10-20,50.7697
2021-10-21,52.3891
2021-10-22,52.8776
2021-10-23,52.8776
2021-10-24,52.8776
2021-10-25,53.1371
2021-10-26,51.6178
2021-10-27,47.5251
2021-10-28,55.5363
2021-10-29,52.4447
2021-10-30,52.4447
2021-10-31,52.4447
2021-11-01,53.9151
2021-11-02,53.4874
2021-11-03,53.811
2021-11-04,57.1259
2021-11-05,61.2706
2021-11-06,61.2706
2021-11-07,61.2706
2021-11-08,59.027
2021-11-09,60.0052
2021-11-10,58.9973
2021-11-11,58.2927
2021-11-12,58.3891
2021-11-13,58.3891
2021-11-14,58.3891
2021-11-15,57.215
2021-11-16,57.9538
2021-11-17,56.3794
2021-11-18,56.4694
2021-11-19,57.1728
2021-11-20,57.1728
2021-11-21,57.1728
2021-11-22,58.2691
2021-11-23,58.6671
2021-11-24,55.6002
2021-11-25,55.6002
2021-11-26,49.121
2021-11-27,49.121
2021-11-28,49.121
2021-11-29,48.4782
2021-11-30,46.0058
2021-12-01,46.19
2021-12-02,51.057
2021-12-03,50.5828
2021-12-04,50.5828
2021-12-05,50.5828
2021-12-06,51.8926
2021-12-07,53.3686
2021-12-08,55.3197
2021-12-09,52.4504
2021-12-10,52.3578
2021-12-11,52.3578
2021-12-12,52.3578
2021-12-13,51.1839
2021-12-14,49.0688
2021-12-15,49.7642
2021-12-16,49.7955
2021-12-17,47.6763
2021-12-18,47.6763
2021-12-19,47.6763
2021-12-20,44.6472
2021-12-21,49.0653
2021-12-22,50.9323
2021-12-23,51.9559
2021-12-24,51.9559
2021-12-25,51.9559
2021-12-26,51.9559
2021-12-27,54.2648
2021-12-28,53.8032
2021-12-29,54.1971
2021-12-30,53.4624
2021-12-31,53.4289
2022-01-01,53.4289
2022-01-02,53.4289
2022-01-03,53.3942
2022-01-04,56.0024
2022-01-05,52.655
2022-01-06,53.4074
2022-01-07,50.8867
2022-01-08,50.8867
2022-01-09,50.8867
2022-01-10,49.0764
2022-01-11,49.9495
2022-01-12,48.3192
2022-01-13,50.2052
2022-01-14,50.1294
2022-01-15,50.1294
2022-01-16,50.1294
2022-01-17,50.1294
2022-01-18,46.0041
2022-01-19,44.6887
2022-01-20,43.5217
2022-01-21,42.6082
2022-01-22,42.6082
2022-01-23,42.6082
2022-01-24,47.2998
2022-01-25,43.5786
2022-01-26,43.079
2022-01-27,42.6079
2022-01-28,44.9625
2022-01-29,44.9625
2022-01-30,44.9625
2022-01-31,46.4167
2022-02-01,45.1276
2022-02-02,44.4478
2022-02-03,43.1395
2022-02-04,43.9338
2022-02-05,43.9338
2022-02-06,43.9338
2022-02-07,42.7087
2022-02-08,44.4205
2022-02-09,45.3835
2022-02-10,43.5987
2022-02-11,43.3888
2022-02-12,43.3888
2022-02-13,43.3888
2022-02-14,43.6313
2022-02-15,46.7951
2022-02-16,46.3623
2022-02-17,43.7679
2022-02-18,44.514
2022-02-19,44.514
2022-02-20,44.514
2022-02-21,44.514
2022-02-22,43.5911
2022-02-23,43.7767
2022-02-24,41.0907
2022-02-25,47.1846
2022-02-26,47.1846
2022-02-27,47.1846
2022-02-28,45.7722
2022-03-01,41.8228
2022-03-02,47.2734
2022-03-03,45.9152
2022-03-04,46.1364
2022-03-05,46.1364
2022-03-06,46.1364
2022-03-07,43.7562
2022-03-08,43.9336
2022-03-09,48.0819
2022-03-10,49.0762
2022-03-11,48.4902
2022-03-12,48.4902
2022-03-13,48.4902
2022-03-14,47.5183
2022-03-15,49.5383
2022-03-16,50.2294
2022-03-17,49.6092
2022-03-18,51.5879
2022-03-19,51.5879
2022-03-20,51.5879
2022-03-21,50.8668
2022-03-22,49.3338
2022-03-23,45.5289
2022-03-24,46.6104
2022-03-25,47.588
2022-03-26,47.588
2022-03-27,47.588
2022-03-28,46.1919
2022-03-29,47.8093
2022-03-30,46.9534
2022-03-31,44.9273
2022-04-01,46.3504
2022-04-02,46.3504
2022-04-03,46.3504
2022-04-04,44.2354
2022-04-05,44.4618
2022-04-06,45.8387
2022-04-07,47.5918
2022-04-08,46.4309
2022-04-09,46.4309
2022-04-10,46.4309
2022-04-11,45.9137
2022-04-12,47.3575
2022-04-13,50.2113
2022-04-14,50.7042
2022-04-15,50.7042
2022-04-16,50.7042
2022-04-17,50.7042
2022-04-18,50.3992
2022-04-19,49.803
2022-04-20,52.2454
2022-04-21,50.2254
2022-04-22,47.2173
2022-04-23,47.2173
2022-04-24,47.2173
2022-04-25,47.4499
2022-04-26,45.0506
2022-04-27,45.2184
2022-04-28,39.0014
2022-04-29,40.4096
2022-04-30,40.4096
2022-05-01,40.4096
2022-05-02,39.7392
2022-05-03,41.0531
2022-05-04,44.7309
2022-05-05,41.7956
2022-05-06,41.4276
2022-05-07,41.4276
2022-05-08,41.4276
2022-05-09,39.2892
2022-05-10,38.4707
2022-05-11,37.3832
2022-05-12,37.6533
2022-05-13,38.9341
2022-05-14,38.9341
2022-05-15,38.9341
2022-05-16,38.6892
2022-05-17,41.1903
2022-05-18,39.7069
2022-05-19,39.6522
2022-05-20,40.1358
2022-05-21,40.1358
2022-05-22,40.1358
2022-05-23,40.0772
2022-05-24,40.8076
2022-05-25,43.0217
2022-05-26,45.0901
2022-05-27,47.4656
2022-05-28,47.4656
2022-05-29,47.4656
2022-05-30,47.4656
2022-05-31,45.1049
2022-06-01,43.9577
2022-06-02,47.9368
2022-06-03,47.1421
2022-06-04,47.1421
2022-06-05,47.1421
2022-06-06,49.2675
2022-06-07,49.9253
2022-06-08,47.9483
2022-06-09,47.0315
2022-06-10,44.6926
2022-06-11,44.6926
2022-06-12,44.6926
2022-06-13,41.1569
2022-06-14,40.6047
2022-06-15,43.7163
2022-06-16,37.9473
2022-06-17,37.8357
2022-06-18,37.8357
2022-06-19,37.8357
2022-06-20,37.8357
2022-06-21,41.9126
2022-06-22,41.7897
2022-06-23,42.7327
2022-06-24,48.9464
2022-06-25,48.9464
2022-06-26,48.9464
2022-06-27,48.8769
2022-06-28,47.0105
2022-06-29,45.3883
2022-06-30,46.505
2022-07-01,46.5729
2022-07-02,46.5729
2022-07-03,46.5729
2022-07-04,46.5729
2022-07-05,46.6079
2022-07-06,45.4075
2022-07-07,47.5226
2022-07-08,46.4806
2022-07-09,46.4806
2022-07-10,46.4806
2022-07-11,45.8504
2022-07-12,44.762
2022-07-13,44.2397
2022-07-14,44.2397
2022-07-15,46.6158
2022-07-16,46.6158
2022-07-17,46.6158
2022-07-18,45.8326
2022-07-19,50.0129
2022-07-20,50.9332
2022-07-21,52.3639
2022-07-22,51.9814
2022-07-23,51.9814
2022-07-24,51.9814
2022-07-25,51.708
2022-07-26,51.6812
2022-07-27,54.8621
2022-07-28,60.7559
2022-07-29,62.2166
2022-07-30,62.2166
2022-07-31,62.2166
2022-08-01,62.8033
2022-08-02,60.3786
2022-08-03,61.0196
2022-08-04,58.7442
2022-08-05,58.7022
2022-08-06,58.7022
2022-08-07,58.7022
2022-08-08,59.1447
2022-08-09,59.3597
2022-08-10,61.7215
2022-08-11,62.5353
2022-08-12,65.1719
2022-08-13,65.1719
2022-08-14,65.1719
2022-08-15,65.2914
2022-08-16,66.158
2022-08-17,65.8214
2022-08-18,67.1362
2022-08-19,63.6057
2022-08-20,63.6057
2022-08-21,63.6057
2022-08-22,60.962
2022-08-23,60.9818
2022-08-24,62.7739
2022-08-25,64.8285
2022-08-26,59.8332
2022-08-27,59.8332
2022-08-28,59.8332
2022-08-29,59.8042
2022-08-30,56.8017
2022-08-31,57.1498
2022-09-01,54.8234
2022-09-02,53.6534
2022-09-03,53.6534
2022-09-04,53.6534
2022-09-05,53.6534
2022-09-06,53.1409
2022-09-07,55.958
2022-09-08,58.0372
2022-09-09,59.704
2022-09-10,59.704
2022-09-11,59.704
2022-09-12,60.0599
2022-09-13,53.7443
2022-09-14,54.5243
2022-09-15,54.6327
2022-09-16,53.8623
2022-09-17,53.8623
2022-09-18,53.8623
2022-09-19,55.6686
2022-09-20,54.7111
2022-09-21,54.4344
2022-09-22,52.8715
2022-09-23,49.6359
2022-09-24,49.6359
2022-09-25,49.6359
2022-09-26,49.3086
2022-09-27,47.9868
2022-09-28,52.3764
2022-09-29,50.6287
2022-09-30,50.028
2022-10-01,50.028
2022-10-02,50.028
2022-10-03,53.742
2022-10-04,57.5276
2022-10-05,56.4768
2022-10-06,56.8134
2022-10-07,54.8069
2022-10-08,54.8069
2022-10-09,54.8069
2022-10-10,56.552
2022-10-11,57.6028
2022-10-12,55.4867
2022-10-13,57.8342
2022-10-14,55.5292
2022-10-15,55.5292
2022-10-16,55.5292
2022-10-17,60.7427
2022-10-18,61.2024
2022-10-19,61.0143
2022-10-20,57.0978
2022-10-21,58.7834
2022-10-22,58.7834
2022-10-23,58.7834
2022-10-24,60.0154
2022-10-25,61.7116
2022-10-26,60.4123
2022-10-27,64.5601
2022-10-28,68.1837
2022-10-29,68.1837
2022-10-30,68.1837
2022-10-31,68.8151
2022-11-01,70.6401
2022-11-02,65.7275
2022-11-03,66.9175
2022-11-04,68.0701
2022-11-05,68.0701
2022-11-06,68.0701
2022-11-07,68.8248
2022-11-08,68.9374
2022-11-09,69.2758
2022-11-10,72.2304
2022-11-11,70.6283
2022-11-12,70.6283
2022-11-13,70.6283
2022-11-14,69.0442
2022-11-15,70.8095
2022-11-16,71.5942
2022-11-17,69.6692
2022-11-18,70.9745
2022-11-19,70.9745
2022-11-20,70.9745
2022-11-21,70.2585
2022-11-22,70.2748
2022-11-23,68.7139
2022-11-24,68.7139
2022-11-25,69.7619
2022-11-26,69.7619
2022-11-27,69.7619
2022-11-28,66.4661
2022-11-29,65.6119
2022-11-30,67.3603
2022-12-01,66.2448
2022-12-02,66.0922
2022-12-03,66.0922
2022-12-04,66.0922
2022-12-05,60.3602
2022-12-06,60.2133
2022-12-07,60.4812
2022-12-08,61.6268
2022-12-09,58.9515
2022-12-10,58.9515
2022-12-11,58.9515
2022-12-12,59.6461
2022-12-13,60.2774
2022-12-14,57.1623
2022-12-15,55.1345
2022-12-16,57.2274
2022-12-17,57.2274
2022-12-18,57.2274
2022-12-19,55.8252
2022-12-20,55.526
2022-12-21,57.8706
2022-12-22,57.5693
2022-12-23,58.2353
2022-12-24,58.2353
2022-12-25,58.2353
2022-12-26,58.2353
2022-12-27,58.4369
2022-12-28,55.4515
2022-12-29,56.8492
2022-12-30,55.649
2022-12-31,55.649
2023-01-01,55.649
2023-01-02,55.649
2023-01-03,55.84
2023-01-04,52.485
2023-01-05,49.243
2023-01-06,54.2788
2023-01-07,54.2788
2023-01-08,54.2788
2023-01-09,51.6486
2023-01-10,53.4525
2023-01-11,54.1046
2023-01-12,57.4852
2023-01-13,58.2615
2023-01-14,58.2615
2023-01-15,58.2615
2023-01-16,58.2615
2023-01-17,53.8535
2023-01-18,52.728
2023-01-19,49.7841
2023-01-20,50.9267
2023-01-21,50.9267
2023-01-22,50.9267
2023-01-23,50.068
2023-01-24,52.0008
2023-01-25,51.6861
2023-01-26,51.805
2023-01-27,52.021
2023-01-28,52.021
2023-01-29,52.021
2023-01-30,50.8621
2023-01-31,53.5167
2023-02-01,54.2742
2023-02-02,54.7339
2023-02-03,53.6842
2023-02-04,53.6842
2023-02-05,53.6842
2023-02-06,52.3259
2023-02-07,53.0453
2023-02-08,52.4539
2023-02-09,49.7401
2023-02-10,50.5152
2023-02-11,50.5152
2023-02-12,50.5152
2023-02-13,51.9939
2023-02-14,51.7065
2023-02-15,53.4427
2023-02-16,53.5698
2023-02-17,56.082
2023-02-18,56.082
2023-02-19,56.082
2023-02-20,56.082
2023-02-21,50.5932
2023-02-22,50.6569
2023-02-23,63.3411
2023-02-24,65.3518
2023-02-25,65.3518
2023-02-26,65.3518
2023-02-27,65.6499
2023-02-28,66.3299
2023-03-01,66.0662
2023-03-02,65.9129
2023-03-03,67.1789
2023-03-04,67.1789
2023-03-05,67.1789
2023-03-06,64.2724
2023-03-07,63.4869
2023-03-08,64.8966
2023-03-09,61.3999
2023-03-10,55.0266
2023-03-11,55.0266
2023-03-12,55.0266
2023-03-13,52.5491
2023-03-14,54.5889
2023-03-15,52.4542
2023-03-16,55.7929
2023-03-17,55.6706
