,NVR US Equity
2020-06-13,50.1592
2020-06-14,50.1592
2020-06-15,51.2307
2020-06-16,54.758
2020-06-17,55.2598
2020-06-18,52.9623
2020-06-19,51.809
2020-06-20,51.809
2020-06-21,51.809
2020-06-22,51.4362
2020-06-23,51.2967
2020-06-24,49.7088
2020-06-25,49.8306
2020-06-26,49.3339
2020-06-27,49.3339
2020-06-28,49.3339
2020-06-29,49.8023
2020-06-30,51.1746
2020-07-01,49.6693
2020-07-02,49.3416
2020-07-03,49.3416
2020-07-04,49.3416
2020-07-05,49.3416
2020-07-06,52.1449
2020-07-07,50.7526
2020-07-08,52.5628
2020-07-09,50.7074
2020-07-10,51.2446
2020-07-11,51.2446
2020-07-12,51.2446
2020-07-13,50.0386
2020-07-14,51.9545
2020-07-15,52.5858
2020-07-16,52.7468
2020-07-17,52.693
2020-07-18,52.693
2020-07-19,52.693
2020-07-20,53.87
2020-07-21,53.2728
2020-07-22,60.221
2020-07-23,60.026
2020-07-24,61.4546
2020-07-25,61.4546
2020-07-26,61.4546
2020-07-27,63.1009
2020-07-28,59.8677
2020-07-29,62.2247
2020-07-30,62.374
2020-07-31,62.0181
2020-08-01,62.0181
2020-08-02,62.0181
2020-08-03,60.5266
2020-08-04,60.3461
2020-08-05,59.3718
2020-08-06,60.1583
2020-08-07,60.1777
2020-08-08,60.1777
2020-08-09,60.1777
2020-08-10,60.8486
2020-08-11,61.3184
2020-08-12,63.2108
2020-08-13,63.4766
2020-08-14,63.3076
2020-08-15,63.3076
2020-08-16,63.3076
2020-08-17,65.1665
2020-08-18,66.0796
2020-08-19,64.521
2020-08-20,64.6071
2020-08-21,65.8793
2020-08-22,65.8793
2020-08-23,65.8793
2020-08-24,67.4143
2020-08-25,64.4336
2020-08-26,64.287
2020-08-27,64.2262
2020-08-28,63.8234
2020-08-29,63.8234
2020-08-30,63.8234
2020-08-31,62.4066
2020-09-01,62.8142
2020-09-02,63.5276
2020-09-03,56.942
2020-09-04,53.9082
2020-09-05,53.9082
2020-09-06,53.9082
2020-09-07,53.9082
2020-09-08,53.4222
2020-09-09,55.8597
2020-09-10,54.0935
2020-09-11,56.3779
2020-09-12,56.3779
2020-09-13,56.3779
2020-09-14,58.5493
2020-09-15,54.9374
2020-09-16,59.2014
2020-09-17,57.1814
2020-09-18,54.1263
2020-09-19,54.1263
2020-09-20,54.1263
2020-09-21,51.5877
2020-09-22,54.0617
2020-09-23,49.6277
2020-09-24,50.8449
2020-09-25,51.3136
2020-09-26,51.3136
2020-09-27,51.3136
2020-09-28,54.4087
2020-09-29,52.6094
2020-09-30,54.2668
2020-10-01,57.0341
2020-10-02,56.2262
2020-10-03,56.2262
2020-10-04,56.2262
2020-10-05,56.6191
2020-10-06,54.8795
2020-10-07,56.1395
2020-10-08,58.7561
2020-10-09,59.6587
2020-10-10,59.6587
2020-10-11,59.6587
2020-10-12,60.197
2020-10-13,60.5151
2020-10-14,58.168
2020-10-15,59.7775
2020-10-16,57.7834
2020-10-17,57.7834
2020-10-18,57.7834
2020-10-19,54.7149
2020-10-20,57.5766
2020-10-21,53.9005
2020-10-22,51.4933
2020-10-23,52.9006
2020-10-24,52.9006
2020-10-25,52.9006
2020-10-26,49.3819
2020-10-27,48.6495
2020-10-28,48.3021
2020-10-29,48.5854
2020-10-30,47.6798
2020-10-31,47.6798
2020-11-01,47.6798
2020-11-02,49.4011
2020-11-03,51.3508
2020-11-04,53.4022
2020-11-05,54.2846
2020-11-06,51.619
2020-11-07,51.619
2020-11-08,51.619
2020-11-09,48.0022
2020-11-10,51.3759
2020-11-11,53.314
2020-11-12,51.4176
2020-11-13,53.2779
2020-11-14,53.2779
2020-11-15,53.2779
2020-11-16,54.5622
2020-11-17,53.6744
2020-11-18,53.9219
2020-11-19,52.2625
2020-11-20,51.0571
2020-11-21,51.0571
2020-11-22,51.0571
2020-11-23,51.7729
2020-11-24,51.0439
2020-11-25,49.8989
2020-11-26,49.8989
2020-11-27,50.1125
2020-11-28,50.1125
2020-11-29,50.1125
2020-11-30,47.394
2020-12-01,47.3301
2020-12-02,45.2998
2020-12-03,47.7589
2020-12-04,47.7587
2020-12-05,47.7587
2020-12-06,47.7587
2020-12-07,47.7589
2020-12-08,46.1601
2020-12-09,48.7999
2020-12-10,47.7994
2020-12-11,48.1177
2020-12-12,48.1177
2020-12-13,48.1177
2020-12-14,48.5943
2020-12-15,48.674
2020-12-16,49.6584
2020-12-17,53.6419
2020-12-18,53.8108
2020-12-19,53.8108
2020-12-20,53.8108
2020-12-21,53.7469
2020-12-22,53.0935
2020-12-23,51.3385
2020-12-24,53.3057
2020-12-25,53.3057
2020-12-26,53.3057
2020-12-27,53.3057
2020-12-28,51.5818
2020-12-29,50.7364
2020-12-30,50.76
2020-12-31,49.3707
2021-01-01,49.3707
2021-01-02,49.3707
2021-01-03,49.3707
2021-01-04,48.2501
2021-01-05,47.3502
2021-01-06,46.1598
2021-01-07,48.0528
2021-01-08,45.3884
2021-01-09,45.3884
2021-01-10,45.3884
2021-01-11,47.1844
2021-01-12,46.5253
2021-01-13,46.7919
2021-01-14,46.9136
2021-01-15,48.088
2021-01-16,48.088
2021-01-17,48.088
2021-01-18,48.088
2021-01-19,52.7385
2021-01-20,55.9696
2021-01-21,60.0734
2021-01-22,60.8261
2021-01-23,60.8261
2021-01-24,60.8261
2021-01-25,61.9912
2021-01-26,62.1144
2021-01-27,61.7263
2021-01-28,61.1077
2021-01-29,58.5158
2021-01-30,58.5158
2021-01-31,58.5158
2021-02-01,60.5322
2021-02-02,59.8113
2021-02-03,59.4306
2021-02-04,60.7355
2021-02-05,63.4291
2021-02-06,63.4291
2021-02-07,63.4291
2021-02-08,64.9789
2021-02-09,63.4003
2021-02-10,63.4469
2021-02-11,63.5961
2021-02-12,63.2547
2021-02-13,63.2547
2021-02-14,63.2547
2021-02-15,63.2547
2021-02-16,61.2087
2021-02-17,62.5708
2021-02-18,62.6102
2021-02-19,62.5873
2021-02-20,62.5873
2021-02-21,62.5873
2021-02-22,60.4555
2021-02-23,61.6464
2021-02-24,61.6571
2021-02-25,53.4155
2021-02-26,53.7046
2021-02-27,53.7046
2021-02-28,53.7046
2021-03-01,55.8739
2021-03-02,58.2586
2021-03-03,52.2726
2021-03-04,50.9491
2021-03-05,55.9229
2021-03-06,55.9229
2021-03-07,55.9229
2021-03-08,57.7399
2021-03-09,57.7957
2021-03-10,59.558
2021-03-11,53.5881
2021-03-12,52.2894
2021-03-13,52.2894
2021-03-14,52.2894
2021-03-15,55.4842
2021-03-16,54.3046
2021-03-17,55.1022
2021-03-18,48.7438
2021-03-19,49.076
2021-03-20,49.076
2021-03-21,49.076
2021-03-22,50.7992
2021-03-23,49.7703
2021-03-24,51.6819
2021-03-25,52.3729
2021-03-26,55.9506
2021-03-27,55.9506
2021-03-28,55.9506
2021-03-29,54.4619
2021-03-30,55.3164
2021-03-31,55.4266
2021-04-01,57.1119
2021-04-02,57.1119
2021-04-03,57.1119
2021-04-04,57.1119
2021-04-05,58.0458
2021-04-06,58.2758
2021-04-07,56.3783
2021-04-08,55.5274
2021-04-09,59.0461
2021-04-10,59.0461
2021-04-11,59.0461
2021-04-12,58.1661
2021-04-13,56.5479
2021-04-14,56.5579
2021-04-15,57.1096
2021-04-16,60.3273
2021-04-17,60.3273
2021-04-18,60.3273
2021-04-19,60.313
2021-04-20,57.736
2021-04-21,54.466
2021-04-22,55.1189
2021-04-23,56.0149
2021-04-24,56.0149
2021-04-25,56.0149
2021-04-26,57.6321
2021-04-27,58.7861
2021-04-28,59.4085
2021-04-29,59.8362
2021-04-30,59.6296
2021-05-01,59.6296
2021-05-02,59.6296
2021-05-03,62.0986
2021-05-04,61.3977
2021-05-05,62.2612
2021-05-06,61.9559
2021-05-07,63.73
2021-05-08,63.73
2021-05-09,63.73
2021-05-10,63.8304
2021-05-11,55.6339
2021-05-12,48.8366
2021-05-13,53.207
2021-05-14,53.7626
2021-05-15,53.7626
2021-05-16,53.7626
2021-05-17,51.6917
2021-05-18,48.125
2021-05-19,47.6495
2021-05-20,48.0937
2021-05-21,46.4771
2021-05-22,46.4771
2021-05-23,46.4771
2021-05-24,46.4173
2021-05-25,51.1894
2021-05-26,51.4549
2021-05-27,51.8039
2021-05-28,52.4577
2021-05-29,52.4577
2021-05-30,52.4577
2021-05-31,52.4577
2021-06-01,51.1783
2021-06-02,49.937
2021-06-03,48.6391
2021-06-04,50.3733
2021-06-05,50.3733
2021-06-06,50.3733
2021-06-07,50.3316
2021-06-08,51.1616
2021-06-09,49.8473
2021-06-10,44.8363
2021-06-11,46.7833
2021-06-12,46.7833
2021-06-13,46.7833
2021-06-14,46.8399
2021-06-15,48.0062
2021-06-16,46.534
2021-06-17,47.7742
2021-06-18,50.2936
2021-06-19,50.2936
2021-06-20,50.2936
2021-06-21,51.1986
2021-06-22,51.2995
2021-06-23,50.1614
2021-06-24,51.1983
2021-06-25,51.9642
2021-06-26,51.9642
2021-06-27,51.9642
2021-06-28,53.1303
2021-06-29,55.3759
2021-06-30,55.6203
2021-07-01,59.2229
2021-07-02,59.2843
2021-07-03,59.2843
2021-07-04,59.2843
2021-07-05,59.2843
2021-07-06,61.028
2021-07-07,61.4187
2021-07-08,56.1063
2021-07-09,56.3112
2021-07-10,56.3112
2021-07-11,56.3112
2021-07-12,53.0616
2021-07-13,48.8999
2021-07-14,50.1042
2021-07-15,49.0232
2021-07-16,48.3338
2021-07-17,48.3338
2021-07-18,48.3338
2021-07-19,47.9895
2021-07-20,51.3466
2021-07-21,51.1486
2021-07-22,54.5184
2021-07-23,57.419
2021-07-24,57.419
2021-07-25,57.419
2021-07-26,54.3919
2021-07-27,56.1946
2021-07-28,54.9349
2021-07-29,59.0802
2021-07-30,58.392
2021-07-31,58.392
2021-08-01,58.392
2021-08-02,58.5001
2021-08-03,60.0128
2021-08-04,58.3366
2021-08-05,59.9063
2021-08-06,56.7287
2021-08-07,56.7287
2021-08-08,56.7287
2021-08-09,54.9901
2021-08-10,55.9545
2021-08-11,58.4986
2021-08-12,57.2406
2021-08-13,56.8515
2021-08-14,56.8515
2021-08-15,56.8515
2021-08-16,56.8391
2021-08-17,52.6261
2021-08-18,52.2543
2021-08-19,51.4002
2021-08-20,53.7761
2021-08-21,53.7761
2021-08-22,53.7761
2021-08-23,52.8556
2021-08-24,54.0504
2021-08-25,54.3352
2021-08-26,51.7588
2021-08-27,52.775
2021-08-28,52.775
2021-08-29,52.775
2021-08-30,52.3266
2021-08-31,53.8885
2021-09-01,53.8035
2021-09-02,52.5246
2021-09-03,51.2531
2021-09-04,51.2531
2021-09-05,51.2531
2021-09-06,51.2531
2021-09-07,51.3031
2021-09-08,49.6446
2021-09-09,51.1537
2021-09-10,52.2394
2021-09-11,52.2394
2021-09-12,52.2394
2021-09-13,48.9419
2021-09-14,46.6355
2021-09-15,45.9404
2021-09-16,48.9458
2021-09-17,50.4488
2021-09-18,50.4488
2021-09-19,50.4488
2021-09-20,47.2879
2021-09-21,47.2452
2021-09-22,48.9367
2021-09-23,47.6861
2021-09-24,46.9319
2021-09-25,46.9319
2021-09-26,46.9319
2021-09-27,48.1277
2021-09-28,45.0308
2021-09-29,46.9906
2021-09-30,42.8323
2021-10-01,42.6019
2021-10-02,42.6019
2021-10-03,42.6019
2021-10-04,42.5082
2021-10-05,42.5071
2021-10-06,43.3409
2021-10-07,45.8256
2021-10-08,44.8572
2021-10-09,44.8572
2021-10-10,44.8572
2021-10-11,44.9572
2021-10-12,45.5569
2021-10-13,46.2446
2021-10-14,50.8293
2021-10-15,49.709
2021-10-16,49.709
2021-10-17,49.709
2021-10-18,51.2539
2021-10-19,52.0767
2021-10-20,52.6434
2021-10-21,47.3078
2021-10-22,46.5169
2021-10-23,46.5169
2021-10-24,46.5169
2021-10-25,46.6269
2021-10-26,46.3755
2021-10-27,44.5074
2021-10-28,47.8097
2021-10-29,47.6303
2021-10-30,47.6303
2021-10-31,47.6303
2021-11-01,48.8844
2021-11-02,48.1814
2021-11-03,52.2779
2021-11-04,53.3822
2021-11-05,54.6197
2021-11-06,54.6197
2021-11-07,54.6197
2021-11-08,54.5665
2021-11-09,58.1834
2021-11-10,54.7584
2021-11-11,55.8481
2021-11-12,58.9337
2021-11-13,58.9337
2021-11-14,58.9337
2021-11-15,59.6106
2021-11-16,55.2467
2021-11-17,55.0234
2021-11-18,53.1707
2021-11-19,56.391
2021-11-20,56.391
2021-11-21,56.391
2021-11-22,56.1953
2021-11-23,59.2713
2021-11-24,60.1048
2021-11-25,60.1048
2021-11-26,57.7567
2021-11-27,57.7567
2021-11-28,57.7567
2021-11-29,57.3963
2021-11-30,55.2498
2021-12-01,60.1497
2021-12-02,63.4871
2021-12-03,60.9909
2021-12-04,60.9909
2021-12-05,60.9909
2021-12-06,64.0963
2021-12-07,64.994
2021-12-08,68.9241
2021-12-09,67.8883
2021-12-10,69.0825
2021-12-11,69.0825
2021-12-12,69.0825
2021-12-13,63.9752
2021-12-14,64.8044
2021-12-15,66.1209
2021-12-16,61.4774
2021-12-17,57.9395
2021-12-18,57.9395
2021-12-19,57.9395
2021-12-20,57.0046
2021-12-21,59.846
2021-12-22,61.0693
2021-12-23,60.2463
2021-12-24,60.2463
2021-12-25,60.2463
2021-12-26,60.2463
2021-12-27,60.9179
2021-12-28,61.8474
2021-12-29,63.4816
2021-12-30,61.8558
2021-12-31,61.9096
2022-01-01,61.9096
2022-01-02,61.9096
2022-01-03,57.4314
2022-01-04,58.7065
2022-01-05,56.1901
2022-01-06,55.1566
2022-01-07,49.0165
2022-01-08,49.0165
2022-01-09,49.0165
2022-01-10,50.7385
2022-01-11,51.8844
2022-01-12,51.8724
2022-01-13,54.5836
2022-01-14,55.1267
2022-01-15,55.1267
2022-01-16,55.1267
2022-01-17,55.1267
2022-01-18,49.8723
2022-01-19,46.9064
2022-01-20,43.7331
2022-01-21,43.1422
2022-01-22,43.1422
2022-01-23,43.1422
2022-01-24,46.1797
2022-01-25,43.6764
2022-01-26,41.9845
2022-01-27,42.0947
2022-01-28,45.5421
2022-01-29,45.5421
2022-01-30,45.5421
2022-01-31,48.0926
2022-02-01,48.8763
2022-02-02,51.4375
2022-02-03,50.1752
2022-02-04,47.173
2022-02-05,47.173
2022-02-06,47.173
2022-02-07,47.4288
2022-02-08,47.6895
2022-02-09,48.7512
2022-02-10,45.2415
2022-02-11,42.979
2022-02-12,42.979
2022-02-13,42.979
2022-02-14,41.9761
2022-02-15,43.8917
2022-02-16,45.0246
2022-02-17,43.049
2022-02-18,42.9566
2022-02-19,42.9566
2022-02-20,42.9566
2022-02-21,42.9566
2022-02-22,39.5813
2022-02-23,37.254
2022-02-24,40.4727
2022-02-25,43.5377
2022-02-26,43.5377
2022-02-27,43.5377
2022-02-28,44.3915
2022-03-01,43.5308
2022-03-02,45.7537
2022-03-03,44.3358
2022-03-04,44.1726
2022-03-05,44.1726
2022-03-06,44.1726
2022-03-07,40.7224
2022-03-08,39.8388
2022-03-09,43.4387
2022-03-10,42.8371
2022-03-11,42.4486
2022-03-12,42.4486
2022-03-13,42.4486
2022-03-14,40.3892
2022-03-15,44.4793
2022-03-16,45.3063
2022-03-17,46.7242
2022-03-18,47.9865
2022-03-19,47.9865
2022-03-20,47.9865
2022-03-21,46.2801
2022-03-22,46.4757
2022-03-23,44.5549
2022-03-24,43.6398
2022-03-25,42.4334
2022-03-26,42.4334
2022-03-27,42.4334
2022-03-28,41.9377
2022-03-29,44.4413
2022-03-30,43.1041
2022-03-31,39.7992
2022-04-01,41.2585
2022-04-02,41.2585
2022-04-03,41.2585
2022-04-04,41.6466
2022-04-05,39.1672
2022-04-06,38.68
2022-04-07,38.1568
2022-04-08,37.6897
2022-04-09,37.6897
2022-04-10,37.6897
2022-04-11,38.4785
2022-04-12,39.1856
2022-04-13,40.9318
2022-04-14,39.4735
2022-04-15,39.4735
2022-04-16,39.4735
2022-04-17,39.4735
2022-04-18,39.2199
2022-04-19,42.4198
2022-04-20,43.0045
2022-04-21,41.9434
2022-04-22,39.6267
2022-04-23,39.6267
2022-04-24,39.6267
2022-04-25,41.4543
2022-04-26,43.0231
2022-04-27,41.9924
2022-04-28,45.27
2022-04-29,43.0544
2022-04-30,43.0544
2022-05-01,43.0544
2022-05-02,44.4166
2022-05-03,45.4423
2022-05-04,50.0979
2022-05-05,45.5139
2022-05-06,44.973
2022-05-07,44.973
2022-05-08,44.973
2022-05-09,44.1606
2022-05-10,42.4849
2022-05-11,39.8255
2022-05-12,42.9224
2022-05-13,43.9226
2022-05-14,43.9226
2022-05-15,43.9226
2022-05-16,42.8746
2022-05-17,45.831
2022-05-18,42.0131
2022-05-19,42.4231
2022-05-20,44.6772
2022-05-21,44.6772
2022-05-22,44.6772
2022-05-23,43.8277
2022-05-24,41.4294
2022-05-25,44.1383
2022-05-26,47.2771
2022-05-27,49.4366
2022-05-28,49.4366
2022-05-29,49.4366
2022-05-30,49.4366
2022-05-31,49.1335
2022-06-01,48.0153
2022-06-02,49.4354
2022-06-03,48.797
2022-06-04,48.797
2022-06-05,48.797
2022-06-06,48.6197
2022-06-07,48.5116
2022-06-08,47.3279
2022-06-09,47.0618
2022-06-10,43.9912
2022-06-11,43.9912
2022-06-12,43.9912
2022-06-13,40.2018
2022-06-14,39.6042
2022-06-15,39.7179
2022-06-16,36.1749
2022-06-17,36.9013
2022-06-18,36.9013
2022-06-19,36.9013
2022-06-20,36.9013
2022-06-21,39.3723
2022-06-22,39.9442
2022-06-23,42.5675
2022-06-24,44.9238
2022-06-25,44.9238
2022-06-26,44.9238
2022-06-27,44.8675
2022-06-28,43.1961
2022-06-29,43.5312
2022-06-30,44.4141
2022-07-01,48.0426
2022-07-02,48.0426
2022-07-03,48.0426
2022-07-04,48.0426
2022-07-05,51.9804
2022-07-06,51.565
2022-07-07,51.9225
2022-07-08,51.9992
2022-07-09,51.9992
2022-07-10,51.9992
2022-07-11,52.0368
2022-07-12,51.8171
2022-07-13,52.3502
2022-07-14,51.7224
2022-07-15,51.7659
2022-07-16,51.7659
2022-07-17,51.7659
2022-07-18,51.7787
2022-07-19,53.9816
2022-07-20,53.5499
2022-07-21,56.0467
2022-07-22,56.0448
2022-07-23,56.0448
2022-07-24,56.0448
2022-07-25,53.5953
2022-07-26,50.8501
2022-07-27,51.159
2022-07-28,51.5945
2022-07-29,51.6784
2022-07-30,51.6784
2022-07-31,51.6784
2022-08-01,52.3687
2022-08-02,47.7441
2022-08-03,48.6361
2022-08-04,51.3147
2022-08-05,50.7222
2022-08-06,50.7222
2022-08-07,50.7222
2022-08-08,51.0986
2022-08-09,46.4487
2022-08-10,51.5174
2022-08-11,51.3751
2022-08-12,52.9474
2022-08-13,52.9474
2022-08-14,52.9474
2022-08-15,51.7097
2022-08-16,52.6211
2022-08-17,51.9585
2022-08-18,52.4556
2022-08-19,48.1194
2022-08-20,48.1194
2022-08-21,48.1194
2022-08-22,46.5753
2022-08-23,46.392
2022-08-24,48.7784
2022-08-25,50.735
2022-08-26,47.2916
2022-08-27,47.2916
2022-08-28,47.2916
2022-08-29,47.0101
2022-08-30,45.6787
2022-08-31,45.292
2022-09-01,44.7354
2022-09-02,44.1708
2022-09-03,44.1708
2022-09-04,44.1708
2022-09-05,44.1708
2022-09-06,42.906
2022-09-07,45.7352
2022-09-08,47.4105
2022-09-09,49.4181
2022-09-10,49.4181
2022-09-11,49.4181
2022-09-12,50.1474
2022-09-13,44.5671
2022-09-14,43.8879
2022-09-15,43.248
2022-09-16,45.5168
2022-09-17,45.5168
2022-09-18,45.5168
2022-09-19,46.8511
2022-09-20,45.6652
2022-09-21,44.3983
2022-09-22,43.8781
2022-09-23,45.3325
2022-09-24,45.3325
2022-09-25,45.3325
2022-09-26,42.8003
2022-09-27,42.0272
2022-09-28,47.2832
2022-09-29,44.7047
2022-09-30,44.7028
2022-10-01,44.7028
2022-10-02,44.7028
2022-10-03,48.6506
2022-10-04,53.0976
2022-10-05,52.4043
2022-10-06,52.8224
2022-10-07,51.3819
2022-10-08,51.3819
2022-10-09,51.3819
2022-10-10,49.8234
2022-10-11,49.1962
2022-10-12,45.4802
2022-10-13,46.2184
2022-10-14,44.1887
2022-10-15,44.1887
2022-10-16,44.1887
2022-10-17,46.5545
2022-10-18,49.6827
2022-10-19,45.6696
2022-10-20,45.2911
2022-10-21,47.4362
2022-10-22,47.4362
2022-10-23,47.4362
2022-10-24,47.4457
2022-10-25,52.7083
2022-10-26,50.6008
2022-10-27,50.0291
2022-10-28,52.5334
2022-10-29,52.5334
2022-10-30,52.5334
2022-10-31,51.6638
2022-11-01,51.9165
2022-11-02,49.1622
2022-11-03,47.7148
2022-11-04,49.98
2022-11-05,49.98
2022-11-06,49.98
2022-11-07,49.4197
2022-11-08,49.2533
2022-11-09,47.9198
2022-11-10,57.3675
2022-11-11,56.481
2022-11-12,56.481
2022-11-13,56.481
2022-11-14,53.4314
2022-11-15,56.2261
2022-11-16,55.346
2022-11-17,53.6131
2022-11-18,53.6415
2022-11-19,53.6415
2022-11-20,53.6415
2022-11-21,52.3714
2022-11-22,54.6729
2022-11-23,55.5256
2022-11-24,55.5256
2022-11-25,55.4807
2022-11-26,55.4807
2022-11-27,55.4807
2022-11-28,54.2053
2022-11-29,56.383
2022-11-30,57.8706
2022-12-01,59.6415
2022-12-02,58.3272
2022-12-03,58.3272
2022-12-04,58.3272
2022-12-05,57.3855
2022-12-06,56.1397
2022-12-07,58.4721
2022-12-08,57.6921
2022-12-09,56.5304
2022-12-10,56.5304
2022-12-11,56.5304
2022-12-12,57.5871
2022-12-13,58.1018
2022-12-14,58.4273
2022-12-15,60.2601
2022-12-16,59.5101
2022-12-17,59.5101
2022-12-18,59.5101
2022-12-19,55.9493
2022-12-20,54.6637
2022-12-21,56.1218
2022-12-22,55.327
2022-12-23,54.5276
2022-12-24,54.5276
2022-12-25,54.5276
2022-12-26,54.5276
2022-12-27,54.7273
2022-12-28,52.3163
2022-12-29,54.2661
2022-12-30,53.3135
2022-12-31,53.3135
2023-01-01,53.3135
2023-01-02,53.3135
2023-01-03,52.6862
2023-01-04,54.6988
2023-01-05,53.7327
2023-01-06,57.2724
2023-01-07,57.2724
2023-01-08,57.2724
2023-01-09,56.3188
2023-01-10,57.7329
2023-01-11,59.5163
2023-01-12,59.913
2023-01-13,61.0914
2023-01-14,61.0914
2023-01-15,61.0914
2023-01-16,61.0914
2023-01-17,61.0111
2023-01-18,61.2086
2023-01-19,58.9106
2023-01-20,60.9642
2023-01-21,60.9642
2023-01-22,60.9642
2023-01-23,60.8393
2023-01-24,61.25
2023-01-25,61.9034
2023-01-26,62.8398
2023-01-27,63.053
2023-01-28,63.053
2023-01-29,63.053
2023-01-30,59.4302
2023-01-31,64.626
2023-02-01,66.2094
2023-02-02,67.0383
2023-02-03,62.8832
2023-02-04,62.8832
2023-02-05,62.8832
2023-02-06,58.8781
2023-02-07,59.1932
2023-02-08,54.967
2023-02-09,55.7409
2023-02-10,56.3485
2023-02-11,56.3485
2023-02-12,56.3485
2023-02-13,58.9049
2023-02-14,56.6474
2023-02-15,57.5109
2023-02-16,56.3512
2023-02-17,55.7325
2023-02-18,55.7325
2023-02-19,55.7325
2023-02-20,55.7325
2023-02-21,53.5067
2023-02-22,54.4372
2023-02-23,56.0909
2023-02-24,56.1569
2023-02-25,56.1569
2023-02-26,56.1569
2023-02-27,56.9575
2023-02-28,57.1147
2023-03-01,56.0162
2023-03-02,57.9101
2023-03-03,58.6075
2023-03-04,58.6075
2023-03-05,58.6075
2023-03-06,58.5359
2023-03-07,59.9214
2023-03-08,60.7138
2023-03-09,59.6801
2023-03-10,57.1278
2023-03-11,57.1278
2023-03-12,57.1278
2023-03-13,57.9274
2023-03-14,60.4929
2023-03-15,58.7695
2023-03-16,62.3015
2023-03-17,62.8294
2023-03-18,62.8294
2023-03-19,62.8294
