,QNST US Equity
2020-12-06,65.1951
2020-12-07,66.7314
2020-12-08,69.8538
2020-12-09,70.3491
2020-12-10,69.8298
2020-12-11,70.7549
2020-12-12,70.7549
2020-12-13,70.7549
2020-12-14,69.0186
2020-12-15,67.3825
2020-12-16,69.1695
2020-12-17,69.6003
2020-12-18,72.2533
2020-12-19,72.2533
2020-12-20,72.2533
2020-12-21,69.1327
2020-12-22,70.4528
2020-12-23,69.0322
2020-12-24,70.6833
2020-12-25,70.6833
2020-12-26,70.6833
2020-12-27,70.6833
2020-12-28,68.514
2020-12-29,65.0496
2020-12-30,65.1897
2020-12-31,64.4549
2021-01-01,64.4549
2021-01-02,64.4549
2021-01-03,64.4549
2021-01-04,63.3799
2021-01-05,65.1463
2021-01-06,66.0826
2021-01-07,67.0682
2021-01-08,61.7026
2021-01-09,61.7026
2021-01-10,61.7026
2021-01-11,56.1388
2021-01-12,58.4371
2021-01-13,54.1256
2021-01-14,55.4143
2021-01-15,51.3999
2021-01-16,51.3999
2021-01-17,51.3999
2021-01-18,51.3999
2021-01-19,55.7565
2021-01-20,59.4197
2021-01-21,58.3297
2021-01-22,59.5452
2021-01-23,59.5452
2021-01-24,59.5452
2021-01-25,58.9832
2021-01-26,59.4452
2021-01-27,55.6472
2021-01-28,57.3654
2021-01-29,54.7332
2021-01-30,54.7332
2021-01-31,54.7332
2021-02-01,56.2224
2021-02-02,57.5658
2021-02-03,56.6222
2021-02-04,64.2924
2021-02-05,62.6971
2021-02-06,62.6971
2021-02-07,62.6971
2021-02-08,62.5236
2021-02-09,64.0172
2021-02-10,63.2973
2021-02-11,63.4832
2021-02-12,64.1011
2021-02-13,64.1011
2021-02-14,64.1011
2021-02-15,64.1011
2021-02-16,62.3917
2021-02-17,61.4035
2021-02-18,61.6132
2021-02-19,62.633
2021-02-20,62.633
2021-02-21,62.633
2021-02-22,60.06
2021-02-23,58.3749
2021-02-24,59.0029
2021-02-25,56.056
2021-02-26,58.1828
2021-02-27,58.1828
2021-02-28,58.1828
2021-03-01,60.0861
2021-03-02,57.17
2021-03-03,56.3003
2021-03-04,52.8098
2021-03-05,53.9353
2021-03-06,53.9353
2021-03-07,53.9353
2021-03-08,53.9708
2021-03-09,55.2893
2021-03-10,55.432
2021-03-11,56.9604
2021-03-12,54.445
2021-03-13,54.445
2021-03-14,54.445
2021-03-15,52.4759
2021-03-16,52.2633
2021-03-17,53.9609
2021-03-18,49.1527
2021-03-19,49.0368
2021-03-20,49.0368
2021-03-21,49.0368
2021-03-22,49.2432
2021-03-23,45.2619
2021-03-24,42.9687
2021-03-25,41.9514
2021-03-26,43.47
2021-03-27,43.47
2021-03-28,43.47
2021-03-29,42.856
2021-03-30,42.6827
2021-03-31,42.8262
2021-04-01,44.734
2021-04-02,44.734
2021-04-03,44.734
2021-04-04,44.734
2021-04-05,46.9323
2021-04-06,45.4894
2021-04-07,42.7001
2021-04-08,43.9171
2021-04-09,43.3674
2021-04-10,43.3674
2021-04-11,43.3674
2021-04-12,43.5137
2021-04-13,42.7895
2021-04-14,42.635
2021-04-15,43.5316
2021-04-16,43.905
2021-04-17,43.905
2021-04-18,43.905
2021-04-19,42.7762
2021-04-20,40.8065
2021-04-21,43.1816
2021-04-22,44.3631
2021-04-23,46.5579
2021-04-24,46.5579
2021-04-25,46.5579
2021-04-26,47.1231
2021-04-27,46.7973
2021-04-28,47.7581
2021-04-29,45.8545
2021-04-30,45.5726
2021-05-01,45.5726
2021-05-02,45.5726
2021-05-03,48.0502
2021-05-04,44.7706
2021-05-05,44.7706
2021-05-06,38.0255
2021-05-07,39.8989
2021-05-08,39.8989
2021-05-09,39.8989
2021-05-10,37.0374
2021-05-11,40.5055
2021-05-12,37.7971
2021-05-13,39.0168
2021-05-14,39.73
2021-05-15,39.73
2021-05-16,39.73
2021-05-17,39.1215
2021-05-18,39.5472
2021-05-19,40.1961
2021-05-20,40.5263
2021-05-21,40.3344
2021-05-22,40.3344
2021-05-23,40.3344
2021-05-24,41.5938
2021-05-25,40.4691
2021-05-26,42.4248
2021-05-27,42.5969
2021-05-28,41.4849
2021-05-29,41.4849
2021-05-30,41.4849
2021-05-31,41.4849
2021-06-01,42.7921
2021-06-02,41.3585
2021-06-03,40.466
2021-06-04,40.7181
2021-06-05,40.7181
2021-06-06,40.7181
2021-06-07,41.4869
2021-06-08,42.0057
2021-06-09,41.3888
2021-06-10,40.4899
2021-06-11,41.5271
2021-06-12,41.5271
2021-06-13,41.5271
2021-06-14,41.3779
2021-06-15,40.183
2021-06-16,42.3362
2021-06-17,45.5787
2021-06-18,43.8771
2021-06-19,43.8771
2021-06-20,43.8771
2021-06-21,44.9403
2021-06-22,46.4489
2021-06-23,46.8419
2021-06-24,49.0965
2021-06-25,47.8372
2021-06-26,47.8372
2021-06-27,47.8372
2021-06-28,48.5523
2021-06-29,50.0963
2021-06-30,47.5731
2021-07-01,47.706
2021-07-02,47.3953
2021-07-03,47.3953
2021-07-04,47.3953
2021-07-05,47.3953
2021-07-06,46.4561
2021-07-07,44.3356
2021-07-08,43.3988
2021-07-09,46.8139
2021-07-10,46.8139
2021-07-11,46.8139
2021-07-12,47.7165
2021-07-13,45.5629
2021-07-14,43.9223
2021-07-15,44.0711
2021-07-16,44.2242
2021-07-17,44.2242
2021-07-18,44.2242
2021-07-19,43.7289
2021-07-20,46.3699
2021-07-21,49.4044
2021-07-22,47.6768
2021-07-23,49.7733
2021-07-24,49.7733
2021-07-25,49.7733
2021-07-26,47.7924
2021-07-27,45.4828
2021-07-28,47.5384
2021-07-29,48.5758
2021-07-30,48.2468
2021-07-31,48.2468
2021-08-01,48.2468
2021-08-02,46.9956
2021-08-03,44.0708
2021-08-04,44.0708
2021-08-05,53.219
2021-08-06,51.3308
2021-08-07,51.3308
2021-08-08,51.3308
2021-08-09,48.0946
2021-08-10,47.4753
2021-08-11,44.2597
2021-08-12,41.9103
2021-08-13,43.3996
2021-08-14,43.3996
2021-08-15,43.3996
2021-08-16,41.0786
2021-08-17,39.56
2021-08-18,39.7633
2021-08-19,38.3405
2021-08-20,42.0286
2021-08-21,42.0286
2021-08-22,42.0286
2021-08-23,43.7377
2021-08-24,45.5222
2021-08-25,45.5222
2021-08-26,46.1524
2021-08-27,48.6124
2021-08-28,48.6124
2021-08-29,48.6124
2021-08-30,48.9741
2021-08-31,49.6464
2021-09-01,51.8534
2021-09-02,53.3955
2021-09-03,54.3479
2021-09-04,54.3479
2021-09-05,54.3479
2021-09-06,54.3479
2021-09-07,52.268
2021-09-08,54.1403
2021-09-09,54.8618
2021-09-10,53.1322
2021-09-11,53.1322
2021-09-12,53.1322
2021-09-13,54.3351
2021-09-14,53.1261
2021-09-15,53.3647
2021-09-16,48.5702
2021-09-17,49.5087
2021-09-18,49.5087
2021-09-19,49.5087
2021-09-20,46.7437
2021-09-21,47.5814
2021-09-22,49.9015
2021-09-23,51.4631
2021-09-24,49.2051
2021-09-25,49.2051
2021-09-26,49.2051
2021-09-27,50.4215
2021-09-28,47.9282
2021-09-29,48.1806
2021-09-30,46.7162
2021-10-01,49.45
2021-10-02,49.45
2021-10-03,49.45
2021-10-04,45.7773
2021-10-05,46.5979
2021-10-06,46.2636
2021-10-07,47.6871
2021-10-08,48.2671
2021-10-09,48.2671
2021-10-10,48.2671
2021-10-11,45.8705
2021-10-12,45.8131
2021-10-13,45.2856
2021-10-14,44.694
2021-10-15,44.216
2021-10-16,44.216
2021-10-17,44.216
2021-10-18,42.7956
2021-10-19,35.888
2021-10-20,35.2528
2021-10-21,35.6456
2021-10-22,33.66
2021-10-23,33.66
2021-10-24,33.66
2021-10-25,32.6978
2021-10-26,32.6175
2021-10-27,30.9267
2021-10-28,30.8881
2021-10-29,30.3793
2021-10-30,30.3793
2021-10-31,30.3793
2021-11-01,33.5169
2021-11-02,29.4043
2021-11-03,30.7073
2021-11-04,44.1669
2021-11-05,42.9701
2021-11-06,42.9701
2021-11-07,42.9701
2021-11-08,46.4546
2021-11-09,46.9703
2021-11-10,49.1487
2021-11-11,50.8018
2021-11-12,52.4934
2021-11-13,52.4934
2021-11-14,52.4934
2021-11-15,53.0959
2021-11-16,52.618
2021-11-17,50.6781
2021-11-18,49.3554
2021-11-19,49.4604
2021-11-20,49.4604
2021-11-21,49.4604
2021-11-22,48.069
2021-11-23,47.2541
2021-11-24,46.7417
2021-11-25,46.7417
2021-11-26,44.6868
2021-11-27,44.6868
2021-11-28,44.6868
2021-11-29,42.9708
2021-11-30,43.7161
2021-12-01,41.4291
2021-12-02,45.0123
2021-12-03,46.0538
2021-12-04,46.0538
2021-12-05,46.0538
2021-12-06,55.0563
2021-12-07,57.3758
2021-12-08,58.9987
2021-12-09,56.9638
2021-12-10,56.142
2021-12-11,56.142
2021-12-12,56.142
2021-12-13,56.6674
2021-12-14,56.7087
2021-12-15,58.7413
2021-12-16,54.9014
2021-12-17,54.4919
2021-12-18,54.4919
2021-12-19,54.4919
2021-12-20,51.9853
2021-12-21,55.0244
2021-12-22,55.4354
2021-12-23,56.6644
2021-12-24,56.6644
2021-12-25,56.6644
2021-12-26,56.6644
2021-12-27,57.71
2021-12-28,55.3711
2021-12-29,55.1086
2021-12-30,55.7596
2021-12-31,55.3719
2022-01-01,55.3719
2022-01-02,55.3719
2022-01-03,56.7064
2022-01-04,55.5606
2022-01-05,52.8015
2022-01-06,51.6343
2022-01-07,49.3762
2022-01-08,49.3762
2022-01-09,49.3762
2022-01-10,48.1871
2022-01-11,52.068
2022-01-12,48.9099
2022-01-13,46.7871
2022-01-14,45.5259
2022-01-15,45.5259
2022-01-16,45.5259
2022-01-17,45.5259
2022-01-18,43.921
2022-01-19,42.6919
2022-01-20,41.9631
2022-01-21,40.6083
2022-01-22,40.6083
2022-01-23,40.6083
2022-01-24,45.1353
2022-01-25,44.7989
2022-01-26,42.8574
2022-01-27,43.9271
2022-01-28,44.5181
2022-01-29,44.5181
2022-01-30,44.5181
2022-01-31,46.7859
2022-02-01,45.9278
2022-02-02,45.5638
2022-02-03,43.1744
2022-02-04,44.018
2022-02-05,44.018
2022-02-06,44.018
2022-02-07,46.1675
2022-02-08,45.0212
2022-02-09,31.4952
2022-02-10,32.5977
2022-02-11,32.3529
2022-02-12,32.3529
2022-02-13,32.3529
2022-02-14,31.143
2022-02-15,35.7652
2022-02-16,33.773
2022-02-17,33.7483
2022-02-18,33.1239
2022-02-19,33.1239
2022-02-20,33.1239
2022-02-21,33.1239
2022-02-22,32.7975
2022-02-23,32.7205
2022-02-24,34.419
2022-02-25,35.6788
2022-02-26,35.6788
2022-02-27,35.6788
2022-02-28,35.561
2022-03-01,34.847
2022-03-02,36.01
2022-03-03,34.6686
2022-03-04,33.7236
2022-03-05,33.7236
2022-03-06,33.7236
2022-03-07,33.6939
2022-03-08,34.4698
2022-03-09,38.7477
2022-03-10,39.5103
2022-03-11,38.9725
2022-03-12,38.9725
2022-03-13,38.9725
2022-03-14,39.931
2022-03-15,40.6122
2022-03-16,44.7693
2022-03-17,45.3348
2022-03-18,45.0313
2022-03-19,45.0313
2022-03-20,45.0313
2022-03-21,43.441
2022-03-22,43.441
2022-03-23,41.7357
2022-03-24,41.1508
2022-03-25,40.5628
2022-03-26,40.5628
2022-03-27,40.5628
2022-03-28,41.1838
2022-03-29,43.0311
2022-03-30,42.9381
2022-03-31,42.23
2022-04-01,44.0747
2022-04-02,44.0747
2022-04-03,44.0747
2022-04-04,46.2777
2022-04-05,45.5051
2022-04-06,44.2318
2022-04-07,44.8701
2022-04-08,44.2932
2022-04-09,44.2932
2022-04-10,44.2932
2022-04-11,43.0948
2022-04-12,43.164
2022-04-13,44.7615
2022-04-14,41.8515
2022-04-15,41.8515
2022-04-16,41.8515
2022-04-17,41.8515
2022-04-18,40.6101
2022-04-19,40.7555
2022-04-20,40.4481
2022-04-21,38.9294
2022-04-22,36.518
2022-04-23,36.518
2022-04-24,36.518
2022-04-25,37.0715
2022-04-26,34.4938
2022-04-27,33.5777
2022-04-28,36.2832
2022-04-29,34.9826
2022-04-30,34.9826
2022-05-01,34.9826
2022-05-02,37.4565
2022-05-03,32.3613
2022-05-04,34.9363
2022-05-05,39.503
2022-05-06,39.051
2022-05-07,39.051
2022-05-08,39.051
2022-05-09,38.759
2022-05-10,41.1643
2022-05-11,40.7171
2022-05-12,42.2738
2022-05-13,44.6543
2022-05-14,44.6543
2022-05-15,44.6543
2022-05-16,43.8664
2022-05-17,45.664
2022-05-18,44.8444
2022-05-19,46.7598
2022-05-20,46.3302
2022-05-21,46.3302
2022-05-22,46.3302
2022-05-23,44.6337
2022-05-24,44.3711
2022-05-25,46.0778
2022-05-26,48.044
2022-05-27,50.9111
2022-05-28,50.9111
2022-05-29,50.9111
2022-05-30,50.9111
2022-05-31,49.7861
2022-06-01,48.8458
2022-06-02,50.0653
2022-06-03,49.0374
2022-06-04,49.0374
2022-06-05,49.0374
2022-06-06,50.0362
2022-06-07,50.8459
2022-06-08,50.1985
2022-06-09,47.4488
2022-06-10,46.1993
2022-06-11,46.1993
2022-06-12,46.1993
2022-06-13,44.1928
2022-06-14,44.1928
2022-06-15,46.8064
2022-06-16,44.8677
2022-06-17,46.0584
2022-06-18,46.0584
2022-06-19,46.0584
2022-06-20,46.0584
2022-06-21,48.1699
2022-06-22,48.9041
2022-06-23,48.1978
2022-06-24,44.5101
2022-06-25,44.5101
2022-06-26,44.5101
2022-06-27,45.7765
2022-06-28,43.8222
2022-06-29,44.4714
2022-06-30,45.6269
2022-07-01,48.2053
2022-07-02,48.2053
2022-07-03,48.2053
2022-07-04,48.2053
2022-07-05,49.738
2022-07-06,48.7009
2022-07-07,49.0444
2022-07-08,49.4644
2022-07-09,49.4644
2022-07-10,49.4644
2022-07-11,48.9083
2022-07-12,49.2037
2022-07-13,49.2037
2022-07-14,49.0519
2022-07-15,51.0808
2022-07-16,51.0808
2022-07-17,51.0808
2022-07-18,52.2164
2022-07-19,54.2666
2022-07-20,54.2666
2022-07-21,53.4773
2022-07-22,50.4417
2022-07-23,50.4417
2022-07-24,50.4417
2022-07-25,50.3596
2022-07-26,49.2803
2022-07-27,51.905
2022-07-28,51.8183
2022-07-29,50.0041
2022-07-30,50.0041
2022-07-31,50.0041
2022-08-01,49.2397
2022-08-02,45.4839
2022-08-03,48.3457
2022-08-04,58.951
2022-08-05,55.5682
2022-08-06,55.5682
2022-08-07,55.5682
2022-08-08,56.9867
2022-08-09,56.2437
2022-08-10,59.7208
2022-08-11,57.8627
2022-08-12,59.53
2022-08-13,59.53
2022-08-14,59.53
2022-08-15,60.1919
2022-08-16,60.6528
2022-08-17,61.5233
2022-08-18,64.4875
2022-08-19,62.714
2022-08-20,62.714
2022-08-21,62.714
2022-08-22,57.2368
2022-08-23,57.341
2022-08-24,56.4169
2022-08-25,58.3402
2022-08-26,55.1908
2022-08-27,55.1908
2022-08-28,55.1908
2022-08-29,53.4015
2022-08-30,51.981
2022-08-31,52.8653
2022-09-01,51.3015
2022-09-02,50.8477
2022-09-03,50.8477
2022-09-04,50.8477
2022-09-05,50.8477
2022-09-06,47.4368
2022-09-07,48.6674
2022-09-08,48.237
2022-09-09,48.9048
2022-09-10,48.9048
2022-09-11,48.9048
2022-09-12,50.4264
2022-09-13,48.1682
2022-09-14,48.041
2022-09-15,49.1521
2022-09-16,48.0884
2022-09-17,48.0884
2022-09-18,48.0884
2022-09-19,49.8429
2022-09-20,48.4867
2022-09-21,46.3347
2022-09-22,44.9585
2022-09-23,43.5005
2022-09-24,43.5005
2022-09-25,43.5005
2022-09-26,43.1387
2022-09-27,45.3337
2022-09-28,46.4038
2022-09-29,44.9097
2022-09-30,44.1426
2022-10-01,44.1426
2022-10-02,44.1426
2022-10-03,44.6318
2022-10-04,48.0813
2022-10-05,47.1828
2022-10-06,48.2599
2022-10-07,45.5164
2022-10-08,45.5164
2022-10-09,45.5164
2022-10-10,46.6152
2022-10-11,46.9316
2022-10-12,47.2549
2022-10-13,51.1782
2022-10-14,49.4618
2022-10-15,49.4618
2022-10-16,49.4618
2022-10-17,51.6498
2022-10-18,50.5185
2022-10-19,49.037
2022-10-20,46.2982
2022-10-21,48.4371
2022-10-22,48.4371
2022-10-23,48.4371
2022-10-24,49.7677
2022-10-25,51.9755
2022-10-26,51.6723
2022-10-27,49.7223
2022-10-28,52.4362
2022-10-29,52.4362
2022-10-30,52.4362
2022-10-31,51.6021
2022-11-01,52.4556
2022-11-02,51.0584
2022-11-03,47.2937
2022-11-04,61.6413
2022-11-05,61.6413
2022-11-06,61.6413
2022-11-07,62.7919
2022-11-08,61.2312
2022-11-09,58.9892
2022-11-10,61.6788
2022-11-11,63.1091
2022-11-12,63.1091
2022-11-13,63.1091
2022-11-14,62.974
2022-11-15,64.0099
2022-11-16,61.8747
2022-11-17,62.8264
2022-11-18,62.5455
2022-11-19,62.5455
2022-11-20,62.5455
2022-11-21,60.1795
2022-11-22,61.2065
2022-11-23,61.8264
2022-11-24,61.8264
2022-11-25,59.7112
2022-11-26,59.7112
2022-11-27,59.7112
2022-11-28,59.9944
2022-11-29,59.3471
2022-11-30,60.9453
2022-12-01,61.2794
2022-12-02,61.667
2022-12-03,61.667
2022-12-04,61.667
2022-12-05,58.4872
2022-12-06,57.4654
2022-12-07,54.51
2022-12-08,52.8367
2022-12-09,51.2737
2022-12-10,51.2737
2022-12-11,51.2737
2022-12-12,49.9986
2022-12-13,50.6336
2022-12-14,51.0834
2022-12-15,49.6785
2022-12-16,49.8822
2022-12-17,49.8822
2022-12-18,49.8822
2022-12-19,50.1605
2022-12-20,54.5941
2022-12-21,56.4223
2022-12-22,59.0625
2022-12-23,57.4862
2022-12-24,57.4862
2022-12-25,57.4862
2022-12-26,57.4862
2022-12-27,55.4452
2022-12-28,54.1662
2022-12-29,56.3644
2022-12-30,58.684
2022-12-31,58.684
2023-01-01,58.684
2023-01-02,58.684
2023-01-03,58.7894
2023-01-04,58.9519
2023-01-05,59.229
2023-01-06,61.7913
2023-01-07,61.7913
2023-01-08,61.7913
2023-01-09,61.211
2023-01-10,62.2076
2023-01-11,62.9336
2023-01-12,64.3504
2023-01-13,65.3296
2023-01-14,65.3296
2023-01-15,65.3296
2023-01-16,65.3296
2023-01-17,65.5742
2023-01-18,61.365
2023-01-19,61.7434
2023-01-20,61.4765
2023-01-21,61.4765
2023-01-22,61.4765
2023-01-23,59.2678
2023-01-24,59.7465
2023-01-25,56.8931
2023-01-26,57.6539
2023-01-27,59.4433
2023-01-28,59.4433
2023-01-29,59.4433
2023-01-30,58.9986
2023-01-31,60.1099
2023-02-01,61.0799
2023-02-02,63.1099
2023-02-03,62.6272
2023-02-04,62.6272
2023-02-05,62.6272
2023-02-06,58.9865
2023-02-07,55.3988
2023-02-08,52.4149
2023-02-09,65.875
2023-02-10,64.9564
2023-02-11,64.9564
2023-02-12,64.9564
2023-02-13,62.5949
2023-02-14,63.3251
2023-02-15,66.2763
2023-02-16,66.8077
2023-02-17,66.9156
2023-02-18,66.9156
2023-02-19,66.9156
2023-02-20,66.9156
2023-02-21,63.2984
2023-02-22,63.6571
2023-02-23,63.86
2023-02-24,65.6084
2023-02-25,65.6084
2023-02-26,65.6084
2023-02-27,62.4138
2023-02-28,58.4245
2023-03-01,59.1333
2023-03-02,57.6094
2023-03-03,57.5454
2023-03-04,57.5454
2023-03-05,57.5454
2023-03-06,55.2619
2023-03-07,54.9486
2023-03-08,53.6891
2023-03-09,51.3745
2023-03-10,48.5808
2023-03-11,48.5808
2023-03-12,48.5808
2023-03-13,46.6013
2023-03-14,47.7327
2023-03-15,45.4769
2023-03-16,47.8486
2023-03-17,46.3369
2023-03-18,46.3369
2023-03-19,46.3369
2023-03-20,46.0257
2023-03-21,48.4152
