,TDS US Equity
2023-03-21,43.1529
2023-03-22,41.592
2023-03-23,40.8281
2023-03-24,40.6464
2023-03-25,40.6464
2023-03-26,40.6464
2023-03-27,42.0472
2023-03-28,41.8525
2023-03-29,42.8782
2023-03-30,44.4986
2023-03-31,46.081
2023-04-01,46.081
2023-04-02,46.081
2023-04-03,46.4102
2023-04-04,45.9458
2023-04-05,48.5426
2023-04-06,49.8837
2023-04-07,49.8837
2023-04-08,49.8837
2023-04-09,49.8837
2023-04-10,50.5189
2023-04-11,50.8412
2023-04-12,50.5686
2023-04-13,50.0138
2023-04-14,48.4334
2023-04-15,48.4334
2023-04-16,48.4334
2023-04-17,49.6499
2023-04-18,47.7313
2023-04-19,47.6632
2023-04-20,45.2602
2023-04-21,44.4867
2023-04-22,44.4867
2023-04-23,44.4867
2023-04-24,43.9046
2023-04-25,41.2961
2023-04-26,40.1789
2023-04-27,42.0565
2023-04-28,43.7178
2023-04-29,43.7178
2023-04-30,43.7178
2023-05-01,43.6531
2023-05-02,40.2042
2023-05-03,40.2913
2023-05-04,41.3524
2023-05-05,33.0899
2023-05-06,33.0899
2023-05-07,33.0899
2023-05-08,31.1913
2023-05-09,30.2198
2023-05-10,30.1451
2023-05-11,32.1411
2023-05-12,32.2282
2023-05-13,32.2282
2023-05-14,32.2282
2023-05-15,31.7227
2023-05-16,30.4466
2023-05-17,31.9091
2023-05-18,31.0234
2023-05-19,31.2115
2023-05-20,31.2115
2023-05-21,31.2115
2023-05-22,35.9125
2023-05-23,35.8151
2023-05-24,34.1392
2023-05-25,32.52
2023-05-26,32.4757
2023-05-27,32.4757
2023-05-28,32.4757
2023-05-29,32.4757
2023-05-30,33.1347
2023-05-31,32.571
2023-06-01,32.1933
2023-06-02,35.6665
2023-06-03,35.6665
2023-06-04,35.6665
2023-06-05,35.3028
2023-06-06,38.2794
2023-06-07,40.321
2023-06-08,41.023
2023-06-09,40.5908
2023-06-10,40.5908
2023-06-11,40.5908
2023-06-12,42.6445
2023-06-13,41.9916
2023-06-14,41.4865
2023-06-15,44.4366
2023-06-16,43.654
2023-06-17,43.654
2023-06-18,43.654
2023-06-19,43.654
2023-06-20,43.654
2023-06-21,42.4183
2023-06-22,40.8696
2023-06-23,42.2575
2023-06-24,42.2575
2023-06-25,42.2575
2023-06-26,46.0907
2023-06-27,49.1566
2023-06-28,49.4868
2023-06-29,51.3656
2023-06-30,50.6037
2023-07-01,50.6037
2023-07-02,50.6037
2023-07-03,53.2348
2023-07-04,53.2348
2023-07-05,51.8496
2023-07-06,52.2512
2023-07-07,54.6761
2023-07-08,54.6761
2023-07-09,54.6761
2023-07-10,51.6973
2023-07-11,50.7716
2023-07-12,50.0966
2023-07-13,49.3334
2023-07-14,45.3616
2023-07-15,45.3616
2023-07-16,45.3616
2023-07-17,40.9916
2023-07-18,46.5663
2023-07-19,50.3336
2023-07-20,49.775
2023-07-21,48.7949
2023-07-22,48.7949
2023-07-23,48.7949
2023-07-24,50.3131
2023-07-25,51.3784
2023-07-26,51.4502
2023-07-27,48.1414
2023-07-28,49.193
2023-07-29,49.193
2023-07-30,49.193
2023-07-31,49.1194
2023-08-01,48.4446
2023-08-02,47.915
2023-08-03,48.2494
2023-08-04,75.9579
2023-08-05,75.9579
2023-08-06,75.9579
2023-08-07,67.1665
2023-08-08,74.2824
2023-08-09,73.0721
2023-08-10,73.8894
2023-08-11,74.1702
2023-08-12,74.1702
2023-08-13,74.1702
2023-08-14,75.1381
2023-08-15,75.3504
2023-08-16,75.7934
2023-08-17,75.9476
2023-08-18,73.5719
2023-08-19,73.5719
2023-08-20,73.5719
2023-08-21,73.0893
2023-08-22,73.4319
2023-08-23,72.0828
2023-08-24,71.7294
2023-08-25,70.5034
2023-08-26,70.5034
2023-08-27,70.5034
2023-08-28,72.0869
2023-08-29,74.68
2023-08-30,76.7276
2023-08-31,77.3259
2023-09-01,76.9267
2023-09-02,76.9267
2023-09-03,76.9267
2023-09-04,76.9267
2023-09-05,71.6202
2023-09-06,67.5798
2023-09-07,65.9654
2023-09-08,62.7827
2023-09-09,62.7827
2023-09-10,62.7827
2023-09-11,60.7732
2023-09-12,60.6217
2023-09-13,60.3881
2023-09-14,61.3862
2023-09-15,59.2598
2023-09-16,59.2598
2023-09-17,59.2598
2023-09-18,59.0999
2023-09-19,61.0559
2023-09-20,61.7394
2023-09-21,61.0151
2023-09-22,60.5825
2023-09-23,60.5825
2023-09-24,60.5825
2023-09-25,60.5382
2023-09-26,59.7679
2023-09-27,60.1688
2023-09-28,61.949
2023-09-29,61.3719
2023-09-30,61.3719
2023-10-01,61.3719
2023-10-02,56.8096
2023-10-03,55.1554
2023-10-04,53.9063
2023-10-05,53.9782
2023-10-06,53.4607
2023-10-07,53.4607
2023-10-08,53.4607
2023-10-09,56.7158
2023-10-10,58.0823
2023-10-11,58.6423
2023-10-12,57.3371
2023-10-13,57.8569
2023-10-14,57.8569
2023-10-15,57.8569
2023-10-16,61.5116
2023-10-17,62.5232
2023-10-18,63.1421
2023-10-19,58.745
2023-10-20,55.8166
2023-10-21,55.8166
2023-10-22,55.8166
2023-10-23,56.1206
2023-10-24,57.7573
2023-10-25,55.5272
2023-10-26,56.2468
2023-10-27,54.2992
2023-10-28,54.2992
2023-10-29,54.2992
2023-10-30,55.2956
2023-10-31,55.6882
2023-11-01,56.9332
2023-11-02,58.6502
2023-11-03,60.0028
2023-11-04,60.0028
2023-11-05,60.0028
2023-11-06,54.5545
2023-11-07,54.8698
2023-11-08,54.4357
2023-11-09,54.5101
2023-11-10,53.0308
2023-11-11,53.0308
2023-11-12,53.0308
2023-11-13,53.0708
2023-11-14,56.3344
2023-11-15,58.0391
2023-11-16,58.2848
2023-11-17,58.3208
2023-11-18,58.3208
2023-11-19,58.3208
2023-11-20,59.5508
2023-11-21,57.4862
2023-11-22,56.3741
2023-11-23,56.3741
2023-11-24,56.9999
2023-11-25,56.9999
2023-11-26,56.9999
2023-11-27,54.8138
2023-11-28,55.3494
2023-11-29,57.9287
2023-11-30,58.4255
2023-12-01,63.3205
2023-12-02,63.3205
2023-12-03,63.3205
2023-12-04,57.9066
2023-12-05,53.9654
2023-12-06,50.9746
2023-12-07,52.9181
2023-12-08,51.6243
2023-12-09,51.6243
2023-12-10,51.6243
2023-12-11,50.8833
2023-12-12,49.3036
2023-12-13,52.2228
2023-12-14,50.831
2023-12-15,48.8944
2023-12-16,48.8944
2023-12-17,48.8944
2023-12-18,49.939
2023-12-19,51.7889
2023-12-20,50.3359
2023-12-21,51.8834
2023-12-22,49.7329
2023-12-23,49.7329
2023-12-24,49.7329
2023-12-25,49.7329
2023-12-26,50.6939
2023-12-27,50.3355
2023-12-28,51.7089
2023-12-29,51.1652
2023-12-30,51.1652
2023-12-31,51.1652
2024-01-01,51.1652
2024-01-02,50.3647
2024-01-03,50.279
2024-01-04,50.7984
2024-01-05,53.5194
2024-01-06,53.5194
2024-01-07,53.5194
2024-01-08,50.4134
2024-01-09,50.7093
2024-01-10,49.4023
2024-01-11,48.1192
2024-01-12,50.9732
2024-01-13,50.9732
2024-01-14,50.9732
2024-01-15,50.9732
2024-01-16,51.4409
2024-01-17,50.5788
2024-01-18,51.3774
2024-01-19,51.9132
2024-01-20,51.9132
2024-01-21,51.9132
2024-01-22,53.3321
2024-01-23,52.4319
2024-01-24,49.1872
2024-01-25,53.4391
2024-01-26,57.6012
2024-01-27,57.6012
2024-01-28,57.6012
2024-01-29,53.5497
2024-01-30,53.7739
2024-01-31,53.64
2024-02-01,53.5939
2024-02-02,53.7172
2024-02-03,53.7172
2024-02-04,53.7172
2024-02-05,51.5908
2024-02-06,51.4037
2024-02-07,48.8821
2024-02-08,50.1246
2024-02-09,50.5392
2024-02-10,50.5392
2024-02-11,50.5392
2024-02-12,53.1784
2024-02-13,48.6287
2024-02-14,51.3418
2024-02-15,49.9134
2024-02-16,36.0709
2024-02-17,36.0709
2024-02-18,36.0709
2024-02-19,36.0709
2024-02-20,37.4973
2024-02-21,38.5509
2024-02-22,37.9652
2024-02-23,36.9798
2024-02-24,36.9798
2024-02-25,36.9798
2024-02-26,39.158
2024-02-27,40.0647
2024-02-28,40.7293
2024-02-29,42.2607
2024-03-01,42.716
2024-03-02,42.716
2024-03-03,42.716
2024-03-04,43.3045
2024-03-05,42.2462
2024-03-06,42.859
2024-03-07,43.6107
2024-03-08,45.3602
2024-03-09,45.3602
2024-03-10,45.3602
2024-03-11,44.7144
2024-03-12,44.6049
2024-03-13,46.2832
2024-03-14,45.3884
2024-03-15,44.4605
2024-03-16,44.4605
2024-03-17,44.4605
2024-03-18,44.4605
2024-03-19,45.5524
2024-03-20,48.0039
2024-03-21,47.5264
2024-03-22,46.1452
2024-03-23,46.1452
2024-03-24,46.1452
2024-03-25,48.0958
2024-03-26,46.3588
2024-03-27,47.0023
2024-03-28,47.7996
2024-03-29,47.7996
2024-03-30,47.7996
2024-03-31,47.7996
2024-04-01,46.2259
2024-04-02,47.4531
2024-04-03,49.1052
2024-04-04,46.6238
2024-04-05,46.4888
2024-04-06,46.4888
2024-04-07,46.4888
2024-04-08,45.445
