,DISH US Equity
,RSI_30D
2020-01-01,53.5293
2020-01-02,54.6934
2020-01-03,55.3268
2020-01-04,55.3268
2020-01-05,55.3268
2020-01-06,54.0333
2020-01-07,53.4942
2020-01-08,53.2196
2020-01-09,53.6626
2020-01-10,52.4076
2020-01-11,52.4076
2020-01-12,52.4076
2020-01-13,55.8092
2020-01-14,58.1519
2020-01-15,58.4528
2020-01-16,59.1475
2020-01-17,58.9563
2020-01-18,58.9563
2020-01-19,58.9563
2020-01-20,58.9563
2020-01-21,58.6946
2020-01-22,58.6946
2020-01-23,59.3701
2020-01-24,58.3131
2020-01-25,58.3131
2020-01-26,58.3131
2020-01-27,58.3642
2020-01-28,58.3642
2020-01-29,58.3642
2020-01-30,60.2528
2020-01-31,57.626
2020-02-01,57.626
2020-02-02,57.626
2020-02-03,57.5497
2020-02-04,57.7235
2020-02-05,63.6729
2020-02-06,56.3218
2020-02-07,55.5562
2020-02-08,55.5562
2020-02-09,55.5562
2020-02-10,55.9178
2020-02-11,66.5087
2020-02-12,68.3905
2020-02-13,68.5934
2020-02-14,67.254
2020-02-15,67.254
2020-02-16,67.254
2020-02-17,67.254
2020-02-18,70.9433
2020-02-19,70.6937
2020-02-20,69.1208
2020-02-21,67.4444
2020-02-22,67.4444
2020-02-23,67.4444
2020-02-24,55.2715
2020-02-25,52.2268
2020-02-26,47.4741
2020-02-27,39.3761
2020-02-28,39.5264
2020-02-29,39.5264
2020-03-01,39.5264
2020-03-02,42.512
2020-03-03,38.8163
2020-03-04,42.4172
2020-03-05,37.1598
2020-03-06,33.2777
2020-03-07,33.2777
2020-03-08,33.2777
2020-03-09,27.5396
2020-03-10,31.5613
2020-03-11,28.3725
2020-03-12,24.8609
2020-03-13,29.0958
2020-03-14,29.0958
2020-03-15,29.0958
2020-03-16,26.6001
2020-03-17,31.1596
2020-03-18,29.236
2020-03-19,35.2814
2020-03-20,33.485
2020-03-21,33.485
2020-03-22,33.485
2020-03-23,31.8767
2020-03-24,36.3754
2020-03-25,36.2797
2020-03-26,39.0657
2020-03-27,37.7054
2020-03-28,37.7054
2020-03-29,37.7054
2020-03-30,37.4537
2020-03-31,36.7035
2020-04-01,35.4239
2020-04-02,35.8899
2020-04-03,35.9267
2020-04-04,35.9267
2020-04-05,35.9267
2020-04-06,39.7372
2020-04-07,39.3508
2020-04-08,41.1106
2020-04-09,43.2851
2020-04-10,43.2851
2020-04-11,43.2851
2020-04-12,43.2851
2020-04-13,41.9558
2020-04-14,42.4852
2020-04-15,40.9642
2020-04-16,41.4
2020-04-17,43.4875
2020-04-18,43.4875
2020-04-19,43.4875
2020-04-20,43.0723
2020-04-21,42.2115
2020-04-22,43.685
2020-04-23,44.5872
2020-04-24,45.5262
2020-04-25,45.5262
2020-04-26,45.5262
2020-04-27,47.251
2020-04-28,47.5257
2020-04-29,49.3305
2020-04-30,48.4311
2020-05-01,46.742
2020-05-02,46.742
2020-05-03,46.742
2020-05-04,46.109
2020-05-05,47.4492
2020-05-06,45.1429
2020-05-07,46.0093
2020-05-08,50.3038
2020-05-09,50.3038
2020-05-10,50.3038
2020-05-11,50.645
2020-05-12,49.2968
2020-05-13,46.8822
2020-05-14,48.5127
2020-05-15,48.6757
2020-05-16,48.6757
2020-05-17,48.6757
2020-05-18,52.2058
2020-05-19,52.2392
2020-05-20,54.8254
2020-05-21,55.1672
2020-05-22,56.7493
2020-05-23,56.7493
2020-05-24,56.7493
2020-05-25,56.7493
2020-05-26,58.7282
2020-05-27,59.0148
2020-05-28,59.1802
2020-05-29,59.8881
2020-05-30,59.8881
2020-05-31,59.8881
2020-06-01,61.3494
2020-06-02,60.9277
2020-06-03,63.0862
2020-06-04,64.2057
2020-06-05,65.643
2020-06-06,65.643
2020-06-07,65.643
2020-06-08,67.517
2020-06-09,62.7051
2020-06-10,58.5769
2020-06-11,54.9767
2020-06-12,56.8005
2020-06-13,56.8005
2020-06-14,56.8005
2020-06-15,58.6648
2020-06-16,60.2538
2020-06-17,60.3195
2020-06-18,62.3797
2020-06-19,59.5034
2020-06-20,59.5034
2020-06-21,59.5034
2020-06-22,59.1313
2020-06-23,58.9306
2020-06-24,57.4187
2020-06-25,56.3421
2020-06-26,53.7917
2020-06-27,53.7917
2020-06-28,53.7917
2020-06-29,54.597
2020-06-30,56.8678
2020-07-01,57.0429
2020-07-02,53.9597
2020-07-03,53.9597
2020-07-04,53.9597
2020-07-05,53.9597
2020-07-06,54.6723
2020-07-07,53.0882
2020-07-08,51.7453
2020-07-09,49.6588
2020-07-10,51.5043
2020-07-11,51.5043
2020-07-12,51.5043
2020-07-13,51.8205
2020-07-14,52.602
2020-07-15,54.8246
2020-07-16,53.7137
2020-07-17,52.729
2020-07-18,52.729
2020-07-19,52.729
2020-07-20,52.2437
2020-07-21,54.1534
2020-07-22,54.1534
2020-07-23,53.8243
2020-07-24,53.7343
2020-07-25,53.7343
2020-07-26,53.7343
2020-07-27,53.7743
2020-07-28,53.1796
2020-07-29,53.7928
2020-07-30,52.3736
2020-07-31,50.6343
2020-08-01,50.6343
2020-08-02,50.6343
2020-08-03,54.588
2020-08-04,54.0554
2020-08-05,54.7406
2020-08-06,55.2221
2020-08-07,54.8807
2020-08-08,54.8807
2020-08-09,54.8807
2020-08-10,57.3957
2020-08-11,57.0122
2020-08-12,54.8457
2020-08-13,56.2433
2020-08-14,55.1298
2020-08-15,55.1298
2020-08-16,55.1298
2020-08-17,55.8575
2020-08-18,54.0975
2020-08-19,53.2566
2020-08-20,52.8183
2020-08-21,51.8255
2020-08-22,51.8255
2020-08-23,51.8255
2020-08-24,54.4111
2020-08-25,53.3393
2020-08-26,54.223
2020-08-27,54.5937
2020-08-28,54.8709
2020-08-29,54.8709
2020-08-30,54.8709
2020-08-31,56.6146
2020-09-01,53.7015
2020-09-02,55.9946
2020-09-03,51.826
2020-09-04,51.1248
2020-09-05,51.1248
2020-09-06,51.1248
2020-09-07,51.1248
2020-09-08,49.1409
2020-09-09,49.5192
2020-09-10,46.7446
2020-09-11,46.7875
2020-09-12,46.7875
2020-09-13,46.7875
2020-09-14,48.3768
2020-09-15,48.6057
2020-09-16,50.0381
2020-09-17,46.7998
2020-09-18,44.3737
2020-09-19,44.3737
2020-09-20,44.3737
2020-09-21,41.941
2020-09-22,42.3267
2020-09-23,39.0423
2020-09-24,39.0116
2020-09-25,38.9483
2020-09-26,38.9483
2020-09-27,38.9483
2020-09-28,43.1661
2020-09-29,42.6485
2020-09-30,41.239
2020-10-01,40.6782
2020-10-02,40.1473
2020-10-03,40.1473
2020-10-04,40.1473
2020-10-05,39.8383
2020-10-06,37.6616
2020-10-07,37.9122
2020-10-08,38.206
2020-10-09,37.6304
2020-10-10,37.6304
2020-10-11,37.6304
2020-10-12,41.4963
2020-10-13,41.8481
2020-10-14,40.758
2020-10-15,39.7127
2020-10-16,39.7887
2020-10-17,39.7887
2020-10-18,39.7887
2020-10-19,37.1236
2020-10-20,39.0435
2020-10-21,38.4843
2020-10-22,38.9562
2020-10-23,40.1048
2020-10-24,40.1048
2020-10-25,40.1048
2020-10-26,37.6059
2020-10-27,37.0036
2020-10-28,34.2986
2020-10-29,36.6729
2020-10-30,37.032
2020-10-31,37.032
2020-11-01,37.032
2020-11-02,38.3579
2020-11-03,40.2126
2020-11-04,41.0712
2020-11-05,44.3765
2020-11-06,45.5259
2020-11-07,45.5259
2020-11-08,45.5259
2020-11-09,46.7182
2020-11-10,49.5648
2020-11-11,54.0367
2020-11-12,53.305
2020-11-13,57.152
2020-11-14,57.152
2020-11-15,57.152
2020-11-16,60.495
2020-11-17,62.871
2020-11-18,60.9907
2020-11-19,61.9746
2020-11-20,62.0392
2020-11-21,62.0392
