,AZTA US Equity
2021-03-01,57.4715
2021-03-02,53.4402
2021-03-03,52.5928
2021-03-04,49.3846
2021-03-05,50.1504
2021-03-06,50.1504
2021-03-07,50.1504
2021-03-08,48.2229
2021-03-09,52.2489
2021-03-10,51.4262
2021-03-11,54.4519
2021-03-12,53.4033
2021-03-13,53.4033
2021-03-14,53.4033
2021-03-15,55.614
2021-03-16,54.7857
2021-03-17,55.9012
2021-03-18,52.4569
2021-03-19,53.6063
2021-03-20,53.6063
2021-03-21,53.6063
2021-03-22,54.9332
2021-03-23,49.3113
2021-03-24,47.4441
2021-03-25,48.7271
2021-03-26,51.2467
2021-03-27,51.2467
2021-03-28,51.2467
2021-03-29,49.316
2021-03-30,49.9712
2021-03-31,51.1018
2021-04-01,55.4194
2021-04-02,55.4194
2021-04-03,55.4194
2021-04-04,55.4194
2021-04-05,58.6619
2021-04-06,59.1241
2021-04-07,57.4961
2021-04-08,58.2004
2021-04-09,56.6625
2021-04-10,56.6625
2021-04-11,56.6625
2021-04-12,56.4884
2021-04-13,57.0977
2021-04-14,56.8274
2021-04-15,58.4461
2021-04-16,59.5794
2021-04-17,59.5794
2021-04-18,59.5794
2021-04-19,56.8169
2021-04-20,54.2449
2021-04-21,56.027
2021-04-22,56.8245
2021-04-23,58.4827
2021-04-24,58.4827
2021-04-25,58.4827
2021-04-26,60.2111
2021-04-27,59.4266
2021-04-28,60.2908
2021-04-29,57.4811
2021-04-30,56.3802
2021-05-01,56.3802
2021-05-02,56.3802
2021-05-03,54.3307
2021-05-04,51.2159
2021-05-05,52.3514
2021-05-06,52.3169
2021-05-07,54.652
2021-05-08,54.652
2021-05-09,54.652
2021-05-10,49.2889
2021-05-11,50.593
2021-05-12,47.8841
2021-05-13,49.4405
2021-05-14,50.7285
2021-05-15,50.7285
2021-05-16,50.7285
2021-05-17,50.0405
2021-05-18,50.3833
2021-05-19,51.5835
2021-05-20,52.872
2021-05-21,52.1884
2021-05-22,52.1884
2021-05-23,52.1884
2021-05-24,53.5877
2021-05-25,52.6351
2021-05-26,53.6693
2021-05-27,54.6252
2021-05-28,55.8196
2021-05-29,55.8196
2021-05-30,55.8196
2021-05-31,55.8196
2021-06-01,54.4983
2021-06-02,54.7276
2021-06-03,53.0082
2021-06-04,53.7908
2021-06-05,53.7908
2021-06-06,53.7908
2021-06-07,53.9308
2021-06-08,53.9168
2021-06-09,51.7492
2021-06-10,53.2178
2021-06-11,53.8573
2021-06-12,53.8573
2021-06-13,53.8573
2021-06-14,54.6848
2021-06-15,53.36
2021-06-16,51.4686
2021-06-17,51.8743
2021-06-18,48.0773
2021-06-19,48.0773
2021-06-20,48.0773
2021-06-21,49.5279
2021-06-22,49.4935
2021-06-23,48.8411
2021-06-24,51.1477
2021-06-25,49.8973
2021-06-26,49.8973
2021-06-27,49.8973
2021-06-28,51.8741
2021-06-29,51.426
2021-06-30,50.5228
2021-07-01,49.4962
2021-07-02,47.88
2021-07-03,47.88
2021-07-04,47.88
2021-07-05,47.88
2021-07-06,46.8865
2021-07-07,45.5407
2021-07-08,45.0688
2021-07-09,46.8462
2021-07-10,46.8462
2021-07-11,46.8462
2021-07-12,47.4771
2021-07-13,46.0156
2021-07-14,45.236
2021-07-15,44.6251
2021-07-16,43.7896
2021-07-17,43.7896
2021-07-18,43.7896
2021-07-19,43.3029
2021-07-20,46.3046
2021-07-21,48.7982
2021-07-22,47.2942
2021-07-23,48.0336
2021-07-24,48.0336
2021-07-25,48.0336
2021-07-26,46.7901
2021-07-27,45.4606
2021-07-28,48.0282
2021-07-29,47.4648
2021-07-30,47.5771
2021-07-31,47.5771
2021-08-01,47.5771
2021-08-02,46.5985
2021-08-03,45.9975
2021-08-04,47.5956
2021-08-05,49.2559
2021-08-06,44.7527
2021-08-07,44.7527
2021-08-08,44.7527
2021-08-09,46.609
2021-08-10,45.0042
2021-08-11,44.03
2021-08-12,43.1732
2021-08-13,43.0143
2021-08-14,43.0143
2021-08-15,43.0143
2021-08-16,42.641
2021-08-17,39.834
2021-08-18,39.0242
2021-08-19,39.9992
2021-08-20,40.0576
2021-08-21,40.0576
2021-08-22,40.0576
2021-08-23,41.6421
2021-08-24,43.8376
2021-08-25,44.4648
2021-08-26,43.7429
2021-08-27,47.3567
2021-08-28,47.3567
2021-08-29,47.3567
2021-08-30,47.8337
2021-08-31,47.6452
2021-09-01,48.0688
2021-09-02,48.6127
2021-09-03,48.536
2021-09-04,48.536
2021-09-05,48.536
2021-09-06,48.536
2021-09-07,53.6769
2021-09-08,52.5922
2021-09-09,53.9008
2021-09-10,55.0548
2021-09-11,55.0548
2021-09-12,55.0548
2021-09-13,55.4427
2021-09-14,56.0664
2021-09-15,55.5603
2021-09-16,55.8668
2021-09-17,57.2545
2021-09-18,57.2545
2021-09-19,57.2545
2021-09-20,64.5203
2021-09-21,65.7452
2021-09-22,66.2024
2021-09-23,68.4991
2021-09-24,68.8745
2021-09-25,68.8745
2021-09-26,68.8745
2021-09-27,69.1565
2021-09-28,63.7136
2021-09-29,61.4051
2021-09-30,60.0497
2021-10-01,60.8775
2021-10-02,60.8775
2021-10-03,60.8775
2021-10-04,57.9505
2021-10-05,58.5653
2021-10-06,57.3078
2021-10-07,59.0814
2021-10-08,55.309
2021-10-09,55.309
2021-10-10,55.309
2021-10-11,54.5411
2021-10-12,55.11
2021-10-13,54.2554
2021-10-14,56.6105
2021-10-15,58.6692
2021-10-16,58.6692
2021-10-17,58.6692
2021-10-18,59.546
2021-10-19,60.1547
2021-10-20,61.1925
2021-10-21,61.8829
2021-10-22,63.036
2021-10-23,63.036
2021-10-24,63.036
2021-10-25,64.0241
2021-10-26,63.335
2021-10-27,63.9866
2021-10-28,66.7456
2021-10-29,68.7177
2021-10-30,68.7177
2021-10-31,68.7177
2021-11-01,70.641
2021-11-02,70.9805
2021-11-03,71.3605
2021-11-04,72.4141
2021-11-05,72.7637
2021-11-06,72.7637
2021-11-07,72.7637
2021-11-08,73.512
2021-11-09,71.8457
2021-11-10,64.5857
2021-11-11,58.9869
2021-11-12,59.8624
2021-11-13,59.8624
2021-11-14,59.8624
2021-11-15,59.2926
2021-11-16,63.6694
2021-11-17,62.8788
2021-11-18,62.9081
2021-11-19,62.8824
2021-11-20,62.8824
2021-11-21,62.8824
2021-11-22,59.1938
2021-11-23,58.5912
2021-11-24,58.0169
2021-11-25,58.0169
2021-11-26,54.49
2021-11-27,54.49
2021-11-28,54.49
2021-11-29,57.741
2021-11-30,54.2662
2021-12-01,54.2662
2021-12-02,50.5565
2021-12-03,47.7135
2021-12-04,47.7135
2021-12-05,47.7135
2021-12-06,46.8732
2021-12-07,50.0398
2021-12-08,51.2979
2021-12-09,46.4569
2021-12-10,44.8278
2021-12-11,44.8278
2021-12-12,44.8278
2021-12-13,43.2883
2021-12-14,40.6796
2021-12-15,43.4808
2021-12-16,38.9762
2021-12-17,40.6894
2021-12-18,40.6894
2021-12-19,40.6894
2021-12-20,40.6988
2021-12-21,44.1718
2021-12-22,44.9376
2021-12-23,46.2526
2021-12-24,46.2526
2021-12-25,46.2526
2021-12-26,46.2526
2021-12-27,47.8917
2021-12-28,47.797
2021-12-29,47.7644
2021-12-30,48.1756
2021-12-31,48.1146
2022-01-01,48.1146
2022-01-02,48.1146
2022-01-03,48.7848
2022-01-04,48.6733
2022-01-05,41.7547
2022-01-06,41.7401
2022-01-07,40.5167
2022-01-08,40.5167
2022-01-09,40.5167
2022-01-10,39.1038
2022-01-11,41.8347
2022-01-12,41.6037
2022-01-13,37.406
2022-01-14,37.2655
2022-01-15,37.2655
2022-01-16,37.2655
2022-01-17,37.2655
2022-01-18,33.5551
2022-01-19,33.2217
2022-01-20,32.7037
2022-01-21,31.5713
2022-01-22,31.5713
2022-01-23,31.5713
2022-01-24,35.9613
2022-01-25,34.6118
2022-01-26,35.5487
2022-01-27,33.3996
2022-01-28,36.3188
2022-01-29,36.3188
2022-01-30,36.3188
2022-01-31,41.2297
2022-02-01,42.3351
2022-02-02,43.3486
2022-02-03,42.2634
2022-02-04,43.3478
2022-02-05,43.3478
2022-02-06,43.3478
2022-02-07,44.2848
2022-02-08,45.6569
2022-02-09,48.5378
2022-02-10,45.5324
2022-02-11,43.0752
2022-02-12,43.0752
2022-02-13,43.0752
2022-02-14,42.7353
2022-02-15,45.7071
2022-02-16,46.155
2022-02-17,45.5824
2022-02-18,44.8882
2022-02-19,44.8882
2022-02-20,44.8882
2022-02-21,44.8882
2022-02-22,43.2848
2022-02-23,42.2052
2022-02-24,45.617
2022-02-25,47.5376
2022-02-26,47.5376
2022-02-27,47.5376
2022-02-28,46.7714
2022-03-01,45.6301
2022-03-02,45.8579
2022-03-03,44.5151
2022-03-04,43.5448
2022-03-05,43.5448
2022-03-06,43.5448
2022-03-07,41.835
2022-03-08,41.8203
2022-03-09,45.1193
2022-03-10,42.8697
2022-03-11,40.6262
2022-03-12,40.6262
2022-03-13,40.6262
2022-03-14,39.4313
2022-03-15,40.4592
2022-03-16,47.3345
2022-03-17,47.9308
2022-03-18,49.3802
2022-03-19,49.3802
2022-03-20,49.3802
2022-03-21,48.6715
2022-03-22,48.9863
2022-03-23,45.9077
2022-03-24,47.9169
2022-03-25,48.0116
2022-03-26,48.0116
2022-03-27,48.0116
2022-03-28,48.4611
2022-03-29,50.8243
2022-03-30,48.6433
2022-03-31,46.2041
2022-04-01,47.9571
2022-04-02,47.9571
2022-04-03,47.9571
2022-04-04,48.1232
2022-04-05,45.4754
2022-04-06,44.9409
2022-04-07,46.9409
2022-04-08,44.9185
2022-04-09,44.9185
2022-04-10,44.9185
2022-04-11,43.756
2022-04-12,42.9984
2022-04-13,44.2706
2022-04-14,43.3845
2022-04-15,43.3845
2022-04-16,43.3845
2022-04-17,43.3845
2022-04-18,43.2987
2022-04-19,46.2937
2022-04-20,48.7933
2022-04-21,45.4992
2022-04-22,43.2435
2022-04-23,43.2435
2022-04-24,43.2435
2022-04-25,42.9944
2022-04-26,40.1845
2022-04-27,40.2453
2022-04-28,42.8473
2022-04-29,42.7954
2022-04-30,42.7954
2022-05-01,42.7954
2022-05-02,42.9792
2022-05-03,44.0329
2022-05-04,46.7193
2022-05-05,42.2929
2022-05-06,40.8728
2022-05-07,40.8728
2022-05-08,40.8728
2022-05-09,36.7566
2022-05-10,40.253
2022-05-11,41.6198
2022-05-12,43.2248
2022-05-13,46.2479
2022-05-14,46.2479
2022-05-15,46.2479
2022-05-16,45.8533
2022-05-17,46.9183
2022-05-18,43.3285
2022-05-19,43.0141
2022-05-20,42.5789
2022-05-21,42.5789
2022-05-22,42.5789
2022-05-23,43.6388
2022-05-24,42.5095
2022-05-25,43.6411
2022-05-26,46.2932
2022-05-27,50.0452
2022-05-28,50.0452
2022-05-29,50.0452
2022-05-30,50.0452
2022-05-31,49.1512
2022-06-01,47.7989
2022-06-02,49.9718
2022-06-03,48.8484
2022-06-04,48.8484
2022-06-05,48.8484
2022-06-06,48.3776
2022-06-07,49.7614
2022-06-08,50.0334
2022-06-09,47.3325
2022-06-10,46.0161
2022-06-11,46.0161
2022-06-12,46.0161
2022-06-13,43.5479
2022-06-14,43.4453
2022-06-15,45.1634
2022-06-16,43.1446
2022-06-17,43.544
2022-06-18,43.544
2022-06-19,43.544
2022-06-20,43.544
2022-06-21,46.104
2022-06-22,46.0718
2022-06-23,47.002
2022-06-24,48.8917
2022-06-25,48.8917
2022-06-26,48.8917
2022-06-27,47.3452
2022-06-28,47.1113
2022-06-29,46.5215
2022-06-30,47.0638
2022-07-01,45.9452
2022-07-02,45.9452
2022-07-03,45.9452
2022-07-04,45.9452
2022-07-05,47.2938
2022-07-06,50.0915
2022-07-07,52.0701
2022-07-08,51.5642
2022-07-09,51.5642
2022-07-10,51.5642
2022-07-11,50.7782
2022-07-12,49.9295
2022-07-13,49.1514
2022-07-14,38.9215
2022-07-15,42.9838
2022-07-16,42.9838
2022-07-17,42.9838
2022-07-18,40.917
2022-07-19,42.6237
2022-07-20,45.4147
2022-07-21,45.9359
2022-07-22,43.8791
2022-07-23,43.8791
2022-07-24,43.8791
2022-07-25,42.7822
2022-07-26,42.4915
2022-07-27,44.609
2022-07-28,46.1273
2022-07-29,46.867
2022-07-30,46.867
2022-07-31,46.867
2022-08-01,46.4032
2022-08-02,47.3766
2022-08-03,48.2544
2022-08-04,48.4172
2022-08-05,48.6138
2022-08-06,48.6138
2022-08-07,48.6138
2022-08-08,47.6645
2022-08-09,43.2055
2022-08-10,41.6812
2022-08-11,41.4176
2022-08-12,42.9862
2022-08-13,42.9862
2022-08-14,42.9862
2022-08-15,45.3267
2022-08-16,42.7552
2022-08-17,40.543
2022-08-18,40.4092
2022-08-19,39.4004
2022-08-20,39.4004
2022-08-21,39.4004
2022-08-22,37.4517
2022-08-23,38.956
2022-08-24,41.2649
2022-08-25,42.663
2022-08-26,39.9626
2022-08-27,39.9626
2022-08-28,39.9626
2022-08-29,38.8208
2022-08-30,38.3715
2022-08-31,37.5786
2022-09-01,36.9455
2022-09-02,36.2289
2022-09-03,36.2289
2022-09-04,36.2289
2022-09-05,36.2289
2022-09-06,35.9503
2022-09-07,37.6045
2022-09-08,38.6882
2022-09-09,40.0411
2022-09-10,40.0411
2022-09-11,40.0411
2022-09-12,40.9521
2022-09-13,38.5765
2022-09-14,38.6409
2022-09-15,38.2839
2022-09-16,37.607
2022-09-17,37.607
2022-09-18,37.607
2022-09-19,36.9888
2022-09-20,36.0366
2022-09-21,35.6486
2022-09-22,33.9892
2022-09-23,33.6277
2022-09-24,33.6277
2022-09-25,33.6277
2022-09-26,32.3283
2022-09-27,32.0462
2022-09-28,33.6805
2022-09-29,33.3031
2022-09-30,32.405
2022-10-01,32.405
2022-10-02,32.405
2022-10-03,35.1042
2022-10-04,36.9775
2022-10-05,36.8748
2022-10-06,36.3062
2022-10-07,33.5744
2022-10-08,33.5744
2022-10-09,33.5744
2022-10-10,31.9723
2022-10-11,30.9337
2022-10-12,33.6622
2022-10-13,34.7836
2022-10-14,33.1135
2022-10-15,33.1135
2022-10-16,33.1135
2022-10-17,36.2329
2022-10-18,35.1514
2022-10-19,35.8016
2022-10-20,37.3393
2022-10-21,38.7322
2022-10-22,38.7322
2022-10-23,38.7322
2022-10-24,41.8427
2022-10-25,45.7132
2022-10-26,44.8344
2022-10-27,43.7894
2022-10-28,44.5003
2022-10-29,44.5003
2022-10-30,44.5003
2022-10-31,43.2251
2022-11-01,44.9974
2022-11-02,42.4117
2022-11-03,42.2945
2022-11-04,41.1087
2022-11-05,41.1087
2022-11-06,41.1087
2022-11-07,41.1241
2022-11-08,40.9581
2022-11-09,39.6233
2022-11-10,48.9894
2022-11-11,51.0057
2022-11-12,51.0057
2022-11-13,51.0057
2022-11-14,48.1844
2022-11-15,58.2292
2022-11-16,59.6302
2022-11-17,60.4566
2022-11-18,58.1451
2022-11-19,58.1451
2022-11-20,58.1451
2022-11-21,57.4711
2022-11-22,57.882
2022-11-23,58.7746
2022-11-24,58.7746
2022-11-25,57.8958
2022-11-26,57.8958
2022-11-27,57.8958
2022-11-28,57.8461
2022-11-29,57.211
2022-11-30,59.907
2022-12-01,61.288
2022-12-02,61.4913
2022-12-03,61.4913
2022-12-04,61.4913
2022-12-05,58.9431
2022-12-06,56.9368
2022-12-07,57.1099
2022-12-08,58.6115
2022-12-09,57.3416
2022-12-10,57.3416
2022-12-11,57.3416
2022-12-12,58.6263
2022-12-13,57.5347
2022-12-14,59.2406
2022-12-15,57.45
2022-12-16,55.4533
2022-12-17,55.4533
2022-12-18,55.4533
2022-12-19,53.3461
2022-12-20,54.1872
2022-12-21,55.6917
2022-12-22,55.5323
2022-12-23,54.4835
2022-12-24,54.4835
2022-12-25,54.4835
2022-12-26,54.4835
2022-12-27,53.9164
2022-12-28,52.203
2022-12-29,54.2925
2022-12-30,53.8683
2022-12-31,53.8683
2023-01-01,53.8683
2023-01-02,53.8683
2023-01-03,54.7184
2023-01-04,56.2365
2023-01-05,56.088
2023-01-06,57.2896
2023-01-07,57.2896
2023-01-08,57.2896
2023-01-09,56.4366
2023-01-10,57.9897
2023-01-11,57.812
2023-01-12,55.3861
2023-01-13,54.6064
2023-01-14,54.6064
2023-01-15,54.6064
2023-01-16,54.6064
2023-01-17,53.9931
2023-01-18,52.1744
2023-01-19,49.6601
2023-01-20,48.5079
2023-01-21,48.5079
2023-01-22,48.5079
2023-01-23,50.4744
2023-01-24,50.1785
2023-01-25,48.7592
2023-01-26,49.4829
2023-01-27,50.256
2023-01-28,50.256
2023-01-29,50.256
2023-01-30,47.3193
2023-01-31,48.8342
2023-02-01,52.1969
2023-02-02,54.5517
2023-02-03,52.0964
2023-02-04,52.0964
2023-02-05,52.0964
2023-02-06,50.5089
2023-02-07,51.5968
2023-02-08,49.0339
2023-02-09,37.7638
2023-02-10,36.7937
2023-02-11,36.7937
2023-02-12,36.7937
2023-02-13,37.2181
2023-02-14,37.7992
2023-02-15,39.7516
2023-02-16,39.3451
2023-02-17,39.4519
2023-02-18,39.4519
2023-02-19,39.4519
2023-02-20,39.4519
2023-02-21,38.018
2023-02-22,37.3879
2023-02-23,37.0071
2023-02-24,36.9174
2023-02-25,36.9174
2023-02-26,36.9174
2023-02-27,37.5786
2023-02-28,37.1965
2023-03-01,37.0127
2023-03-02,37.9826
2023-03-03,38.8997
2023-03-04,38.8997
2023-03-05,38.8997
2023-03-06,38.0213
2023-03-07,37.3608
2023-03-08,37.0635
2023-03-09,35.8247
2023-03-10,34.2675
2023-03-11,34.2675
2023-03-12,34.2675
2023-03-13,33.8811
2023-03-14,34.4924
2023-03-15,33.6533
2023-03-16,33.7446
2023-03-17,33.1775
2023-03-18,33.1775
2023-03-19,33.1775
