,BR US Equity
2020-11-30,56.4047
2020-12-01,57.9175
2020-12-02,56.3457
2020-12-03,57.1154
2020-12-04,58.2955
2020-12-05,58.2955
2020-12-06,58.2955
2020-12-07,54.3688
2020-12-08,55.4606
2020-12-09,56.5364
2020-12-10,53.9287
2020-12-11,55.3655
2020-12-12,55.3655
2020-12-13,55.3655
2020-12-14,54.1771
2020-12-15,55.5316
2020-12-16,54.7646
2020-12-17,58.7168
2020-12-18,61.366
2020-12-19,61.366
2020-12-20,61.366
2020-12-21,55.8695
2020-12-22,54.8795
2020-12-23,53.683
2020-12-24,56.0895
2020-12-25,56.0895
2020-12-26,56.0895
2020-12-27,56.0895
2020-12-28,57.8748
2020-12-29,57.0669
2020-12-30,57.7217
2020-12-31,58.6818
2021-01-01,58.6818
2021-01-02,58.6818
2021-01-03,58.6818
2021-01-04,56.6194
2021-01-05,56.8145
2021-01-06,60.3784
2021-01-07,60.1759
2021-01-08,60.6789
2021-01-09,60.6789
2021-01-10,60.6789
2021-01-11,59.1082
2021-01-12,58.7803
2021-01-13,58.0606
2021-01-14,57.1887
2021-01-15,54.5797
2021-01-16,54.5797
2021-01-17,54.5797
2021-01-18,54.5797
2021-01-19,54.5668
2021-01-20,55.5751
2021-01-21,53.7313
2021-01-22,51.0109
2021-01-23,51.0109
2021-01-24,51.0109
2021-01-25,52.9832
2021-01-26,54.2177
2021-01-27,45.2611
2021-01-28,46.603
2021-01-29,43.3762
2021-01-30,43.3762
2021-01-31,43.3762
2021-02-01,48.3765
2021-02-02,48.799
2021-02-03,46.9945
2021-02-04,45.7559
2021-02-05,46.7656
2021-02-06,46.7656
2021-02-07,46.7656
2021-02-08,45.81
2021-02-09,44.5248
2021-02-10,47.4361
2021-02-11,48.4381
2021-02-12,51.1398
2021-02-13,51.1398
2021-02-14,51.1398
2021-02-15,51.1398
2021-02-16,49.3404
2021-02-17,50.5117
2021-02-18,52.286
2021-02-19,52.5334
2021-02-20,52.5334
2021-02-21,52.5334
2021-02-22,50.4117
2021-02-23,46.7361
2021-02-24,48.1814
2021-02-25,46.5081
2021-02-26,45.8118
2021-02-27,45.8118
2021-02-28,45.8118
2021-03-01,49.8377
2021-03-02,47.426
2021-03-03,45.7349
2021-03-04,43.4968
2021-03-05,46.7756
2021-03-06,46.7756
2021-03-07,46.7756
2021-03-08,46.2224
2021-03-09,46.3814
2021-03-10,46.7884
2021-03-11,48.9048
2021-03-12,49.0494
2021-03-13,49.0494
2021-03-14,49.0494
2021-03-15,51.3392
2021-03-16,52.5141
2021-03-17,51.5995
2021-03-18,50.2717
2021-03-19,50.9997
2021-03-20,50.9997
2021-03-21,50.9997
2021-03-22,52.4111
2021-03-23,52.0591
2021-03-24,53.6688
2021-03-25,52.9447
2021-03-26,57.8058
2021-03-27,57.8058
2021-03-28,57.8058
2021-03-29,60.9144
2021-03-30,56.1281
2021-03-31,56.2267
2021-04-01,57.7178
2021-04-02,57.7178
2021-04-03,57.7178
2021-04-04,57.7178
2021-04-05,60.53
2021-04-06,57.8581
2021-04-07,56.3475
2021-04-08,56.0241
2021-04-09,57.3557
2021-04-10,57.3557
2021-04-11,57.3557
2021-04-12,57.2786
2021-04-13,57.0973
2021-04-14,57.1937
2021-04-15,56.8214
2021-04-16,58.1221
2021-04-17,58.1221
2021-04-18,58.1221
2021-04-19,56.8099
2021-04-20,59.4122
2021-04-21,60.9994
2021-04-22,61.4346
2021-04-23,62.5361
2021-04-24,62.5361
2021-04-25,62.5361
2021-04-26,60.4075
2021-04-27,60.5885
2021-04-28,60.2897
2021-04-29,60.6998
2021-04-30,56.8791
2021-05-01,56.8791
2021-05-02,56.8791
2021-05-03,58.1781
2021-05-04,60.7853
2021-05-05,62.6105
2021-05-06,62.4175
2021-05-07,61.4379
2021-05-08,61.4379
2021-05-09,61.4379
2021-05-10,62.6758
2021-05-11,60.1074
2021-05-12,54.1559
2021-05-13,55.9984
2021-05-14,57.9785
2021-05-15,57.9785
2021-05-16,57.9785
2021-05-17,56.8528
2021-05-18,54.86
2021-05-19,53.5801
2021-05-20,54.3668
2021-05-21,53.258
2021-05-22,53.258
2021-05-23,53.258
2021-05-24,53.4441
2021-05-25,53.1038
2021-05-26,52.5966
2021-05-27,53.5811
2021-05-28,53.3726
2021-05-29,53.3726
2021-05-30,53.3726
2021-05-31,53.3726
2021-06-01,51.6572
2021-06-02,52.0797
2021-06-03,52.1908
2021-06-04,54.9188
2021-06-05,54.9188
2021-06-06,54.9188
2021-06-07,51.4535
2021-06-08,51.3887
2021-06-09,52.4292
2021-06-10,55.1485
2021-06-11,56.696
2021-06-12,56.696
2021-06-13,56.696
2021-06-14,54.961
2021-06-15,55.7276
2021-06-16,53.7365
2021-06-17,53.0413
2021-06-18,51.1386
2021-06-19,51.1386
2021-06-20,51.1386
2021-06-21,54.2643
2021-06-22,54.4762
2021-06-23,52.5595
2021-06-24,53.3283
2021-06-25,53.7905
2021-06-26,53.7905
2021-06-27,53.7905
2021-06-28,53.9436
2021-06-29,55.5185
2021-06-30,54.707
2021-07-01,56.4788
2021-07-02,58.2643
2021-07-03,58.2643
2021-07-04,58.2643
2021-07-05,58.2643
2021-07-06,58.5614
2021-07-07,62.454
2021-07-08,59.6072
2021-07-09,61.9413
2021-07-10,61.9413
2021-07-11,61.9413
2021-07-12,61.5488
2021-07-13,61.2145
2021-07-14,63.0718
2021-07-15,63.6848
2021-07-16,62.2992
2021-07-17,62.2992
2021-07-18,62.2992
2021-07-19,57.0194
2021-07-20,59.7654
2021-07-21,60.3353
2021-07-22,61.2035
2021-07-23,63.141
2021-07-24,63.141
2021-07-25,63.141
2021-07-26,62.9409
2021-07-27,62.1262
2021-07-28,60.3582
2021-07-29,62.0907
2021-07-30,63.1337
2021-07-31,63.1337
2021-08-01,63.1337
2021-08-02,62.958
2021-08-03,64.5889
2021-08-04,62.8882
2021-08-05,62.6905
2021-08-06,61.6693
2021-08-07,61.6693
2021-08-08,61.6693
2021-08-09,60.8635
2021-08-10,58.3538
2021-08-11,59.0892
2021-08-12,60.054
2021-08-13,61.7984
2021-08-14,61.7984
2021-08-15,61.7984
2021-08-16,64.6732
2021-08-17,64.3115
2021-08-18,58.7155
2021-08-19,58.7867
2021-08-20,59.7548
2021-08-21,59.7548
2021-08-22,59.7548
2021-08-23,56.3086
2021-08-24,54.3534
2021-08-25,53.8969
2021-08-26,52.0718
2021-08-27,54.4839
2021-08-28,54.4839
2021-08-29,54.4839
2021-08-30,55.4664
2021-08-31,55.2853
2021-09-01,53.9763
2021-09-02,53.2988
2021-09-03,52.8469
2021-09-04,52.8469
2021-09-05,52.8469
2021-09-06,52.8469
2021-09-07,49.6683
2021-09-08,54.0644
2021-09-09,52.3775
2021-09-10,51.1994
2021-09-11,51.1994
2021-09-12,51.1994
2021-09-13,51.7101
2021-09-14,51.7102
2021-09-15,51.677
2021-09-16,50.0321
2021-09-17,46.7656
2021-09-18,46.7656
2021-09-19,46.7656
2021-09-20,43.7806
2021-09-21,41.298
2021-09-22,44.0041
2021-09-23,49.962
2021-09-24,51.233
2021-09-25,51.233
2021-09-26,51.233
2021-09-27,50.1535
2021-09-28,48.2417
2021-09-29,50.4203
2021-09-30,48.0593
2021-10-01,47.253
2021-10-02,47.253
2021-10-03,47.253
2021-10-04,43.0693
2021-10-05,45.7745
2021-10-06,49.1346
2021-10-07,51.4854
2021-10-08,51.5337
2021-10-09,51.5337
2021-10-10,51.5337
2021-10-11,50.7373
2021-10-12,53.6298
2021-10-13,55.8389
2021-10-14,61.101
2021-10-15,62.7155
2021-10-16,62.7155
2021-10-17,62.7155
2021-10-18,60.0943
2021-10-19,62.5485
2021-10-20,62.849
2021-10-21,63.6802
2021-10-22,65.0673
2021-10-23,65.0673
2021-10-24,65.0673
2021-10-25,64.1405
2021-10-26,64.789
2021-10-27,60.6345
2021-10-28,58.4128
2021-10-29,56.8604
2021-10-30,56.8604
2021-10-31,56.8604
2021-11-01,55.3881
2021-11-02,56.993
2021-11-03,47.2778
2021-11-04,48.7831
2021-11-05,51.131
2021-11-06,51.131
2021-11-07,51.131
2021-11-08,52.2991
2021-11-09,55.1922
2021-11-10,55.5903
2021-11-11,52.4713
2021-11-12,53.204
2021-11-13,53.204
2021-11-14,53.204
2021-11-15,53.6278
2021-11-16,53.6647
2021-11-17,51.0657
2021-11-18,49.412
2021-11-19,50.5466
2021-11-20,50.5466
2021-11-21,50.5466
2021-11-22,50.4844
2021-11-23,49.4254
2021-11-24,49.5013
2021-11-25,49.5013
2021-11-26,47.8449
2021-11-27,47.8449
2021-11-28,47.8449
2021-11-29,52.0382
2021-11-30,45.3886
2021-12-01,45.1136
2021-12-02,50.2309
2021-12-03,47.7484
2021-12-04,47.7484
2021-12-05,47.7484
2021-12-06,48.712
2021-12-07,50.9695
2021-12-08,50.7394
2021-12-09,52.0648
2021-12-10,54.552
2021-12-11,54.552
2021-12-12,54.552
2021-12-13,55.3912
2021-12-14,54.1098
2021-12-15,54.5757
2021-12-16,56.3092
2021-12-17,52.0113
2021-12-18,52.0113
2021-12-19,52.0113
2021-12-20,48.4876
2021-12-21,51.2767
2021-12-22,54.6037
2021-12-23,55.3694
2021-12-24,55.3694
2021-12-25,55.3694
2021-12-26,55.3694
2021-12-27,58.3541
2021-12-28,57.8574
2021-12-29,57.1317
2021-12-30,56.7976
2021-12-31,56.7471
2022-01-01,56.7471
2022-01-02,56.7471
2022-01-03,54.8606
2022-01-04,54.4799
2022-01-05,51.4565
2022-01-06,48.595
2022-01-07,46.283
2022-01-08,46.283
2022-01-09,46.283
2022-01-10,43.7562
2022-01-11,43.5217
2022-01-12,45.9383
2022-01-13,40.8984
2022-01-14,38.738
2022-01-15,38.738
2022-01-16,38.738
2022-01-17,38.738
2022-01-18,38.6516
2022-01-19,39.213
2022-01-20,38.7609
2022-01-21,36.7352
2022-01-22,36.7352
2022-01-23,36.7352
2022-01-24,38.1195
2022-01-25,34.6118
2022-01-26,32.9961
2022-01-27,34.2289
2022-01-28,38.2153
2022-01-29,38.2153
2022-01-30,38.2153
2022-01-31,42.7639
2022-02-01,39.2879
2022-02-02,40.1171
2022-02-03,36.9372
2022-02-04,38.2145
2022-02-05,38.2145
2022-02-06,38.2145
2022-02-07,37.164
2022-02-08,37.98
2022-02-09,39.7723
2022-02-10,37.3801
2022-02-11,36.4392
2022-02-12,36.4392
2022-02-13,36.4392
2022-02-14,36.6376
2022-02-15,39.1294
2022-02-16,38.2047
2022-02-17,36.2861
2022-02-18,36.2861
2022-02-19,36.2861
2022-02-20,36.2861
2022-02-21,36.2861
2022-02-22,36.7594
2022-02-23,35.6684
2022-02-24,39.7581
2022-02-25,42.3104
2022-02-26,42.3104
2022-02-27,42.3104
2022-02-28,41.0698
2022-03-01,41.1486
2022-03-02,42.8004
2022-03-03,41.5927
2022-03-04,42.6086
2022-03-05,42.6086
2022-03-06,42.6086
2022-03-07,42.5012
2022-03-08,41.0312
2022-03-09,42.8799
2022-03-10,41.9167
2022-03-11,41.197
2022-03-12,41.197
2022-03-13,41.197
2022-03-14,40.7512
2022-03-15,43.6344
2022-03-16,47.7112
2022-03-17,48.8835
2022-03-18,49.9537
2022-03-19,49.9537
2022-03-20,49.9537
2022-03-21,48.633
2022-03-22,49.2798
2022-03-23,47.5206
2022-03-24,48.7131
2022-03-25,49.4557
2022-03-26,49.4557
2022-03-27,49.4557
2022-03-28,50.8839
2022-03-29,53.4094
2022-03-30,51.929
2022-03-31,51.8112
2022-04-01,52.3274
2022-04-02,52.3274
2022-04-03,52.3274
2022-04-04,52.5901
2022-04-05,55.0659
2022-04-06,55.1411
2022-04-07,54.3671
2022-04-08,56.0738
2022-04-09,56.0738
2022-04-10,56.0738
2022-04-11,50.1807
2022-04-12,49.5002
2022-04-13,50.7813
2022-04-14,48.994
2022-04-15,48.994
2022-04-16,48.994
2022-04-17,48.994
2022-04-18,47.3237
2022-04-19,50.1198
2022-04-20,50.8526
2022-04-21,49.9363
2022-04-22,44.7394
2022-04-23,44.7394
2022-04-24,44.7394
2022-04-25,47.2609
2022-04-26,43.7907
2022-04-27,44.1412
2022-04-28,47.1893
2022-04-29,42.8561
2022-04-30,42.8561
2022-05-01,42.8561
2022-05-02,42.2824
2022-05-03,45.0635
2022-05-04,47.4601
2022-05-05,43.2481
2022-05-06,42.4841
2022-05-07,42.4841
2022-05-08,42.4841
2022-05-09,40.0282
2022-05-10,39.4907
2022-05-11,38.4453
2022-05-12,39.7719
2022-05-13,42.3179
2022-05-14,42.3179
2022-05-15,42.3179
2022-05-16,42.0793
2022-05-17,43.4001
2022-05-18,40.9351
2022-05-19,42.1784
2022-05-20,43.0174
2022-05-21,43.0174
2022-05-22,43.0174
2022-05-23,44.2464
2022-05-24,43.7617
2022-05-25,44.5074
2022-05-26,47.8838
2022-05-27,49.7866
2022-05-28,49.7866
2022-05-29,49.7866
2022-05-30,49.7866
2022-05-31,49.3287
2022-06-01,48.1518
2022-06-02,50.5283
2022-06-03,49.445
2022-06-04,49.445
2022-06-05,49.445
2022-06-06,48.6954
2022-06-07,50.667
2022-06-08,48.8322
2022-06-09,46.4993
2022-06-10,44.7308
2022-06-11,44.7308
2022-06-12,44.7308
2022-06-13,41.3796
2022-06-14,41.321
2022-06-15,44.5105
2022-06-16,41.9763
2022-06-17,41.4927
2022-06-18,41.4927
2022-06-19,41.4927
2022-06-20,41.4927
2022-06-21,42.6859
2022-06-22,43.5226
2022-06-23,46.2323
2022-06-24,51.6143
2022-06-25,51.6143
2022-06-26,51.6143
2022-06-27,52.5428
2022-06-28,48.3152
2022-06-29,50.2867
2022-06-30,49.3312
2022-07-01,52.053
2022-07-02,52.053
2022-07-03,52.053
2022-07-04,52.053
2022-07-05,51.8519
2022-07-06,53.6423
2022-07-07,54.062
2022-07-08,53.9968
2022-07-09,53.9968
2022-07-10,53.9968
2022-07-11,52.673
2022-07-12,51.378
2022-07-13,51.2396
2022-07-14,51.9255
2022-07-15,53.8772
2022-07-16,53.8772
2022-07-17,53.8772
2022-07-18,51.9373
2022-07-19,55.7939
2022-07-20,55.9119
2022-07-21,58.2139
2022-07-22,58.4061
2022-07-23,58.4061
2022-07-24,58.4061
2022-07-25,57.2416
2022-07-26,57.232
2022-07-27,59.5034
2022-07-28,61.2284
2022-07-29,60.9335
2022-07-30,60.9335
2022-07-31,60.9335
2022-08-01,61.4567
2022-08-02,62.7249
2022-08-03,63.9397
2022-08-04,65.1158
2022-08-05,65.5577
2022-08-06,65.5577
2022-08-07,65.5577
2022-08-08,65.2298
2022-08-09,66.1248
2022-08-10,67.0571
2022-08-11,66.0793
2022-08-12,73.0272
2022-08-13,73.0272
2022-08-14,73.0272
2022-08-15,67.6307
2022-08-16,66.8064
2022-08-17,66.9639
2022-08-18,66.4588
2022-08-19,65.2706
2022-08-20,65.2706
2022-08-21,65.2706
2022-08-22,63.8162
2022-08-23,62.7781
2022-08-24,63.2959
2022-08-25,64.5202
2022-08-26,61.8499
2022-08-27,61.8499
2022-08-28,61.8499
2022-08-29,61.6908
2022-08-30,60.3523
2022-08-31,58.8518
2022-09-01,59.2504
2022-09-02,54.009
2022-09-03,54.009
2022-09-04,54.009
2022-09-05,54.009
2022-09-06,55.101
2022-09-07,56.403
2022-09-08,57.4454
2022-09-09,58.5378
2022-09-10,58.5378
2022-09-11,58.5378
2022-09-12,59.0044
2022-09-13,54.4376
2022-09-14,53.4762
2022-09-15,50.6069
2022-09-16,50.6243
2022-09-17,50.6243
2022-09-18,50.6243
2022-09-19,51.8868
2022-09-20,49.2112
2022-09-21,47.3755
2022-09-22,45.1163
2022-09-23,43.0388
2022-09-24,43.0388
2022-09-25,43.0388
2022-09-26,42.1345
2022-09-27,39.444
2022-09-28,39.1359
2022-09-29,37.8141
2022-09-30,36.1755
2022-10-01,36.1755
2022-10-02,36.1755
2022-10-03,40.8897
2022-10-04,44.1881
2022-10-05,42.8706
2022-10-06,39.5588
2022-10-07,38.036
2022-10-08,38.036
2022-10-09,38.036
2022-10-10,38.6633
2022-10-11,37.9823
2022-10-12,36.3808
2022-10-13,39.3277
2022-10-14,37.2103
2022-10-15,37.2103
2022-10-16,37.2103
2022-10-17,40.5924
2022-10-18,42.9776
2022-10-19,41.6899
2022-10-20,39.832
2022-10-21,40.3553
2022-10-22,40.3553
2022-10-23,40.3553
2022-10-24,41.6109
2022-10-25,43.3519
2022-10-26,43.3116
2022-10-27,43.9136
2022-10-28,47.2846
2022-10-29,47.2846
2022-10-30,47.2846
2022-10-31,48.2418
2022-11-01,47.8851
2022-11-02,39.992
2022-11-03,37.9116
2022-11-04,37.6622
2022-11-05,37.6622
2022-11-06,37.6622
2022-11-07,39.4675
2022-11-08,40.3267
2022-11-09,38.7464
2022-11-10,44.8444
2022-11-11,44.0877
2022-11-12,44.0877
2022-11-13,44.0877
2022-11-14,45.1072
2022-11-15,46.086
2022-11-16,46.3643
2022-11-17,46.0977
2022-11-18,47.7166
2022-11-19,47.7166
2022-11-20,47.7166
2022-11-21,49.6435
2022-11-22,50.5929
2022-11-23,50.6464
2022-11-24,50.6464
2022-11-25,50.7173
2022-11-26,50.7173
2022-11-27,50.7173
2022-11-28,49.0793
2022-11-29,46.2632
2022-11-30,51.2128
2022-12-01,51.7609
2022-12-02,51.0724
2022-12-03,51.0724
2022-12-04,51.0724
2022-12-05,48.0265
2022-12-06,46.8375
2022-12-07,46.1639
2022-12-08,48.1576
2022-12-09,46.1844
2022-12-10,46.1844
2022-12-11,46.1844
2022-12-12,48.6118
2022-12-13,48.6673
2022-12-14,45.992
2022-12-15,42.1019
2022-12-16,41.1185
2022-12-17,41.1185
2022-12-18,41.1185
2022-12-19,41.0323
2022-12-20,41.2144
2022-12-21,43.8349
2022-12-22,42.5384
2022-12-23,42.6112
2022-12-24,42.6112
2022-12-25,42.6112
2022-12-26,42.6112
2022-12-27,43.5269
2022-12-28,42.0544
2022-12-29,45.0664
2022-12-30,43.2768
2022-12-31,43.2768
2023-01-01,43.2768
2023-01-02,43.2768
2023-01-03,43.6701
2023-01-04,45.5852
2023-01-05,42.9709
2023-01-06,46.5177
2023-01-07,46.5177
2023-01-08,46.5177
2023-01-09,47.8018
2023-01-10,48.1075
2023-01-11,51.698
2023-01-12,52.7558
2023-01-13,52.0254
2023-01-14,52.0254
2023-01-15,52.0254
2023-01-16,52.0254
2023-01-17,52.8163
2023-01-18,51.8378
2023-01-19,50.4304
2023-01-20,53.5357
2023-01-21,53.5357
2023-01-22,53.5357
2023-01-23,56.2962
2023-01-24,56.3798
2023-01-25,55.2238
2023-01-26,56.636
2023-01-27,55.2674
2023-01-28,55.2674
2023-01-29,55.2674
2023-01-30,55.6494
2023-01-31,55.9471
2023-02-01,58.1945
2023-02-02,58.1032
2023-02-03,58.3213
2023-02-04,58.3213
2023-02-05,58.3213
2023-02-06,53.7763
2023-02-07,55.0584
2023-02-08,51.4976
2023-02-09,50.5476
2023-02-10,50.8744
2023-02-11,50.8744
2023-02-12,50.8744
2023-02-13,52.2658
2023-02-14,49.4741
2023-02-15,49.5812
2023-02-16,48.6212
2023-02-17,48.8772
2023-02-18,48.8772
2023-02-19,48.8772
2023-02-20,48.8772
2023-02-21,47.8898
2023-02-22,47.9704
2023-02-23,48.0534
2023-02-24,46.2951
2023-02-25,46.2951
2023-02-26,46.2951
2023-02-27,45.7772
2023-02-28,46.0383
2023-03-01,45.2636
2023-03-02,47.9147
2023-03-03,49.8823
2023-03-04,49.8823
2023-03-05,49.8823
2023-03-06,48.8281
2023-03-07,47.3478
2023-03-08,48.1998
2023-03-09,46.8712
2023-03-10,42.8584
2023-03-11,42.8584
2023-03-12,42.8584
2023-03-13,43.0519
2023-03-14,43.8003
2023-03-15,42.9509
2023-03-16,44.642
2023-03-17,42.3822
2023-03-18,42.3822
2023-03-19,42.3822
2023-03-20,43.7229
