,BR US Equity
,RSI_30D
2020-01-01,52.3329
2020-01-02,52.7322
2020-01-03,52.9023
2020-01-04,52.9023
2020-01-05,52.9023
2020-01-06,54.7871
2020-01-07,53.9103
2020-01-08,55.2571
2020-01-09,59.4549
2020-01-10,58.3999
2020-01-11,58.3999
2020-01-12,58.3999
2020-01-13,59.7052
2020-01-14,58.8771
2020-01-15,59.1476
2020-01-16,60.7361
2020-01-17,63.0294
2020-01-18,63.0294
2020-01-19,63.0294
2020-01-20,63.0294
2020-01-21,65.0393
2020-01-22,64.9462
2020-01-23,62.0311
2020-01-24,61.5138
2020-01-25,61.5138
2020-01-26,61.5138
2020-01-27,57.9903
2020-01-28,58.5362
2020-01-29,58.0377
2020-01-30,57.8604
2020-01-31,41.1143
2020-02-01,41.1143
2020-02-02,41.1143
2020-02-03,38.1045
2020-02-04,39.634
2020-02-05,44.8402
2020-02-06,43.7142
2020-02-07,41.619
2020-02-08,41.619
2020-02-09,41.619
2020-02-10,42.2134
2020-02-11,44.5638
2020-02-12,49.4666
2020-02-13,48.176
2020-02-14,48.0658
2020-02-15,48.0658
2020-02-16,48.0658
2020-02-17,48.0658
2020-02-18,48.3778
2020-02-19,48.8889
2020-02-20,46.9401
2020-02-21,44.7619
2020-02-22,44.7619
2020-02-23,44.7619
2020-02-24,41.2184
2020-02-25,37.3668
2020-02-26,37.503
2020-02-27,33.4463
2020-02-28,31.0599
2020-02-29,31.0599
2020-03-01,31.0599
2020-03-02,33.8318
2020-03-03,31.2654
2020-03-04,36.1423
2020-03-05,32.9691
2020-03-06,32.3336
2020-03-07,32.3336
2020-03-08,32.3336
2020-03-09,27.6089
2020-03-10,36.2914
2020-03-11,35.2915
2020-03-12,34.5196
2020-03-13,41.8985
2020-03-14,41.8985
2020-03-15,41.8985
2020-03-16,39.5553
2020-03-17,43.7272
2020-03-18,41.4897
2020-03-19,37.6927
2020-03-20,36.4574
2020-03-21,36.4574
2020-03-22,36.4574
2020-03-23,33.6737
2020-03-24,41.2129
2020-03-25,40.8089
2020-03-26,42.7592
2020-03-27,40.2969
2020-03-28,40.2969
2020-03-29,40.2969
2020-03-30,43.6594
2020-03-31,42.6823
2020-04-01,41.0994
2020-04-02,41.5973
2020-04-03,41.7866
2020-04-04,41.7866
2020-04-05,41.7866
2020-04-06,45.6917
2020-04-07,46.9639
2020-04-08,47.753
2020-04-09,49.9436
2020-04-10,49.9436
2020-04-11,49.9436
2020-04-12,49.9436
2020-04-13,48.1247
2020-04-14,50.5703
2020-04-15,50.3562
2020-04-16,50.6293
2020-04-17,52.2646
2020-04-18,52.2646
2020-04-19,52.2646
2020-04-20,52.1719
2020-04-21,50.6645
2020-04-22,51.8779
2020-04-23,52.3744
2020-04-24,53.0838
2020-04-25,53.0838
2020-04-26,53.0838
2020-04-27,54.7819
2020-04-28,53.4904
2020-04-29,55.2696
2020-04-30,55.5465
2020-05-01,53.4503
2020-05-02,53.4503
2020-05-03,53.4503
2020-05-04,53.9335
2020-05-05,54.8541
2020-05-06,55.2549
2020-05-07,55.6869
2020-05-08,55.7638
2020-05-09,55.7638
2020-05-10,55.7638
2020-05-11,57.3267
2020-05-12,56.1457
2020-05-13,53.1416
2020-05-14,53.6628
2020-05-15,54.135
2020-05-16,54.135
2020-05-17,54.135
2020-05-18,56.7435
2020-05-19,56.8284
2020-05-20,57.7455
2020-05-21,54.9895
2020-05-22,54.1627
2020-05-23,54.1627
2020-05-24,54.1627
2020-05-25,54.1627
2020-05-26,54.3871
2020-05-27,54.0165
2020-05-28,55.911
2020-05-29,57.2214
2020-05-30,57.2214
2020-05-31,57.2214
2020-06-01,58.0143
2020-06-02,58.7491
2020-06-03,59.4622
2020-06-04,59.1511
2020-06-05,61.0283
2020-06-06,61.0283
2020-06-07,61.0283
2020-06-08,61.589
2020-06-09,57.439
2020-06-10,55.7498
2020-06-11,53.5642
2020-06-12,55.6657
2020-06-13,55.6657
2020-06-14,55.6657
2020-06-15,56.2499
2020-06-16,58.2525
2020-06-17,58.9695
2020-06-18,58.7919
2020-06-19,56.1086
2020-06-20,56.1086
2020-06-21,56.1086
2020-06-22,57.1776
2020-06-23,57.1151
2020-06-24,55.0884
2020-06-25,56.7885
2020-06-26,56.6293
2020-06-27,56.6293
2020-06-28,56.6293
2020-06-29,57.5563
2020-06-30,57.9023
2020-07-01,58.7957
2020-07-02,59.5764
2020-07-03,59.5764
2020-07-04,59.5764
2020-07-05,59.5764
2020-07-06,59.9646
2020-07-07,58.0267
2020-07-08,59.3012
2020-07-09,58.0446
2020-07-10,56.2201
2020-07-11,56.2201
2020-07-12,56.2201
2020-07-13,55.1047
2020-07-14,56.675
2020-07-15,58.4588
2020-07-16,56.8726
2020-07-17,58.3586
2020-07-18,58.3586
2020-07-19,58.3586
2020-07-20,58.5568
2020-07-21,59.1329
2020-07-22,60.3458
2020-07-23,58.2375
2020-07-24,59.6853
2020-07-25,59.6853
2020-07-26,59.6853
2020-07-27,61.8879
2020-07-28,60.1936
2020-07-29,61.4584
2020-07-30,61.2928
2020-07-31,61.6932
2020-08-01,61.6932
2020-08-02,61.6932
2020-08-03,64.0043
2020-08-04,64.2028
2020-08-05,60.9146
2020-08-06,61.2313
2020-08-07,61.0704
2020-08-08,61.0704
2020-08-09,61.0704
2020-08-10,62.3271
2020-08-11,66.8461
2020-08-12,62.6289
2020-08-13,62.2484
2020-08-14,62.2823
2020-08-15,62.2823
2020-08-16,62.2823
2020-08-17,61.2312
2020-08-18,62.2119
2020-08-19,59.4676
2020-08-20,59.4676
2020-08-21,58.8518
2020-08-22,58.8518
2020-08-23,58.8518
2020-08-24,60.334
2020-08-25,60.1845
2020-08-26,60.9356
2020-08-27,60.6044
2020-08-28,60.0578
2020-08-29,60.0578
2020-08-30,60.0578
2020-08-31,58.3446
2020-09-01,60.4705
2020-09-02,64.1404
2020-09-03,57.1424
2020-09-04,53.5088
2020-09-05,53.5088
2020-09-06,53.5088
2020-09-07,53.5088
2020-09-08,50.0251
2020-09-09,54.0938
2020-09-10,51.4142
2020-09-11,51.9558
2020-09-12,51.9558
2020-09-13,51.9558
2020-09-14,54.0599
2020-09-15,53.6132
2020-09-16,52.968
2020-09-17,51.2011
2020-09-18,49.089
2020-09-19,49.089
2020-09-20,49.089
2020-09-21,48.4592
2020-09-22,49.7161
2020-09-23,46.4398
2020-09-24,45.4303
2020-09-25,48.3081
2020-09-26,48.3081
2020-09-27,48.3081
2020-09-28,50.019
2020-09-29,49.7211
2020-09-30,50.029
2020-10-01,52.1301
2020-10-02,51.5179
2020-10-03,51.5179
2020-10-04,51.5179
2020-10-05,54.5398
2020-10-06,53.8691
2020-10-07,55.6426
2020-10-08,57.1344
2020-10-09,58.8004
2020-10-10,58.8004
2020-10-11,58.8004
2020-10-12,60.4099
2020-10-13,59.6507
2020-10-14,59.1382
2020-10-15,60.5857
2020-10-16,60.65
2020-10-17,60.65
2020-10-18,60.65
2020-10-19,58.4654
2020-10-20,60.0962
2020-10-21,61.0455
2020-10-22,61.2976
2020-10-23,62.1884
2020-10-24,62.1884
2020-10-25,62.1884
2020-10-26,57.1073
2020-10-27,54.2772
2020-10-28,49.0941
2020-10-29,51.8769
2020-10-30,51.3054
2020-10-31,51.3054
2020-11-01,51.3054
2020-11-02,54.4685
2020-11-03,57.0969
2020-11-04,58.1181
2020-11-05,57.9247
2020-11-06,59.5854
2020-11-07,59.5854
2020-11-08,59.5854
2020-11-09,59.8345
2020-11-10,59.0173
2020-11-11,61.2588
2020-11-12,57.148
2020-11-13,58.1576
2020-11-14,58.1576
2020-11-15,58.1576
2020-11-16,59.7246
2020-11-17,58.2007
2020-11-18,56.374
2020-11-19,57.1389
2020-11-20,55.1154
2020-11-21,55.1154
2020-11-22,55.1154
2020-11-23,57.5762
2020-11-24,56.8011
2020-11-25,55.9849
2020-11-26,55.9849
2020-11-27,57.0614
2020-11-28,57.0614
2020-11-29,57.0614
