,MSM US Equity
,RSI_30D
2020-01-01,63.5714
2020-01-02,64.1677
2020-01-03,60.5454
2020-01-04,60.5454
2020-01-05,60.5454
2020-01-06,56.9381
2020-01-07,55.0783
2020-01-08,55.2463
2020-01-09,52.49
2020-01-10,53.8441
2020-01-11,53.8441
2020-01-12,53.8441
2020-01-13,56.2111
2020-01-14,57.6191
2020-01-15,56.8565
2020-01-16,60.1115
2020-01-17,55.5975
2020-01-18,55.5975
2020-01-19,55.5975
2020-01-20,55.5975
2020-01-21,55.813
2020-01-22,56.5162
2020-01-23,58.83
2020-01-24,56.8695
2020-01-25,56.8695
2020-01-26,56.8695
2020-01-27,54.6221
2020-01-28,54.9703
2020-01-29,52.329
2020-01-30,52.4883
2020-01-31,46.1385
2020-02-01,46.1385
2020-02-02,46.1385
2020-02-03,48.0167
2020-02-04,52.8705
2020-02-05,55.6946
2020-02-06,54.6778
2020-02-07,51.2526
2020-02-08,51.2526
2020-02-09,51.2526
2020-02-10,50.2845
2020-02-11,52.5893
2020-02-12,54.7387
2020-02-13,54.1852
2020-02-14,54.8083
2020-02-15,54.8083
2020-02-16,54.8083
2020-02-17,54.8083
2020-02-18,52.8097
2020-02-19,52.4545
2020-02-20,54.684
2020-02-21,52.7207
2020-02-22,52.7207
2020-02-23,52.7207
2020-02-24,48.6989
2020-02-25,41.9927
2020-02-26,41.1192
2020-02-27,37.8898
2020-02-28,35.3318
2020-02-29,35.3318
2020-03-01,35.3318
2020-03-02,40.3109
2020-03-03,39.9704
2020-03-04,42.4209
2020-03-05,37.0923
2020-03-06,35.7863
2020-03-07,35.7863
2020-03-08,35.7863
2020-03-09,29.3929
2020-03-10,29.7384
2020-03-11,29.3884
2020-03-12,28.6898
2020-03-13,30.2548
2020-03-14,30.2548
2020-03-15,30.2548
2020-03-16,29.0878
2020-03-17,38.946
2020-03-18,35.2024
2020-03-19,32.8025
2020-03-20,30.9068
2020-03-21,30.9068
2020-03-22,30.9068
2020-03-23,29.9289
2020-03-24,36.293
2020-03-25,35.4127
2020-03-26,37.7898
2020-03-27,38.5509
2020-03-28,38.5509
2020-03-29,38.5509
2020-03-30,41.4203
2020-03-31,42.6789
2020-04-01,41.9236
2020-04-02,43.4692
2020-04-03,42.4232
2020-04-04,42.4232
2020-04-05,42.4232
2020-04-06,45.9135
2020-04-07,47.2273
2020-04-08,50.9052
2020-04-09,49.7697
2020-04-10,49.7697
2020-04-11,49.7697
2020-04-12,49.7697
2020-04-13,47.1268
2020-04-14,50.386
2020-04-15,49.3659
2020-04-16,48.9908
2020-04-17,49.2139
2020-04-18,49.2139
2020-04-19,49.2139
2020-04-20,47.7142
2020-04-21,46.8197
2020-04-22,47.6821
2020-04-23,48.0665
2020-04-24,47.2055
2020-04-25,47.2055
2020-04-26,47.2055
2020-04-27,50.5527
2020-04-28,52.5524
2020-04-29,53.5977
2020-04-30,50.3447
2020-05-01,49.5133
2020-05-02,49.5133
2020-05-03,49.5133
2020-05-04,48.0154
2020-05-05,49.7623
2020-05-06,48.9599
2020-05-07,49.3567
2020-05-08,51.6519
2020-05-09,51.6519
2020-05-10,51.6519
2020-05-11,53.1522
2020-05-12,49.1043
2020-05-13,49.2537
2020-05-14,49.2794
2020-05-15,51.2814
2020-05-16,51.2814
2020-05-17,51.2814
2020-05-18,57.2713
2020-05-19,55.3134
2020-05-20,57.6403
2020-05-21,55.9962
2020-05-22,56.0982
2020-05-23,56.0982
2020-05-24,56.0982
2020-05-25,56.0982
2020-05-26,59.8264
2020-05-27,60.9607
2020-05-28,61.0673
2020-05-29,59.2539
2020-05-30,59.2539
2020-05-31,59.2539
2020-06-01,58.7816
2020-06-02,61.1466
2020-06-03,61.8591
2020-06-04,61.6518
2020-06-05,63.4956
2020-06-06,63.4956
2020-06-07,63.4956
2020-06-08,64.1511
2020-06-09,63.6623
2020-06-10,62.4865
2020-06-11,56.0081
2020-06-12,56.4047
2020-06-13,56.4047
2020-06-14,56.4047
2020-06-15,57.7627
2020-06-16,59.7714
2020-06-17,59.728
2020-06-18,58.612
2020-06-19,57.6588
2020-06-20,57.6588
2020-06-21,57.6588
2020-06-22,57.2881
2020-06-23,56.5955
2020-06-24,53.6354
2020-06-25,55.5659
2020-06-26,54.1632
2020-06-27,54.1632
2020-06-28,54.1632
2020-06-29,55.97
2020-06-30,57.8238
2020-07-01,56.0873
2020-07-02,57.7235
2020-07-03,57.7235
2020-07-04,57.7235
2020-07-05,57.7235
2020-07-06,59.5985
2020-07-07,57.8879
2020-07-08,50.5998
2020-07-09,46.2632
2020-07-10,46.7613
2020-07-11,46.7613
2020-07-12,46.7613
2020-07-13,47.9633
2020-07-14,48.6588
2020-07-15,49.2516
2020-07-16,50.1984
2020-07-17,50.1488
2020-07-18,50.1488
2020-07-19,50.1488
2020-07-20,48.8739
2020-07-21,50.1965
2020-07-22,50.3513
2020-07-23,51.9852
2020-07-24,50.9606
2020-07-25,50.9606
2020-07-26,50.9606
2020-07-27,52.5722
2020-07-28,50.3144
2020-07-29,52.1938
2020-07-30,51.1922
2020-07-31,48.9684
2020-08-01,48.9684
2020-08-02,48.9684
2020-08-03,51.1504
2020-08-04,50.9603
2020-08-05,52.5249
2020-08-06,51.6862
2020-08-07,52.8092
2020-08-08,52.8092
2020-08-09,52.8092
2020-08-10,54.2209
2020-08-11,54.0062
2020-08-12,52.2486
2020-08-13,51.3023
2020-08-14,50.8337
2020-08-15,50.8337
2020-08-16,50.8337
2020-08-17,50.0405
2020-08-18,48.2868
2020-08-19,46.8356
2020-08-20,47.0824
2020-08-21,45.9784
2020-08-22,45.9784
2020-08-23,45.9784
2020-08-24,46.4975
2020-08-25,45.2238
2020-08-26,45.5325
2020-08-27,47.251
2020-08-28,49.8526
2020-08-29,49.8526
2020-08-30,49.8526
2020-08-31,48.6365
2020-09-01,50.7687
2020-09-02,52.3789
2020-09-03,50.4994
2020-09-04,50.8971
2020-09-05,50.8971
2020-09-06,50.8971
2020-09-07,50.8971
2020-09-08,45.8054
2020-09-09,46.5804
2020-09-10,44.489
2020-09-11,44.9361
2020-09-12,44.9361
2020-09-13,44.9361
2020-09-14,48.0363
2020-09-15,46.6401
2020-09-16,48.1154
2020-09-17,47.7699
2020-09-18,47.4495
2020-09-19,47.4495
2020-09-20,47.4495
2020-09-21,42.6282
2020-09-22,44.2461
2020-09-23,41.9611
2020-09-24,43.2602
2020-09-25,43.7128
2020-09-26,43.7128
2020-09-27,43.7128
2020-09-28,46.1987
2020-09-29,46.0035
2020-09-30,46.7023
2020-10-01,45.1075
2020-10-02,46.6446
2020-10-03,46.6446
2020-10-04,46.6446
2020-10-05,49.2689
2020-10-06,47.4501
2020-10-07,50.5423
2020-10-08,50.1954
2020-10-09,51.2663
2020-10-10,51.2663
2020-10-11,51.2663
2020-10-12,53.9155
2020-10-13,50.8837
2020-10-14,50.7841
2020-10-15,52.2033
2020-10-16,52.3648
2020-10-17,52.3648
2020-10-18,52.3648
2020-10-19,51.0273
2020-10-20,53.1878
2020-10-21,52.0455
2020-10-22,53.9924
2020-10-23,54.4862
2020-10-24,54.4862
2020-10-25,54.4862
2020-10-26,51.3243
2020-10-27,53.6845
2020-10-28,52.5471
2020-10-29,53.2625
2020-10-30,56.5004
2020-10-31,56.5004
2020-11-01,56.5004
2020-11-02,61.5404
2020-11-03,65.1516
2020-11-04,59.1782
2020-11-05,59.3904
2020-11-06,60.756
2020-11-07,60.756
2020-11-08,60.756
2020-11-09,64.8078
2020-11-10,67.5274
2020-11-11,67.6094
2020-11-12,65.3408
2020-11-13,66.9207
2020-11-14,66.9207
2020-11-15,66.9207
2020-11-16,69.5926
2020-11-17,66.3879
2020-11-18,67.2896
2020-11-19,67.6596
2020-11-20,65.1611
2020-11-21,65.1611
2020-11-22,65.1611
2020-11-23,67.1341
2020-11-24,68.3374
2020-11-25,65.2369
2020-11-26,65.2369
2020-11-27,66.5211
2020-11-28,66.5211
2020-11-29,66.5211
2020-11-30,66.2753
2020-12-01,65.2278
2020-12-02,64.3922
2020-12-03,64.4017
2020-12-04,66.53
2020-12-05,66.53
2020-12-06,66.53
2020-12-07,65.26
2020-12-08,65.8966
2020-12-09,66.8173
2020-12-10,65.4597
2020-12-11,65.6905
2020-12-12,65.6905
2020-12-13,65.6905
2020-12-14,61.6098
2020-12-15,63.7279
2020-12-16,63.7773
2020-12-17,63.8691
2020-12-18,64.3976
2020-12-19,64.3976
2020-12-20,64.3976
2020-12-21,64.9079
2020-12-22,64.324
2020-12-23,64.544
2020-12-24,64.6229
2020-12-25,64.6229
2020-12-26,64.6229
2020-12-27,64.6229
2020-12-28,64.6346
2020-12-29,61.9965
2020-12-30,61.9338
2020-12-31,61.4618
2021-01-01,61.4618
2021-01-02,61.4618
2021-01-03,61.4618
2021-01-04,56.0213
2021-01-05,56.9522
2021-01-06,58.3764
2021-01-07,60.0052
2021-01-08,59.1005
2021-01-09,59.1005
2021-01-10,59.1005
2021-01-11,58.005
2021-01-12,60.6984
2021-01-13,57.3656
2021-01-14,57.6503
2021-01-15,58.482
2021-01-16,58.482
2021-01-17,58.482
2021-01-18,58.482
2021-01-19,57.1997
2021-01-20,53.7697
2021-01-21,53.9917
2021-01-22,56.0053
2021-01-23,56.0053
2021-01-24,56.0053
2021-01-25,54.9826
2021-01-26,51.1197
2021-01-27,51.1866
2021-01-28,48.3606
2021-01-29,46.8209
2021-01-30,46.8209
2021-01-31,46.8209
2021-02-01,50.4298
2021-02-02,52.188
2021-02-03,53.8505
2021-02-04,57.5154
2021-02-05,59.0732
2021-02-06,59.0732
2021-02-07,59.0732
2021-02-08,59.9592
2021-02-09,60.1504
2021-02-10,58.1027
2021-02-11,56.2334
2021-02-12,56.676
2021-02-13,56.676
2021-02-14,56.676
2021-02-15,56.676
2021-02-16,54.5588
2021-02-17,55.3244
2021-02-18,56.8721
2021-02-19,58.3779
2021-02-20,58.3779
2021-02-21,58.3779
2021-02-22,56.2135
2021-02-23,56.901
2021-02-24,59.0118
2021-02-25,59.0396
2021-02-26,57.2096
2021-02-27,57.2096
2021-02-28,57.2096
2021-03-01,60.5333
2021-03-02,55.6673
2021-03-03,52.7647
2021-03-04,49.2581
2021-03-05,54.0332
2021-03-06,54.0332
2021-03-07,54.0332
2021-03-08,56.1371
2021-03-09,54.2817
2021-03-10,58.4504
2021-03-11,58.0375
2021-03-12,60.2636
2021-03-13,60.2636
2021-03-14,60.2636
2021-03-15,60.3477
2021-03-16,56.2957
2021-03-17,57.2
2021-03-18,55.8258
2021-03-19,55.7505
2021-03-20,55.7505
2021-03-21,55.7505
2021-03-22,54.6374
2021-03-23,51.7527
2021-03-24,53.543
2021-03-25,55.3672
2021-03-26,58.0608
2021-03-27,58.0608
2021-03-28,58.0608
2021-03-29,56.2305
2021-03-30,57.961
2021-03-31,56.2722
2021-04-01,57.5187
2021-04-02,57.5187
2021-04-03,57.5187
2021-04-04,57.5187
2021-04-05,58.025
2021-04-06,57.8664
2021-04-07,50.7131
2021-04-08,54.6099
2021-04-09,54.5833
2021-04-10,54.5833
2021-04-11,54.5833
2021-04-12,54.7101
2021-04-13,53.0251
2021-04-14,52.3906
2021-04-15,53.2956
2021-04-16,53.6375
2021-04-17,53.6375
2021-04-18,53.6375
2021-04-19,53.4874
2021-04-20,54.501
2021-04-21,55.6185
2021-04-22,53.4853
2021-04-23,55.4744
2021-04-24,55.4744
2021-04-25,55.4744
2021-04-26,56.1884
2021-04-27,57.3753
2021-04-28,56.1696
2021-04-29,56.8471
2021-04-30,54.3404
2021-05-01,54.3404
2021-05-02,54.3404
2021-05-03,56.9953
2021-05-04,57.918
2021-05-05,57.5211
2021-05-06,58.791
2021-05-07,58.6822
2021-05-08,58.6822
2021-05-09,58.6822
2021-05-10,59.1775
2021-05-11,58.6796
2021-05-12,56.3044
2021-05-13,59.9511
2021-05-14,60.4249
2021-05-15,60.4249
2021-05-16,60.4249
2021-05-17,60.019
2021-05-18,57.1803
2021-05-19,57.2917
2021-05-20,56.738
2021-05-21,57.9838
2021-05-22,57.9838
2021-05-23,57.9838
2021-05-24,57.9036
2021-05-25,56.4098
2021-05-26,57.528
2021-05-27,58.2861
2021-05-28,57.0019
2021-05-29,57.0019
2021-05-30,57.0019
2021-05-31,57.0019
2021-06-01,58.1436
2021-06-02,55.6317
2021-06-03,54.2773
2021-06-04,53.1387
2021-06-05,53.1387
2021-06-06,53.1387
2021-06-07,51.4541
2021-06-08,53.2202
2021-06-09,50.7508
2021-06-10,51.0992
2021-06-11,51.0598
2021-06-12,51.0598
2021-06-13,51.0598
2021-06-14,50.6765
2021-06-15,50.103
2021-06-16,47.9383
2021-06-17,43.6729
2021-06-18,42.969
2021-06-19,42.969
2021-06-20,42.969
2021-06-21,47.1444
2021-06-22,45.25
2021-06-23,45.8435
2021-06-24,46.0521
2021-06-25,48.7091
2021-06-26,48.7091
2021-06-27,48.7091
2021-06-28,45.6833
2021-06-29,45.6486
2021-06-30,48.6366
2021-07-01,48.6366
2021-07-02,48.6774
2021-07-03,48.6774
2021-07-04,48.6774
2021-07-05,48.6774
2021-07-06,50.8
2021-07-07,52.0695
2021-07-08,48.9536
2021-07-09,52.6419
2021-07-10,52.6419
2021-07-11,52.6419
2021-07-12,51.3906
2021-07-13,49.128
2021-07-14,49.5564
2021-07-15,48.22
2021-07-16,45.1772
2021-07-17,45.1772
2021-07-18,45.1772
2021-07-19,42.5632
2021-07-20,47.0851
2021-07-21,46.5341
2021-07-22,44.5565
2021-07-23,44.9367
2021-07-24,44.9367
2021-07-25,44.9367
2021-07-26,46.4362
2021-07-27,45.8847
2021-07-28,49.2189
2021-07-29,50.148
2021-07-30,50.2985
2021-07-31,50.2985
2021-08-01,50.2985
2021-08-02,46.6556
2021-08-03,48.656
2021-08-04,44.6734
2021-08-05,44.5314
2021-08-06,44.9537
2021-08-07,44.9537
2021-08-08,44.9537
2021-08-09,43.6601
2021-08-10,44.0606
