,PPBI US Equity
2021-06-30,46.2978
2021-07-01,47.4026
2021-07-02,45.7934
2021-07-03,45.7934
2021-07-04,45.7934
2021-07-05,45.7934
2021-07-06,42.9269
2021-07-07,41.8431
2021-07-08,39.3857
2021-07-09,43.6579
2021-07-10,43.6579
2021-07-11,43.6579
2021-07-12,44.2886
2021-07-13,41.8828
2021-07-14,41.0275
2021-07-15,42.403
2021-07-16,39.9558
2021-07-17,39.9558
2021-07-18,39.9558
2021-07-19,36.9943
2021-07-20,39.6354
2021-07-21,42.0489
2021-07-22,39.905
2021-07-23,40.2551
2021-07-24,40.2551
2021-07-25,40.2551
2021-07-26,40.9918
2021-07-27,41.3017
2021-07-28,42.9543
2021-07-29,43.0838
2021-07-30,42.2893
2021-07-31,42.2893
2021-08-01,42.2893
2021-08-02,41.6927
2021-08-03,44.1903
2021-08-04,43.9785
2021-08-05,45.131
2021-08-06,48.6687
2021-08-07,48.6687
2021-08-08,48.6687
2021-08-09,47.3452
2021-08-10,48.6133
2021-08-11,51.5808
2021-08-12,50.4296
2021-08-13,48.2265
2021-08-14,48.2265
2021-08-15,48.2265
2021-08-16,47.8313
2021-08-17,46.9879
2021-08-18,46.5632
2021-08-19,44.1333
2021-08-20,47.477
2021-08-21,47.477
2021-08-22,47.477
2021-08-23,48.8206
2021-08-24,48.8716
2021-08-25,49.8041
2021-08-26,48.3103
2021-08-27,51.8784
2021-08-28,51.8784
2021-08-29,51.8784
2021-08-30,48.6276
2021-08-31,49.5201
2021-09-01,49.0063
2021-09-02,48.6582
2021-09-03,48.48
2021-09-04,48.48
2021-09-05,48.48
2021-09-06,48.48
2021-09-07,48.2192
2021-09-08,46.8626
2021-09-09,46.165
2021-09-10,43.7922
2021-09-11,43.7922
2021-09-12,43.7922
2021-09-13,46.2299
2021-09-14,43.4389
2021-09-15,45.4082
2021-09-16,44.3823
2021-09-17,46.6443
2021-09-18,46.6443
2021-09-19,46.6443
2021-09-20,44.5305
2021-09-21,44.3651
2021-09-22,46.6498
2021-09-23,50.6295
2021-09-24,51.564
2021-09-25,51.564
2021-09-26,51.564
2021-09-27,55.1918
2021-09-28,54.0423
2021-09-29,55.1243
2021-09-30,54.5868
2021-10-01,57.9567
2021-10-02,57.9567
2021-10-03,57.9567
2021-10-04,58.2327
2021-10-05,58.2763
2021-10-06,57.9634
2021-10-07,58.7876
2021-10-08,58.2949
2021-10-09,58.2949
2021-10-10,58.2949
2021-10-11,56.4674
2021-10-12,56.4674
2021-10-13,55.2105
2021-10-14,56.9078
2021-10-15,55.5019
2021-10-16,55.5019
2021-10-17,55.5019
2021-10-18,53.4528
2021-10-19,53.2269
2021-10-20,55.8984
2021-10-21,58.0936
2021-10-22,58.9297
2021-10-23,58.9297
2021-10-24,58.9297
2021-10-25,59.4952
2021-10-26,57.9869
2021-10-27,52.3039
2021-10-28,53.5752
2021-10-29,52.9801
2021-10-30,52.9801
2021-10-31,52.9801
2021-11-01,57.1528
2021-11-02,55.5993
2021-11-03,58.348
2021-11-04,55.8594
2021-11-05,58.2974
2021-11-06,58.2974
2021-11-07,58.2974
2021-11-08,58.8956
2021-11-09,57.9089
2021-11-10,58.0263
2021-11-11,58.1229
2021-11-12,55.1365
2021-11-13,55.1365
2021-11-14,55.1365
2021-11-15,54.9439
2021-11-16,54.2256
2021-11-17,51.1147
2021-11-18,50.2413
2021-11-19,48.6116
2021-11-20,48.6116
2021-11-21,48.6116
2021-11-22,50.4263
2021-11-23,51.7484
2021-11-24,50.5703
2021-11-25,50.5703
2021-11-26,43.4365
2021-11-27,43.4365
2021-11-28,43.4365
2021-11-29,42.2047
2021-11-30,41.538
2021-12-01,40.3775
2021-12-02,44.7601
2021-12-03,42.3887
2021-12-04,42.3887
2021-12-05,42.3887
2021-12-06,46.3031
2021-12-07,44.6536
2021-12-08,44.9915
2021-12-09,43.4813
2021-12-10,43.0509
2021-12-11,43.0509
2021-12-12,43.0509
2021-12-13,41.2078
2021-12-14,41.7671
2021-12-15,41.3824
2021-12-16,42.8555
2021-12-17,42.4002
2021-12-18,42.4002
2021-12-19,42.4002
2021-12-20,40.1037
2021-12-21,43.7639
2021-12-22,45.0034
2021-12-23,45.6383
2021-12-24,45.6383
2021-12-25,45.6383
2021-12-26,45.6383
2021-12-27,47.6335
2021-12-28,49.0201
2021-12-29,49.0492
2021-12-30,49.1991
2021-12-31,49.3839
2022-01-01,49.3839
2022-01-02,49.3839
2022-01-03,50.9232
2022-01-04,54.7128
2022-01-05,55.4619
2022-01-06,59.0178
2022-01-07,60.3776
2022-01-08,60.3776
2022-01-09,60.3776
2022-01-10,60.5383
2022-01-11,58.7768
2022-01-12,57.4624
2022-01-13,58.325
2022-01-14,59.7889
2022-01-15,59.7889
2022-01-16,59.7889
2022-01-17,59.7889
2022-01-18,58.3514
2022-01-19,55.2264
2022-01-20,50.2129
2022-01-21,46.934
2022-01-22,46.934
2022-01-23,46.934
2022-01-24,48.3636
2022-01-25,46.5725
2022-01-26,44.5445
2022-01-27,40.9662
2022-01-28,41.7876
2022-01-29,41.7876
2022-01-30,41.7876
2022-01-31,43.2402
2022-02-01,45.1002
2022-02-02,43.3731
2022-02-03,43.3029
2022-02-04,45.3746
2022-02-05,45.3746
2022-02-06,45.3746
2022-02-07,46.4754
2022-02-08,48.9217
2022-02-09,48.5973
2022-02-10,47.9126
2022-02-11,47.0352
2022-02-12,47.0352
2022-02-13,47.0352
2022-02-14,45.8146
2022-02-15,49.0658
2022-02-16,49.4761
2022-02-17,45.7204
2022-02-18,46.4216
2022-02-19,46.4216
2022-02-20,46.4216
2022-02-21,46.4216
2022-02-22,46.3677
2022-02-23,43.9156
2022-02-24,42.3702
2022-02-25,47.6563
2022-02-26,47.6563
2022-02-27,47.6563
2022-02-28,47.5513
2022-03-01,42.0871
2022-03-02,46.3915
2022-03-03,45.3499
2022-03-04,41.9603
2022-03-05,41.9603
2022-03-06,41.9603
2022-03-07,39.588
2022-03-08,40.2921
2022-03-09,43.2738
2022-03-10,43.9906
2022-03-11,44.314
2022-03-12,44.314
2022-03-13,44.314
2022-03-14,46.3701
2022-03-15,45.8246
2022-03-16,47.8096
2022-03-17,46.8623
2022-03-18,47.0251
2022-03-19,47.0251
2022-03-20,47.0251
2022-03-21,45.8145
2022-03-22,46.244
2022-03-23,42.4606
2022-03-24,43.7743
2022-03-25,45.9039
2022-03-26,45.9039
2022-03-27,45.9039
2022-03-28,45.6416
2022-03-29,48.3872
2022-03-30,45.1466
2022-03-31,43.5279
2022-04-01,43.3736
2022-04-02,43.3736
2022-04-03,43.3736
2022-04-04,42.2237
2022-04-05,41.266
2022-04-06,40.4887
2022-04-07,40.098
2022-04-08,40.098
2022-04-09,40.098
2022-04-10,40.098
2022-04-11,41.277
2022-04-12,40.7321
2022-04-13,43.0
2022-04-14,42.3248
2022-04-15,42.3248
2022-04-16,42.3248
2022-04-17,42.3248
2022-04-18,41.9713
2022-04-19,46.0345
2022-04-20,47.4692
2022-04-21,46.9638
2022-04-22,44.8244
2022-04-23,44.8244
2022-04-24,44.8244
2022-04-25,44.8577
2022-04-26,39.7438
2022-04-27,38.2756
2022-04-28,40.9369
2022-04-29,37.5647
2022-04-30,37.5647
2022-05-01,37.5647
2022-05-02,38.0956
2022-05-03,39.7193
2022-05-04,43.2987
2022-05-05,41.3843
2022-05-06,42.1623
2022-05-07,42.1623
2022-05-08,42.1623
2022-05-09,41.6815
2022-05-10,40.3664
2022-05-11,39.0266
2022-05-12,39.8727
2022-05-13,41.4854
2022-05-14,41.4854
2022-05-15,41.4854
2022-05-16,39.8499
2022-05-17,44.5628
2022-05-18,42.7821
2022-05-19,40.9982
2022-05-20,41.4402
2022-05-21,41.4402
2022-05-22,41.4402
2022-05-23,43.5949
2022-05-24,42.746
2022-05-25,44.2131
2022-05-26,46.2445
2022-05-27,47.4557
2022-05-28,47.4557
2022-05-29,47.4557
2022-05-30,47.4557
2022-05-31,46.8695
2022-06-01,45.8573
2022-06-02,48.2893
2022-06-03,47.086
2022-06-04,47.086
2022-06-05,47.086
2022-06-06,47.4859
2022-06-07,48.7499
2022-06-08,45.9589
2022-06-09,43.2199
2022-06-10,41.4068
2022-06-11,41.4068
2022-06-12,41.4068
2022-06-13,38.5864
2022-06-14,38.654
2022-06-15,39.1386
2022-06-16,37.1231
2022-06-17,37.9056
2022-06-18,37.9056
2022-06-19,37.9056
2022-06-20,37.9056
2022-06-21,39.9441
2022-06-22,39.5963
2022-06-23,38.8957
2022-06-24,41.6716
2022-06-25,41.6716
2022-06-26,41.6716
2022-06-27,42.4004
2022-06-28,41.3816
2022-06-29,41.3046
2022-06-30,41.7902
2022-07-01,45.3179
2022-07-02,45.3179
2022-07-03,45.3179
2022-07-04,45.3179
2022-07-05,45.0012
2022-07-06,44.9127
2022-07-07,45.7591
2022-07-08,46.0573
2022-07-09,46.0573
2022-07-10,46.0573
2022-07-11,45.0328
2022-07-12,44.9358
2022-07-13,43.0197
2022-07-14,41.5828
2022-07-15,45.8059
2022-07-16,45.8059
2022-07-17,45.8059
2022-07-18,46.56
2022-07-19,50.6449
2022-07-20,51.8371
2022-07-21,53.5149
2022-07-22,52.8918
2022-07-23,52.8918
2022-07-24,52.8918
2022-07-25,53.7118
2022-07-26,53.596
2022-07-27,56.4457
2022-07-28,56.8814
2022-07-29,58.8481
2022-07-30,58.8481
2022-07-31,58.8481
2022-08-01,58.7615
2022-08-02,55.707
2022-08-03,58.4094
2022-08-04,57.947
2022-08-05,58.3194
2022-08-06,58.3194
2022-08-07,58.3194
2022-08-08,57.8775
2022-08-09,58.14
2022-08-10,59.8543
2022-08-11,60.7025
2022-08-12,62.724
2022-08-13,62.724
2022-08-14,62.724
2022-08-15,63.4783
2022-08-16,65.9457
2022-08-17,62.3163
2022-08-18,62.4304
2022-08-19,58.3637
2022-08-20,58.3637
2022-08-21,58.3637
2022-08-22,54.7178
2022-08-23,54.3983
2022-08-24,54.8416
2022-08-25,56.6526
2022-08-26,54.0768
2022-08-27,54.0768
2022-08-28,54.0768
2022-08-29,50.9828
2022-08-30,50.9075
2022-08-31,49.7665
2022-09-01,48.3103
2022-09-02,47.3907
2022-09-03,47.3907
2022-09-04,47.3907
2022-09-05,47.3907
2022-09-06,44.0271
2022-09-07,45.6321
2022-09-08,48.2683
2022-09-09,50.3499
2022-09-10,50.3499
2022-09-11,50.3499
2022-09-12,52.0948
2022-09-13,47.5444
2022-09-14,46.7583
2022-09-15,49.4596
2022-09-16,49.0137
2022-09-17,49.0137
2022-09-18,49.0137
2022-09-19,51.7811
2022-09-20,53.0017
2022-09-21,52.9642
2022-09-22,49.3872
2022-09-23,48.4974
2022-09-24,48.4974
2022-09-25,48.4974
2022-09-26,46.3381
2022-09-27,45.7546
2022-09-28,47.7586
2022-09-29,45.4326
2022-09-30,44.5165
2022-10-01,44.5165
2022-10-02,44.5165
2022-10-03,46.9582
2022-10-04,52.6805
2022-10-05,50.8769
2022-10-06,50.9091
2022-10-07,47.5255
2022-10-08,47.5255
2022-10-09,47.5255
2022-10-10,48.7012
2022-10-11,49.7005
2022-10-12,49.172
2022-10-13,54.322
2022-10-14,53.6026
2022-10-15,53.6026
2022-10-16,53.6026
2022-10-17,56.6829
2022-10-18,57.5128
2022-10-19,56.0438
2022-10-20,53.2306
2022-10-21,53.7867
2022-10-22,53.7867
2022-10-23,53.7867
2022-10-24,55.2354
2022-10-25,56.8584
2022-10-26,56.9697
2022-10-27,57.9242
2022-10-28,61.299
2022-10-29,61.299
2022-10-30,61.299
2022-10-31,61.299
2022-11-01,60.6886
2022-11-02,57.0082
2022-11-03,56.1094
2022-11-04,60.0214
2022-11-05,60.0214
2022-11-06,60.0214
2022-11-07,59.983
2022-11-08,57.9499
2022-11-09,55.8797
2022-11-10,59.8538
2022-11-11,59.7424
2022-11-12,59.7424
2022-11-13,59.7424
2022-11-14,59.0605
2022-11-15,59.7989
2022-11-16,56.3094
2022-11-17,53.3322
2022-11-18,55.6454
2022-11-19,55.6454
2022-11-20,55.6454
2022-11-21,55.921
2022-11-22,57.187
2022-11-23,56.1711
2022-11-24,56.1711
2022-11-25,57.8848
2022-11-26,57.8848
2022-11-27,57.8848
2022-11-28,54.742
2022-11-29,55.086
2022-11-30,57.2966
2022-12-01,55.8215
2022-12-02,55.2829
2022-12-03,55.2829
2022-12-04,55.2829
2022-12-05,50.2351
2022-12-06,49.7065
2022-12-07,49.7387
2022-12-08,49.1209
2022-12-09,48.5302
2022-12-10,48.5302
2022-12-11,48.5302
2022-12-12,48.0322
2022-12-13,47.3949
2022-12-14,42.7614
2022-12-15,42.9921
2022-12-16,39.8116
2022-12-17,39.8116
2022-12-18,39.8116
2022-12-19,40.6412
2022-12-20,41.0017
2022-12-21,43.0682
2022-12-22,40.7672
2022-12-23,40.9284
2022-12-24,40.9284
2022-12-25,40.9284
2022-12-26,40.9284
2022-12-27,40.9284
2022-12-28,39.6297
2022-12-29,42.9977
2022-12-30,42.1861
2022-12-31,42.1861
2023-01-01,42.1861
2023-01-02,42.1861
2023-01-03,41.029
2023-01-04,41.1147
2023-01-05,39.0877
2023-01-06,42.768
2023-01-07,42.768
2023-01-08,42.768
2023-01-09,42.768
2023-01-10,42.5153
2023-01-11,42.9945
2023-01-12,44.6016
2023-01-13,44.7323
2023-01-14,44.7323
2023-01-15,44.7323
2023-01-16,44.7323
2023-01-17,43.391
2023-01-18,39.9355
2023-01-19,38.644
2023-01-20,41.4239
2023-01-21,41.4239
2023-01-22,41.4239
2023-01-23,42.0032
2023-01-24,40.7524
2023-01-25,40.7524
2023-01-26,40.8973
2023-01-27,44.2359
2023-01-28,44.2359
2023-01-29,44.2359
2023-01-30,43.8748
2023-01-31,49.8844
2023-02-01,54.6591
2023-02-02,58.9836
2023-02-03,60.3514
2023-02-04,60.3514
2023-02-05,60.3514
2023-02-06,57.4952
2023-02-07,58.7572
2023-02-08,56.5569
2023-02-09,54.3765
2023-02-10,52.7021
2023-02-11,52.7021
2023-02-12,52.7021
2023-02-13,54.2523
2023-02-14,53.7061
2023-02-15,55.4092
2023-02-16,52.7796
2023-02-17,53.1945
2023-02-18,53.1945
2023-02-19,53.1945
2023-02-20,53.1945
2023-02-21,49.3635
2023-02-22,48.1358
2023-02-23,49.9652
2023-02-24,50.6323
2023-02-25,50.6323
2023-02-26,50.6323
2023-02-27,49.3392
2023-02-28,48.83
2023-03-01,48.0771
2023-03-02,46.2014
2023-03-03,48.4314
2023-03-04,48.4314
2023-03-05,48.4314
2023-03-06,45.5657
2023-03-07,42.7414
2023-03-08,43.2394
2023-03-09,37.3235
2023-03-10,36.0964
2023-03-11,36.0964
2023-03-12,36.0964
2023-03-13,31.6019
2023-03-14,31.4435
2023-03-15,30.7348
2023-03-16,34.2964
2023-03-17,32.3534
2023-03-18,32.3534
