,TTC US Equity
2020-09-01,64.1627
2020-09-02,65.1999
2020-09-03,60.4908
2020-09-04,66.0838
2020-09-05,66.0838
2020-09-06,66.0838
2020-09-07,66.0838
2020-09-08,65.6201
2020-09-09,67.4575
2020-09-10,67.6618
2020-09-11,68.3429
2020-09-12,68.3429
2020-09-13,68.3429
2020-09-14,68.8677
2020-09-15,70.8546
2020-09-16,72.2592
2020-09-17,69.1959
2020-09-18,65.6429
2020-09-19,65.6429
2020-09-20,65.6429
2020-09-21,62.309
2020-09-22,64.5113
2020-09-23,61.0262
2020-09-24,62.2854
2020-09-25,63.0263
2020-09-26,63.0263
2020-09-27,63.0263
2020-09-28,64.6588
2020-09-29,63.5671
2020-09-30,63.8493
2020-10-01,63.7035
2020-10-02,64.582
2020-10-03,64.582
2020-10-04,64.582
2020-10-05,65.6469
2020-10-06,65.5424
2020-10-07,67.0488
2020-10-08,67.8607
2020-10-09,68.7222
2020-10-10,68.7222
2020-10-11,68.7222
2020-10-12,69.0299
2020-10-13,68.0775
2020-10-14,68.74
2020-10-15,66.6095
2020-10-16,64.2123
2020-10-17,64.2123
2020-10-18,64.2123
2020-10-19,61.6212
2020-10-20,61.8039
2020-10-21,58.1834
2020-10-22,58.509
2020-10-23,59.2386
2020-10-24,59.2386
2020-10-25,59.2386
2020-10-26,54.9873
2020-10-27,53.8583
2020-10-28,52.106
2020-10-29,51.1991
2020-10-30,52.5241
2020-10-31,52.5241
2020-11-01,52.5241
2020-11-02,54.621
2020-11-03,57.6737
2020-11-04,56.4775
2020-11-05,58.9405
2020-11-06,60.9274
2020-11-07,60.9274
2020-11-08,60.9274
2020-11-09,55.1926
2020-11-10,58.0843
2020-11-11,58.496
2020-11-12,57.5293
2020-11-13,59.4478
2020-11-14,59.4478
2020-11-15,59.4478
2020-11-16,61.8169
2020-11-17,62.5194
2020-11-18,59.824
2020-11-19,60.4475
2020-11-20,62.1376
2020-11-21,62.1376
2020-11-22,62.1376
2020-11-23,63.9679
2020-11-24,65.4073
2020-11-25,61.4469
2020-11-26,61.4469
2020-11-27,62.671
2020-11-28,62.671
2020-11-29,62.671
2020-11-30,61.6696
2020-12-01,61.3928
2020-12-02,57.7929
2020-12-03,58.3577
2020-12-04,60.4273
2020-12-05,60.4273
2020-12-06,60.4273
2020-12-07,59.3724
2020-12-08,60.0479
2020-12-09,60.5719
2020-12-10,59.761
2020-12-11,61.1075
2020-12-12,61.1075
2020-12-13,61.1075
2020-12-14,61.1549
2020-12-15,62.7385
2020-12-16,61.9623
2020-12-17,63.6228
2020-12-18,65.7477
2020-12-19,65.7477
2020-12-20,65.7477
2020-12-21,64.714
2020-12-22,64.8321
2020-12-23,63.5937
2020-12-24,63.7845
2020-12-25,63.7845
2020-12-26,63.7845
2020-12-27,63.7845
2020-12-28,64.0767
2020-12-29,64.1764
2020-12-30,64.5159
2020-12-31,65.3647
2021-01-01,65.3647
2021-01-02,65.3647
2021-01-03,65.3647
2021-01-04,61.0161
2021-01-05,61.9969
2021-01-06,68.9425
2021-01-07,72.663
2021-01-08,67.7136
2021-01-09,67.7136
2021-01-10,67.7136
2021-01-11,66.3839
2021-01-12,66.5538
2021-01-13,67.2627
2021-01-14,67.3368
2021-01-15,60.7045
2021-01-16,60.7045
2021-01-17,60.7045
2021-01-18,60.7045
2021-01-19,61.9774
2021-01-20,64.715
2021-01-21,64.8257
2021-01-22,65.6313
2021-01-23,65.6313
2021-01-24,65.6313
2021-01-25,62.6185
2021-01-26,60.1308
2021-01-27,54.361
2021-01-28,54.7241
2021-01-29,51.6923
2021-01-30,51.6923
2021-01-31,51.6923
2021-02-01,53.0304
2021-02-02,54.1283
2021-02-03,54.7904
2021-02-04,54.7904
2021-02-05,57.7358
2021-02-06,57.7358
2021-02-07,57.7358
2021-02-08,60.2361
2021-02-09,60.2764
2021-02-10,60.3319
2021-02-11,60.9936
2021-02-12,62.8099
2021-02-13,62.8099
2021-02-14,62.8099
2021-02-15,62.8099
2021-02-16,61.8688
2021-02-17,57.5767
2021-02-18,56.199
2021-02-19,57.272
2021-02-20,57.272
2021-02-21,57.272
2021-02-22,58.1359
2021-02-23,60.0978
2021-02-24,60.6249
2021-02-25,59.2677
2021-02-26,58.5677
2021-02-27,58.5677
2021-02-28,58.5677
2021-03-01,61.4525
2021-03-02,58.7124
2021-03-03,56.143
2021-03-04,49.7763
2021-03-05,52.618
2021-03-06,52.618
2021-03-07,52.618
2021-03-08,51.8017
2021-03-09,51.0493
2021-03-10,56.7532
2021-03-11,54.5876
2021-03-12,56.5911
2021-03-13,56.5911
2021-03-14,56.5911
2021-03-15,59.5316
2021-03-16,58.2497
2021-03-17,58.0795
2021-03-18,59.8865
2021-03-19,56.8576
2021-03-20,56.8576
2021-03-21,56.8576
2021-03-22,56.0829
2021-03-23,53.2102
2021-03-24,54.652
2021-03-25,56.7456
2021-03-26,57.8862
2021-03-27,57.8862
2021-03-28,57.8862
2021-03-29,56.5428
2021-03-30,57.1899
2021-03-31,55.6764
2021-04-01,58.7959
2021-04-02,58.7959
2021-04-03,58.7959
2021-04-04,58.7959
2021-04-05,58.7615
2021-04-06,59.6904
2021-04-07,57.4024
2021-04-08,57.6607
2021-04-09,59.2579
2021-04-10,59.2579
2021-04-11,59.2579
2021-04-12,59.4352
2021-04-13,57.1562
2021-04-14,57.0103
2021-04-15,61.0592
2021-04-16,65.8911
2021-04-17,65.8911
2021-04-18,65.8911
2021-04-19,66.0434
2021-04-20,66.4501
2021-04-21,68.6339
2021-04-22,67.0648
2021-04-23,68.3694
2021-04-24,68.3694
2021-04-25,68.3694
2021-04-26,67.4037
2021-04-27,66.876
2021-04-28,65.1752
2021-04-29,66.9255
2021-04-30,63.4208
2021-05-01,63.4208
2021-05-02,63.4208
2021-05-03,63.8421
2021-05-04,64.7348
2021-05-05,64.9769
2021-05-06,64.243
2021-05-07,65.124
2021-05-08,65.124
2021-05-09,65.124
2021-05-10,64.0627
2021-05-11,59.4378
2021-05-12,54.0246
2021-05-13,56.9117
2021-05-14,57.4071
2021-05-15,57.4071
2021-05-16,57.4071
2021-05-17,56.0574
2021-05-18,53.323
2021-05-19,52.4608
2021-05-20,52.43
2021-05-21,53.2526
2021-05-22,53.2526
2021-05-23,53.2526
2021-05-24,52.4757
2021-05-25,53.9805
2021-05-26,53.5254
2021-05-27,53.9568
2021-05-28,54.0024
2021-05-29,54.0024
2021-05-30,54.0024
2021-05-31,54.0024
2021-06-01,55.4211
2021-06-02,51.6635
2021-06-03,46.0155
2021-06-04,44.7469
2021-06-05,44.7469
2021-06-06,44.7469
2021-06-07,44.2583
2021-06-08,47.3476
2021-06-09,46.5344
2021-06-10,46.4331
2021-06-11,45.6401
2021-06-12,45.6401
2021-06-13,45.6401
2021-06-14,45.1526
2021-06-15,45.9667
2021-06-16,43.601
2021-06-17,44.1989
2021-06-18,44.1233
2021-06-19,44.1233
2021-06-20,44.1233
2021-06-21,48.5293
2021-06-22,49.5695
2021-06-23,49.8787
2021-06-24,50.5065
2021-06-25,52.8485
2021-06-26,52.8485
2021-06-27,52.8485
2021-06-28,52.4947
2021-06-29,53.11
2021-06-30,54.201
2021-07-01,55.5061
2021-07-02,56.4766
2021-07-03,56.4766
2021-07-04,56.4766
2021-07-05,56.4766
2021-07-06,54.4163
2021-07-07,57.1445
2021-07-08,55.0229
2021-07-09,58.1739
2021-07-10,58.1739
2021-07-11,58.1739
2021-07-12,57.8451
2021-07-13,53.5769
2021-07-14,55.0562
2021-07-15,54.9022
2021-07-16,54.042
2021-07-17,54.042
2021-07-18,54.042
2021-07-19,52.1035
2021-07-20,55.3361
2021-07-21,54.2781
2021-07-22,51.641
2021-07-23,55.3982
2021-07-24,55.3982
2021-07-25,55.3982
2021-07-26,54.6417
2021-07-27,53.5168
2021-07-28,52.9438
2021-07-29,54.6609
2021-07-30,57.1484
2021-07-31,57.1484
2021-08-01,57.1484
2021-08-02,55.998
2021-08-03,58.2524
2021-08-04,56.4722
2021-08-05,56.7278
2021-08-06,57.8277
2021-08-07,57.8277
2021-08-08,57.8277
2021-08-09,57.6201
2021-08-10,57.8237
2021-08-11,57.385
2021-08-12,56.3458
2021-08-13,56.0553
2021-08-14,56.0553
2021-08-15,56.0553
2021-08-16,57.5528
2021-08-17,51.4947
2021-08-18,50.4421
2021-08-19,45.9062
2021-08-20,46.9432
2021-08-21,46.9432
2021-08-22,46.9432
2021-08-23,47.8435
2021-08-24,48.8746
2021-08-25,49.7688
2021-08-26,49.8267
2021-08-27,49.9858
2021-08-28,49.9858
2021-08-29,49.9858
2021-08-30,51.4977
2021-08-31,48.094
2021-09-01,45.4558
2021-09-02,46.3934
2021-09-03,48.1949
2021-09-04,48.1949
2021-09-05,48.1949
2021-09-06,48.1949
2021-09-07,43.2716
2021-09-08,45.3761
2021-09-09,43.7453
2021-09-10,44.2734
2021-09-11,44.2734
2021-09-12,44.2734
2021-09-13,42.7407
2021-09-14,40.3333
2021-09-15,41.4213
2021-09-16,39.8728
2021-09-17,38.0777
2021-09-18,38.0777
2021-09-19,38.0777
2021-09-20,36.2445
2021-09-21,33.1668
2021-09-22,32.701
2021-09-23,35.6824
2021-09-24,34.0742
2021-09-25,34.0742
2021-09-26,34.0742
2021-09-27,33.5863
2021-09-28,36.3282
2021-09-29,36.9955
2021-09-30,34.4418
2021-10-01,36.162
2021-10-02,36.162
2021-10-03,36.162
2021-10-04,37.7256
2021-10-05,37.944
2021-10-06,37.9037
2021-10-07,37.7932
2021-10-08,36.9431
2021-10-09,36.9431
2021-10-10,36.9431
2021-10-11,33.8446
2021-10-12,31.5094
2021-10-13,33.7246
2021-10-14,38.3248
2021-10-15,39.7006
2021-10-16,39.7006
2021-10-17,39.7006
2021-10-18,41.2556
2021-10-19,42.9719
2021-10-20,42.161
2021-10-21,45.3249
2021-10-22,44.0048
2021-10-23,44.0048
2021-10-24,44.0048
2021-10-25,46.999
2021-10-26,45.0362
2021-10-27,38.1302
2021-10-28,39.829
2021-10-29,40.3877
2021-10-30,40.3877
2021-10-31,40.3877
2021-11-01,43.8427
2021-11-02,43.2982
2021-11-03,44.767
2021-11-04,44.6326
2021-11-05,46.2679
2021-11-06,46.2679
2021-11-07,46.2679
2021-11-08,48.2678
2021-11-09,49.2604
2021-11-10,48.8296
2021-11-11,50.1031
2021-11-12,52.1909
2021-11-13,52.1909
2021-11-14,52.1909
2021-11-15,51.0692
2021-11-16,54.1149
2021-11-17,56.0392
2021-11-18,55.2404
2021-11-19,54.7663
2021-11-20,54.7663
2021-11-21,54.7663
2021-11-22,54.9589
2021-11-23,52.7781
2021-11-24,55.09
2021-11-25,55.09
2021-11-26,52.6168
2021-11-27,52.6168
2021-11-28,52.6168
2021-11-29,52.0718
2021-11-30,47.7252
2021-12-01,47.454
2021-12-02,50.3711
2021-12-03,47.5637
2021-12-04,47.5637
2021-12-05,47.5637
2021-12-06,51.1137
2021-12-07,50.9758
2021-12-08,50.537
2021-12-09,48.1773
2021-12-10,46.912
2021-12-11,46.912
2021-12-12,46.912
2021-12-13,44.8841
2021-12-14,44.8141
2021-12-15,44.2707
2021-12-16,46.5805
2021-12-17,41.5005
2021-12-18,41.5005
2021-12-19,41.5005
2021-12-20,39.0947
2021-12-21,44.8941
2021-12-22,46.2257
2021-12-23,48.0719
2021-12-24,48.0719
2021-12-25,48.0719
2021-12-26,48.0719
2021-12-27,49.2857
2021-12-28,48.562
2021-12-29,49.8554
2021-12-30,48.7287
2021-12-31,49.4088
2022-01-01,49.4088
2022-01-02,49.4088
2022-01-03,48.9416
2022-01-04,51.7999
2022-01-05,48.0159
2022-01-06,47.3919
2022-01-07,46.1378
2022-01-08,46.1378
2022-01-09,46.1378
2022-01-10,45.324
2022-01-11,50.2227
2022-01-12,48.8466
2022-01-13,48.6673
2022-01-14,48.0635
2022-01-15,48.0635
2022-01-16,48.0635
2022-01-17,48.0635
2022-01-18,48.9023
2022-01-19,48.5045
2022-01-20,42.3413
2022-01-21,41.3405
2022-01-22,41.3405
2022-01-23,41.3405
2022-01-24,41.6557
2022-01-25,42.2637
2022-01-26,41.6157
2022-01-27,42.8704
2022-01-28,46.7659
2022-01-29,46.7659
2022-01-30,46.7659
2022-01-31,46.9081
2022-02-01,47.7109
2022-02-02,47.939
2022-02-03,47.1639
2022-02-04,46.1795
2022-02-05,46.1795
2022-02-06,46.1795
2022-02-07,46.4463
2022-02-08,49.5351
2022-02-09,53.0703
2022-02-10,49.737
2022-02-11,47.4928
2022-02-12,47.4928
2022-02-13,47.4928
2022-02-14,49.7902
2022-02-15,51.3423
2022-02-16,52.1152
2022-02-17,49.9918
2022-02-18,49.7621
2022-02-19,49.7621
2022-02-20,49.7621
2022-02-21,49.7621
2022-02-22,46.1101
2022-02-23,42.6158
2022-02-24,42.5294
2022-02-25,44.2344
2022-02-26,44.2344
2022-02-27,44.2344
2022-02-28,44.0488
2022-03-01,45.0537
2022-03-02,48.8844
2022-03-03,44.0039
2022-03-04,40.7284
2022-03-05,40.7284
2022-03-06,40.7284
2022-03-07,33.7068
2022-03-08,33.7834
2022-03-09,36.5293
2022-03-10,35.2752
2022-03-11,34.0032
2022-03-12,34.0032
2022-03-13,34.0032
2022-03-14,35.2116
2022-03-15,37.9633
2022-03-16,38.6913
2022-03-17,40.3003
2022-03-18,42.9114
2022-03-19,42.9114
2022-03-20,42.9114
2022-03-21,42.3681
2022-03-22,41.7592
2022-03-23,40.9745
2022-03-24,42.3459
2022-03-25,42.2585
2022-03-26,42.2585
2022-03-27,42.2585
2022-03-28,42.0566
2022-03-29,44.452
2022-03-30,42.763
2022-03-31,41.7666
2022-04-01,43.3342
2022-04-02,43.3342
2022-04-03,43.3342
2022-04-04,45.2804
2022-04-05,44.6511
2022-04-06,40.4746
2022-04-07,42.9482
2022-04-08,44.2488
2022-04-09,44.2488
2022-04-10,44.2488
2022-04-11,44.0388
2022-04-12,45.3362
2022-04-13,43.826
2022-04-14,41.6337
2022-04-15,41.6337
2022-04-16,41.6337
2022-04-17,41.6337
2022-04-18,41.1653
2022-04-19,44.9058
2022-04-20,45.9363
2022-04-21,44.5522
2022-04-22,42.8646
2022-04-23,42.8646
2022-04-24,42.8646
2022-04-25,43.6769
2022-04-26,41.8645
2022-04-27,40.8528
2022-04-28,41.2769
2022-04-29,39.3248
2022-04-30,39.3248
2022-05-01,39.3248
2022-05-02,40.5124
2022-05-03,42.1618
2022-05-04,45.3442
2022-05-05,42.5634
2022-05-06,40.5854
2022-05-07,40.5854
2022-05-08,40.5854
2022-05-09,40.9187
2022-05-10,39.7225
2022-05-11,37.6639
2022-05-12,40.9273
2022-05-13,42.5221
2022-05-14,42.5221
2022-05-15,42.5221
2022-05-16,41.0132
2022-05-17,43.6407
2022-05-18,39.7174
2022-05-19,41.3408
2022-05-20,39.2804
2022-05-21,39.2804
2022-05-22,39.2804
2022-05-23,40.1224
2022-05-24,41.2606
2022-05-25,44.2236
2022-05-26,46.7102
2022-05-27,48.9264
2022-05-28,48.9264
2022-05-29,48.9264
2022-05-30,48.9264
2022-05-31,48.7228
2022-06-01,46.9396
2022-06-02,52.2975
2022-06-03,53.2844
2022-06-04,53.2844
2022-06-05,53.2844
2022-06-06,54.0494
2022-06-07,54.2817
2022-06-08,48.9976
2022-06-09,48.7144
2022-06-10,46.854
2022-06-11,46.854
2022-06-12,46.854
2022-06-13,44.7048
2022-06-14,44.1756
2022-06-15,45.663
2022-06-16,41.1642
2022-06-17,41.3625
2022-06-18,41.3625
2022-06-19,41.3625
2022-06-20,41.3625
2022-06-21,40.3088
2022-06-22,42.2651
2022-06-23,42.6566
2022-06-24,47.0856
2022-06-25,47.0856
2022-06-26,47.0856
2022-06-27,46.6013
2022-06-28,44.8006
2022-06-29,44.0345
2022-06-30,43.6794
2022-07-01,45.2378
2022-07-02,45.2378
2022-07-03,45.2378
2022-07-04,45.2378
2022-07-05,47.7027
2022-07-06,47.633
2022-07-07,49.3548
2022-07-08,46.9984
2022-07-09,46.9984
2022-07-10,46.9984
2022-07-11,46.2523
2022-07-12,46.2659
2022-07-13,49.0612
2022-07-14,48.9233
2022-07-15,48.9503
2022-07-16,48.9503
2022-07-17,48.9503
2022-07-18,47.5089
2022-07-19,52.6892
2022-07-20,54.4267
2022-07-21,55.4379
2022-07-22,54.7879
2022-07-23,54.7879
2022-07-24,54.7879
2022-07-25,53.6422
2022-07-26,53.5278
2022-07-27,54.3953
2022-07-28,55.5037
2022-07-29,56.6904
2022-07-30,56.6904
2022-07-31,56.6904
2022-08-01,57.4528
2022-08-02,55.9488
2022-08-03,56.6928
2022-08-04,57.2748
2022-08-05,58.0109
2022-08-06,58.0109
2022-08-07,58.0109
2022-08-08,58.6588
2022-08-09,55.3501
2022-08-10,57.8483
2022-08-11,59.3404
2022-08-12,61.4085
2022-08-13,61.4085
2022-08-14,61.4085
2022-08-15,62.2472
2022-08-16,61.5553
2022-08-17,59.8526
2022-08-18,60.0835
2022-08-19,57.7858
2022-08-20,57.7858
2022-08-21,57.7858
2022-08-22,54.3651
2022-08-23,53.9561
2022-08-24,54.1843
2022-08-25,54.8924
2022-08-26,49.7465
2022-08-27,49.7465
2022-08-28,49.7465
2022-08-29,49.1006
2022-08-30,48.8109
2022-08-31,47.4246
2022-09-01,48.5703
2022-09-02,47.1082
2022-09-03,47.1082
2022-09-04,47.1082
2022-09-05,47.1082
2022-09-06,50.9957
2022-09-07,54.3385
2022-09-08,55.1
2022-09-09,57.4715
2022-09-10,57.4715
2022-09-11,57.4715
2022-09-12,59.5125
2022-09-13,56.0625
2022-09-14,56.5907
2022-09-15,57.1615
2022-09-16,54.8248
2022-09-17,54.8248
2022-09-18,54.8248
2022-09-19,57.2603
2022-09-20,56.059
2022-09-21,55.1733
2022-09-22,52.428
2022-09-23,49.8473
2022-09-24,49.8473
2022-09-25,49.8473
2022-09-26,50.4992
2022-09-27,49.6098
2022-09-28,52.5628
2022-09-29,50.9506
2022-09-30,50.4124
2022-10-01,50.4124
2022-10-02,50.4124
2022-10-03,53.397
2022-10-04,57.976
2022-10-05,59.4219
2022-10-06,60.7118
2022-10-07,60.0316
2022-10-08,60.0316
2022-10-09,60.0316
2022-10-10,60.5447
2022-10-11,61.7375
2022-10-12,59.2331
2022-10-13,60.7776
2022-10-14,57.4108
2022-10-15,57.4108
2022-10-16,57.4108
2022-10-17,58.5689
2022-10-18,60.0307
2022-10-19,58.712
2022-10-20,55.1998
2022-10-21,59.1085
2022-10-22,59.1085
2022-10-23,59.1085
2022-10-24,61.3183
2022-10-25,63.1346
2022-10-26,63.8711
2022-10-27,66.4081
2022-10-28,68.5608
2022-10-29,68.5608
2022-10-30,68.5608
2022-10-31,66.3383
2022-11-01,65.8527
2022-11-02,61.7506
2022-11-03,63.3317
2022-11-04,63.8162
2022-11-05,63.8162
2022-11-06,63.8162
2022-11-07,66.3804
2022-11-08,67.3148
2022-11-09,67.0505
2022-11-10,69.6599
2022-11-11,67.6434
2022-11-12,67.6434
2022-11-13,67.6434
2022-11-14,65.808
2022-11-15,66.9413
2022-11-16,66.5431
2022-11-17,66.1362
2022-11-18,66.503
2022-11-19,66.503
2022-11-20,66.503
2022-11-21,66.8904
2022-11-22,66.1661
2022-11-23,66.1925
2022-11-24,66.1925
2022-11-25,65.8556
2022-11-26,65.8556
2022-11-27,65.8556
2022-11-28,62.3317
2022-11-29,62.7061
2022-11-30,63.9582
2022-12-01,64.1177
2022-12-02,65.0283
2022-12-03,65.0283
2022-12-04,65.0283
2022-12-05,61.3135
2022-12-06,61.0045
2022-12-07,61.4622
2022-12-08,62.2338
2022-12-09,60.9709
2022-12-10,60.9709
2022-12-11,60.9709
2022-12-12,62.4338
2022-12-13,63.1812
2022-12-14,64.9878
2022-12-15,61.145
2022-12-16,61.4511
2022-12-17,61.4511
2022-12-18,61.4511
2022-12-19,59.546
2022-12-20,60.8146
2022-12-21,61.799
2022-12-22,58.7114
2022-12-23,60.8635
2022-12-24,60.8635
2022-12-25,60.8635
2022-12-26,60.8635
2022-12-27,63.1197
2022-12-28,60.4048
2022-12-29,60.5287
2022-12-30,60.4221
2022-12-31,60.4221
2023-01-01,60.4221
2023-01-02,60.4221
2023-01-03,60.4037
2023-01-04,60.4782
2023-01-05,58.7999
2023-01-06,59.4221
2023-01-07,59.4221
2023-01-08,59.4221
2023-01-09,61.5922
2023-01-10,62.5192
2023-01-11,62.3962
2023-01-12,62.8748
2023-01-13,63.5936
2023-01-14,63.5936
2023-01-15,63.5936
2023-01-16,63.5936
2023-01-17,58.8953
2023-01-18,57.0885
2023-01-19,51.2411
2023-01-20,51.0491
2023-01-21,51.0491
2023-01-22,51.0491
2023-01-23,49.7943
2023-01-24,52.9968
2023-01-25,51.1867
2023-01-26,51.825
2023-01-27,51.3127
2023-01-28,51.3127
2023-01-29,51.3127
2023-01-30,49.5001
2023-01-31,53.8318
2023-02-01,54.8991
2023-02-02,57.4052
2023-02-03,56.6048
2023-02-04,56.6048
2023-02-05,56.6048
2023-02-06,52.8899
2023-02-07,52.1159
2023-02-08,50.5388
2023-02-09,49.2267
2023-02-10,52.1835
2023-02-11,52.1835
2023-02-12,52.1835
2023-02-13,53.9084
2023-02-14,53.3419
2023-02-15,54.8832
2023-02-16,56.0572
2023-02-17,56.9466
2023-02-18,56.9466
2023-02-19,56.9466
2023-02-20,56.9466
2023-02-21,51.4759
2023-02-22,52.059
2023-02-23,51.8703
2023-02-24,51.088
2023-02-25,51.088
2023-02-26,51.088
2023-02-27,50.6046
2023-02-28,50.1464
2023-03-01,50.6417
2023-03-02,52.3555
2023-03-03,55.4634
2023-03-04,55.4634
2023-03-05,55.4634
2023-03-06,53.499
2023-03-07,54.2392
2023-03-08,54.3159
2023-03-09,58.1633
2023-03-10,47.7673
2023-03-11,47.7673
2023-03-12,47.7673
2023-03-13,47.2134
2023-03-14,49.5476
2023-03-15,44.9756
2023-03-16,46.3415
2023-03-17,44.1789
2023-03-18,44.1789
2023-03-19,44.1789
