,UCBI US Equity
2020-10-12,55.9895
2020-10-13,53.8774
2020-10-14,52.4303
2020-10-15,54.3126
2020-10-16,54.1066
2020-10-17,54.1066
2020-10-18,54.1066
2020-10-19,54.9897
2020-10-20,57.2048
2020-10-21,57.9458
2020-10-22,64.0007
2020-10-23,63.2757
2020-10-24,63.2757
2020-10-25,63.2757
2020-10-26,62.2103
2020-10-27,59.3536
2020-10-28,57.7596
2020-10-29,59.3873
2020-10-30,60.1101
2020-10-31,60.1101
2020-11-01,60.1101
2020-11-02,61.646
2020-11-03,63.6275
2020-11-04,58.0959
2020-11-05,61.762
2020-11-06,60.0311
2020-11-07,60.0311
2020-11-08,60.0311
2020-11-09,68.6621
2020-11-10,69.3429
2020-11-11,64.1288
2020-11-12,61.3731
2020-11-13,63.0171
2020-11-14,63.0171
2020-11-15,63.0171
2020-11-16,66.2983
2020-11-17,66.3965
2020-11-18,63.5237
2020-11-19,63.1094
2020-11-20,62.2692
2020-11-21,62.2692
2020-11-22,62.2692
2020-11-23,63.1797
2020-11-24,66.163
2020-11-25,63.2011
2020-11-26,63.2011
2020-11-27,61.5565
2020-11-28,61.5565
2020-11-29,61.5565
2020-11-30,56.7995
2020-12-01,58.9334
2020-12-02,60.2071
2020-12-03,60.4298
2020-12-04,62.3068
2020-12-05,62.3068
2020-12-06,62.3068
2020-12-07,62.3926
2020-12-08,62.6238
2020-12-09,63.1921
2020-12-10,63.4401
2020-12-11,63.8751
2020-12-12,63.8751
2020-12-13,63.8751
2020-12-14,65.1918
2020-12-15,66.0094
2020-12-16,66.3191
2020-12-17,66.0301
2020-12-18,66.2988
2020-12-19,66.2988
2020-12-20,66.2988
2020-12-21,66.4183
2020-12-22,65.3164
2020-12-23,66.6838
2020-12-24,67.4795
2020-12-25,67.4795
2020-12-26,67.4795
2020-12-27,67.4795
2020-12-28,67.6008
2020-12-29,63.5316
2020-12-30,64.4127
2020-12-31,64.8913
2021-01-01,64.8913
2021-01-02,64.8913
2021-01-03,64.8913
2021-01-04,63.5167
2021-01-05,64.1342
2021-01-06,69.9268
2021-01-07,70.6562
2021-01-08,69.7808
2021-01-09,69.7808
2021-01-10,69.7808
2021-01-11,70.719
2021-01-12,72.3936
2021-01-13,68.6203
2021-01-14,69.6358
2021-01-15,67.5587
2021-01-16,67.5587
2021-01-17,67.5587
2021-01-18,67.5587
2021-01-19,67.8672
2021-01-20,67.2061
2021-01-21,61.6996
2021-01-22,65.2183
2021-01-23,65.2183
2021-01-24,65.2183
2021-01-25,64.1473
2021-01-26,63.4016
2021-01-27,60.6853
2021-01-28,61.7481
2021-01-29,57.0038
2021-01-30,57.0038
2021-01-31,57.0038
2021-02-01,58.0703
2021-02-02,58.8619
2021-02-03,59.3384
2021-02-04,62.5541
2021-02-05,60.7435
2021-02-06,60.7435
2021-02-07,60.7435
2021-02-08,62.3045
2021-02-09,62.5415
2021-02-10,62.4603
2021-02-11,61.7547
2021-02-12,62.145
2021-02-13,62.145
2021-02-14,62.145
2021-02-15,62.145
2021-02-16,63.3822
2021-02-17,62.8949
2021-02-18,61.2993
2021-02-19,63.3309
2021-02-20,63.3309
2021-02-21,63.3309
2021-02-22,65.1251
2021-02-23,66.1253
2021-02-24,67.656
2021-02-25,64.1641
2021-02-26,60.1303
2021-02-27,60.1303
2021-02-28,60.1303
2021-03-01,62.6347
2021-03-02,60.9486
2021-03-03,62.2445
2021-03-04,60.6534
2021-03-05,62.9629
2021-03-06,62.9629
2021-03-07,62.9629
2021-03-08,64.7556
2021-03-09,63.5231
2021-03-10,64.6676
2021-03-11,64.7349
2021-03-12,66.7141
2021-03-13,66.7141
2021-03-14,66.7141
2021-03-15,63.6354
2021-03-16,62.5211
2021-03-17,62.0793
2021-03-18,62.3296
2021-03-19,63.3556
2021-03-20,63.3556
2021-03-21,63.3556
2021-03-22,57.8677
2021-03-23,53.4272
2021-03-24,52.9022
2021-03-25,55.7419
2021-03-26,58.7241
2021-03-27,58.7241
2021-03-28,58.7241
2021-03-29,54.5329
2021-03-30,55.7733
2021-03-31,54.9193
2021-04-01,55.2083
2021-04-02,55.2083
2021-04-03,55.2083
2021-04-04,55.2083
2021-04-05,55.1086
2021-04-06,53.8348
2021-04-07,53.1988
2021-04-08,52.825
2021-04-09,54.3629
2021-04-10,54.3629
2021-04-11,54.3629
2021-04-12,55.3086
2021-04-13,51.1933
2021-04-14,53.4905
2021-04-15,52.2999
2021-04-16,53.1096
2021-04-17,53.1096
2021-04-18,53.1096
2021-04-19,52.9032
2021-04-20,47.2647
2021-04-21,48.3524
2021-04-22,47.2262
2021-04-23,51.6978
2021-04-24,51.6978
2021-04-25,51.6978
2021-04-26,51.1451
2021-04-27,51.3246
2021-04-28,51.9033
2021-04-29,51.4371
2021-04-30,49.4044
2021-05-01,49.4044
2021-05-02,49.4044
2021-05-03,51.3916
2021-05-04,52.451
2021-05-05,53.8586
2021-05-06,55.5739
2021-05-07,55.6034
2021-05-08,55.6034
2021-05-09,55.6034
2021-05-10,54.337
2021-05-11,52.3421
2021-05-12,49.1197
2021-05-13,54.6525
2021-05-14,56.5331
2021-05-15,56.5331
2021-05-16,56.5331
2021-05-17,55.9502
2021-05-18,52.5537
2021-05-19,53.4895
2021-05-20,54.1136
2021-05-21,55.0774
2021-05-22,55.0774
2021-05-23,55.0774
2021-05-24,52.8483
2021-05-25,48.9369
2021-05-26,50.762
2021-05-27,53.1476
2021-05-28,52.9895
2021-05-29,52.9895
2021-05-30,52.9895
2021-05-31,52.9895
2021-06-01,53.391
2021-06-02,51.7576
2021-06-03,52.1813
2021-06-04,53.0049
2021-06-05,53.0049
2021-06-06,53.0049
2021-06-07,52.4169
2021-06-08,53.2376
2021-06-09,51.6772
2021-06-10,49.4616
2021-06-11,50.209
2021-06-12,50.209
2021-06-13,50.209
2021-06-14,48.6112
2021-06-15,50.2828
2021-06-16,52.3537
2021-06-17,47.2327
2021-06-18,43.954
2021-06-19,43.954
2021-06-20,43.954
2021-06-21,47.6785
2021-06-22,47.7415
2021-06-23,47.3579
2021-06-24,48.3163
2021-06-25,46.7968
2021-06-26,46.7968
2021-06-27,46.7968
2021-06-28,44.9541
2021-06-29,43.9593
2021-06-30,46.0416
2021-07-01,47.3116
2021-07-02,45.6011
2021-07-03,45.6011
2021-07-04,45.6011
2021-07-05,45.6011
2021-07-06,42.9518
2021-07-07,42.4363
2021-07-08,41.6204
2021-07-09,45.7562
2021-07-10,45.7562
2021-07-11,45.7562
2021-07-12,47.4961
2021-07-13,44.7008
2021-07-14,43.6963
2021-07-15,44.0129
2021-07-16,41.6956
2021-07-17,41.6956
2021-07-18,41.6956
2021-07-19,38.5915
2021-07-20,39.5447
2021-07-21,39.1338
2021-07-22,37.4526
2021-07-23,39.8617
2021-07-24,39.8617
2021-07-25,39.8617
2021-07-26,40.5648
2021-07-27,40.6026
2021-07-28,41.2597
2021-07-29,41.5744
2021-07-30,40.6728
2021-07-31,40.6728
2021-08-01,40.6728
2021-08-02,40.3055
2021-08-03,42.0949
2021-08-04,40.7433
2021-08-05,43.1253
2021-08-06,47.5269
2021-08-07,47.5269
2021-08-08,47.5269
2021-08-09,47.5269
2021-08-10,48.618
2021-08-11,50.362
2021-08-12,50.1107
2021-08-13,49.9633
2021-08-14,49.9633
2021-08-15,49.9633
2021-08-16,48.8484
2021-08-17,47.8181
2021-08-18,45.9905
2021-08-19,43.8164
2021-08-20,45.684
2021-08-21,45.684
2021-08-22,45.684
2021-08-23,47.2168
2021-08-24,46.6081
2021-08-25,46.6081
2021-08-26,45.4643
2021-08-27,49.5158
2021-08-28,49.5158
2021-08-29,49.5158
2021-08-30,47.2553
2021-08-31,47.6605
2021-09-01,47.2474
2021-09-02,46.9034
2021-09-03,47.2127
2021-09-04,47.2127
2021-09-05,47.2127
2021-09-06,47.2127
2021-09-07,47.0103
2021-09-08,45.517
2021-09-09,44.5671
2021-09-10,41.7855
2021-09-11,41.7855
2021-09-12,41.7855
2021-09-13,43.6061
2021-09-14,41.7322
2021-09-15,45.083
2021-09-16,44.1818
2021-09-17,45.3127
2021-09-18,45.3127
2021-09-19,45.3127
2021-09-20,42.8081
2021-09-21,41.8789
2021-09-22,45.4147
2021-09-23,49.9889
2021-09-24,52.1577
2021-09-25,52.1577
2021-09-26,52.1577
2021-09-27,55.6807
2021-09-28,57.198
2021-09-29,59.4297
2021-09-30,59.8157
2021-10-01,61.054
2021-10-02,61.054
2021-10-03,61.054
2021-10-04,61.8362
2021-10-05,59.7223
2021-10-06,59.2215
2021-10-07,61.3837
2021-10-08,62.0579
2021-10-09,62.0579
2021-10-10,62.0579
2021-10-11,59.8491
2021-10-12,60.223
2021-10-13,58.6686
2021-10-14,61.5611
2021-10-15,60.757
2021-10-16,60.757
2021-10-17,60.757
2021-10-18,60.6606
2021-10-19,61.0443
2021-10-20,63.7851
2021-10-21,65.3541
2021-10-22,65.9535
2021-10-23,65.9535
2021-10-24,65.9535
2021-10-25,66.3911
2021-10-26,65.8983
2021-10-27,60.3389
2021-10-28,61.2164
2021-10-29,60.3774
2021-10-30,60.3774
2021-10-31,60.3774
2021-11-01,63.058
2021-11-02,61.9125
2021-11-03,64.8425
2021-11-04,64.0924
2021-11-05,65.1219
2021-11-06,65.1219
2021-11-07,65.1219
2021-11-08,63.7924
2021-11-09,61.0167
2021-11-10,61.9346
2021-11-11,63.0738
2021-11-12,61.325
2021-11-13,61.325
2021-11-14,61.325
2021-11-15,60.5803
2021-11-16,59.8783
2021-11-17,57.9913
2021-11-18,59.2837
2021-11-19,59.734
2021-11-20,59.734
2021-11-21,59.734
2021-11-22,61.9126
2021-11-23,62.8093
2021-11-24,61.5774
2021-11-25,61.5774
2021-11-26,51.8371
2021-11-27,51.8371
2021-11-28,51.8371
2021-11-29,52.5659
2021-11-30,50.3586
2021-12-01,49.2507
2021-12-02,53.4182
2021-12-03,51.2784
2021-12-04,51.2784
2021-12-05,51.2784
2021-12-06,54.6353
2021-12-07,52.4304
2021-12-08,52.2088
2021-12-09,50.3022
2021-12-10,50.3743
2021-12-11,50.3743
2021-12-12,50.3743
2021-12-13,48.3427
2021-12-14,50.2444
2021-12-15,48.1586
2021-12-16,50.817
2021-12-17,48.3906
2021-12-18,48.3906
2021-12-19,48.3906
2021-12-20,46.9782
2021-12-21,48.6398
2021-12-22,49.4411
2021-12-23,51.23
2021-12-24,51.23
2021-12-25,51.23
2021-12-26,51.23
2021-12-27,52.6512
2021-12-28,55.8032
2021-12-29,57.4059
2021-12-30,54.4755
2021-12-31,55.7664
2022-01-01,55.7664
2022-01-02,55.7664
2022-01-03,56.4357
2022-01-04,59.3297
2022-01-05,57.55
2022-01-06,61.3117
2022-01-07,62.0276
2022-01-08,62.0276
2022-01-09,62.0276
2022-01-10,62.3753
2022-01-11,61.4604
2022-01-12,61.2914
2022-01-13,62.4405
2022-01-14,63.4074
2022-01-15,63.4074
2022-01-16,63.4074
2022-01-17,63.4074
2022-01-18,60.7824
2022-01-19,53.794
2022-01-20,51.0579
2022-01-21,48.8632
2022-01-22,48.8632
2022-01-23,48.8632
2022-01-24,50.5592
2022-01-25,50.7781
2022-01-26,51.7876
2022-01-27,48.5674
2022-01-28,48.3188
2022-01-29,48.3188
2022-01-30,48.3188
2022-01-31,49.6196
2022-02-01,50.802
2022-02-02,51.3272
2022-02-03,50.1841
2022-02-04,51.9616
2022-02-05,51.9616
2022-02-06,51.9616
2022-02-07,54.4968
2022-02-08,57.047
2022-02-09,54.574
2022-02-10,53.1372
2022-02-11,51.5616
2022-02-12,51.5616
2022-02-13,51.5616
2022-02-14,51.0848
2022-02-15,54.2139
2022-02-16,56.6522
2022-02-17,54.7708
2022-02-18,56.025
2022-02-19,56.025
2022-02-20,56.025
2022-02-21,56.025
2022-02-22,54.7751
2022-02-23,52.7574
2022-02-24,50.7245
2022-02-25,56.039
2022-02-26,56.039
2022-02-27,56.039
2022-02-28,57.3259
2022-03-01,52.0318
2022-03-02,54.6616
2022-03-03,54.9372
2022-03-04,51.0281
2022-03-05,51.0281
2022-03-06,51.0281
2022-03-07,47.384
2022-03-08,48.5249
2022-03-09,50.4308
2022-03-10,51.7652
2022-03-11,53.6993
2022-03-12,53.6993
2022-03-13,53.6993
2022-03-14,54.1892
2022-03-15,52.802
2022-03-16,54.9637
2022-03-17,53.3652
2022-03-18,50.7819
2022-03-19,50.7819
2022-03-20,50.7819
2022-03-21,50.0011
2022-03-22,50.89
2022-03-23,46.3914
2022-03-24,46.7274
2022-03-25,49.3021
2022-03-26,49.3021
2022-03-27,49.3021
2022-03-28,48.4263
2022-03-29,50.7678
2022-03-30,48.0981
2022-03-31,46.2359
2022-04-01,44.6788
2022-04-02,44.6788
2022-04-03,44.6788
2022-04-04,43.8802
2022-04-05,42.4234
2022-04-06,40.6
2022-04-07,39.265
2022-04-08,38.7379
2022-04-09,38.7379
2022-04-10,38.7379
2022-04-11,39.0309
2022-04-12,38.6064
2022-04-13,39.8916
2022-04-14,38.5726
2022-04-15,38.5726
2022-04-16,38.5726
2022-04-17,38.5726
2022-04-18,39.4017
2022-04-19,42.257
2022-04-20,42.4878
2022-04-21,41.3874
2022-04-22,41.3874
2022-04-23,41.3874
2022-04-24,41.3874
2022-04-25,41.2097
2022-04-26,39.7715
2022-04-27,39.4219
2022-04-28,39.5005
2022-04-29,37.3692
2022-04-30,37.3692
2022-05-01,37.3692
2022-05-02,38.4206
2022-05-03,39.0314
2022-05-04,43.4422
2022-05-05,40.7911
2022-05-06,39.2879
2022-05-07,39.2879
2022-05-08,39.2879
2022-05-09,39.8232
2022-05-10,38.8118
2022-05-11,38.0373
2022-05-12,39.3696
2022-05-13,39.2638
2022-05-14,39.2638
2022-05-15,39.2638
2022-05-16,38.5138
2022-05-17,42.0703
2022-05-18,40.7258
2022-05-19,40.0093
2022-05-20,40.7967
2022-05-21,40.7967
2022-05-22,40.7967
2022-05-23,43.6555
2022-05-24,42.8417
2022-05-25,43.9624
2022-05-26,46.4823
2022-05-27,48.8961
2022-05-28,48.8961
2022-05-29,48.8961
2022-05-30,48.8961
2022-05-31,47.3561
2022-06-01,46.6621
2022-06-02,49.2977
2022-06-03,48.1358
2022-06-04,48.1358
2022-06-05,48.1358
2022-06-06,48.5783
2022-06-07,49.9765
2022-06-08,46.855
2022-06-09,43.3391
2022-06-10,41.7061
2022-06-11,41.7061
2022-06-12,41.7061
2022-06-13,39.3895
2022-06-14,40.4319
2022-06-15,41.4339
2022-06-16,38.7882
2022-06-17,42.581
2022-06-18,42.581
2022-06-19,42.581
2022-06-20,42.581
2022-06-21,46.6302
2022-06-22,45.654
2022-06-23,45.2505
2022-06-24,48.3855
2022-06-25,48.3855
2022-06-26,48.3855
2022-06-27,48.777
2022-06-28,46.906
2022-06-29,47.0782
2022-06-30,47.3606
2022-07-01,50.0824
2022-07-02,50.0824
2022-07-03,50.0824
2022-07-04,50.0824
2022-07-05,50.2843
2022-07-06,49.321
2022-07-07,50.0633
2022-07-08,49.7046
2022-07-09,49.7046
2022-07-10,49.7046
2022-07-11,49.4481
2022-07-12,50.2076
2022-07-13,48.1856
2022-07-14,46.5689
2022-07-15,50.8874
2022-07-16,50.8874
2022-07-17,50.8874
2022-07-18,50.8874
2022-07-19,54.8916
2022-07-20,54.6552
2022-07-21,53.9344
2022-07-22,54.0736
2022-07-23,54.0736
2022-07-24,54.0736
2022-07-25,55.0918
2022-07-26,54.8316
2022-07-27,57.0687
2022-07-28,58.6255
2022-07-29,60.4259
2022-07-30,60.4259
2022-07-31,60.4259
2022-08-01,60.283
2022-08-02,59.4592
2022-08-03,60.7644
2022-08-04,59.5739
2022-08-05,60.377
2022-08-06,60.377
2022-08-07,60.377
2022-08-08,60.2737
2022-08-09,61.2669
2022-08-10,61.8119
2022-08-11,63.5682
2022-08-12,65.1631
2022-08-13,65.1631
2022-08-14,65.1631
2022-08-15,65.771
2022-08-16,67.6127
2022-08-17,65.4725
2022-08-18,65.5335
2022-08-19,65.0578
2022-08-20,65.0578
2022-08-21,65.0578
2022-08-22,57.4545
2022-08-23,56.5812
2022-08-24,56.7324
2022-08-25,58.4174
2022-08-26,54.9723
2022-08-27,54.9723
2022-08-28,54.9723
2022-08-29,51.9822
2022-08-30,51.6738
2022-08-31,51.4933
2022-09-01,47.5008
2022-09-02,46.3417
2022-09-03,46.3417
2022-09-04,46.3417
2022-09-05,46.3417
2022-09-06,43.1843
2022-09-07,45.0293
2022-09-08,47.9162
2022-09-09,50.3676
2022-09-10,50.3676
2022-09-11,50.3676
2022-09-12,53.7106
2022-09-13,50.2855
2022-09-14,49.6413
2022-09-15,51.7837
2022-09-16,52.9817
2022-09-17,52.9817
2022-09-18,52.9817
2022-09-19,54.5397
2022-09-20,55.0648
2022-09-21,53.9054
2022-09-22,52.5075
2022-09-23,49.3014
2022-09-24,49.3014
2022-09-25,49.3014
2022-09-26,50.1283
2022-09-27,48.2295
2022-09-28,52.3102
2022-09-29,50.6131
2022-09-30,50.23
2022-10-01,50.23
2022-10-02,50.23
2022-10-03,51.7782
2022-10-04,56.9181
2022-10-05,57.6251
2022-10-06,57.9664
2022-10-07,55.5674
2022-10-08,55.5674
2022-10-09,55.5674
2022-10-10,55.6673
2022-10-11,57.1939
2022-10-12,55.9801
2022-10-13,60.4181
2022-10-14,58.7055
2022-10-15,58.7055
2022-10-16,58.7055
2022-10-17,60.4453
2022-10-18,60.8436
2022-10-19,59.1709
2022-10-20,53.7046
2022-10-21,57.1102
2022-10-22,57.1102
2022-10-23,57.1102
2022-10-24,59.0148
2022-10-25,60.7398
2022-10-26,60.4209
2022-10-27,60.4209
2022-10-28,63.4024
2022-10-29,63.4024
2022-10-30,63.4024
2022-10-31,62.9793
2022-11-01,63.1573
2022-11-02,61.3268
2022-11-03,59.9153
2022-11-04,62.3595
2022-11-05,62.3595
2022-11-06,62.3595
2022-11-07,60.5351
2022-11-08,58.7971
2022-11-09,57.4166
2022-11-10,60.0427
2022-11-11,57.1874
2022-11-12,57.1874
2022-11-13,57.1874
2022-11-14,56.0388
2022-11-15,56.8164
2022-11-16,54.2943
2022-11-17,53.9938
2022-11-18,56.3081
2022-11-19,56.3081
2022-11-20,56.3081
2022-11-21,58.0769
2022-11-22,60.503
2022-11-23,60.2162
2022-11-24,60.2162
2022-11-25,60.2997
2022-11-26,60.2997
2022-11-27,60.2997
2022-11-28,57.0024
2022-11-29,57.1841
2022-11-30,58.9195
2022-12-01,57.7096
2022-12-02,57.0824
2022-12-03,57.0824
2022-12-04,57.0824
2022-12-05,47.9228
2022-12-06,47.6437
2022-12-07,48.0264
2022-12-08,48.2753
2022-12-09,46.2772
2022-12-10,46.2772
2022-12-11,46.2772
2022-12-12,46.3149
2022-12-13,43.0071
2022-12-14,40.4797
2022-12-15,38.9116
2022-12-16,37.4123
2022-12-17,37.4123
2022-12-18,37.4123
2022-12-19,40.5834
2022-12-20,40.2628
2022-12-21,42.5324
2022-12-22,42.3316
2022-12-23,43.2034
2022-12-24,43.2034
2022-12-25,43.2034
2022-12-26,43.2034
2022-12-27,44.6973
2022-12-28,43.8495
2022-12-29,45.1255
2022-12-30,44.6337
2022-12-31,44.6337
2023-01-01,44.6337
2023-01-02,44.6337
2023-01-03,44.3007
2023-01-04,44.4294
2023-01-05,43.1908
2023-01-06,45.8788
2023-01-07,45.8788
2023-01-08,45.8788
2023-01-09,45.1306
2023-01-10,47.3309
2023-01-11,48.158
2023-01-12,49.3109
2023-01-13,50.6095
2023-01-14,50.6095
2023-01-15,50.6095
2023-01-16,50.6095
2023-01-17,49.5427
2023-01-18,40.0666
2023-01-19,37.4151
2023-01-20,41.0511
2023-01-21,41.0511
2023-01-22,41.0511
2023-01-23,41.5529
2023-01-24,40.7524
2023-01-25,40.9148
2023-01-26,40.5411
2023-01-27,41.6854
2023-01-28,41.6854
2023-01-29,41.6854
2023-01-30,40.4911
2023-01-31,44.5962
2023-02-01,45.183
2023-02-02,49.4646
2023-02-03,50.3975
2023-02-04,50.3975
2023-02-05,50.3975
2023-02-06,47.6986
2023-02-07,49.1768
2023-02-08,47.5867
2023-02-09,45.5855
2023-02-10,45.1799
2023-02-11,45.1799
2023-02-12,45.1799
2023-02-13,46.6529
2023-02-14,45.7401
2023-02-15,48.7765
2023-02-16,47.666
2023-02-17,48.5112
2023-02-18,48.5112
2023-02-19,48.5112
2023-02-20,48.5112
2023-02-21,46.2278
2023-02-22,45.769
2023-02-23,47.7243
2023-02-24,48.7365
2023-02-25,48.7365
2023-02-26,48.7365
2023-02-27,47.9889
2023-02-28,48.1065
2023-03-01,47.8453
2023-03-02,44.2252
2023-03-03,45.3162
2023-03-04,45.3162
2023-03-05,45.3162
2023-03-06,47.8335
2023-03-07,45.1625
2023-03-08,44.2984
2023-03-09,38.193
2023-03-10,37.1587
2023-03-11,37.1587
2023-03-12,37.1587
2023-03-13,32.7106
2023-03-14,32.7949
2023-03-15,32.4999
2023-03-16,38.359
2023-03-17,34.1936
2023-03-18,34.1936
