,ECHO US Equity
2020-05-14,44.3625
2020-05-15,44.6753
2020-05-16,44.6753
2020-05-17,44.6753
2020-05-18,49.6295
2020-05-19,50.9011
2020-05-20,51.8206
2020-05-21,53.2274
2020-05-22,54.4176
2020-05-23,54.4176
2020-05-24,54.4176
2020-05-25,54.4176
2020-05-26,55.8311
2020-05-27,58.5141
2020-05-28,58.8041
2020-05-29,57.2087
2020-05-30,57.2087
2020-05-31,57.2087
2020-06-01,57.3638
2020-06-02,58.2364
2020-06-03,59.702
2020-06-04,59.7457
2020-06-05,60.6921
2020-06-06,60.6921
2020-06-07,60.6921
2020-06-08,61.583
2020-06-09,59.9044
2020-06-10,60.111
2020-06-11,55.5086
2020-06-12,54.6735
2020-06-13,54.6735
2020-06-14,54.6735
2020-06-15,55.1389
2020-06-16,57.8271
2020-06-17,59.1859
2020-06-18,59.3494
2020-06-19,55.7825
2020-06-20,55.7825
2020-06-21,55.7825
2020-06-22,54.3434
2020-06-23,54.249
2020-06-24,54.7639
2020-06-25,52.2657
2020-06-26,51.7336
2020-06-27,51.7336
2020-06-28,51.7336
2020-06-29,54.6287
2020-06-30,55.6702
2020-07-01,54.8026
2020-07-02,55.8698
2020-07-03,55.8698
2020-07-04,55.8698
2020-07-05,55.8698
2020-07-06,57.2617
2020-07-07,57.7653
2020-07-08,55.7622
2020-07-09,54.5736
2020-07-10,56.7342
2020-07-11,56.7342
2020-07-12,56.7342
2020-07-13,55.7369
2020-07-14,57.2901
2020-07-15,59.3958
2020-07-16,59.5248
2020-07-17,61.475
2020-07-18,61.475
2020-07-19,61.475
2020-07-20,59.8479
2020-07-21,60.918
2020-07-22,61.5489
2020-07-23,65.325
2020-07-24,65.9406
2020-07-25,65.9406
2020-07-26,65.9406
2020-07-27,66.6171
2020-07-28,60.4458
2020-07-29,61.4902
2020-07-30,61.63
2020-07-31,59.4897
2020-08-01,59.4897
2020-08-02,59.4897
2020-08-03,59.3044
2020-08-04,61.0006
2020-08-05,60.9617
2020-08-06,60.781
2020-08-07,62.8436
2020-08-08,62.8436
2020-08-09,62.8436
2020-08-10,63.1389
2020-08-11,64.4539
2020-08-12,64.147
2020-08-13,64.4968
2020-08-14,63.0871
2020-08-15,63.0871
2020-08-16,63.0871
2020-08-17,62.3594
2020-08-18,61.5334
2020-08-19,62.28
2020-08-20,62.3672
2020-08-21,62.0212
2020-08-22,62.0212
2020-08-23,62.0212
2020-08-24,63.2272
2020-08-25,63.7922
2020-08-26,63.7922
2020-08-27,64.0412
2020-08-28,65.1263
2020-08-29,65.1263
2020-08-30,65.1263
2020-08-31,62.6131
2020-09-01,64.6811
2020-09-02,63.1749
2020-09-03,59.9954
2020-09-04,59.6872
2020-09-05,59.6872
2020-09-06,59.6872
2020-09-07,59.6872
2020-09-08,56.6278
2020-09-09,59.6446
2020-09-10,61.2027
2020-09-11,56.9827
2020-09-12,56.9827
2020-09-13,56.9827
2020-09-14,55.7758
2020-09-15,56.2726
2020-09-16,57.2658
2020-09-17,54.8713
2020-09-18,54.5086
2020-09-19,54.5086
2020-09-20,54.5086
2020-09-21,50.5544
2020-09-22,50.7362
2020-09-23,51.915
2020-09-24,52.0378
2020-09-25,51.9463
2020-09-26,51.9463
2020-09-27,51.9463
2020-09-28,55.768
2020-09-29,53.2324
2020-09-30,51.0916
2020-10-01,50.1129
2020-10-02,53.1786
2020-10-03,53.1786
2020-10-04,53.1786
2020-10-05,57.222
2020-10-06,51.63
2020-10-07,55.139
2020-10-08,56.5241
2020-10-09,56.3242
2020-10-10,56.3242
2020-10-11,56.3242
2020-10-12,56.7357
2020-10-13,56.5238
2020-10-14,56.8241
2020-10-15,59.2502
2020-10-16,57.4254
2020-10-17,57.4254
2020-10-18,57.4254
2020-10-19,56.0745
2020-10-20,56.4844
2020-10-21,55.5021
2020-10-22,54.0437
2020-10-23,56.3451
2020-10-24,56.3451
2020-10-25,56.3451
2020-10-26,54.3224
2020-10-27,52.582
2020-10-28,46.2619
2020-10-29,59.2226
2020-10-30,51.1823
2020-10-31,51.1823
2020-11-01,51.1823
2020-11-02,51.6565
2020-11-03,54.6097
2020-11-04,54.5257
2020-11-05,55.0269
2020-11-06,54.8779
2020-11-07,54.8779
2020-11-08,54.8779
2020-11-09,56.7203
2020-11-10,57.4533
2020-11-11,55.0572
2020-11-12,56.6599
2020-11-13,54.6735
2020-11-14,54.6735
2020-11-15,54.6735
2020-11-16,56.0944
2020-11-17,56.7949
2020-11-18,55.5616
2020-11-19,54.556
2020-11-20,53.1565
2020-11-21,53.1565
2020-11-22,53.1565
2020-11-23,56.0831
2020-11-24,57.3515
2020-11-25,57.3186
2020-11-26,57.3186
2020-11-27,55.0302
2020-11-28,55.0302
2020-11-29,55.0302
2020-11-30,51.705
2020-12-01,52.4414
2020-12-02,52.7725
2020-12-03,53.6896
2020-12-04,54.5203
2020-12-05,54.5203
2020-12-06,54.5203
2020-12-07,53.6901
2020-12-08,53.9224
2020-12-09,55.3975
2020-12-10,53.588
2020-12-11,54.0064
2020-12-12,54.0064
2020-12-13,54.0064
2020-12-14,45.8378
2020-12-15,46.7565
2020-12-16,47.2585
2020-12-17,49.4611
2020-12-18,49.9
2020-12-19,49.9
2020-12-20,49.9
2020-12-21,49.993
2020-12-22,48.99
2020-12-23,48.4868
2020-12-24,48.9613
2020-12-25,48.9613
2020-12-26,48.9613
2020-12-27,48.9613
2020-12-28,49.0999
2020-12-29,47.5312
2020-12-30,46.5492
2020-12-31,46.057
2021-01-01,46.057
2021-01-02,46.057
2021-01-03,46.057
2021-01-04,44.7834
2021-01-05,45.1855
2021-01-06,51.8579
2021-01-07,52.5079
2021-01-08,50.3623
2021-01-09,50.3623
2021-01-10,50.3623
2021-01-11,49.776
2021-01-12,51.9871
2021-01-13,48.2669
2021-01-14,49.7548
2021-01-15,48.1907
2021-01-16,48.1907
2021-01-17,48.1907
2021-01-18,48.1907
2021-01-19,48.4873
2021-01-20,50.1378
2021-01-21,50.9253
2021-01-22,54.2715
2021-01-23,54.2715
2021-01-24,54.2715
2021-01-25,58.2982
2021-01-26,59.8294
2021-01-27,51.8802
2021-01-28,48.5048
2021-01-29,45.4461
2021-01-30,45.4461
2021-01-31,45.4461
2021-02-01,47.1346
2021-02-02,49.2287
2021-02-03,49.4196
2021-02-04,51.3914
2021-02-05,50.2261
2021-02-06,50.2261
2021-02-07,50.2261
2021-02-08,50.2261
2021-02-09,52.4776
2021-02-10,50.9088
2021-02-11,48.8927
2021-02-12,50.4435
2021-02-13,50.4435
2021-02-14,50.4435
2021-02-15,50.4435
2021-02-16,48.8272
2021-02-17,48.536
2021-02-18,47.6263
2021-02-19,50.547
2021-02-20,50.547
2021-02-21,50.547
2021-02-22,50.8049
2021-02-23,47.6209
2021-02-24,48.0289
2021-02-25,48.2758
2021-02-26,49.8774
2021-02-27,49.8774
2021-02-28,49.8774
2021-03-01,52.895
2021-03-02,52.0227
2021-03-03,53.2476
2021-03-04,52.2527
2021-03-05,54.3041
2021-03-06,54.3041
2021-03-07,54.3041
2021-03-08,57.1602
2021-03-09,58.8832
2021-03-10,59.7447
2021-03-11,61.7262
2021-03-12,61.6168
2021-03-13,61.6168
2021-03-14,61.6168
2021-03-15,57.9994
2021-03-16,62.6871
2021-03-17,62.7075
2021-03-18,60.7152
2021-03-19,59.6338
2021-03-20,59.6338
2021-03-21,59.6338
2021-03-22,54.0621
2021-03-23,50.4143
2021-03-24,49.8175
2021-03-25,52.0393
2021-03-26,54.6421
2021-03-27,54.6421
2021-03-28,54.6421
2021-03-29,54.0299
2021-03-30,55.889
2021-03-31,54.7439
2021-04-01,55.7292
2021-04-02,55.7292
2021-04-03,55.7292
2021-04-04,55.7292
2021-04-05,58.5103
2021-04-06,56.4557
2021-04-07,54.641
2021-04-08,53.7748
2021-04-09,54.4257
2021-04-10,54.4257
2021-04-11,54.4257
2021-04-12,54.9363
2021-04-13,54.6348
2021-04-14,55.2947
2021-04-15,56.6009
2021-04-16,57.3203
2021-04-17,57.3203
2021-04-18,57.3203
2021-04-19,56.7498
2021-04-20,53.7547
2021-04-21,51.9959
2021-04-22,52.7534
2021-04-23,53.29
2021-04-24,53.29
2021-04-25,53.29
2021-04-26,51.5372
2021-04-27,51.1261
2021-04-28,51.4037
2021-04-29,57.1659
2021-04-30,55.6741
2021-05-01,55.6741
2021-05-02,55.6741
2021-05-03,58.9722
2021-05-04,58.006
2021-05-05,63.9301
2021-05-06,59.3384
2021-05-07,61.0291
2021-05-08,61.0291
2021-05-09,61.0291
2021-05-10,60.4019
2021-05-11,57.4917
2021-05-12,55.076
2021-05-13,59.8372
2021-05-14,59.6464
2021-05-15,59.6464
2021-05-16,59.6464
2021-05-17,58.0335
2021-05-18,55.7091
2021-05-19,53.8825
2021-05-20,51.551
2021-05-21,53.188
2021-05-22,53.188
2021-05-23,53.188
2021-05-24,53.9182
2021-05-25,52.3288
2021-05-26,53.0887
2021-05-27,53.6508
2021-05-28,53.8567
2021-05-29,53.8567
2021-05-30,53.8567
2021-05-31,53.8567
2021-06-01,55.1616
2021-06-02,52.443
2021-06-03,52.5149
2021-06-04,52.324
2021-06-05,52.324
2021-06-06,52.324
2021-06-07,53.3518
2021-06-08,54.418
2021-06-09,51.3409
2021-06-10,49.5076
2021-06-11,50.0425
2021-06-12,50.0425
2021-06-13,50.0425
2021-06-14,49.1273
2021-06-15,49.7426
2021-06-16,49.4893
2021-06-17,45.2273
2021-06-18,43.9387
2021-06-19,43.9387
2021-06-20,43.9387
2021-06-21,45.069
2021-06-22,46.7208
2021-06-23,46.8411
2021-06-24,47.9353
2021-06-25,47.8221
2021-06-26,47.8221
2021-06-27,47.8221
2021-06-28,45.6752
2021-06-29,44.9167
2021-06-30,44.6973
2021-07-01,45.7257
2021-07-02,42.0083
2021-07-03,42.0083
2021-07-04,42.0083
2021-07-05,42.0083
2021-07-06,39.8931
2021-07-07,40.8841
2021-07-08,38.4484
2021-07-09,40.9
2021-07-10,40.9
2021-07-11,40.9
2021-07-12,40.4712
2021-07-13,40.7212
2021-07-14,40.696
2021-07-15,41.5954
2021-07-16,40.9265
2021-07-17,40.9265
2021-07-18,40.9265
2021-07-19,37.3705
2021-07-20,38.6054
2021-07-21,39.4544
2021-07-22,41.728
2021-07-23,41.513
2021-07-24,41.513
2021-07-25,41.513
2021-07-26,40.0712
2021-07-27,39.9914
2021-07-28,40.7243
2021-07-29,50.4898
2021-07-30,51.3165
2021-07-31,51.3165
2021-08-01,51.3165
2021-08-02,50.2622
2021-08-03,54.1593
2021-08-04,51.113
2021-08-05,50.1787
2021-08-06,51.8847
2021-08-07,51.8847
2021-08-08,51.8847
2021-08-09,50.2242
2021-08-10,51.4582
2021-08-11,53.563
2021-08-12,53.2175
2021-08-13,53.7506
2021-08-14,53.7506
2021-08-15,53.7506
2021-08-16,54.9251
2021-08-17,53.5517
2021-08-18,52.298
2021-08-19,50.9661
2021-08-20,52.99
2021-08-21,52.99
2021-08-22,52.99
2021-08-23,54.357
2021-08-24,53.977
2021-08-25,54.1578
2021-08-26,53.3269
2021-08-27,55.0037
2021-08-28,55.0037
2021-08-29,55.0037
2021-08-30,56.2386
2021-08-31,55.8903
2021-09-01,56.54
2021-09-02,56.603
2021-09-03,55.3988
2021-09-04,55.3988
2021-09-05,55.3988
2021-09-06,55.3988
2021-09-07,52.3404
2021-09-08,52.07
2021-09-09,49.5726
2021-09-10,77.4011
2021-09-11,77.4011
2021-09-12,77.4011
2021-09-13,77.5575
2021-09-14,77.3084
2021-09-15,77.2799
2021-09-16,77.2799
2021-09-17,77.2978
2021-09-18,77.2978
2021-09-19,77.2978
2021-09-20,77.2032
2021-09-21,76.9113
2021-09-22,76.9313
2021-09-23,76.8968
2021-09-24,76.9182
2021-09-25,76.9182
2021-09-26,76.9182
2021-09-27,77.2136
2021-09-28,76.1678
2021-09-29,76.3101
2021-09-30,75.803
2021-10-01,75.5234
2021-10-02,75.5234
2021-10-03,75.5234
2021-10-04,75.6693
2021-10-05,76.0055
2021-10-06,76.196
2021-10-07,75.9287
2021-10-08,75.5631
2021-10-09,75.5631
2021-10-10,75.5631
2021-10-11,75.7443
2021-10-12,75.7443
2021-10-13,75.3456
2021-10-14,75.3959
2021-10-15,75.1319
2021-10-16,75.1319
2021-10-17,75.1319
2021-10-18,75.1679
2021-10-19,75.1864
2021-10-20,75.2056
2021-10-21,75.2254
2021-10-22,75.3274
2021-10-23,75.3274
2021-10-24,75.3274
2021-10-25,75.1354
2021-10-26,75.3305
2021-10-27,74.9251
2021-10-28,75.1556
2021-10-29,75.1793
2021-10-30,75.1793
2021-10-31,75.1793
2021-11-01,74.5928
2021-11-02,74.3677
2021-11-03,74.3677
2021-11-04,74.5322
2021-11-05,74.6164
2021-11-06,74.6164
2021-11-07,74.6164
2021-11-08,74.1092
2021-11-09,74.1999
2021-11-10,74.0211
2021-11-11,74.0534
2021-11-12,73.7683
2021-11-13,73.7683
2021-11-14,73.7683
2021-11-15,73.9069
2021-11-16,74.0839
2021-11-17,74.1202
2021-11-18,73.9059
2021-11-19,73.9059
2021-11-20,73.9059
2021-11-21,73.9059
2021-11-22,73.9864
2021-11-23,73.9864
2021-11-24,73.9864
2021-11-25,73.9864
2021-11-26,73.9864
2021-11-27,73.9864
2021-11-28,73.9864
2021-11-29,73.9864
2021-11-30,73.9864
2021-12-01,73.9864
2021-12-02,73.9864
2021-12-03,73.9864
2021-12-04,73.9864
2021-12-05,73.9864
2021-12-06,73.9864
2021-12-07,73.9864
2021-12-08,73.9864
2021-12-09,73.9864
2021-12-10,73.9864
2021-12-11,73.9864
2021-12-12,73.9864
2021-12-13,73.9864
2021-12-14,73.9864
2021-12-15,73.9864
2021-12-16,73.9864
2021-12-17,73.9864
2021-12-18,73.9864
2021-12-19,73.9864
2021-12-20,73.9864
2021-12-21,73.9864
2021-12-22,73.9864
2021-12-23,73.9864
2021-12-24,73.9864
2021-12-25,73.9864
2021-12-26,73.9864
2021-12-27,73.9864
2021-12-28,73.9864
2021-12-29,73.9864
2021-12-30,73.9864
2021-12-31,73.9864
2022-01-01,73.9864
2022-01-02,73.9864
2022-01-03,73.9864
2022-01-04,73.9864
2022-01-05,73.9864
2022-01-06,73.9864
2022-01-07,73.9864
2022-01-08,73.9864
2022-01-09,73.9864
2022-01-10,73.9864
2022-01-11,73.9864
2022-01-12,73.9864
2022-01-13,73.9864
2022-01-14,73.9864
2022-01-15,73.9864
2022-01-16,73.9864
2022-01-17,73.9864
2022-01-18,73.9864
2022-01-19,73.9864
2022-01-20,73.9864
2022-01-21,73.9864
2022-01-22,73.9864
2022-01-23,73.9864
2022-01-24,73.9864
2022-01-25,73.9864
2022-01-26,73.9864
2022-01-27,73.9864
2022-01-28,73.9864
2022-01-29,73.9864
2022-01-30,73.9864
2022-01-31,73.9864
2022-02-01,73.9864
2022-02-02,73.9864
2022-02-03,73.9864
2022-02-04,73.9864
2022-02-05,73.9864
2022-02-06,73.9864
2022-02-07,73.9864
2022-02-08,73.9864
2022-02-09,73.9864
2022-02-10,73.9864
2022-02-11,73.9864
2022-02-12,73.9864
2022-02-13,73.9864
2022-02-14,73.9864
2022-02-15,73.9864
2022-02-16,73.9864
2022-02-17,73.9864
2022-02-18,73.9864
2022-02-19,73.9864
2022-02-20,73.9864
2022-02-21,73.9864
2022-02-22,73.9864
2022-02-23,73.9864
2022-02-24,73.9864
2022-02-25,73.9864
2022-02-26,73.9864
2022-02-27,73.9864
2022-02-28,73.9864
2022-03-01,73.9864
2022-03-02,73.9864
2022-03-03,73.9864
2022-03-04,73.9864
2022-03-05,73.9864
2022-03-06,73.9864
2022-03-07,73.9864
2022-03-08,73.9864
2022-03-09,73.9864
2022-03-10,73.9864
2022-03-11,73.9864
2022-03-12,73.9864
2022-03-13,73.9864
2022-03-14,73.9864
2022-03-15,73.9864
2022-03-16,73.9864
2022-03-17,73.9864
2022-03-18,73.9864
2022-03-19,73.9864
2022-03-20,73.9864
2022-03-21,73.9864
2022-03-22,73.9864
2022-03-23,73.9864
2022-03-24,73.9864
2022-03-25,73.9864
2022-03-26,73.9864
2022-03-27,73.9864
2022-03-28,73.9864
2022-03-29,73.9864
2022-03-30,73.9864
2022-03-31,73.9864
2022-04-01,73.9864
2022-04-02,73.9864
2022-04-03,73.9864
2022-04-04,73.9864
2022-04-05,73.9864
2022-04-06,73.9864
2022-04-07,73.9864
2022-04-08,73.9864
2022-04-09,73.9864
2022-04-10,73.9864
2022-04-11,73.9864
2022-04-12,73.9864
2022-04-13,73.9864
2022-04-14,73.9864
2022-04-15,73.9864
2022-04-16,73.9864
2022-04-17,73.9864
2022-04-18,73.9864
2022-04-19,73.9864
2022-04-20,73.9864
2022-04-21,73.9864
2022-04-22,73.9864
2022-04-23,73.9864
2022-04-24,73.9864
2022-04-25,73.9864
2022-04-26,73.9864
2022-04-27,73.9864
2022-04-28,73.9864
2022-04-29,73.9864
2022-04-30,73.9864
2022-05-01,73.9864
2022-05-02,73.9864
2022-05-03,73.9864
2022-05-04,73.9864
2022-05-05,73.9864
2022-05-06,73.9864
2022-05-07,73.9864
2022-05-08,73.9864
2022-05-09,73.9864
2022-05-10,73.9864
2022-05-11,73.9864
2022-05-12,73.9864
2022-05-13,73.9864
2022-05-14,73.9864
2022-05-15,73.9864
2022-05-16,73.9864
2022-05-17,73.9864
2022-05-18,73.9864
2022-05-19,73.9864
2022-05-20,73.9864
2022-05-21,73.9864
2022-05-22,73.9864
2022-05-23,73.9864
2022-05-24,73.9864
2022-05-25,73.9864
2022-05-26,73.9864
2022-05-27,73.9864
2022-05-28,73.9864
2022-05-29,73.9864
2022-05-30,73.9864
2022-05-31,73.9864
2022-06-01,73.9864
2022-06-02,73.9864
2022-06-03,73.9864
2022-06-04,73.9864
2022-06-05,73.9864
2022-06-06,73.9864
2022-06-07,73.9864
2022-06-08,73.9864
2022-06-09,73.9864
2022-06-10,73.9864
2022-06-11,73.9864
2022-06-12,73.9864
2022-06-13,73.9864
2022-06-14,73.9864
2022-06-15,73.9864
2022-06-16,73.9864
2022-06-17,73.9864
2022-06-18,73.9864
2022-06-19,73.9864
2022-06-20,73.9864
2022-06-21,73.9864
2022-06-22,73.9864
2022-06-23,73.9864
2022-06-24,73.9864
2022-06-25,73.9864
2022-06-26,73.9864
2022-06-27,73.9864
2022-06-28,73.9864
2022-06-29,73.9864
2022-06-30,73.9864
2022-07-01,73.9864
2022-07-02,73.9864
2022-07-03,73.9864
2022-07-04,73.9864
2022-07-05,73.9864
2022-07-06,73.9864
2022-07-07,73.9864
2022-07-08,73.9864
2022-07-09,73.9864
2022-07-10,73.9864
2022-07-11,73.9864
2022-07-12,73.9864
2022-07-13,73.9864
2022-07-14,73.9864
2022-07-15,73.9864
2022-07-16,73.9864
2022-07-17,73.9864
2022-07-18,73.9864
2022-07-19,73.9864
2022-07-20,73.9864
2022-07-21,73.9864
2022-07-22,73.9864
2022-07-23,73.9864
2022-07-24,73.9864
2022-07-25,73.9864
2022-07-26,73.9864
2022-07-27,73.9864
2022-07-28,73.9864
2022-07-29,73.9864
2022-07-30,73.9864
2022-07-31,73.9864
2022-08-01,73.9864
2022-08-02,73.9864
2022-08-03,73.9864
2022-08-04,73.9864
2022-08-05,73.9864
2022-08-06,73.9864
2022-08-07,73.9864
2022-08-08,73.9864
2022-08-09,73.9864
2022-08-10,73.9864
2022-08-11,73.9864
2022-08-12,73.9864
2022-08-13,73.9864
2022-08-14,73.9864
2022-08-15,73.9864
2022-08-16,73.9864
2022-08-17,73.9864
2022-08-18,73.9864
2022-08-19,73.9864
2022-08-20,73.9864
2022-08-21,73.9864
2022-08-22,73.9864
2022-08-23,73.9864
2022-08-24,73.9864
2022-08-25,73.9864
2022-08-26,73.9864
2022-08-27,73.9864
2022-08-28,73.9864
2022-08-29,73.9864
2022-08-30,73.9864
2022-08-31,73.9864
2022-09-01,73.9864
2022-09-02,73.9864
2022-09-03,73.9864
2022-09-04,73.9864
2022-09-05,73.9864
2022-09-06,73.9864
2022-09-07,73.9864
2022-09-08,73.9864
2022-09-09,73.9864
2022-09-10,73.9864
2022-09-11,73.9864
2022-09-12,73.9864
2022-09-13,73.9864
2022-09-14,73.9864
2022-09-15,73.9864
2022-09-16,73.9864
2022-09-17,73.9864
2022-09-18,73.9864
2022-09-19,73.9864
2022-09-20,73.9864
2022-09-21,73.9864
2022-09-22,73.9864
2022-09-23,73.9864
2022-09-24,73.9864
2022-09-25,73.9864
2022-09-26,73.9864
2022-09-27,73.9864
2022-09-28,73.9864
2022-09-29,73.9864
2022-09-30,73.9864
2022-10-01,73.9864
2022-10-02,73.9864
2022-10-03,73.9864
2022-10-04,73.9864
2022-10-05,73.9864
2022-10-06,73.9864
2022-10-07,73.9864
2022-10-08,73.9864
2022-10-09,73.9864
2022-10-10,73.9864
2022-10-11,73.9864
2022-10-12,73.9864
2022-10-13,73.9864
2022-10-14,73.9864
2022-10-15,73.9864
2022-10-16,73.9864
2022-10-17,73.9864
2022-10-18,73.9864
2022-10-19,73.9864
2022-10-20,73.9864
2022-10-21,73.9864
2022-10-22,73.9864
2022-10-23,73.9864
2022-10-24,73.9864
2022-10-25,73.9864
2022-10-26,73.9864
2022-10-27,73.9864
2022-10-28,73.9864
2022-10-29,73.9864
2022-10-30,73.9864
2022-10-31,73.9864
2022-11-01,73.9864
2022-11-02,73.9864
2022-11-03,73.9864
2022-11-04,73.9864
2022-11-05,73.9864
2022-11-06,73.9864
2022-11-07,73.9864
2022-11-08,73.9864
2022-11-09,73.9864
2022-11-10,73.9864
2022-11-11,73.9864
2022-11-12,73.9864
2022-11-13,73.9864
2022-11-14,73.9864
2022-11-15,73.9864
2022-11-16,73.9864
2022-11-17,73.9864
2022-11-18,73.9864
2022-11-19,73.9864
2022-11-20,73.9864
2022-11-21,73.9864
2022-11-22,73.9864
2022-11-23,73.9864
2022-11-24,73.9864
2022-11-25,73.9864
2022-11-26,73.9864
2022-11-27,73.9864
2022-11-28,73.9864
2022-11-29,73.9864
2022-11-30,73.9864
2022-12-01,73.9864
2022-12-02,73.9864
2022-12-03,73.9864
2022-12-04,73.9864
2022-12-05,73.9864
2022-12-06,73.9864
2022-12-07,73.9864
2022-12-08,73.9864
2022-12-09,73.9864
2022-12-10,73.9864
2022-12-11,73.9864
2022-12-12,73.9864
2022-12-13,73.9864
2022-12-14,73.9864
2022-12-15,73.9864
2022-12-16,73.9864
2022-12-17,73.9864
2022-12-18,73.9864
2022-12-19,73.9864
2022-12-20,73.9864
2022-12-21,73.9864
2022-12-22,73.9864
2022-12-23,73.9864
2022-12-24,73.9864
2022-12-25,73.9864
2022-12-26,73.9864
2022-12-27,73.9864
2022-12-28,73.9864
2022-12-29,73.9864
2022-12-30,73.9864
2022-12-31,73.9864
2023-01-01,73.9864
2023-01-02,73.9864
2023-01-03,73.9864
2023-01-04,73.9864
2023-01-05,73.9864
2023-01-06,73.9864
2023-01-07,73.9864
2023-01-08,73.9864
2023-01-09,73.9864
2023-01-10,73.9864
2023-01-11,73.9864
2023-01-12,73.9864
2023-01-13,73.9864
2023-01-14,73.9864
2023-01-15,73.9864
2023-01-16,73.9864
2023-01-17,73.9864
2023-01-18,73.9864
2023-01-19,73.9864
2023-01-20,73.9864
2023-01-21,73.9864
2023-01-22,73.9864
2023-01-23,73.9864
2023-01-24,73.9864
2023-01-25,73.9864
2023-01-26,73.9864
2023-01-27,73.9864
2023-01-28,73.9864
2023-01-29,73.9864
2023-01-30,73.9864
2023-01-31,73.9864
2023-02-01,73.9864
2023-02-02,73.9864
2023-02-03,73.9864
2023-02-04,73.9864
2023-02-05,73.9864
2023-02-06,73.9864
2023-02-07,73.9864
2023-02-08,73.9864
2023-02-09,73.9864
2023-02-10,73.9864
2023-02-11,73.9864
2023-02-12,73.9864
2023-02-13,73.9864
2023-02-14,73.9864
2023-02-15,73.9864
2023-02-16,73.9864
2023-02-17,73.9864
2023-02-18,73.9864
2023-02-19,73.9864
2023-02-20,73.9864
2023-02-21,73.9864
2023-02-22,73.9864
2023-02-23,73.9864
2023-02-24,73.9864
2023-02-25,73.9864
2023-02-26,73.9864
2023-02-27,73.9864
2023-02-28,73.9864
2023-03-01,73.9864
2023-03-02,73.9864
2023-03-03,73.9864
2023-03-04,73.9864
2023-03-05,73.9864
2023-03-06,73.9864
2023-03-07,73.9864
2023-03-08,73.9864
2023-03-09,73.9864
2023-03-10,73.9864
2023-03-11,73.9864
2023-03-12,73.9864
2023-03-13,73.9864
2023-03-14,73.9864
2023-03-15,73.9864
2023-03-16,73.9864
