,MCO US Equity
2020-03-31,46.529
2020-04-01,44.2312
2020-04-02,46.0432
2020-04-03,46.4495
2020-04-04,46.4495
2020-04-05,46.4495
2020-04-06,50.2622
2020-04-07,50.1806
2020-04-08,49.7735
2020-04-09,52.531
2020-04-10,52.531
2020-04-11,52.531
2020-04-12,52.531
2020-04-13,50.5264
2020-04-14,51.7267
2020-04-15,50.228
2020-04-16,51.1294
2020-04-17,51.9865
2020-04-18,51.9865
2020-04-19,51.9865
2020-04-20,52.0071
2020-04-21,49.7567
2020-04-22,51.9755
2020-04-23,52.0077
2020-04-24,53.0052
2020-04-25,53.0052
2020-04-26,53.0052
2020-04-27,54.7562
2020-04-28,54.1916
2020-04-29,54.7544
2020-04-30,52.2599
2020-05-01,51.806
2020-05-02,51.806
2020-05-03,51.806
2020-05-04,52.5409
2020-05-05,53.5885
2020-05-06,51.5092
2020-05-07,52.8168
2020-05-08,53.6633
2020-05-09,53.6633
2020-05-10,53.6633
2020-05-11,53.9391
2020-05-12,53.2953
2020-05-13,52.5953
2020-05-14,53.9834
2020-05-15,53.3112
2020-05-16,53.3112
2020-05-17,53.3112
2020-05-18,55.2262
2020-05-19,53.7918
2020-05-20,54.3328
2020-05-21,53.6417
2020-05-22,54.3741
2020-05-23,54.3741
2020-05-24,54.3741
2020-05-25,54.3741
2020-05-26,55.0676
2020-05-27,54.7954
2020-05-28,56.2699
2020-05-29,56.9049
2020-05-30,56.9049
2020-05-31,56.9049
2020-06-01,59.1597
2020-06-02,58.9609
2020-06-03,60.3709
2020-06-04,58.1655
2020-06-05,59.0306
2020-06-06,59.0306
2020-06-07,59.0306
2020-06-08,59.5321
2020-06-09,57.1988
2020-06-10,57.6563
2020-06-11,51.8249
2020-06-12,54.0818
2020-06-13,54.0818
2020-06-14,54.0818
2020-06-15,54.8934
2020-06-16,55.975
2020-06-17,56.0929
2020-06-18,56.0499
2020-06-19,56.1408
2020-06-20,56.1408
2020-06-21,56.1408
2020-06-22,56.5076
2020-06-23,56.6363
2020-06-24,52.6083
2020-06-25,55.6287
2020-06-26,53.256
2020-06-27,53.256
2020-06-28,53.256
2020-06-29,53.2933
2020-06-30,54.901
2020-07-01,55.9232
2020-07-02,55.7874
2020-07-03,55.7874
2020-07-04,55.7874
2020-07-05,55.7874
2020-07-06,57.3766
2020-07-07,57.8545
2020-07-08,60.2333
2020-07-09,60.2464
2020-07-10,59.6897
2020-07-11,59.6897
2020-07-12,59.6897
2020-07-13,56.8497
2020-07-14,58.4162
2020-07-15,59.056
2020-07-16,57.3973
2020-07-17,58.313
2020-07-18,58.313
2020-07-19,58.313
2020-07-20,58.7293
2020-07-21,57.4544
2020-07-22,58.2596
2020-07-23,56.0078
2020-07-24,56.512
2020-07-25,56.512
2020-07-26,56.512
2020-07-27,56.4348
2020-07-28,53.5586
2020-07-29,56.4772
2020-07-30,53.4459
2020-07-31,52.4973
2020-08-01,52.4973
2020-08-02,52.4973
2020-08-03,52.2371
2020-08-04,50.4498
2020-08-05,51.0559
2020-08-06,51.6974
2020-08-07,50.1768
2020-08-08,50.1768
2020-08-09,50.1768
2020-08-10,48.4803
2020-08-11,49.8373
2020-08-12,51.5217
2020-08-13,52.7145
2020-08-14,52.323
2020-08-15,52.323
2020-08-16,52.323
2020-08-17,53.3246
2020-08-18,54.0513
2020-08-19,52.5812
2020-08-20,53.299
2020-08-21,53.7126
2020-08-22,53.7126
2020-08-23,53.7126
2020-08-24,53.591
2020-08-25,54.0896
2020-08-26,56.8085
2020-08-27,56.893
2020-08-28,57.799
2020-08-29,57.799
2020-08-30,57.799
2020-08-31,57.9016
2020-09-01,58.4987
2020-09-02,61.7993
2020-09-03,54.7203
2020-09-04,50.7337
2020-09-05,50.7337
2020-09-06,50.7337
2020-09-07,50.7337
2020-09-08,49.1433
2020-09-09,53.0635
2020-09-10,51.1198
2020-09-11,51.5795
2020-09-12,51.5795
2020-09-13,51.5795
2020-09-14,53.0521
2020-09-15,52.2911
2020-09-16,52.2329
2020-09-17,50.397
2020-09-18,49.5682
2020-09-19,49.5682
2020-09-20,49.5682
2020-09-21,49.2226
2020-09-22,48.8118
2020-09-23,46.404
2020-09-24,47.3133
2020-09-25,49.6902
2020-09-26,49.6902
2020-09-27,49.6902
2020-09-28,51.7996
2020-09-29,52.0535
2020-09-30,53.8699
2020-10-01,55.4179
2020-10-02,55.612
2020-10-03,55.612
2020-10-04,55.612
2020-10-05,56.1362
2020-10-06,52.3416
2020-10-07,52.4838
2020-10-08,54.2565
2020-10-09,55.4024
2020-10-10,55.4024
2020-10-11,55.4024
2020-10-12,54.637
2020-10-13,54.6741
2020-10-14,52.8344
2020-10-15,53.0178
2020-10-16,52.2119
2020-10-17,52.2119
2020-10-18,52.2119
2020-10-19,49.718
2020-10-20,50.1853
2020-10-21,45.9571
2020-10-22,43.8932
2020-10-23,43.5108
2020-10-24,43.5108
2020-10-25,43.5108
2020-10-26,42.2065
2020-10-27,40.967
2020-10-28,39.135
2020-10-29,39.8674
2020-10-30,39.8239
2020-10-31,39.8239
2020-11-01,39.8239
2020-11-02,41.8133
2020-11-03,43.8722
2020-11-04,52.6367
2020-11-05,55.0455
2020-11-06,54.818
2020-11-07,54.818
2020-11-08,54.818
2020-11-09,47.6277
2020-11-10,45.5433
2020-11-11,49.9348
2020-11-12,48.3452
2020-11-13,47.9694
2020-11-14,47.9694
2020-11-15,47.9694
2020-11-16,48.0278
2020-11-17,47.6659
2020-11-18,46.7778
2020-11-19,47.5109
2020-11-20,47.2322
2020-11-21,47.2322
2020-11-22,47.2322
2020-11-23,46.2807
2020-11-24,46.6723
2020-11-25,49.2528
2020-11-26,49.2528
2020-11-27,49.5816
2020-11-28,49.5816
2020-11-29,49.5816
2020-11-30,52.1097
2020-12-01,50.5031
2020-12-02,49.8799
2020-12-03,50.8541
2020-12-04,53.6729
2020-12-05,53.6729
2020-12-06,53.6729
2020-12-07,52.2985
2020-12-08,50.0756
2020-12-09,48.3463
2020-12-10,47.6921
2020-12-11,48.0502
2020-12-12,48.0502
2020-12-13,48.0502
2020-12-14,48.0399
2020-12-15,49.5899
2020-12-16,51.3042
2020-12-17,51.0259
2020-12-18,52.8148
2020-12-19,52.8148
2020-12-20,52.8148
2020-12-21,50.2287
2020-12-22,51.5404
2020-12-23,48.4852
2020-12-24,50.2277
2020-12-25,50.2277
2020-12-26,50.2277
2020-12-27,50.2277
2020-12-28,49.7298
2020-12-29,51.2463
2020-12-30,53.7462
2020-12-31,56.0529
2021-01-01,56.0529
2021-01-02,56.0529
2021-01-03,56.0529
2021-01-04,56.8807
2021-01-05,52.4555
2021-01-06,50.8289
2021-01-07,50.8445
2021-01-08,50.2015
2021-01-09,50.2015
2021-01-10,50.2015
2021-01-11,48.1241
2021-01-12,46.9322
2021-01-13,47.0448
2021-01-14,45.936
2021-01-15,43.1616
2021-01-16,43.1616
2021-01-17,43.1616
2021-01-18,43.1616
2021-01-19,44.8136
2021-01-20,48.4755
2021-01-21,46.0635
2021-01-22,44.1217
2021-01-23,44.1217
2021-01-24,44.1217
2021-01-25,44.0509
2021-01-26,45.3334
2021-01-27,42.6477
2021-01-28,46.7247
2021-01-29,44.9338
2021-01-30,44.9338
2021-01-31,44.9338
2021-02-01,47.392
2021-02-02,51.1594
2021-02-03,49.0425
2021-02-04,50.4831
2021-02-05,50.5415
2021-02-06,50.5415
2021-02-07,50.5415
2021-02-08,51.2459
2021-02-09,53.1559
2021-02-10,50.3274
2021-02-11,51.2095
2021-02-12,51.2145
2021-02-13,51.2145
2021-02-14,51.2145
2021-02-15,51.2145
2021-02-16,52.0693
2021-02-17,52.1725
2021-02-18,51.1639
2021-02-19,52.0524
2021-02-20,52.0524
2021-02-21,52.0524
2021-02-22,50.1032
2021-02-23,49.5427
2021-02-24,51.3275
2021-02-25,50.5824
2021-02-26,49.1758
2021-02-27,49.1758
2021-02-28,49.1758
2021-03-01,53.4089
2021-03-02,52.6076
2021-03-03,50.7671
2021-03-04,50.7728
2021-03-05,55.762
2021-03-06,55.762
2021-03-07,55.762
2021-03-08,56.7432
2021-03-09,57.0139
2021-03-10,57.5489
2021-03-11,57.7485
2021-03-12,57.8049
2021-03-13,57.8049
2021-03-14,57.8049
2021-03-15,60.634
2021-03-16,59.7787
2021-03-17,57.5921
2021-03-18,53.9358
2021-03-19,54.0346
2021-03-20,54.0346
2021-03-21,54.0346
2021-03-22,55.4087
2021-03-23,55.6774
2021-03-24,58.5605
2021-03-25,58.2168
2021-03-26,62.209
2021-03-27,62.209
2021-03-28,62.209
2021-03-29,63.4424
2021-03-30,57.0614
2021-03-31,57.5666
2021-04-01,60.9543
2021-04-02,60.9543
2021-04-03,60.9543
2021-04-04,60.9543
2021-04-05,62.7825
2021-04-06,61.8729
2021-04-07,60.8301
2021-04-08,62.9394
2021-04-09,63.4067
2021-04-10,63.4067
2021-04-11,63.4067
2021-04-12,63.4828
2021-04-13,63.7658
2021-04-14,63.7658
2021-04-15,65.1641
2021-04-16,66.5591
2021-04-17,66.5591
2021-04-18,66.5591
2021-04-19,65.563
2021-04-20,66.7843
2021-04-21,67.2857
2021-04-22,67.2938
2021-04-23,68.3717
2021-04-24,68.3717
2021-04-25,68.3717
2021-04-26,66.305
2021-04-27,66.7799
2021-04-28,61.674
2021-04-29,65.8792
2021-04-30,63.5219
2021-05-01,63.5219
2021-05-02,63.5219
2021-05-03,64.5781
2021-05-04,64.9363
2021-05-05,63.782
2021-05-06,64.1797
2021-05-07,66.203
2021-05-08,66.203
2021-05-09,66.203
2021-05-10,65.5155
2021-05-11,61.8391
2021-05-12,55.8357
2021-05-13,59.9028
2021-05-14,61.9707
2021-05-15,61.9707
2021-05-16,61.9707
2021-05-17,59.3231
2021-05-18,55.9788
2021-05-19,56.2872
2021-05-20,57.6239
2021-05-21,58.4282
2021-05-22,58.4282
2021-05-23,58.4282
2021-05-24,59.6847
2021-05-25,60.158
2021-05-26,59.0075
2021-05-27,60.1031
2021-05-28,60.7945
2021-05-29,60.7945
2021-05-30,60.7945
2021-05-31,60.7945
2021-06-01,57.9535
2021-06-02,59.7457
2021-06-03,59.2844
2021-06-04,59.894
2021-06-05,59.894
2021-06-06,59.894
2021-06-07,59.5038
2021-06-08,60.3694
2021-06-09,61.2045
2021-06-10,61.7422
2021-06-11,63.8423
2021-06-12,63.8423
2021-06-13,63.8423
2021-06-14,65.0946
2021-06-15,66.3521
2021-06-16,63.3468
2021-06-17,66.6405
2021-06-18,62.1358
2021-06-19,62.1358
2021-06-20,62.1358
2021-06-21,64.7155
2021-06-22,66.0491
2021-06-23,64.8021
2021-06-24,66.323
2021-06-25,67.3321
2021-06-26,67.3321
2021-06-27,67.3321
2021-06-28,67.585
2021-06-29,67.7852
2021-06-30,64.9904
2021-07-01,66.0624
2021-07-02,66.9629
2021-07-03,66.9629
2021-07-04,66.9629
2021-07-05,66.9629
2021-07-06,67.7331
2021-07-07,69.9408
2021-07-08,68.2536
2021-07-09,68.6514
2021-07-10,68.6514
2021-07-11,68.6514
2021-07-12,68.2425
2021-07-13,68.2119
2021-07-14,68.4314
2021-07-15,67.7461
2021-07-16,68.9604
2021-07-17,68.9604
2021-07-18,68.9604
2021-07-19,64.1864
2021-07-20,66.3413
2021-07-21,66.9752
2021-07-22,67.7957
2021-07-23,68.0374
2021-07-24,68.0374
2021-07-25,68.0374
2021-07-26,66.3962
2021-07-27,66.8675
2021-07-28,64.9586
2021-07-29,63.955
2021-07-30,62.9177
2021-07-31,62.9177
2021-08-01,62.9177
2021-08-02,64.3865
2021-08-03,64.3292
2021-08-04,65.946
2021-08-05,67.6598
2021-08-06,66.0829
2021-08-07,66.0829
2021-08-08,66.0829
2021-08-09,63.9795
2021-08-10,62.314
2021-08-11,62.0315
2021-08-12,61.1548
2021-08-13,62.0468
2021-08-14,62.0468
2021-08-15,62.0468
2021-08-16,63.9345
2021-08-17,61.779
2021-08-18,55.7629
2021-08-19,56.4483
2021-08-20,57.4816
2021-08-21,57.4816
2021-08-22,57.4816
2021-08-23,58.9242
2021-08-24,56.876
2021-08-25,56.9041
2021-08-26,56.1255
2021-08-27,57.5715
2021-08-28,57.5715
2021-08-29,57.5715
2021-08-30,59.3808
2021-08-31,59.1232
2021-09-01,59.8772
2021-09-02,61.8233
2021-09-03,61.5645
2021-09-04,61.5645
2021-09-05,61.5645
2021-09-06,61.5645
2021-09-07,58.5064
2021-09-08,58.6063
2021-09-09,58.9431
2021-09-10,58.9616
2021-09-11,58.9616
2021-09-12,58.9616
2021-09-13,56.0354
2021-09-14,56.684
2021-09-15,56.3855
2021-09-16,56.7459
2021-09-17,48.5074
2021-09-18,48.5074
2021-09-19,48.5074
2021-09-20,47.7644
2021-09-21,48.156
2021-09-22,48.8865
2021-09-23,53.5934
2021-09-24,53.0907
2021-09-25,53.0907
2021-09-26,53.0907
2021-09-27,47.383
2021-09-28,40.3204
2021-09-29,43.0362
2021-09-30,40.9234
2021-10-01,43.6713
2021-10-02,43.6713
2021-10-03,43.6713
2021-10-04,39.3205
2021-10-05,42.8181
2021-10-06,44.3281
2021-10-07,47.1589
2021-10-08,46.8071
2021-10-09,46.8071
2021-10-10,46.8071
2021-10-11,45.7195
2021-10-12,46.2318
2021-10-13,46.5521
2021-10-14,51.5394
2021-10-15,51.8947
2021-10-16,51.8947
2021-10-17,51.8947
2021-10-18,53.3407
2021-10-19,55.7603
2021-10-20,51.8254
2021-10-21,53.869
2021-10-22,56.3255
2021-10-23,56.3255
2021-10-24,56.3255
2021-10-25,57.7904
2021-10-26,59.9094
2021-10-27,60.8029
2021-10-28,65.6419
2021-10-29,64.1606
2021-10-30,64.1606
2021-10-31,64.1606
2021-11-01,58.879
2021-11-02,57.0425
2021-11-03,55.0449
2021-11-04,56.0013
2021-11-05,55.062
2021-11-06,55.062
2021-11-07,55.062
2021-11-08,55.1266
2021-11-09,57.1291
2021-11-10,54.8101
2021-11-11,53.7141
2021-11-12,54.7871
2021-11-13,54.7871
2021-11-14,54.7871
2021-11-15,55.9223
2021-11-16,60.0094
2021-11-17,57.7842
2021-11-18,56.6673
2021-11-19,53.0586
2021-11-20,53.0586
2021-11-21,53.0586
2021-11-22,52.0533
2021-11-23,52.8978
2021-11-24,55.2556
2021-11-25,55.2556
2021-11-26,51.4532
2021-11-27,51.4532
2021-11-28,51.4532
2021-11-29,56.3205
2021-11-30,53.5277
2021-12-01,49.5521
2021-12-02,52.6664
2021-12-03,51.0616
2021-12-04,51.0616
2021-12-05,51.0616
2021-12-06,51.283
2021-12-07,55.57
2021-12-08,55.4379
2021-12-09,53.6304
2021-12-10,55.0458
2021-12-11,55.0458
2021-12-12,55.0458
2021-12-13,55.3858
2021-12-14,52.692
2021-12-15,54.6192
2021-12-16,53.909
2021-12-17,53.0108
2021-12-18,53.0108
2021-12-19,53.0108
2021-12-20,50.4554
2021-12-21,52.0057
2021-12-22,53.2913
2021-12-23,54.0809
2021-12-24,54.0809
2021-12-25,54.0809
2021-12-26,54.0809
2021-12-27,54.8431
2021-12-28,54.8218
2021-12-29,54.2293
2021-12-30,51.2783
2021-12-31,51.0811
2022-01-01,51.0811
2022-01-02,51.0811
2022-01-03,48.2842
2022-01-04,49.3834
2022-01-05,45.9104
2022-01-06,45.0467
2022-01-07,44.2597
2022-01-08,44.2597
2022-01-09,44.2597
2022-01-10,40.7408
2022-01-11,43.4039
2022-01-12,45.5073
2022-01-13,42.1892
2022-01-14,39.572
2022-01-15,39.572
2022-01-16,39.572
2022-01-17,39.572
2022-01-18,37.1633
2022-01-19,38.1067
2022-01-20,37.7459
2022-01-21,36.8439
2022-01-22,36.8439
2022-01-23,36.8439
2022-01-24,37.8427
2022-01-25,33.1655
2022-01-26,33.0568
2022-01-27,33.6901
2022-01-28,38.3219
2022-01-29,38.3219
2022-01-30,38.3219
2022-01-31,40.9374
2022-02-01,41.2945
2022-02-02,42.5522
2022-02-03,40.6394
2022-02-04,43.213
2022-02-05,43.213
2022-02-06,43.213
2022-02-07,40.3356
2022-02-08,41.0019
2022-02-09,42.9591
2022-02-10,45.507
2022-02-11,40.6354
2022-02-12,40.6354
2022-02-13,40.6354
2022-02-14,38.5272
2022-02-15,40.8142
2022-02-16,41.0998
2022-02-17,39.2671
2022-02-18,39.4315
2022-02-19,39.4315
2022-02-20,39.4315
2022-02-21,39.4315
2022-02-22,39.299
2022-02-23,38.2551
2022-02-24,39.7741
2022-02-25,40.4503
2022-02-26,40.4503
2022-02-27,40.4503
2022-02-28,39.994
2022-03-01,40.1278
2022-03-02,41.6596
2022-03-03,41.332
2022-03-04,41.7407
2022-03-05,41.7407
2022-03-06,41.7407
2022-03-07,38.4538
2022-03-08,38.2609
2022-03-09,42.3005
2022-03-10,39.6189
2022-03-11,37.1265
2022-03-12,37.1265
2022-03-13,37.1265
2022-03-14,36.3423
2022-03-15,38.6338
2022-03-16,41.8991
2022-03-17,44.5113
2022-03-18,47.7864
2022-03-19,47.7864
2022-03-20,47.7864
2022-03-21,46.4527
2022-03-22,47.8726
2022-03-23,46.3895
2022-03-24,47.5583
2022-03-25,47.9094
2022-03-26,47.9094
2022-03-27,47.9094
2022-03-28,49.7194
2022-03-29,51.014
2022-03-30,50.5604
2022-03-31,50.237
2022-04-01,51.2717
2022-04-02,51.2717
2022-04-03,51.2717
2022-04-04,51.9966
2022-04-05,52.0254
2022-04-06,51.4859
2022-04-07,52.3454
2022-04-08,52.0554
2022-04-09,52.0554
2022-04-10,52.0554
2022-04-11,48.6906
2022-04-12,47.8334
2022-04-13,48.4731
2022-04-14,46.4346
2022-04-15,46.4346
2022-04-16,46.4346
2022-04-17,46.4346
2022-04-18,46.3694
2022-04-19,48.6969
2022-04-20,49.3394
2022-04-21,47.25
2022-04-22,44.4007
2022-04-23,44.4007
2022-04-24,44.4007
2022-04-25,45.7939
2022-04-26,43.4226
2022-04-27,43.6498
2022-04-28,46.8534
2022-04-29,43.2342
2022-04-30,43.2342
2022-05-01,43.2342
2022-05-02,38.5605
2022-05-03,42.0598
2022-05-04,45.1733
2022-05-05,41.321
2022-05-06,40.3722
2022-05-07,40.3722
2022-05-08,40.3722
2022-05-09,36.7505
2022-05-10,36.6151
2022-05-11,35.9511
2022-05-12,37.3524
2022-05-13,38.7231
2022-05-14,38.7231
2022-05-15,38.7231
2022-05-16,38.4135
2022-05-17,40.5048
2022-05-18,37.3507
2022-05-19,38.5092
2022-05-20,41.0747
2022-05-21,41.0747
2022-05-22,41.0747
2022-05-23,43.2857
2022-05-24,42.6466
2022-05-25,42.3928
2022-05-26,45.2165
2022-05-27,48.0623
2022-05-28,48.0623
2022-05-29,48.0623
2022-05-30,48.0623
2022-05-31,46.2351
2022-06-01,41.0075
2022-06-02,44.7742
2022-06-03,42.6854
2022-06-04,42.6854
2022-06-05,42.6854
2022-06-06,42.4999
2022-06-07,44.128
2022-06-08,42.7096
2022-06-09,41.5952
2022-06-10,40.0819
2022-06-11,40.0819
2022-06-12,40.0819
2022-06-13,38.255
2022-06-14,36.5763
2022-06-15,38.2644
2022-06-16,36.3865
2022-06-17,37.2074
2022-06-18,37.2074
2022-06-19,37.2074
2022-06-20,37.2074
2022-06-21,38.7439
2022-06-22,39.8735
2022-06-23,42.2914
2022-06-24,44.8124
2022-06-25,44.8124
2022-06-26,44.8124
2022-06-27,44.9119
2022-06-28,42.9862
2022-06-29,43.453
2022-06-30,43.4638
2022-07-01,44.5299
2022-07-02,44.5299
2022-07-03,44.5299
2022-07-04,44.5299
2022-07-05,46.3594
2022-07-06,47.3861
2022-07-07,48.0682
2022-07-08,47.8019
2022-07-09,47.8019
2022-07-10,47.8019
2022-07-11,47.6368
2022-07-12,44.9516
2022-07-13,45.0572
2022-07-14,44.8856
2022-07-15,47.4381
2022-07-16,47.4381
2022-07-17,47.4381
2022-07-18,47.1701
2022-07-19,50.3355
2022-07-20,51.0275
2022-07-21,52.7987
2022-07-22,52.6027
2022-07-23,52.6027
2022-07-24,52.6027
2022-07-25,50.6649
2022-07-26,49.1266
2022-07-27,51.7889
2022-07-28,56.0605
2022-07-29,57.2882
2022-07-30,57.2882
2022-07-31,57.2882
2022-08-01,56.1677
2022-08-02,56.1677
2022-08-03,56.9601
2022-08-04,58.0568
2022-08-05,57.0659
2022-08-06,57.0659
2022-08-07,57.0659
2022-08-08,57.6652
2022-08-09,56.5953
2022-08-10,60.5058
2022-08-11,58.2737
2022-08-12,59.9358
2022-08-13,59.9358
2022-08-14,59.9358
2022-08-15,59.6292
2022-08-16,59.5774
2022-08-17,59.2726
2022-08-18,58.7778
2022-08-19,54.5516
2022-08-20,54.5516
2022-08-21,54.5516
2022-08-22,51.7781
2022-08-23,49.4317
2022-08-24,49.5331
2022-08-25,52.3795
2022-08-26,47.3388
2022-08-27,47.3388
2022-08-28,47.3388
2022-08-29,46.3521
2022-08-30,45.2072
2022-08-31,44.423
2022-09-01,45.3943
2022-09-02,44.5462
2022-09-03,44.5462
2022-09-04,44.5462
2022-09-05,44.5462
2022-09-06,46.0788
2022-09-07,48.8094
2022-09-08,49.4902
2022-09-09,50.8701
2022-09-10,50.8701
2022-09-11,50.8701
2022-09-12,52.3579
2022-09-13,47.4122
2022-09-14,45.8158
2022-09-15,44.4733
2022-09-16,43.7858
2022-09-17,43.7858
2022-09-18,43.7858
2022-09-19,43.1774
2022-09-20,40.6497
2022-09-21,39.3768
2022-09-22,36.1306
2022-09-23,35.9664
2022-09-24,35.9664
2022-09-25,35.9664
2022-09-26,34.795
2022-09-27,34.6401
2022-09-28,35.7823
2022-09-29,34.2827
2022-09-30,33.362
2022-10-01,33.362
2022-10-02,33.362
2022-10-03,37.2812
2022-10-04,42.3066
2022-10-05,42.2688
2022-10-06,39.8736
2022-10-07,37.4474
2022-10-08,37.4474
2022-10-09,37.4474
2022-10-10,36.8043
2022-10-11,36.2148
2022-10-12,35.854
2022-10-13,36.9676
2022-10-14,35.1459
2022-10-15,35.1459
2022-10-16,35.1459
2022-10-17,38.8461
2022-10-18,40.1443
2022-10-19,38.9377
2022-10-20,37.6457
2022-10-21,39.782
2022-10-22,39.782
2022-10-23,39.782
2022-10-24,41.1146
2022-10-25,46.3748
2022-10-26,46.1555
2022-10-27,47.7408
2022-10-28,50.7518
2022-10-29,50.7518
2022-10-30,50.7518
2022-10-31,49.2215
2022-11-01,49.033
2022-11-02,46.137
2022-11-03,45.6329
2022-11-04,47.3659
2022-11-05,47.3659
2022-11-06,47.3659
2022-11-07,49.4514
2022-11-08,50.4794
2022-11-09,48.7418
2022-11-10,58.7574
2022-11-11,62.5906
2022-11-12,62.5906
2022-11-13,62.5906
2022-11-14,56.8961
2022-11-15,58.1047
2022-11-16,57.4562
2022-11-17,55.2431
2022-11-18,55.8839
2022-11-19,55.8839
2022-11-20,55.8839
2022-11-21,55.7566
2022-11-22,56.5773
2022-11-23,57.5178
2022-11-24,57.5178
2022-11-25,58.3066
2022-11-26,58.3066
2022-11-27,58.3066
2022-11-28,55.1328
2022-11-29,54.3402
2022-11-30,56.7239
2022-12-01,58.7163
2022-12-02,57.199
2022-12-03,57.199
2022-12-04,57.199
2022-12-05,53.7536
2022-12-06,54.11
2022-12-07,53.4803
2022-12-08,53.2067
2022-12-09,52.5656
2022-12-10,52.5656
2022-12-11,52.5656
2022-12-12,53.507
2022-12-13,56.5819
2022-12-14,55.153
2022-12-15,51.5403
2022-12-16,49.9364
2022-12-17,49.9364
2022-12-18,49.9364
2022-12-19,48.8751
2022-12-20,47.8237
2022-12-21,50.2504
2022-12-22,49.2356
2022-12-23,49.1181
2022-12-24,49.1181
2022-12-25,49.1181
2022-12-26,49.1181
2022-12-27,48.3246
2022-12-28,47.2524
2022-12-29,50.6154
2022-12-30,49.204
2022-12-31,49.204
2023-01-01,49.204
2023-01-02,49.204
2023-01-03,48.506
2023-01-04,51.0582
2023-01-05,48.6363
2023-01-06,52.7054
2023-01-07,52.7054
2023-01-08,52.7054
2023-01-09,53.0279
2023-01-10,54.9129
2023-01-11,57.6815
2023-01-12,58.9544
2023-01-13,59.4945
2023-01-14,59.4945
2023-01-15,59.4945
2023-01-16,59.4945
2023-01-17,59.1354
2023-01-18,59.8997
2023-01-19,58.5253
2023-01-20,60.5244
2023-01-21,60.5244
2023-01-22,60.5244
2023-01-23,60.4121
2023-01-24,58.4758
2023-01-25,58.581
2023-01-26,59.2961
2023-01-27,59.6937
2023-01-28,59.6937
2023-01-29,59.6937
2023-01-30,57.4151
2023-01-31,59.9297
2023-02-01,60.078
2023-02-02,61.8264
2023-02-03,59.5994
2023-02-04,59.5994
2023-02-05,59.5994
2023-02-06,55.6238
2023-02-07,56.6483
2023-02-08,54.3747
2023-02-09,52.5336
2023-02-10,52.4451
2023-02-11,52.4451
2023-02-12,52.4451
2023-02-13,54.6771
2023-02-14,52.9774
2023-02-15,53.442
2023-02-16,50.4872
2023-02-17,50.1092
2023-02-18,50.1092
2023-02-19,50.1092
2023-02-20,50.1092
2023-02-21,47.7792
2023-02-22,47.6302
2023-02-23,47.9435
2023-02-24,46.0892
2023-02-25,46.0892
2023-02-26,46.0892
2023-02-27,46.2834
2023-02-28,46.4702
2023-03-01,46.142
2023-03-02,46.6172
2023-03-03,50.17
2023-03-04,50.17
2023-03-05,50.17
2023-03-06,52.1055
2023-03-07,48.1303
2023-03-08,48.3871
2023-03-09,48.7746
2023-03-10,45.0298
2023-03-11,45.0298
2023-03-12,45.0298
2023-03-13,45.1261
2023-03-14,48.4021
2023-03-15,48.3131
2023-03-16,50.4287
2023-03-17,48.9427
2023-03-18,48.9427
2023-03-19,48.9427
2023-03-20,47.8352
2023-03-21,50.18
