,TERP US Equity
2020-05-15,52.0169
2020-05-16,52.0169
2020-05-17,52.0169
2020-05-18,56.7559
2020-05-19,53.6295
2020-05-20,54.2477
2020-05-21,53.6685
2020-05-22,53.5698
2020-05-23,53.5698
2020-05-24,53.5698
2020-05-25,53.5698
2020-05-26,55.5149
2020-05-27,53.6938
2020-05-28,52.9288
2020-05-29,53.9476
2020-05-30,53.9476
2020-05-31,53.9476
2020-06-01,53.7011
2020-06-02,54.5
2020-06-03,54.9638
2020-06-04,53.1335
2020-06-05,53.6548
2020-06-06,53.6548
2020-06-07,53.6548
2020-06-08,55.7549
2020-06-09,55.597
2020-06-10,54.913
2020-06-11,49.9407
2020-06-12,50.3949
2020-06-13,50.3949
2020-06-14,50.3949
2020-06-15,52.5202
2020-06-16,52.924
2020-06-17,53.9042
2020-06-18,53.7445
2020-06-19,55.0194
2020-06-20,55.0194
2020-06-21,55.0194
2020-06-22,55.3293
2020-06-23,56.0084
2020-06-24,51.9251
2020-06-25,52.4765
2020-06-26,50.906
2020-06-27,50.906
2020-06-28,50.906
2020-06-29,51.0226
2020-06-30,52.3499
2020-07-01,53.2367
2020-07-02,54.9343
2020-07-03,54.9343
2020-07-04,54.9343
2020-07-05,54.9343
2020-07-06,55.2703
2020-07-07,55.2229
2020-07-08,56.0787
2020-07-09,55.9279
2020-07-10,55.1608
2020-07-11,55.1608
2020-07-12,55.1608
2020-07-13,55.7055
2020-07-14,59.2146
2020-07-15,61.8985
2020-07-16,60.5778
2020-07-17,63.6255
2020-07-18,63.6255
2020-07-19,63.6255
2020-07-20,63.1368
2020-07-21,63.7449
2020-07-22,62.2357
2020-07-23,59.6908
2020-07-24,55.5418
2020-07-25,55.5418
2020-07-26,55.5418
2020-07-27,54.6889
2020-07-28,53.187
2020-07-29,57.2483
2020-07-30,51.0026
2020-07-31,51.0026
2020-08-01,51.0026
2020-08-02,51.0026
2020-08-03,51.0026
2020-08-04,51.0026
2020-08-05,51.0026
2020-08-06,51.0026
2020-08-07,51.0026
2020-08-08,51.0026
2020-08-09,51.0026
2020-08-10,51.0026
2020-08-11,51.0026
2020-08-12,51.0026
2020-08-13,51.0026
2020-08-14,51.0026
2020-08-15,51.0026
2020-08-16,51.0026
2020-08-17,51.0026
2020-08-18,51.0026
2020-08-19,51.0026
2020-08-20,51.0026
2020-08-21,51.0026
2020-08-22,51.0026
2020-08-23,51.0026
2020-08-24,51.0026
2020-08-25,51.0026
2020-08-26,51.0026
2020-08-27,51.0026
2020-08-28,51.0026
2020-08-29,51.0026
2020-08-30,51.0026
2020-08-31,51.0026
2020-09-01,51.0026
2020-09-02,51.0026
2020-09-03,51.0026
2020-09-04,51.0026
2020-09-05,51.0026
2020-09-06,51.0026
2020-09-07,51.0026
2020-09-08,51.0026
2020-09-09,51.0026
2020-09-10,51.0026
2020-09-11,51.0026
2020-09-12,51.0026
2020-09-13,51.0026
2020-09-14,51.0026
2020-09-15,51.0026
2020-09-16,51.0026
2020-09-17,51.0026
2020-09-18,51.0026
2020-09-19,51.0026
2020-09-20,51.0026
2020-09-21,51.0026
2020-09-22,51.0026
2020-09-23,51.0026
2020-09-24,51.0026
2020-09-25,51.0026
2020-09-26,51.0026
2020-09-27,51.0026
2020-09-28,51.0026
2020-09-29,51.0026
2020-09-30,51.0026
2020-10-01,51.0026
2020-10-02,51.0026
2020-10-03,51.0026
2020-10-04,51.0026
2020-10-05,51.0026
2020-10-06,51.0026
2020-10-07,51.0026
2020-10-08,51.0026
2020-10-09,51.0026
2020-10-10,51.0026
2020-10-11,51.0026
2020-10-12,51.0026
2020-10-13,51.0026
2020-10-14,51.0026
2020-10-15,51.0026
2020-10-16,51.0026
2020-10-17,51.0026
2020-10-18,51.0026
2020-10-19,51.0026
2020-10-20,51.0026
2020-10-21,51.0026
2020-10-22,51.0026
2020-10-23,51.0026
2020-10-24,51.0026
2020-10-25,51.0026
2020-10-26,51.0026
2020-10-27,51.0026
2020-10-28,51.0026
2020-10-29,51.0026
2020-10-30,51.0026
2020-10-31,51.0026
2020-11-01,51.0026
2020-11-02,51.0026
2020-11-03,51.0026
2020-11-04,51.0026
2020-11-05,51.0026
2020-11-06,51.0026
2020-11-07,51.0026
2020-11-08,51.0026
2020-11-09,51.0026
2020-11-10,51.0026
2020-11-11,51.0026
2020-11-12,51.0026
2020-11-13,51.0026
2020-11-14,51.0026
2020-11-15,51.0026
2020-11-16,51.0026
2020-11-17,51.0026
2020-11-18,51.0026
2020-11-19,51.0026
2020-11-20,51.0026
2020-11-21,51.0026
2020-11-22,51.0026
2020-11-23,51.0026
2020-11-24,51.0026
2020-11-25,51.0026
2020-11-26,51.0026
2020-11-27,51.0026
2020-11-28,51.0026
2020-11-29,51.0026
2020-11-30,51.0026
2020-12-01,51.0026
2020-12-02,51.0026
2020-12-03,51.0026
2020-12-04,51.0026
2020-12-05,51.0026
2020-12-06,51.0026
2020-12-07,51.0026
2020-12-08,51.0026
2020-12-09,51.0026
2020-12-10,51.0026
2020-12-11,51.0026
2020-12-12,51.0026
2020-12-13,51.0026
2020-12-14,51.0026
2020-12-15,51.0026
2020-12-16,51.0026
2020-12-17,51.0026
2020-12-18,51.0026
2020-12-19,51.0026
2020-12-20,51.0026
2020-12-21,51.0026
2020-12-22,51.0026
2020-12-23,51.0026
2020-12-24,51.0026
2020-12-25,51.0026
2020-12-26,51.0026
2020-12-27,51.0026
2020-12-28,51.0026
2020-12-29,51.0026
2020-12-30,51.0026
2020-12-31,51.0026
2021-01-01,51.0026
2021-01-02,51.0026
2021-01-03,51.0026
2021-01-04,51.0026
2021-01-05,51.0026
2021-01-06,51.0026
2021-01-07,51.0026
2021-01-08,51.0026
2021-01-09,51.0026
2021-01-10,51.0026
2021-01-11,51.0026
2021-01-12,51.0026
2021-01-13,51.0026
2021-01-14,51.0026
2021-01-15,51.0026
2021-01-16,51.0026
2021-01-17,51.0026
2021-01-18,51.0026
2021-01-19,51.0026
2021-01-20,51.0026
2021-01-21,51.0026
2021-01-22,51.0026
2021-01-23,51.0026
2021-01-24,51.0026
2021-01-25,51.0026
2021-01-26,51.0026
2021-01-27,51.0026
2021-01-28,51.0026
2021-01-29,51.0026
2021-01-30,51.0026
2021-01-31,51.0026
2021-02-01,51.0026
2021-02-02,51.0026
2021-02-03,51.0026
2021-02-04,51.0026
2021-02-05,51.0026
2021-02-06,51.0026
2021-02-07,51.0026
2021-02-08,51.0026
2021-02-09,51.0026
2021-02-10,51.0026
2021-02-11,51.0026
2021-02-12,51.0026
2021-02-13,51.0026
2021-02-14,51.0026
2021-02-15,51.0026
2021-02-16,51.0026
2021-02-17,51.0026
2021-02-18,51.0026
2021-02-19,51.0026
2021-02-20,51.0026
2021-02-21,51.0026
2021-02-22,51.0026
2021-02-23,51.0026
2021-02-24,51.0026
2021-02-25,51.0026
2021-02-26,51.0026
2021-02-27,51.0026
2021-02-28,51.0026
2021-03-01,51.0026
2021-03-02,51.0026
2021-03-03,51.0026
2021-03-04,51.0026
2021-03-05,51.0026
2021-03-06,51.0026
2021-03-07,51.0026
2021-03-08,51.0026
2021-03-09,51.0026
2021-03-10,51.0026
2021-03-11,51.0026
2021-03-12,51.0026
2021-03-13,51.0026
2021-03-14,51.0026
2021-03-15,51.0026
2021-03-16,51.0026
2021-03-17,51.0026
2021-03-18,51.0026
2021-03-19,51.0026
2021-03-20,51.0026
2021-03-21,51.0026
2021-03-22,51.0026
2021-03-23,51.0026
2021-03-24,51.0026
2021-03-25,51.0026
2021-03-26,51.0026
2021-03-27,51.0026
2021-03-28,51.0026
2021-03-29,51.0026
2021-03-30,51.0026
2021-03-31,51.0026
2021-04-01,51.0026
2021-04-02,51.0026
2021-04-03,51.0026
2021-04-04,51.0026
2021-04-05,51.0026
2021-04-06,51.0026
2021-04-07,51.0026
2021-04-08,51.0026
2021-04-09,51.0026
2021-04-10,51.0026
2021-04-11,51.0026
2021-04-12,51.0026
2021-04-13,51.0026
2021-04-14,51.0026
2021-04-15,51.0026
2021-04-16,51.0026
2021-04-17,51.0026
2021-04-18,51.0026
2021-04-19,51.0026
2021-04-20,51.0026
2021-04-21,51.0026
2021-04-22,51.0026
2021-04-23,51.0026
2021-04-24,51.0026
2021-04-25,51.0026
2021-04-26,51.0026
2021-04-27,51.0026
2021-04-28,51.0026
2021-04-29,51.0026
2021-04-30,51.0026
2021-05-01,51.0026
2021-05-02,51.0026
2021-05-03,51.0026
2021-05-04,51.0026
2021-05-05,51.0026
2021-05-06,51.0026
2021-05-07,51.0026
2021-05-08,51.0026
2021-05-09,51.0026
2021-05-10,51.0026
2021-05-11,51.0026
2021-05-12,51.0026
2021-05-13,51.0026
2021-05-14,51.0026
2021-05-15,51.0026
2021-05-16,51.0026
2021-05-17,51.0026
2021-05-18,51.0026
2021-05-19,51.0026
2021-05-20,51.0026
2021-05-21,51.0026
2021-05-22,51.0026
2021-05-23,51.0026
2021-05-24,51.0026
2021-05-25,51.0026
2021-05-26,51.0026
2021-05-27,51.0026
2021-05-28,51.0026
2021-05-29,51.0026
2021-05-30,51.0026
2021-05-31,51.0026
2021-06-01,51.0026
2021-06-02,51.0026
2021-06-03,51.0026
2021-06-04,51.0026
2021-06-05,51.0026
2021-06-06,51.0026
2021-06-07,51.0026
2021-06-08,51.0026
2021-06-09,51.0026
2021-06-10,51.0026
2021-06-11,51.0026
2021-06-12,51.0026
2021-06-13,51.0026
2021-06-14,51.0026
2021-06-15,51.0026
2021-06-16,51.0026
2021-06-17,51.0026
2021-06-18,51.0026
2021-06-19,51.0026
2021-06-20,51.0026
2021-06-21,51.0026
2021-06-22,51.0026
2021-06-23,51.0026
2021-06-24,51.0026
2021-06-25,51.0026
2021-06-26,51.0026
2021-06-27,51.0026
2021-06-28,51.0026
2021-06-29,51.0026
2021-06-30,51.0026
2021-07-01,51.0026
2021-07-02,51.0026
2021-07-03,51.0026
2021-07-04,51.0026
2021-07-05,51.0026
2021-07-06,51.0026
2021-07-07,51.0026
2021-07-08,51.0026
2021-07-09,51.0026
2021-07-10,51.0026
2021-07-11,51.0026
2021-07-12,51.0026
2021-07-13,51.0026
2021-07-14,51.0026
2021-07-15,51.0026
2021-07-16,51.0026
2021-07-17,51.0026
2021-07-18,51.0026
2021-07-19,51.0026
2021-07-20,51.0026
2021-07-21,51.0026
2021-07-22,51.0026
2021-07-23,51.0026
2021-07-24,51.0026
2021-07-25,51.0026
2021-07-26,51.0026
2021-07-27,51.0026
2021-07-28,51.0026
2021-07-29,51.0026
2021-07-30,51.0026
2021-07-31,51.0026
2021-08-01,51.0026
2021-08-02,51.0026
2021-08-03,51.0026
2021-08-04,51.0026
2021-08-05,51.0026
2021-08-06,51.0026
2021-08-07,51.0026
2021-08-08,51.0026
2021-08-09,51.0026
2021-08-10,51.0026
2021-08-11,51.0026
2021-08-12,51.0026
2021-08-13,51.0026
2021-08-14,51.0026
2021-08-15,51.0026
2021-08-16,51.0026
2021-08-17,51.0026
2021-08-18,51.0026
2021-08-19,51.0026
2021-08-20,51.0026
2021-08-21,51.0026
2021-08-22,51.0026
2021-08-23,51.0026
2021-08-24,51.0026
2021-08-25,51.0026
2021-08-26,51.0026
2021-08-27,51.0026
2021-08-28,51.0026
2021-08-29,51.0026
2021-08-30,51.0026
2021-08-31,51.0026
2021-09-01,51.0026
2021-09-02,51.0026
2021-09-03,51.0026
2021-09-04,51.0026
2021-09-05,51.0026
2021-09-06,51.0026
2021-09-07,51.0026
2021-09-08,51.0026
2021-09-09,51.0026
2021-09-10,51.0026
2021-09-11,51.0026
2021-09-12,51.0026
2021-09-13,51.0026
2021-09-14,51.0026
2021-09-15,51.0026
2021-09-16,51.0026
2021-09-17,51.0026
2021-09-18,51.0026
2021-09-19,51.0026
2021-09-20,51.0026
2021-09-21,51.0026
2021-09-22,51.0026
2021-09-23,51.0026
2021-09-24,51.0026
2021-09-25,51.0026
2021-09-26,51.0026
2021-09-27,51.0026
2021-09-28,51.0026
2021-09-29,51.0026
2021-09-30,51.0026
2021-10-01,51.0026
2021-10-02,51.0026
2021-10-03,51.0026
2021-10-04,51.0026
2021-10-05,51.0026
2021-10-06,51.0026
2021-10-07,51.0026
2021-10-08,51.0026
2021-10-09,51.0026
2021-10-10,51.0026
2021-10-11,51.0026
2021-10-12,51.0026
2021-10-13,51.0026
2021-10-14,51.0026
2021-10-15,51.0026
2021-10-16,51.0026
2021-10-17,51.0026
2021-10-18,51.0026
2021-10-19,51.0026
2021-10-20,51.0026
2021-10-21,51.0026
2021-10-22,51.0026
2021-10-23,51.0026
2021-10-24,51.0026
2021-10-25,51.0026
2021-10-26,51.0026
2021-10-27,51.0026
2021-10-28,51.0026
2021-10-29,51.0026
2021-10-30,51.0026
2021-10-31,51.0026
2021-11-01,51.0026
2021-11-02,51.0026
2021-11-03,51.0026
2021-11-04,51.0026
2021-11-05,51.0026
2021-11-06,51.0026
2021-11-07,51.0026
2021-11-08,51.0026
2021-11-09,51.0026
2021-11-10,51.0026
2021-11-11,51.0026
2021-11-12,51.0026
2021-11-13,51.0026
2021-11-14,51.0026
2021-11-15,51.0026
2021-11-16,51.0026
2021-11-17,51.0026
2021-11-18,51.0026
2021-11-19,51.0026
2021-11-20,51.0026
2021-11-21,51.0026
2021-11-22,51.0026
2021-11-23,51.0026
2021-11-24,51.0026
2021-11-25,51.0026
2021-11-26,51.0026
2021-11-27,51.0026
2021-11-28,51.0026
2021-11-29,51.0026
2021-11-30,51.0026
2021-12-01,51.0026
2021-12-02,51.0026
2021-12-03,51.0026
2021-12-04,51.0026
2021-12-05,51.0026
2021-12-06,51.0026
2021-12-07,51.0026
2021-12-08,51.0026
2021-12-09,51.0026
2021-12-10,51.0026
2021-12-11,51.0026
2021-12-12,51.0026
2021-12-13,51.0026
2021-12-14,51.0026
2021-12-15,51.0026
2021-12-16,51.0026
2021-12-17,51.0026
2021-12-18,51.0026
2021-12-19,51.0026
2021-12-20,51.0026
2021-12-21,51.0026
2021-12-22,51.0026
2021-12-23,51.0026
2021-12-24,51.0026
2021-12-25,51.0026
2021-12-26,51.0026
2021-12-27,51.0026
2021-12-28,51.0026
2021-12-29,51.0026
2021-12-30,51.0026
2021-12-31,51.0026
2022-01-01,51.0026
2022-01-02,51.0026
2022-01-03,51.0026
2022-01-04,51.0026
2022-01-05,51.0026
2022-01-06,51.0026
2022-01-07,51.0026
2022-01-08,51.0026
2022-01-09,51.0026
2022-01-10,51.0026
2022-01-11,51.0026
2022-01-12,51.0026
2022-01-13,51.0026
2022-01-14,51.0026
2022-01-15,51.0026
2022-01-16,51.0026
2022-01-17,51.0026
2022-01-18,51.0026
2022-01-19,51.0026
2022-01-20,51.0026
2022-01-21,51.0026
2022-01-22,51.0026
2022-01-23,51.0026
2022-01-24,51.0026
2022-01-25,51.0026
2022-01-26,51.0026
2022-01-27,51.0026
2022-01-28,51.0026
2022-01-29,51.0026
2022-01-30,51.0026
2022-01-31,51.0026
2022-02-01,51.0026
2022-02-02,51.0026
2022-02-03,51.0026
2022-02-04,51.0026
2022-02-05,51.0026
2022-02-06,51.0026
2022-02-07,51.0026
2022-02-08,51.0026
2022-02-09,51.0026
2022-02-10,51.0026
2022-02-11,51.0026
2022-02-12,51.0026
2022-02-13,51.0026
2022-02-14,51.0026
2022-02-15,51.0026
2022-02-16,51.0026
2022-02-17,51.0026
2022-02-18,51.0026
2022-02-19,51.0026
2022-02-20,51.0026
2022-02-21,51.0026
2022-02-22,51.0026
2022-02-23,51.0026
2022-02-24,51.0026
2022-02-25,51.0026
2022-02-26,51.0026
2022-02-27,51.0026
2022-02-28,51.0026
2022-03-01,51.0026
2022-03-02,51.0026
2022-03-03,51.0026
2022-03-04,51.0026
2022-03-05,51.0026
2022-03-06,51.0026
2022-03-07,51.0026
2022-03-08,51.0026
2022-03-09,51.0026
2022-03-10,51.0026
2022-03-11,51.0026
2022-03-12,51.0026
2022-03-13,51.0026
2022-03-14,51.0026
2022-03-15,51.0026
2022-03-16,51.0026
2022-03-17,51.0026
2022-03-18,51.0026
2022-03-19,51.0026
2022-03-20,51.0026
2022-03-21,51.0026
2022-03-22,51.0026
2022-03-23,51.0026
2022-03-24,51.0026
2022-03-25,51.0026
2022-03-26,51.0026
2022-03-27,51.0026
2022-03-28,51.0026
2022-03-29,51.0026
2022-03-30,51.0026
2022-03-31,51.0026
2022-04-01,51.0026
2022-04-02,51.0026
2022-04-03,51.0026
2022-04-04,51.0026
2022-04-05,51.0026
2022-04-06,51.0026
2022-04-07,51.0026
2022-04-08,51.0026
2022-04-09,51.0026
2022-04-10,51.0026
2022-04-11,51.0026
2022-04-12,51.0026
2022-04-13,51.0026
2022-04-14,51.0026
2022-04-15,51.0026
2022-04-16,51.0026
2022-04-17,51.0026
2022-04-18,51.0026
2022-04-19,51.0026
2022-04-20,51.0026
2022-04-21,51.0026
2022-04-22,51.0026
2022-04-23,51.0026
2022-04-24,51.0026
2022-04-25,51.0026
2022-04-26,51.0026
2022-04-27,51.0026
2022-04-28,51.0026
2022-04-29,51.0026
2022-04-30,51.0026
2022-05-01,51.0026
2022-05-02,51.0026
2022-05-03,51.0026
2022-05-04,51.0026
2022-05-05,51.0026
2022-05-06,51.0026
2022-05-07,51.0026
2022-05-08,51.0026
2022-05-09,51.0026
2022-05-10,51.0026
2022-05-11,51.0026
2022-05-12,51.0026
2022-05-13,51.0026
2022-05-14,51.0026
2022-05-15,51.0026
2022-05-16,51.0026
2022-05-17,51.0026
2022-05-18,51.0026
2022-05-19,51.0026
2022-05-20,51.0026
2022-05-21,51.0026
2022-05-22,51.0026
2022-05-23,51.0026
2022-05-24,51.0026
2022-05-25,51.0026
2022-05-26,51.0026
2022-05-27,51.0026
2022-05-28,51.0026
2022-05-29,51.0026
2022-05-30,51.0026
2022-05-31,51.0026
2022-06-01,51.0026
2022-06-02,51.0026
2022-06-03,51.0026
2022-06-04,51.0026
2022-06-05,51.0026
2022-06-06,51.0026
2022-06-07,51.0026
2022-06-08,51.0026
2022-06-09,51.0026
2022-06-10,51.0026
2022-06-11,51.0026
2022-06-12,51.0026
2022-06-13,51.0026
2022-06-14,51.0026
2022-06-15,51.0026
2022-06-16,51.0026
2022-06-17,51.0026
2022-06-18,51.0026
2022-06-19,51.0026
2022-06-20,51.0026
2022-06-21,51.0026
2022-06-22,51.0026
2022-06-23,51.0026
2022-06-24,51.0026
2022-06-25,51.0026
2022-06-26,51.0026
2022-06-27,51.0026
2022-06-28,51.0026
2022-06-29,51.0026
2022-06-30,51.0026
2022-07-01,51.0026
2022-07-02,51.0026
2022-07-03,51.0026
2022-07-04,51.0026
2022-07-05,51.0026
2022-07-06,51.0026
2022-07-07,51.0026
2022-07-08,51.0026
2022-07-09,51.0026
2022-07-10,51.0026
2022-07-11,51.0026
2022-07-12,51.0026
2022-07-13,51.0026
2022-07-14,51.0026
2022-07-15,51.0026
2022-07-16,51.0026
2022-07-17,51.0026
2022-07-18,51.0026
2022-07-19,51.0026
2022-07-20,51.0026
2022-07-21,51.0026
2022-07-22,51.0026
2022-07-23,51.0026
2022-07-24,51.0026
2022-07-25,51.0026
2022-07-26,51.0026
2022-07-27,51.0026
2022-07-28,51.0026
2022-07-29,51.0026
2022-07-30,51.0026
2022-07-31,51.0026
2022-08-01,51.0026
2022-08-02,51.0026
2022-08-03,51.0026
2022-08-04,51.0026
2022-08-05,51.0026
2022-08-06,51.0026
2022-08-07,51.0026
2022-08-08,51.0026
2022-08-09,51.0026
2022-08-10,51.0026
2022-08-11,51.0026
2022-08-12,51.0026
2022-08-13,51.0026
2022-08-14,51.0026
2022-08-15,51.0026
2022-08-16,51.0026
2022-08-17,51.0026
2022-08-18,51.0026
2022-08-19,51.0026
2022-08-20,51.0026
2022-08-21,51.0026
2022-08-22,51.0026
2022-08-23,51.0026
2022-08-24,51.0026
2022-08-25,51.0026
2022-08-26,51.0026
2022-08-27,51.0026
2022-08-28,51.0026
2022-08-29,51.0026
2022-08-30,51.0026
2022-08-31,51.0026
2022-09-01,51.0026
2022-09-02,51.0026
2022-09-03,51.0026
2022-09-04,51.0026
2022-09-05,51.0026
2022-09-06,51.0026
2022-09-07,51.0026
2022-09-08,51.0026
2022-09-09,51.0026
2022-09-10,51.0026
2022-09-11,51.0026
2022-09-12,51.0026
2022-09-13,51.0026
2022-09-14,51.0026
2022-09-15,51.0026
2022-09-16,51.0026
2022-09-17,51.0026
2022-09-18,51.0026
2022-09-19,51.0026
2022-09-20,51.0026
2022-09-21,51.0026
2022-09-22,51.0026
2022-09-23,51.0026
2022-09-24,51.0026
2022-09-25,51.0026
2022-09-26,51.0026
2022-09-27,51.0026
2022-09-28,51.0026
2022-09-29,51.0026
2022-09-30,51.0026
2022-10-01,51.0026
2022-10-02,51.0026
2022-10-03,51.0026
2022-10-04,51.0026
2022-10-05,51.0026
2022-10-06,51.0026
2022-10-07,51.0026
2022-10-08,51.0026
2022-10-09,51.0026
2022-10-10,51.0026
2022-10-11,51.0026
2022-10-12,51.0026
2022-10-13,51.0026
2022-10-14,51.0026
2022-10-15,51.0026
2022-10-16,51.0026
2022-10-17,51.0026
2022-10-18,51.0026
2022-10-19,51.0026
2022-10-20,51.0026
2022-10-21,51.0026
2022-10-22,51.0026
2022-10-23,51.0026
2022-10-24,51.0026
2022-10-25,51.0026
2022-10-26,51.0026
2022-10-27,51.0026
2022-10-28,51.0026
2022-10-29,51.0026
2022-10-30,51.0026
2022-10-31,51.0026
2022-11-01,51.0026
2022-11-02,51.0026
2022-11-03,51.0026
2022-11-04,51.0026
2022-11-05,51.0026
2022-11-06,51.0026
2022-11-07,51.0026
2022-11-08,51.0026
2022-11-09,51.0026
2022-11-10,51.0026
2022-11-11,51.0026
2022-11-12,51.0026
2022-11-13,51.0026
2022-11-14,51.0026
2022-11-15,51.0026
2022-11-16,51.0026
2022-11-17,51.0026
2022-11-18,51.0026
2022-11-19,51.0026
2022-11-20,51.0026
2022-11-21,51.0026
2022-11-22,51.0026
2022-11-23,51.0026
2022-11-24,51.0026
2022-11-25,51.0026
2022-11-26,51.0026
2022-11-27,51.0026
2022-11-28,51.0026
2022-11-29,51.0026
2022-11-30,51.0026
2022-12-01,51.0026
2022-12-02,51.0026
2022-12-03,51.0026
2022-12-04,51.0026
2022-12-05,51.0026
2022-12-06,51.0026
2022-12-07,51.0026
2022-12-08,51.0026
2022-12-09,51.0026
2022-12-10,51.0026
2022-12-11,51.0026
2022-12-12,51.0026
2022-12-13,51.0026
2022-12-14,51.0026
2022-12-15,51.0026
2022-12-16,51.0026
2022-12-17,51.0026
2022-12-18,51.0026
2022-12-19,51.0026
2022-12-20,51.0026
2022-12-21,51.0026
2022-12-22,51.0026
2022-12-23,51.0026
2022-12-24,51.0026
2022-12-25,51.0026
2022-12-26,51.0026
2022-12-27,51.0026
2022-12-28,51.0026
2022-12-29,51.0026
2022-12-30,51.0026
2022-12-31,51.0026
2023-01-01,51.0026
2023-01-02,51.0026
2023-01-03,51.0026
2023-01-04,51.0026
2023-01-05,51.0026
2023-01-06,51.0026
2023-01-07,51.0026
2023-01-08,51.0026
2023-01-09,51.0026
2023-01-10,51.0026
2023-01-11,51.0026
2023-01-12,51.0026
2023-01-13,51.0026
2023-01-14,51.0026
2023-01-15,51.0026
2023-01-16,51.0026
2023-01-17,51.0026
2023-01-18,51.0026
2023-01-19,51.0026
2023-01-20,51.0026
2023-01-21,51.0026
2023-01-22,51.0026
2023-01-23,51.0026
2023-01-24,51.0026
2023-01-25,51.0026
2023-01-26,51.0026
2023-01-27,51.0026
2023-01-28,51.0026
2023-01-29,51.0026
2023-01-30,51.0026
2023-01-31,51.0026
2023-02-01,51.0026
2023-02-02,51.0026
2023-02-03,51.0026
2023-02-04,51.0026
2023-02-05,51.0026
2023-02-06,51.0026
2023-02-07,51.0026
2023-02-08,51.0026
2023-02-09,51.0026
2023-02-10,51.0026
2023-02-11,51.0026
2023-02-12,51.0026
2023-02-13,51.0026
2023-02-14,51.0026
2023-02-15,51.0026
2023-02-16,51.0026
2023-02-17,51.0026
2023-02-18,51.0026
2023-02-19,51.0026
2023-02-20,51.0026
2023-02-21,51.0026
2023-02-22,51.0026
2023-02-23,51.0026
2023-02-24,51.0026
2023-02-25,51.0026
2023-02-26,51.0026
2023-02-27,51.0026
2023-02-28,51.0026
2023-03-01,51.0026
2023-03-02,51.0026
2023-03-03,51.0026
2023-03-04,51.0026
2023-03-05,51.0026
2023-03-06,51.0026
2023-03-07,51.0026
2023-03-08,51.0026
2023-03-09,51.0026
2023-03-10,51.0026
