,TMX US Equity
2021-09-29,41.5769
2021-09-30,40.2015
2021-10-01,38.425
2021-10-02,38.425
2021-10-03,38.425
2021-10-04,36.8081
2021-10-05,38.1542
2021-10-06,37.4188
2021-10-07,37.7946
2021-10-08,36.9677
2021-10-09,36.9677
2021-10-10,36.9677
2021-10-11,35.3243
2021-10-12,38.678
2021-10-13,38.5604
2021-10-14,39.9571
2021-10-15,39.7047
2021-10-16,39.7047
2021-10-17,39.7047
2021-10-18,42.052
2021-10-19,44.4341
2021-10-20,43.3995
2021-10-21,43.983
2021-10-22,43.0364
2021-10-23,43.0364
2021-10-24,43.0364
2021-10-25,44.3505
2021-10-26,42.6633
2021-10-27,40.1566
2021-10-28,39.998
2021-10-29,42.5405
2021-10-30,42.5405
2021-10-31,42.5405
2021-11-01,44.0865
2021-11-02,43.7009
2021-11-03,44.2443
2021-11-04,46.164
2021-11-05,43.6455
2021-11-06,43.6455
2021-11-07,43.6455
2021-11-08,42.8104
2021-11-09,42.6295
2021-11-10,44.839
2021-11-11,44.1987
2021-11-12,44.281
2021-11-13,44.281
2021-11-14,44.281
2021-11-15,42.9696
2021-11-16,46.1846
2021-11-17,44.8761
2021-11-18,41.7101
2021-11-19,41.1159
2021-11-20,41.1159
2021-11-21,41.1159
2021-11-22,40.4893
2021-11-23,41.4562
2021-11-24,42.8105
2021-11-25,42.8105
2021-11-26,41.9999
2021-11-27,41.9999
2021-11-28,41.9999
2021-11-29,39.6396
2021-11-30,35.8299
2021-12-01,33.4158
2021-12-02,39.3201
2021-12-03,38.1776
2021-12-04,38.1776
2021-12-05,38.1776
2021-12-06,40.5847
2021-12-07,40.9683
2021-12-08,41.5923
2021-12-09,40.2445
2021-12-10,39.7818
2021-12-11,39.7818
2021-12-12,39.7818
2021-12-13,39.588
2021-12-14,59.3292
2021-12-15,54.0436
2021-12-16,57.086
2021-12-17,57.6848
2021-12-18,57.6848
2021-12-19,57.6848
2021-12-20,57.9978
2021-12-21,59.7494
2021-12-22,57.6979
2021-12-23,57.738
2021-12-24,57.738
2021-12-25,57.738
2021-12-26,57.738
2021-12-27,59.1959
2021-12-28,59.3746
2021-12-29,59.1958
2021-12-30,58.7988
2021-12-31,59.3412
2022-01-01,59.3412
2022-01-02,59.3412
2022-01-03,59.7143
2022-01-04,57.8725
2022-01-05,54.3438
2022-01-06,53.3288
2022-01-07,53.9641
2022-01-08,53.9641
2022-01-09,53.9641
2022-01-10,53.3927
2022-01-11,54.3404
2022-01-12,55.2554
2022-01-13,53.4202
2022-01-14,51.0608
2022-01-15,51.0608
2022-01-16,51.0608
2022-01-17,51.0608
2022-01-18,49.1326
2022-01-19,49.251
2022-01-20,52.0772
2022-01-21,50.3029
2022-01-22,50.3029
2022-01-23,50.3029
2022-01-24,51.4995
2022-01-25,48.2115
2022-01-26,46.7613
2022-01-27,48.3102
2022-01-28,50.4331
2022-01-29,50.4331
2022-01-30,50.4331
2022-01-31,52.2692
2022-02-01,52.4053
2022-02-02,53.0971
2022-02-03,52.5597
2022-02-04,51.6687
2022-02-05,51.6687
2022-02-06,51.6687
2022-02-07,51.061
2022-02-08,51.923
2022-02-09,52.4796
2022-02-10,51.0199
2022-02-11,50.5463
2022-02-12,50.5463
2022-02-13,50.5463
2022-02-14,49.0658
2022-02-15,51.0545
2022-02-16,50.6729
2022-02-17,49.3208
2022-02-18,48.8369
2022-02-19,48.8369
2022-02-20,48.8369
2022-02-21,48.8369
2022-02-22,47.7974
2022-02-23,46.0076
2022-02-24,46.5544
2022-02-25,50.722
2022-02-26,50.722
2022-02-27,50.722
2022-02-28,50.434
2022-03-01,53.6343
2022-03-02,56.7103
2022-03-03,50.6296
2022-03-04,47.2736
2022-03-05,47.2736
2022-03-06,47.2736
2022-03-07,44.2908
2022-03-08,40.7152
2022-03-09,46.154
2022-03-10,45.6458
2022-03-11,44.8909
2022-03-12,44.8909
2022-03-13,44.8909
2022-03-14,44.5956
2022-03-15,52.4209
2022-03-16,54.5942
2022-03-17,55.3929
2022-03-18,57.4369
2022-03-19,57.4369
2022-03-20,57.4369
2022-03-21,55.7134
2022-03-22,56.3902
2022-03-23,55.5125
2022-03-24,57.0302
2022-03-25,58.8047
2022-03-26,58.8047
2022-03-27,58.8047
2022-03-28,58.1167
2022-03-29,58.8316
2022-03-30,58.1164
2022-03-31,56.5999
2022-04-01,56.3515
2022-04-02,56.3515
2022-04-03,56.3515
2022-04-04,56.3763
2022-04-05,56.7819
2022-04-06,57.7224
2022-04-07,57.7481
2022-04-08,56.4347
2022-04-09,56.4347
2022-04-10,56.4347
2022-04-11,56.5452
2022-04-12,56.7439
2022-04-13,57.0342
2022-04-14,57.0938
2022-04-15,57.0938
2022-04-16,57.0938
2022-04-17,57.0938
2022-04-18,54.965
2022-04-19,54.3055
2022-04-20,53.4087
2022-04-21,56.6001
2022-04-22,56.3581
2022-04-23,56.3581
2022-04-24,56.3581
2022-04-25,57.2407
2022-04-26,49.6048
2022-04-27,53.2967
2022-04-28,57.7225
2022-04-29,54.1713
2022-04-30,54.1713
2022-05-01,54.1713
2022-05-02,54.4637
2022-05-03,53.6586
2022-05-04,53.7435
2022-05-05,52.8424
2022-05-06,48.1413
2022-05-07,48.1413
2022-05-08,48.1413
2022-05-09,45.9969
2022-05-10,44.6346
2022-05-11,43.6641
2022-05-12,43.6983
2022-05-13,46.2651
2022-05-14,46.2651
2022-05-15,46.2651
2022-05-16,45.1719
2022-05-17,49.7686
2022-05-18,43.5358
2022-05-19,43.9576
2022-05-20,43.1012
2022-05-21,43.1012
2022-05-22,43.1012
2022-05-23,46.9614
2022-05-24,45.488
2022-05-25,45.9557
2022-05-26,46.8695
2022-05-27,51.0154
2022-05-28,51.0154
2022-05-29,51.0154
2022-05-30,51.0154
2022-05-31,48.8845
2022-06-01,47.442
2022-06-02,48.3547
2022-06-03,47.8339
2022-06-04,47.8339
2022-06-05,47.8339
2022-06-06,49.33
2022-06-07,51.1354
2022-06-08,47.974
2022-06-09,46.148
2022-06-10,43.8313
2022-06-11,43.8313
2022-06-12,43.8313
2022-06-13,40.8846
2022-06-14,38.9525
2022-06-15,40.3651
2022-06-16,38.8418
2022-06-17,38.5293
2022-06-18,38.5293
2022-06-19,38.5293
2022-06-20,38.5293
2022-06-21,41.1325
2022-06-22,41.8222
2022-06-23,45.4981
2022-06-24,47.0659
2022-06-25,47.0659
2022-06-26,47.0659
2022-06-27,48.3123
2022-06-28,45.6172
2022-06-29,46.0541
2022-06-30,45.4404
2022-07-01,46.1823
2022-07-02,46.1823
2022-07-03,46.1823
2022-07-04,46.1823
2022-07-05,47.0137
2022-07-06,47.9319
2022-07-07,48.905
2022-07-08,48.601
2022-07-09,48.601
2022-07-10,48.601
2022-07-11,48.3466
2022-07-12,47.5739
2022-07-13,47.1694
2022-07-14,46.3256
2022-07-15,49.7865
2022-07-16,49.7865
2022-07-17,49.7865
2022-07-18,49.9719
2022-07-19,51.6344
2022-07-20,50.8573
2022-07-21,51.9483
2022-07-22,51.8802
2022-07-23,51.8802
2022-07-24,51.8802
2022-07-25,51.2205
2022-07-26,49.7063
2022-07-27,51.0336
2022-07-28,55.2042
2022-07-29,57.6719
2022-07-30,57.6719
2022-07-31,57.6719
2022-08-01,57.9172
2022-08-02,58.1956
2022-08-03,59.3907
2022-08-04,59.613
2022-08-05,57.4189
2022-08-06,57.4189
2022-08-07,57.4189
2022-08-08,57.177
2022-08-09,57.0527
2022-08-10,59.7391
2022-08-11,55.0927
2022-08-12,55.5551
2022-08-13,55.5551
2022-08-14,55.5551
2022-08-15,56.0853
2022-08-16,56.868
2022-08-17,56.5344
2022-08-18,55.3587
2022-08-19,53.1926
2022-08-20,53.1926
2022-08-21,53.1926
2022-08-22,51.5013
2022-08-23,50.6109
2022-08-24,51.5528
2022-08-25,53.7429
2022-08-26,49.893
2022-08-27,49.893
2022-08-28,49.893
2022-08-29,47.6802
2022-08-30,47.9498
2022-08-31,47.3014
2022-09-01,45.4981
2022-09-02,45.9578
2022-09-03,45.9578
2022-09-04,45.9578
2022-09-05,45.9578
2022-09-06,48.6076
2022-09-07,51.3775
2022-09-08,53.166
2022-09-09,55.2437
2022-09-10,55.2437
2022-09-11,55.2437
2022-09-12,56.4559
2022-09-13,52.1515
2022-09-14,50.9712
2022-09-15,48.1528
2022-09-16,46.7814
2022-09-17,46.7814
2022-09-18,46.7814
2022-09-19,47.1988
2022-09-20,43.9267
2022-09-21,43.0104
2022-09-22,40.9488
2022-09-23,38.2147
2022-09-24,38.2147
2022-09-25,38.2147
2022-09-26,36.1621
2022-09-27,33.6818
2022-09-28,33.4017
2022-09-29,35.6583
2022-09-30,36.6636
2022-10-01,36.6636
2022-10-02,36.6636
2022-10-03,38.5266
2022-10-04,46.6131
2022-10-05,45.0002
2022-10-06,41.9938
2022-10-07,40.6141
2022-10-08,40.6141
2022-10-09,40.6141
2022-10-10,39.3014
2022-10-11,38.8682
2022-10-12,38.8682
2022-10-13,38.8682
2022-10-14,38.8682
2022-10-15,38.8682
2022-10-16,38.8682
2022-10-17,38.8682
2022-10-18,38.8682
2022-10-19,38.8682
2022-10-20,38.8682
2022-10-21,38.8682
2022-10-22,38.8682
2022-10-23,38.8682
2022-10-24,38.8682
2022-10-25,38.8682
2022-10-26,38.8682
2022-10-27,38.8682
2022-10-28,38.8682
2022-10-29,38.8682
2022-10-30,38.8682
2022-10-31,38.8682
2022-11-01,38.8682
2022-11-02,38.8682
2022-11-03,38.8682
2022-11-04,38.8682
2022-11-05,38.8682
2022-11-06,38.8682
2022-11-07,38.8682
2022-11-08,38.8682
2022-11-09,38.8682
2022-11-10,38.8682
2022-11-11,38.8682
2022-11-12,38.8682
2022-11-13,38.8682
2022-11-14,38.8682
2022-11-15,38.8682
2022-11-16,38.8682
2022-11-17,38.8682
2022-11-18,38.8682
2022-11-19,38.8682
2022-11-20,38.8682
2022-11-21,38.8682
2022-11-22,38.8682
2022-11-23,38.8682
2022-11-24,38.8682
2022-11-25,38.8682
2022-11-26,38.8682
2022-11-27,38.8682
2022-11-28,38.8682
2022-11-29,38.8682
2022-11-30,38.8682
2022-12-01,38.8682
2022-12-02,38.8682
2022-12-03,38.8682
2022-12-04,38.8682
2022-12-05,38.8682
2022-12-06,38.8682
2022-12-07,38.8682
2022-12-08,38.8682
2022-12-09,38.8682
2022-12-10,38.8682
2022-12-11,38.8682
2022-12-12,38.8682
2022-12-13,38.8682
2022-12-14,38.8682
2022-12-15,38.8682
2022-12-16,38.8682
2022-12-17,38.8682
2022-12-18,38.8682
2022-12-19,38.8682
2022-12-20,38.8682
2022-12-21,38.8682
2022-12-22,38.8682
2022-12-23,38.8682
2022-12-24,38.8682
2022-12-25,38.8682
2022-12-26,38.8682
2022-12-27,38.8682
2022-12-28,38.8682
2022-12-29,38.8682
2022-12-30,38.8682
2022-12-31,38.8682
2023-01-01,38.8682
2023-01-02,38.8682
2023-01-03,38.8682
2023-01-04,38.8682
2023-01-05,38.8682
2023-01-06,38.8682
2023-01-07,38.8682
2023-01-08,38.8682
2023-01-09,38.8682
2023-01-10,38.8682
2023-01-11,38.8682
2023-01-12,38.8682
2023-01-13,38.8682
2023-01-14,38.8682
2023-01-15,38.8682
2023-01-16,38.8682
2023-01-17,38.8682
2023-01-18,38.8682
2023-01-19,38.8682
2023-01-20,38.8682
2023-01-21,38.8682
2023-01-22,38.8682
2023-01-23,38.8682
2023-01-24,38.8682
2023-01-25,38.8682
2023-01-26,38.8682
2023-01-27,38.8682
2023-01-28,38.8682
2023-01-29,38.8682
2023-01-30,38.8682
2023-01-31,38.8682
2023-02-01,38.8682
2023-02-02,38.8682
2023-02-03,38.8682
2023-02-04,38.8682
2023-02-05,38.8682
2023-02-06,38.8682
2023-02-07,38.8682
2023-02-08,38.8682
2023-02-09,38.8682
2023-02-10,38.8682
2023-02-11,38.8682
2023-02-12,38.8682
2023-02-13,38.8682
2023-02-14,38.8682
2023-02-15,38.8682
2023-02-16,38.8682
2023-02-17,38.8682
2023-02-18,38.8682
2023-02-19,38.8682
2023-02-20,38.8682
2023-02-21,38.8682
2023-02-22,38.8682
2023-02-23,38.8682
2023-02-24,38.8682
2023-02-25,38.8682
2023-02-26,38.8682
2023-02-27,38.8682
2023-02-28,38.8682
2023-03-01,38.8682
2023-03-02,38.8682
2023-03-03,38.8682
2023-03-04,38.8682
2023-03-05,38.8682
2023-03-06,38.8682
2023-03-07,38.8682
2023-03-08,38.8682
2023-03-09,38.8682
2023-03-10,38.8682
2023-03-11,38.8682
2023-03-12,38.8682
2023-03-13,38.8682
2023-03-14,38.8682
2023-03-15,38.8682
2023-03-16,38.8682
2023-03-17,38.8682
2023-03-18,38.8682
2023-03-19,38.8682
