,TMX US Equity
,RSI_30D
2020-01-01,30.7588
2020-01-02,30.7295
2020-01-03,30.4001
2020-01-04,30.4001
2020-01-05,30.4001
2020-01-06,30.3237
2020-01-07,29.5253
2020-01-08,27.2949
2020-01-09,29.2788
2020-01-10,29.2199
2020-01-11,29.2199
2020-01-12,29.2199
2020-01-13,30.486
2020-01-14,29.7776
2020-01-15,29.1089
2020-01-16,30.0536
2020-01-17,30.892
2020-01-18,30.892
2020-01-19,30.892
2020-01-20,30.892
2020-01-21,29.322
2020-01-22,35.3669
2020-01-23,34.91
2020-01-24,34.2149
2020-01-25,34.2149
2020-01-26,34.2149
2020-01-27,34.9901
2020-01-28,34.6826
2020-01-29,34.2929
2020-01-30,34.4073
2020-01-31,33.0201
2020-02-01,33.0201
2020-02-02,33.0201
2020-02-03,35.0705
2020-02-04,34.9036
2020-02-05,34.818
2020-02-06,32.8967
2020-02-07,31.9646
2020-02-08,31.9646
2020-02-09,31.9646
2020-02-10,33.7415
2020-02-11,35.9936
2020-02-12,36.7874
2020-02-13,39.7259
2020-02-14,42.0718
2020-02-15,42.0718
2020-02-16,42.0718
2020-02-17,42.0718
2020-02-18,40.008
2020-02-19,42.3279
2020-02-20,43.6119
2020-02-21,44.442
2020-02-22,44.442
2020-02-23,44.442
2020-02-24,41.9909
2020-02-25,39.9824
2020-02-26,34.4663
2020-02-27,45.4097
2020-02-28,42.127
2020-02-29,42.127
2020-03-01,42.127
2020-03-02,47.1724
2020-03-03,44.272
2020-03-04,45.2222
2020-03-05,43.4872
2020-03-06,44.2327
2020-03-07,44.2327
2020-03-08,44.2327
2020-03-09,40.0172
2020-03-10,40.6333
2020-03-11,37.7915
2020-03-12,34.9471
2020-03-13,34.2766
2020-03-14,34.2766
2020-03-15,34.2766
2020-03-16,30.7448
2020-03-17,31.1107
2020-03-18,25.317
2020-03-19,32.7259
2020-03-20,34.5228
2020-03-21,34.5228
2020-03-22,34.5228
2020-03-23,33.8888
2020-03-24,35.2513
2020-03-25,34.3759
2020-03-26,37.6361
2020-03-27,39.3635
2020-03-28,39.3635
2020-03-29,39.3635
2020-03-30,39.2822
2020-03-31,39.7051
2020-04-01,37.8326
2020-04-02,38.3843
2020-04-03,37.2293
2020-04-04,37.2293
2020-04-05,37.2293
2020-04-06,39.5526
2020-04-07,39.2053
2020-04-08,39.1798
2020-04-09,41.8335
2020-04-10,41.8335
2020-04-11,41.8335
2020-04-12,41.8335
2020-04-13,41.191
2020-04-14,44.3692
2020-04-15,43.6473
2020-04-16,44.3035
2020-04-17,45.4857
2020-04-18,45.4857
2020-04-19,45.4857
2020-04-20,44.5084
2020-04-21,44.4144
2020-04-22,44.5154
2020-04-23,44.8885
2020-04-24,46.8993
2020-04-25,46.8993
2020-04-26,46.8993
2020-04-27,49.7079
2020-04-28,53.0724
2020-04-29,56.4953
2020-04-30,55.1844
2020-05-01,53.4853
2020-05-02,53.4853
2020-05-03,53.4853
2020-05-04,54.0223
2020-05-05,53.3656
2020-05-06,51.6097
2020-05-07,40.6229
2020-05-08,48.1244
2020-05-09,48.1244
2020-05-10,48.1244
2020-05-11,45.9118
2020-05-12,44.8394
2020-05-13,43.7467
2020-05-14,44.507
2020-05-15,44.9381
2020-05-16,44.9381
2020-05-17,44.9381
2020-05-18,46.9921
2020-05-19,46.2257
2020-05-20,47.1783
2020-05-21,48.5619
2020-05-22,48.4465
2020-05-23,48.4465
2020-05-24,48.4465
2020-05-25,48.4465
2020-05-26,49.9685
2020-05-27,51.1589
2020-05-28,52.245
2020-05-29,54.0687
2020-05-30,54.0687
2020-05-31,54.0687
2020-06-01,53.6649
2020-06-02,54.1081
2020-06-03,55.1727
2020-06-04,55.0443
2020-06-05,52.6534
2020-06-06,52.6534
2020-06-07,52.6534
2020-06-08,54.9097
2020-06-09,53.6854
2020-06-10,52.755
2020-06-11,57.7646
2020-06-12,57.127
2020-06-13,57.127
2020-06-14,57.127
2020-06-15,56.1741
2020-06-16,57.0017
2020-06-17,56.9059
2020-06-18,56.9956
2020-06-19,56.67
2020-06-20,56.67
2020-06-21,56.67
2020-06-22,55.9061
2020-06-23,55.467
2020-06-24,53.8423
2020-06-25,55.4851
2020-06-26,55.5196
2020-06-27,55.5196
2020-06-28,55.5196
2020-06-29,56.7835
2020-06-30,56.3074
2020-07-01,56.7716
2020-07-02,56.5564
2020-07-03,56.5564
2020-07-04,56.5564
2020-07-05,56.5564
2020-07-06,57.1354
2020-07-07,57.4945
2020-07-08,57.0521
2020-07-09,56.1062
2020-07-10,57.2666
2020-07-11,57.2666
2020-07-12,57.2666
2020-07-13,55.7422
2020-07-14,56.5401
2020-07-15,59.203
2020-07-16,59.3965
2020-07-17,59.8301
2020-07-18,59.8301
2020-07-19,59.8301
2020-07-20,60.3282
2020-07-21,59.7458
2020-07-22,59.7669
2020-07-23,59.0608
2020-07-24,58.0608
2020-07-25,58.0608
2020-07-26,58.0608
2020-07-27,59.7439
2020-07-28,59.8565
2020-07-29,63.0434
2020-07-30,65.2282
2020-07-31,65.3582
2020-08-01,65.3582
2020-08-02,65.3582
2020-08-03,65.9049
2020-08-04,66.0006
2020-08-05,66.6399
2020-08-06,67.8343
2020-08-07,64.1746
2020-08-08,64.1746
2020-08-09,64.1746
2020-08-10,64.1952
2020-08-11,64.7818
2020-08-12,64.392
2020-08-13,63.0192
2020-08-14,61.6212
2020-08-15,61.6212
2020-08-16,61.6212
2020-08-17,61.231
2020-08-18,58.952
2020-08-19,57.3065
2020-08-20,58.2651
2020-08-21,57.5019
2020-08-22,57.5019
2020-08-23,57.5019
2020-08-24,57.424
2020-08-25,58.2997
2020-08-26,57.0852
2020-08-27,58.5731
2020-08-28,59.9799
2020-08-29,59.9799
2020-08-30,59.9799
2020-08-31,56.765
2020-09-01,54.7662
2020-09-02,63.5908
2020-09-03,57.1265
2020-09-04,58.8229
2020-09-05,58.8229
2020-09-06,58.8229
2020-09-07,58.8229
2020-09-08,55.6178
2020-09-09,56.4438
2020-09-10,53.3348
2020-09-11,53.6497
2020-09-12,53.6497
2020-09-13,53.6497
2020-09-14,55.2831
2020-09-15,53.5603
2020-09-16,54.2486
2020-09-17,53.2857
2020-09-18,51.4811
2020-09-19,51.4811
2020-09-20,51.4811
2020-09-21,50.3061
2020-09-22,50.9132
2020-09-23,49.8536
2020-09-24,51.654
2020-09-25,54.3058
2020-09-26,54.3058
2020-09-27,54.3058
2020-09-28,56.5727
2020-09-29,53.697
2020-09-30,52.1544
2020-10-01,53.6838
2020-10-02,54.7561
2020-10-03,54.7561
2020-10-04,54.7561
2020-10-05,57.2782
2020-10-06,58.2326
2020-10-07,58.7545
2020-10-08,59.0766
2020-10-09,61.1605
2020-10-10,61.1605
2020-10-11,61.1605
2020-10-12,62.2717
2020-10-13,63.8755
2020-10-14,65.4345
2020-10-15,66.9471
2020-10-16,68.126
2020-10-17,68.126
2020-10-18,68.126
2020-10-19,66.9462
2020-10-20,67.6702
2020-10-21,66.2443
2020-10-22,66.9087
2020-10-23,67.5875
2020-10-24,67.5875
2020-10-25,67.5875
2020-10-26,66.6446
2020-10-27,67.3129
2020-10-28,65.6717
2020-10-29,65.944
2020-10-30,64.2406
2020-10-31,64.2406
2020-11-01,64.2406
2020-11-02,62.8803
2020-11-03,66.0716
2020-11-04,67.4402
2020-11-05,68.0584
2020-11-06,66.4674
2020-11-07,66.4674
2020-11-08,66.4674
2020-11-09,58.298
2020-11-10,59.2382
2020-11-11,62.9862
2020-11-12,62.8854
2020-11-13,64.6232
2020-11-14,64.6232
2020-11-15,64.6232
2020-11-16,65.3029
2020-11-17,62.5734
2020-11-18,61.2656
2020-11-19,64.0923
2020-11-20,63.7534
2020-11-21,63.7534
2020-11-22,63.7534
2020-11-23,65.2002
2020-11-24,64.361
2020-11-25,61.3323
2020-11-26,61.3323
2020-11-27,61.4588
2020-11-28,61.4588
2020-11-29,61.4588
2020-11-30,58.8692
2020-12-01,62.0894
2020-12-02,57.6363
2020-12-03,58.9593
2020-12-04,59.9051
2020-12-05,59.9051
2020-12-06,59.9051
2020-12-07,60.9178
2020-12-08,59.7929
2020-12-09,58.8868
2020-12-10,58.4758
2020-12-11,57.9608
2020-12-12,57.9608
2020-12-13,57.9608
2020-12-14,57.1794
2020-12-15,59.949
2020-12-16,56.7577
2020-12-17,60.0978
2020-12-18,61.0199
2020-12-19,61.0199
2020-12-20,61.0199
2020-12-21,59.3795
2020-12-22,59.7668
2020-12-23,60.0296
2020-12-24,58.967
2020-12-25,58.967
2020-12-26,58.967
2020-12-27,58.967
2020-12-28,57.1994
2020-12-29,54.989
2020-12-30,56.9556
2020-12-31,57.72
2021-01-01,57.72
2021-01-02,57.72
2021-01-03,57.72
2021-01-04,53.5399
2021-01-05,56.1715
2021-01-06,59.8218
2021-01-07,60.8788
2021-01-08,61.8199
2021-01-09,61.8199
2021-01-10,61.8199
2021-01-11,62.134
2021-01-12,64.01
2021-01-13,60.2894
2021-01-14,56.5708
2021-01-15,56.4034
2021-01-16,56.4034
2021-01-17,56.4034
2021-01-18,56.4034
2021-01-19,56.4478
2021-01-20,57.2812
2021-01-21,58.0222
2021-01-22,51.2498
2021-01-23,51.2498
2021-01-24,51.2498
2021-01-25,48.2979
2021-01-26,47.4926
2021-01-27,44.7162
2021-01-28,47.7506
2021-01-29,45.5491
2021-01-30,45.5491
2021-01-31,45.5491
2021-02-01,46.6363
2021-02-02,48.428
2021-02-03,46.7812
2021-02-04,49.3018
2021-02-05,47.1236
2021-02-06,47.1236
2021-02-07,47.1236
2021-02-08,48.3972
2021-02-09,49.1249
2021-02-10,51.0373
2021-02-11,51.106
2021-02-12,51.3883
2021-02-13,51.3883
2021-02-14,51.3883
2021-02-15,51.3883
2021-02-16,51.4125
2021-02-17,52.6553
2021-02-18,51.04
2021-02-19,50.2299
2021-02-20,50.2299
2021-02-21,50.2299
2021-02-22,48.5582
2021-02-23,49.4155
2021-02-24,46.274
2021-02-25,42.2797
2021-02-26,39.9352
2021-02-27,39.9352
2021-02-28,39.9352
2021-03-01,42.5919
2021-03-02,42.5716
2021-03-03,41.87
2021-03-04,41.7653
2021-03-05,45.5674
2021-03-06,45.5674
2021-03-07,45.5674
2021-03-08,45.228
2021-03-09,47.286
2021-03-10,49.7775
2021-03-11,54.4812
2021-03-12,54.047
2021-03-13,54.047
2021-03-14,54.047
2021-03-15,53.6308
2021-03-16,51.3552
2021-03-17,50.2402
2021-03-18,50.9984
2021-03-19,53.0513
2021-03-20,53.0513
2021-03-21,53.0513
2021-03-22,50.2889
2021-03-23,47.1655
2021-03-24,47.2666
2021-03-25,49.4681
2021-03-26,50.2253
2021-03-27,50.2253
2021-03-28,50.2253
2021-03-29,44.7236
2021-03-30,46.5219
2021-03-31,47.8444
2021-04-01,50.0292
2021-04-02,50.0292
2021-04-03,50.0292
2021-04-04,50.0292
2021-04-05,50.0062
2021-04-06,50.3611
2021-04-07,48.6002
2021-04-08,48.8502
2021-04-09,49.3851
2021-04-10,49.3851
2021-04-11,49.3851
2021-04-12,50.4819
2021-04-13,48.8273
2021-04-14,49.434
2021-04-15,50.5158
2021-04-16,50.7286
2021-04-17,50.7286
2021-04-18,50.7286
2021-04-19,49.4367
2021-04-20,48.326
2021-04-21,48.9053
2021-04-22,49.6641
2021-04-23,51.4983
2021-04-24,51.4983
2021-04-25,51.4983
2021-04-26,50.8691
2021-04-27,51.2214
2021-04-28,54.2476
2021-04-29,56.3424
2021-04-30,56.5226
2021-05-01,56.5226
2021-05-02,56.5226
2021-05-03,57.659
2021-05-04,55.9736
2021-05-05,55.2575
2021-05-06,49.5436
2021-05-07,52.7993
2021-05-08,52.7993
2021-05-09,52.7993
2021-05-10,51.2343
2021-05-11,47.4114
2021-05-12,43.9474
2021-05-13,46.0021
2021-05-14,49.467
2021-05-15,49.467
2021-05-16,49.467
2021-05-17,49.9951
2021-05-18,49.4352
2021-05-19,49.8839
2021-05-20,50.525
2021-05-21,50.3584
2021-05-22,50.3584
2021-05-23,50.3584
2021-05-24,49.8763
2021-05-25,48.6576
2021-05-26,49.5474
2021-05-27,51.4058
2021-05-28,51.5213
2021-05-29,51.5213
2021-05-30,51.5213
2021-05-31,51.5213
2021-06-01,51.6402
2021-06-02,49.8999
2021-06-03,48.6659
2021-06-04,50.6237
2021-06-05,50.6237
2021-06-06,50.6237
2021-06-07,52.2933
2021-06-08,54.8763
2021-06-09,55.0998
2021-06-10,55.1859
2021-06-11,55.5388
2021-06-12,55.5388
2021-06-13,55.5388
2021-06-14,54.5029
2021-06-15,52.6874
2021-06-16,52.5065
2021-06-17,53.3027
2021-06-18,50.0477
2021-06-19,50.0477
2021-06-20,50.0477
2021-06-21,53.1396
2021-06-22,52.4959
2021-06-23,50.4586
2021-06-24,50.3889
2021-06-25,48.5155
2021-06-26,48.5155
2021-06-27,48.5155
2021-06-28,45.7768
2021-06-29,45.4922
2021-06-30,44.788
2021-07-01,49.9601
2021-07-02,50.4672
2021-07-03,50.4672
2021-07-04,50.4672
2021-07-05,50.4672
2021-07-06,50.8791
2021-07-07,52.6445
2021-07-08,50.1012
2021-07-09,51.7977
2021-07-10,51.7977
2021-07-11,51.7977
2021-07-12,53.2129
2021-07-13,49.4738
2021-07-14,49.7809
2021-07-15,49.6422
2021-07-16,52.1587
2021-07-17,52.1587
2021-07-18,52.1587
2021-07-19,50.6521
2021-07-20,56.664
2021-07-21,57.4072
2021-07-22,58.5776
2021-07-23,60.9525
2021-07-24,60.9525
2021-07-25,60.9525
2021-07-26,61.0278
2021-07-27,60.345
2021-07-28,58.5511
2021-07-29,59.654
2021-07-30,58.408
2021-07-31,58.408
2021-08-01,58.408
2021-08-02,56.2893
2021-08-03,54.8412
2021-08-04,54.6498
2021-08-05,41.114
2021-08-06,39.1349
2021-08-07,39.1349
2021-08-08,39.1349
2021-08-09,35.6982
2021-08-10,34.8254
2021-08-11,33.9141
2021-08-12,32.5492
2021-08-13,31.8279
2021-08-14,31.8279
2021-08-15,31.8279
2021-08-16,31.9729
2021-08-17,34.4615
2021-08-18,33.1
2021-08-19,32.6727
2021-08-20,33.3404
2021-08-21,33.3404
2021-08-22,33.3404
2021-08-23,32.7615
2021-08-24,33.6457
2021-08-25,33.0591
2021-08-26,32.6276
2021-08-27,34.5947
2021-08-28,34.5947
2021-08-29,34.5947
2021-08-30,34.1942
2021-08-31,33.9588
2021-09-01,34.0015
2021-09-02,36.6317
2021-09-03,36.8835
2021-09-04,36.8835
2021-09-05,36.8835
2021-09-06,36.8835
2021-09-07,38.0715
2021-09-08,45.8644
2021-09-09,46.1353
2021-09-10,48.4383
2021-09-11,48.4383
2021-09-12,48.4383
2021-09-13,43.4776
2021-09-14,44.4692
2021-09-15,41.8134
2021-09-16,43.925
2021-09-17,43.6689
2021-09-18,43.6689
2021-09-19,43.6689
2021-09-20,46.0762
2021-09-21,46.5551
2021-09-22,45.3063
2021-09-23,46.3971
2021-09-24,47.3516
2021-09-25,47.3516
2021-09-26,47.3516
2021-09-27,42.0851
2021-09-28,40.891
