,HII US Equity
2020-06-30,45.0145
2020-07-01,44.7495
2020-07-02,44.5282
2020-07-03,44.5282
2020-07-04,44.5282
2020-07-05,44.5282
2020-07-06,44.6059
2020-07-07,42.7968
2020-07-08,42.4984
2020-07-09,40.4861
2020-07-10,43.056
2020-07-11,43.056
2020-07-12,43.056
2020-07-13,44.2746
2020-07-14,45.3071
2020-07-15,47.6557
2020-07-16,48.7174
2020-07-17,49.4161
2020-07-18,49.4161
2020-07-19,49.4161
2020-07-20,47.4195
2020-07-21,48.2354
2020-07-22,48.9718
2020-07-23,49.5746
2020-07-24,47.8429
2020-07-25,47.8429
2020-07-26,47.8429
2020-07-27,46.1702
2020-07-28,47.0582
2020-07-29,47.5036
2020-07-30,47.0026
2020-07-31,46.4999
2020-08-01,46.4999
2020-08-02,46.4999
2020-08-03,47.3785
2020-08-04,46.506
2020-08-05,49.2609
2020-08-06,42.2909
2020-08-07,44.8835
2020-08-08,44.8835
2020-08-09,44.8835
2020-08-10,45.4944
2020-08-11,45.2455
2020-08-12,43.4255
2020-08-13,43.4089
2020-08-14,44.9063
2020-08-15,44.9063
2020-08-16,44.9063
2020-08-17,43.2754
2020-08-18,42.9358
2020-08-19,43.2124
2020-08-20,41.802
2020-08-21,41.408
2020-08-22,41.408
2020-08-23,41.408
2020-08-24,43.5546
2020-08-25,42.0984
2020-08-26,39.9451
2020-08-27,40.3103
2020-08-28,39.8863
2020-08-29,39.8863
2020-08-30,39.8863
2020-08-31,39.4744
2020-09-01,38.9476
2020-09-02,39.6616
2020-09-03,39.0913
2020-09-04,37.8952
2020-09-05,37.8952
2020-09-06,37.8952
2020-09-07,37.8952
2020-09-08,35.4249
2020-09-09,35.2553
2020-09-10,33.818
2020-09-11,40.626
2020-09-12,40.626
2020-09-13,40.626
2020-09-14,40.3791
2020-09-15,39.6626
2020-09-16,41.4779
2020-09-17,43.2314
2020-09-18,42.53
2020-09-19,42.53
2020-09-20,42.53
2020-09-21,40.0149
2020-09-22,39.8809
2020-09-23,37.9842
2020-09-24,38.028
2020-09-25,39.3055
2020-09-26,39.3055
2020-09-27,39.3055
2020-09-28,40.7017
2020-09-29,39.7508
2020-09-30,39.522
2020-10-01,39.1319
2020-10-02,42.3069
2020-10-03,42.3069
2020-10-04,42.3069
2020-10-05,43.9043
2020-10-06,44.4923
2020-10-07,45.0878
2020-10-08,46.3376
2020-10-09,46.5892
2020-10-10,46.5892
2020-10-11,46.5892
2020-10-12,46.2397
2020-10-13,45.579
2020-10-14,47.9641
2020-10-15,45.3014
2020-10-16,45.6543
2020-10-17,45.6543
2020-10-18,45.6543
2020-10-19,44.9608
2020-10-20,45.5694
2020-10-21,47.0587
2020-10-22,49.1999
2020-10-23,49.6584
2020-10-24,49.6584
2020-10-25,49.6584
2020-10-26,47.3289
2020-10-27,45.0779
2020-10-28,41.8301
2020-10-29,43.0982
2020-10-30,46.6891
2020-10-31,46.6891
2020-11-01,46.6891
2020-11-02,48.2036
2020-11-03,53.2381
2020-11-04,49.1139
2020-11-05,49.8231
2020-11-06,50.4199
2020-11-07,50.4199
2020-11-08,50.4199
2020-11-09,52.5069
2020-11-10,55.8051
2020-11-11,53.3948
2020-11-12,53.6845
2020-11-13,56.7921
2020-11-14,56.7921
2020-11-15,56.7921
2020-11-16,56.2576
2020-11-17,55.9382
2020-11-18,56.0555
2020-11-19,55.437
2020-11-20,52.8525
2020-11-21,52.8525
2020-11-22,52.8525
2020-11-23,56.6871
2020-11-24,59.7494
2020-11-25,56.705
2020-11-26,56.705
2020-11-27,56.0022
2020-11-28,56.0022
2020-11-29,56.0022
2020-11-30,53.0501
2020-12-01,55.4195
2020-12-02,54.5775
2020-12-03,54.8951
2020-12-04,57.0899
2020-12-05,57.0899
2020-12-06,57.0899
2020-12-07,58.3346
2020-12-08,59.1432
2020-12-09,60.0993
2020-12-10,60.6248
2020-12-11,62.2583
2020-12-12,62.2583
2020-12-13,62.2583
2020-12-14,60.0932
2020-12-15,60.6604
2020-12-16,59.4968
2020-12-17,56.2994
2020-12-18,55.6655
2020-12-19,55.6655
2020-12-20,55.6655
2020-12-21,52.5343
2020-12-22,51.4065
2020-12-23,53.2548
2020-12-24,52.4422
2020-12-25,52.4422
2020-12-26,52.4422
2020-12-27,52.4422
2020-12-28,53.3954
2020-12-29,53.166
2020-12-30,54.4459
2020-12-31,55.6858
2021-01-01,55.6858
2021-01-02,55.6858
2021-01-03,55.6858
2021-01-04,50.9324
2021-01-05,51.9293
2021-01-06,55.3012
2021-01-07,54.3981
2021-01-08,53.9206
2021-01-09,53.9206
2021-01-10,53.9206
2021-01-11,53.9913
2021-01-12,55.9064
2021-01-13,55.188
2021-01-14,55.6544
2021-01-15,55.2004
2021-01-16,55.2004
2021-01-17,55.2004
2021-01-18,55.2004
2021-01-19,54.4484
2021-01-20,52.7071
2021-01-21,51.4408
2021-01-22,52.0106
2021-01-23,52.0106
2021-01-24,52.0106
2021-01-25,51.0765
2021-01-26,46.7491
2021-01-27,48.6053
2021-01-28,47.679
2021-01-29,44.4407
2021-01-30,44.4407
2021-01-31,44.4407
2021-02-01,44.81
2021-02-02,46.3608
2021-02-03,47.6602
2021-02-04,47.7016
2021-02-05,49.8792
2021-02-06,49.8792
2021-02-07,49.8792
2021-02-08,50.7753
2021-02-09,52.5009
2021-02-10,52.9277
2021-02-11,55.0254
2021-02-12,58.8723
2021-02-13,58.8723
2021-02-14,58.8723
2021-02-15,58.8723
2021-02-16,57.9836
2021-02-17,60.0788
2021-02-18,60.0851
2021-02-19,62.3642
2021-02-20,62.3642
2021-02-21,62.3642
2021-02-22,66.8658
2021-02-23,63.0003
2021-02-24,63.8607
2021-02-25,60.6041
2021-02-26,54.9184
2021-02-27,54.9184
2021-02-28,54.9184
2021-03-01,56.3648
2021-03-02,57.0602
2021-03-03,58.5178
2021-03-04,56.3415
2021-03-05,59.7224
2021-03-06,59.7224
2021-03-07,59.7224
2021-03-08,62.3743
2021-03-09,58.0462
2021-03-10,59.3898
2021-03-11,60.3616
2021-03-12,62.6952
2021-03-13,62.6952
2021-03-14,62.6952
2021-03-15,64.0438
2021-03-16,61.7631
2021-03-17,62.9797
2021-03-18,63.2081
2021-03-19,62.3003
2021-03-20,62.3003
2021-03-21,62.3003
2021-03-22,61.403
2021-03-23,58.0663
2021-03-24,59.3797
2021-03-25,62.1744
2021-03-26,63.4783
2021-03-27,63.4783
2021-03-28,63.4783
2021-03-29,65.2041
2021-03-30,63.9463
2021-03-31,64.0228
2021-04-01,62.7831
2021-04-02,62.7831
2021-04-03,62.7831
2021-04-04,62.7831
2021-04-05,64.2719
2021-04-06,64.0909
2021-04-07,62.2458
2021-04-08,63.0038
2021-04-09,63.1133
2021-04-10,63.1133
2021-04-11,63.1133
2021-04-12,64.7099
2021-04-13,61.3795
2021-04-14,62.2145
2021-04-15,62.4551
2021-04-16,62.2125
2021-04-17,62.2125
2021-04-18,62.2125
2021-04-19,63.2016
2021-04-20,61.1284
2021-04-21,61.6638
2021-04-22,57.8093
2021-04-23,59.0759
2021-04-24,59.0759
2021-04-25,59.0759
2021-04-26,59.547
2021-04-27,59.8204
2021-04-28,61.3896
2021-04-29,62.8579
2021-04-30,62.2746
2021-05-01,62.2746
2021-05-02,62.2746
2021-05-03,63.783
2021-05-04,63.089
2021-05-05,61.6819
2021-05-06,64.6047
2021-05-07,63.391
2021-05-08,63.391
2021-05-09,63.391
2021-05-10,64.6304
2021-05-11,60.4745
2021-05-12,58.3469
2021-05-13,60.1323
2021-05-14,60.642
2021-05-15,60.642
2021-05-16,60.642
2021-05-17,60.9953
2021-05-18,58.0277
2021-05-19,57.8682
2021-05-20,57.3363
2021-05-21,58.0505
2021-05-22,58.0505
2021-05-23,58.0505
2021-05-24,59.4913
2021-05-25,55.943
2021-05-26,56.536
2021-05-27,59.07
2021-05-28,59.4327
2021-05-29,59.4327
2021-05-30,59.4327
2021-05-31,59.4327
2021-06-01,60.584
2021-06-02,61.0883
2021-06-03,62.1095
2021-06-04,63.0822
2021-06-05,63.0822
2021-06-06,63.0822
2021-06-07,62.1067
2021-06-08,62.9499
2021-06-09,61.2836
2021-06-10,60.9967
2021-06-11,61.1647
2021-06-12,61.1647
2021-06-13,61.1647
2021-06-14,59.8843
2021-06-15,60.0932
2021-06-16,56.6232
2021-06-17,51.7949
2021-06-18,48.1189
2021-06-19,48.1189
2021-06-20,48.1189
2021-06-21,52.6904
2021-06-22,51.5301
2021-06-23,49.8768
2021-06-24,51.0923
2021-06-25,52.7504
2021-06-26,52.7504
2021-06-27,52.7504
2021-06-28,51.0335
2021-06-29,48.47
2021-06-30,50.7157
2021-07-01,51.7584
2021-07-02,51.6132
2021-07-03,51.6132
2021-07-04,51.6132
2021-07-05,51.6132
2021-07-06,46.9835
2021-07-07,47.8001
2021-07-08,45.4518
2021-07-09,47.5814
2021-07-10,47.5814
2021-07-11,47.5814
2021-07-12,46.5051
2021-07-13,45.1048
2021-07-14,44.4231
2021-07-15,44.2295
2021-07-16,43.7783
2021-07-17,43.7783
2021-07-18,43.7783
2021-07-19,40.181
2021-07-20,46.5264
2021-07-21,47.9358
2021-07-22,46.1914
2021-07-23,47.3994
2021-07-24,47.3994
2021-07-25,47.3994
2021-07-26,48.4748
2021-07-27,47.9464
2021-07-28,48.2853
2021-07-29,50.1363
2021-07-30,48.5436
2021-07-31,48.5436
2021-08-01,48.5436
2021-08-02,47.2785
2021-08-03,48.0484
2021-08-04,45.1802
2021-08-05,47.4714
2021-08-06,49.3399
2021-08-07,49.3399
2021-08-08,49.3399
2021-08-09,48.999
2021-08-10,50.4242
2021-08-11,51.9514
2021-08-12,50.7804
2021-08-13,49.5371
2021-08-14,49.5371
2021-08-15,49.5371
2021-08-16,49.3838
2021-08-17,49.3173
2021-08-18,45.7343
2021-08-19,44.9756
2021-08-20,47.2778
2021-08-21,47.2778
2021-08-22,47.2778
2021-08-23,50.0138
2021-08-24,50.0633
2021-08-25,50.2163
2021-08-26,49.6363
2021-08-27,51.8752
2021-08-28,51.8752
2021-08-29,51.8752
2021-08-30,51.8924
2021-08-31,49.3015
2021-09-01,48.2657
2021-09-02,50.2275
2021-09-03,48.4855
2021-09-04,48.4855
2021-09-05,48.4855
2021-09-06,48.4855
2021-09-07,45.2315
2021-09-08,45.4723
2021-09-09,45.3404
2021-09-10,44.3825
2021-09-11,44.3825
2021-09-12,44.3825
2021-09-13,47.1925
2021-09-14,44.5089
2021-09-15,45.9366
2021-09-16,42.7069
2021-09-17,42.6392
2021-09-18,42.6392
2021-09-19,42.6392
2021-09-20,41.6075
2021-09-21,38.5495
2021-09-22,40.7949
2021-09-23,43.827
2021-09-24,44.6202
2021-09-25,44.6202
2021-09-26,44.6202
2021-09-27,46.2198
2021-09-28,45.7987
2021-09-29,46.5638
2021-09-30,43.1575
2021-10-01,44.2639
2021-10-02,44.2639
2021-10-03,44.2639
2021-10-04,45.1319
2021-10-05,45.0247
2021-10-06,46.8814
2021-10-07,52.3523
2021-10-08,55.1281
2021-10-09,55.1281
2021-10-10,55.1281
2021-10-11,58.2832
2021-10-12,59.1878
2021-10-13,55.3265
2021-10-14,55.6755
2021-10-15,57.1319
2021-10-16,57.1319
2021-10-17,57.1319
2021-10-18,54.3773
2021-10-19,55.7922
2021-10-20,57.3883
2021-10-21,56.8437
2021-10-22,58.0309
2021-10-23,58.0309
2021-10-24,58.0309
2021-10-25,57.6929
2021-10-26,50.6015
2021-10-27,49.2926
2021-10-28,50.7501
2021-10-29,49.3528
2021-10-30,49.3528
2021-10-31,49.3528
2021-11-01,48.8476
2021-11-02,47.1723
2021-11-03,47.2153
2021-11-04,41.2235
2021-11-05,43.548
2021-11-06,43.548
2021-11-07,43.548
2021-11-08,43.6416
2021-11-09,44.1812
2021-11-10,43.5344
2021-11-11,40.2872
2021-11-12,43.082
2021-11-13,43.082
2021-11-14,43.082
2021-11-15,42.0416
2021-11-16,40.721
2021-11-17,39.7145
2021-11-18,38.8015
2021-11-19,38.5509
2021-11-20,38.5509
2021-11-21,38.5509
2021-11-22,43.7902
2021-11-23,42.9426
2021-11-24,41.9133
2021-11-25,41.9133
2021-11-26,39.8788
2021-11-27,39.8788
2021-11-28,39.8788
2021-11-29,38.9347
2021-11-30,36.5064
2021-12-01,35.9934
2021-12-02,37.6597
2021-12-03,40.3556
2021-12-04,40.3556
2021-12-05,40.3556
2021-12-06,44.435
2021-12-07,43.6611
2021-12-08,45.0456
2021-12-09,44.7766
2021-12-10,44.7941
2021-12-11,44.7941
2021-12-12,44.7941
2021-12-13,46.0148
2021-12-14,45.154
2021-12-15,47.9646
2021-12-16,47.4319
2021-12-17,43.9979
2021-12-18,43.9979
2021-12-19,43.9979
2021-12-20,40.9878
2021-12-21,44.097
2021-12-22,42.2844
2021-12-23,43.8782
2021-12-24,43.8782
2021-12-25,43.8782
2021-12-26,43.8782
2021-12-27,45.5179
2021-12-28,47.2184
2021-12-29,46.6447
2021-12-30,46.4621
2021-12-31,47.7398
2022-01-01,47.7398
2022-01-02,47.7398
2022-01-03,47.1996
2022-01-04,50.0796
2022-01-05,48.1124
2022-01-06,50.9883
2022-01-07,52.759
2022-01-08,52.759
2022-01-09,52.759
2022-01-10,55.0647
2022-01-11,56.8726
2022-01-12,55.39
2022-01-13,54.0832
2022-01-14,55.5325
2022-01-15,55.5325
2022-01-16,55.5325
2022-01-17,55.5325
2022-01-18,53.7438
2022-01-19,52.1861
2022-01-20,50.5502
2022-01-21,50.12
2022-01-22,50.12
2022-01-23,50.12
2022-01-24,53.5648
2022-01-25,52.753
2022-01-26,50.5301
2022-01-27,47.8812
2022-01-28,47.3224
2022-01-29,47.3224
2022-01-30,47.3224
2022-01-31,46.9717
2022-02-01,45.7188
2022-02-02,47.0155
2022-02-03,44.4499
2022-02-04,43.7963
2022-02-05,43.7963
2022-02-06,43.7963
2022-02-07,45.0767
2022-02-08,46.8361
2022-02-09,47.8743
2022-02-10,42.4419
2022-02-11,45.9903
2022-02-12,45.9903
2022-02-13,45.9903
2022-02-14,44.2451
2022-02-15,43.5057
2022-02-16,45.5467
2022-02-17,47.4235
2022-02-18,48.3443
2022-02-19,48.3443
2022-02-20,48.3443
2022-02-21,48.3443
2022-02-22,48.9687
2022-02-23,49.3773
2022-02-24,53.7467
2022-02-25,58.7605
2022-02-26,58.7605
2022-02-27,58.7605
2022-02-28,61.2662
2022-03-01,61.0549
2022-03-02,63.3314
2022-03-03,64.563
2022-03-04,67.7212
2022-03-05,67.7212
2022-03-06,67.7212
2022-03-07,68.0102
2022-03-08,60.4682
2022-03-09,59.52
2022-03-10,60.7633
2022-03-11,57.4323
2022-03-12,57.4323
2022-03-13,57.4323
2022-03-14,54.6498
2022-03-15,54.956
2022-03-16,49.892
2022-03-17,51.5762
2022-03-18,49.4682
2022-03-19,49.4682
2022-03-20,49.4682
2022-03-21,53.2579
2022-03-22,53.4494
2022-03-23,54.4916
2022-03-24,54.7797
2022-03-25,56.0256
2022-03-26,56.0256
2022-03-27,56.0256
2022-03-28,52.4926
2022-03-29,53.523
2022-03-30,54.0947
2022-03-31,51.6875
2022-04-01,53.4493
2022-04-02,53.4493
2022-04-03,53.4493
2022-04-04,52.9732
2022-04-05,52.4959
2022-04-06,53.0733
2022-04-07,56.2984
2022-04-08,54.9404
2022-04-09,54.9404
2022-04-10,54.9404
2022-04-11,54.496
2022-04-12,57.07
2022-04-13,58.5915
2022-04-14,63.0318
2022-04-15,63.0318
2022-04-16,63.0318
2022-04-17,63.0318
2022-04-18,63.1201
2022-04-19,63.6462
2022-04-20,64.9823
2022-04-21,61.1032
2022-04-22,61.189
2022-04-23,61.189
2022-04-24,61.189
2022-04-25,58.6273
2022-04-26,58.6912
2022-04-27,59.2866
2022-04-28,58.0003
2022-04-29,54.3219
2022-04-30,54.3219
2022-05-01,54.3219
2022-05-02,54.0497
2022-05-03,55.4196
2022-05-04,59.2377
2022-05-05,57.5787
2022-05-06,55.251
2022-05-07,55.251
2022-05-08,55.251
2022-05-09,51.39
2022-05-10,51.1952
2022-05-11,49.084
2022-05-12,47.8106
2022-05-13,47.8168
2022-05-14,47.8168
2022-05-15,47.8168
2022-05-16,48.45
2022-05-17,51.0258
2022-05-18,47.4384
2022-05-19,46.2798
2022-05-20,44.6905
2022-05-21,44.6905
2022-05-22,44.6905
2022-05-23,46.5077
2022-05-24,48.6464
2022-05-25,49.862
2022-05-26,53.5414
2022-05-27,55.05
2022-05-28,55.05
2022-05-29,55.05
2022-05-30,55.05
2022-05-31,52.6473
2022-06-01,52.6473
2022-06-02,53.3878
2022-06-03,53.9657
2022-06-04,53.9657
2022-06-05,53.9657
2022-06-06,53.747
2022-06-07,55.7863
2022-06-08,54.4922
2022-06-09,54.3198
2022-06-10,52.9269
2022-06-11,52.9269
2022-06-12,52.9269
2022-06-13,49.8605
2022-06-14,48.2952
2022-06-15,48.862
2022-06-16,46.0621
2022-06-17,45.8146
2022-06-18,45.8146
2022-06-19,45.8146
2022-06-20,45.8146
2022-06-21,51.4194
2022-06-22,51.473
2022-06-23,51.8091
2022-06-24,54.9433
2022-06-25,54.9433
2022-06-26,54.9433
2022-06-27,56.6002
2022-06-28,55.767
2022-06-29,54.8614
2022-06-30,55.9681
2022-07-01,57.713
2022-07-02,57.713
2022-07-03,57.713
2022-07-04,57.713
2022-07-05,50.4079
2022-07-06,52.8497
2022-07-07,54.4663
2022-07-08,53.4563
2022-07-09,53.4563
2022-07-10,53.4563
2022-07-11,53.5383
2022-07-12,51.2704
2022-07-13,48.9429
2022-07-14,46.6734
2022-07-15,46.9719
2022-07-16,46.9719
2022-07-17,46.9719
2022-07-18,45.437
2022-07-19,48.7126
2022-07-20,49.7624
2022-07-21,49.6737
2022-07-22,49.6615
2022-07-23,49.6615
2022-07-24,49.6615
2022-07-25,50.8175
2022-07-26,50.7914
2022-07-27,50.677
2022-07-28,52.0631
2022-07-29,54.7796
2022-07-30,54.7796
2022-07-31,54.7796
2022-08-01,55.2609
2022-08-02,55.1319
2022-08-03,55.8961
2022-08-04,61.52
2022-08-05,60.5492
2022-08-06,60.5492
2022-08-07,60.5492
2022-08-08,57.1441
2022-08-09,58.4365
2022-08-10,59.2471
2022-08-11,59.4183
2022-08-12,61.0682
2022-08-13,61.0682
2022-08-14,61.0682
2022-08-15,62.14
2022-08-16,62.6365
2022-08-17,63.9492
2022-08-18,64.2505
2022-08-19,63.0967
2022-08-20,63.0967
2022-08-21,63.0967
2022-08-22,62.6456
2022-08-23,63.2704
2022-08-24,64.9525
2022-08-25,66.6593
2022-08-26,61.7775
2022-08-27,61.7775
2022-08-28,61.7775
2022-08-29,61.3714
2022-08-30,57.8865
2022-08-31,56.8352
2022-09-01,54.656
2022-09-02,54.1308
2022-09-03,54.1308
2022-09-04,54.1308
2022-09-05,54.1308
2022-09-06,55.6103
2022-09-07,57.8142
2022-09-08,57.4341
2022-09-09,59.3054
2022-09-10,59.3054
2022-09-11,59.3054
2022-09-12,59.0464
2022-09-13,54.3706
2022-09-14,56.5996
2022-09-15,56.1479
2022-09-16,55.9937
2022-09-17,55.9937
2022-09-18,55.9937
2022-09-19,57.5787
2022-09-20,56.0744
2022-09-21,55.8815
2022-09-22,57.7893
2022-09-23,53.5025
2022-09-24,53.5025
2022-09-25,53.5025
2022-09-26,50.9531
2022-09-27,49.5492
2022-09-28,49.8772
2022-09-29,48.4155
2022-09-30,47.1214
2022-10-01,47.1214
2022-10-02,47.1214
2022-10-03,51.2332
2022-10-04,54.5791
2022-10-05,55.0906
2022-10-06,54.1747
2022-10-07,54.8662
2022-10-08,54.8662
2022-10-09,54.8662
2022-10-10,56.27
2022-10-11,55.9726
2022-10-12,49.9086
2022-10-13,52.5415
2022-10-14,47.6419
2022-10-15,47.6419
2022-10-16,47.6419
2022-10-17,50.7142
2022-10-18,56.4782
2022-10-19,58.6436
2022-10-20,58.5578
2022-10-21,61.629
2022-10-22,61.629
2022-10-23,61.629
2022-10-24,62.5431
2022-10-25,62.8067
2022-10-26,61.7785
2022-10-27,62.8192
2022-10-28,64.3832
2022-10-29,64.3832
2022-10-30,64.3832
2022-10-31,64.1649
2022-11-01,63.987
2022-11-02,61.6343
2022-11-03,55.1065
2022-11-04,54.9171
2022-11-05,54.9171
2022-11-06,54.9171
2022-11-07,55.1245
2022-11-08,55.2283
2022-11-09,51.5044
2022-11-10,54.4804
2022-11-11,45.5615
2022-11-12,45.5615
2022-11-13,45.5615
2022-11-14,42.7428
2022-11-15,43.9043
2022-11-16,44.3125
2022-11-17,44.3584
2022-11-18,46.2434
2022-11-19,46.2434
2022-11-20,46.2434
2022-11-21,49.1571
2022-11-22,48.0161
2022-11-23,47.2211
2022-11-24,47.2211
2022-11-25,48.7557
2022-11-26,48.7557
2022-11-27,48.7557
2022-11-28,48.0026
2022-11-29,47.5364
2022-11-30,49.7705
2022-12-01,49.1876
2022-12-02,54.2969
2022-12-03,54.2969
2022-12-04,54.2969
2022-12-05,51.6386
2022-12-06,51.5685
2022-12-07,50.8051
2022-12-08,51.2987
2022-12-09,50.2332
2022-12-10,50.2332
2022-12-11,50.2332
2022-12-12,51.3834
2022-12-13,49.3978
2022-12-14,50.2156
2022-12-15,47.5106
2022-12-16,49.1175
2022-12-17,49.1175
2022-12-18,49.1175
2022-12-19,48.1777
2022-12-20,47.7496
2022-12-21,48.7349
2022-12-22,47.9334
2022-12-23,48.5926
2022-12-24,48.5926
2022-12-25,48.5926
2022-12-26,48.5926
2022-12-27,49.8677
2022-12-28,48.1667
2022-12-29,49.2363
2022-12-30,49.0534
2022-12-31,49.0534
2023-01-01,49.0534
2023-01-02,49.0534
2023-01-03,47.584
2023-01-04,47.464
2023-01-05,46.6887
2023-01-06,48.9419
2023-01-07,48.9419
2023-01-08,48.9419
2023-01-09,43.7646
2023-01-10,45.4473
2023-01-11,47.5103
2023-01-12,48.4592
2023-01-13,45.2836
2023-01-14,45.2836
2023-01-15,45.2836
2023-01-16,45.2836
2023-01-17,44.4357
2023-01-18,43.2131
2023-01-19,42.3339
2023-01-20,42.6246
2023-01-21,42.6246
2023-01-22,42.6246
2023-01-23,42.5336
2023-01-24,44.2349
2023-01-25,42.3061
2023-01-26,42.839
2023-01-27,43.38
2023-01-28,43.38
2023-01-29,43.38
2023-01-30,42.433
2023-01-31,45.5058
2023-02-01,44.133
2023-02-02,43.7262
2023-02-03,43.2565
2023-02-04,43.2565
2023-02-05,43.2565
2023-02-06,47.2486
2023-02-07,49.648
2023-02-08,49.9264
2023-02-09,46.3565
2023-02-10,47.0134
2023-02-11,47.0134
2023-02-12,47.0134
2023-02-13,45.4496
2023-02-14,43.7186
2023-02-15,45.4535
2023-02-16,45.8502
2023-02-17,49.9957
2023-02-18,49.9957
2023-02-19,49.9957
2023-02-20,49.9957
2023-02-21,48.2812
2023-02-22,47.4331
2023-02-23,45.9777
2023-02-24,48.5321
2023-02-25,48.5321
2023-02-26,48.5321
2023-02-27,46.3128
2023-02-28,44.9377
2023-03-01,45.3458
2023-03-02,46.7255
2023-03-03,47.4764
2023-03-04,47.4764
2023-03-05,47.4764
2023-03-06,46.3253
2023-03-07,44.4366
2023-03-08,43.3701
2023-03-09,41.8949
2023-03-10,40.6421
2023-03-11,40.6421
2023-03-12,40.6421
2023-03-13,41.6978
2023-03-14,41.1863
2023-03-15,39.3845
2023-03-16,39.281
2023-03-17,35.8998
2023-03-18,35.8998
2023-03-19,35.8998
2023-03-20,39.5206
