,MAXR US Equity
2020-06-20,54.6004
2020-06-21,54.6004
2020-06-22,55.5458
2020-06-23,56.9577
2020-06-24,59.1988
2020-06-25,61.231
2020-06-26,60.4593
2020-06-27,60.4593
2020-06-28,60.4593
2020-06-29,59.5111
2020-06-30,59.2199
2020-07-01,61.7556
2020-07-02,59.0587
2020-07-03,59.0587
2020-07-04,59.0587
2020-07-05,59.0587
2020-07-06,55.1976
2020-07-07,53.4893
2020-07-08,54.9938
2020-07-09,54.1264
2020-07-10,52.6116
2020-07-11,52.6116
2020-07-12,52.6116
2020-07-13,51.0595
2020-07-14,51.2954
2020-07-15,52.7334
2020-07-16,52.8278
2020-07-17,53.2627
2020-07-18,53.2627
2020-07-19,53.2627
2020-07-20,54.0897
2020-07-21,54.1391
2020-07-22,55.4045
2020-07-23,53.0302
2020-07-24,52.3341
2020-07-25,52.3341
2020-07-26,52.3341
2020-07-27,53.5431
2020-07-28,53.8589
2020-07-29,54.6562
2020-07-30,56.9638
2020-07-31,56.5996
2020-08-01,56.5996
2020-08-02,56.5996
2020-08-03,60.5598
2020-08-04,61.3892
2020-08-05,63.2609
2020-08-06,70.4129
2020-08-07,69.4994
2020-08-08,69.4994
2020-08-09,69.4994
2020-08-10,68.5466
2020-08-11,69.1501
2020-08-12,70.733
2020-08-13,72.9828
2020-08-14,70.9055
2020-08-15,70.9055
2020-08-16,70.9055
2020-08-17,70.7402
2020-08-18,68.4935
2020-08-19,69.0762
2020-08-20,69.0423
2020-08-21,69.2761
2020-08-22,69.2761
2020-08-23,69.2761
2020-08-24,66.7055
2020-08-25,66.8088
2020-08-26,63.8377
2020-08-27,58.374
2020-08-28,58.9692
2020-08-29,58.9692
2020-08-30,58.9692
2020-08-31,57.1051
2020-09-01,57.9221
2020-09-02,62.5271
2020-09-03,57.8308
2020-09-04,56.4379
2020-09-05,56.4379
2020-09-06,56.4379
2020-09-07,56.4379
2020-09-08,54.2597
2020-09-09,54.7579
2020-09-10,54.8851
2020-09-11,54.3845
2020-09-12,54.3845
2020-09-13,54.3845
2020-09-14,59.2977
2020-09-15,59.5389
2020-09-16,60.4708
2020-09-17,63.2387
2020-09-18,65.9546
2020-09-19,65.9546
2020-09-20,65.9546
2020-09-21,62.6785
2020-09-22,61.562
2020-09-23,54.592
2020-09-24,52.3583
2020-09-25,53.3091
2020-09-26,53.3091
2020-09-27,53.3091
2020-09-28,55.4896
2020-09-29,56.463
2020-09-30,54.2074
2020-10-01,57.1635
2020-10-02,55.841
2020-10-03,55.841
2020-10-04,55.841
2020-10-05,56.3717
2020-10-06,57.2964
2020-10-07,60.1899
2020-10-08,59.6295
2020-10-09,60.1571
2020-10-10,60.1571
2020-10-11,60.1571
2020-10-12,60.0587
2020-10-13,61.7734
2020-10-14,60.8555
2020-10-15,58.6759
2020-10-16,60.0045
2020-10-17,60.0045
2020-10-18,60.0045
2020-10-19,62.7669
2020-10-20,61.6779
2020-10-21,58.8762
2020-10-22,58.9608
2020-10-23,59.5969
2020-10-24,59.5969
2020-10-25,59.5969
2020-10-26,55.1733
2020-10-27,52.8062
2020-10-28,51.2682
2020-10-29,51.9426
2020-10-30,50.1478
2020-10-31,50.1478
2020-11-01,50.1478
2020-11-02,51.2347
2020-11-03,53.5663
2020-11-04,52.77
2020-11-05,55.5248
2020-11-06,42.9855
2020-11-07,42.9855
2020-11-08,42.9855
2020-11-09,43.1938
2020-11-10,47.3028
2020-11-11,46.9469
2020-11-12,46.5062
2020-11-13,49.2686
2020-11-14,49.2686
2020-11-15,49.2686
2020-11-16,49.5433
2020-11-17,53.4841
2020-11-18,53.6234
2020-11-19,53.7826
2020-11-20,51.9032
2020-11-21,51.9032
2020-11-22,51.9032
2020-11-23,52.7571
2020-11-24,53.461
2020-11-25,54.8045
2020-11-26,54.8045
2020-11-27,54.8876
2020-11-28,54.8876
2020-11-29,54.8876
2020-11-30,53.4035
2020-12-01,53.6168
2020-12-02,53.3432
2020-12-03,54.1256
2020-12-04,58.2317
2020-12-05,58.2317
2020-12-06,58.2317
2020-12-07,59.1534
2020-12-08,60.9662
2020-12-09,60.777
2020-12-10,64.1569
2020-12-11,67.1133
2020-12-12,67.1133
2020-12-13,67.1133
2020-12-14,60.6483
2020-12-15,62.3469
2020-12-16,61.8931
2020-12-17,59.7068
2020-12-18,58.7439
2020-12-19,58.7439
2020-12-20,58.7439
2020-12-21,59.4209
2020-12-22,58.3276
2020-12-23,60.7918
2020-12-24,61.0234
2020-12-25,61.0234
2020-12-26,61.0234
2020-12-27,61.0234
2020-12-28,59.8192
2020-12-29,58.7274
2020-12-30,59.77
2020-12-31,64.4072
2021-01-01,64.4072
2021-01-02,64.4072
2021-01-03,64.4072
2021-01-04,59.7335
2021-01-05,61.0487
2021-01-06,62.8986
2021-01-07,64.6795
2021-01-08,61.7507
2021-01-09,61.7507
2021-01-10,61.7507
2021-01-11,61.5958
2021-01-12,62.353
2021-01-13,61.2646
2021-01-14,69.1467
2021-01-15,70.8267
2021-01-16,70.8267
2021-01-17,70.8267
2021-01-18,70.8267
2021-01-19,74.9224
2021-01-20,74.9883
2021-01-21,68.6405
2021-01-22,67.2856
2021-01-23,67.2856
2021-01-24,67.2856
2021-01-25,67.1739
2021-01-26,64.6684
2021-01-27,57.5436
2021-01-28,58.1829
2021-01-29,55.2591
2021-01-30,55.2591
2021-01-31,55.2591
2021-02-01,56.9916
2021-02-02,57.4015
2021-02-03,58.8908
2021-02-04,61.7292
2021-02-05,63.8942
2021-02-06,63.8942
2021-02-07,63.8942
2021-02-08,64.6993
2021-02-09,65.3256
2021-02-10,62.1772
2021-02-11,60.7358
2021-02-12,60.8478
2021-02-13,60.8478
2021-02-14,60.8478
2021-02-15,60.8478
2021-02-16,59.6033
2021-02-17,56.8575
2021-02-18,53.2786
2021-02-19,56.6453
2021-02-20,56.6453
2021-02-21,56.6453
2021-02-22,54.7157
2021-02-23,53.9641
2021-02-24,54.0729
2021-02-25,53.0706
2021-02-26,56.138
2021-02-27,56.138
2021-02-28,56.138
2021-03-01,59.8751
2021-03-02,57.7531
2021-03-03,53.5509
2021-03-04,50.4229
2021-03-05,50.0856
2021-03-06,50.0856
2021-03-07,50.0856
2021-03-08,49.1907
2021-03-09,51.0778
2021-03-10,51.7917
2021-03-11,53.8893
2021-03-12,53.4469
2021-03-13,53.4469
2021-03-14,53.4469
2021-03-15,54.6218
2021-03-16,50.5466
2021-03-17,49.3718
2021-03-18,45.232
2021-03-19,44.4825
2021-03-20,44.4825
2021-03-21,44.4825
2021-03-22,46.0995
2021-03-23,44.1557
2021-03-24,41.7059
2021-03-25,44.0888
2021-03-26,45.8691
2021-03-27,45.8691
2021-03-28,45.8691
2021-03-29,44.3417
2021-03-30,45.1674
2021-03-31,46.4114
2021-04-01,46.7111
2021-04-02,46.7111
2021-04-03,46.7111
2021-04-04,46.7111
2021-04-05,47.7944
2021-04-06,46.6345
2021-04-07,46.549
2021-04-08,48.0703
2021-04-09,47.3679
2021-04-10,47.3679
2021-04-11,47.3679
2021-04-12,45.558
2021-04-13,45.5189
2021-04-14,46.563
2021-04-15,46.1369
2021-04-16,47.601
2021-04-17,47.601
2021-04-18,47.601
2021-04-19,45.9254
2021-04-20,45.1916
2021-04-21,46.9211
2021-04-22,47.9673
2021-04-23,49.2932
2021-04-24,49.2932
2021-04-25,49.2932
2021-04-26,50.4203
2021-04-27,51.0312
2021-04-28,50.5385
2021-04-29,49.1786
2021-04-30,48.5035
2021-05-01,48.5035
2021-05-02,48.5035
2021-05-03,49.0661
2021-05-04,38.5402
2021-05-05,37.611
2021-05-06,40.9725
2021-05-07,42.2329
2021-05-08,42.2329
2021-05-09,42.2329
2021-05-10,40.3868
2021-05-11,42.3211
2021-05-12,41.3277
2021-05-13,41.6214
2021-05-14,43.1574
2021-05-15,43.1574
2021-05-16,43.1574
2021-05-17,41.9861
2021-05-18,41.4748
2021-05-19,41.2152
2021-05-20,41.6629
2021-05-21,41.6117
2021-05-22,41.6117
2021-05-23,41.6117
2021-05-24,42.2143
2021-05-25,42.061
2021-05-26,44.1449
2021-05-27,45.2872
2021-05-28,44.2197
2021-05-29,44.2197
2021-05-30,44.2197
2021-05-31,44.2197
2021-06-01,46.7997
2021-06-02,46.5731
2021-06-03,47.9633
2021-06-04,48.8384
2021-06-05,48.8384
2021-06-06,48.8384
2021-06-07,50.0909
2021-06-08,51.1867
2021-06-09,50.5247
2021-06-10,51.0343
2021-06-11,51.5066
2021-06-12,51.5066
2021-06-13,51.5066
2021-06-14,51.9563
2021-06-15,51.2032
2021-06-16,56.8566
2021-06-17,56.8396
2021-06-18,54.9915
2021-06-19,54.9915
2021-06-20,54.9915
2021-06-21,55.7561
2021-06-22,55.5643
2021-06-23,57.1046
2021-06-24,58.0532
2021-06-25,58.1353
2021-06-26,58.1353
2021-06-27,58.1353
2021-06-28,58.248
2021-06-29,55.8563
2021-06-30,55.5876
2021-07-01,56.8457
2021-07-02,55.4004
2021-07-03,55.4004
2021-07-04,55.4004
2021-07-05,55.4004
2021-07-06,52.686
2021-07-07,49.9087
2021-07-08,47.7366
2021-07-09,47.6874
2021-07-10,47.6874
2021-07-11,47.6874
2021-07-12,46.9208
2021-07-13,47.5653
2021-07-14,45.0995
2021-07-15,43.5987
2021-07-16,44.8771
2021-07-17,44.8771
2021-07-18,44.8771
2021-07-19,40.4597
2021-07-20,42.7297
2021-07-21,46.8165
2021-07-22,47.7718
2021-07-23,46.8392
2021-07-24,46.8392
2021-07-25,46.8392
2021-07-26,48.1651
2021-07-27,46.599
2021-07-28,48.0293
2021-07-29,48.5398
2021-07-30,50.6826
2021-07-31,50.6826
2021-08-01,50.6826
2021-08-02,49.5972
2021-08-03,49.1478
2021-08-04,46.8186
2021-08-05,40.0101
2021-08-06,44.1497
2021-08-07,44.1497
2021-08-08,44.1497
2021-08-09,45.2915
2021-08-10,45.442
2021-08-11,45.2417
2021-08-12,45.1829
2021-08-13,42.5218
2021-08-14,42.5218
2021-08-15,42.5218
2021-08-16,41.3568
2021-08-17,40.6863
2021-08-18,40.4962
2021-08-19,38.5396
2021-08-20,39.242
2021-08-21,39.242
2021-08-22,39.242
2021-08-23,42.1774
2021-08-24,44.294
2021-08-25,44.6153
2021-08-26,43.8007
2021-08-27,46.6523
2021-08-28,46.6523
2021-08-29,46.6523
2021-08-30,46.5221
2021-08-31,47.433
2021-09-01,47.778
2021-09-02,49.0092
2021-09-03,47.9852
2021-09-04,47.9852
2021-09-05,47.9852
2021-09-06,47.9852
2021-09-07,46.6702
2021-09-08,45.4352
2021-09-09,46.3789
2021-09-10,45.7782
2021-09-11,45.7782
2021-09-12,45.7782
2021-09-13,46.8569
2021-09-14,43.7917
2021-09-15,44.5858
2021-09-16,44.4595
2021-09-17,45.2844
2021-09-18,45.2844
2021-09-19,45.2844
2021-09-20,42.2547
2021-09-21,43.1447
2021-09-22,44.6995
2021-09-23,45.6855
2021-09-24,44.6325
2021-09-25,44.6325
2021-09-26,44.6325
2021-09-27,46.7117
2021-09-28,44.1576
2021-09-29,43.0314
2021-09-30,42.94
2021-10-01,44.2143
2021-10-02,44.2143
2021-10-03,44.2143
2021-10-04,43.3477
2021-10-05,41.949
2021-10-06,41.5182
2021-10-07,43.1462
2021-10-08,44.0301
2021-10-09,44.0301
2021-10-10,44.0301
2021-10-11,43.9885
2021-10-12,44.8777
2021-10-13,45.662
2021-10-14,48.9037
2021-10-15,47.3604
2021-10-16,47.3604
2021-10-17,47.3604
2021-10-18,45.7755
2021-10-19,47.6149
2021-10-20,47.8726
2021-10-21,48.5273
2021-10-22,47.1073
2021-10-23,47.1073
2021-10-24,47.1073
2021-10-25,47.5996
2021-10-26,44.4161
2021-10-27,44.6448
2021-10-28,42.954
2021-10-29,40.8353
2021-10-30,40.8353
2021-10-31,40.8353
2021-11-01,42.1898
2021-11-02,40.2212
2021-11-03,43.1147
2021-11-04,54.3744
2021-11-05,54.6818
2021-11-06,54.6818
2021-11-07,54.6818
2021-11-08,52.3337
2021-11-09,53.3792
2021-11-10,51.0833
2021-11-11,51.4607
2021-11-12,51.9086
2021-11-13,51.9086
2021-11-14,51.9086
2021-11-15,53.123
2021-11-16,51.2668
2021-11-17,56.5721
2021-11-18,51.5297
2021-11-19,49.3901
2021-11-20,49.3901
2021-11-21,49.3901
2021-11-22,49.1576
2021-11-23,49.1782
2021-11-24,48.7487
2021-11-25,48.7487
2021-11-26,44.7269
2021-11-27,44.7269
2021-11-28,44.7269
2021-11-29,46.3481
2021-11-30,45.0011
2021-12-01,42.7141
2021-12-02,45.5335
2021-12-03,44.2145
2021-12-04,44.2145
2021-12-05,44.2145
2021-12-06,46.9086
2021-12-07,47.323
2021-12-08,48.791
2021-12-09,48.8326
2021-12-10,48.1256
2021-12-11,48.1256
2021-12-12,48.1256
2021-12-13,45.6452
2021-12-14,44.3959
2021-12-15,44.2836
2021-12-16,45.2388
2021-12-17,48.288
2021-12-18,48.288
2021-12-19,48.288
2021-12-20,46.8277
2021-12-21,51.5629
2021-12-22,52.8562
2021-12-23,54.0496
2021-12-24,54.0496
2021-12-25,54.0496
2021-12-26,54.0496
2021-12-27,52.5002
2021-12-28,52.2818
2021-12-29,48.9143
2021-12-30,50.9371
2021-12-31,50.4983
2022-01-01,50.4983
2022-01-02,50.4983
2022-01-03,51.8866
2022-01-04,54.0059
2022-01-05,50.7109
2022-01-06,49.9938
2022-01-07,50.6131
2022-01-08,50.6131
2022-01-09,50.6131
2022-01-10,49.6796
2022-01-11,52.4039
2022-01-12,51.6803
2022-01-13,50.6284
2022-01-14,50.0575
2022-01-15,50.0575
2022-01-16,50.0575
2022-01-17,50.0575
2022-01-18,46.6851
2022-01-19,45.0283
2022-01-20,47.8228
2022-01-21,44.9267
2022-01-22,44.9267
2022-01-23,44.9267
2022-01-24,47.0438
2022-01-25,44.9609
2022-01-26,43.8241
2022-01-27,41.4202
2022-01-28,41.2062
2022-01-29,41.2062
2022-01-30,41.2062
2022-01-31,44.8147
2022-02-01,45.4249
2022-02-02,43.9525
2022-02-03,42.0277
2022-02-04,43.0188
2022-02-05,43.0188
2022-02-06,43.0188
2022-02-07,45.5494
2022-02-08,47.3268
2022-02-09,49.5242
2022-02-10,48.6414
2022-02-11,48.6015
2022-02-12,48.6015
2022-02-13,48.6015
2022-02-14,47.5344
2022-02-15,50.9602
2022-02-16,51.1625
2022-02-17,49.371
2022-02-18,48.442
2022-02-19,48.442
2022-02-20,48.442
2022-02-21,48.442
2022-02-22,48.0265
2022-02-23,43.1626
2022-02-24,50.3507
2022-02-25,51.6307
2022-02-26,51.6307
2022-02-27,51.6307
2022-02-28,57.5611
2022-03-01,59.3357
2022-03-02,61.765
2022-03-03,59.2898
2022-03-04,56.9118
2022-03-05,56.9118
2022-03-06,56.9118
2022-03-07,57.3952
2022-03-08,57.9666
2022-03-09,59.9455
2022-03-10,58.3873
2022-03-11,54.7959
2022-03-12,54.7959
2022-03-13,54.7959
2022-03-14,53.1141
2022-03-15,53.6601
2022-03-16,54.3627
2022-03-17,57.8411
2022-03-18,59.2486
2022-03-19,59.2486
2022-03-20,59.2486
2022-03-21,59.3016
2022-03-22,61.1457
2022-03-23,60.802
2022-03-24,62.7146
2022-03-25,62.7271
2022-03-26,62.7271
2022-03-27,62.7271
2022-03-28,62.4446
2022-03-29,62.5653
2022-03-30,63.6141
2022-03-31,63.7353
2022-04-01,62.28
2022-04-02,62.28
2022-04-03,62.28
2022-04-04,62.656
2022-04-05,61.9193
2022-04-06,60.2341
2022-04-07,59.5778
2022-04-08,57.282
2022-04-09,57.282
2022-04-10,57.282
2022-04-11,57.8939
2022-04-12,58.971
2022-04-13,59.912
2022-04-14,60.6754
2022-04-15,60.6754
2022-04-16,60.6754
2022-04-17,60.6754
2022-04-18,60.2272
2022-04-19,61.1527
2022-04-20,57.9171
2022-04-21,50.9956
2022-04-22,49.9231
2022-04-23,49.9231
2022-04-24,49.9231
2022-04-25,51.0287
2022-04-26,48.6643
2022-04-27,47.8411
2022-04-28,48.2079
2022-04-29,45.6116
2022-04-30,45.6116
2022-05-01,45.6116
2022-05-02,47.4178
2022-05-03,47.9628
2022-05-04,50.5906
2022-05-05,48.2529
2022-05-06,46.015
2022-05-07,46.015
2022-05-08,46.015
2022-05-09,40.4427
2022-05-10,40.6198
2022-05-11,39.1011
2022-05-12,38.701
2022-05-13,42.1701
2022-05-14,42.1701
2022-05-15,42.1701
2022-05-16,41.9934
2022-05-17,41.1817
2022-05-18,39.1318
2022-05-19,38.4219
2022-05-20,37.0748
2022-05-21,37.0748
2022-05-22,37.0748
2022-05-23,37.0999
2022-05-24,35.076
2022-05-25,44.8185
2022-05-26,46.5793
2022-05-27,48.233
2022-05-28,48.233
2022-05-29,48.233
2022-05-30,48.233
2022-05-31,46.8494
2022-06-01,46.1563
2022-06-02,48.2313
2022-06-03,47.5251
2022-06-04,47.5251
2022-06-05,47.5251
2022-06-06,47.6026
2022-06-07,47.5481
2022-06-08,46.4135
2022-06-09,44.6191
2022-06-10,42.2121
2022-06-11,42.2121
2022-06-12,42.2121
2022-06-13,41.3312
2022-06-14,40.8024
2022-06-15,41.1329
2022-06-16,38.1432
2022-06-17,39.9493
2022-06-18,39.9493
2022-06-19,39.9493
2022-06-20,39.9493
2022-06-21,43.4762
2022-06-22,43.242
2022-06-23,43.5119
2022-06-24,45.4788
2022-06-25,45.4788
2022-06-26,45.4788
2022-06-27,44.4953
2022-06-28,43.7521
2022-06-29,42.4985
2022-06-30,42.8133
2022-07-01,44.0085
2022-07-02,44.0085
2022-07-03,44.0085
2022-07-04,44.0085
2022-07-05,43.1891
2022-07-06,42.2614
2022-07-07,44.8378
2022-07-08,43.9514
2022-07-09,43.9514
2022-07-10,43.9514
2022-07-11,41.4819
2022-07-12,42.2759
2022-07-13,41.6164
2022-07-14,40.0824
2022-07-15,41.0572
2022-07-16,41.0572
2022-07-17,41.0572
2022-07-18,41.2495
2022-07-19,44.9638
2022-07-20,46.7547
2022-07-21,46.6892
2022-07-22,45.4383
2022-07-23,45.4383
2022-07-24,45.4383
2022-07-25,46.5558
2022-07-26,44.5369
2022-07-27,46.7442
2022-07-28,47.5069
2022-07-29,49.526
2022-07-30,49.526
2022-07-31,49.526
2022-08-01,49.5508
2022-08-02,51.1151
2022-08-03,52.0909
2022-08-04,51.5849
2022-08-05,51.6361
2022-08-06,51.6361
2022-08-07,51.6361
2022-08-08,52.7212
2022-08-09,52.1164
2022-08-10,45.6874
2022-08-11,48.1075
2022-08-12,51.5668
2022-08-13,51.5668
2022-08-14,51.5668
2022-08-15,50.3359
2022-08-16,48.7936
2022-08-17,46.8225
2022-08-18,47.6462
2022-08-19,45.0094
2022-08-20,45.0094
2022-08-21,45.0094
2022-08-22,43.3957
2022-08-23,43.3322
2022-08-24,45.5026
2022-08-25,46.7576
2022-08-26,43.8254
2022-08-27,43.8254
2022-08-28,43.8254
2022-08-29,42.1475
2022-08-30,42.7909
2022-08-31,42.1791
2022-09-01,40.8659
2022-09-02,39.6498
2022-09-03,39.6498
2022-09-04,39.6498
2022-09-05,39.6498
2022-09-06,38.5808
2022-09-07,40.6054
2022-09-08,39.8236
2022-09-09,43.3848
2022-09-10,43.3848
2022-09-11,43.3848
2022-09-12,43.9
2022-09-13,41.43
2022-09-14,40.0196
2022-09-15,39.2975
2022-09-16,37.9022
2022-09-17,37.9022
2022-09-18,37.9022
2022-09-19,40.3404
2022-09-20,39.5275
2022-09-21,38.939
2022-09-22,37.601
2022-09-23,35.833
2022-09-24,35.833
2022-09-25,35.833
2022-09-26,34.3594
2022-09-27,33.9716
2022-09-28,35.2093
2022-09-29,34.6494
2022-09-30,36.0177
2022-10-01,36.0177
2022-10-02,36.0177
2022-10-03,39.7647
2022-10-04,45.5385
2022-10-05,44.7017
2022-10-06,43.9343
2022-10-07,42.8161
2022-10-08,42.8161
2022-10-09,42.8161
2022-10-10,41.6322
2022-10-11,40.8108
2022-10-12,39.4135
2022-10-13,41.6975
2022-10-14,40.0912
2022-10-15,40.0912
2022-10-16,40.0912
2022-10-17,43.8504
2022-10-18,45.5068
2022-10-19,44.5844
2022-10-20,44.1218
2022-10-21,44.9199
2022-10-22,44.9199
2022-10-23,44.9199
2022-10-24,44.95
2022-10-25,47.3054
2022-10-26,48.062
2022-10-27,48.5324
2022-10-28,50.8082
2022-10-29,50.8082
2022-10-30,50.8082
2022-10-31,50.2841
2022-11-01,50.4017
2022-11-02,46.3209
2022-11-03,45.2163
2022-11-04,51.5357
2022-11-05,51.5357
2022-11-06,51.5357
2022-11-07,55.7895
2022-11-08,55.733
2022-11-09,53.8147
2022-11-10,58.9708
2022-11-11,59.1477
2022-11-12,59.1477
2022-11-13,59.1477
2022-11-14,56.1688
2022-11-15,57.5736
2022-11-16,55.3862
2022-11-17,56.9528
2022-11-18,58.1881
2022-11-19,58.1881
2022-11-20,58.1881
2022-11-21,58.5911
2022-11-22,56.7519
2022-11-23,49.5271
2022-11-24,49.5271
2022-11-25,51.0504
2022-11-26,51.0504
2022-11-27,51.0504
2022-11-28,49.1168
2022-11-29,49.2767
2022-11-30,51.9543
2022-12-01,53.2313
2022-12-02,55.1233
2022-12-03,55.1233
2022-12-04,55.1233
2022-12-05,53.5876
2022-12-06,50.9981
2022-12-07,51.3269
2022-12-08,52.1027
2022-12-09,50.7635
2022-12-10,50.7635
2022-12-11,50.7635
2022-12-12,51.7935
2022-12-13,52.0701
2022-12-14,50.9605
2022-12-15,48.6685
2022-12-16,78.8496
2022-12-17,78.8496
2022-12-18,78.8496
2022-12-19,77.9777
2022-12-20,77.86
2022-12-21,78.0266
2022-12-22,78.0718
2022-12-23,78.0769
2022-12-24,78.0769
2022-12-25,78.0769
2022-12-26,78.0769
2022-12-27,77.7728
2022-12-28,77.4996
2022-12-29,77.6042
2022-12-30,77.658
2022-12-31,77.658
2023-01-01,77.658
2023-01-02,77.658
2023-01-03,76.664
2023-01-04,76.0853
2023-01-05,75.8877
2023-01-06,75.9595
2023-01-07,75.9595
2023-01-08,75.9595
2023-01-09,75.8428
2023-01-10,75.8428
2023-01-11,76.1487
2023-01-12,75.9192
2023-01-13,75.7093
2023-01-14,75.7093
2023-01-15,75.7093
2023-01-16,75.7093
2023-01-17,75.77
2023-01-18,75.77
2023-01-19,75.7792
2023-01-20,75.8269
2023-01-21,75.8269
2023-01-22,75.8269
2023-01-23,75.796
2023-01-24,75.8062
2023-01-25,75.6415
2023-01-26,75.8154
2023-01-27,75.4669
2023-01-28,75.4669
2023-01-29,75.4669
2023-01-30,75.5367
2023-01-31,75.8798
2023-02-01,76.0119
2023-02-02,75.8947
2023-02-03,75.3339
2023-02-04,75.3339
2023-02-05,75.3339
2023-02-06,75.2928
2023-02-07,75.3762
2023-02-08,75.4049
2023-02-09,74.5531
2023-02-10,74.6467
2023-02-11,74.6467
2023-02-12,74.6467
2023-02-13,75.011
2023-02-14,75.1555
2023-02-15,73.4467
2023-02-16,73.3482
2023-02-17,73.3482
2023-02-18,73.3482
2023-02-19,73.3482
2023-02-20,73.3482
2023-02-21,72.9813
2023-02-22,72.7661
2023-02-23,72.7868
2023-02-24,72.8724
2023-02-25,72.8724
2023-02-26,72.8724
2023-02-27,72.9822
2023-02-28,73.0048
2023-03-01,72.8157
2023-03-02,71.4126
2023-03-03,71.5415
2023-03-04,71.5415
2023-03-05,71.5415
2023-03-06,71.3418
2023-03-07,70.7966
2023-03-08,70.1726
2023-03-09,69.122
2023-03-10,68.767
2023-03-11,68.767
2023-03-12,68.767
2023-03-13,65.7623
2023-03-14,67.0443
2023-03-15,66.9742
2023-03-16,67.1872
2023-03-17,64.0532
2023-03-18,64.0532
2023-03-19,64.0532
