,QTWO US Equity
2020-08-21,56.9837
2020-08-22,56.9837
2020-08-23,56.9837
2020-08-24,55.2508
2020-08-25,54.8062
2020-08-26,56.314
2020-08-27,56.8138
2020-08-28,56.3691
2020-08-29,56.3691
2020-08-30,56.3691
2020-08-31,56.0941
2020-09-01,58.5064
2020-09-02,58.12
2020-09-03,52.2367
2020-09-04,50.4082
2020-09-05,50.4082
2020-09-06,50.4082
2020-09-07,50.4082
2020-09-08,47.0761
2020-09-09,47.8897
2020-09-10,45.8764
2020-09-11,43.914
2020-09-12,43.914
2020-09-13,43.914
2020-09-14,46.0969
2020-09-15,46.8589
2020-09-16,46.8213
2020-09-17,46.1148
2020-09-18,48.1914
2020-09-19,48.1914
2020-09-20,48.1914
2020-09-21,50.6061
2020-09-22,52.1316
2020-09-23,48.4432
2020-09-24,48.4535
2020-09-25,51.5232
2020-09-26,51.5232
2020-09-27,51.5232
2020-09-28,51.5718
2020-09-29,50.2789
2020-09-30,49.8721
2020-10-01,52.4344
2020-10-02,50.6317
2020-10-03,50.6317
2020-10-04,50.6317
2020-10-05,52.5874
2020-10-06,54.9693
2020-10-07,56.3588
2020-10-08,56.0587
2020-10-09,56.0349
2020-10-10,56.0349
2020-10-11,56.0349
2020-10-12,56.6242
2020-10-13,57.0088
2020-10-14,54.509
2020-10-15,53.7651
2020-10-16,54.4295
2020-10-17,54.4295
2020-10-18,54.4295
2020-10-19,53.4954
2020-10-20,53.0752
2020-10-21,51.8995
2020-10-22,53.1368
2020-10-23,52.5432
2020-10-24,52.5432
2020-10-25,52.5432
2020-10-26,50.5943
2020-10-27,50.6195
2020-10-28,47.7287
2020-10-29,49.5759
2020-10-30,47.2524
2020-10-31,47.2524
2020-11-01,47.2524
2020-11-02,45.4192
2020-11-03,50.3563
2020-11-04,54.0755
2020-11-05,57.6468
2020-11-06,59.692
2020-11-07,59.692
2020-11-08,59.692
2020-11-09,60.2604
2020-11-10,62.0453
2020-11-11,61.8989
2020-11-12,60.8585
2020-11-13,60.3002
2020-11-14,60.3002
2020-11-15,60.3002
2020-11-16,61.735
2020-11-17,62.3518
2020-11-18,64.2815
2020-11-19,66.6495
2020-11-20,67.4681
2020-11-21,67.4681
2020-11-22,67.4681
2020-11-23,68.7259
2020-11-24,68.2834
2020-11-25,69.0442
2020-11-26,69.0442
2020-11-27,67.6326
2020-11-28,67.6326
2020-11-29,67.6326
2020-11-30,64.9906
2020-12-01,64.9148
2020-12-02,65.3414
2020-12-03,67.7441
2020-12-04,67.1857
2020-12-05,67.1857
2020-12-06,67.1857
2020-12-07,63.4743
2020-12-08,64.0141
2020-12-09,61.4348
2020-12-10,63.4847
2020-12-11,64.7572
2020-12-12,64.7572
2020-12-13,64.7572
2020-12-14,67.2497
2020-12-15,68.2005
2020-12-16,65.6034
2020-12-17,68.0013
2020-12-18,68.6636
2020-12-19,68.6636
2020-12-20,68.6636
2020-12-21,69.9313
2020-12-22,71.861
2020-12-23,71.2564
2020-12-24,70.5503
2020-12-25,70.5503
2020-12-26,70.5503
2020-12-27,70.5503
2020-12-28,68.7128
2020-12-29,66.6767
2020-12-30,68.3259
2020-12-31,66.341
2021-01-01,66.341
2021-01-02,66.341
2021-01-03,66.341
2021-01-04,62.7114
2021-01-05,63.0093
2021-01-06,58.5493
2021-01-07,61.2845
2021-01-08,62.8935
2021-01-09,62.8935
2021-01-10,62.8935
2021-01-11,63.5607
2021-01-12,64.1893
2021-01-13,64.1969
2021-01-14,65.8049
2021-01-15,64.3519
2021-01-16,64.3519
2021-01-17,64.3519
2021-01-18,64.3519
2021-01-19,66.6038
2021-01-20,68.6146
2021-01-21,69.4799
2021-01-22,71.3469
2021-01-23,71.3469
2021-01-24,71.3469
2021-01-25,69.8361
2021-01-26,70.2623
2021-01-27,65.9652
2021-01-28,60.1363
2021-01-29,56.4346
2021-01-30,56.4346
2021-01-31,56.4346
2021-02-01,58.7765
2021-02-02,62.8112
2021-02-03,60.5222
2021-02-04,62.6978
2021-02-05,65.1885
2021-02-06,65.1885
2021-02-07,65.1885
2021-02-08,65.7244
2021-02-09,66.0389
2021-02-10,66.9311
2021-02-11,65.8159
2021-02-12,66.3952
2021-02-13,66.3952
2021-02-14,66.3952
2021-02-15,66.3952
2021-02-16,66.9459
2021-02-17,64.5081
2021-02-18,57.1358
2021-02-19,57.3217
2021-02-20,57.3217
2021-02-21,57.3217
2021-02-22,55.3449
2021-02-23,50.7551
2021-02-24,51.3372
2021-02-25,45.2563
2021-02-26,44.9725
2021-02-27,44.9725
2021-02-28,44.9725
2021-03-01,47.4461
2021-03-02,45.0491
2021-03-03,40.5121
2021-03-04,38.1824
2021-03-05,38.1622
2021-03-06,38.1622
2021-03-07,38.1622
2021-03-08,36.6429
2021-03-09,39.2604
2021-03-10,38.7313
2021-03-11,42.1714
2021-03-12,41.6882
2021-03-13,41.6882
2021-03-14,41.6882
2021-03-15,42.7301
2021-03-16,42.0587
2021-03-17,41.2414
2021-03-18,38.4137
2021-03-19,39.5509
2021-03-20,39.5509
2021-03-21,39.5509
2021-03-22,40.336
2021-03-23,39.0442
2021-03-24,36.9438
2021-03-25,36.6428
2021-03-26,38.1086
2021-03-27,38.1086
2021-03-28,38.1086
2021-03-29,36.2358
2021-03-30,35.8988
2021-03-31,37.4903
2021-04-01,40.0848
2021-04-02,40.0848
2021-04-03,40.0848
2021-04-04,40.0848
2021-04-05,40.5949
2021-04-06,40.6129
2021-04-07,39.4482
2021-04-08,40.6103
2021-04-09,40.5066
2021-04-10,40.5066
2021-04-11,40.5066
2021-04-12,39.9066
2021-04-13,40.4779
2021-04-14,42.5877
2021-04-15,43.1262
2021-04-16,43.3261
2021-04-17,43.3261
2021-04-18,43.3261
2021-04-19,40.8382
2021-04-20,39.4936
2021-04-21,41.816
2021-04-22,42.7754
2021-04-23,43.2441
2021-04-24,43.2441
2021-04-25,43.2441
2021-04-26,45.6088
2021-04-27,45.8068
2021-04-28,46.9844
2021-04-29,45.0286
2021-04-30,43.9738
2021-05-01,43.9738
2021-05-02,43.9738
2021-05-03,43.1343
2021-05-04,39.6069
2021-05-05,37.608
2021-05-06,37.218
2021-05-07,40.0031
2021-05-08,40.0031
2021-05-09,40.0031
2021-05-10,36.5667
2021-05-11,36.7526
2021-05-12,35.6774
2021-05-13,36.3725
2021-05-14,39.2662
2021-05-15,39.2662
2021-05-16,39.2662
2021-05-17,38.5067
2021-05-18,40.7264
2021-05-19,39.9297
2021-05-20,40.5259
2021-05-21,40.403
2021-05-22,40.403
2021-05-23,40.403
2021-05-24,41.583
2021-05-25,41.4511
2021-05-26,43.311
2021-05-27,42.6109
2021-05-28,41.764
2021-05-29,41.764
2021-05-30,41.764
2021-05-31,41.764
2021-06-01,42.3021
2021-06-02,42.3272
2021-06-03,42.0439
2021-06-04,42.2305
2021-06-05,42.2305
2021-06-06,42.2305
2021-06-07,43.2834
2021-06-08,42.7257
2021-06-09,42.1843
2021-06-10,45.8306
2021-06-11,50.311
2021-06-12,50.311
2021-06-13,50.311
2021-06-14,51.1937
2021-06-15,51.0974
2021-06-16,49.9551
2021-06-17,53.363
2021-06-18,53.1864
2021-06-19,53.1864
2021-06-20,53.1864
2021-06-21,54.9067
2021-06-22,56.1256
2021-06-23,56.9182
2021-06-24,57.7084
2021-06-25,54.4697
2021-06-26,54.4697
2021-06-27,54.4697
2021-06-28,55.3305
2021-06-29,54.6183
2021-06-30,50.2087
2021-07-01,51.3808
2021-07-02,51.6897
2021-07-03,51.6897
2021-07-04,51.6897
2021-07-05,51.6897
2021-07-06,51.7994
2021-07-07,52.0247
2021-07-08,49.5993
2021-07-09,50.5429
2021-07-10,50.5429
2021-07-11,50.5429
2021-07-12,49.4261
2021-07-13,49.4536
2021-07-14,46.2036
2021-07-15,43.7077
2021-07-16,45.7852
2021-07-17,45.7852
2021-07-18,45.7852
2021-07-19,46.4384
2021-07-20,51.355
2021-07-21,53.2932
2021-07-22,53.3286
2021-07-23,53.3286
2021-07-24,53.3286
2021-07-25,53.3286
2021-07-26,52.9705
2021-07-27,51.8469
2021-07-28,52.7247
2021-07-29,52.6645
2021-07-30,50.9351
2021-07-31,50.9351
2021-08-01,50.9351
2021-08-02,47.1599
2021-08-03,44.4083
2021-08-04,45.0295
2021-08-05,38.1648
2021-08-06,35.9604
2021-08-07,35.9604
2021-08-08,35.9604
2021-08-09,33.8328
2021-08-10,31.1989
2021-08-11,31.0185
2021-08-12,29.5047
2021-08-13,28.8835
2021-08-14,28.8835
2021-08-15,28.8835
2021-08-16,27.8738
2021-08-17,28.2841
2021-08-18,31.432
2021-08-19,31.1204
2021-08-20,31.8036
2021-08-21,31.8036
2021-08-22,31.8036
2021-08-23,34.2296
2021-08-24,36.6683
2021-08-25,37.4278
2021-08-26,36.6725
2021-08-27,42.4742
2021-08-28,42.4742
2021-08-29,42.4742
2021-08-30,41.9879
2021-08-31,43.2095
2021-09-01,46.0612
2021-09-02,46.1777
2021-09-03,46.536
2021-09-04,46.536
2021-09-05,46.536
2021-09-06,46.536
2021-09-07,45.3672
2021-09-08,44.4075
2021-09-09,42.845
2021-09-10,41.7804
2021-09-11,41.7804
2021-09-12,41.7804
2021-09-13,40.1482
2021-09-14,39.2978
2021-09-15,38.9482
2021-09-16,41.4217
2021-09-17,44.2667
2021-09-18,44.2667
2021-09-19,44.2667
2021-09-20,41.6665
2021-09-21,42.8726
2021-09-22,41.9427
2021-09-23,45.2661
2021-09-24,45.9342
2021-09-25,45.9342
2021-09-26,45.9342
2021-09-27,45.5983
2021-09-28,41.3224
2021-09-29,39.9659
2021-09-30,38.1116
2021-10-01,40.4918
2021-10-02,40.4918
2021-10-03,40.4918
2021-10-04,35.4342
2021-10-05,36.0104
2021-10-06,39.9466
2021-10-07,40.4271
2021-10-08,37.5598
2021-10-09,37.5598
2021-10-10,37.5598
2021-10-11,35.6083
2021-10-12,37.5046
2021-10-13,40.036
2021-10-14,44.5844
2021-10-15,45.3183
2021-10-16,45.3183
2021-10-17,45.3183
2021-10-18,45.2801
2021-10-19,45.7646
2021-10-20,45.2691
2021-10-21,44.1982
2021-10-22,43.7038
2021-10-23,43.7038
2021-10-24,43.7038
2021-10-25,45.0786
2021-10-26,44.5792
2021-10-27,41.9216
2021-10-28,43.4638
2021-10-29,42.8497
2021-10-30,42.8497
2021-10-31,42.8497
2021-11-01,42.9053
2021-11-02,40.5858
2021-11-03,42.7168
2021-11-04,53.4374
2021-11-05,52.9451
2021-11-06,52.9451
2021-11-07,52.9451
2021-11-08,52.5004
2021-11-09,54.9379
2021-11-10,50.2753
2021-11-11,50.9094
2021-11-12,51.1911
2021-11-13,51.1911
2021-11-14,51.1911
2021-11-15,52.8987
2021-11-16,54.5439
2021-11-17,53.1951
2021-11-18,53.3443
2021-11-19,54.6793
2021-11-20,54.6793
2021-11-21,54.6793
2021-11-22,48.3367
2021-11-23,45.8454
2021-11-24,48.6543
2021-11-25,48.6543
2021-11-26,46.3992
2021-11-27,46.3992
2021-11-28,46.3992
2021-11-29,45.3129
2021-11-30,46.24
2021-12-01,42.6824
2021-12-02,44.5701
2021-12-03,40.1015
2021-12-04,40.1015
2021-12-05,40.1015
2021-12-06,44.3432
2021-12-07,46.6779
2021-12-08,49.1882
2021-12-09,48.4548
2021-12-10,47.1658
2021-12-11,47.1658
2021-12-12,47.1658
2021-12-13,48.8247
2021-12-14,45.9193
2021-12-15,47.4587
2021-12-16,47.1544
2021-12-17,48.4943
2021-12-18,48.4943
2021-12-19,48.4943
2021-12-20,47.1054
2021-12-21,48.7561
2021-12-22,49.7792
2021-12-23,49.8932
2021-12-24,49.8932
2021-12-25,49.8932
2021-12-26,49.8932
2021-12-27,49.0253
2021-12-28,47.4988
2021-12-29,46.9629
2021-12-30,48.6825
2021-12-31,47.8973
2022-01-01,47.8973
2022-01-02,47.8973
2022-01-03,49.5142
2022-01-04,48.0906
2022-01-05,44.0337
2022-01-06,44.5611
2022-01-07,44.9122
2022-01-08,44.9122
2022-01-09,44.9122
2022-01-10,42.5506
2022-01-11,45.0617
2022-01-12,44.0896
2022-01-13,39.9904
2022-01-14,38.1426
2022-01-15,38.1426
2022-01-16,38.1426
2022-01-17,38.1426
2022-01-18,35.9817
2022-01-19,38.2196
2022-01-20,37.6038
2022-01-21,37.4997
2022-01-22,37.4997
2022-01-23,37.4997
2022-01-24,40.2295
2022-01-25,36.457
2022-01-26,36.2104
2022-01-27,34.7969
2022-01-28,37.4195
2022-01-29,37.4195
2022-01-30,37.4195
2022-01-31,42.6554
2022-02-01,42.3914
2022-02-02,41.8216
2022-02-03,40.0564
2022-02-04,41.9174
2022-02-05,41.9174
2022-02-06,41.9174
2022-02-07,43.0917
2022-02-08,43.4067
2022-02-09,45.5786
2022-02-10,44.4732
2022-02-11,42.6311
2022-02-12,42.6311
2022-02-13,42.6311
2022-02-14,42.5576
2022-02-15,45.4945
2022-02-16,45.3912
2022-02-17,43.3386
2022-02-18,42.5262
2022-02-19,42.5262
2022-02-20,42.5262
2022-02-21,42.5262
2022-02-22,42.6094
2022-02-23,39.961
2022-02-24,46.4053
2022-02-25,44.9137
2022-02-26,44.9137
2022-02-27,44.9137
2022-02-28,46.2585
2022-03-01,45.2462
2022-03-02,44.915
2022-03-03,43.4534
2022-03-04,42.5607
2022-03-05,42.5607
2022-03-06,42.5607
2022-03-07,41.4792
2022-03-08,40.9557
2022-03-09,42.6331
2022-03-10,41.1426
2022-03-11,39.9197
2022-03-12,39.9197
2022-03-13,39.9197
2022-03-14,36.8737
2022-03-15,39.6303
2022-03-16,43.9395
2022-03-17,46.01
2022-03-18,47.9128
2022-03-19,47.9128
2022-03-20,47.9128
2022-03-21,48.4559
2022-03-22,48.9887
2022-03-23,48.0372
2022-03-24,48.667
2022-03-25,47.3255
2022-03-26,47.3255
2022-03-27,47.3255
2022-03-28,46.829
2022-03-29,49.485
2022-03-30,46.8896
2022-03-31,47.0994
2022-04-01,47.8357
2022-04-02,47.8357
2022-04-03,47.8357
2022-04-04,49.2305
2022-04-05,47.3256
2022-04-06,45.6124
2022-04-07,45.0248
2022-04-08,43.1976
2022-04-09,43.1976
2022-04-10,43.1976
2022-04-11,43.7902
2022-04-12,43.4661
2022-04-13,44.974
2022-04-14,42.9689
2022-04-15,42.9689
2022-04-16,42.9689
2022-04-17,42.9689
2022-04-18,41.9429
2022-04-19,45.6926
2022-04-20,43.0921
2022-04-21,41.3378
2022-04-22,41.2283
2022-04-23,41.2283
2022-04-24,41.2283
2022-04-25,43.2498
2022-04-26,41.8983
2022-04-27,40.9515
2022-04-28,42.4118
2022-04-29,41.2493
2022-04-30,41.2493
2022-05-01,41.2493
2022-05-02,42.746
2022-05-03,39.7409
2022-05-04,39.4945
2022-05-05,37.5454
2022-05-06,36.8053
2022-05-07,36.8053
2022-05-08,36.8053
2022-05-09,34.2259
2022-05-10,33.797
2022-05-11,33.165
2022-05-12,34.1628
2022-05-13,38.4995
2022-05-14,38.4995
2022-05-15,38.4995
2022-05-16,36.9747
2022-05-17,46.6186
2022-05-18,45.1746
2022-05-19,45.7877
2022-05-20,47.059
2022-05-21,47.059
2022-05-22,47.059
2022-05-23,48.2593
2022-05-24,46.1207
2022-05-25,47.7125
2022-05-26,47.9253
2022-05-27,49.8886
2022-05-28,49.8886
2022-05-29,49.8886
2022-05-30,49.8886
2022-05-31,48.4751
2022-06-01,47.475
2022-06-02,50.5062
2022-06-03,48.9907
2022-06-04,48.9907
2022-06-05,48.9907
2022-06-06,42.3219
2022-06-07,43.9407
2022-06-08,42.9528
2022-06-09,40.8313
2022-06-10,39.8551
2022-06-11,39.8551
2022-06-12,39.8551
2022-06-13,38.2092
2022-06-14,37.1179
2022-06-15,38.3458
2022-06-16,36.9804
2022-06-17,39.132
2022-06-18,39.132
2022-06-19,39.132
2022-06-20,39.132
2022-06-21,39.8664
2022-06-22,39.7391
2022-06-23,41.9892
2022-06-24,43.9127
2022-06-25,43.9127
2022-06-26,43.9127
2022-06-27,43.4461
2022-06-28,42.4598
2022-06-29,42.008
2022-06-30,41.5883
2022-07-01,42.6551
2022-07-02,42.6551
2022-07-03,42.6551
2022-07-04,42.6551
2022-07-05,43.8236
2022-07-06,43.3624
2022-07-07,44.7086
2022-07-08,44.0829
2022-07-09,44.0829
2022-07-10,44.0829
2022-07-11,42.7661
2022-07-12,42.0773
2022-07-13,42.0597
2022-07-14,41.7897
2022-07-15,43.491
2022-07-16,43.491
2022-07-17,43.491
2022-07-18,42.5544
2022-07-19,45.2642
2022-07-20,47.2757
2022-07-21,48.7594
2022-07-22,49.4225
2022-07-23,49.4225
2022-07-24,49.4225
2022-07-25,47.5557
2022-07-26,45.9873
2022-07-27,48.3002
2022-07-28,48.9399
2022-07-29,49.4254
2022-07-30,49.4254
2022-07-31,49.4254
2022-08-01,50.1608
2022-08-02,51.9726
2022-08-03,53.9352
2022-08-04,51.8064
2022-08-05,49.2192
2022-08-06,49.2192
2022-08-07,49.2192
2022-08-08,50.4979
2022-08-09,48.9606
2022-08-10,51.8792
2022-08-11,52.108
2022-08-12,53.4174
2022-08-13,53.4174
2022-08-14,53.4174
2022-08-15,52.7338
2022-08-16,52.8925
2022-08-17,50.7877
2022-08-18,50.7252
2022-08-19,47.8721
2022-08-20,47.8721
2022-08-21,47.8721
2022-08-22,45.8977
2022-08-23,45.1955
2022-08-24,46.5778
2022-08-25,47.5609
2022-08-26,44.915
2022-08-27,44.915
2022-08-28,44.915
2022-08-29,44.2149
2022-08-30,45.6612
2022-08-31,44.4686
2022-09-01,42.7685
2022-09-02,43.6713
2022-09-03,43.6713
2022-09-04,43.6713
2022-09-05,43.6713
2022-09-06,42.7487
2022-09-07,45.1462
2022-09-08,46.184
2022-09-09,48.3709
2022-09-10,48.3709
2022-09-11,48.3709
2022-09-12,48.5489
2022-09-13,45.9166
2022-09-14,45.6471
2022-09-15,45.1857
2022-09-16,43.1026
2022-09-17,43.1026
2022-09-18,43.1026
2022-09-19,42.2195
2022-09-20,41.9704
2022-09-21,41.3456
2022-09-22,39.4862
2022-09-23,37.8685
2022-09-24,37.8685
2022-09-25,37.8685
2022-09-26,36.6657
2022-09-27,36.2026
2022-09-28,39.0966
2022-09-29,38.8572
2022-09-30,37.9755
2022-10-01,37.9755
2022-10-02,37.9755
2022-10-03,39.0349
2022-10-04,44.0316
2022-10-05,42.8214
2022-10-06,42.9734
2022-10-07,40.9345
2022-10-08,40.9345
2022-10-09,40.9345
2022-10-10,39.5184
2022-10-11,38.1864
2022-10-12,38.0719
2022-10-13,37.5595
2022-10-14,35.0115
2022-10-15,35.0115
2022-10-16,35.0115
2022-10-17,38.0185
2022-10-18,38.2231
2022-10-19,35.9469
2022-10-20,35.4967
2022-10-21,36.7838
2022-10-22,36.7838
2022-10-23,36.7838
2022-10-24,36.7493
2022-10-25,42.2212
2022-10-26,42.3093
2022-10-27,42.7249
2022-10-28,43.9063
2022-10-29,43.9063
2022-10-30,43.9063
2022-10-31,42.989
2022-11-01,43.3469
2022-11-02,40.1367
2022-11-03,38.3415
2022-11-04,37.2801
2022-11-05,37.2801
2022-11-06,37.2801
2022-11-07,37.111
2022-11-08,34.7361
2022-11-09,34.7023
2022-11-10,41.1378
2022-11-11,42.9229
2022-11-12,42.9229
2022-11-13,42.9229
2022-11-14,41.4659
2022-11-15,44.2286
2022-11-16,41.8981
2022-11-17,40.6427
2022-11-18,40.1666
2022-11-19,40.1666
2022-11-20,40.1666
2022-11-21,39.2758
2022-11-22,39.2512
2022-11-23,40.7151
2022-11-24,40.7151
2022-11-25,40.9861
2022-11-26,40.9861
2022-11-27,40.9861
2022-11-28,39.9866
2022-11-29,41.0911
2022-11-30,43.7397
2022-12-01,45.0
2022-12-02,44.6908
2022-12-03,44.6908
2022-12-04,44.6908
2022-12-05,42.9803
2022-12-06,40.8846
2022-12-07,41.6158
2022-12-08,43.0331
2022-12-09,43.2164
2022-12-10,43.2164
2022-12-11,43.2164
2022-12-12,44.8486
2022-12-13,46.4797
2022-12-14,46.2554
2022-12-15,44.3801
2022-12-16,44.2957
2022-12-17,44.2957
2022-12-18,44.2957
2022-12-19,42.618
2022-12-20,43.1305
2022-12-21,43.1989
2022-12-22,42.2348
2022-12-23,42.0758
2022-12-24,42.0758
2022-12-25,42.0758
2022-12-26,42.0758
2022-12-27,41.0113
2022-12-28,40.8686
2022-12-29,45.4101
2022-12-30,46.5353
2022-12-31,46.5353
2023-01-01,46.5353
2023-01-02,46.5353
2023-01-03,47.2468
2023-01-04,50.2934
2023-01-05,48.2265
2023-01-06,50.2559
2023-01-07,50.2559
2023-01-08,50.2559
2023-01-09,53.1363
2023-01-10,52.2452
2023-01-11,53.5808
2023-01-12,54.9419
2023-01-13,54.4534
2023-01-14,54.4534
2023-01-15,54.4534
2023-01-16,54.4534
2023-01-17,56.4925
2023-01-18,54.9929
2023-01-19,53.7741
2023-01-20,56.2983
2023-01-21,56.2983
2023-01-22,56.2983
2023-01-23,57.9833
2023-01-24,55.9902
2023-01-25,54.587
2023-01-26,55.472
2023-01-27,57.1618
2023-01-28,57.1618
2023-01-29,57.1618
2023-01-30,55.281
2023-01-31,56.5698
2023-02-01,58.4636
2023-02-02,61.8099
2023-02-03,58.4575
2023-02-04,58.4575
2023-02-05,58.4575
2023-02-06,55.8212
2023-02-07,57.0375
2023-02-08,55.8501
2023-02-09,55.0891
2023-02-10,57.2007
2023-02-11,57.2007
2023-02-12,57.2007
2023-02-13,56.0776
2023-02-14,55.8692
2023-02-15,58.7587
2023-02-16,55.0312
2023-02-17,54.2069
2023-02-18,54.2069
2023-02-19,54.2069
2023-02-20,54.2069
2023-02-21,50.9455
2023-02-22,52.4351
2023-02-23,53.0143
2023-02-24,50.1993
2023-02-25,50.1993
2023-02-26,50.1993
2023-02-27,49.9805
2023-02-28,51.8556
2023-03-01,51.0635
2023-03-02,51.7259
2023-03-03,53.311
2023-03-04,53.311
2023-03-05,53.311
2023-03-06,51.3909
2023-03-07,49.6259
2023-03-08,51.0543
2023-03-09,46.6332
2023-03-10,42.3774
2023-03-11,42.3774
2023-03-12,42.3774
2023-03-13,34.1289
2023-03-14,40.0169
2023-03-15,39.0787
2023-03-16,41.0724
2023-03-17,39.4304
