,GNRC US Equity
2020-05-20,56.9567
2020-05-21,57.5979
2020-05-22,57.5731
2020-05-23,57.5731
2020-05-24,57.5731
2020-05-25,57.5731
2020-05-26,59.2093
2020-05-27,60.9614
2020-05-28,58.3617
2020-05-29,54.3901
2020-05-30,54.3901
2020-05-31,54.3901
2020-06-01,53.9942
2020-06-02,53.9477
2020-06-03,54.8169
2020-06-04,53.791
2020-06-05,55.9605
2020-06-06,55.9605
2020-06-07,55.9605
2020-06-08,55.3602
2020-06-09,54.7902
2020-06-10,54.9289
2020-06-11,50.8339
2020-06-12,50.1368
2020-06-13,50.1368
2020-06-14,50.1368
2020-06-15,52.9737
2020-06-16,55.1938
2020-06-17,53.7939
2020-06-18,52.7153
2020-06-19,54.2227
2020-06-20,54.2227
2020-06-21,54.2227
2020-06-22,56.0238
2020-06-23,55.809
2020-06-24,53.6057
2020-06-25,54.4488
2020-06-26,56.0121
2020-06-27,56.0121
2020-06-28,56.0121
2020-06-29,56.6062
2020-06-30,58.1833
2020-07-01,57.5871
2020-07-02,58.4472
2020-07-03,58.4472
2020-07-04,58.4472
2020-07-05,58.4472
2020-07-06,59.5644
2020-07-07,59.2895
2020-07-08,60.3669
2020-07-09,60.3827
2020-07-10,60.7942
2020-07-11,60.7942
2020-07-12,60.7942
2020-07-13,60.1732
2020-07-14,62.6037
2020-07-15,64.0299
2020-07-16,62.7912
2020-07-17,63.9526
2020-07-18,63.9526
2020-07-19,63.9526
2020-07-20,64.8671
2020-07-21,64.3686
2020-07-22,63.8423
2020-07-23,64.5281
2020-07-24,63.0116
2020-07-25,63.0116
2020-07-26,63.0116
2020-07-27,64.7058
2020-07-28,61.8327
2020-07-29,64.2222
2020-07-30,68.0222
2020-07-31,71.75
2020-08-01,71.75
2020-08-02,71.75
2020-08-03,73.4247
2020-08-04,74.0195
2020-08-05,75.7483
2020-08-06,76.4575
2020-08-07,77.9236
2020-08-08,77.9236
2020-08-09,77.9236
2020-08-10,68.3082
2020-08-11,67.287
2020-08-12,69.3761
2020-08-13,70.4609
2020-08-14,70.6023
2020-08-15,70.6023
2020-08-16,70.6023
2020-08-17,72.5815
2020-08-18,72.1998
2020-08-19,71.839
2020-08-20,72.2131
2020-08-21,73.4561
2020-08-22,73.4561
2020-08-23,73.4561
2020-08-24,73.8594
2020-08-25,72.4482
2020-08-26,73.7596
2020-08-27,70.5065
2020-08-28,71.2519
2020-08-29,71.2519
2020-08-30,71.2519
2020-08-31,71.5532
2020-09-01,72.5663
2020-09-02,71.1475
2020-09-03,61.6937
2020-09-04,61.8657
2020-09-05,61.8657
2020-09-06,61.8657
2020-09-07,61.8657
2020-09-08,59.5341
2020-09-09,63.0838
2020-09-10,60.7231
2020-09-11,59.7669
2020-09-12,59.7669
2020-09-13,59.7669
2020-09-14,61.9442
2020-09-15,63.0389
2020-09-16,62.6733
2020-09-17,61.1623
2020-09-18,60.2897
2020-09-19,60.2897
2020-09-20,60.2897
2020-09-21,59.3884
2020-09-22,60.0991
2020-09-23,55.7816
2020-09-24,56.8198
2020-09-25,57.9646
2020-09-26,57.9646
2020-09-27,57.9646
2020-09-28,61.8139
2020-09-29,60.5841
2020-09-30,62.6563
2020-10-01,63.5642
2020-10-02,64.1334
2020-10-03,64.1334
2020-10-04,64.1334
2020-10-05,67.4754
2020-10-06,67.1616
2020-10-07,66.9448
2020-10-08,65.2666
2020-10-09,65.6281
2020-10-10,65.6281
2020-10-11,65.6281
2020-10-12,64.5885
2020-10-13,62.9474
2020-10-14,63.5188
2020-10-15,66.0385
2020-10-16,64.9585
2020-10-17,64.9585
2020-10-18,64.9585
2020-10-19,65.6644
2020-10-20,66.3009
2020-10-21,61.8565
2020-10-22,63.4093
2020-10-23,64.4231
2020-10-24,64.4231
2020-10-25,64.4231
2020-10-26,63.3207
2020-10-27,61.534
2020-10-28,65.0944
2020-10-29,64.7383
2020-10-30,60.6572
2020-10-31,60.6572
2020-11-01,60.6572
2020-11-02,61.6011
2020-11-03,64.8361
2020-11-04,65.4932
2020-11-05,67.7901
2020-11-06,68.4835
2020-11-07,68.4835
2020-11-08,68.4835
2020-11-09,61.1184
2020-11-10,59.7413
2020-11-11,62.2359
2020-11-12,59.3786
2020-11-13,57.4906
2020-11-14,57.4906
2020-11-15,57.4906
2020-11-16,56.1431
2020-11-17,54.6651
2020-11-18,55.3901
2020-11-19,57.2298
2020-11-20,59.466
2020-11-21,59.466
2020-11-22,59.466
2020-11-23,57.7877
2020-11-24,55.0038
2020-11-25,56.0146
2020-11-26,56.0146
2020-11-27,57.8103
2020-11-28,57.8103
2020-11-29,57.8103
2020-11-30,55.0526
2020-12-01,53.8701
2020-12-02,52.8327
2020-12-03,51.4131
2020-12-04,50.3848
2020-12-05,50.3848
2020-12-06,50.3848
2020-12-07,51.9489
2020-12-08,55.1392
2020-12-09,51.813
2020-12-10,52.5454
2020-12-11,54.8634
2020-12-12,54.8634
2020-12-13,54.8634
2020-12-14,55.1575
2020-12-15,57.4866
2020-12-16,55.62
2020-12-17,54.7652
2020-12-18,53.9219
2020-12-19,53.9219
2020-12-20,53.9219
2020-12-21,58.815
2020-12-22,57.4226
2020-12-23,57.2813
2020-12-24,59.4121
2020-12-25,59.4121
2020-12-26,59.4121
2020-12-27,59.4121
2020-12-28,59.333
2020-12-29,53.9146
2020-12-30,56.6583
2020-12-31,55.875
2021-01-01,55.875
2021-01-02,55.875
2021-01-03,55.875
2021-01-04,54.6241
2021-01-05,55.851
2021-01-06,61.6013
2021-01-07,63.7889
2021-01-08,62.8861
2021-01-09,62.8861
2021-01-10,62.8861
2021-01-11,65.0121
2021-01-12,64.2098
2021-01-13,61.3373
2021-01-14,61.4567
2021-01-15,61.3427
2021-01-16,61.3427
2021-01-17,61.3427
2021-01-18,61.3427
2021-01-19,65.2506
2021-01-20,65.5774
2021-01-21,66.4463
2021-01-22,67.7041
2021-01-23,67.7041
2021-01-24,67.7041
2021-01-25,63.6862
2021-01-26,61.8259
2021-01-27,55.4573
2021-01-28,56.6469
2021-01-29,54.2774
2021-01-30,54.2774
2021-01-31,54.2774
2021-02-01,57.7356
2021-02-02,59.8438
2021-02-03,58.8548
2021-02-04,58.0941
2021-02-05,60.2459
2021-02-06,60.2459
2021-02-07,60.2459
2021-02-08,62.2693
2021-02-09,60.958
2021-02-10,61.4414
2021-02-11,69.1419
2021-02-12,70.8191
2021-02-13,70.8191
2021-02-14,70.8191
2021-02-15,70.8191
2021-02-16,74.0414
2021-02-17,74.6274
2021-02-18,73.2489
2021-02-19,74.7502
2021-02-20,74.7502
2021-02-21,74.7502
2021-02-22,66.1855
2021-02-23,65.13
2021-02-24,62.2244
2021-02-25,60.3375
2021-02-26,62.657
2021-02-27,62.657
2021-02-28,62.657
2021-03-01,65.1859
2021-03-02,63.1836
2021-03-03,58.1785
2021-03-04,55.3937
2021-03-05,55.6232
2021-03-06,55.6232
2021-03-07,55.6232
2021-03-08,52.9916
2021-03-09,55.5431
2021-03-10,56.4577
2021-03-11,59.25
2021-03-12,58.695
2021-03-13,58.695
2021-03-14,58.695
2021-03-15,60.0803
2021-03-16,57.3218
2021-03-17,55.3075
2021-03-18,53.3296
2021-03-19,53.0565
2021-03-20,53.0565
2021-03-21,53.0565
2021-03-22,54.5236
2021-03-23,52.3987
2021-03-24,51.0437
2021-03-25,51.8428
2021-03-26,54.6148
2021-03-27,54.6148
2021-03-28,54.6148
2021-03-29,51.9559
2021-03-30,54.5485
2021-03-31,56.1728
2021-04-01,55.4021
2021-04-02,55.4021
2021-04-03,55.4021
2021-04-04,55.4021
2021-04-05,55.6161
2021-04-06,57.0934
2021-04-07,55.4031
2021-04-08,56.4344
2021-04-09,56.0927
2021-04-10,56.0927
2021-04-11,56.0927
2021-04-12,55.612
2021-04-13,55.6367
2021-04-14,54.9312
2021-04-15,55.2309
2021-04-16,56.2834
2021-04-17,56.2834
2021-04-18,56.2834
2021-04-19,52.9169
2021-04-20,51.7565
2021-04-21,53.7338
2021-04-22,53.4009
2021-04-23,55.2807
2021-04-24,55.2807
2021-04-25,55.2807
2021-04-26,55.3308
2021-04-27,55.5308
2021-04-28,51.5312
2021-04-29,55.9558
2021-04-30,52.8165
2021-05-01,52.8165
2021-05-02,52.8165
2021-05-03,53.0841
2021-05-04,50.3013
2021-05-05,51.657
2021-05-06,51.3894
2021-05-07,53.3592
2021-05-08,53.3592
2021-05-09,53.3592
2021-05-10,48.4732
2021-05-11,48.3514
2021-05-12,45.2697
2021-05-13,46.2295
2021-05-14,47.9311
2021-05-15,47.9311
2021-05-16,47.9311
2021-05-17,46.5273
2021-05-18,46.9695
2021-05-19,48.2987
2021-05-20,49.868
2021-05-21,49.9021
2021-05-22,49.9021
2021-05-23,49.9021
2021-05-24,50.3579
2021-05-25,50.8908
2021-05-26,52.5937
2021-05-27,53.9517
2021-05-28,54.5125
2021-05-29,54.5125
2021-05-30,54.5125
2021-05-31,54.5125
2021-06-01,52.6629
2021-06-02,52.3833
2021-06-03,51.2442
2021-06-04,53.9031
2021-06-05,53.9031
2021-06-06,53.9031
2021-06-07,54.5005
2021-06-08,58.9776
2021-06-09,57.0035
2021-06-10,57.1938
2021-06-11,58.1535
2021-06-12,58.1535
2021-06-13,58.1535
2021-06-14,59.3748
2021-06-15,60.8102
2021-06-16,62.2423
2021-06-17,63.9354
2021-06-18,65.2373
2021-06-19,65.2373
2021-06-20,65.2373
2021-06-21,65.7196
2021-06-22,66.9939
2021-06-23,68.4923
2021-06-24,64.1427
2021-06-25,64.7314
2021-06-26,64.7314
2021-06-27,64.7314
2021-06-28,66.8859
2021-06-29,67.0806
2021-06-30,67.8331
2021-07-01,67.2481
2021-07-02,67.546
2021-07-03,67.546
2021-07-04,67.546
2021-07-05,67.546
2021-07-06,69.7925
2021-07-07,70.3064
2021-07-08,68.1428
2021-07-09,69.6717
2021-07-10,69.6717
2021-07-11,69.6717
2021-07-12,71.3846
2021-07-13,70.3655
2021-07-14,67.4652
2021-07-15,66.1804
2021-07-16,65.3422
2021-07-17,65.3422
2021-07-18,65.3422
2021-07-19,66.0327
2021-07-20,66.4169
2021-07-21,68.2842
2021-07-22,67.3092
2021-07-23,68.1725
2021-07-24,68.1725
2021-07-25,68.1725
2021-07-26,66.3806
2021-07-27,64.3707
2021-07-28,61.7125
2021-07-29,58.0198
2021-07-30,58.033
2021-07-31,58.033
2021-08-01,58.033
2021-08-02,52.4917
2021-08-03,52.993
2021-08-04,52.4859
2021-08-05,53.3545
2021-08-06,56.0576
2021-08-07,56.0576
2021-08-08,56.0576
2021-08-09,56.7041
2021-08-10,56.9897
2021-08-11,56.4046
2021-08-12,57.8644
2021-08-13,54.9856
2021-08-14,54.9856
2021-08-15,54.9856
2021-08-16,53.8111
2021-08-17,48.2977
2021-08-18,48.3139
2021-08-19,48.8139
2021-08-20,51.1157
2021-08-21,51.1157
2021-08-22,51.1157
2021-08-23,54.7698
2021-08-24,55.6717
2021-08-25,57.2594
2021-08-26,57.6199
2021-08-27,59.7364
2021-08-28,59.7364
2021-08-29,59.7364
2021-08-30,60.9076
2021-08-31,59.0883
2021-09-01,59.4671
2021-09-02,62.4408
2021-09-03,62.5877
2021-09-04,62.5877
2021-09-05,62.5877
2021-09-06,62.5877
2021-09-07,59.9014
2021-09-08,59.152
2021-09-09,61.7005
2021-09-10,60.4264
2021-09-11,60.4264
2021-09-12,60.4264
2021-09-13,56.5475
2021-09-14,55.0556
2021-09-15,56.8836
2021-09-16,56.6334
2021-09-17,55.0413
2021-09-18,55.0413
2021-09-19,55.0413
2021-09-20,51.0927
2021-09-21,52.1072
2021-09-22,56.0749
2021-09-23,58.5245
2021-09-24,55.94
2021-09-25,55.94
2021-09-26,55.94
2021-09-27,55.7209
2021-09-28,51.0101
2021-09-29,46.8363
2021-09-30,47.3434
2021-10-01,46.545
2021-10-02,46.545
2021-10-03,46.545
2021-10-04,45.9291
2021-10-05,46.1636
2021-10-06,46.7335
2021-10-07,49.8728
2021-10-08,47.3599
2021-10-09,47.3599
2021-10-10,47.3599
2021-10-11,48.0593
2021-10-12,50.9264
2021-10-13,50.3159
2021-10-14,53.6974
2021-10-15,57.3758
2021-10-16,57.3758
2021-10-17,57.3758
2021-10-18,60.5947
2021-10-19,58.7713
2021-10-20,57.6173
2021-10-21,59.9904
2021-10-22,59.6345
2021-10-23,59.6345
2021-10-24,59.6345
2021-10-25,59.5819
2021-10-26,60.054
2021-10-27,62.8564
2021-10-28,65.1465
2021-10-29,63.7685
2021-10-30,63.7685
2021-10-31,63.7685
2021-11-01,64.8899
2021-11-02,59.084
2021-11-03,52.4856
2021-11-04,52.2118
2021-11-05,50.3953
2021-11-06,50.3953
2021-11-07,50.3953
2021-11-08,51.4775
2021-11-09,49.745
2021-11-10,49.8627
2021-11-11,51.7719
2021-11-12,51.1119
2021-11-13,51.1119
2021-11-14,51.1119
2021-11-15,48.5373
2021-11-16,49.4736
2021-11-17,47.1117
2021-11-18,46.2485
2021-11-19,48.84
2021-11-20,48.84
2021-11-21,48.84
2021-11-22,50.0167
2021-11-23,48.575
2021-11-24,49.4735
2021-11-25,49.4735
2021-11-26,48.6599
2021-11-27,48.6599
2021-11-28,48.6599
2021-11-29,46.9278
2021-11-30,46.2638
2021-12-01,42.9389
2021-12-02,43.6244
2021-12-03,40.027
2021-12-04,40.027
2021-12-05,40.027
2021-12-06,37.1631
2021-12-07,35.9974
2021-12-08,38.314
2021-12-09,37.2433
2021-12-10,35.5091
2021-12-11,35.5091
2021-12-12,35.5091
2021-12-13,35.1325
2021-12-14,34.5581
2021-12-15,38.1301
2021-12-16,37.3136
2021-12-17,39.1159
2021-12-18,39.1159
2021-12-19,39.1159
2021-12-20,37.4129
2021-12-21,37.9271
2021-12-22,38.8293
2021-12-23,38.7454
2021-12-24,38.7454
2021-12-25,38.7454
2021-12-26,38.7454
2021-12-27,38.9527
2021-12-28,38.2908
2021-12-29,38.0762
2021-12-30,39.7605
2021-12-31,39.5685
2022-01-01,39.5685
2022-01-02,39.5685
2022-01-03,38.8207
2022-01-04,36.0392
2022-01-05,32.9546
2022-01-06,34.4924
2022-01-07,34.3632
2022-01-08,34.3632
2022-01-09,34.3632
2022-01-10,36.4678
2022-01-11,36.3939
2022-01-12,35.6641
2022-01-13,34.2308
2022-01-14,33.5764
2022-01-15,33.5764
2022-01-16,33.5764
2022-01-17,33.5764
2022-01-18,31.8128
2022-01-19,31.284
2022-01-20,30.2198
2022-01-21,28.4327
2022-01-22,28.4327
2022-01-23,28.4327
2022-01-24,33.1774
2022-01-25,31.7475
2022-01-26,30.2279
2022-01-27,29.1639
2022-01-28,32.0919
2022-01-29,32.0919
2022-01-30,32.0919
2022-01-31,36.4782
2022-02-01,37.969
2022-02-02,37.0597
2022-02-03,35.9836
2022-02-04,37.2144
2022-02-05,37.2144
2022-02-06,37.2144
2022-02-07,37.2255
2022-02-08,38.4825
2022-02-09,41.226
2022-02-10,40.1694
2022-02-11,37.8127
2022-02-12,37.8127
2022-02-13,37.8127
2022-02-14,37.0073
2022-02-15,38.7535
2022-02-16,48.1991
2022-02-17,45.6968
2022-02-18,44.2946
2022-02-19,44.2946
2022-02-20,44.2946
2022-02-21,44.2946
2022-02-22,42.2447
2022-02-23,40.4364
2022-02-24,46.6804
2022-02-25,49.4279
2022-02-26,49.4279
2022-02-27,49.4279
2022-02-28,49.2398
2022-03-01,50.276
2022-03-02,49.4027
2022-03-03,50.0476
2022-03-04,49.5972
2022-03-05,49.5972
2022-03-06,49.5972
2022-03-07,48.6236
2022-03-08,47.4557
2022-03-09,48.4992
2022-03-10,46.9811
2022-03-11,43.2043
2022-03-12,43.2043
2022-03-13,43.2043
2022-03-14,42.2753
2022-03-15,44.6596
2022-03-16,48.3536
2022-03-17,49.1853
2022-03-18,50.9554
2022-03-19,50.9554
2022-03-20,50.9554
2022-03-21,49.5828
2022-03-22,51.7711
2022-03-23,50.5437
2022-03-24,51.6392
2022-03-25,49.5685
2022-03-26,49.5685
2022-03-27,49.5685
2022-03-28,49.5153
2022-03-29,51.2195
2022-03-30,49.2517
2022-03-31,46.7101
2022-04-01,47.4701
2022-04-02,47.4701
2022-04-03,47.4701
2022-04-04,50.2992
2022-04-05,50.4102
2022-04-06,47.401
2022-04-07,46.8346
2022-04-08,45.127
2022-04-09,45.127
2022-04-10,45.127
2022-04-11,43.4108
2022-04-12,41.378
2022-04-13,42.0939
2022-04-14,39.4535
2022-04-15,39.4535
2022-04-16,39.4535
2022-04-17,39.4535
2022-04-18,39.1647
2022-04-19,43.1816
2022-04-20,41.9868
2022-04-21,39.1751
2022-04-22,38.7424
2022-04-23,38.7424
2022-04-24,38.7424
2022-04-25,40.4021
2022-04-26,38.1653
2022-04-27,38.2503
2022-04-28,38.9544
2022-04-29,36.9303
2022-04-30,36.9303
2022-05-01,36.9303
2022-05-02,38.6593
2022-05-03,40.3892
2022-05-04,46.1843
2022-05-05,45.9733
2022-05-06,42.9405
2022-05-07,42.9405
2022-05-08,42.9405
2022-05-09,40.8317
2022-05-10,40.2421
2022-05-11,37.6797
2022-05-12,39.6781
2022-05-13,42.2162
2022-05-14,42.2162
2022-05-15,42.2162
2022-05-16,41.2578
2022-05-17,42.4906
2022-05-18,40.1769
2022-05-19,42.9475
2022-05-20,42.5292
2022-05-21,42.5292
2022-05-22,42.5292
2022-05-23,44.4597
2022-05-24,42.2152
2022-05-25,45.1827
2022-05-26,46.9926
2022-05-27,49.5596
2022-05-28,49.5596
2022-05-29,49.5596
2022-05-30,49.5596
2022-05-31,48.0927
2022-06-01,47.5767
2022-06-02,51.7499
2022-06-03,51.738
2022-06-04,51.738
2022-06-05,51.738
2022-06-06,54.1445
2022-06-07,55.4005
2022-06-08,54.9211
2022-06-09,52.6881
2022-06-10,49.8973
2022-06-11,49.8973
2022-06-12,49.8973
2022-06-13,47.2138
2022-06-14,46.5473
2022-06-15,48.0051
2022-06-16,44.3444
2022-06-17,43.8178
2022-06-18,43.8178
2022-06-19,43.8178
2022-06-20,43.8178
2022-06-21,43.779
2022-06-22,42.7047
2022-06-23,44.4811
2022-06-24,44.9799
2022-06-25,44.9799
2022-06-26,44.9799
2022-06-27,44.8252
2022-06-28,43.7844
2022-06-29,43.4008
2022-06-30,42.7529
2022-07-01,44.2338
2022-07-02,44.2338
2022-07-03,44.2338
2022-07-04,44.2338
2022-07-05,44.0942
2022-07-06,44.2031
2022-07-07,47.0569
2022-07-08,47.1145
2022-07-09,47.1145
2022-07-10,47.1145
2022-07-11,45.6431
2022-07-12,44.9832
2022-07-13,44.8342
2022-07-14,42.9581
2022-07-15,44.5189
2022-07-16,44.5189
2022-07-17,44.5189
2022-07-18,46.5427
2022-07-19,48.1021
2022-07-20,52.0207
2022-07-21,52.1572
2022-07-22,50.0042
2022-07-23,50.0042
2022-07-24,50.0042
2022-07-25,49.7077
2022-07-26,48.3443
2022-07-27,51.1613
2022-07-28,53.5325
2022-07-29,55.6934
2022-07-30,55.6934
2022-07-31,55.6934
2022-08-01,54.9269
2022-08-02,55.2464
2022-08-03,51.2476
2022-08-04,50.1005
2022-08-05,51.0534
2022-08-06,51.0534
2022-08-07,51.0534
2022-08-08,51.8763
2022-08-09,50.1325
2022-08-10,53.3211
2022-08-11,54.6255
2022-08-12,57.2359
2022-08-13,57.2359
2022-08-14,57.2359
2022-08-15,55.2966
2022-08-16,54.2357
2022-08-17,51.6215
2022-08-18,54.3044
2022-08-19,51.4358
2022-08-20,51.4358
2022-08-21,51.4358
2022-08-22,48.6097
2022-08-23,48.9643
2022-08-24,49.0977
2022-08-25,50.3416
2022-08-26,47.3418
2022-08-27,47.3418
2022-08-28,47.3418
2022-08-29,46.6989
2022-08-30,44.9164
2022-08-31,44.6239
2022-09-01,47.4466
2022-09-02,45.6104
2022-09-03,45.6104
2022-09-04,45.6104
2022-09-05,45.6104
2022-09-06,46.0861
2022-09-07,47.0753
2022-09-08,47.8305
2022-09-09,48.9075
2022-09-10,48.9075
2022-09-11,48.9075
2022-09-12,47.7801
2022-09-13,43.8988
2022-09-14,43.7689
2022-09-15,43.0377
2022-09-16,41.4481
2022-09-17,41.4481
2022-09-18,41.4481
2022-09-19,40.9165
2022-09-20,38.4805
2022-09-21,37.2076
2022-09-22,36.4345
2022-09-23,37.9754
2022-09-24,37.9754
2022-09-25,37.9754
2022-09-26,39.3631
2022-09-27,39.1174
2022-09-28,41.1168
2022-09-29,38.6884
2022-09-30,39.7966
2022-10-01,39.7966
2022-10-02,39.7966
2022-10-03,39.6551
2022-10-04,41.8868
2022-10-05,40.5885
2022-10-06,38.7161
2022-10-07,36.2234
2022-10-08,36.2234
2022-10-09,36.2234
2022-10-10,36.2033
2022-10-11,35.8472
2022-10-12,35.4862
2022-10-13,34.8662
2022-10-14,33.2591
2022-10-15,33.2591
2022-10-16,33.2591
2022-10-17,35.5329
2022-10-18,36.7336
2022-10-19,30.8471
2022-10-20,30.7925
2022-10-21,30.7335
2022-10-22,30.7335
2022-10-23,30.7335
2022-10-24,31.9542
2022-10-25,34.4724
2022-10-26,34.1865
2022-10-27,34.2735
2022-10-28,33.7419
2022-10-29,33.7419
2022-10-30,33.7419
2022-10-31,33.6049
2022-11-01,33.3902
2022-11-02,31.827
2022-11-03,31.1031
2022-11-04,31.0794
2022-11-05,31.0794
2022-11-06,31.0794
2022-11-07,30.516
2022-11-08,32.5785
2022-11-09,31.4329
2022-11-10,36.1617
2022-11-11,37.6009
2022-11-12,37.6009
2022-11-13,37.6009
2022-11-14,36.1837
2022-11-15,36.4097
2022-11-16,35.6145
2022-11-17,35.1261
2022-11-18,35.6849
2022-11-19,35.6849
2022-11-20,35.6849
2022-11-21,35.6202
2022-11-22,37.1352
2022-11-23,37.3728
2022-11-24,37.3728
2022-11-25,36.9467
2022-11-26,36.9467
2022-11-27,36.9467
2022-11-28,36.1775
2022-11-29,35.8388
2022-11-30,37.9259
2022-12-01,37.2983
2022-12-02,36.6808
2022-12-03,36.6808
2022-12-04,36.6808
2022-12-05,35.6338
2022-12-06,35.0507
2022-12-07,34.162
2022-12-08,35.1065
2022-12-09,35.096
2022-12-10,35.096
2022-12-11,35.096
2022-12-12,36.7373
2022-12-13,38.099
2022-12-14,39.2345
2022-12-15,36.7783
2022-12-16,37.6571
2022-12-17,37.6571
2022-12-18,37.6571
2022-12-19,36.7901
2022-12-20,36.554
2022-12-21,37.1538
2022-12-22,36.4441
2022-12-23,37.7336
2022-12-24,37.7336
2022-12-25,37.7336
2022-12-26,37.7336
2022-12-27,37.3935
2022-12-28,40.1257
2022-12-29,42.3745
2022-12-30,42.3847
2022-12-31,42.3847
2023-01-01,42.3847
2023-01-02,42.3847
2023-01-03,41.2726
2023-01-04,43.4626
2023-01-05,42.056
2023-01-06,43.3448
2023-01-07,43.3448
2023-01-08,43.3448
2023-01-09,45.3671
2023-01-10,47.7001
2023-01-11,48.6969
2023-01-12,49.5739
2023-01-13,49.6263
2023-01-14,49.6263
2023-01-15,49.6263
2023-01-16,49.6263
2023-01-17,50.0364
2023-01-18,49.7422
2023-01-19,45.6946
2023-01-20,47.3307
2023-01-21,47.3307
2023-01-22,47.3307
2023-01-23,50.9747
2023-01-24,50.186
2023-01-25,48.693
2023-01-26,49.5523
2023-01-27,51.7967
2023-01-28,51.7967
2023-01-29,51.7967
2023-01-30,49.5961
2023-01-31,52.9771
2023-02-01,55.4392
2023-02-02,57.1657
2023-02-03,53.066
2023-02-04,53.066
2023-02-05,53.066
2023-02-06,52.5852
2023-02-07,53.1042
2023-02-08,50.9766
2023-02-09,50.9119
2023-02-10,50.3179
2023-02-11,50.3179
2023-02-12,50.3179
2023-02-13,52.839
2023-02-14,54.1209
2023-02-15,58.0961
2023-02-16,55.4569
2023-02-17,53.9602
2023-02-18,53.9602
2023-02-19,53.9602
2023-02-20,53.9602
2023-02-21,49.1528
2023-02-22,50.3711
2023-02-23,51.4272
2023-02-24,50.1137
2023-02-25,50.1137
2023-02-26,50.1137
2023-02-27,50.7095
2023-02-28,50.8829
2023-03-01,50.0766
2023-03-02,51.7524
2023-03-03,53.7277
2023-03-04,53.7277
2023-03-05,53.7277
2023-03-06,53.2871
2023-03-07,51.2253
2023-03-08,51.2344
2023-03-09,49.4834
2023-03-10,47.3549
2023-03-11,47.3549
2023-03-12,47.3549
2023-03-13,47.5962
2023-03-14,47.2555
2023-03-15,47.5587
2023-03-16,48.6567
2023-03-17,47.4534
2023-03-18,47.4534
