,CRI US Equity
2020-04-11,45.6274
2020-04-12,45.6274
2020-04-13,43.2811
2020-04-14,44.5869
2020-04-15,41.504
2020-04-16,43.8133
2020-04-17,46.088
2020-04-18,46.088
2020-04-19,46.088
2020-04-20,45.1873
2020-04-21,44.0711
2020-04-22,44.0206
2020-04-23,43.953
2020-04-24,43.9422
2020-04-25,43.9422
2020-04-26,43.9422
2020-04-27,48.0553
2020-04-28,49.4586
2020-04-29,50.9026
2020-04-30,48.1675
2020-05-01,46.4392
2020-05-02,46.4392
2020-05-03,46.4392
2020-05-04,46.7389
2020-05-05,45.8301
2020-05-06,47.2151
2020-05-07,47.2947
2020-05-08,49.3315
2020-05-09,49.3315
2020-05-10,49.3315
2020-05-11,48.5341
2020-05-12,47.1677
2020-05-13,45.2278
2020-05-14,46.7045
2020-05-15,47.2138
2020-05-16,47.2138
2020-05-17,47.2138
2020-05-18,51.7608
2020-05-19,51.4709
2020-05-20,50.3761
2020-05-21,52.113
2020-05-22,51.1128
2020-05-23,51.1128
2020-05-24,51.1128
2020-05-25,51.1128
2020-05-26,53.7372
2020-05-27,55.5871
2020-05-28,53.786
2020-05-29,53.4977
2020-05-30,53.4977
2020-05-31,53.4977
2020-06-01,54.871
2020-06-02,53.9481
2020-06-03,57.3522
2020-06-04,55.3954
2020-06-05,55.9659
2020-06-06,55.9659
2020-06-07,55.9659
2020-06-08,57.6743
2020-06-09,55.1711
2020-06-10,53.0906
2020-06-11,50.2594
2020-06-12,50.782
2020-06-13,50.782
2020-06-14,50.782
2020-06-15,50.9964
2020-06-16,52.5261
2020-06-17,52.1125
2020-06-18,51.555
2020-06-19,50.6166
2020-06-20,50.6166
2020-06-21,50.6166
2020-06-22,51.1937
2020-06-23,50.6494
2020-06-24,48.1139
2020-06-25,46.8344
2020-06-26,45.1686
2020-06-27,45.1686
2020-06-28,45.1686
2020-06-29,47.3061
2020-06-30,48.3666
2020-07-01,49.0174
2020-07-02,48.5129
2020-07-03,48.5129
2020-07-04,48.5129
2020-07-05,48.5129
2020-07-06,49.2071
2020-07-07,48.2831
2020-07-08,48.722
2020-07-09,47.6833
2020-07-10,50.0081
2020-07-11,50.0081
2020-07-12,50.0081
2020-07-13,50.0418
2020-07-14,52.3797
2020-07-15,53.9428
2020-07-16,54.7998
2020-07-17,53.0364
2020-07-18,53.0364
2020-07-19,53.0364
2020-07-20,52.1771
2020-07-21,52.9654
2020-07-22,53.3295
2020-07-23,51.8897
2020-07-24,55.3154
2020-07-25,55.3154
2020-07-26,55.3154
2020-07-27,53.7943
2020-07-28,53.3018
2020-07-29,49.7537
2020-07-30,47.3911
2020-07-31,45.6721
2020-08-01,45.6721
2020-08-02,45.6721
2020-08-03,45.1079
2020-08-04,45.6169
2020-08-05,47.858
2020-08-06,45.5336
2020-08-07,47.745
2020-08-08,47.745
2020-08-09,47.745
2020-08-10,50.6054
2020-08-11,51.7604
2020-08-12,51.3974
2020-08-13,50.4099
2020-08-14,50.9336
2020-08-15,50.9336
2020-08-16,50.9336
2020-08-17,50.8953
2020-08-18,48.3712
2020-08-19,47.0385
2020-08-20,44.1239
2020-08-21,44.0169
2020-08-22,44.0169
2020-08-23,44.0169
2020-08-24,46.8267
2020-08-25,47.4047
2020-08-26,48.2377
2020-08-27,49.3574
2020-08-28,50.649
2020-08-29,50.649
2020-08-30,50.649
2020-08-31,47.4656
2020-09-01,46.2817
2020-09-02,48.2685
2020-09-03,48.1269
2020-09-04,48.9533
2020-09-05,48.9533
2020-09-06,48.9533
2020-09-07,48.9533
2020-09-08,46.1755
2020-09-09,49.2755
2020-09-10,51.3447
2020-09-11,51.3048
2020-09-12,51.3048
2020-09-13,51.3048
2020-09-14,53.6882
2020-09-15,53.7065
2020-09-16,56.9222
2020-09-17,55.6405
2020-09-18,54.3107
2020-09-19,54.3107
2020-09-20,54.3107
2020-09-21,54.0932
2020-09-22,55.7255
2020-09-23,54.41
2020-09-24,53.6817
2020-09-25,54.247
2020-09-26,54.247
2020-09-27,54.247
2020-09-28,55.5626
2020-09-29,52.0665
2020-09-30,53.0227
2020-10-01,53.9822
2020-10-02,54.992
2020-10-03,54.992
2020-10-04,54.992
2020-10-05,52.46
2020-10-06,49.7444
2020-10-07,52.4336
2020-10-08,53.5021
2020-10-09,54.7728
2020-10-10,54.7728
2020-10-11,54.7728
2020-10-12,52.4324
2020-10-13,49.871
2020-10-14,49.2992
2020-10-15,49.2471
2020-10-16,46.5377
2020-10-17,46.5377
2020-10-18,46.5377
2020-10-19,47.7014
2020-10-20,48.9288
2020-10-21,51.1001
2020-10-22,52.6193
2020-10-23,52.7629
2020-10-24,52.7629
2020-10-25,52.7629
2020-10-26,53.3377
2020-10-27,51.7391
2020-10-28,47.9304
2020-10-29,49.0188
2020-10-30,46.7172
2020-10-31,46.7172
2020-11-01,46.7172
2020-11-02,45.4972
2020-11-03,47.1246
2020-11-04,45.4384
2020-11-05,47.4982
2020-11-06,45.7615
2020-11-07,45.7615
2020-11-08,45.7615
2020-11-09,49.2126
2020-11-10,50.9673
2020-11-11,49.8537
2020-11-12,46.3884
2020-11-13,50.6526
2020-11-14,50.6526
2020-11-15,50.6526
2020-11-16,51.5512
2020-11-17,53.029
2020-11-18,53.7082
2020-11-19,54.1405
2020-11-20,53.257
2020-11-21,53.257
2020-11-22,53.257
2020-11-23,56.7676
2020-11-24,59.8158
2020-11-25,60.0982
2020-11-26,60.0982
2020-11-27,58.8852
2020-11-28,58.8852
2020-11-29,58.8852
2020-11-30,53.2302
2020-12-01,53.2302
2020-12-02,54.0133
2020-12-03,55.3794
2020-12-04,57.923
2020-12-05,57.923
2020-12-06,57.923
2020-12-07,56.7369
2020-12-08,56.6463
2020-12-09,57.5402
2020-12-10,54.573
2020-12-11,53.1871
2020-12-12,53.1871
2020-12-13,53.1871
2020-12-14,50.05
2020-12-15,53.739
2020-12-16,54.0229
2020-12-17,53.9052
2020-12-18,54.4647
2020-12-19,54.4647
2020-12-20,54.4647
2020-12-21,55.3613
2020-12-22,53.9643
2020-12-23,57.0435
2020-12-24,56.8205
2020-12-25,56.8205
2020-12-26,56.8205
2020-12-27,56.8205
2020-12-28,57.9308
2020-12-29,55.6851
2020-12-30,56.5198
2020-12-31,55.0886
2021-01-01,55.0886
2021-01-02,55.0886
2021-01-03,55.0886
2021-01-04,52.9279
2021-01-05,53.5726
2021-01-06,60.3416
2021-01-07,59.9429
2021-01-08,61.4316
2021-01-09,61.4316
2021-01-10,61.4316
2021-01-11,62.0695
2021-01-12,63.5687
2021-01-13,57.663
2021-01-14,56.6832
2021-01-15,55.9484
2021-01-16,55.9484
2021-01-17,55.9484
2021-01-18,55.9484
2021-01-19,56.6915
2021-01-20,57.4929
2021-01-21,57.5016
2021-01-22,53.9132
2021-01-23,53.9132
2021-01-24,53.9132
2021-01-25,51.5842
2021-01-26,50.6019
2021-01-27,50.4259
2021-01-28,45.8747
2021-01-29,45.0407
2021-01-30,45.0407
2021-01-31,45.0407
2021-02-01,47.6147
2021-02-02,47.9777
2021-02-03,50.1622
2021-02-04,51.9473
2021-02-05,52.505
2021-02-06,52.505
2021-02-07,52.505
2021-02-08,53.1452
2021-02-09,53.828
2021-02-10,55.1044
2021-02-11,53.8446
2021-02-12,53.1348
2021-02-13,53.1348
2021-02-14,53.1348
2021-02-15,53.1348
2021-02-16,51.1014
2021-02-17,49.9787
2021-02-18,49.5992
2021-02-19,48.821
2021-02-20,48.821
2021-02-21,48.821
2021-02-22,50.2715
2021-02-23,48.5274
2021-02-24,50.5699
2021-02-25,51.3347
2021-02-26,40.491
2021-02-27,40.491
2021-02-28,40.491
2021-03-01,41.517
2021-03-02,41.1501
2021-03-03,40.0752
2021-03-04,40.6101
2021-03-05,43.1858
2021-03-06,43.1858
2021-03-07,43.1858
2021-03-08,45.9583
2021-03-09,45.6597
2021-03-10,44.6651
2021-03-11,46.0079
2021-03-12,46.8967
2021-03-13,46.8967
2021-03-14,46.8967
2021-03-15,50.0379
2021-03-16,48.9459
2021-03-17,48.7155
2021-03-18,47.7638
2021-03-19,48.8435
2021-03-20,48.8435
2021-03-21,48.8435
2021-03-22,47.5247
2021-03-23,43.6564
2021-03-24,46.0958
2021-03-25,47.2877
2021-03-26,50.1131
2021-03-27,50.1131
2021-03-28,50.1131
2021-03-29,47.7214
2021-03-30,49.9204
2021-03-31,48.5655
2021-04-01,49.5175
2021-04-02,49.5175
2021-04-03,49.5175
2021-04-04,49.5175
2021-04-05,53.0438
2021-04-06,52.5916
2021-04-07,51.8299
2021-04-08,50.8823
2021-04-09,52.8503
2021-04-10,52.8503
2021-04-11,52.8503
2021-04-12,55.5106
2021-04-13,54.8975
2021-04-14,55.6339
2021-04-15,56.5396
2021-04-16,57.4014
2021-04-17,57.4014
2021-04-18,57.4014
2021-04-19,57.564
2021-04-20,56.4237
2021-04-21,57.3578
2021-04-22,58.5247
2021-04-23,59.3918
2021-04-24,59.3918
2021-04-25,59.3918
2021-04-26,60.3927
2021-04-27,63.695
2021-04-28,61.9382
2021-04-29,60.8007
2021-04-30,65.402
2021-05-01,65.402
2021-05-02,65.402
2021-05-03,67.3289
2021-05-04,67.1866
2021-05-05,65.4409
2021-05-06,63.3203
2021-05-07,64.7058
2021-05-08,64.7058
2021-05-09,64.7058
2021-05-10,58.0076
2021-05-11,55.501
2021-05-12,51.5298
2021-05-13,53.8604
2021-05-14,55.6262
2021-05-15,55.6262
2021-05-16,55.6262
2021-05-17,56.4469
2021-05-18,53.6969
2021-05-19,50.826
2021-05-20,52.9213
2021-05-21,52.9387
2021-05-22,52.9387
2021-05-23,52.9387
2021-05-24,52.1529
2021-05-25,51.0029
2021-05-26,53.0081
2021-05-27,54.5938
2021-05-28,53.5495
2021-05-29,53.5495
2021-05-30,53.5495
2021-05-31,53.5495
2021-06-01,53.6321
2021-06-02,53.7078
2021-06-03,54.4196
2021-06-04,55.0
2021-06-05,55.0
2021-06-06,55.0
2021-06-07,55.3917
2021-06-08,56.5556
2021-06-09,54.1837
2021-06-10,53.3797
2021-06-11,55.8287
2021-06-12,55.8287
2021-06-13,55.8287
2021-06-14,55.9177
2021-06-15,58.287
2021-06-16,56.4922
2021-06-17,53.916
2021-06-18,52.0454
2021-06-19,52.0454
2021-06-20,52.0454
2021-06-21,52.493
2021-06-22,52.1572
2021-06-23,53.2076
2021-06-24,53.7057
2021-06-25,55.1861
2021-06-26,55.1861
2021-06-27,55.1861
2021-06-28,52.1209
2021-06-29,51.0575
2021-06-30,52.1601
2021-07-01,54.0537
2021-07-02,52.6048
2021-07-03,52.6048
2021-07-04,52.6048
2021-07-05,52.6048
2021-07-06,50.7253
2021-07-07,50.9176
2021-07-08,49.8735
2021-07-09,53.3323
2021-07-10,53.3323
2021-07-11,53.3323
2021-07-12,54.5408
2021-07-13,51.9017
2021-07-14,50.5441
2021-07-15,47.5828
2021-07-16,45.3037
2021-07-17,45.3037
2021-07-18,45.3037
2021-07-19,42.6282
2021-07-20,46.5561
2021-07-21,46.3305
2021-07-22,45.7571
2021-07-23,48.0199
2021-07-24,48.0199
2021-07-25,48.0199
2021-07-26,48.6245
2021-07-27,45.9058
2021-07-28,46.921
2021-07-29,47.3031
2021-07-30,46.4331
2021-07-31,46.4331
2021-08-01,46.4331
2021-08-02,50.0292
2021-08-03,52.0498
2021-08-04,49.0037
2021-08-05,51.2346
2021-08-06,51.6914
2021-08-07,51.6914
2021-08-08,51.6914
2021-08-09,49.1835
2021-08-10,50.7385
2021-08-11,54.7854
2021-08-12,54.883
2021-08-13,54.712
2021-08-14,54.712
2021-08-15,54.712
2021-08-16,54.9608
2021-08-17,50.8986
2021-08-18,49.3425
2021-08-19,49.2752
2021-08-20,54.5716
2021-08-21,54.5716
2021-08-22,54.5716
2021-08-23,54.5004
2021-08-24,55.9379
2021-08-25,55.0324
2021-08-26,51.6887
2021-08-27,51.7962
2021-08-28,51.7962
2021-08-29,51.7962
2021-08-30,53.096
2021-08-31,50.6695
2021-09-01,51.3175
2021-09-02,48.0315
2021-09-03,49.3192
2021-09-04,49.3192
2021-09-05,49.3192
2021-09-06,49.3192
2021-09-07,46.8938
2021-09-08,46.0744
2021-09-09,49.0472
2021-09-10,50.8287
2021-09-11,50.8287
2021-09-12,50.8287
2021-09-13,49.9148
2021-09-14,47.6971
2021-09-15,47.0952
2021-09-16,46.1649
2021-09-17,44.6009
2021-09-18,44.6009
2021-09-19,44.6009
2021-09-20,44.1805
2021-09-21,42.5316
2021-09-22,44.3378
2021-09-23,44.913
2021-09-24,46.7127
2021-09-25,46.7127
2021-09-26,46.7127
2021-09-27,50.5482
2021-09-28,50.7894
2021-09-29,50.8838
2021-09-30,46.4473
2021-10-01,49.1288
2021-10-02,49.1288
2021-10-03,49.1288
2021-10-04,49.9016
2021-10-05,46.9608
2021-10-06,41.2197
2021-10-07,44.1383
2021-10-08,44.1724
2021-10-09,44.1724
2021-10-10,44.1724
2021-10-11,43.3503
2021-10-12,44.9976
2021-10-13,45.5823
2021-10-14,48.4612
2021-10-15,49.6863
2021-10-16,49.6863
2021-10-17,49.6863
2021-10-18,50.7892
2021-10-19,51.5467
2021-10-20,50.8061
2021-10-21,51.7115
2021-10-22,54.3407
2021-10-23,54.3407
2021-10-24,54.3407
2021-10-25,52.4123
2021-10-26,52.6163
2021-10-27,50.8134
2021-10-28,51.7805
2021-10-29,49.0103
2021-10-30,49.0103
2021-10-31,49.0103
2021-11-01,52.8128
2021-11-02,49.8198
2021-11-03,54.054
2021-11-04,54.2322
2021-11-05,54.6535
2021-11-06,54.6535
2021-11-07,54.6535
2021-11-08,56.6338
2021-11-09,57.391
2021-11-10,58.1201
2021-11-11,57.4213
2021-11-12,59.0956
2021-11-13,59.0956
2021-11-14,59.0956
2021-11-15,58.0262
2021-11-16,59.2631
2021-11-17,55.3909
2021-11-18,56.0436
2021-11-19,55.4672
2021-11-20,55.4672
2021-11-21,55.4672
2021-11-22,52.0145
2021-11-23,53.8474
2021-11-24,52.1477
2021-11-25,52.1477
2021-11-26,50.216
2021-11-27,50.216
2021-11-28,50.216
2021-11-29,52.3498
2021-11-30,49.1339
2021-12-01,46.7377
2021-12-02,49.8824
2021-12-03,50.5154
2021-12-04,50.5154
2021-12-05,50.5154
2021-12-06,51.9239
2021-12-07,53.6328
2021-12-08,54.8169
2021-12-09,54.5843
2021-12-10,54.644
2021-12-11,54.644
2021-12-12,54.644
2021-12-13,51.9806
2021-12-14,51.1813
2021-12-15,52.7178
2021-12-16,52.8359
2021-12-17,52.1377
2021-12-18,52.1377
2021-12-19,52.1377
2021-12-20,44.3421
2021-12-21,48.3729
2021-12-22,45.839
2021-12-23,46.4765
2021-12-24,46.4765
2021-12-25,46.4765
2021-12-26,46.4765
2021-12-27,47.5514
2021-12-28,47.6053
2021-12-29,48.3194
2021-12-30,49.5024
2021-12-31,49.2003
2022-01-01,49.2003
2022-01-02,49.2003
2022-01-03,49.6431
2022-01-04,52.6427
2022-01-05,49.6818
2022-01-06,48.5102
2022-01-07,46.44
2022-01-08,46.44
2022-01-09,46.44
2022-01-10,43.8947
2022-01-11,44.2182
2022-01-12,43.7639
2022-01-13,46.3251
2022-01-14,44.7947
2022-01-15,44.7947
2022-01-16,44.7947
2022-01-17,44.7947
2022-01-18,41.9552
2022-01-19,42.9795
2022-01-20,39.3372
2022-01-21,41.1984
2022-01-22,41.1984
2022-01-23,41.1984
2022-01-24,44.6538
2022-01-25,43.6596
2022-01-26,41.3711
2022-01-27,42.1294
2022-01-28,43.1589
2022-01-29,43.1589
2022-01-30,43.1589
2022-01-31,44.2892
2022-02-01,44.2142
2022-02-02,42.9354
2022-02-03,40.6293
2022-02-04,40.542
2022-02-05,40.542
2022-02-06,40.542
2022-02-07,40.949
2022-02-08,45.5389
2022-02-09,48.1596
2022-02-10,47.0985
2022-02-11,45.3463
2022-02-12,45.3463
2022-02-13,45.3463
2022-02-14,44.1809
2022-02-15,45.1373
2022-02-16,44.2068
2022-02-17,42.1083
2022-02-18,41.7207
2022-02-19,41.7207
2022-02-20,41.7207
2022-02-21,41.7207
2022-02-22,41.4949
2022-02-23,40.7067
2022-02-24,41.2767
2022-02-25,51.8848
2022-02-26,51.8848
2022-02-27,51.8848
2022-02-28,51.6406
2022-03-01,52.0265
2022-03-02,54.186
2022-03-03,51.6479
2022-03-04,49.6113
2022-03-05,49.6113
2022-03-06,49.6113
2022-03-07,46.9544
2022-03-08,46.3295
2022-03-09,50.4827
2022-03-10,51.0663
2022-03-11,48.5481
2022-03-12,48.5481
2022-03-13,48.5481
2022-03-14,47.0561
2022-03-15,48.7178
2022-03-16,49.5826
2022-03-17,51.8524
2022-03-18,52.4668
2022-03-19,52.4668
2022-03-20,52.4668
2022-03-21,50.7237
2022-03-22,50.9703
2022-03-23,48.6612
2022-03-24,49.5109
2022-03-25,50.2654
2022-03-26,50.2654
2022-03-27,50.2654
2022-03-28,49.0521
2022-03-29,52.1661
2022-03-30,50.8128
2022-03-31,47.4867
2022-04-01,44.8563
2022-04-02,44.8563
2022-04-03,44.8563
2022-04-04,46.2414
2022-04-05,44.816
2022-04-06,42.7574
2022-04-07,44.3375
2022-04-08,45.1658
2022-04-09,45.1658
2022-04-10,45.1658
2022-04-11,43.9517
2022-04-12,44.7377
2022-04-13,45.7364
2022-04-14,46.6285
2022-04-15,46.6285
2022-04-16,46.6285
2022-04-17,46.6285
2022-04-18,45.8185
2022-04-19,48.8331
2022-04-20,51.1974
2022-04-21,50.3365
2022-04-22,47.2589
2022-04-23,47.2589
2022-04-24,47.2589
2022-04-25,46.9943
2022-04-26,43.9213
2022-04-27,43.2322
2022-04-28,46.5723
2022-04-29,42.5303
2022-04-30,42.5303
2022-05-01,42.5303
2022-05-02,43.7002
2022-05-03,43.1097
2022-05-04,44.6459
2022-05-05,40.4645
2022-05-06,39.9066
2022-05-07,39.9066
2022-05-08,39.9066
2022-05-09,40.7869
2022-05-10,39.1821
2022-05-11,38.6861
2022-05-12,43.1965
2022-05-13,43.7567
2022-05-14,43.7567
2022-05-15,43.7567
2022-05-16,43.8713
2022-05-17,45.5349
2022-05-18,41.063
2022-05-19,40.5669
2022-05-20,38.2097
2022-05-21,38.2097
2022-05-22,38.2097
2022-05-23,38.1497
2022-05-24,35.9127
2022-05-25,39.1585
2022-05-26,42.4421
2022-05-27,42.4973
2022-05-28,42.4973
2022-05-29,42.4973
2022-05-30,42.4973
2022-05-31,42.3379
2022-06-01,41.8676
2022-06-02,44.244
2022-06-03,44.4398
2022-06-04,44.4398
2022-06-05,44.4398
2022-06-06,44.3829
2022-06-07,42.6956
2022-06-08,42.574
2022-06-09,40.9409
2022-06-10,38.6081
2022-06-11,38.6081
2022-06-12,38.6081
2022-06-13,37.7122
2022-06-14,37.2896
2022-06-15,38.6835
2022-06-16,35.9782
2022-06-17,37.8216
2022-06-18,37.8216
2022-06-19,37.8216
2022-06-20,37.8216
2022-06-21,39.2265
2022-06-22,38.782
2022-06-23,41.1493
2022-06-24,44.5466
2022-06-25,44.5466
2022-06-26,44.5466
2022-06-27,43.5661
2022-06-28,41.277
2022-06-29,41.0322
2022-06-30,40.5622
2022-07-01,41.0009
2022-07-02,41.0009
2022-07-03,41.0009
2022-07-04,41.0009
2022-07-05,43.8033
2022-07-06,43.2341
2022-07-07,45.5728
2022-07-08,46.2384
2022-07-09,46.2384
2022-07-10,46.2384
2022-07-11,48.0093
2022-07-12,48.7576
2022-07-13,49.0861
2022-07-14,48.468
2022-07-15,50.6167
2022-07-16,50.6167
2022-07-17,50.6167
2022-07-18,51.0967
2022-07-19,56.155
2022-07-20,54.2383
2022-07-21,55.1834
2022-07-22,52.5962
2022-07-23,52.5962
2022-07-24,52.5962
2022-07-25,50.9368
2022-07-26,45.5791
2022-07-27,48.6801
2022-07-28,53.3807
2022-07-29,53.5162
2022-07-30,53.5162
2022-07-31,53.5162
2022-08-01,55.2188
2022-08-02,53.0606
2022-08-03,53.6037
2022-08-04,53.5221
2022-08-05,53.4021
2022-08-06,53.4021
2022-08-07,53.4021
2022-08-08,53.8411
2022-08-09,50.1791
2022-08-10,52.6841
2022-08-11,54.4187
2022-08-12,55.2422
2022-08-13,55.2422
2022-08-14,55.2422
2022-08-15,53.915
2022-08-16,56.4695
2022-08-17,54.7699
2022-08-18,54.4505
2022-08-19,52.1165
2022-08-20,52.1165
2022-08-21,52.1165
2022-08-22,49.0299
2022-08-23,48.8225
2022-08-24,48.6544
2022-08-25,50.6466
2022-08-26,46.8113
2022-08-27,46.8113
2022-08-28,46.8113
2022-08-29,45.5967
2022-08-30,45.6832
2022-08-31,43.6524
2022-09-01,44.1764
2022-09-02,43.3835
2022-09-03,43.3835
2022-09-04,43.3835
2022-09-05,43.3835
2022-09-06,42.2181
2022-09-07,45.8534
2022-09-08,46.0848
2022-09-09,48.8959
2022-09-10,48.8959
2022-09-11,48.8959
2022-09-12,51.0979
2022-09-13,46.7314
2022-09-14,45.3607
2022-09-15,44.2387
2022-09-16,43.5717
2022-09-17,43.5717
2022-09-18,43.5717
2022-09-19,44.6918
2022-09-20,42.1172
2022-09-21,41.1514
2022-09-22,41.4645
2022-09-23,41.1396
2022-09-24,41.1396
2022-09-25,41.1396
2022-09-26,40.0286
2022-09-27,39.7144
2022-09-28,41.6539
2022-09-29,38.8784
2022-09-30,38.632
2022-10-01,38.632
2022-10-02,38.632
2022-10-03,43.333
2022-10-04,48.3015
2022-10-05,49.8187
2022-10-06,49.6939
2022-10-07,47.5438
2022-10-08,47.5438
2022-10-09,47.5438
2022-10-10,46.7697
2022-10-11,46.6259
2022-10-12,46.2524
2022-10-13,48.1529
2022-10-14,47.6752
2022-10-15,47.6752
2022-10-16,47.6752
2022-10-17,48.9076
2022-10-18,49.7797
2022-10-19,48.4144
2022-10-20,46.8972
2022-10-21,50.3659
2022-10-22,50.3659
2022-10-23,50.3659
2022-10-24,48.8716
2022-10-25,51.176
2022-10-26,50.7621
2022-10-27,49.8371
2022-10-28,45.3242
2022-10-29,45.3242
2022-10-30,45.3242
2022-10-31,43.2293
2022-11-01,42.2505
2022-11-02,40.4174
2022-11-03,39.3689
2022-11-04,41.0106
2022-11-05,41.0106
2022-11-06,41.0106
2022-11-07,42.3091
2022-11-08,42.8585
2022-11-09,40.348
2022-11-10,48.0364
2022-11-11,51.6656
2022-11-12,51.6656
2022-11-13,51.6656
2022-11-14,48.7115
2022-11-15,52.3916
2022-11-16,48.9489
2022-11-17,49.4994
2022-11-18,53.0332
2022-11-19,53.0332
2022-11-20,53.0332
2022-11-21,51.7114
2022-11-22,53.4344
2022-11-23,53.2879
2022-11-24,53.2879
2022-11-25,53.1051
2022-11-26,53.1051
2022-11-27,53.1051
2022-11-28,51.5925
2022-11-29,51.7357
2022-11-30,51.6341
2022-12-01,51.6669
2022-12-02,51.7457
2022-12-03,51.7457
2022-12-04,51.7457
2022-12-05,50.7668
2022-12-06,49.4249
2022-12-07,50.1252
2022-12-08,50.8661
2022-12-09,50.0836
2022-12-10,50.0836
2022-12-11,50.0836
2022-12-12,51.5376
2022-12-13,50.5184
2022-12-14,49.0838
2022-12-15,47.7203
2022-12-16,46.852
2022-12-17,46.852
2022-12-18,46.852
2022-12-19,47.0686
2022-12-20,47.0983
2022-12-21,49.2088
2022-12-22,50.8266
2022-12-23,52.6206
2022-12-24,52.6206
2022-12-25,52.6206
2022-12-26,52.6206
2022-12-27,55.4205
2022-12-28,53.3125
2022-12-29,54.874
2022-12-30,53.7345
2022-12-31,53.7345
2023-01-01,53.7345
2023-01-02,53.7345
2023-01-03,53.9817
2023-01-04,58.1449
2023-01-05,58.3613
2023-01-06,59.0759
2023-01-07,59.0759
2023-01-08,59.0759
2023-01-09,63.0058
2023-01-10,61.1554
2023-01-11,62.8723
2023-01-12,62.0802
2023-01-13,63.0044
2023-01-14,63.0044
2023-01-15,63.0044
2023-01-16,63.0044
2023-01-17,60.121
2023-01-18,57.5818
2023-01-19,55.8599
2023-01-20,58.2519
2023-01-21,58.2519
2023-01-22,58.2519
2023-01-23,60.4877
2023-01-24,57.2706
2023-01-25,57.4745
2023-01-26,56.1041
2023-01-27,56.9291
2023-01-28,56.9291
2023-01-29,56.9291
2023-01-30,57.7175
2023-01-31,59.207
2023-02-01,60.8961
2023-02-02,61.1767
2023-02-03,59.5715
2023-02-04,59.5715
2023-02-05,59.5715
2023-02-06,54.7216
2023-02-07,54.3782
2023-02-08,50.1078
2023-02-09,50.1206
2023-02-10,49.7491
2023-02-11,49.7491
2023-02-12,49.7491
2023-02-13,51.6812
2023-02-14,50.85
2023-02-15,51.7596
2023-02-16,50.0408
2023-02-17,50.209
2023-02-18,50.209
2023-02-19,50.209
2023-02-20,50.209
2023-02-21,44.5334
2023-02-22,44.6954
2023-02-23,44.9375
2023-02-24,45.0929
2023-02-25,45.0929
2023-02-26,45.0929
2023-02-27,45.4749
2023-02-28,47.5662
2023-03-01,47.5236
2023-03-02,47.8612
2023-03-03,47.351
2023-03-04,47.351
2023-03-05,47.351
2023-03-06,44.5213
2023-03-07,44.539
2023-03-08,45.7895
2023-03-09,43.6791
2023-03-10,41.2639
2023-03-11,41.2639
2023-03-12,41.2639
2023-03-13,40.3308
2023-03-14,41.7872
2023-03-15,42.1853
2023-03-16,41.819
2023-03-17,42.1587
2023-03-18,42.1587
2023-03-19,42.1587
2023-03-20,42.7486
