,SNX US Equity
,RSI_30D
2020-01-01,62.6756
2020-01-02,64.8462
2020-01-03,63.0925
2020-01-04,63.0925
2020-01-05,63.0925
2020-01-06,56.7623
2020-01-07,57.6977
2020-01-08,56.8562
2020-01-09,59.6618
2020-01-10,74.7113
2020-01-11,74.7113
2020-01-12,74.7113
2020-01-13,76.9851
2020-01-14,74.6805
2020-01-15,75.5908
2020-01-16,74.9873
2020-01-17,70.4287
2020-01-18,70.4287
2020-01-19,70.4287
2020-01-20,70.4287
2020-01-21,69.9734
2020-01-22,69.9267
2020-01-23,67.5392
2020-01-24,64.8159
2020-01-25,64.8159
2020-01-26,64.8159
2020-01-27,59.4479
2020-01-28,60.4204
2020-01-29,57.6969
2020-01-30,59.6819
2020-01-31,56.8494
2020-02-01,56.8494
2020-02-02,56.8494
2020-02-03,59.2534
2020-02-04,60.043
2020-02-05,60.2174
2020-02-06,60.8324
2020-02-07,55.8755
2020-02-08,55.8755
2020-02-09,55.8755
2020-02-10,57.6727
2020-02-11,58.6714
2020-02-12,60.7512
2020-02-13,60.5402
2020-02-14,58.5965
2020-02-15,58.5965
2020-02-16,58.5965
2020-02-17,58.5965
2020-02-18,57.0987
2020-02-19,59.2123
2020-02-20,60.5446
2020-02-21,56.4345
2020-02-22,56.4345
2020-02-23,56.4345
2020-02-24,51.1546
2020-02-25,47.9771
2020-02-26,48.6017
2020-02-27,42.7386
2020-02-28,41.6686
2020-02-29,41.6686
2020-03-01,41.6686
2020-03-02,46.1157
2020-03-03,44.1629
2020-03-04,48.1701
2020-03-05,44.4256
2020-03-06,41.6911
2020-03-07,41.6911
2020-03-08,41.6911
2020-03-09,34.0404
2020-03-10,36.0507
2020-03-11,32.7403
2020-03-12,27.9259
2020-03-13,32.2555
2020-03-14,32.2555
2020-03-15,32.2555
2020-03-16,28.1602
2020-03-17,27.473
2020-03-18,25.4149
2020-03-19,29.0868
2020-03-20,30.8247
2020-03-21,30.8247
2020-03-22,30.8247
2020-03-23,30.6955
2020-03-24,34.5489
2020-03-25,32.5606
2020-03-26,34.5851
2020-03-27,32.9591
2020-03-28,32.9591
2020-03-29,32.9591
2020-03-30,34.484
2020-03-31,34.0447
2020-04-01,33.6162
2020-04-02,34.1089
2020-04-03,32.6801
2020-04-04,32.6801
2020-04-05,32.6801
2020-04-06,35.5481
2020-04-07,37.5045
2020-04-08,40.7759
2020-04-09,42.3152
2020-04-10,42.3152
2020-04-11,42.3152
2020-04-12,42.3152
2020-04-13,41.0562
2020-04-14,40.8186
2020-04-15,38.7852
2020-04-16,38.7403
2020-04-17,40.3451
2020-04-18,40.3451
2020-04-19,40.3451
2020-04-20,38.9114
2020-04-21,37.4983
2020-04-22,38.4584
2020-04-23,39.077
2020-04-24,40.9091
2020-04-25,40.9091
2020-04-26,40.9091
2020-04-27,42.4871
2020-04-28,43.4876
2020-04-29,47.263
2020-04-30,47.0161
2020-05-01,46.2216
2020-05-02,46.2216
2020-05-03,46.2216
2020-05-04,46.3876
2020-05-05,47.0962
2020-05-06,46.0264
2020-05-07,46.9459
2020-05-08,49.4074
2020-05-09,49.4074
2020-05-10,49.4074
2020-05-11,48.4108
2020-05-12,45.573
2020-05-13,49.8789
2020-05-14,48.2715
2020-05-15,49.7646
2020-05-16,49.7646
2020-05-17,49.7646
2020-05-18,53.0823
2020-05-19,53.0048
2020-05-20,54.9287
2020-05-21,54.2032
2020-05-22,53.8627
2020-05-23,53.8627
2020-05-24,53.8627
2020-05-25,53.8627
2020-05-26,56.169
2020-05-27,58.6481
2020-05-28,56.8312
2020-05-29,55.9294
2020-05-30,55.9294
2020-05-31,55.9294
2020-06-01,57.2284
2020-06-02,56.871
2020-06-03,57.9964
2020-06-04,57.9407
2020-06-05,59.3828
2020-06-06,59.3828
2020-06-07,59.3828
2020-06-08,60.3225
2020-06-09,57.7203
2020-06-10,55.5004
2020-06-11,49.2688
2020-06-12,50.3825
2020-06-13,50.3825
2020-06-14,50.3825
2020-06-15,50.4128
2020-06-16,52.4023
2020-06-17,50.9741
2020-06-18,50.612
2020-06-19,51.3014
2020-06-20,51.3014
2020-06-21,51.3014
2020-06-22,52.4543
2020-06-23,51.9855
2020-06-24,51.6319
2020-06-25,51.0868
2020-06-26,58.4652
2020-06-27,58.4652
2020-06-28,58.4652
2020-06-29,59.0651
2020-06-30,59.8844
2020-07-01,58.3519
2020-07-02,58.1475
2020-07-03,58.1475
2020-07-04,58.1475
2020-07-05,58.1475
2020-07-06,58.9562
2020-07-07,57.0173
2020-07-08,57.9643
2020-07-09,58.5332
2020-07-10,59.6582
2020-07-11,59.6582
2020-07-12,59.6582
2020-07-13,57.5152
2020-07-14,58.547
2020-07-15,60.1841
2020-07-16,58.6634
2020-07-17,58.9453
2020-07-18,58.9453
2020-07-19,58.9453
2020-07-20,58.996
2020-07-21,58.7781
2020-07-22,59.5091
2020-07-23,60.0019
2020-07-24,58.0402
2020-07-25,58.0402
2020-07-26,58.0402
2020-07-27,59.3159
2020-07-28,57.248
2020-07-29,58.8451
2020-07-30,58.8371
2020-07-31,59.1429
2020-08-01,59.1429
2020-08-02,59.1429
2020-08-03,60.3784
2020-08-04,61.2853
2020-08-05,61.8077
2020-08-06,60.4113
2020-08-07,60.8569
2020-08-08,60.8569
2020-08-09,60.8569
2020-08-10,60.3882
2020-08-11,61.6115
2020-08-12,60.8917
2020-08-13,60.029
2020-08-14,57.8978
2020-08-15,57.8978
2020-08-16,57.8978
2020-08-17,58.815
2020-08-18,55.7848
2020-08-19,56.5237
2020-08-20,54.5021
2020-08-21,55.2291
2020-08-22,55.2291
2020-08-23,55.2291
2020-08-24,57.3169
2020-08-25,58.1883
2020-08-26,57.3386
2020-08-27,56.1206
2020-08-28,57.4955
2020-08-29,57.4955
2020-08-30,57.4955
2020-08-31,56.608
2020-09-01,57.1614
2020-09-02,61.0187
2020-09-03,56.1115
2020-09-04,53.4538
2020-09-05,53.4538
2020-09-06,53.4538
2020-09-07,53.4538
2020-09-08,51.4808
2020-09-09,53.2942
2020-09-10,52.2465
2020-09-11,52.3705
2020-09-12,52.3705
2020-09-13,52.3705
2020-09-14,55.5981
2020-09-15,57.7005
2020-09-16,58.095
2020-09-17,58.4752
2020-09-18,58.6278
2020-09-19,58.6278
2020-09-20,58.6278
2020-09-21,55.2759
2020-09-22,57.3801
2020-09-23,52.6167
2020-09-24,50.9547
2020-09-25,53.3201
2020-09-26,53.3201
2020-09-27,53.3201
2020-09-28,55.7284
2020-09-29,56.3015
2020-09-30,60.9797
2020-10-01,63.2126
2020-10-02,64.8685
2020-10-03,64.8685
2020-10-04,64.8685
2020-10-05,66.2528
2020-10-06,66.8553
2020-10-07,68.1348
2020-10-08,66.1288
2020-10-09,64.0266
2020-10-10,64.0266
2020-10-11,64.0266
2020-10-12,64.132
2020-10-13,60.8057
2020-10-14,59.5083
2020-10-15,61.1563
2020-10-16,61.55
2020-10-17,61.55
2020-10-18,61.55
2020-10-19,61.6004
2020-10-20,60.0639
2020-10-21,56.3278
2020-10-22,57.962
2020-10-23,57.8771
2020-10-24,57.8771
2020-10-25,57.8771
2020-10-26,54.5165
2020-10-27,51.5422
2020-10-28,48.4051
2020-10-29,47.9279
2020-10-30,47.5455
2020-10-31,47.5455
2020-11-01,47.5455
2020-11-02,51.5056
2020-11-03,54.2226
2020-11-04,54.4608
2020-11-05,57.1215
2020-11-06,57.8943
2020-11-07,57.8943
2020-11-08,57.8943
2020-11-09,58.9025
2020-11-10,58.8109
2020-11-11,59.6775
2020-11-12,56.4592
2020-11-13,59.1745
2020-11-14,59.1745
2020-11-15,59.1745
2020-11-16,62.4372
2020-11-17,62.3371
2020-11-18,58.5891
2020-11-19,57.394
2020-11-20,58.2299
2020-11-21,58.2299
2020-11-22,58.2299
2020-11-23,60.4367
2020-11-24,63.9926
2020-11-25,62.1944
2020-11-26,62.1944
2020-11-27,62.7055
2020-11-28,62.7055
2020-11-29,62.7055
2020-11-30,60.7139
2020-12-01,54.5943
2020-12-02,55.3859
2020-12-03,57.9126
2020-12-04,59.6257
2020-12-05,59.6257
2020-12-06,59.6257
2020-12-07,60.1595
2020-12-08,55.9889
2020-12-09,55.2868
2020-12-10,57.7719
2020-12-11,58.0182
2020-12-12,58.0182
2020-12-13,58.0182
2020-12-14,55.9391
2020-12-15,58.2029
2020-12-16,59.7343
2020-12-17,60.5061
2020-12-18,58.3055
2020-12-19,58.3055
2020-12-20,58.3055
2020-12-21,55.9347
2020-12-22,56.682
2020-12-23,57.609
2020-12-24,58.2689
2020-12-25,58.2689
2020-12-26,58.2689
2020-12-27,58.2689
2020-12-28,58.4132
2020-12-29,55.873
2020-12-30,56.4236
2020-12-31,56.2639
2021-01-01,56.2639
2021-01-02,56.2639
2021-01-03,56.2639
2021-01-04,54.7474
2021-01-05,57.5151
2021-01-06,62.4867
2021-01-07,62.457
2021-01-08,60.958
2021-01-09,60.958
2021-01-10,60.958
2021-01-11,61.709
2021-01-12,62.2229
2021-01-13,58.3946
2021-01-14,58.4257
2021-01-15,60.2806
2021-01-16,60.2806
2021-01-17,60.2806
2021-01-18,60.2806
2021-01-19,61.5266
2021-01-20,63.1553
2021-01-21,64.0847
2021-01-22,61.6252
2021-01-23,61.6252
2021-01-24,61.6252
2021-01-25,60.6984
2021-01-26,57.3663
2021-01-27,56.031
2021-01-28,54.0644
2021-01-29,50.2604
2021-01-30,50.2604
2021-01-31,50.2604
2021-02-01,54.2124
2021-02-02,54.0983
2021-02-03,54.8299
2021-02-04,57.0395
2021-02-05,56.8056
2021-02-06,56.8056
2021-02-07,56.8056
2021-02-08,57.9592
2021-02-09,58.6549
2021-02-10,57.8275
2021-02-11,58.5936
2021-02-12,59.0809
2021-02-13,59.0809
2021-02-14,59.0809
2021-02-15,59.0809
2021-02-16,57.7374
2021-02-17,56.7897
2021-02-18,53.2615
2021-02-19,55.9499
2021-02-20,55.9499
2021-02-21,55.9499
2021-02-22,55.6568
2021-02-23,53.8901
2021-02-24,58.2315
2021-02-25,54.516
