,SAVE US Equity
2023-03-19,38.81
2023-03-20,38.3786
2023-03-21,39.613
2023-03-22,38.8088
2023-03-23,38.969
2023-03-24,38.7053
2023-03-25,38.7053
2023-03-26,38.7053
2023-03-27,38.383
2023-03-28,38.3279
2023-03-29,40.2771
2023-03-30,41.833
2023-03-31,42.351
2023-04-01,42.351
2023-04-02,42.351
2023-04-03,45.7646
2023-04-04,45.0909
2023-04-05,44.0184
2023-04-06,44.8663
2023-04-07,44.8663
2023-04-08,44.8663
2023-04-09,44.8663
2023-04-10,46.2967
2023-04-11,46.5499
2023-04-12,46.0262
2023-04-13,45.8736
2023-04-14,44.4266
2023-04-15,44.4266
2023-04-16,44.4266
2023-04-17,46.0931
2023-04-18,45.1591
2023-04-19,46.5593
2023-04-20,45.6747
2023-04-21,47.2852
2023-04-22,47.2852
2023-04-23,47.2852
2023-04-24,45.6385
2023-04-25,43.2249
2023-04-26,44.5938
2023-04-27,44.5145
2023-04-28,44.2702
2023-04-29,44.2702
2023-04-30,44.2702
2023-05-01,42.042
2023-05-02,41.9639
2023-05-03,40.942
2023-05-04,36.9984
2023-05-05,39.0949
2023-05-06,39.0949
2023-05-07,39.0949
2023-05-08,36.4531
2023-05-09,35.6433
2023-05-10,34.8426
2023-05-11,34.1707
2023-05-12,33.682
2023-05-13,33.682
2023-05-14,33.682
2023-05-15,36.3877
2023-05-16,35.6037
2023-05-17,38.1317
2023-05-18,37.9915
2023-05-19,36.666
2023-05-20,36.666
2023-05-21,36.666
2023-05-22,34.8772
2023-05-23,33.5516
2023-05-24,32.4576
2023-05-25,30.8396
2023-05-26,33.8839
2023-05-27,33.8839
2023-05-28,33.8839
2023-05-29,33.8839
2023-05-30,35.9827
2023-05-31,38.5608
2023-06-01,38.491
2023-06-02,40.6019
2023-06-03,40.6019
2023-06-04,40.6019
2023-06-05,39.9304
2023-06-06,40.7192
2023-06-07,44.3886
2023-06-08,43.0902
2023-06-09,41.7479
2023-06-10,41.7479
2023-06-11,41.7479
2023-06-12,47.1569
2023-06-13,51.6309
2023-06-14,51.0293
2023-06-15,53.587
2023-06-16,55.6107
2023-06-17,55.6107
2023-06-18,55.6107
2023-06-19,55.6107
2023-06-20,53.553
2023-06-21,53.7071
2023-06-22,51.7535
2023-06-23,49.6188
2023-06-24,49.6188
2023-06-25,49.6188
2023-06-26,50.381
2023-06-27,54.8557
2023-06-28,55.2221
2023-06-29,55.1296
2023-06-30,57.2077
2023-07-01,57.2077
2023-07-02,57.2077
2023-07-03,57.9982
2023-07-04,57.9982
2023-07-05,60.6636
2023-07-06,61.8826
2023-07-07,66.2151
2023-07-08,66.2151
2023-07-09,66.2151
2023-07-10,68.091
2023-07-11,70.5402
2023-07-12,67.3324
2023-07-13,63.9588
2023-07-14,64.9411
2023-07-15,64.9411
2023-07-16,64.9411
2023-07-17,59.337
2023-07-18,61.1487
2023-07-19,62.2427
2023-07-20,62.8815
2023-07-21,61.5554
2023-07-22,61.5554
2023-07-23,61.5554
2023-07-24,63.4588
2023-07-25,59.7541
2023-07-26,60.224
2023-07-27,54.5825
2023-07-28,55.2582
2023-07-29,55.2582
2023-07-30,55.2582
2023-07-31,55.9919
2023-08-01,53.5462
2023-08-02,48.1391
2023-08-03,41.9884
2023-08-04,43.9909
2023-08-05,43.9909
2023-08-06,43.9909
2023-08-07,44.2923
2023-08-08,45.9764
2023-08-09,43.1339
2023-08-10,43.6228
2023-08-11,44.1198
2023-08-12,44.1198
2023-08-13,44.1198
2023-08-14,43.0404
2023-08-15,42.6479
2023-08-16,43.775
2023-08-17,49.348
2023-08-18,48.2194
2023-08-19,48.2194
2023-08-20,48.2194
2023-08-21,48.2194
2023-08-22,47.3367
2023-08-23,48.7323
2023-08-24,43.3752
2023-08-25,42.715
2023-08-26,42.715
2023-08-27,42.715
2023-08-28,44.464
2023-08-29,48.796
2023-08-30,49.6625
2023-08-31,48.808
2023-09-01,48.808
2023-09-02,48.808
2023-09-03,48.808
2023-09-04,48.808
2023-09-05,47.4962
2023-09-06,45.3426
2023-09-07,44.8297
2023-09-08,44.1072
2023-09-09,44.1072
2023-09-10,44.1072
2023-09-11,54.2878
2023-09-12,53.2154
2023-09-13,47.9266
2023-09-14,49.7907
2023-09-15,49.1835
2023-09-16,49.1835
2023-09-17,49.1835
2023-09-18,46.9948
2023-09-19,43.1843
2023-09-20,45.1834
2023-09-21,49.2048
2023-09-22,49.0756
2023-09-23,49.0756
2023-09-24,49.0756
2023-09-25,49.623
2023-09-26,49.5312
2023-09-27,50.5254
2023-09-28,48.5016
2023-09-29,50.5048
2023-09-30,50.5048
2023-10-01,50.5048
2023-10-02,50.073
2023-10-03,49.4414
2023-10-04,50.8714
2023-10-05,51.3135
2023-10-06,51.1548
2023-10-07,51.1548
2023-10-08,51.1548
2023-10-09,52.2748
2023-10-10,51.4975
2023-10-11,49.5379
2023-10-12,48.1174
2023-10-13,47.3372
2023-10-14,47.3372
2023-10-15,47.3372
2023-10-16,47.9196
2023-10-17,50.5768
2023-10-18,50.7978
2023-10-19,49.2044
2023-10-20,49.671
2023-10-21,49.671
2023-10-22,49.671
2023-10-23,50.3201
2023-10-24,52.0747
2023-10-25,52.8216
2023-10-26,48.2171
2023-10-27,41.7613
2023-10-28,41.7613
2023-10-29,41.7613
2023-10-30,35.6618
2023-10-31,31.1061
2023-11-01,30.3447
2023-11-02,30.1664
2023-11-03,31.064
2023-11-04,31.064
2023-11-05,31.064
2023-11-06,31.6097
2023-11-07,30.6072
2023-11-08,28.5518
2023-11-09,26.4794
2023-11-10,25.346
2023-11-11,25.346
2023-11-12,25.346
2023-11-13,26.1481
2023-11-14,32.1784
2023-11-15,38.4294
2023-11-16,36.3237
2023-11-17,44.5532
2023-11-18,44.5532
2023-11-19,44.5532
2023-11-20,47.4817
2023-11-21,45.998
2023-11-22,47.1575
2023-11-23,47.1575
2023-11-24,47.193
2023-11-25,47.193
2023-11-26,47.193
2023-11-27,48.7963
2023-11-28,51.6002
2023-11-29,53.9271
2023-11-30,53.1766
2023-12-01,53.6217
2023-12-02,53.6217
2023-12-03,53.6217
2023-12-04,55.5574
2023-12-05,49.0353
2023-12-06,50.6664
2023-12-07,51.7117
2023-12-08,51.7739
2023-12-09,51.7739
2023-12-10,51.7739
2023-12-11,51.838
2023-12-12,50.7553
2023-12-13,51.731
2023-12-14,53.4102
2023-12-15,54.3761
2023-12-16,54.3761
2023-12-17,54.3761
2023-12-18,56.4614
2023-12-19,56.2233
2023-12-20,56.445
2023-12-21,58.0556
2023-12-22,59.2477
2023-12-23,59.2477
2023-12-24,59.2477
2023-12-25,59.2477
2023-12-26,58.3243
2023-12-27,57.5729
2023-12-28,57.3034
2023-12-29,57.2571
2023-12-30,57.2571
2023-12-31,57.2571
2024-01-01,57.2571
2024-01-02,57.0667
2024-01-03,55.2602
2024-01-04,54.3239
2024-01-05,54.76
2024-01-06,54.76
2024-01-07,54.76
2024-01-08,56.2147
2024-01-09,53.612
2024-01-10,53.6941
2024-01-11,51.1189
2024-01-12,50.1686
2024-01-13,50.1686
2024-01-14,50.1686
2024-01-15,50.1686
2024-01-16,30.4853
2024-01-17,27.6517
2024-01-18,27.0097
2024-01-19,30.7159
2024-01-20,30.7159
2024-01-21,30.7159
2024-01-22,35.2292
2024-01-23,36.0578
2024-01-24,34.1717
2024-01-25,34.5841
2024-01-26,32.8625
2024-01-27,32.8625
2024-01-28,32.8625
2024-01-29,32.4831
2024-01-30,33.7773
2024-01-31,33.5922
2024-02-01,33.8546
2024-02-02,33.7364
2024-02-03,33.7364
2024-02-04,33.7364
2024-02-05,33.6352
2024-02-06,36.8873
2024-02-07,36.5967
2024-02-08,37.4979
2024-02-09,36.2691
2024-02-10,36.2691
2024-02-11,36.2691
2024-02-12,36.5531
2024-02-13,35.7294
2024-02-14,35.9852
2024-02-15,36.6805
2024-02-16,36.8136
2024-02-17,36.8136
2024-02-18,36.8136
2024-02-19,36.8136
2024-02-20,36.7603
2024-02-21,36.5142
2024-02-22,36.7613
2024-02-23,36.6727
2024-02-24,36.6727
2024-02-25,36.6727
2024-02-26,36.2212
2024-02-27,36.5981
2024-02-28,37.3638
2024-02-29,37.2309
2024-03-01,37.2886
2024-03-02,37.2886
2024-03-03,37.2886
2024-03-04,34.9618
2024-03-05,34.0511
2024-03-06,33.2479
2024-03-07,32.9082
2024-03-08,32.1362
2024-03-09,32.1362
2024-03-10,32.1362
2024-03-11,31.0511
2024-03-12,31.7792
2024-03-13,31.6222
2024-03-14,30.8649
2024-03-15,30.8013
2024-03-16,30.8013
2024-03-17,30.8013
2024-03-18,30.7685
2024-03-19,30.1704
2024-03-20,32.7979
2024-03-21,34.8273
2024-03-22,34.7111
2024-03-23,34.7111
2024-03-24,34.7111
2024-03-25,35.0845
2024-03-26,34.6337
2024-03-27,34.5502
2024-03-28,36.2977
2024-03-29,36.2977
2024-03-30,36.2977
2024-03-31,36.2977
2024-04-01,36.2977
2024-04-02,35.334
2024-04-03,35.9207
2024-04-04,35.3519
2024-04-05,34.6426
2024-04-06,34.6426
2024-04-07,34.6426
2024-04-08,37.1641
