,NTAP US Equity
2020-04-28,47.4344
2020-04-29,50.531
2020-04-30,49.2545
2020-05-01,46.7348
2020-05-02,46.7348
2020-05-03,46.7348
2020-05-04,45.8552
2020-05-05,46.5449
2020-05-06,48.2795
2020-05-07,48.783
2020-05-08,51.0553
2020-05-09,51.0553
2020-05-10,51.0553
2020-05-11,49.9752
2020-05-12,48.7993
2020-05-13,46.9677
2020-05-14,47.4614
2020-05-15,48.1708
2020-05-16,48.1708
2020-05-17,48.1708
2020-05-18,51.0451
2020-05-19,51.0822
2020-05-20,52.689
2020-05-21,51.9959
2020-05-22,50.9224
2020-05-23,50.9224
2020-05-24,50.9224
2020-05-25,50.9224
2020-05-26,51.5252
2020-05-27,53.0302
2020-05-28,50.0508
2020-05-29,50.5719
2020-05-30,50.5719
2020-05-31,50.5719
2020-06-01,48.0836
2020-06-02,50.081
2020-06-03,52.0915
2020-06-04,51.4963
2020-06-05,54.9628
2020-06-06,54.9628
2020-06-07,54.9628
2020-06-08,56.0649
2020-06-09,52.8405
2020-06-10,52.1629
2020-06-11,45.9673
2020-06-12,47.639
2020-06-13,47.639
2020-06-14,47.639
2020-06-15,48.3652
2020-06-16,49.9858
2020-06-17,48.5654
2020-06-18,48.11
2020-06-19,49.7643
2020-06-20,49.7643
2020-06-21,49.7643
2020-06-22,47.5982
2020-06-23,47.7173
2020-06-24,46.0114
2020-06-25,47.1941
2020-06-26,50.038
2020-06-27,50.038
2020-06-28,50.038
2020-06-29,50.0766
2020-06-30,50.5382
2020-07-01,49.3778
2020-07-02,49.4337
2020-07-03,49.4337
2020-07-04,49.4337
2020-07-05,49.4337
2020-07-06,51.5095
2020-07-07,48.5022
2020-07-08,49.7495
2020-07-09,48.414
2020-07-10,49.3329
2020-07-11,49.3329
2020-07-12,49.3329
2020-07-13,49.9951
2020-07-14,50.4467
2020-07-15,51.4273
2020-07-16,51.3646
2020-07-17,52.0757
2020-07-18,52.0757
2020-07-19,52.0757
2020-07-20,52.5944
2020-07-21,53.2259
2020-07-22,52.2253
2020-07-23,51.6962
2020-07-24,49.1382
2020-07-25,49.1382
2020-07-26,49.1382
2020-07-27,50.6471
2020-07-28,48.7314
2020-07-29,47.8769
2020-07-30,48.6296
2020-07-31,51.1489
2020-08-01,51.1489
2020-08-02,51.1489
2020-08-03,48.5499
2020-08-04,49.3503
2020-08-05,49.1269
2020-08-06,47.6005
2020-08-07,48.6937
2020-08-08,48.6937
2020-08-09,48.6937
2020-08-10,51.3118
2020-08-11,50.0536
2020-08-12,49.5331
2020-08-13,46.8561
2020-08-14,46.5519
2020-08-15,46.5519
2020-08-16,46.5519
2020-08-17,46.1217
2020-08-18,45.5814
2020-08-19,46.6043
2020-08-20,46.4752
2020-08-21,46.154
2020-08-22,46.154
2020-08-23,46.154
2020-08-24,48.4313
2020-08-25,47.3848
2020-08-26,48.3434
2020-08-27,51.8495
2020-08-28,55.2331
2020-08-29,55.2331
2020-08-30,55.2331
2020-08-31,57.9869
2020-09-01,56.4414
2020-09-02,58.7936
2020-09-03,55.4038
2020-09-04,55.1179
2020-09-05,55.1179
2020-09-06,55.1179
2020-09-07,55.1179
2020-09-08,52.7066
2020-09-09,55.0301
2020-09-10,50.8776
2020-09-11,50.3771
2020-09-12,50.3771
2020-09-13,50.3771
2020-09-14,52.5995
2020-09-15,52.5995
2020-09-16,52.0771
2020-09-17,48.5142
2020-09-18,47.5209
2020-09-19,47.5209
2020-09-20,47.5209
2020-09-21,45.4601
2020-09-22,46.4254
2020-09-23,45.2585
2020-09-24,45.8704
2020-09-25,46.8337
2020-09-26,46.8337
2020-09-27,46.8337
2020-09-28,50.0427
2020-09-29,50.7736
2020-09-30,50.4798
2020-10-01,48.6355
2020-10-02,48.3853
2020-10-03,48.3853
2020-10-04,48.3853
2020-10-05,49.6027
2020-10-06,49.6235
2020-10-07,52.1409
2020-10-08,56.1467
2020-10-09,55.2785
2020-10-10,55.2785
2020-10-11,55.2785
2020-10-12,56.6649
2020-10-13,57.0709
2020-10-14,56.5703
2020-10-15,57.2718
2020-10-16,57.4589
2020-10-17,57.4589
2020-10-18,57.4589
2020-10-19,59.0359
2020-10-20,57.1037
2020-10-21,55.9668
2020-10-22,55.7118
2020-10-23,56.1049
2020-10-24,56.1049
2020-10-25,56.1049
2020-10-26,51.2505
2020-10-27,49.2705
2020-10-28,45.6237
2020-10-29,49.6132
2020-10-30,49.1622
2020-10-31,49.1622
2020-11-01,49.1622
2020-11-02,51.3461
2020-11-03,53.9757
2020-11-04,51.583
2020-11-05,54.4549
2020-11-06,54.9929
2020-11-07,54.9929
2020-11-08,54.9929
2020-11-09,59.3626
2020-11-10,59.9117
2020-11-11,58.2385
2020-11-12,54.4343
2020-11-13,58.1472
2020-11-14,58.1472
2020-11-15,58.1472
2020-11-16,60.6192
2020-11-17,60.2406
2020-11-18,60.4394
2020-11-19,61.0722
2020-11-20,60.8662
2020-11-21,60.8662
2020-11-22,60.8662
2020-11-23,63.2461
2020-11-24,65.5801
2020-11-25,61.4534
2020-11-26,61.4534
2020-11-27,60.8932
2020-11-28,60.8932
2020-11-29,60.8932
2020-11-30,60.964
2020-12-01,62.1682
2020-12-02,68.2179
2020-12-03,66.6096
2020-12-04,68.1825
2020-12-05,68.1825
2020-12-06,68.1825
2020-12-07,68.5705
2020-12-08,68.7572
2020-12-09,69.0006
2020-12-10,69.3656
2020-12-11,70.115
2020-12-12,70.115
2020-12-13,70.115
2020-12-14,69.7368
2020-12-15,70.8012
2020-12-16,72.2634
2020-12-17,72.3139
2020-12-18,73.0252
2020-12-19,73.0252
2020-12-20,73.0252
2020-12-21,72.257
2020-12-22,73.9194
2020-12-23,73.8915
2020-12-24,72.8381
2020-12-25,72.8381
2020-12-26,72.8381
2020-12-27,72.8381
2020-12-28,72.9459
2020-12-29,70.4855
2020-12-30,70.8209
2020-12-31,71.8947
2021-01-01,71.8947
2021-01-02,71.8947
2021-01-03,71.8947
2021-01-04,67.9708
2021-01-05,68.3719
2021-01-06,68.451
2021-01-07,69.1087
2021-01-08,68.2972
2021-01-09,68.2972
2021-01-10,68.2972
2021-01-11,68.6498
2021-01-12,69.9499
2021-01-13,67.0139
2021-01-14,67.9418
2021-01-15,64.4819
2021-01-16,64.4819
2021-01-17,64.4819
2021-01-18,64.4819
2021-01-19,63.4062
2021-01-20,63.7845
2021-01-21,64.5428
2021-01-22,63.9108
2021-01-23,63.9108
2021-01-24,63.9108
2021-01-25,65.3964
2021-01-26,65.479
2021-01-27,70.1767
2021-01-28,65.847
2021-01-29,63.2462
2021-01-30,63.2462
2021-01-31,63.2462
2021-02-01,62.2917
2021-02-02,59.7027
2021-02-03,62.2661
2021-02-04,62.6704
2021-02-05,63.3882
2021-02-06,63.3882
2021-02-07,63.3882
2021-02-08,66.7657
2021-02-09,66.9536
2021-02-10,63.9611
2021-02-11,64.561
2021-02-12,65.573
2021-02-13,65.573
2021-02-14,65.573
2021-02-15,65.573
2021-02-16,62.8923
2021-02-17,61.3259
2021-02-18,60.8887
2021-02-19,65.7607
2021-02-20,65.7607
2021-02-21,65.7607
2021-02-22,65.0452
2021-02-23,60.7928
2021-02-24,63.933
2021-02-25,46.2212
2021-02-26,48.2125
2021-02-27,48.2125
2021-02-28,48.2125
2021-03-01,51.7122
2021-03-02,49.7167
2021-03-03,49.8228
2021-03-04,46.3801
2021-03-05,46.73
2021-03-06,46.73
2021-03-07,46.73
2021-03-08,48.4833
2021-03-09,51.1497
2021-03-10,53.6673
2021-03-11,55.205
2021-03-12,54.6085
2021-03-13,54.6085
2021-03-14,54.6085
2021-03-15,56.0588
2021-03-16,56.4074
2021-03-17,58.7329
2021-03-18,57.4252
2021-03-19,57.1928
2021-03-20,57.1928
2021-03-21,57.1928
2021-03-22,57.6421
2021-03-23,54.3642
2021-03-24,54.6172
2021-03-25,56.6561
2021-03-26,61.5389
2021-03-27,61.5389
2021-03-28,61.5389
2021-03-29,57.9937
2021-03-30,57.7302
2021-03-31,58.2212
2021-04-01,59.2866
2021-04-02,59.2866
2021-04-03,59.2866
2021-04-04,59.2866
2021-04-05,60.0184
2021-04-06,58.5455
2021-04-07,58.8408
2021-04-08,59.4083
2021-04-09,59.6432
2021-04-10,59.6432
2021-04-11,59.6432
2021-04-12,60.0261
2021-04-13,60.3665
2021-04-14,62.6795
2021-04-15,62.952
2021-04-16,64.1043
2021-04-17,64.1043
2021-04-18,64.1043
2021-04-19,63.3055
2021-04-20,59.2572
2021-04-21,60.1525
2021-04-22,59.3838
2021-04-23,61.1859
2021-04-24,61.1859
2021-04-25,61.1859
2021-04-26,61.444
2021-04-27,60.4929
2021-04-28,60.352
2021-04-29,60.7172
2021-04-30,56.3799
2021-05-01,56.3799
2021-05-02,56.3799
2021-05-03,55.6629
2021-05-04,57.2467
2021-05-05,58.9275
2021-05-06,60.6883
2021-05-07,62.7755
2021-05-08,62.7755
2021-05-09,62.7755
2021-05-10,61.426
2021-05-11,57.3306
2021-05-12,53.1784
2021-05-13,56.2768
2021-05-14,58.6345
2021-05-15,58.6345
2021-05-16,58.6345
2021-05-17,58.5309
2021-05-18,56.5322
2021-05-19,57.094
2021-05-20,56.7061
2021-05-21,57.7588
2021-05-22,57.7588
2021-05-23,57.7588
2021-05-24,58.7173
2021-05-25,57.2611
2021-05-26,58.9229
2021-05-27,58.0497
2021-05-28,55.0935
2021-05-29,55.0935
2021-05-30,55.0935
2021-05-31,55.0935
2021-06-01,53.9288
2021-06-02,54.457
2021-06-03,56.8268
2021-06-04,59.5927
2021-06-05,59.5927
2021-06-06,59.5927
2021-06-07,59.9662
2021-06-08,61.0202
2021-06-09,61.2262
2021-06-10,63.2603
2021-06-11,62.7141
2021-06-12,62.7141
2021-06-13,62.7141
2021-06-14,61.9059
2021-06-15,62.6013
2021-06-16,60.9086
2021-06-17,58.2553
2021-06-18,52.1325
2021-06-19,52.1325
2021-06-20,52.1325
2021-06-21,54.0495
2021-06-22,55.9463
2021-06-23,55.6762
2021-06-24,56.2445
2021-06-25,58.301
2021-06-26,58.301
2021-06-27,58.301
2021-06-28,58.329
2021-06-29,59.1364
2021-06-30,56.7228
2021-07-01,56.9332
2021-07-02,58.4698
2021-07-03,58.4698
2021-07-04,58.4698
2021-07-05,58.4698
2021-07-06,56.2331
2021-07-07,57.2094
2021-07-08,56.3709
2021-07-09,57.8667
2021-07-10,57.8667
2021-07-11,57.8667
2021-07-12,57.1488
2021-07-13,53.0447
2021-07-14,52.3991
2021-07-15,51.1304
2021-07-16,47.9069
2021-07-17,47.9069
2021-07-18,47.9069
2021-07-19,47.7857
2021-07-20,49.5584
2021-07-21,49.6712
2021-07-22,47.5267
2021-07-23,48.6825
2021-07-24,48.6825
2021-07-25,48.6825
2021-07-26,50.2764
2021-07-27,49.1537
2021-07-28,49.6466
2021-07-29,51.2121
2021-07-30,52.3237
2021-07-31,52.3237
2021-08-01,52.3237
2021-08-02,53.3476
2021-08-03,56.2287
2021-08-04,55.4319
2021-08-05,55.6306
2021-08-06,56.8784
2021-08-07,56.8784
2021-08-08,56.8784
2021-08-09,57.0234
2021-08-10,57.6312
2021-08-11,57.8554
2021-08-12,58.5364
2021-08-13,56.4905
2021-08-14,56.4905
2021-08-15,56.4905
2021-08-16,55.261
2021-08-17,52.1079
2021-08-18,50.1793
2021-08-19,49.2587
2021-08-20,52.3675
2021-08-21,52.3675
2021-08-22,52.3675
2021-08-23,52.4744
2021-08-24,52.6063
2021-08-25,55.7612
2021-08-26,62.4881
2021-08-27,63.8228
2021-08-28,63.8228
2021-08-29,63.8228
2021-08-30,65.6432
2021-08-31,66.3911
2021-09-01,66.91
2021-09-02,67.4827
2021-09-03,69.5136
2021-09-04,69.5136
2021-09-05,69.5136
2021-09-06,69.5136
2021-09-07,65.92
2021-09-08,64.6899
2021-09-09,67.9975
2021-09-10,68.2726
2021-09-11,68.2726
2021-09-12,68.2726
2021-09-13,66.8002
2021-09-14,67.3623
2021-09-15,68.7433
2021-09-16,67.8338
2021-09-17,60.6335
2021-09-18,60.6335
2021-09-19,60.6335
2021-09-20,58.3737
2021-09-21,56.5296
2021-09-22,59.3807
2021-09-23,63.0907
2021-09-24,64.1316
2021-09-25,64.1316
2021-09-26,64.1316
2021-09-27,64.3973
2021-09-28,60.1053
2021-09-29,57.2552
2021-09-30,56.1937
2021-10-01,57.37
2021-10-02,57.37
2021-10-03,57.37
2021-10-04,55.4175
2021-10-05,56.5358
2021-10-06,56.2668
2021-10-07,58.4548
2021-10-08,58.9679
2021-10-09,58.9679
2021-10-10,58.9679
2021-10-11,59.2284
2021-10-12,56.2528
2021-10-13,56.2685
2021-10-14,59.4266
2021-10-15,62.2094
2021-10-16,62.2094
2021-10-17,62.2094
2021-10-18,54.5769
2021-10-19,55.2315
2021-10-20,55.0395
2021-10-21,57.8508
2021-10-22,58.2086
2021-10-23,58.2086
2021-10-24,58.2086
2021-10-25,58.3306
2021-10-26,53.9172
2021-10-27,50.2425
2021-10-28,52.2081
2021-10-29,51.5586
2021-10-30,51.5586
2021-10-31,51.5586
2021-11-01,52.7741
2021-11-02,52.9825
2021-11-03,52.5372
2021-11-04,53.6229
2021-11-05,54.1653
2021-11-06,54.1653
2021-11-07,54.1653
2021-11-08,55.4584
2021-11-09,55.2856
2021-11-10,54.5429
2021-11-11,55.3752
2021-11-12,51.2982
2021-11-13,51.2982
2021-11-14,51.2982
2021-11-15,49.6546
2021-11-16,49.4432
2021-11-17,48.0668
2021-11-18,46.9573
2021-11-19,44.7532
2021-11-20,44.7532
2021-11-21,44.7532
2021-11-22,45.1367
2021-11-23,46.2935
2021-11-24,51.8574
2021-11-25,51.8574
2021-11-26,49.303
2021-11-27,49.303
2021-11-28,49.303
2021-11-29,54.3963
2021-11-30,50.1006
2021-12-01,50.9804
2021-12-02,52.0657
2021-12-03,51.8513
2021-12-04,51.8513
2021-12-05,51.8513
2021-12-06,48.8872
2021-12-07,52.6275
2021-12-08,51.276
2021-12-09,50.4961
2021-12-10,50.5116
2021-12-11,50.5116
2021-12-12,50.5116
2021-12-13,47.2372
2021-12-14,46.7223
2021-12-15,49.7342
2021-12-16,48.8888
2021-12-17,48.7485
2021-12-18,48.7485
2021-12-19,48.7485
2021-12-20,47.9111
2021-12-21,51.7458
2021-12-22,51.7458
2021-12-23,52.8891
2021-12-24,52.8891
2021-12-25,52.8891
2021-12-26,52.8891
2021-12-27,56.818
2021-12-28,56.6737
2021-12-29,56.5251
2021-12-30,53.8078
2021-12-31,54.2657
2022-01-01,54.2657
2022-01-02,54.2657
2022-01-03,54.8827
2022-01-04,57.5624
2022-01-05,54.685
2022-01-06,56.2834
2022-01-07,54.4604
2022-01-08,54.4604
2022-01-09,54.4604
2022-01-10,55.8796
2022-01-11,58.4209
2022-01-12,57.8152
2022-01-13,58.89
2022-01-14,58.751
2022-01-15,58.751
2022-01-16,58.751
2022-01-17,58.751
2022-01-18,54.7599
2022-01-19,48.3971
2022-01-20,46.1146
2022-01-21,41.6699
2022-01-22,41.6699
2022-01-23,41.6699
2022-01-24,45.1502
2022-01-25,44.1764
2022-01-26,42.8846
2022-01-27,41.9333
2022-01-28,45.8313
2022-01-29,45.8313
2022-01-30,45.8313
2022-01-31,46.0379
2022-02-01,46.7875
2022-02-02,49.1968
2022-02-03,48.2383
2022-02-04,47.7843
2022-02-05,47.7843
2022-02-06,47.7843
2022-02-07,47.365
2022-02-08,50.0548
2022-02-09,53.6222
2022-02-10,51.2116
2022-02-11,49.8487
2022-02-12,49.8487
2022-02-13,49.8487
2022-02-14,48.088
2022-02-15,51.7505
2022-02-16,53.1291
2022-02-17,52.4402
2022-02-18,52.1923
2022-02-19,52.1923
2022-02-20,52.1923
2022-02-21,52.1923
2022-02-22,45.8823
2022-02-23,43.5682
2022-02-24,38.7836
2022-02-25,39.9908
2022-02-26,39.9908
2022-02-27,39.9908
2022-02-28,38.37
2022-03-01,37.4336
2022-03-02,42.6334
2022-03-03,42.3054
2022-03-04,41.9032
2022-03-05,41.9032
2022-03-06,41.9032
2022-03-07,40.2336
2022-03-08,40.6578
2022-03-09,43.2413
2022-03-10,45.6622
2022-03-11,47.5246
2022-03-12,47.5246
2022-03-13,47.5246
2022-03-14,43.6454
2022-03-15,45.7565
2022-03-16,48.9497
2022-03-17,50.6378
2022-03-18,53.97
2022-03-19,53.97
2022-03-20,53.97
2022-03-21,52.6364
2022-03-22,51.649
2022-03-23,51.2135
2022-03-24,50.181
2022-03-25,49.4965
2022-03-26,49.4965
2022-03-27,49.4965
2022-03-28,50.0168
2022-03-29,52.2665
2022-03-30,50.4259
2022-03-31,46.5456
2022-04-01,45.7299
2022-04-02,45.7299
2022-04-03,45.7299
2022-04-04,47.4565
2022-04-05,44.9082
2022-04-06,43.6097
2022-04-07,43.1254
2022-04-08,42.4331
2022-04-09,42.4331
2022-04-10,42.4331
2022-04-11,41.4822
2022-04-12,40.7781
2022-04-13,42.0194
2022-04-14,40.2729
2022-04-15,40.2729
2022-04-16,40.2729
2022-04-17,40.2729
2022-04-18,41.1962
2022-04-19,42.5529
2022-04-20,44.8036
2022-04-21,43.9669
2022-04-22,41.8964
2022-04-23,41.8964
2022-04-24,41.8964
2022-04-25,43.8273
2022-04-26,41.8701
2022-04-27,40.9199
2022-04-28,41.5554
2022-04-29,39.7942
2022-04-30,39.7942
2022-05-01,39.7942
2022-05-02,40.9046
2022-05-03,40.9947
2022-05-04,44.8222
2022-05-05,41.0741
2022-05-06,40.9557
2022-05-07,40.9557
2022-05-08,40.9557
2022-05-09,39.3235
2022-05-10,41.7674
2022-05-11,38.6595
2022-05-12,38.6051
2022-05-13,40.8009
2022-05-14,40.8009
2022-05-15,40.8009
2022-05-16,41.2132
2022-05-17,44.5209
2022-05-18,41.3425
2022-05-19,39.0928
2022-05-20,37.7009
2022-05-21,37.7009
2022-05-22,37.7009
2022-05-23,40.2417
2022-05-24,39.2585
2022-05-25,41.9546
2022-05-26,43.2948
2022-05-27,46.4152
2022-05-28,46.4152
2022-05-29,46.4152
2022-05-30,46.4152
2022-05-31,45.307
2022-06-01,45.9862
2022-06-02,46.4651
2022-06-03,44.5879
2022-06-04,44.5879
2022-06-05,44.5879
2022-06-06,44.3394
2022-06-07,45.1172
2022-06-08,43.6416
2022-06-09,41.3026
2022-06-10,40.3723
2022-06-11,40.3723
2022-06-12,40.3723
2022-06-13,38.2027
2022-06-14,38.067
2022-06-15,39.7061
2022-06-16,37.7154
2022-06-17,38.4169
2022-06-18,38.4169
2022-06-19,38.4169
2022-06-20,38.4169
2022-06-21,39.5262
2022-06-22,39.8292
2022-06-23,40.0622
2022-06-24,43.0439
2022-06-25,43.0439
2022-06-26,43.0439
2022-06-27,43.7236
2022-06-28,41.8911
2022-06-29,41.5814
2022-06-30,41.4456
2022-07-01,38.7603
2022-07-02,38.7603
2022-07-03,38.7603
2022-07-04,38.7603
2022-07-05,41.0723
2022-07-06,40.1042
2022-07-07,43.1795
2022-07-08,43.5618
2022-07-09,43.5618
2022-07-10,43.5618
2022-07-11,42.7991
2022-07-12,42.7024
2022-07-13,42.665
2022-07-14,43.8517
2022-07-15,45.4533
2022-07-16,45.4533
2022-07-17,45.4533
2022-07-18,44.9285
2022-07-19,49.2952
2022-07-20,51.1805
2022-07-21,52.4839
2022-07-22,50.571
2022-07-23,50.571
2022-07-24,50.571
2022-07-25,50.4351
2022-07-26,50.8148
2022-07-27,52.5444
2022-07-28,54.1962
2022-07-29,53.5534
2022-07-30,53.5534
2022-07-31,53.5534
2022-08-01,54.4794
2022-08-02,53.4471
2022-08-03,55.2032
2022-08-04,54.4115
2022-08-05,54.8077
2022-08-06,54.8077
2022-08-07,54.8077
2022-08-08,55.2411
2022-08-09,52.3654
2022-08-10,55.7478
2022-08-11,56.331
2022-08-12,58.0882
2022-08-13,58.0882
2022-08-14,58.0882
2022-08-15,57.5044
2022-08-16,57.7096
2022-08-17,54.9641
2022-08-18,58.0876
2022-08-19,55.8206
2022-08-20,55.8206
2022-08-21,55.8206
2022-08-22,53.5505
2022-08-23,53.935
2022-08-24,53.0984
2022-08-25,60.9232
2022-08-26,54.9728
2022-08-27,54.9728
2022-08-28,54.9728
2022-08-29,52.7377
2022-08-30,51.0733
2022-08-31,50.8604
2022-09-01,50.9028
2022-09-02,49.6057
2022-09-03,49.6057
2022-09-04,49.6057
2022-09-05,49.6057
2022-09-06,48.7586
2022-09-07,48.7586
2022-09-08,49.8798
2022-09-09,51.4883
2022-09-10,51.4883
2022-09-11,51.4883
2022-09-12,52.9162
2022-09-13,49.2244
2022-09-14,48.0391
2022-09-15,46.3365
2022-09-16,45.7677
2022-09-17,45.7677
2022-09-18,45.7677
2022-09-19,44.2641
2022-09-20,42.4959
2022-09-21,41.2594
2022-09-22,39.8455
2022-09-23,38.9094
2022-09-24,38.9094
2022-09-25,38.9094
2022-09-26,37.8681
2022-09-27,37.7708
2022-09-28,40.0988
2022-09-29,39.1155
2022-09-30,37.7424
2022-10-01,37.7424
2022-10-02,37.7424
2022-10-03,42.1557
2022-10-04,46.316
2022-10-05,47.336
2022-10-06,47.8443
2022-10-07,46.4676
2022-10-08,46.4676
2022-10-09,46.4676
2022-10-10,43.5903
2022-10-11,41.0389
2022-10-12,41.5217
2022-10-13,44.615
2022-10-14,42.3992
2022-10-15,42.3992
2022-10-16,42.3992
2022-10-17,43.6925
2022-10-18,43.1257
2022-10-19,42.5285
2022-10-20,42.8741
2022-10-21,48.1678
2022-10-22,48.1678
2022-10-23,48.1678
2022-10-24,49.3201
2022-10-25,51.5919
2022-10-26,50.9813
2022-10-27,50.9967
2022-10-28,53.886
2022-10-29,53.886
2022-10-30,53.886
2022-10-31,53.6655
2022-11-01,56.1633
2022-11-02,52.5621
2022-11-03,50.6404
2022-11-04,52.3262
2022-11-05,52.3262
2022-11-06,52.3262
2022-11-07,53.1891
2022-11-08,53.262
2022-11-09,50.9152
2022-11-10,56.3424
2022-11-11,58.2875
2022-11-12,58.2875
2022-11-13,58.2875
2022-11-14,57.7518
2022-11-15,58.7087
2022-11-16,55.9682
2022-11-17,56.6489
2022-11-18,57.7453
2022-11-19,57.7453
2022-11-20,57.7453
2022-11-21,55.7114
2022-11-22,57.4678
2022-11-23,58.4455
2022-11-24,58.4455
2022-11-25,58.4455
2022-11-26,58.4455
2022-11-27,58.4455
2022-11-28,54.8311
2022-11-29,53.5525
2022-11-30,47.4221
2022-12-01,48.0985
2022-12-02,45.9197
2022-12-03,45.9197
2022-12-04,45.9197
2022-12-05,43.7092
2022-12-06,41.8488
2022-12-07,41.7325
2022-12-08,43.2657
2022-12-09,43.8671
2022-12-10,43.8671
2022-12-11,43.8671
2022-12-12,45.4828
2022-12-13,44.9739
2022-12-14,44.2727
2022-12-15,40.4922
2022-12-16,39.2706
2022-12-17,39.2706
2022-12-18,39.2706
2022-12-19,38.0061
2022-12-20,38.5135
2022-12-21,39.5735
2022-12-22,38.3016
2022-12-23,38.4343
2022-12-24,38.4343
2022-12-25,38.4343
2022-12-26,38.4343
2022-12-27,38.4539
2022-12-28,37.3849
2022-12-29,41.1032
2022-12-30,41.0635
2022-12-31,41.0635
2023-01-01,41.0635
2023-01-02,41.0635
2023-01-03,42.4597
2023-01-04,44.5807
2023-01-05,44.4309
2023-01-06,48.5784
2023-01-07,48.5784
2023-01-08,48.5784
2023-01-09,48.8339
2023-01-10,49.5426
2023-01-11,49.9623
2023-01-12,49.2559
2023-01-13,50.363
2023-01-14,50.363
2023-01-15,50.363
2023-01-16,50.363
2023-01-17,50.5642
2023-01-18,50.9197
2023-01-19,50.0381
2023-01-20,51.8768
2023-01-21,51.8768
2023-01-22,51.8768
2023-01-23,54.6466
2023-01-24,54.3315
2023-01-25,53.2931
2023-01-26,52.0744
2023-01-27,51.5487
2023-01-28,51.5487
2023-01-29,51.5487
2023-01-30,51.4842
2023-01-31,52.9462
2023-02-01,54.6733
2023-02-02,58.1743
2023-02-03,54.9385
2023-02-04,54.9385
2023-02-05,54.9385
2023-02-06,51.7329
2023-02-07,54.1415
2023-02-08,52.1138
2023-02-09,51.2875
2023-02-10,51.9443
2023-02-11,51.9443
2023-02-12,51.9443
2023-02-13,54.4496
2023-02-14,54.4496
2023-02-15,56.2026
2023-02-16,54.5359
2023-02-17,53.3725
2023-02-18,53.3725
2023-02-19,53.3725
2023-02-20,53.3725
2023-02-21,50.3673
2023-02-22,50.1273
2023-02-23,50.9136
2023-02-24,49.1858
2023-02-25,49.1858
2023-02-26,49.1858
2023-02-27,47.9629
2023-02-28,47.5222
2023-03-01,47.6353
2023-03-02,48.867
2023-03-03,50.3003
2023-03-04,50.3003
2023-03-05,50.3003
2023-03-06,49.361
2023-03-07,46.2948
2023-03-08,48.4569
2023-03-09,45.5128
2023-03-10,43.3127
2023-03-11,43.3127
2023-03-12,43.3127
2023-03-13,41.7725
2023-03-14,41.3701
2023-03-15,41.2451
2023-03-16,43.589
2023-03-17,42.6243
