,FTV US Equity
2020-07-28,56.1191
2020-07-29,59.2194
2020-07-30,56.8896
2020-07-31,53.8893
2020-08-01,53.8893
2020-08-02,53.8893
2020-08-03,52.9652
2020-08-04,52.8313
2020-08-05,53.5732
2020-08-06,54.4888
2020-08-07,56.4862
2020-08-08,56.4862
2020-08-09,56.4862
2020-08-10,55.8727
2020-08-11,57.9172
2020-08-12,59.7037
2020-08-13,57.7005
2020-08-14,57.3771
2020-08-15,57.3771
2020-08-16,57.3771
2020-08-17,57.2025
2020-08-18,54.7884
2020-08-19,53.6671
2020-08-20,54.3594
2020-08-21,54.0634
2020-08-22,54.0634
2020-08-23,54.0634
2020-08-24,54.4856
2020-08-25,51.9287
2020-08-26,52.6422
2020-08-27,52.4809
2020-08-28,55.5936
2020-08-29,55.5936
2020-08-30,55.5936
2020-08-31,54.2632
2020-09-01,56.4779
2020-09-02,57.5413
2020-09-03,55.5857
2020-09-04,56.9237
2020-09-05,56.9237
2020-09-06,56.9237
2020-09-07,56.9237
2020-09-08,55.8525
2020-09-09,58.7357
2020-09-10,59.8031
2020-09-11,61.0178
2020-09-12,61.0178
2020-09-13,61.0178
2020-09-14,61.3592
2020-09-15,60.4535
2020-09-16,59.8162
2020-09-17,60.6038
2020-09-18,57.1087
2020-09-19,57.1087
2020-09-20,57.1087
2020-09-21,50.8577
2020-09-22,51.5158
2020-09-23,49.7019
2020-09-24,51.4064
2020-09-25,53.641
2020-09-26,53.641
2020-09-27,53.641
2020-09-28,55.9281
2020-09-29,56.6094
2020-09-30,56.6094
2020-10-01,54.9613
2020-10-02,57.9594
2020-10-03,57.9594
2020-10-04,57.9594
2020-10-05,60.1697
2020-10-06,59.3722
2020-10-07,62.3793
2020-10-08,63.262
2020-10-09,65.1888
2020-10-10,65.1888
2020-10-11,65.1888
2020-10-12,60.3358
2020-10-13,57.6549
2020-10-14,58.5189
2020-10-15,59.1433
2020-10-16,58.5356
2020-10-17,58.5356
2020-10-18,58.5356
2020-10-19,55.6418
2020-10-20,55.8396
2020-10-21,55.6897
2020-10-22,56.8868
2020-10-23,56.8414
2020-10-24,56.8414
2020-10-25,56.8414
2020-10-26,52.5478
2020-10-27,50.8035
2020-10-28,47.3636
2020-10-29,48.2695
2020-10-30,47.0494
2020-10-31,47.0494
2020-11-01,47.0494
2020-11-02,50.3801
2020-11-03,53.3287
2020-11-04,52.6121
2020-11-05,57.8812
2020-11-06,58.4835
2020-11-07,58.4835
2020-11-08,58.4835
2020-11-09,61.1645
2020-11-10,60.0792
2020-11-11,60.3538
2020-11-12,59.3196
2020-11-13,61.3339
2020-11-14,61.3339
2020-11-15,61.3339
2020-11-16,62.9295
2020-11-17,61.8173
2020-11-18,60.3884
2020-11-19,60.8704
2020-11-20,60.8478
2020-11-21,60.8478
2020-11-22,60.8478
2020-11-23,61.3801
2020-11-24,63.2741
2020-11-25,60.795
2020-11-26,60.795
2020-11-27,59.7891
2020-11-28,59.7891
2020-11-29,59.7891
2020-11-30,56.911
2020-12-01,57.5933
2020-12-02,55.6403
2020-12-03,53.9171
2020-12-04,57.943
2020-12-05,57.943
2020-12-06,57.943
2020-12-07,54.1667
2020-12-08,52.319
2020-12-09,54.3372
2020-12-10,53.0082
2020-12-11,52.3
2020-12-12,52.3
2020-12-13,52.3
2020-12-14,51.7541
2020-12-15,53.7186
2020-12-16,52.7824
2020-12-17,53.4985
2020-12-18,54.3714
2020-12-19,54.3714
2020-12-20,54.3714
2020-12-21,54.3292
2020-12-22,51.536
2020-12-23,53.1777
2020-12-24,53.7064
2020-12-25,53.7064
2020-12-26,53.7064
2020-12-27,53.7064
2020-12-28,52.2953
2020-12-29,51.0527
2020-12-30,53.3463
2020-12-31,55.5888
2021-01-01,55.5888
2021-01-02,55.5888
2021-01-03,55.5888
2021-01-04,51.4731
2021-01-05,50.8722
2021-01-06,55.3434
2021-01-07,57.64
2021-01-08,57.6857
2021-01-09,57.6857
2021-01-10,57.6857
2021-01-11,54.6602
2021-01-12,54.6602
2021-01-13,52.8872
2021-01-14,53.4662
2021-01-15,52.8352
2021-01-16,52.8352
2021-01-17,52.8352
2021-01-18,52.8352
2021-01-19,53.1305
2021-01-20,52.7461
2021-01-21,52.4409
2021-01-22,50.8323
2021-01-23,50.8323
2021-01-24,50.8323
2021-01-25,47.8374
2021-01-26,46.1795
2021-01-27,44.5811
2021-01-28,46.0414
2021-01-29,44.7102
2021-01-30,44.7102
2021-01-31,44.7102
2021-02-01,45.9622
2021-02-02,45.845
2021-02-03,45.2092
2021-02-04,44.8673
2021-02-05,51.2014
2021-02-06,51.2014
2021-02-07,51.2014
2021-02-08,48.6975
2021-02-09,49.8617
2021-02-10,53.7404
2021-02-11,54.2711
2021-02-12,56.0514
2021-02-13,56.0514
2021-02-14,56.0514
2021-02-15,56.0514
2021-02-16,52.3858
2021-02-17,48.2139
2021-02-18,46.625
2021-02-19,47.6064
2021-02-20,47.6064
2021-02-21,47.6064
2021-02-22,47.426
2021-02-23,48.1376
2021-02-24,48.5493
2021-02-25,46.1589
2021-02-26,45.2623
2021-02-27,45.2623
2021-02-28,45.2623
2021-03-01,49.7161
2021-03-02,49.9308
2021-03-03,49.2195
2021-03-04,46.7691
2021-03-05,48.1664
2021-03-06,48.1664
2021-03-07,48.1664
2021-03-08,51.5445
2021-03-09,52.2187
2021-03-10,52.7103
2021-03-11,50.0858
2021-03-12,48.9243
2021-03-13,48.9243
2021-03-14,48.9243
2021-03-15,51.206
2021-03-16,47.6626
2021-03-17,48.8308
2021-03-18,50.1192
2021-03-19,49.2255
2021-03-20,49.2255
2021-03-21,49.2255
2021-03-22,50.2821
2021-03-23,49.2617
2021-03-24,52.3234
2021-03-25,54.1048
2021-03-26,55.9143
2021-03-27,55.9143
2021-03-28,55.9143
2021-03-29,54.1143
2021-03-30,55.8472
2021-03-31,54.2003
2021-04-01,54.6673
2021-04-02,54.6673
2021-04-03,54.6673
2021-04-04,54.6673
2021-04-05,56.5024
2021-04-06,54.8675
2021-04-07,55.2297
2021-04-08,52.7133
2021-04-09,54.0504
2021-04-10,54.0504
2021-04-11,54.0504
2021-04-12,58.4962
2021-04-13,57.1971
2021-04-14,55.8913
2021-04-15,55.5415
2021-04-16,55.8453
2021-04-17,55.8453
2021-04-18,55.8453
2021-04-19,55.7757
2021-04-20,56.171
2021-04-21,58.6305
2021-04-22,57.6635
2021-04-23,58.4631
2021-04-24,58.4631
2021-04-25,58.4631
2021-04-26,57.7451
2021-04-27,58.719
2021-04-28,58.7758
2021-04-29,59.9703
2021-04-30,50.3009
2021-05-01,50.3009
2021-05-02,50.3009
2021-05-03,51.1678
2021-05-04,52.3476
2021-05-05,52.0171
2021-05-06,53.5543
2021-05-07,54.2917
2021-05-08,54.2917
2021-05-09,54.2917
2021-05-10,51.5675
2021-05-11,48.4404
2021-05-12,45.0597
2021-05-13,47.3984
2021-05-14,49.7143
2021-05-15,49.7143
2021-05-16,49.7143
2021-05-17,49.6548
2021-05-18,47.0521
2021-05-19,46.8247
2021-05-20,49.7155
2021-05-21,51.8165
2021-05-22,51.8165
2021-05-23,51.8165
2021-05-24,52.5639
2021-05-25,51.8598
2021-05-26,52.498
2021-05-27,53.2798
2021-05-28,53.7842
2021-05-29,53.7842
2021-05-30,53.7842
2021-05-31,53.7842
2021-06-01,53.0028
2021-06-02,55.534
2021-06-03,55.751
2021-06-04,55.5217
2021-06-05,55.5217
2021-06-06,55.5217
2021-06-07,53.6942
2021-06-08,51.9499
2021-06-09,49.6919
2021-06-10,48.3336
2021-06-11,50.5922
2021-06-12,50.5922
2021-06-13,50.5922
2021-06-14,49.8256
2021-06-15,50.7841
2021-06-16,47.7032
2021-06-17,46.2308
2021-06-18,45.067
2021-06-19,45.067
2021-06-20,45.067
2021-06-21,46.5107
2021-06-22,46.6887
2021-06-23,45.5245
2021-06-24,46.6103
2021-06-25,47.7919
2021-06-26,47.7919
2021-06-27,47.7919
2021-06-28,48.5251
2021-06-29,48.4246
2021-06-30,47.3343
2021-07-01,49.6524
2021-07-02,50.0006
2021-07-03,50.0006
2021-07-04,50.0006
2021-07-05,50.0006
2021-07-06,47.442
2021-07-07,50.0331
2021-07-08,47.1996
2021-07-09,50.0728
2021-07-10,50.0728
2021-07-11,50.0728
2021-07-12,49.4955
2021-07-13,49.8337
2021-07-14,50.3365
2021-07-15,49.3402
2021-07-16,48.0377
2021-07-17,48.0377
2021-07-18,48.0377
2021-07-19,44.2406
2021-07-20,48.1756
2021-07-21,47.5925
2021-07-22,46.6195
2021-07-23,47.0395
2021-07-24,47.0395
2021-07-25,47.0395
2021-07-26,46.1874
2021-07-27,45.6839
2021-07-28,45.8974
2021-07-29,46.519
2021-07-30,55.9868
2021-07-31,55.9868
2021-08-01,55.9868
2021-08-02,57.7809
2021-08-03,59.9331
2021-08-04,57.1986
2021-08-05,56.9492
2021-08-06,58.9647
2021-08-07,58.9647
2021-08-08,58.9647
2021-08-09,57.9903
2021-08-10,58.7372
2021-08-11,59.7047
2021-08-12,60.9735
2021-08-13,61.6673
2021-08-14,61.6673
2021-08-15,61.6673
2021-08-16,60.7104
2021-08-17,57.9211
2021-08-18,55.4609
2021-08-19,54.1577
2021-08-20,54.072
2021-08-21,54.072
2021-08-22,54.072
2021-08-23,53.1438
2021-08-24,54.6292
2021-08-25,56.2348
2021-08-26,53.561
2021-08-27,55.0592
2021-08-28,55.0592
2021-08-29,55.0592
2021-08-30,55.1818
2021-08-31,54.414
2021-09-01,54.5187
2021-09-02,57.166
2021-09-03,58.4879
2021-09-04,58.4879
2021-09-05,58.4879
2021-09-06,58.4879
2021-09-07,53.1506
2021-09-08,54.1269
2021-09-09,58.0492
2021-09-10,56.6555
2021-09-11,56.6555
2021-09-12,56.6555
2021-09-13,55.3682
2021-09-14,55.6289
2021-09-15,54.7861
2021-09-16,53.3235
2021-09-17,49.2437
2021-09-18,49.2437
2021-09-19,49.2437
2021-09-20,46.7038
2021-09-21,48.0753
2021-09-22,50.6253
2021-09-23,51.6632
2021-09-24,50.7216
2021-09-25,50.7216
2021-09-26,50.7216
2021-09-27,50.8011
2021-09-28,48.6623
2021-09-29,48.2104
2021-09-30,43.8497
2021-10-01,45.1617
2021-10-02,45.1617
2021-10-03,45.1617
2021-10-04,45.3671
2021-10-05,44.9935
2021-10-06,43.7028
2021-10-07,46.7708
2021-10-08,45.0848
2021-10-09,45.0848
2021-10-10,45.0848
2021-10-11,44.3686
2021-10-12,43.0986
2021-10-13,46.5099
2021-10-14,49.9468
2021-10-15,50.8686
2021-10-16,50.8686
2021-10-17,50.8686
2021-10-18,50.7581
2021-10-19,53.9411
2021-10-20,55.3255
2021-10-21,56.3493
2021-10-22,54.9851
2021-10-23,54.9851
2021-10-24,54.9851
2021-10-25,54.9239
2021-10-26,55.1817
2021-10-27,53.875
2021-10-28,56.2038
2021-10-29,58.0502
2021-10-30,58.0502
2021-10-31,58.0502
2021-11-01,60.1145
2021-11-02,60.9848
2021-11-03,60.0807
2021-11-04,62.9845
2021-11-05,64.2976
2021-11-06,64.2976
2021-11-07,64.2976
2021-11-08,62.191
2021-11-09,63.2699
2021-11-10,63.1265
2021-11-11,59.7317
2021-11-12,61.1359
2021-11-13,61.1359
2021-11-14,61.1359
2021-11-15,60.3753
2021-11-16,61.567
2021-11-17,62.684
2021-11-18,61.5946
2021-11-19,62.4057
2021-11-20,62.4057
2021-11-21,62.4057
2021-11-22,60.6751
2021-11-23,59.6197
2021-11-24,58.6365
2021-11-25,58.6365
2021-11-26,51.1684
2021-11-27,51.1684
2021-11-28,51.1684
2021-11-29,52.5487
2021-11-30,46.2857
2021-12-01,45.5013
2021-12-02,47.4823
2021-12-03,48.2497
2021-12-04,48.2497
2021-12-05,48.2497
2021-12-06,48.2237
2021-12-07,49.8474
2021-12-08,51.3443
2021-12-09,49.9152
2021-12-10,49.9717
2021-12-11,49.9717
2021-12-12,49.9717
2021-12-13,49.2817
2021-12-14,46.7498
2021-12-15,50.4538
2021-12-16,50.5926
2021-12-17,44.2988
2021-12-18,44.2988
2021-12-19,44.2988
2021-12-20,41.2845
2021-12-21,44.356
2021-12-22,44.5212
2021-12-23,49.3221
2021-12-24,49.3221
2021-12-25,49.3221
2021-12-26,49.3221
2021-12-27,51.3693
2021-12-28,51.9692
2021-12-29,52.3898
2021-12-30,52.9111
2021-12-31,53.5332
2022-01-01,53.5332
2022-01-02,53.5332
2022-01-03,46.8369
2022-01-04,47.5849
2022-01-05,44.2365
2022-01-06,44.5984
2022-01-07,43.554
2022-01-08,43.554
2022-01-09,43.554
2022-01-10,43.9343
2022-01-11,47.416
2022-01-12,48.241
2022-01-13,47.7246
2022-01-14,45.3723
2022-01-15,45.3723
2022-01-16,45.3723
2022-01-17,45.3723
2022-01-18,46.0665
2022-01-19,44.8864
2022-01-20,42.8552
2022-01-21,44.1209
2022-01-22,44.1209
2022-01-23,44.1209
2022-01-24,44.6842
2022-01-25,40.3121
2022-01-26,39.8275
2022-01-27,37.9945
2022-01-28,41.0335
2022-01-29,41.0335
2022-01-30,41.0335
2022-01-31,43.3057
2022-02-01,43.5497
2022-02-02,46.1853
2022-02-03,36.3167
2022-02-04,34.0721
2022-02-05,34.0721
2022-02-06,34.0721
2022-02-07,33.4157
2022-02-08,37.5405
2022-02-09,39.6239
2022-02-10,38.5708
2022-02-11,37.8482
2022-02-12,37.8482
2022-02-13,37.8482
2022-02-14,37.5427
2022-02-15,39.093
2022-02-16,38.5822
2022-02-17,35.674
2022-02-18,36.6178
2022-02-19,36.6178
2022-02-20,36.6178
2022-02-21,36.6178
2022-02-22,36.5448
2022-02-23,34.9041
2022-02-24,39.5401
2022-02-25,42.0821
2022-02-26,42.0821
2022-02-27,42.0821
2022-02-28,40.9066
2022-03-01,38.8004
2022-03-02,40.7088
2022-03-03,38.7448
2022-03-04,35.6697
2022-03-05,35.6697
2022-03-06,35.6697
2022-03-07,32.3814
2022-03-08,30.828
2022-03-09,35.5504
2022-03-10,33.3955
2022-03-11,33.1474
2022-03-12,33.1474
2022-03-13,33.1474
2022-03-14,34.6544
2022-03-15,34.7179
2022-03-16,39.9261
2022-03-17,42.5268
2022-03-18,44.113
2022-03-19,44.113
2022-03-20,44.113
2022-03-21,43.3971
2022-03-22,43.4701
2022-03-23,41.9181
2022-03-24,43.8066
2022-03-25,44.2337
2022-03-26,44.2337
2022-03-27,44.2337
2022-03-28,45.2263
2022-03-29,47.4182
2022-03-30,45.6088
2022-03-31,43.8044
2022-04-01,43.3608
2022-04-02,43.3608
2022-04-03,43.3608
2022-04-04,43.9092
2022-04-05,42.3048
2022-04-06,41.4621
2022-04-07,42.4402
2022-04-08,41.9923
2022-04-09,41.9923
2022-04-10,41.9923
2022-04-11,41.0497
2022-04-12,40.6781
2022-04-13,41.9024
2022-04-14,40.3548
2022-04-15,40.3548
2022-04-16,40.3548
2022-04-17,40.3548
2022-04-18,39.8525
2022-04-19,42.667
2022-04-20,44.6014
2022-04-21,44.1462
2022-04-22,40.9838
2022-04-23,40.9838
2022-04-24,40.9838
2022-04-25,41.0987
2022-04-26,39.5998
2022-04-27,41.5244
2022-04-28,43.5879
2022-04-29,41.6817
2022-04-30,41.6817
2022-05-01,41.6817
2022-05-02,44.4799
2022-05-03,46.204
2022-05-04,52.0633
2022-05-05,49.169
2022-05-06,48.6541
2022-05-07,48.6541
2022-05-08,48.6541
2022-05-09,46.0748
2022-05-10,44.7758
2022-05-11,43.4918
2022-05-12,43.4142
2022-05-13,45.3699
2022-05-14,45.3699
2022-05-15,45.3699
2022-05-16,44.7432
2022-05-17,47.6564
2022-05-18,44.6765
2022-05-19,46.1955
2022-05-20,45.6863
2022-05-21,45.6863
2022-05-22,45.6863
2022-05-23,46.4739
2022-05-24,47.0694
2022-05-25,47.4123
2022-05-26,50.4076
2022-05-27,52.9445
2022-05-28,52.9445
2022-05-29,52.9445
2022-05-30,52.9445
2022-05-31,52.4882
2022-06-01,51.6867
2022-06-02,54.8431
2022-06-03,53.6949
2022-06-04,53.6949
2022-06-05,53.6949
2022-06-06,54.435
2022-06-07,55.606
2022-06-08,54.1033
2022-06-09,50.3997
2022-06-10,46.8478
2022-06-11,46.8478
2022-06-12,46.8478
2022-06-13,43.4994
2022-06-14,41.9918
2022-06-15,43.1422
2022-06-16,39.0773
2022-06-17,38.8284
2022-06-18,38.8284
2022-06-19,38.8284
2022-06-20,38.8284
2022-06-21,39.8912
2022-06-22,40.8706
2022-06-23,41.3543
2022-06-24,44.4411
2022-06-25,44.4411
2022-06-26,44.4411
2022-06-27,43.5307
2022-06-28,42.3395
2022-06-29,41.7259
2022-06-30,41.4926
2022-07-01,42.5775
2022-07-02,42.5775
2022-07-03,42.5775
2022-07-04,42.5775
2022-07-05,42.6896
2022-07-06,43.0579
2022-07-07,44.9779
2022-07-08,45.1828
2022-07-09,45.1828
2022-07-10,45.1828
2022-07-11,44.1991
2022-07-12,42.8445
2022-07-13,41.9696
2022-07-14,40.8548
2022-07-15,43.9359
2022-07-16,43.9359
2022-07-17,43.9359
2022-07-18,42.765
2022-07-19,48.0607
2022-07-20,49.2898
2022-07-21,52.4466
2022-07-22,51.677
2022-07-23,51.677
2022-07-24,51.677
2022-07-25,51.4449
2022-07-26,51.25
2022-07-27,53.8236
2022-07-28,59.0168
2022-07-29,61.9667
2022-07-30,61.9667
2022-07-31,61.9667
2022-08-01,61.9202
2022-08-02,61.3006
2022-08-03,62.9384
2022-08-04,63.3861
2022-08-05,62.5789
2022-08-06,62.5789
2022-08-07,62.5789
2022-08-08,62.8693
2022-08-09,61.5175
2022-08-10,64.1405
2022-08-11,65.0484
2022-08-12,66.7488
2022-08-13,66.7488
2022-08-14,66.7488
2022-08-15,66.6942
2022-08-16,66.932
2022-08-17,65.1766
2022-08-18,65.613
2022-08-19,63.4298
2022-08-20,63.4298
2022-08-21,63.4298
2022-08-22,58.4882
2022-08-23,58.6996
2022-08-24,58.9697
2022-08-25,60.8081
2022-08-26,55.2884
2022-08-27,55.2884
2022-08-28,55.2884
2022-08-29,54.0867
2022-08-30,52.9181
2022-08-31,52.2665
2022-09-01,52.1292
2022-09-02,50.5265
2022-09-03,50.5265
2022-09-04,50.5265
2022-09-05,50.5265
2022-09-06,51.6254
2022-09-07,55.2645
2022-09-08,56.0946
2022-09-09,57.5169
2022-09-10,57.5169
2022-09-11,57.5169
2022-09-12,59.1593
2022-09-13,52.7381
2022-09-14,52.5229
2022-09-15,52.9204
2022-09-16,49.5713
2022-09-17,49.5713
2022-09-18,49.5713
2022-09-19,51.9699
2022-09-20,50.6301
2022-09-21,48.5076
2022-09-22,45.9817
2022-09-23,44.1575
2022-09-24,44.1575
2022-09-25,44.1575
2022-09-26,43.0152
2022-09-27,42.0102
2022-09-28,45.9307
2022-09-29,43.8846
2022-09-30,42.3785
2022-10-01,42.3785
2022-10-02,42.3785
2022-10-03,47.18
2022-10-04,50.2015
2022-10-05,49.5401
2022-10-06,48.7146
2022-10-07,46.3195
2022-10-08,46.3195
2022-10-09,46.3195
2022-10-10,45.5143
2022-10-11,44.7102
2022-10-12,44.5576
2022-10-13,47.2295
2022-10-14,44.756
2022-10-15,44.756
2022-10-16,44.756
2022-10-17,48.0618
2022-10-18,50.1026
2022-10-19,48.3498
2022-10-20,46.497
2022-10-21,49.904
2022-10-22,49.904
2022-10-23,49.904
2022-10-24,52.1138
2022-10-25,53.9582
2022-10-26,51.684
2022-10-27,51.5601
2022-10-28,54.2202
2022-10-29,54.2202
2022-10-30,54.2202
2022-10-31,53.6441
2022-11-01,53.7098
2022-11-02,50.5792
2022-11-03,50.8946
2022-11-04,54.4989
2022-11-05,54.4989
2022-11-06,54.4989
2022-11-07,54.4033
2022-11-08,54.5024
2022-11-09,53.9765
2022-11-10,59.5101
2022-11-11,60.3008
2022-11-12,60.3008
2022-11-13,60.3008
2022-11-14,57.1418
2022-11-15,56.8063
2022-11-16,57.2795
2022-11-17,55.9501
2022-11-18,56.2892
2022-11-19,56.2892
2022-11-20,56.2892
2022-11-21,57.2614
2022-11-22,58.1443
2022-11-23,58.3546
2022-11-24,58.3546
2022-11-25,58.6523
2022-11-26,58.6523
2022-11-27,58.6523
2022-11-28,53.3493
2022-11-29,53.3854
2022-11-30,56.7577
2022-12-01,57.3147
2022-12-02,57.8923
2022-12-03,57.8923
2022-12-04,57.8923
2022-12-05,55.6232
2022-12-06,54.1383
2022-12-07,53.8795
2022-12-08,54.1628
2022-12-09,52.3015
2022-12-10,52.3015
2022-12-11,52.3015
2022-12-12,54.807
2022-12-13,56.1353
2022-12-14,54.1071
2022-12-15,49.0364
2022-12-16,48.0449
2022-12-17,48.0449
2022-12-18,48.0449
2022-12-19,47.6128
2022-12-20,48.0541
2022-12-21,50.6159
2022-12-22,48.3844
2022-12-23,48.8182
2022-12-24,48.8182
2022-12-25,48.8182
2022-12-26,48.8182
2022-12-27,49.1759
2022-12-28,47.4213
2022-12-29,50.1696
2022-12-30,49.1475
2022-12-31,49.1475
2023-01-01,49.1475
2023-01-02,49.1475
2023-01-03,49.1903
2023-01-04,51.2098
2023-01-05,48.5019
2023-01-06,51.793
2023-01-07,51.793
2023-01-08,51.793
2023-01-09,52.3216
2023-01-10,52.9346
2023-01-11,54.6657
2023-01-12,54.8009
2023-01-13,55.4879
2023-01-14,55.4879
2023-01-15,55.4879
2023-01-16,55.4879
2023-01-17,55.2397
2023-01-18,52.8206
2023-01-19,50.0277
2023-01-20,50.7563
2023-01-21,50.7563
2023-01-22,50.7563
2023-01-23,53.7575
2023-01-24,54.5049
2023-01-25,53.3477
2023-01-26,53.6868
2023-01-27,53.8818
2023-01-28,53.8818
2023-01-29,53.8818
2023-01-30,51.9215
2023-01-31,55.7635
2023-02-01,50.731
2023-02-02,54.5426
2023-02-03,56.8057
2023-02-04,56.8057
2023-02-05,56.8057
2023-02-06,56.485
2023-02-07,57.1816
2023-02-08,56.6285
2023-02-09,54.5407
2023-02-10,54.3288
2023-02-11,54.3288
2023-02-12,54.3288
2023-02-13,56.3746
2023-02-14,55.9793
2023-02-15,56.9931
2023-02-16,54.881
2023-02-17,56.2003
2023-02-18,56.2003
2023-02-19,56.2003
2023-02-20,56.2003
2023-02-21,50.631
2023-02-22,48.8974
2023-02-23,51.0712
2023-02-24,50.8774
2023-02-25,50.8774
2023-02-26,50.8774
2023-02-27,50.0267
2023-02-28,50.1152
2023-03-01,50.3878
2023-03-02,52.4279
2023-03-03,53.4293
2023-03-04,53.4293
2023-03-05,53.4293
2023-03-06,52.7797
2023-03-07,51.0032
2023-03-08,50.9539
2023-03-09,48.5285
2023-03-10,44.7191
2023-03-11,44.7191
2023-03-12,44.7191
2023-03-13,43.7739
2023-03-14,49.228
2023-03-15,45.5099
2023-03-16,48.0258
2023-03-17,45.0262
2023-03-18,45.0262
