,NWN US Equity
2020-07-06,43.2202
2020-07-07,41.9174
2020-07-08,41.1535
2020-07-09,39.572
2020-07-10,42.2021
2020-07-11,42.2021
2020-07-12,42.2021
2020-07-13,41.6967
2020-07-14,41.6651
2020-07-15,42.3134
2020-07-16,42.1107
2020-07-17,43.4647
2020-07-18,43.4647
2020-07-19,43.4647
2020-07-20,42.0723
2020-07-21,43.8548
2020-07-22,45.6016
2020-07-23,46.0844
2020-07-24,44.4026
2020-07-25,44.4026
2020-07-26,44.4026
2020-07-27,43.9625
2020-07-28,46.8581
2020-07-29,47.5811
2020-07-30,45.647
2020-07-31,45.4734
2020-08-01,45.4734
2020-08-02,45.4734
2020-08-03,44.676
2020-08-04,45.7764
2020-08-05,45.3382
2020-08-06,46.0448
2020-08-07,48.2394
2020-08-08,48.2394
2020-08-09,48.2394
2020-08-10,47.3204
2020-08-11,46.8435
2020-08-12,48.3716
2020-08-13,46.3209
2020-08-14,46.1356
2020-08-15,46.1356
2020-08-16,46.1356
2020-08-17,45.6943
2020-08-18,45.1202
2020-08-19,45.7276
2020-08-20,45.144
2020-08-21,44.407
2020-08-22,44.407
2020-08-23,44.407
2020-08-24,45.8008
2020-08-25,44.9653
2020-08-26,42.3512
2020-08-27,42.746
2020-08-28,43.8292
2020-08-29,43.8292
2020-08-30,43.8292
2020-08-31,42.8703
2020-09-01,40.8087
2020-09-02,42.346
2020-09-03,43.6344
2020-09-04,41.7709
2020-09-05,41.7709
2020-09-06,41.7709
2020-09-07,41.7709
2020-09-08,38.4932
2020-09-09,38.8678
2020-09-10,37.2404
2020-09-11,36.2502
2020-09-12,36.2502
2020-09-13,36.2502
2020-09-14,36.5246
2020-09-15,35.2272
2020-09-16,36.6595
2020-09-17,36.1428
2020-09-18,35.147
2020-09-19,35.147
2020-09-20,35.147
2020-09-21,35.4177
2020-09-22,36.325
2020-09-23,33.4116
2020-09-24,35.2036
2020-09-25,35.8798
2020-09-26,35.8798
2020-09-27,35.8798
2020-09-28,35.3006
2020-09-29,34.9169
2020-09-30,39.539
2020-10-01,38.5073
2020-10-02,40.3512
2020-10-03,40.3512
2020-10-04,40.3512
2020-10-05,40.0364
2020-10-06,43.05
2020-10-07,42.7112
2020-10-08,44.2
2020-10-09,44.2508
2020-10-10,44.2508
2020-10-11,44.2508
2020-10-12,44.4339
2020-10-13,44.6222
2020-10-14,43.342
2020-10-15,43.4274
2020-10-16,43.025
2020-10-17,43.025
2020-10-18,43.025
2020-10-19,40.9326
2020-10-20,42.6166
2020-10-21,47.1022
2020-10-22,46.3114
2020-10-23,45.9359
2020-10-24,45.9359
2020-10-25,45.9359
2020-10-26,48.1379
2020-10-27,46.4933
2020-10-28,40.6608
2020-10-29,42.8607
2020-10-30,42.2999
2020-10-31,42.2999
2020-11-01,42.2999
2020-11-02,44.7313
2020-11-03,45.7704
2020-11-04,42.5242
2020-11-05,44.6204
2020-11-06,42.184
2020-11-07,42.184
2020-11-08,42.184
2020-11-09,49.5799
2020-11-10,57.4196
2020-11-11,55.1808
2020-11-12,50.6602
2020-11-13,52.7888
2020-11-14,52.7888
2020-11-15,52.7888
2020-11-16,53.629
2020-11-17,53.3019
2020-11-18,51.1674
2020-11-19,50.3437
2020-11-20,50.8142
2020-11-21,50.8142
2020-11-22,50.8142
2020-11-23,52.5208
2020-11-24,55.262
2020-11-25,55.1646
2020-11-26,55.1646
2020-11-27,52.8316
2020-11-28,52.8316
2020-11-29,52.8316
2020-11-30,49.9083
2020-12-01,50.5892
2020-12-02,50.9429
2020-12-03,49.6199
2020-12-04,51.1863
2020-12-05,51.1863
2020-12-06,51.1863
2020-12-07,49.7174
2020-12-08,49.4018
2020-12-09,49.6352
2020-12-10,49.1465
2020-12-11,51.6484
2020-12-12,51.6484
2020-12-13,51.6484
2020-12-14,54.1474
2020-12-15,56.7329
2020-12-16,54.1757
2020-12-17,56.1537
2020-12-18,51.3729
2020-12-19,51.3729
2020-12-20,51.3729
2020-12-21,44.4576
2020-12-22,46.7921
2020-12-23,45.7541
2020-12-24,46.1659
2020-12-25,46.1659
2020-12-26,46.1659
2020-12-27,46.1659
2020-12-28,47.1005
2020-12-29,46.0439
2020-12-30,46.2248
2020-12-31,46.8332
2021-01-01,46.8332
2021-01-02,46.8332
2021-01-03,46.8332
2021-01-04,46.2914
2021-01-05,43.6032
2021-01-06,46.0984
2021-01-07,43.9194
2021-01-08,44.0735
2021-01-09,44.0735
2021-01-10,44.0735
2021-01-11,43.9797
2021-01-12,43.6119
2021-01-13,45.379
2021-01-14,45.2086
2021-01-15,45.8606
2021-01-16,45.8606
2021-01-17,45.8606
2021-01-18,45.8606
2021-01-19,43.7414
2021-01-20,42.013
2021-01-21,43.0767
2021-01-22,43.7879
2021-01-23,43.7879
2021-01-24,43.7879
2021-01-25,46.3035
2021-01-26,47.8843
2021-01-27,50.5401
2021-01-28,47.078
2021-01-29,51.7705
2021-01-30,51.7705
2021-01-31,51.7705
2021-02-01,49.1945
2021-02-02,47.7043
2021-02-03,46.6576
2021-02-04,49.1143
2021-02-05,50.9457
2021-02-06,50.9457
2021-02-07,50.9457
2021-02-08,50.3212
2021-02-09,51.9237
2021-02-10,51.8485
2021-02-11,52.9933
2021-02-12,51.0612
2021-02-13,51.0612
2021-02-14,51.0612
2021-02-15,51.0612
2021-02-16,51.9848
2021-02-17,53.738
2021-02-18,54.4334
2021-02-19,55.5734
2021-02-20,55.5734
2021-02-21,55.5734
2021-02-22,53.0958
2021-02-23,55.4606
2021-02-24,55.6295
2021-02-25,54.8336
2021-02-26,53.1331
2021-02-27,53.1331
2021-02-28,53.1331
2021-03-01,53.6167
2021-03-02,52.6441
2021-03-03,51.9294
2021-03-04,54.079
2021-03-05,59.4354
2021-03-06,59.4354
2021-03-07,59.4354
2021-03-08,62.3708
2021-03-09,59.1223
2021-03-10,60.2156
2021-03-11,58.3257
2021-03-12,59.9335
2021-03-13,59.9335
2021-03-14,59.9335
2021-03-15,61.2414
2021-03-16,59.5337
2021-03-17,54.0295
2021-03-18,55.3609
2021-03-19,57.5812
2021-03-20,57.5812
2021-03-21,57.5812
2021-03-22,52.4176
2021-03-23,54.1426
2021-03-24,56.7281
2021-03-25,56.0156
2021-03-26,55.8916
2021-03-27,55.8916
2021-03-28,55.8916
2021-03-29,57.6243
2021-03-30,57.2706
2021-03-31,57.6387
2021-04-01,55.9509
2021-04-02,55.9509
2021-04-03,55.9509
2021-04-04,55.9509
2021-04-05,56.5492
2021-04-06,56.9274
2021-04-07,57.5694
2021-04-08,57.6936
2021-04-09,57.98
2021-04-10,57.98
2021-04-11,57.98
2021-04-12,58.4966
2021-04-13,56.672
2021-04-14,57.994
2021-04-15,59.0413
2021-04-16,59.2711
2021-04-17,59.2711
2021-04-18,59.2711
2021-04-19,57.9968
2021-04-20,60.3904
2021-04-21,59.8028
2021-04-22,58.7193
2021-04-23,57.6149
2021-04-24,57.6149
2021-04-25,57.6149
2021-04-26,55.7119
2021-04-27,53.6245
2021-04-28,54.0205
2021-04-29,55.1597
2021-04-30,55.2803
2021-05-01,55.2803
2021-05-02,55.2803
2021-05-03,56.2544
2021-05-04,55.3195
2021-05-05,55.2404
2021-05-06,56.6517
2021-05-07,57.5332
2021-05-08,57.5332
2021-05-09,57.5332
2021-05-10,57.9335
2021-05-11,56.2307
2021-05-12,52.4216
2021-05-13,56.2486
2021-05-14,55.2816
2021-05-15,55.2816
2021-05-16,55.2816
2021-05-17,54.1111
2021-05-18,54.7064
2021-05-19,52.8165
2021-05-20,52.4778
2021-05-21,50.9949
2021-05-22,50.9949
2021-05-23,50.9949
2021-05-24,52.0041
2021-05-25,50.305
2021-05-26,51.5152
2021-05-27,50.5599
2021-05-28,50.3721
2021-05-29,50.3721
2021-05-30,50.3721
2021-05-31,50.3721
2021-06-01,51.2028
2021-06-02,52.2432
2021-06-03,53.4027
2021-06-04,52.6513
2021-06-05,52.6513
2021-06-06,52.6513
2021-06-07,54.5308
2021-06-08,54.0308
2021-06-09,55.5589
2021-06-10,55.0691
2021-06-11,56.3431
2021-06-12,56.3431
2021-06-13,56.3431
2021-06-14,55.899
2021-06-15,56.4183
2021-06-16,55.4234
2021-06-17,54.3608
2021-06-18,46.5452
2021-06-19,46.5452
2021-06-20,46.5452
2021-06-21,49.9726
2021-06-22,48.3817
2021-06-23,45.6596
2021-06-24,46.5485
2021-06-25,50.3046
2021-06-26,50.3046
2021-06-27,50.3046
2021-06-28,49.6847
2021-06-29,48.3188
2021-06-30,48.0775
2021-07-01,49.1
2021-07-02,48.1472
2021-07-03,48.1472
2021-07-04,48.1472
2021-07-05,48.1472
2021-07-06,47.0362
2021-07-07,47.5061
2021-07-08,44.8705
2021-07-09,47.0241
2021-07-10,47.0241
2021-07-11,47.0241
2021-07-12,48.0128
2021-07-13,46.9921
2021-07-14,47.6319
2021-07-15,50.0635
2021-07-16,49.9098
2021-07-17,49.9098
2021-07-18,49.9098
2021-07-19,46.2663
2021-07-20,48.2821
2021-07-21,47.0552
2021-07-22,44.8349
2021-07-23,47.6728
2021-07-24,47.6728
2021-07-25,47.6728
2021-07-26,50.2051
2021-07-27,53.0217
2021-07-28,52.7818
2021-07-29,52.227
2021-07-30,49.79
2021-07-31,49.79
2021-08-01,49.79
2021-08-02,51.9107
2021-08-03,54.6676
2021-08-04,53.8307
2021-08-05,52.8694
2021-08-06,52.7124
2021-08-07,52.7124
2021-08-08,52.7124
2021-08-09,50.9282
2021-08-10,50.8657
2021-08-11,52.1415
2021-08-12,50.1529
2021-08-13,52.8247
2021-08-14,52.8247
2021-08-15,52.8247
2021-08-16,51.2598
2021-08-17,50.8149
2021-08-18,47.7811
2021-08-19,47.3967
2021-08-20,49.1544
2021-08-21,49.1544
2021-08-22,49.1544
2021-08-23,48.0171
2021-08-24,48.0171
2021-08-25,46.8876
2021-08-26,43.5876
2021-08-27,45.7393
2021-08-28,45.7393
2021-08-29,45.7393
2021-08-30,46.8059
2021-08-31,47.0144
2021-09-01,48.7802
2021-09-02,47.5899
2021-09-03,45.7486
2021-09-04,45.7486
2021-09-05,45.7486
2021-09-06,45.7486
2021-09-07,44.1318
2021-09-08,46.4867
2021-09-09,43.3192
2021-09-10,41.2137
2021-09-11,41.2137
2021-09-12,41.2137
2021-09-13,40.7982
2021-09-14,38.4665
2021-09-15,38.5056
2021-09-16,37.8099
2021-09-17,38.1813
2021-09-18,38.1813
2021-09-19,38.1813
2021-09-20,37.4865
2021-09-21,36.0778
2021-09-22,36.5622
2021-09-23,35.6972
2021-09-24,34.1252
2021-09-25,34.1252
2021-09-26,34.1252
2021-09-27,33.6225
2021-09-28,32.8596
2021-09-29,37.0176
2021-09-30,35.4046
2021-10-01,36.9586
2021-10-02,36.9586
2021-10-03,36.9586
2021-10-04,40.6312
2021-10-05,40.324
2021-10-06,41.1609
2021-10-07,40.3128
2021-10-08,39.7865
2021-10-09,39.7865
2021-10-10,39.7865
2021-10-11,39.1404
2021-10-12,39.693
2021-10-13,41.3012
2021-10-14,43.0081
2021-10-15,42.8048
2021-10-16,42.8048
2021-10-17,42.8048
2021-10-18,40.2461
2021-10-19,41.6343
2021-10-20,44.1401
2021-10-21,42.6844
2021-10-22,41.7892
2021-10-23,41.7892
2021-10-24,41.7892
2021-10-25,43.4258
2021-10-26,42.3648
2021-10-27,40.389
2021-10-28,39.1252
2021-10-29,38.3141
2021-10-30,38.3141
2021-10-31,38.3141
2021-11-01,43.0149
2021-11-02,41.5412
2021-11-03,44.7194
2021-11-04,44.1077
2021-11-05,47.5698
2021-11-06,47.5698
2021-11-07,47.5698
2021-11-08,43.278
2021-11-09,41.6628
2021-11-10,43.7927
2021-11-11,43.6063
2021-11-12,45.2539
2021-11-13,45.2539
2021-11-14,45.2539
2021-11-15,48.3028
2021-11-16,46.1747
2021-11-17,45.3352
2021-11-18,44.7206
2021-11-19,44.1664
2021-11-20,44.1664
2021-11-21,44.1664
2021-11-22,45.159
2021-11-23,44.2105
2021-11-24,44.4261
2021-11-25,44.4261
2021-11-26,40.0396
2021-11-27,40.0396
2021-11-28,40.0396
2021-11-29,41.0504
2021-11-30,37.2129
2021-12-01,37.7441
2021-12-02,40.1032
2021-12-03,43.1176
2021-12-04,43.1176
2021-12-05,43.1176
2021-12-06,48.7138
2021-12-07,48.7819
2021-12-08,49.884
2021-12-09,50.3332
2021-12-10,51.8775
2021-12-11,51.8775
2021-12-12,51.8775
2021-12-13,52.5223
2021-12-14,49.626
2021-12-15,53.8694
2021-12-16,56.2065
2021-12-17,53.5763
2021-12-18,53.5763
2021-12-19,53.5763
2021-12-20,54.6445
2021-12-21,53.8961
2021-12-22,55.3713
2021-12-23,55.185
2021-12-24,55.185
2021-12-25,55.185
2021-12-26,55.185
2021-12-27,55.4024
2021-12-28,55.3627
2021-12-29,56.648
2021-12-30,56.6802
2021-12-31,56.78
2022-01-01,56.78
2022-01-02,56.78
2022-01-03,56.735
2022-01-04,58.702
2022-01-05,59.4259
2022-01-06,59.2793
2022-01-07,60.1603
2022-01-08,60.1603
2022-01-09,60.1603
2022-01-10,58.0612
2022-01-11,52.9218
2022-01-12,51.1399
2022-01-13,53.4046
2022-01-14,58.0931
2022-01-15,58.0931
2022-01-16,58.0931
2022-01-17,58.0931
2022-01-18,54.1852
2022-01-19,53.0064
2022-01-20,52.0614
2022-01-21,49.3322
2022-01-22,49.3322
2022-01-23,49.3322
2022-01-24,47.8446
2022-01-25,48.7371
2022-01-26,48.6295
2022-01-27,48.5925
2022-01-28,51.2388
2022-01-29,51.2388
2022-01-30,51.2388
2022-01-31,50.5681
2022-02-01,51.6088
2022-02-02,51.7645
2022-02-03,51.3798
2022-02-04,48.9149
2022-02-05,48.9149
2022-02-06,48.9149
2022-02-07,48.7918
2022-02-08,49.5364
2022-02-09,50.9681
2022-02-10,45.5406
2022-02-11,48.6238
2022-02-12,48.6238
2022-02-13,48.6238
2022-02-14,47.8559
2022-02-15,47.0867
2022-02-16,48.4162
2022-02-17,50.4919
2022-02-18,46.8274
2022-02-19,46.8274
2022-02-20,46.8274
2022-02-21,46.8274
2022-02-22,49.9457
2022-02-23,48.1481
2022-02-24,49.5947
2022-02-25,58.4439
2022-02-26,58.4439
2022-02-27,58.4439
2022-02-28,63.9793
2022-03-01,64.425
2022-03-02,67.7113
2022-03-03,69.4424
2022-03-04,71.2162
2022-03-05,71.2162
2022-03-06,71.2162
2022-03-07,70.5614
2022-03-08,71.3001
2022-03-09,67.9269
2022-03-10,69.6327
2022-03-11,64.6986
2022-03-12,64.6986
2022-03-13,64.6986
2022-03-14,63.2417
2022-03-15,58.704
2022-03-16,58.8713
2022-03-17,57.5745
2022-03-18,57.3617
2022-03-19,57.3617
2022-03-20,57.3617
2022-03-21,58.8452
2022-03-22,56.6815
2022-03-23,56.7285
2022-03-24,57.8642
2022-03-25,61.9727
2022-03-26,61.9727
2022-03-27,61.9727
2022-03-28,60.5029
2022-03-29,62.2928
2022-03-30,51.1405
2022-03-31,51.9572
2022-04-01,52.369
2022-04-02,52.369
2022-04-03,52.369
2022-04-04,51.9327
2022-04-05,50.8613
2022-04-06,51.8653
2022-04-07,51.4857
2022-04-08,51.0732
2022-04-09,51.0732
2022-04-10,51.0732
2022-04-11,49.3108
2022-04-12,48.4338
2022-04-13,46.9529
2022-04-14,47.2587
2022-04-15,47.2587
2022-04-16,47.2587
2022-04-17,47.2587
2022-04-18,48.1305
2022-04-19,49.8726
2022-04-20,51.6845
2022-04-21,51.817
2022-04-22,50.4713
2022-04-23,50.4713
2022-04-24,50.4713
2022-04-25,47.2315
2022-04-26,46.6125
2022-04-27,45.4068
2022-04-28,45.5712
2022-04-29,43.238
2022-04-30,43.238
2022-05-01,43.238
2022-05-02,41.9204
2022-05-03,41.8716
2022-05-04,47.82
2022-05-05,47.448
2022-05-06,48.3973
2022-05-07,48.3973
2022-05-08,48.3973
2022-05-09,48.9931
2022-05-10,48.1308
2022-05-11,49.8945
2022-05-12,50.8484
2022-05-13,52.2873
2022-05-14,52.2873
2022-05-15,52.2873
2022-05-16,52.7255
2022-05-17,53.6648
2022-05-18,53.5615
2022-05-19,54.9072
2022-05-20,55.6749
2022-05-21,55.6749
2022-05-22,55.6749
2022-05-23,57.6815
2022-05-24,64.0134
2022-05-25,61.9357
2022-05-26,62.357
2022-05-27,60.6039
2022-05-28,60.6039
2022-05-29,60.6039
2022-05-30,60.6039
2022-05-31,60.6992
2022-06-01,61.4937
2022-06-02,64.0031
2022-06-03,61.9528
2022-06-04,61.9528
2022-06-05,61.9528
2022-06-06,62.5729
2022-06-07,62.069
2022-06-08,59.6971
2022-06-09,55.1926
2022-06-10,56.9515
2022-06-11,56.9515
2022-06-12,56.9515
2022-06-13,49.2502
2022-06-14,47.4493
2022-06-15,47.4493
2022-06-16,47.5957
2022-06-17,49.9895
2022-06-18,49.9895
2022-06-19,49.9895
2022-06-20,49.9895
2022-06-21,50.188
2022-06-22,51.1059
2022-06-23,51.2221
2022-06-24,52.0185
2022-06-25,52.0185
2022-06-26,52.0185
2022-06-27,55.0813
2022-06-28,53.9696
2022-06-29,53.3472
2022-06-30,53.7825
2022-07-01,57.8014
2022-07-02,57.8014
2022-07-03,57.8014
2022-07-04,57.8014
2022-07-05,49.5754
2022-07-06,52.4233
2022-07-07,51.7693
2022-07-08,49.995
2022-07-09,49.995
2022-07-10,49.995
2022-07-11,50.9954
2022-07-12,50.2025
2022-07-13,51.3624
2022-07-14,53.0718
2022-07-15,55.1298
2022-07-16,55.1298
2022-07-17,55.1298
2022-07-18,52.5427
2022-07-19,53.7289
2022-07-20,51.6543
2022-07-21,49.0
2022-07-22,49.782
2022-07-23,49.782
2022-07-24,49.782
2022-07-25,51.5316
2022-07-26,52.0812
2022-07-27,52.2943
2022-07-28,54.8683
2022-07-29,54.9195
2022-07-30,54.9195
2022-07-31,54.9195
2022-08-01,54.5672
2022-08-02,54.7038
2022-08-03,53.7341
2022-08-04,53.9959
2022-08-05,51.167
2022-08-06,51.167
2022-08-07,51.167
2022-08-08,50.4274
2022-08-09,50.3293
2022-08-10,48.4435
2022-08-11,48.0899
2022-08-12,51.5482
2022-08-13,51.5482
2022-08-14,51.5482
2022-08-15,52.9815
2022-08-16,54.6702
2022-08-17,52.8809
2022-08-18,51.8482
2022-08-19,51.5015
2022-08-20,51.5015
2022-08-21,51.5015
2022-08-22,47.0124
2022-08-23,44.2104
2022-08-24,42.0965
2022-08-25,43.9563
2022-08-26,43.2513
2022-08-27,43.2513
2022-08-28,43.2513
2022-08-29,42.7332
2022-08-30,38.7638
2022-08-31,37.5682
2022-09-01,37.7972
2022-09-02,37.3717
2022-09-03,37.3717
2022-09-04,37.3717
2022-09-05,37.3717
2022-09-06,40.4533
2022-09-07,44.4145
2022-09-08,41.5788
2022-09-09,42.8373
2022-09-10,42.8373
2022-09-11,42.8373
2022-09-12,46.2677
2022-09-13,41.6567
2022-09-14,44.271
2022-09-15,42.5068
2022-09-16,42.4841
2022-09-17,42.4841
2022-09-18,42.4841
2022-09-19,44.1233
2022-09-20,42.8365
2022-09-21,41.2021
2022-09-22,41.3976
2022-09-23,40.5379
2022-09-24,40.5379
2022-09-25,40.5379
2022-09-26,39.2392
2022-09-27,37.6206
2022-09-28,40.4043
2022-09-29,37.2614
2022-09-30,34.3998
2022-10-01,34.3998
2022-10-02,34.3998
2022-10-03,37.4837
2022-10-04,40.412
2022-10-05,38.2497
2022-10-06,36.6902
2022-10-07,35.6755
2022-10-08,35.6755
2022-10-09,35.6755
2022-10-10,35.8653
2022-10-11,41.1639
2022-10-12,39.9862
2022-10-13,44.4597
2022-10-14,43.8487
2022-10-15,43.8487
2022-10-16,43.8487
2022-10-17,45.5268
2022-10-18,47.7868
2022-10-19,46.3018
2022-10-20,44.1321
2022-10-21,45.7995
2022-10-22,45.7995
2022-10-23,45.7995
2022-10-24,45.041
2022-10-25,47.49
2022-10-26,48.0762
2022-10-27,49.9545
2022-10-28,52.6077
2022-10-29,52.6077
2022-10-30,52.6077
2022-10-31,52.5329
2022-11-01,51.6711
2022-11-02,49.332
2022-11-03,47.6865
2022-11-04,49.0429
2022-11-05,49.0429
2022-11-06,49.0429
2022-11-07,45.2242
2022-11-08,44.3417
2022-11-09,46.6002
2022-11-10,50.5619
2022-11-11,50.8091
2022-11-12,50.8091
2022-11-13,50.8091
2022-11-14,51.4934
2022-11-15,52.4514
2022-11-16,52.3495
2022-11-17,51.1423
2022-11-18,54.1447
2022-11-19,54.1447
2022-11-20,54.1447
2022-11-21,55.5254
2022-11-22,56.4302
2022-11-23,56.065
2022-11-24,56.065
2022-11-25,56.0073
2022-11-26,56.0073
2022-11-27,56.0073
2022-11-28,55.2139
2022-11-29,55.4316
2022-11-30,57.1092
2022-12-01,50.235
2022-12-02,47.884
2022-12-03,47.884
2022-12-04,47.884
2022-12-05,49.5216
2022-12-06,50.0463
2022-12-07,51.703
2022-12-08,50.6906
2022-12-09,51.0718
2022-12-10,51.0718
2022-12-11,51.0718
2022-12-12,52.0684
2022-12-13,50.7522
2022-12-14,49.2758
2022-12-15,48.1689
2022-12-16,46.6962
2022-12-17,46.6962
2022-12-18,46.6962
2022-12-19,48.1071
2022-12-20,49.1862
2022-12-21,49.5574
2022-12-22,47.914
2022-12-23,50.6947
2022-12-24,50.6947
2022-12-25,50.6947
2022-12-26,50.6947
2022-12-27,51.1398
2022-12-28,49.4932
2022-12-29,52.1761
2022-12-30,50.2213
2022-12-31,50.2213
2023-01-01,50.2213
2023-01-02,50.2213
2023-01-03,52.1311
2023-01-04,53.6042
2023-01-05,51.6092
2023-01-06,54.3977
2023-01-07,54.3977
2023-01-08,54.3977
2023-01-09,52.88
2023-01-10,52.9843
2023-01-11,54.2682
2023-01-12,55.3996
2023-01-13,55.0156
2023-01-14,55.0156
2023-01-15,55.0156
2023-01-16,55.0156
2023-01-17,55.0156
2023-01-18,51.8733
2023-01-19,51.5624
2023-01-20,52.3308
2023-01-21,52.3308
2023-01-22,52.3308
2023-01-23,53.3899
2023-01-24,54.0933
2023-01-25,53.5706
2023-01-26,54.3015
2023-01-27,56.0606
2023-01-28,56.0606
2023-01-29,56.0606
2023-01-30,54.3385
2023-01-31,57.3955
2023-02-01,60.0071
2023-02-02,62.7286
2023-02-03,60.8498
2023-02-04,60.8498
2023-02-05,60.8498
2023-02-06,60.2524
2023-02-07,59.3483
2023-02-08,51.1731
2023-02-09,46.7991
2023-02-10,50.2224
2023-02-11,50.2224
2023-02-12,50.2224
2023-02-13,51.2525
2023-02-14,49.224
2023-02-15,50.3332
2023-02-16,49.8239
2023-02-17,51.6102
2023-02-18,51.6102
2023-02-19,51.6102
2023-02-20,51.6102
2023-02-21,48.2672
2023-02-22,49.4237
2023-02-23,49.1857
2023-02-24,47.6808
2023-02-25,47.6808
2023-02-26,47.6808
2023-02-27,48.17
2023-02-28,49.8537
2023-03-01,46.4168
2023-03-02,48.6155
2023-03-03,49.8438
2023-03-04,49.8438
2023-03-05,49.8438
2023-03-06,47.5946
2023-03-07,46.4597
2023-03-08,46.7516
2023-03-09,44.9517
2023-03-10,43.2067
2023-03-11,43.2067
2023-03-12,43.2067
2023-03-13,44.6575
2023-03-14,46.9826
2023-03-15,50.3313
2023-03-16,50.3849
2023-03-17,48.206
2023-03-18,48.206
2023-03-19,48.206
