,NWN US Equity
2023-03-20,49.1055
2023-03-21,46.9443
2023-03-22,44.1498
2023-03-23,42.4088
2023-03-24,46.7267
2023-03-25,46.7267
2023-03-26,46.7267
2023-03-27,47.8779
2023-03-28,48.2278
2023-03-29,49.3109
2023-03-30,49.5566
2023-03-31,49.836
2023-04-01,49.836
2023-04-02,49.836
2023-04-03,48.233
2023-04-04,48.04
2023-04-05,51.9852
2023-04-06,53.3301
2023-04-07,53.3301
2023-04-08,53.3301
2023-04-09,53.3301
2023-04-10,53.3566
2023-04-11,52.3118
2023-04-12,50.7105
2023-04-13,49.6427
2023-04-14,48.0721
2023-04-15,48.0721
2023-04-16,48.0721
2023-04-17,49.5104
2023-04-18,48.1027
2023-04-19,49.8838
2023-04-20,49.8533
2023-04-21,50.2
2023-04-22,50.2
2023-04-23,50.2
2023-04-24,50.1023
2023-04-25,50.435
2023-04-26,47.5179
2023-04-27,50.3987
2023-04-28,49.382
2023-04-29,49.382
2023-04-30,49.382
2023-05-01,49.019
2023-05-02,46.208
2023-05-03,46.8175
2023-05-04,53.7942
2023-05-05,49.8409
2023-05-06,49.8409
2023-05-07,49.8409
2023-05-08,48.997
2023-05-09,47.6725
2023-05-10,48.2389
2023-05-11,46.7273
2023-05-12,45.8976
2023-05-13,45.8976
2023-05-14,45.8976
2023-05-15,44.029
2023-05-16,41.622
2023-05-17,44.4234
2023-05-18,43.3731
2023-05-19,43.9557
2023-05-20,43.9557
2023-05-21,43.9557
2023-05-22,44.0607
2023-05-23,45.2637
2023-05-24,42.9855
2023-05-25,41.8293
2023-05-26,42.1661
2023-05-27,42.1661
2023-05-28,42.1661
2023-05-29,42.1661
2023-05-30,39.3874
2023-05-31,39.0608
2023-06-01,37.6451
2023-06-02,42.1717
2023-06-03,42.1717
2023-06-04,42.1717
2023-06-05,40.4855
2023-06-06,42.8495
2023-06-07,46.1675
2023-06-08,45.154
2023-06-09,43.914
2023-06-10,43.914
2023-06-11,43.914
2023-06-12,43.511
2023-06-13,44.3563
2023-06-14,42.3878
2023-06-15,41.5662
2023-06-16,41.4589
2023-06-17,41.4589
2023-06-18,41.4589
2023-06-19,41.4589
2023-06-20,40.9938
2023-06-21,40.7435
2023-06-22,42.2434
2023-06-23,40.6054
2023-06-24,40.6054
2023-06-25,40.6054
2023-06-26,41.8334
2023-06-27,43.3284
2023-06-28,42.6843
2023-06-29,44.1166
2023-06-30,44.9302
2023-07-01,44.9302
2023-07-02,44.9302
2023-07-03,45.6666
2023-07-04,45.6666
2023-07-05,44.5037
2023-07-06,42.6531
2023-07-07,41.1058
2023-07-08,41.1058
2023-07-09,41.1058
2023-07-10,42.3422
2023-07-11,43.3959
2023-07-12,45.4166
2023-07-13,47.2006
2023-07-14,47.3662
2023-07-15,47.3662
2023-07-16,47.3662
2023-07-17,45.5917
2023-07-18,45.8975
2023-07-19,47.8466
2023-07-20,51.6879
2023-07-21,51.0798
2023-07-22,51.0798
2023-07-23,51.0798
2023-07-24,51.7454
2023-07-25,52.2201
2023-07-26,53.1343
2023-07-27,48.963
2023-07-28,49.2785
2023-07-29,49.2785
2023-07-30,49.2785
2023-07-31,48.0491
2023-08-01,45.2467
2023-08-02,44.6112
2023-08-03,46.4422
2023-08-04,42.2848
2023-08-05,42.2848
2023-08-06,42.2848
2023-08-07,42.3313
2023-08-08,40.9014
2023-08-09,41.9637
2023-08-10,41.1635
2023-08-11,42.5433
2023-08-12,42.5433
2023-08-13,42.5433
2023-08-14,40.0451
2023-08-15,38.8012
2023-08-16,40.3645
2023-08-17,41.8033
2023-08-18,41.5174
2023-08-19,41.5174
2023-08-20,41.5174
2023-08-21,40.2022
2023-08-22,39.6751
2023-08-23,39.2492
2023-08-24,37.9499
2023-08-25,39.0777
2023-08-26,39.0777
2023-08-27,39.0777
2023-08-28,38.7498
2023-08-29,39.4505
2023-08-30,39.6884
2023-08-31,37.4435
2023-09-01,36.1527
2023-09-02,36.1527
2023-09-03,36.1527
2023-09-04,36.1527
2023-09-05,34.5117
2023-09-06,36.6797
2023-09-07,38.6021
2023-09-08,39.7842
2023-09-09,39.7842
2023-09-10,39.7842
2023-09-11,43.1256
2023-09-12,44.1579
2023-09-13,44.5416
2023-09-14,48.1724
2023-09-15,49.9886
2023-09-16,49.9886
2023-09-17,49.9886
2023-09-18,47.2568
2023-09-19,45.9363
2023-09-20,45.0252
2023-09-21,43.2911
2023-09-22,42.8333
2023-09-23,42.8333
2023-09-24,42.8333
2023-09-25,42.0799
2023-09-26,40.327
2023-09-27,37.1959
2023-09-28,37.9084
2023-09-29,37.5049
2023-09-30,37.5049
2023-10-01,37.5049
2023-10-02,33.3937
2023-10-03,36.3848
2023-10-04,38.5672
2023-10-05,40.1467
2023-10-06,42.3667
2023-10-07,42.3667
2023-10-08,42.3667
2023-10-09,44.9805
2023-10-10,45.3257
2023-10-11,45.8282
2023-10-12,43.7885
2023-10-13,45.9715
2023-10-14,45.9715
2023-10-15,45.9715
2023-10-16,49.4211
2023-10-17,51.4422
2023-10-18,51.4422
2023-10-19,49.5092
2023-10-20,47.1526
2023-10-21,47.1526
2023-10-22,47.1526
2023-10-23,42.467
2023-10-24,41.1389
2023-10-25,40.7917
2023-10-26,40.6143
2023-10-27,38.5018
2023-10-28,38.5018
2023-10-29,38.5018
2023-10-30,37.5863
2023-10-31,39.8662
2023-11-01,43.6674
2023-11-02,48.679
2023-11-03,51.6957
2023-11-04,51.6957
2023-11-05,51.6957
2023-11-06,45.8614
2023-11-07,44.5211
2023-11-08,42.5447
2023-11-09,40.7619
2023-11-10,41.1446
2023-11-11,41.1446
2023-11-12,41.1446
2023-11-13,39.8141
2023-11-14,45.8879
2023-11-15,46.2595
2023-11-16,45.5796
2023-11-17,45.854
2023-11-18,45.854
2023-11-19,45.854
2023-11-20,44.2387
2023-11-21,42.8678
2023-11-22,44.3206
2023-11-23,44.3206
2023-11-24,43.729
2023-11-25,43.729
2023-11-26,43.729
2023-11-27,44.8295
2023-11-28,44.7251
2023-11-29,43.5704
2023-11-30,44.6895
2023-12-01,47.6127
2023-12-02,47.6127
2023-12-03,47.6127
2023-12-04,51.0744
2023-12-05,49.3494
2023-12-06,51.5321
2023-12-07,52.5174
2023-12-08,52.7017
2023-12-09,52.7017
2023-12-10,52.7017
2023-12-11,52.5751
2023-12-12,51.6341
2023-12-13,56.6668
2023-12-14,54.6217
2023-12-15,51.2345
2023-12-16,51.2345
2023-12-17,51.2345
2023-12-18,49.7695
2023-12-19,51.886
2023-12-20,50.2984
2023-12-21,51.4688
2023-12-22,53.7234
2023-12-23,53.7234
2023-12-24,53.7234
2023-12-25,53.7234
2023-12-26,53.5225
2023-12-27,53.7016
2023-12-28,53.1087
2023-12-29,52.7643
2023-12-30,52.7643
2023-12-31,52.7643
2024-01-01,52.7643
2024-01-02,55.5242
2024-01-03,56.4142
2024-01-04,55.3149
2024-01-05,53.9112
2024-01-06,53.9112
2024-01-07,53.9112
2024-01-08,54.8667
2024-01-09,52.871
2024-01-10,52.871
2024-01-11,49.0523
2024-01-12,49.5661
2024-01-13,49.5661
2024-01-14,49.5661
2024-01-15,49.5661
2024-01-16,47.1085
2024-01-17,46.6302
2024-01-18,46.909
2024-01-19,47.9867
2024-01-20,47.9867
2024-01-21,47.9867
2024-01-22,51.403
2024-01-23,52.3697
2024-01-24,49.9135
2024-01-25,52.1909
2024-01-26,51.0351
2024-01-27,51.0351
2024-01-28,51.0351
2024-01-29,52.0905
2024-01-30,48.611
2024-01-31,45.2937
2024-02-01,46.0643
2024-02-02,45.7116
2024-02-03,45.7116
2024-02-04,45.7116
2024-02-05,41.6776
2024-02-06,41.3686
2024-02-07,40.9153
2024-02-08,40.0083
2024-02-09,39.2129
2024-02-10,39.2129
2024-02-11,39.2129
2024-02-12,46.3601
2024-02-13,41.3628
2024-02-14,43.0366
2024-02-15,45.2344
2024-02-16,46.9522
2024-02-17,46.9522
2024-02-18,46.9522
2024-02-19,46.9522
2024-02-20,55.8479
2024-02-21,54.8151
2024-02-22,57.3208
2024-02-23,45.7821
2024-02-24,45.7821
2024-02-25,45.7821
2024-02-26,47.8646
2024-02-27,47.7887
2024-02-28,49.3947
2024-02-29,48.3081
2024-03-01,48.8475
2024-03-02,48.8475
2024-03-03,48.8475
2024-03-04,50.9384
2024-03-05,49.5962
2024-03-06,50.1062
2024-03-07,50.5946
2024-03-08,51.0322
2024-03-09,51.0322
2024-03-10,51.0322
2024-03-11,52.7632
2024-03-12,50.9917
2024-03-13,48.7065
2024-03-14,46.4682
2024-03-15,47.0659
2024-03-16,47.0659
2024-03-17,47.0659
2024-03-18,45.7856
2024-03-19,46.3761
2024-03-20,47.6539
2024-03-21,47.753
2024-03-22,45.9535
2024-03-23,45.9535
2024-03-24,45.9535
2024-03-25,47.5219
2024-03-26,45.3045
2024-03-27,48.8284
2024-03-28,50.5234
2024-03-29,50.5234
2024-03-30,50.5234
2024-03-31,50.5234
2024-04-01,50.2106
2024-04-02,49.233
2024-04-03,49.7876
2024-04-04,49.0378
2024-04-05,47.934
2024-04-06,47.934
2024-04-07,47.934
2024-04-08,49.2208
