,PARAA US Equity
2020-06-09,59.0325
2020-06-10,55.1234
2020-06-11,53.2326
2020-06-12,53.2625
2020-06-13,53.2625
2020-06-14,53.2625
2020-06-15,56.0792
2020-06-16,54.8972
2020-06-17,53.3013
2020-06-18,54.5637
2020-06-19,52.8594
2020-06-20,52.8594
2020-06-21,52.8594
2020-06-22,52.582
2020-06-23,52.8221
2020-06-24,52.5469
2020-06-25,51.2394
2020-06-26,49.6205
2020-06-27,49.6205
2020-06-28,49.6205
2020-06-29,51.7579
2020-06-30,51.81
2020-07-01,52.8443
2020-07-02,51.7155
2020-07-03,51.7155
2020-07-04,51.7155
2020-07-05,51.7155
2020-07-06,52.153
2020-07-07,50.92
2020-07-08,50.561
2020-07-09,49.1471
2020-07-10,50.9459
2020-07-11,50.9459
2020-07-12,50.9459
2020-07-13,52.0379
2020-07-14,53.3053
2020-07-15,54.8753
2020-07-16,55.5924
2020-07-17,54.7841
2020-07-18,54.7841
2020-07-19,54.7841
2020-07-20,53.4071
2020-07-21,53.2456
2020-07-22,53.6803
2020-07-23,53.8073
2020-07-24,53.3285
2020-07-25,53.3285
2020-07-26,53.3285
2020-07-27,52.6902
2020-07-28,51.9442
2020-07-29,53.8553
2020-07-30,54.7408
2020-07-31,55.4662
2020-08-01,55.4662
2020-08-02,55.4662
2020-08-03,55.8323
2020-08-04,57.5258
2020-08-05,54.9122
2020-08-06,57.0005
2020-08-07,55.0986
2020-08-08,55.0986
2020-08-09,55.0986
2020-08-10,55.8716
2020-08-11,56.7993
2020-08-12,56.9136
2020-08-13,57.9716
2020-08-14,60.3579
2020-08-15,60.3579
2020-08-16,60.3579
2020-08-17,60.1311
2020-08-18,59.5687
2020-08-19,60.3805
2020-08-20,58.1011
2020-08-21,57.9347
2020-08-22,57.9347
2020-08-23,57.9347
2020-08-24,60.0864
2020-08-25,60.0515
2020-08-26,60.3613
2020-08-27,61.6166
2020-08-28,61.3134
2020-08-29,61.3134
2020-08-30,61.3134
2020-08-31,58.7346
2020-09-01,58.916
2020-09-02,60.1077
2020-09-03,59.1052
2020-09-04,60.0853
2020-09-05,60.0853
2020-09-06,60.0853
2020-09-07,60.0853
2020-09-08,59.8048
2020-09-09,60.0802
2020-09-10,62.3738
2020-09-11,61.1482
2020-09-12,61.1482
2020-09-13,61.1482
2020-09-14,63.711
2020-09-15,64.439
2020-09-16,65.5588
2020-09-17,63.7474
2020-09-18,64.0233
2020-09-19,64.0233
2020-09-20,64.0233
2020-09-21,58.7658
2020-09-22,59.346
2020-09-23,55.4991
2020-09-24,55.203
2020-09-25,57.7947
2020-09-26,57.7947
2020-09-27,57.7947
2020-09-28,58.1605
2020-09-29,54.3732
2020-09-30,52.2475
2020-10-01,51.0296
2020-10-02,51.1931
2020-10-03,51.1931
2020-10-04,51.1931
2020-10-05,52.7591
2020-10-06,53.0191
2020-10-07,54.2558
2020-10-08,56.2617
2020-10-09,53.6384
2020-10-10,53.6384
2020-10-11,53.6384
2020-10-12,51.9673
2020-10-13,48.8204
2020-10-14,48.1968
2020-10-15,50.1385
2020-10-16,50.7523
2020-10-17,50.7523
2020-10-18,50.7523
2020-10-19,47.9054
2020-10-20,48.5453
2020-10-21,51.1977
2020-10-22,53.1758
2020-10-23,53.4
2020-10-24,53.4
2020-10-25,53.4
2020-10-26,51.4695
2020-10-27,49.0799
2020-10-28,46.8618
2020-10-29,48.4909
2020-10-30,50.1076
2020-10-31,50.1076
2020-11-01,50.1076
2020-11-02,53.028
2020-11-03,54.6453
2020-11-04,53.4949
2020-11-05,57.672
2020-11-06,51.0044
2020-11-07,51.0044
2020-11-08,51.0044
2020-11-09,51.3467
2020-11-10,54.6259
2020-11-11,54.3417
2020-11-12,50.9595
2020-11-13,54.126
2020-11-14,54.126
2020-11-15,54.126
2020-11-16,57.4018
2020-11-17,59.0999
2020-11-18,59.3827
2020-11-19,61.1565
2020-11-20,62.385
2020-11-21,62.385
2020-11-22,62.385
2020-11-23,63.5958
2020-11-24,62.4704
2020-11-25,63.004
2020-11-26,63.004
2020-11-27,63.8826
2020-11-28,63.8826
2020-11-29,63.8826
2020-11-30,64.1286
2020-12-01,65.9665
2020-12-02,65.5886
2020-12-03,65.9518
2020-12-04,66.6992
2020-12-05,66.6992
2020-12-06,66.6992
2020-12-07,65.6913
2020-12-08,65.6913
2020-12-09,64.0345
2020-12-10,62.5654
2020-12-11,61.6309
2020-12-12,61.6309
2020-12-13,61.6309
2020-12-14,57.6907
2020-12-15,58.954
2020-12-16,60.9554
2020-12-17,62.2257
2020-12-18,59.3084
2020-12-19,59.3084
2020-12-20,59.3084
2020-12-21,57.0161
2020-12-22,57.5814
2020-12-23,60.4751
2020-12-24,60.2869
2020-12-25,60.2869
2020-12-26,60.2869
2020-12-27,60.2869
2020-12-28,61.8354
2020-12-29,61.0922
2020-12-30,61.4454
2020-12-31,61.981
2021-01-01,61.981
2021-01-02,61.981
2021-01-03,61.981
2021-01-04,59.9702
2021-01-05,60.134
2021-01-06,67.1945
2021-01-07,67.6032
2021-01-08,67.623
2021-01-09,67.623
2021-01-10,67.623
2021-01-11,69.3535
2021-01-12,70.4902
2021-01-13,72.7654
2021-01-14,76.5121
2021-01-15,75.0485
2021-01-16,75.0485
2021-01-17,75.0485
2021-01-18,75.0485
2021-01-19,68.1917
2021-01-20,67.9186
2021-01-21,70.2315
2021-01-22,71.1079
2021-01-23,71.1079
2021-01-24,71.1079
2021-01-25,73.5264
2021-01-26,77.6955
2021-01-27,81.0287
2021-01-28,67.262
2021-01-29,63.8024
2021-01-30,63.8024
2021-01-31,63.8024
2021-02-01,67.4995
2021-02-02,63.7342
2021-02-03,65.4865
2021-02-04,65.4329
2021-02-05,67.2453
2021-02-06,67.2453
2021-02-07,67.2453
2021-02-08,67.7012
2021-02-09,68.1152
2021-02-10,69.5043
2021-02-11,70.0426
2021-02-12,70.9029
2021-02-13,70.9029
2021-02-14,70.9029
2021-02-15,70.9029
2021-02-16,71.7344
2021-02-17,73.1116
2021-02-18,73.9882
2021-02-19,74.3431
2021-02-20,74.3431
2021-02-21,74.3431
2021-02-22,76.6318
2021-02-23,73.3978
2021-02-24,74.1915
2021-02-25,68.4046
2021-02-26,69.8318
2021-02-27,69.8318
2021-02-28,69.8318
2021-03-01,71.8966
2021-03-02,72.9457
2021-03-03,74.2969
2021-03-04,74.9591
2021-03-05,76.3593
2021-03-06,76.3593
2021-03-07,76.3593
2021-03-08,80.7449
2021-03-09,74.5807
2021-03-10,76.0624
2021-03-11,77.5359
2021-03-12,80.6453
2021-03-13,80.6453
2021-03-14,80.6453
2021-03-15,81.1463
2021-03-16,80.8124
2021-03-17,75.5146
2021-03-18,77.245
2021-03-19,77.4697
2021-03-20,77.4697
2021-03-21,77.4697
2021-03-22,78.5111
2021-03-23,68.5655
2021-03-24,52.7039
2021-03-25,50.4993
2021-03-26,42.2925
2021-03-27,42.2925
2021-03-28,42.2925
2021-03-29,41.2864
2021-03-30,42.5961
2021-03-31,41.6887
2021-04-01,41.8725
2021-04-02,41.8725
2021-04-03,41.8725
2021-04-04,41.8725
2021-04-05,41.5577
2021-04-06,41.6648
2021-04-07,42.0783
2021-04-08,41.5687
2021-04-09,41.814
2021-04-10,41.814
2021-04-11,41.814
2021-04-12,40.8772
2021-04-13,41.2499
2021-04-14,40.8656
2021-04-15,40.0221
2021-04-16,40.9674
2021-04-17,40.9674
2021-04-18,40.9674
2021-04-19,40.3681
2021-04-20,39.8991
2021-04-21,42.1528
2021-04-22,42.3511
2021-04-23,43.2683
2021-04-24,43.2683
2021-04-25,43.2683
2021-04-26,43.0941
2021-04-27,43.8458
2021-04-28,43.2612
2021-04-29,43.2963
2021-04-30,42.5397
2021-05-01,42.5397
2021-05-02,42.5397
2021-05-03,41.7176
2021-05-04,41.5665
2021-05-05,41.1739
2021-05-06,41.4701
2021-05-07,42.3196
2021-05-08,42.3196
2021-05-09,42.3196
2021-05-10,42.0884
2021-05-11,42.3383
2021-05-12,41.6354
2021-05-13,41.3497
2021-05-14,42.5155
2021-05-15,42.5155
2021-05-16,42.5155
2021-05-17,42.0572
2021-05-18,43.9901
2021-05-19,43.0038
2021-05-20,45.0614
2021-05-21,45.2473
2021-05-22,45.2473
2021-05-23,45.2473
2021-05-24,44.7771
2021-05-25,44.3009
2021-05-26,46.6839
2021-05-27,47.2112
2021-05-28,46.2857
2021-05-29,46.2857
2021-05-30,46.2857
2021-05-31,46.2857
2021-06-01,46.3995
2021-06-02,46.1189
2021-06-03,45.7524
2021-06-04,45.4605
2021-06-05,45.4605
2021-06-06,45.4605
2021-06-07,45.7042
2021-06-08,45.4816
2021-06-09,46.2637
2021-06-10,45.936
2021-06-11,47.1597
2021-06-12,47.1597
2021-06-13,47.1597
2021-06-14,47.3479
2021-06-15,45.7193
2021-06-16,45.8688
2021-06-17,43.6582
2021-06-18,43.4013
2021-06-19,43.4013
2021-06-20,43.4013
2021-06-21,44.643
2021-06-22,44.4126
2021-06-23,46.6553
2021-06-24,48.7599
2021-06-25,51.3386
2021-06-26,51.3386
2021-06-27,51.3386
2021-06-28,52.8923
2021-06-29,50.3643
2021-06-30,51.0667
2021-07-01,50.6711
2021-07-02,49.1449
2021-07-03,49.1449
2021-07-04,49.1449
2021-07-05,49.1449
2021-07-06,47.5826
2021-07-07,47.0615
2021-07-08,44.8004
2021-07-09,47.1245
2021-07-10,47.1245
2021-07-11,47.1245
2021-07-12,48.1154
2021-07-13,46.7944
2021-07-14,46.1626
2021-07-15,45.6053
2021-07-16,44.3548
2021-07-17,44.3548
2021-07-18,44.3548
2021-07-19,43.1766
2021-07-20,45.1786
2021-07-21,46.4916
2021-07-22,45.5945
2021-07-23,46.3285
2021-07-24,46.3285
2021-07-25,46.3285
2021-07-26,49.1485
2021-07-27,47.5486
2021-07-28,47.8189
2021-07-29,47.7826
2021-07-30,46.13
2021-07-31,46.13
2021-08-01,46.13
2021-08-02,46.341
2021-08-03,42.8516
2021-08-04,44.0018
2021-08-05,49.6932
2021-08-06,48.9956
2021-08-07,48.9956
2021-08-08,48.9956
2021-08-09,47.63
2021-08-10,47.5943
2021-08-11,48.413
2021-08-12,47.2945
2021-08-13,45.8516
2021-08-14,45.8516
2021-08-15,45.8516
2021-08-16,44.2773
2021-08-17,44.4988
2021-08-18,49.1608
2021-08-19,46.9123
2021-08-20,47.5778
2021-08-21,47.5778
2021-08-22,47.5778
2021-08-23,48.9616
2021-08-24,48.9422
2021-08-25,50.1061
2021-08-26,47.8872
2021-08-27,49.8562
2021-08-28,49.8562
2021-08-29,49.8562
2021-08-30,48.4363
2021-08-31,50.8497
2021-09-01,50.625
2021-09-02,50.8903
2021-09-03,49.9925
2021-09-04,49.9925
2021-09-05,49.9925
2021-09-06,49.9925
2021-09-07,50.5724
2021-09-08,49.238
2021-09-09,47.9297
2021-09-10,46.4033
2021-09-11,46.4033
2021-09-12,46.4033
2021-09-13,48.5622
2021-09-14,45.6233
2021-09-15,48.6153
2021-09-16,49.4163
2021-09-17,48.3212
2021-09-18,48.3212
2021-09-19,48.3212
2021-09-20,45.6828
2021-09-21,44.7566
2021-09-22,45.5888
2021-09-23,47.7523
2021-09-24,47.5211
2021-09-25,47.5211
2021-09-26,47.5211
2021-09-27,48.3674
2021-09-28,47.552
2021-09-29,47.152
2021-09-30,44.0431
2021-10-01,45.1199
2021-10-02,45.1199
2021-10-03,45.1199
2021-10-04,43.9939
2021-10-05,45.3014
2021-10-06,44.5271
2021-10-07,46.0893
2021-10-08,46.1425
2021-10-09,46.1425
2021-10-10,46.1425
2021-10-11,45.1067
2021-10-12,44.4191
2021-10-13,45.1685
2021-10-14,45.4028
2021-10-15,43.7818
2021-10-16,43.7818
2021-10-17,43.7818
2021-10-18,42.9298
2021-10-19,44.482
2021-10-20,44.0605
2021-10-21,41.6358
2021-10-22,41.1716
2021-10-23,41.1716
2021-10-24,41.1716
2021-10-25,40.9591
2021-10-26,39.8937
2021-10-27,37.1195
2021-10-28,40.9272
2021-10-29,39.2163
2021-10-30,39.2163
2021-10-31,39.2163
2021-11-01,41.8595
2021-11-02,42.7081
2021-11-03,43.8695
2021-11-04,40.4955
2021-11-05,40.6882
2021-11-06,40.6882
2021-11-07,40.6882
2021-11-08,39.6266
2021-11-09,38.1881
2021-11-10,39.3107
2021-11-11,41.283
2021-11-12,41.236
2021-11-13,41.236
2021-11-14,41.236
2021-11-15,43.1765
2021-11-16,40.7296
2021-11-17,40.4045
2021-11-18,38.671
2021-11-19,37.0068
2021-11-20,37.0068
2021-11-21,37.0068
2021-11-22,36.6257
2021-11-23,35.0093
2021-11-24,36.4598
2021-11-25,36.4598
2021-11-26,34.7719
2021-11-27,34.7719
2021-11-28,34.7719
2021-11-29,33.8814
2021-11-30,31.2676
2021-12-01,29.2151
2021-12-02,30.8676
2021-12-03,36.3521
2021-12-04,36.3521
2021-12-05,36.3521
2021-12-06,38.5058
2021-12-07,39.3924
2021-12-08,40.9954
2021-12-09,38.6327
2021-12-10,39.6428
2021-12-11,39.6428
2021-12-12,39.6428
2021-12-13,37.2075
2021-12-14,36.1906
2021-12-15,36.0021
2021-12-16,37.8441
2021-12-17,37.8441
2021-12-18,37.8441
2021-12-19,37.8441
2021-12-20,35.3497
2021-12-21,38.0646
2021-12-22,37.3436
2021-12-23,43.188
2021-12-24,43.188
2021-12-25,43.188
2021-12-26,43.188
2021-12-27,41.1902
2021-12-28,41.3085
2021-12-29,41.116
2021-12-30,45.0857
2021-12-31,42.3304
2022-01-01,42.3304
2022-01-02,42.3304
2022-01-03,48.9175
2022-01-04,50.9689
2022-01-05,49.173
2022-01-06,49.1962
2022-01-07,55.1914
2022-01-08,55.1914
2022-01-09,55.1914
2022-01-10,55.0259
2022-01-11,55.4211
2022-01-12,55.4414
2022-01-13,58.3579
2022-01-14,59.5527
2022-01-15,59.5527
2022-01-16,59.5527
2022-01-17,59.5527
2022-01-18,54.9833
2022-01-19,54.0637
2022-01-20,50.8175
2022-01-21,45.012
2022-01-22,45.012
2022-01-23,45.012
2022-01-24,47.1028
2022-01-25,47.6587
2022-01-26,45.6199
2022-01-27,45.1875
2022-01-28,48.8447
2022-01-29,48.8447
2022-01-30,48.8447
2022-01-31,49.5805
2022-02-01,50.1617
2022-02-02,48.2185
2022-02-03,48.908
2022-02-04,49.6643
2022-02-05,49.6643
2022-02-06,49.6643
2022-02-07,50.9171
2022-02-08,52.1891
2022-02-09,54.6221
2022-02-10,54.6221
2022-02-11,54.9781
2022-02-12,54.9781
2022-02-13,54.9781
2022-02-14,52.7432
2022-02-15,54.6697
2022-02-16,42.5741
2022-02-17,42.9211
2022-02-18,42.422
2022-02-19,42.422
2022-02-20,42.422
2022-02-21,42.422
2022-02-22,40.4162
2022-02-23,42.1524
2022-02-24,43.0427
2022-02-25,43.8725
2022-02-26,43.8725
2022-02-27,43.8725
2022-02-28,46.101
2022-03-01,49.6208
2022-03-02,54.9545
2022-03-03,54.4497
2022-03-04,51.928
2022-03-05,51.928
2022-03-06,51.928
2022-03-07,50.593
2022-03-08,50.8852
2022-03-09,50.7391
2022-03-10,49.942
2022-03-11,48.6548
2022-03-12,48.6548
2022-03-13,48.6548
2022-03-14,54.3605
2022-03-15,53.3632
2022-03-16,55.3307
2022-03-17,57.0673
2022-03-18,54.731
2022-03-19,54.731
2022-03-20,54.731
2022-03-21,54.3695
2022-03-22,56.1819
2022-03-23,56.4928
2022-03-24,56.5566
2022-03-25,58.1892
2022-03-26,58.1892
2022-03-27,58.1892
2022-03-28,55.5876
2022-03-29,56.4486
2022-03-30,56.678
2022-03-31,55.5745
2022-04-01,55.2472
2022-04-02,55.2472
2022-04-03,55.2472
2022-04-04,56.1728
2022-04-05,53.6138
2022-04-06,51.5005
2022-04-07,50.2034
2022-04-08,51.5448
2022-04-09,51.5448
2022-04-10,51.5448
2022-04-11,51.1674
2022-04-12,51.7963
2022-04-13,51.9202
2022-04-14,51.2835
2022-04-15,51.2835
2022-04-16,51.2835
2022-04-17,51.2835
2022-04-18,50.438
2022-04-19,51.247
2022-04-20,44.5948
2022-04-21,42.962
2022-04-22,40.864
2022-04-23,40.864
2022-04-24,40.864
2022-04-25,41.6612
2022-04-26,38.6858
2022-04-27,38.0676
2022-04-28,38.5753
2022-04-29,38.5589
2022-04-30,38.5589
2022-05-01,38.5589
2022-05-02,42.1598
2022-05-03,41.1067
2022-05-04,41.5847
2022-05-05,40.6331
2022-05-06,37.5783
2022-05-07,37.5783
2022-05-08,37.5783
2022-05-09,36.7615
2022-05-10,36.8979
2022-05-11,35.718
2022-05-12,36.6525
2022-05-13,39.5189
2022-05-14,39.5189
2022-05-15,39.5189
2022-05-16,39.0792
2022-05-17,49.746
2022-05-18,48.2484
2022-05-19,49.2488
2022-05-20,50.0675
2022-05-21,50.0675
2022-05-22,50.0675
2022-05-23,51.4701
2022-05-24,48.6056
2022-05-25,49.7114
2022-05-26,50.2151
2022-05-27,52.8716
2022-05-28,52.8716
2022-05-29,52.8716
2022-05-30,52.8716
2022-05-31,53.9555
2022-06-01,49.6762
2022-06-02,47.6828
2022-06-03,46.7399
2022-06-04,46.7399
2022-06-05,46.7399
2022-06-06,46.2306
2022-06-07,46.6814
2022-06-08,46.8569
2022-06-09,44.3458
2022-06-10,42.4017
2022-06-11,42.4017
2022-06-12,42.4017
2022-06-13,38.5404
2022-06-14,38.4203
2022-06-15,39.4217
2022-06-16,36.6403
2022-06-17,37.7938
2022-06-18,37.7938
2022-06-19,37.7938
2022-06-20,37.7938
2022-06-21,37.643
2022-06-22,37.4574
2022-06-23,37.6957
2022-06-24,41.5125
2022-06-25,41.5125
2022-06-26,41.5125
2022-06-27,41.9324
2022-06-28,41.1064
2022-06-29,40.7454
2022-06-30,39.5943
2022-07-01,41.1528
2022-07-02,41.1528
2022-07-03,41.1528
2022-07-04,41.1528
2022-07-05,41.0584
2022-07-06,41.0584
2022-07-07,44.1588
2022-07-08,43.3038
2022-07-09,43.3038
2022-07-10,43.3038
2022-07-11,40.4762
2022-07-12,43.0326
2022-07-13,42.7726
2022-07-14,41.0172
2022-07-15,43.8051
2022-07-16,43.8051
2022-07-17,43.8051
2022-07-18,42.8777
2022-07-19,44.1539
2022-07-20,46.7193
2022-07-21,47.0714
2022-07-22,45.3016
2022-07-23,45.3016
2022-07-24,45.3016
2022-07-25,45.7761
2022-07-26,42.8892
2022-07-27,44.184
2022-07-28,43.9905
2022-07-29,42.7221
2022-07-30,42.7221
2022-07-31,42.7221
2022-08-01,43.634
2022-08-02,44.4065
2022-08-03,47.2066
2022-08-04,47.6387
2022-08-05,44.5939
2022-08-06,44.5939
2022-08-07,44.5939
2022-08-08,47.7033
2022-08-09,46.3576
2022-08-10,46.786
2022-08-11,49.1489
2022-08-12,50.0414
2022-08-13,50.0414
2022-08-14,50.0414
2022-08-15,50.681
2022-08-16,52.5656
2022-08-17,49.9838
2022-08-18,48.6716
2022-08-19,48.6984
2022-08-20,48.6984
2022-08-21,48.6984
2022-08-22,45.0945
2022-08-23,45.1512
2022-08-24,47.1296
2022-08-25,49.3178
2022-08-26,46.7479
2022-08-27,46.7479
2022-08-28,46.7479
2022-08-29,45.4751
2022-08-30,44.4095
2022-08-31,43.0484
2022-09-01,42.8447
2022-09-02,41.8208
2022-09-03,41.8208
2022-09-04,41.8208
2022-09-05,41.8208
2022-09-06,41.3663
2022-09-07,41.5634
2022-09-08,41.0401
2022-09-09,44.4906
2022-09-10,44.4906
2022-09-11,44.4906
2022-09-12,46.4362
2022-09-13,42.1651
2022-09-14,41.9134
2022-09-15,45.3198
2022-09-16,42.2058
2022-09-17,42.2058
2022-09-18,42.2058
2022-09-19,44.2885
2022-09-20,43.4893
2022-09-21,40.9554
2022-09-22,39.6173
2022-09-23,38.3221
2022-09-24,38.3221
2022-09-25,38.3221
2022-09-26,37.3315
2022-09-27,36.5271
2022-09-28,38.3273
2022-09-29,36.6088
2022-09-30,36.7754
2022-10-01,36.7754
2022-10-02,36.7754
2022-10-03,39.2532
2022-10-04,40.2861
2022-10-05,39.2505
2022-10-06,38.3164
2022-10-07,37.3959
2022-10-08,37.3959
2022-10-09,37.3959
2022-10-10,37.3537
2022-10-11,36.8801
2022-10-12,38.2783
2022-10-13,40.9492
2022-10-14,39.6476
2022-10-15,39.6476
2022-10-16,39.6476
2022-10-17,41.4333
2022-10-18,42.9733
2022-10-19,41.5905
2022-10-20,41.9419
2022-10-21,42.1579
2022-10-22,42.1579
2022-10-23,42.1579
2022-10-24,41.7297
2022-10-25,43.9742
2022-10-26,43.0463
2022-10-27,40.5515
2022-10-28,42.9071
2022-10-29,42.9071
2022-10-30,42.9071
2022-10-31,40.5441
2022-11-01,44.0141
2022-11-02,37.9503
2022-11-03,36.52
2022-11-04,35.1495
2022-11-05,35.1495
2022-11-06,35.1495
2022-11-07,38.1826
2022-11-08,39.5014
2022-11-09,37.1422
2022-11-10,41.0613
2022-11-11,47.4885
2022-11-12,47.4885
2022-11-13,47.4885
2022-11-14,46.8092
2022-11-15,49.1165
2022-11-16,46.07
2022-11-17,47.017
2022-11-18,47.5786
2022-11-19,47.5786
2022-11-20,47.5786
2022-11-21,46.6664
2022-11-22,48.0486
2022-11-23,49.5965
2022-11-24,49.5965
2022-11-25,50.2055
2022-11-26,50.2055
2022-11-27,50.2055
2022-11-28,48.2514
2022-11-29,49.7501
2022-11-30,50.6859
2022-12-01,50.6089
2022-12-02,51.2471
2022-12-03,51.2471
2022-12-04,51.2471
2022-12-05,48.4004
2022-12-06,45.0361
2022-12-07,44.5212
2022-12-08,44.8332
2022-12-09,48.2291
2022-12-10,48.2291
2022-12-11,48.2291
2022-12-12,49.5756
2022-12-13,49.6017
2022-12-14,49.5481
2022-12-15,44.8598
2022-12-16,44.6727
2022-12-17,44.6727
2022-12-18,44.6727
2022-12-19,44.149
2022-12-20,43.9551
2022-12-21,44.2715
2022-12-22,44.1941
2022-12-23,43.2294
2022-12-24,43.2294
2022-12-25,43.2294
2022-12-26,43.2294
2022-12-27,42.8631
2022-12-28,41.6127
2022-12-29,44.3421
2022-12-30,44.4798
2022-12-31,44.4798
2023-01-01,44.4798
2023-01-02,44.4798
2023-01-03,45.2504
2023-01-04,50.6893
2023-01-05,51.3403
2023-01-06,52.8902
2023-01-07,52.8902
2023-01-08,52.8902
2023-01-09,54.1723
2023-01-10,55.4543
2023-01-11,55.8982
2023-01-12,56.8709
2023-01-13,55.8873
2023-01-14,55.8873
2023-01-15,55.8873
2023-01-16,55.8873
2023-01-17,57.547
2023-01-18,54.9375
2023-01-19,53.0704
2023-01-20,55.6408
2023-01-21,55.6408
2023-01-22,55.6408
2023-01-23,58.1456
2023-01-24,57.3614
2023-01-25,60.0945
2023-01-26,61.5578
2023-01-27,63.2014
2023-01-28,63.2014
2023-01-29,63.2014
2023-01-30,60.7713
2023-01-31,61.9633
2023-02-01,64.4558
2023-02-02,66.344
2023-02-03,63.7179
2023-02-04,63.7179
2023-02-05,63.7179
2023-02-06,61.4127
2023-02-07,58.5255
2023-02-08,56.5649
2023-02-09,54.3183
2023-02-10,53.4283
2023-02-11,53.4283
2023-02-12,53.4283
2023-02-13,55.1757
2023-02-14,55.4763
2023-02-15,60.4791
2023-02-16,56.8861
2023-02-17,57.587
2023-02-18,57.587
2023-02-19,57.587
2023-02-20,57.587
2023-02-21,54.9035
2023-02-22,56.0427
2023-02-23,56.4299
2023-02-24,52.7015
2023-02-25,52.7015
2023-02-26,52.7015
2023-02-27,52.4571
2023-02-28,50.466
2023-03-01,51.2421
2023-03-02,53.019
2023-03-03,53.9126
2023-03-04,53.9126
2023-03-05,53.9126
2023-03-06,52.2284
2023-03-07,50.701
2023-03-08,51.8142
2023-03-09,48.7504
2023-03-10,46.0342
2023-03-11,46.0342
2023-03-12,46.0342
2023-03-13,45.4099
2023-03-14,46.2795
2023-03-15,46.3385
2023-03-16,47.178
2023-03-17,47.0681
2023-03-18,47.0681
2023-03-19,47.0681
