,SBSI US Equity
,RSI_30D
2023-03-19,39.3187
2023-03-20,43.1141
2023-03-21,44.4826
2023-03-22,41.9263
2023-03-23,41.1525
2023-03-24,44.823
2023-03-25,44.823
2023-03-26,44.823
2023-03-27,43.7003
2023-03-28,43.2057
2023-03-29,43.0201
2023-03-30,41.1148
2023-03-31,42.203
2023-04-01,42.203
2023-04-02,42.203
2023-04-03,41.9889
2023-04-04,40.6041
2023-04-05,39.7947
2023-04-06,40.1134
2023-04-07,40.1134
2023-04-08,40.1134
2023-04-09,40.1134
2023-04-10,40.4395
2023-04-11,42.2297
2023-04-12,41.816
2023-04-13,43.2537
2023-04-14,41.3511
2023-04-15,41.3511
2023-04-16,41.3511
2023-04-17,42.9579
2023-04-18,41.0203
2023-04-19,43.5722
2023-04-20,43.9307
2023-04-21,44.2564
2023-04-22,44.2564
2023-04-23,44.2564
2023-04-24,44.5065
2023-04-25,41.7608
2023-04-26,40.9009
2023-04-27,40.1976
2023-04-28,40.29
2023-04-29,40.29
2023-04-30,40.29
2023-05-01,38.952
2023-05-02,32.9498
2023-05-03,31.6021
2023-05-04,29.2486
2023-05-05,33.9838
2023-05-06,33.9838
2023-05-07,33.9838
2023-05-08,32.2473
2023-05-09,31.3401
2023-05-10,31.1822
2023-05-11,30.6631
2023-05-12,30.4613
2023-05-13,30.4613
2023-05-14,30.4613
2023-05-15,32.439
2023-05-16,32.439
2023-05-17,39.4658
2023-05-18,38.4812
2023-05-19,36.5006
2023-05-20,36.5006
2023-05-21,36.5006
2023-05-22,40.3456
2023-05-23,41.468
2023-05-24,40.2663
2023-05-25,38.5575
2023-05-26,39.1857
2023-05-27,39.1857
2023-05-28,39.1857
2023-05-29,39.1857
2023-05-30,38.5737
2023-05-31,36.9329
2023-06-01,39.1246
2023-06-02,44.0421
2023-06-03,44.0421
2023-06-04,44.0421
2023-06-05,42.0458
2023-06-06,46.0904
2023-06-07,47.5421
2023-06-08,46.7494
2023-06-09,45.5977
2023-06-10,45.5977
2023-06-11,45.5977
2023-06-12,44.2499
2023-06-13,46.2296
2023-06-14,44.0623
2023-06-15,45.566
2023-06-16,43.7804
2023-06-17,43.7804
2023-06-18,43.7804
2023-06-19,43.7804
2023-06-20,42.3496
2023-06-21,41.2344
2023-06-22,39.3117
2023-06-23,38.9314
2023-06-24,38.9314
2023-06-25,38.9314
2023-06-26,40.2398
2023-06-27,41.3174
2023-06-28,40.4586
2023-06-29,41.8973
2023-06-30,41.1661
2023-07-01,41.1661
2023-07-02,41.1661
2023-07-03,43.1796
2023-07-04,43.1796
2023-07-05,42.1107
2023-07-06,40.2655
2023-07-07,40.345
2023-07-08,40.345
2023-07-09,40.345
2023-07-10,40.7125
2023-07-11,41.0049
2023-07-12,43.1192
2023-07-13,44.9597
2023-07-14,45.199
2023-07-15,45.199
2023-07-16,45.199
2023-07-17,44.433
2023-07-18,46.8631
2023-07-19,50.1695
2023-07-20,50.5314
2023-07-21,48.6317
2023-07-22,48.6317
2023-07-23,48.6317
2023-07-24,50.8378
2023-07-25,56.4203
2023-07-26,64.7498
2023-07-27,62.8223
2023-07-28,63.3861
2023-07-29,63.3861
2023-07-30,63.3861
2023-07-31,63.3861
2023-08-01,64.7423
2023-08-02,64.3187
2023-08-03,65.1339
2023-08-04,64.6913
2023-08-05,64.6913
2023-08-06,64.6913
2023-08-07,64.199
2023-08-08,62.8385
2023-08-09,60.8967
2023-08-10,58.3328
2023-08-11,58.9824
2023-08-12,58.9824
2023-08-13,58.9824
2023-08-14,57.3633
2023-08-15,55.3788
2023-08-16,53.8349
2023-08-17,53.798
2023-08-18,53.8635
2023-08-19,53.8635
2023-08-20,53.8635
2023-08-21,51.8851
2023-08-22,50.127
2023-08-23,50.8449
2023-08-24,51.9889
2023-08-25,51.0291
2023-08-26,51.0291
2023-08-27,51.0291
2023-08-28,52.2688
2023-08-29,51.6325
2023-08-30,50.4414
2023-08-31,50.4414
2023-09-01,52.4375
2023-09-02,52.4375
2023-09-03,52.4375
2023-09-04,52.4375
2023-09-05,49.9483
2023-09-06,47.2838
2023-09-07,46.2269
2023-09-08,46.8624
2023-09-09,46.8624
2023-09-10,46.8624
2023-09-11,46.2592
2023-09-12,47.2255
2023-09-13,46.9476
2023-09-14,50.8378
2023-09-15,48.8819
2023-09-16,48.8819
2023-09-17,48.8819
2023-09-18,46.4919
2023-09-19,45.856
2023-09-20,45.1051
2023-09-21,44.4278
2023-09-22,44.313
2023-09-23,44.313
2023-09-24,44.313
2023-09-25,46.5957
2023-09-26,45.1595
2023-09-27,44.2195
2023-09-28,46.3379
2023-09-29,46.3379
2023-09-30,46.3379
2023-10-01,46.3379
2023-10-02,45.5387
2023-10-03,43.1866
2023-10-04,43.291
2023-10-05,45.5195
2023-10-06,46.5801
2023-10-07,46.5801
2023-10-08,46.5801
2023-10-09,46.9868
2023-10-10,46.4834
2023-10-11,46.9113
2023-10-12,46.5265
2023-10-13,43.786
2023-10-14,43.786
2023-10-15,43.786
2023-10-16,46.651
2023-10-17,49.3229
2023-10-18,46.7163
2023-10-19,45.7779
2023-10-20,42.8916
2023-10-21,42.8916
2023-10-22,42.8916
2023-10-23,43.2184
2023-10-24,43.0485
2023-10-25,46.6801
2023-10-26,44.7841
2023-10-27,42.5
2023-10-28,42.5
2023-10-29,42.5
2023-10-30,42.665
2023-10-31,40.2739
2023-11-01,41.1272
2023-11-02,47.903
2023-11-03,53.2575
2023-11-04,53.2575
2023-11-05,53.2575
2023-11-06,51.2826
2023-11-07,48.0377
2023-11-08,46.9748
2023-11-09,45.2011
2023-11-10,44.9815
2023-11-11,44.9815
2023-11-12,44.9815
2023-11-13,46.0215
2023-11-14,53.5625
2023-11-15,54.1522
2023-11-16,50.5942
2023-11-17,52.1316
2023-11-18,52.1316
2023-11-19,52.1316
2023-11-20,51.7443
2023-11-21,49.4348
2023-11-22,48.9452
2023-11-23,48.9452
2023-11-24,49.1855
2023-11-25,49.1855
2023-11-26,49.1855
2023-11-27,47.4526
2023-11-28,46.7335
2023-11-29,47.7256
2023-11-30,46.9391
2023-12-01,53.6196
2023-12-02,53.6196
2023-12-03,53.6196
2023-12-04,55.2409
2023-12-05,54.2804
2023-12-06,55.3285
2023-12-07,57.3513
2023-12-08,57.7798
2023-12-09,57.7798
2023-12-10,57.7798
2023-12-11,56.9152
2023-12-12,55.5131
2023-12-13,60.8549
2023-12-14,62.2122
2023-12-15,61.1161
2023-12-16,61.1161
2023-12-17,61.1161
2023-12-18,60.7471
2023-12-19,62.3634
2023-12-20,60.9473
2023-12-21,61.3708
2023-12-22,61.4326
2023-12-23,61.4326
2023-12-24,61.4326
2023-12-25,61.4326
2023-12-26,63.053
2023-12-27,62.2868
2023-12-28,60.3644
2023-12-29,56.5624
2023-12-30,56.5624
2023-12-31,56.5624
2024-01-01,56.5624
2024-01-02,57.9991
2024-01-03,55.2105
2024-01-04,55.2105
2024-01-05,55.6521
2024-01-06,55.6521
2024-01-07,55.6521
2024-01-08,54.9976
2024-01-09,53.4644
2024-01-10,53.5861
2024-01-11,49.7714
2024-01-12,50.0742
2024-01-13,50.0742
2024-01-14,50.0742
2024-01-15,50.0742
2024-01-16,49.0688
2024-01-17,50.0609
2024-01-18,50.4693
2024-01-19,52.9458
2024-01-20,52.9458
2024-01-21,52.9458
2024-01-22,57.2498
2024-01-23,54.0587
2024-01-24,54.5596
2024-01-25,53.7665
2024-01-26,53.5298
2024-01-27,53.5298
2024-01-28,53.5298
2024-01-29,60.17
2024-01-30,60.6782
2024-01-31,53.331
2024-02-01,51.2181
2024-02-02,49.88
2024-02-03,49.88
2024-02-04,49.88
2024-02-05,47.7644
2024-02-06,48.3786
2024-02-07,47.8331
2024-02-08,47.6848
2024-02-09,49.8563
2024-02-10,49.8563
2024-02-11,49.8563
2024-02-12,51.9574
2024-02-13,46.9944
2024-02-14,47.5426
2024-02-15,52.4488
2024-02-16,48.2317
2024-02-17,48.2317
2024-02-18,48.2317
2024-02-19,48.2317
2024-02-20,48.617
2024-02-21,47.2284
2024-02-22,45.4999
2024-02-23,46.7688
2024-02-24,46.7688
2024-02-25,46.7688
2024-02-26,46.9567
2024-02-27,46.2808
2024-02-28,44.6838
2024-02-29,46.1651
2024-03-01,45.6863
2024-03-02,45.6863
2024-03-03,45.6863
2024-03-04,51.0175
2024-03-05,53.7931
2024-03-06,49.9582
2024-03-07,46.7606
2024-03-08,47.3755
2024-03-09,47.3755
2024-03-10,47.3755
2024-03-11,47.25
2024-03-12,45.6554
2024-03-13,45.5307
2024-03-14,42.9809
2024-03-15,43.7567
2024-03-16,43.7567
2024-03-17,43.7567
2024-03-18,42.7636
2024-03-19,43.8424
2024-03-20,47.3766
2024-03-21,47.6332
2024-03-22,46.137
2024-03-23,46.137
2024-03-24,46.137
2024-03-25,47.3535
2024-03-26,46.2065
2024-03-27,49.7609
2024-03-28,50.4315
2024-03-29,50.4315
2024-03-30,50.4315
2024-03-31,50.4315
2024-04-01,48.6632
2024-04-02,46.0887
2024-04-03,45.1265
2024-04-04,45.1265
2024-04-05,45.2081
2024-04-06,45.2081
2024-04-07,45.2081
2024-04-08,46.8438
