,TGNA US Equity
,RSI_30D
2020-01-01,57.022
2020-01-02,53.5549
2020-01-03,53.453
2020-01-04,53.453
2020-01-05,53.453
2020-01-06,52.9321
2020-01-07,58.4595
2020-01-08,59.4303
2020-01-09,55.3156
2020-01-10,53.4956
2020-01-11,53.4956
2020-01-12,53.4956
2020-01-13,55.8674
2020-01-14,57.3669
2020-01-15,63.4114
2020-01-16,63.4684
2020-01-17,64.1047
2020-01-18,64.1047
2020-01-19,64.1047
2020-01-20,64.1047
2020-01-21,62.1697
2020-01-22,60.9674
2020-01-23,61.7954
2020-01-24,60.4684
2020-01-25,60.4684
2020-01-26,60.4684
2020-01-27,58.6639
2020-01-28,58.6639
2020-01-29,54.1487
2020-01-30,53.2466
2020-01-31,52.3446
2020-02-01,52.3446
2020-02-02,52.3446
2020-02-03,56.2545
2020-02-04,54.9737
2020-02-05,58.4028
2020-02-06,55.3756
2020-02-07,52.874
2020-02-08,52.874
2020-02-09,52.874
2020-02-10,54.3668
2020-02-11,46.8386
2020-02-12,48.5557
2020-02-13,49.6767
2020-02-14,51.1227
2020-02-15,51.1227
2020-02-16,51.1227
2020-02-17,51.1227
2020-02-18,50.9784
2020-02-19,53.4267
2020-02-20,52.1543
2020-02-21,51.1171
2020-02-22,51.1171
2020-02-23,51.1171
2020-02-24,49.8713
2020-02-25,44.2884
2020-02-26,39.213
2020-02-27,37.4377
2020-02-28,36.232
2020-02-29,36.232
2020-03-01,36.232
2020-03-02,41.3686
2020-03-03,38.903
2020-03-04,38.5073
2020-03-05,34.8622
2020-03-06,53.1956
2020-03-07,53.1956
2020-03-08,53.1956
2020-03-09,56.4046
2020-03-10,54.4314
2020-03-11,48.9617
2020-03-12,50.2012
2020-03-13,52.4834
2020-03-14,52.4834
2020-03-15,52.4834
2020-03-16,45.7439
2020-03-17,46.0631
2020-03-18,42.2094
2020-03-19,42.5775
2020-03-20,39.9699
2020-03-21,39.9699
2020-03-22,39.9699
2020-03-23,37.3637
2020-03-24,40.6682
2020-03-25,41.2736
2020-03-26,43.5181
2020-03-27,42.8563
2020-03-28,42.8563
2020-03-29,42.8563
2020-03-30,36.9696
2020-03-31,37.6004
2020-04-01,37.0674
2020-04-02,39.5836
2020-04-03,36.9973
2020-04-04,36.9973
2020-04-05,36.9973
2020-04-06,38.9238
2020-04-07,40.0082
2020-04-08,42.3255
2020-04-09,43.1689
2020-04-10,43.1689
2020-04-11,43.1689
2020-04-12,43.1689
2020-04-13,40.6833
2020-04-14,41.0511
2020-04-15,39.6186
2020-04-16,40.0722
2020-04-17,42.2473
2020-04-18,42.2473
2020-04-19,42.2473
2020-04-20,41.2396
2020-04-21,40.7249
2020-04-22,40.3037
2020-04-23,40.9724
2020-04-24,41.1996
2020-04-25,41.1996
2020-04-26,41.1996
2020-04-27,41.51
2020-04-28,42.684
2020-04-29,44.0395
2020-04-30,42.2101
2020-05-01,41.69
2020-05-02,41.69
2020-05-03,41.69
2020-05-04,42.0185
2020-05-05,41.3557
2020-05-06,42.8396
2020-05-07,43.5572
2020-05-08,43.2269
2020-05-09,43.2269
2020-05-10,43.2269
2020-05-11,42.9574
2020-05-12,41.7785
2020-05-13,41.2432
2020-05-14,42.0118
2020-05-15,41.1078
2020-05-16,41.1078
2020-05-17,41.1078
2020-05-18,44.661
2020-05-19,43.4321
2020-05-20,46.5636
2020-05-21,45.5938
2020-05-22,46.6114
2020-05-23,46.6114
2020-05-24,46.6114
2020-05-25,46.6114
2020-05-26,48.6835
2020-05-27,50.9798
2020-05-28,49.0733
2020-05-29,48.8321
2020-05-30,48.8321
2020-05-31,48.8321
2020-06-01,49.2194
2020-06-02,50.0022
2020-06-03,51.9193
2020-06-04,51.238
2020-06-05,54.3372
2020-06-06,54.3372
2020-06-07,54.3372
2020-06-08,54.2421
2020-06-09,51.4034
2020-06-10,49.5138
2020-06-11,45.7884
2020-06-12,46.8232
2020-06-13,46.8232
2020-06-14,46.8232
2020-06-15,48.245
2020-06-16,47.6681
2020-06-17,47.0447
2020-06-18,47.1876
2020-06-19,45.8231
2020-06-20,45.8231
2020-06-21,45.8231
2020-06-22,47.3967
2020-06-23,47.9344
2020-06-24,45.4855
2020-06-25,45.894
2020-06-26,44.6818
2020-06-27,44.6818
2020-06-28,44.6818
2020-06-29,47.4997
2020-06-30,47.3184
2020-07-01,46.9936
2020-07-02,45.786
2020-07-03,45.786
2020-07-04,45.786
2020-07-05,45.786
2020-07-06,46.551
2020-07-07,46.4541
2020-07-08,46.255
2020-07-09,43.3246
2020-07-10,45.6038
2020-07-11,45.6038
2020-07-12,45.6038
2020-07-13,45.218
2020-07-14,46.0445
2020-07-15,50.361
2020-07-16,51.0363
2020-07-17,49.7963
2020-07-18,49.7963
2020-07-19,49.7963
