,TKR US Equity
,RSI_30D
2020-01-01,72.6473
2020-01-02,73.978
2020-01-03,72.8233
2020-01-04,72.8233
2020-01-05,72.8233
2020-01-06,72.3661
2020-01-07,73.4763
2020-01-08,74.8974
2020-01-09,75.5326
2020-01-10,70.1253
2020-01-11,70.1253
2020-01-12,70.1253
2020-01-13,70.7415
2020-01-14,71.2365
2020-01-15,69.5804
2020-01-16,70.9372
2020-01-17,70.7887
2020-01-18,70.7887
2020-01-19,70.7887
2020-01-20,70.7887
2020-01-21,65.7582
2020-01-22,64.7258
2020-01-23,63.6029
2020-01-24,59.4624
2020-01-25,59.4624
2020-01-26,59.4624
2020-01-27,54.7142
2020-01-28,56.2466
2020-01-29,55.2253
2020-01-30,55.8473
2020-01-31,47.9968
2020-02-01,47.9968
2020-02-02,47.9968
2020-02-03,51.6997
2020-02-04,56.981
2020-02-05,59.346
2020-02-06,55.8465
2020-02-07,49.5701
2020-02-08,49.5701
2020-02-09,49.5701
2020-02-10,48.2749
2020-02-11,50.9056
2020-02-12,53.6873
2020-02-13,53.5656
2020-02-14,51.1203
2020-02-15,51.1203
2020-02-16,51.1203
2020-02-17,51.1203
2020-02-18,49.8959
2020-02-19,47.1828
2020-02-20,47.8542
2020-02-21,47.0152
2020-02-22,47.0152
2020-02-23,47.0152
2020-02-24,41.932
2020-02-25,37.6394
2020-02-26,36.6941
2020-02-27,34.5298
2020-02-28,34.9736
2020-02-29,34.9736
2020-03-01,34.9736
2020-03-02,36.2101
2020-03-03,33.0809
2020-03-04,37.4134
2020-03-05,34.0512
2020-03-06,32.8554
2020-03-07,32.8554
2020-03-08,32.8554
2020-03-09,28.0699
2020-03-10,34.0452
2020-03-11,30.7533
2020-03-12,27.499
2020-03-13,32.8056
2020-03-14,32.8056
2020-03-15,32.8056
2020-03-16,29.7568
2020-03-17,29.6525
2020-03-18,25.8531
2020-03-19,32.0321
2020-03-20,30.8583
2020-03-21,30.8583
2020-03-22,30.8583
2020-03-23,30.0292
2020-03-24,36.1718
2020-03-25,40.1543
2020-03-26,41.4111
2020-03-27,39.5773
2020-03-28,39.5773
2020-03-29,39.5773
2020-03-30,40.7486
2020-03-31,40.1906
2020-04-01,38.4218
2020-04-02,39.5624
2020-04-03,38.2623
2020-04-04,38.2623
2020-04-05,38.2623
2020-04-06,42.5541
2020-04-07,42.5869
2020-04-08,44.2642
2020-04-09,44.8417
2020-04-10,44.8417
2020-04-11,44.8417
2020-04-12,44.8417
2020-04-13,44.7241
2020-04-14,45.2949
2020-04-15,43.5818
2020-04-16,43.5263
2020-04-17,45.96
2020-04-18,45.96
2020-04-19,45.96
2020-04-20,44.6021
2020-04-21,43.0422
2020-04-22,42.874
2020-04-23,44.8794
2020-04-24,45.9219
2020-04-25,45.9219
2020-04-26,45.9219
2020-04-27,47.7755
2020-04-28,48.2926
2020-04-29,51.3185
2020-04-30,49.1243
2020-05-01,47.3694
2020-05-02,47.3694
2020-05-03,47.3694
2020-05-04,48.1361
2020-05-05,48.9978
2020-05-06,47.8747
2020-05-07,48.7411
2020-05-08,50.8988
2020-05-09,50.8988
2020-05-10,50.8988
2020-05-11,50.5756
2020-05-12,48.3413
2020-05-13,47.5521
2020-05-14,48.6579
2020-05-15,49.2616
2020-05-16,49.2616
2020-05-17,49.2616
2020-05-18,53.5357
2020-05-19,53.8349
2020-05-20,54.2189
2020-05-21,52.9505
2020-05-22,53.0713
2020-05-23,53.0713
2020-05-24,53.0713
2020-05-25,53.0713
2020-05-26,55.906
2020-05-27,57.1669
2020-05-28,55.7916
2020-05-29,54.9707
2020-05-30,54.9707
2020-05-31,54.9707
2020-06-01,54.5195
2020-06-02,54.7673
2020-06-03,57.2153
2020-06-04,58.9801
2020-06-05,61.1883
2020-06-06,61.1883
2020-06-07,61.1883
2020-06-08,62.7922
2020-06-09,60.0802
2020-06-10,56.9946
2020-06-11,51.6887
2020-06-12,53.2717
2020-06-13,53.2717
2020-06-14,53.2717
2020-06-15,53.4295
2020-06-16,55.1535
2020-06-17,54.5297
2020-06-18,53.8992
2020-06-19,53.9111
2020-06-20,53.9111
2020-06-21,53.9111
2020-06-22,54.0348
2020-06-23,53.7514
2020-06-24,51.3049
2020-06-25,53.6444
2020-06-26,54.8357
2020-06-27,54.8357
2020-06-28,54.8357
2020-06-29,55.1868
2020-06-30,55.3024
2020-07-01,53.4336
2020-07-02,54.3001
2020-07-03,54.3001
2020-07-04,54.3001
2020-07-05,54.3001
2020-07-06,56.2476
2020-07-07,53.7959
2020-07-08,53.5591
2020-07-09,51.9507
2020-07-10,52.8412
2020-07-11,52.8412
2020-07-12,52.8412
2020-07-13,54.0074
2020-07-14,55.7868
2020-07-15,57.7279
2020-07-16,56.3278
2020-07-17,56.503
2020-07-18,56.503
2020-07-19,56.503
2020-07-20,54.9083
2020-07-21,56.6469
2020-07-22,56.7848
2020-07-23,56.8274
2020-07-24,55.7655
2020-07-25,55.7655
2020-07-26,55.7655
2020-07-27,56.575
2020-07-28,53.8741
2020-07-29,56.318
2020-07-30,54.4571
2020-07-31,52.2808
2020-08-01,52.2808
2020-08-02,52.2808
2020-08-03,58.1469
