,AL US Equity
2021-04-01,56.4589
2021-04-02,56.4589
2021-04-03,56.4589
2021-04-04,56.4589
2021-04-05,55.6822
2021-04-06,55.9422
2021-04-07,55.8028
2021-04-08,55.6388
2021-04-09,55.1153
2021-04-10,55.1153
2021-04-11,55.1153
2021-04-12,54.6472
2021-04-13,53.5775
2021-04-14,54.2629
2021-04-15,55.5652
2021-04-16,53.7371
2021-04-17,53.7371
2021-04-18,53.7371
2021-04-19,52.4526
2021-04-20,49.253
2021-04-21,50.3248
2021-04-22,49.0706
2021-04-23,50.9669
2021-04-24,50.9669
2021-04-25,50.9669
2021-04-26,52.7478
2021-04-27,53.8529
2021-04-28,52.839
2021-04-29,51.808
2021-04-30,49.4914
2021-05-01,49.4914
2021-05-02,49.4914
2021-05-03,50.7252
2021-05-04,50.5088
2021-05-05,53.3297
2021-05-06,53.8265
2021-05-07,44.6431
2021-05-08,44.6431
2021-05-09,44.6431
2021-05-10,47.3114
2021-05-11,46.2445
2021-05-12,43.5258
2021-05-13,46.4305
2021-05-14,49.4987
2021-05-15,49.4987
2021-05-16,49.4987
2021-05-17,49.2569
2021-05-18,48.0601
2021-05-19,48.4358
2021-05-20,47.6338
2021-05-21,47.9311
2021-05-22,47.9311
2021-05-23,47.9311
2021-05-24,48.4957
2021-05-25,48.3408
2021-05-26,51.2793
2021-05-27,51.2173
2021-05-28,51.1747
2021-05-29,51.1747
2021-05-30,51.1747
2021-05-31,51.1747
2021-06-01,53.4585
2021-06-02,51.7879
2021-06-03,50.2282
2021-06-04,50.164
2021-06-05,50.164
2021-06-06,50.164
2021-06-07,50.6228
2021-06-08,51.8457
2021-06-09,49.1049
2021-06-10,48.2187
2021-06-11,49.5734
2021-06-12,49.5734
2021-06-13,49.5734
2021-06-14,48.5054
2021-06-15,49.4904
2021-06-16,47.5417
2021-06-17,44.4413
2021-06-18,41.7212
2021-06-19,41.7212
2021-06-20,41.7212
2021-06-21,45.6857
2021-06-22,44.7932
2021-06-23,44.5442
2021-06-24,46.7127
2021-06-25,46.946
2021-06-26,46.946
2021-06-27,46.946
2021-06-28,43.3169
2021-06-29,41.7122
2021-06-30,41.7373
2021-07-01,43.4495
2021-07-02,43.0644
2021-07-03,43.0644
2021-07-04,43.0644
2021-07-05,43.0644
2021-07-06,40.8723
2021-07-07,41.1109
2021-07-08,40.3806
2021-07-09,44.2916
2021-07-10,44.2916
2021-07-11,44.2916
2021-07-12,44.0509
2021-07-13,42.4017
2021-07-14,42.2637
2021-07-15,43.0311
2021-07-16,40.5987
2021-07-17,40.5987
2021-07-18,40.5987
2021-07-19,38.1657
2021-07-20,44.0588
2021-07-21,45.8082
2021-07-22,44.5425
2021-07-23,44.2506
2021-07-24,44.2506
2021-07-25,44.2506
2021-07-26,45.1918
2021-07-27,44.8415
2021-07-28,46.5316
2021-07-29,47.7672
2021-07-30,47.3821
2021-07-31,47.3821
2021-08-01,47.3821
2021-08-02,46.7853
2021-08-03,47.8566
2021-08-04,46.9036
2021-08-05,49.7504
2021-08-06,48.1481
2021-08-07,48.1481
2021-08-08,48.1481
2021-08-09,46.2567
2021-08-10,48.3305
2021-08-11,50.6924
2021-08-12,50.7167
2021-08-13,50.6909
2021-08-14,50.6909
2021-08-15,50.6909
2021-08-16,49.6451
2021-08-17,47.9811
2021-08-18,45.4362
2021-08-19,42.5668
2021-08-20,42.4164
2021-08-21,42.4164
2021-08-22,42.4164
2021-08-23,42.1524
2021-08-24,45.1826
2021-08-25,46.146
2021-08-26,42.3217
2021-08-27,44.4899
2021-08-28,44.4899
2021-08-29,44.4899
2021-08-30,43.2875
2021-08-31,43.1122
2021-09-01,42.4891
2021-09-02,44.4182
2021-09-03,45.807
2021-09-04,45.807
2021-09-05,45.807
2021-09-06,45.807
2021-09-07,43.5554
2021-09-08,42.1706
2021-09-09,44.0194
2021-09-10,41.6846
2021-09-11,41.6846
2021-09-12,41.6846
2021-09-13,43.9403
2021-09-14,42.9799
2021-09-15,44.0681
2021-09-16,43.0796
2021-09-17,41.1055
2021-09-18,41.1055
2021-09-19,41.1055
2021-09-20,40.9746
2021-09-21,38.821
2021-09-22,40.8586
2021-09-23,44.9485
2021-09-24,45.0339
2021-09-25,45.0339
2021-09-26,45.0339
2021-09-27,47.5877
2021-09-28,48.0541
2021-09-29,48.2224
2021-09-30,46.6844
2021-10-01,53.0163
2021-10-02,53.0163
2021-10-03,53.0163
2021-10-04,50.177
2021-10-05,51.4374
2021-10-06,52.8838
2021-10-07,53.1912
2021-10-08,53.0535
2021-10-09,53.0535
2021-10-10,53.0535
2021-10-11,52.2145
2021-10-12,52.6022
2021-10-13,52.8659
2021-10-14,53.4289
2021-10-15,54.104
2021-10-16,54.104
2021-10-17,54.104
2021-10-18,52.9915
2021-10-19,51.3983
2021-10-20,52.9755
2021-10-21,51.8985
2021-10-22,52.2822
2021-10-23,52.2822
2021-10-24,52.2822
2021-10-25,52.6131
2021-10-26,53.9641
2021-10-27,49.4287
2021-10-28,49.7408
2021-10-29,46.8963
2021-10-30,46.8963
2021-10-31,46.8963
2021-11-01,54.1979
2021-11-02,56.7
2021-11-03,58.6116
2021-11-04,54.0788
2021-11-05,64.9528
2021-11-06,64.9528
2021-11-07,64.9528
2021-11-08,65.8246
2021-11-09,65.8664
2021-11-10,64.5053
2021-11-11,60.887
2021-11-12,60.0843
2021-11-13,60.0843
2021-11-14,60.0843
2021-11-15,59.003
2021-11-16,57.4607
2021-11-17,56.6697
2021-11-18,55.2679
2021-11-19,52.465
2021-11-20,52.465
2021-11-21,52.465
2021-11-22,53.9274
2021-11-23,55.2143
2021-11-24,53.8966
2021-11-25,53.8966
2021-11-26,45.6578
2021-11-27,45.6578
2021-11-28,45.6578
2021-11-29,46.2917
2021-11-30,44.8137
2021-12-01,42.9456
2021-12-02,47.572
2021-12-03,46.1361
2021-12-04,46.1361
2021-12-05,46.1361
2021-12-06,49.3385
2021-12-07,51.1485
2021-12-08,53.1236
2021-12-09,52.7367
2021-12-10,52.7168
2021-12-11,52.7168
2021-12-12,52.7168
2021-12-13,50.1754
2021-12-14,48.1971
2021-12-15,48.4525
2021-12-16,48.0267
2021-12-17,47.4514
2021-12-18,47.4514
2021-12-19,47.4514
2021-12-20,46.0624
2021-12-21,51.075
2021-12-22,52.0273
2021-12-23,52.2159
2021-12-24,52.2159
2021-12-25,52.2159
2021-12-26,52.2159
2021-12-27,53.3545
2021-12-28,53.1797
2021-12-29,52.6004
2021-12-30,52.2382
2021-12-31,52.7432
2022-01-01,52.7432
2022-01-02,52.7432
2022-01-03,54.4456
2022-01-04,55.3189
2022-01-05,54.4155
2022-01-06,55.805
2022-01-07,56.6216
2022-01-08,56.6216
2022-01-09,56.6216
2022-01-10,56.9508
2022-01-11,55.3751
2022-01-12,54.7536
2022-01-13,52.6795
2022-01-14,52.0003
2022-01-15,52.0003
2022-01-16,52.0003
2022-01-17,52.0003
2022-01-18,50.1976
2022-01-19,47.7513
2022-01-20,45.7891
2022-01-21,43.0546
2022-01-22,43.0546
2022-01-23,43.0546
2022-01-24,43.4124
2022-01-25,41.3056
2022-01-26,40.2169
2022-01-27,38.7937
2022-01-28,40.3287
2022-01-29,40.3287
2022-01-30,40.3287
2022-01-31,42.5915
2022-02-01,44.1716
2022-02-02,43.6483
2022-02-03,41.4472
2022-02-04,41.7685
2022-02-05,41.7685
2022-02-06,41.7685
2022-02-07,43.2618
2022-02-08,47.8714
2022-02-09,50.5137
2022-02-10,49.8601
2022-02-11,47.505
2022-02-12,47.505
2022-02-13,47.505
2022-02-14,47.9375
2022-02-15,52.6817
2022-02-16,53.7499
2022-02-17,50.957
2022-02-18,55.6426
2022-02-19,55.6426
2022-02-20,55.6426
2022-02-21,55.6426
2022-02-22,55.1363
2022-02-23,53.9749
2022-02-24,52.8708
2022-02-25,55.2583
2022-02-26,55.2583
2022-02-27,55.2583
2022-02-28,48.1836
2022-03-01,43.5674
2022-03-02,46.9638
2022-03-03,44.1342
2022-03-04,40.4074
2022-03-05,40.4074
2022-03-06,40.4074
2022-03-07,36.7119
2022-03-08,40.5804
2022-03-09,41.1123
2022-03-10,41.0992
2022-03-11,43.9146
2022-03-12,43.9146
2022-03-13,43.9146
2022-03-14,45.6645
2022-03-15,48.1495
2022-03-16,50.5222
2022-03-17,51.0456
2022-03-18,51.9866
2022-03-19,51.9866
2022-03-20,51.9866
2022-03-21,51.9522
2022-03-22,53.7888
2022-03-23,53.2623
2022-03-24,54.5941
2022-03-25,55.9543
2022-03-26,55.9543
2022-03-27,55.9543
2022-03-28,56.5057
2022-03-29,56.7392
2022-03-30,55.3062
2022-03-31,55.5385
2022-04-01,54.9475
2022-04-02,54.9475
2022-04-03,54.9475
2022-04-04,54.1598
2022-04-05,52.1931
2022-04-06,51.1306
2022-04-07,50.5169
2022-04-08,49.5529
2022-04-09,49.5529
2022-04-10,49.5529
2022-04-11,50.0148
2022-04-12,49.2097
2022-04-13,51.7671
2022-04-14,52.7834
2022-04-15,52.7834
2022-04-16,52.7834
2022-04-17,52.7834
2022-04-18,53.151
2022-04-19,56.679
2022-04-20,57.065
2022-04-21,56.4457
2022-04-22,54.1595
2022-04-23,54.1595
2022-04-24,54.1595
2022-04-25,52.7947
2022-04-26,48.0242
2022-04-27,46.6816
2022-04-28,48.4996
2022-04-29,45.7394
2022-04-30,45.7394
2022-05-01,45.7394
2022-05-02,45.2516
2022-05-03,46.5445
2022-05-04,47.7974
2022-05-05,46.2166
2022-05-06,42.6514
2022-05-07,42.6514
2022-05-08,42.6514
2022-05-09,36.7025
2022-05-10,40.6561
2022-05-11,39.1065
2022-05-12,37.355
2022-05-13,41.7699
2022-05-14,41.7699
2022-05-15,41.7699
2022-05-16,40.9814
2022-05-17,44.6948
2022-05-18,42.9546
2022-05-19,42.7569
2022-05-20,42.6121
2022-05-21,42.6121
2022-05-22,42.6121
2022-05-23,43.3468
2022-05-24,41.4477
2022-05-25,42.765
2022-05-26,45.3852
2022-05-27,47.2676
2022-05-28,47.2676
2022-05-29,47.2676
2022-05-30,47.2676
2022-05-31,46.5123
2022-06-01,45.7883
2022-06-02,48.3225
2022-06-03,46.6719
2022-06-04,46.6719
2022-06-05,46.6719
2022-06-06,47.1601
2022-06-07,47.9527
2022-06-08,46.8187
2022-06-09,45.1614
2022-06-10,41.5626
2022-06-11,41.5626
2022-06-12,41.5626
2022-06-13,38.8535
2022-06-14,38.1436
2022-06-15,40.0052
2022-06-16,36.8168
2022-06-17,38.3296
2022-06-18,38.3296
2022-06-19,38.3296
2022-06-20,38.3296
2022-06-21,39.5971
2022-06-22,39.255
2022-06-23,37.992
2022-06-24,43.5111
2022-06-25,43.5111
2022-06-26,43.5111
2022-06-27,43.0465
2022-06-28,43.2424
2022-06-29,43.5438
2022-06-30,44.5189
2022-07-01,44.7451
2022-07-02,44.7451
2022-07-03,44.7451
2022-07-04,44.7451
2022-07-05,43.7387
2022-07-06,42.6632
2022-07-07,44.4037
2022-07-08,45.4529
2022-07-09,45.4529
2022-07-10,45.4529
2022-07-11,44.1683
2022-07-12,45.6697
2022-07-13,44.1049
2022-07-14,43.7175
2022-07-15,46.4595
2022-07-16,46.4595
2022-07-17,46.4595
2022-07-18,47.2949
2022-07-19,49.4097
2022-07-20,50.5676
2022-07-21,50.4837
2022-07-22,49.3613
2022-07-23,49.3613
2022-07-24,49.3613
2022-07-25,49.0844
2022-07-26,48.0758
2022-07-27,50.215
2022-07-28,51.3072
2022-07-29,53.7827
2022-07-30,53.7827
2022-07-31,53.7827
2022-08-01,53.8444
2022-08-02,52.8467
2022-08-03,54.4646
2022-08-04,55.3406
2022-08-05,56.0896
2022-08-06,56.0896
2022-08-07,56.0896
2022-08-08,55.2902
2022-08-09,54.8321
2022-08-10,56.3081
2022-08-11,58.0032
2022-08-12,59.5847
2022-08-13,59.5847
2022-08-14,59.5847
2022-08-15,60.0831
2022-08-16,61.6863
2022-08-17,59.0246
2022-08-18,58.6422
2022-08-19,54.7477
2022-08-20,54.7477
2022-08-21,54.7477
2022-08-22,51.276
2022-08-23,51.9482
2022-08-24,52.7618
2022-08-25,54.8193
2022-08-26,51.1707
2022-08-27,51.1707
2022-08-28,51.1707
2022-08-29,50.5902
2022-08-30,49.8347
2022-08-31,48.4818
2022-09-01,47.3422
2022-09-02,48.1046
2022-09-03,48.1046
2022-09-04,48.1046
2022-09-05,48.1046
2022-09-06,48.8444
2022-09-07,50.0801
2022-09-08,50.3178
2022-09-09,52.8471
2022-09-10,52.8471
2022-09-11,52.8471
2022-09-12,54.3034
2022-09-13,49.141
2022-09-14,48.6966
2022-09-15,48.1462
2022-09-16,43.5199
2022-09-17,43.5199
2022-09-18,43.5199
2022-09-19,46.5736
2022-09-20,45.3387
2022-09-21,43.061
2022-09-22,40.8589
2022-09-23,39.1927
2022-09-24,39.1927
2022-09-25,39.1927
2022-09-26,36.7308
2022-09-27,38.9234
2022-09-28,41.5747
2022-09-29,40.7692
2022-09-30,39.9502
2022-10-01,39.9502
2022-10-02,39.9502
2022-10-03,42.5501
2022-10-04,46.7371
2022-10-05,45.7151
2022-10-06,45.0556
2022-10-07,44.04
2022-10-08,44.04
2022-10-09,44.04
2022-10-10,43.9796
2022-10-11,41.7136
2022-10-12,42.7485
2022-10-13,44.6514
2022-10-14,43.2262
2022-10-15,43.2262
2022-10-16,43.2262
2022-10-17,46.0509
2022-10-18,47.6293
2022-10-19,46.2928
2022-10-20,46.4183
2022-10-21,49.0757
2022-10-22,49.0757
2022-10-23,49.0757
2022-10-24,48.4315
2022-10-25,50.6571
2022-10-26,50.3669
2022-10-27,51.3282
2022-10-28,51.8587
2022-10-29,51.8587
2022-10-30,51.8587
2022-10-31,52.5158
2022-11-01,53.4411
2022-11-02,50.7491
2022-11-03,50.7491
2022-11-04,51.9408
2022-11-05,51.9408
2022-11-06,51.9408
2022-11-07,52.9145
2022-11-08,53.3773
2022-11-09,50.7947
2022-11-10,55.1816
2022-11-11,57.7707
2022-11-12,57.7707
2022-11-13,57.7707
2022-11-14,57.3896
2022-11-15,56.9413
2022-11-16,54.3918
2022-11-17,54.8009
2022-11-18,55.6244
2022-11-19,55.6244
2022-11-20,55.6244
2022-11-21,54.7443
2022-11-22,57.2306
2022-11-23,58.1993
2022-11-24,58.1993
2022-11-25,58.6377
2022-11-26,58.6377
2022-11-27,58.6377
2022-11-28,55.7108
2022-11-29,56.7545
2022-11-30,58.3598
2022-12-01,59.0079
2022-12-02,59.4279
2022-12-03,59.4279
2022-12-04,59.4279
2022-12-05,57.1724
2022-12-06,57.1975
2022-12-07,55.4505
2022-12-08,55.7463
2022-12-09,56.2652
2022-12-10,56.2652
2022-12-11,56.2652
2022-12-12,57.2476
2022-12-13,58.0333
2022-12-14,58.6031
2022-12-15,54.4651
2022-12-16,53.873
2022-12-17,53.873
2022-12-18,53.873
2022-12-19,50.7511
2022-12-20,52.6731
2022-12-21,54.1139
2022-12-22,51.4361
2022-12-23,52.6918
2022-12-24,52.6918
2022-12-25,52.6918
2022-12-26,52.6918
2022-12-27,54.9033
2022-12-28,52.152
2022-12-29,55.0638
2022-12-30,55.2783
2022-12-31,55.2783
2023-01-01,55.2783
2023-01-02,55.2783
2023-01-03,57.0035
2023-01-04,61.1101
2023-01-05,60.9002
2023-01-06,61.8491
2023-01-07,61.8491
2023-01-08,61.8491
2023-01-09,64.8534
2023-01-10,65.8835
2023-01-11,63.3121
2023-01-12,65.2675
2023-01-13,65.4789
2023-01-14,65.4789
2023-01-15,65.4789
2023-01-16,65.4789
2023-01-17,64.7009
2023-01-18,63.8046
2023-01-19,63.4635
2023-01-20,65.6976
2023-01-21,65.6976
2023-01-22,65.6976
2023-01-23,66.2811
2023-01-24,65.4079
2023-01-25,65.5785
2023-01-26,66.5801
2023-01-27,66.5801
2023-01-28,66.5801
2023-01-29,66.5801
2023-01-30,64.6941
2023-01-31,66.4163
2023-02-01,67.4818
2023-02-02,67.1293
2023-02-03,64.2642
2023-02-04,64.2642
2023-02-05,64.2642
2023-02-06,61.7048
2023-02-07,63.1495
2023-02-08,60.3168
2023-02-09,58.0772
2023-02-10,58.0772
2023-02-11,58.0772
2023-02-12,58.0772
2023-02-13,59.3369
2023-02-14,60.666
2023-02-15,61.7522
2023-02-16,60.477
2023-02-17,54.5048
2023-02-18,54.5048
2023-02-19,54.5048
2023-02-20,54.5048
2023-02-21,51.6508
2023-02-22,53.6365
2023-02-23,54.9592
2023-02-24,53.8104
2023-02-25,53.8104
2023-02-26,53.8104
2023-02-27,53.6739
2023-02-28,55.1171
2023-03-01,55.4395
2023-03-02,55.3274
2023-03-03,56.0024
2023-03-04,56.0024
2023-03-05,56.0024
2023-03-06,51.535
2023-03-07,50.4766
2023-03-08,48.643
2023-03-09,43.3686
2023-03-10,42.121
2023-03-11,42.121
2023-03-12,42.121
2023-03-13,39.8026
2023-03-14,42.6764
2023-03-15,40.0041
2023-03-16,40.917
2023-03-17,37.3036
2023-03-18,37.3036
2023-03-19,37.3036
