,HUM US Equity
2023-03-21,50.7626
2023-03-22,49.8952
2023-03-23,47.5839
2023-03-24,51.2893
2023-03-25,51.2893
2023-03-26,51.2893
2023-03-27,52.7125
2023-03-28,45.5874
2023-03-29,46.3322
2023-03-30,47.4455
2023-03-31,46.6154
2023-04-01,46.6154
2023-04-02,46.6154
2023-04-03,53.7683
2023-04-04,51.7598
2023-04-05,54.9972
2023-04-06,55.8838
2023-04-07,55.8838
2023-04-08,55.8838
2023-04-09,55.8838
2023-04-10,56.9603
2023-04-11,59.0331
2023-04-12,58.4915
2023-04-13,59.2181
2023-04-14,55.6309
2023-04-15,55.6309
2023-04-16,55.6309
2023-04-17,54.1438
2023-04-18,52.3689
2023-04-19,47.2112
2023-04-20,46.5897
2023-04-21,46.8413
2023-04-22,46.8413
2023-04-23,46.8413
2023-04-24,49.7058
2023-04-25,49.6952
2023-04-26,50.7162
2023-04-27,55.6014
2023-04-28,56.7673
2023-04-29,56.7673
2023-04-30,56.7673
2023-05-01,57.7886
2023-05-02,57.1654
2023-05-03,56.1754
2023-05-04,55.7812
2023-05-05,57.3463
2023-05-06,57.3463
2023-05-07,57.3463
2023-05-08,57.5702
2023-05-09,55.7156
2023-05-10,55.5325
2023-05-11,55.3213
2023-05-12,54.7691
2023-05-13,54.7691
2023-05-14,54.7691
2023-05-15,53.1462
2023-05-16,51.7878
2023-05-17,52.3765
2023-05-18,50.2751
2023-05-19,50.1616
2023-05-20,50.1616
2023-05-21,50.1616
2023-05-22,50.3141
2023-05-23,47.9861
2023-05-24,47.8886
2023-05-25,45.7834
2023-05-26,44.708
2023-05-27,44.708
2023-05-28,44.708
2023-05-29,44.708
2023-05-30,44.2432
2023-05-31,46.8241
2023-06-01,51.3899
2023-06-02,53.154
2023-06-03,53.154
2023-06-04,53.154
2023-06-05,54.1207
2023-06-06,49.807
2023-06-07,47.829
2023-06-08,49.4879
2023-06-09,50.5975
2023-06-10,50.5975
2023-06-11,50.5975
2023-06-12,50.5615
2023-06-13,50.3593
2023-06-14,36.0372
2023-06-15,38.8021
2023-06-16,35.5343
2023-06-17,35.5343
2023-06-18,35.5343
2023-06-19,35.5343
2023-06-20,35.8598
2023-06-21,37.7014
2023-06-22,38.8309
2023-06-23,36.8853
2023-06-24,36.8853
2023-06-25,36.8853
2023-06-26,37.0254
2023-06-27,36.9349
2023-06-28,36.7243
2023-06-29,36.7073
2023-06-30,37.8472
2023-07-01,37.8472
2023-07-02,37.8472
2023-07-03,37.6627
2023-07-04,37.6627
2023-07-05,37.382
2023-07-06,36.5027
2023-07-07,34.2424
2023-07-08,34.2424
2023-07-09,34.2424
2023-07-10,35.9663
2023-07-11,36.9118
2023-07-12,34.3818
2023-07-13,34.2239
2023-07-14,38.1798
2023-07-15,38.1798
2023-07-16,38.1798
2023-07-17,38.0641
2023-07-18,40.3381
2023-07-19,42.591
2023-07-20,42.6425
2023-07-21,45.8182
2023-07-22,45.8182
2023-07-23,45.8182
2023-07-24,44.8827
2023-07-25,45.1847
2023-07-26,43.5049
2023-07-27,44.4768
2023-07-28,45.2796
2023-07-29,45.2796
2023-07-30,45.2796
2023-07-31,46.5076
2023-08-01,46.9541
2023-08-02,54.7768
2023-08-03,55.6735
2023-08-04,54.726
2023-08-05,54.726
2023-08-06,54.726
2023-08-07,57.4389
2023-08-08,56.9462
2023-08-09,56.9883
2023-08-10,57.4325
2023-08-11,57.019
2023-08-12,57.019
2023-08-13,57.019
2023-08-14,57.9419
2023-08-15,57.2103
2023-08-16,56.9557
2023-08-17,54.6644
2023-08-18,55.1842
2023-08-19,55.1842
2023-08-20,55.1842
2023-08-21,55.4692
2023-08-22,52.7077
2023-08-23,51.6718
2023-08-24,52.0952
2023-08-25,50.6825
2023-08-26,50.6825
2023-08-27,50.6825
2023-08-28,51.3118
2023-08-29,51.56
2023-08-30,49.186
2023-08-31,44.4123
2023-09-01,44.0811
2023-09-02,44.0811
2023-09-03,44.0811
2023-09-04,44.0811
2023-09-05,47.8701
2023-09-06,46.137
2023-09-07,48.7142
2023-09-08,47.275
2023-09-09,47.275
2023-09-10,47.275
2023-09-11,47.0888
2023-09-12,47.8195
2023-09-13,49.1383
2023-09-14,48.7924
2023-09-15,48.4887
2023-09-16,48.4887
2023-09-17,48.4887
2023-09-18,49.8019
2023-09-19,49.7132
2023-09-20,53.9466
2023-09-21,57.1098
2023-09-22,57.1098
2023-09-23,57.1098
2023-09-24,57.1098
2023-09-25,59.3637
2023-09-26,55.8674
2023-09-27,56.0565
2023-09-28,56.9042
2023-09-29,53.247
2023-09-30,53.247
2023-10-01,53.247
2023-10-02,55.0425
2023-10-03,53.6939
2023-10-04,52.619
2023-10-05,53.7708
2023-10-06,56.8847
2023-10-07,56.8847
2023-10-08,56.8847
2023-10-09,57.9589
2023-10-10,57.4579
2023-10-11,54.4755
2023-10-12,56.6085
2023-10-13,58.5455
2023-10-14,58.5455
2023-10-15,58.5455
2023-10-16,63.532
2023-10-17,61.705
2023-10-18,62.1768
2023-10-19,62.4477
2023-10-20,61.7504
2023-10-21,61.7504
2023-10-22,61.7504
2023-10-23,59.2773
2023-10-24,59.5346
2023-10-25,61.3961
2023-10-26,57.3967
2023-10-27,56.1175
2023-10-28,56.1175
2023-10-29,56.1175
2023-10-30,58.4607
2023-10-31,60.0819
2023-11-01,48.3629
2023-11-02,46.2014
2023-11-03,45.0526
2023-11-04,45.0526
2023-11-05,45.0526
2023-11-06,48.18
2023-11-07,51.2116
2023-11-08,48.5312
2023-11-09,50.4044
2023-11-10,49.843
2023-11-11,49.843
2023-11-12,49.843
2023-11-13,50.9461
2023-11-14,52.237
2023-11-15,53.5132
2023-11-16,55.083
2023-11-17,50.7867
2023-11-18,50.7867
2023-11-19,50.7867
2023-11-20,51.7585
2023-11-21,53.125
2023-11-22,55.2436
2023-11-23,55.2436
2023-11-24,55.8868
2023-11-25,55.8868
2023-11-26,55.8868
2023-11-27,53.6241
2023-11-28,53.5468
2023-11-29,46.1338
2023-11-30,46.7995
2023-12-01,49.5256
2023-12-02,49.5256
2023-12-03,49.5256
2023-12-04,48.7196
2023-12-05,50.8632
2023-12-06,46.8568
2023-12-07,46.063
2023-12-08,46.4172
2023-12-09,46.4172
2023-12-10,46.4172
2023-12-11,45.2506
2023-12-12,46.7242
2023-12-13,48.3825
2023-12-14,43.9965
2023-12-15,42.4111
2023-12-16,42.4111
2023-12-17,42.4111
2023-12-18,42.1153
2023-12-19,43.1338
2023-12-20,40.6945
2023-12-21,41.2968
2023-12-22,41.1408
2023-12-23,41.1408
2023-12-24,41.1408
2023-12-25,41.1408
2023-12-26,41.0605
2023-12-27,40.7473
2023-12-28,42.387
2023-12-29,43.0933
2023-12-30,43.0933
2023-12-31,43.0933
2024-01-01,43.0933
2024-01-02,46.8581
2024-01-03,45.4459
2024-01-04,46.0548
2024-01-05,43.9762
2024-01-06,43.9762
2024-01-07,43.9762
2024-01-08,44.7467
2024-01-09,44.3786
2024-01-10,44.321
2024-01-11,43.2413
2024-01-12,39.299
2024-01-13,39.299
2024-01-14,39.299
2024-01-15,39.299
2024-01-16,39.3271
2024-01-17,42.4209
2024-01-18,35.0466
2024-01-19,33.2978
2024-01-20,33.2978
2024-01-21,33.2978
2024-01-22,35.8701
2024-01-23,35.4986
2024-01-24,34.6074
2024-01-25,27.9403
2024-01-26,29.6888
2024-01-27,29.6888
2024-01-28,29.6888
2024-01-29,31.0771
2024-01-30,34.1852
2024-01-31,34.5302
2024-02-01,34.1925
2024-02-02,35.0866
2024-02-03,35.0866
2024-02-04,35.0866
2024-02-05,32.42
2024-02-06,33.9701
2024-02-07,34.6163
2024-02-08,34.4952
2024-02-09,35.2501
2024-02-10,35.2501
2024-02-11,35.2501
2024-02-12,35.058
2024-02-13,34.2682
2024-02-14,33.8969
2024-02-15,34.4637
2024-02-16,35.4596
2024-02-17,35.4596
2024-02-18,35.4596
2024-02-19,35.4596
2024-02-20,35.5354
2024-02-21,35.6989
2024-02-22,35.8743
2024-02-23,34.8157
2024-02-24,34.8157
2024-02-25,34.8157
2024-02-26,34.2176
2024-02-27,35.286
2024-02-28,32.9621
2024-02-29,32.7994
2024-03-01,33.4906
2024-03-02,33.4906
2024-03-03,33.4906
2024-03-04,32.4409
2024-03-05,30.7335
2024-03-06,31.2211
2024-03-07,31.9219
2024-03-08,31.6432
2024-03-09,31.6432
2024-03-10,31.6432
2024-03-11,34.9243
2024-03-12,34.5099
2024-03-13,34.5316
2024-03-14,36.1483
2024-03-15,35.964
2024-03-16,35.964
2024-03-17,35.964
2024-03-18,35.7197
2024-03-19,37.7256
2024-03-20,36.8075
2024-03-21,36.5907
2024-03-22,37.1412
2024-03-23,37.1412
2024-03-24,37.1412
2024-03-25,36.7253
2024-03-26,37.3707
2024-03-27,38.3837
2024-03-28,37.5133
2024-03-29,37.5133
2024-03-30,37.5133
2024-03-31,37.5133
2024-04-01,39.9115
2024-04-02,28.5999
2024-04-03,30.2194
2024-04-04,31.0779
2024-04-05,32.4116
2024-04-06,32.4116
2024-04-07,32.4116
2024-04-08,34.0836
